CAN Message, 0x1bb:0000488c9101d56b,Timestamp,Amplitude
,,1739209812.334606,-38.13080360867914
,,1739209812.3346095,-35.57807855764607
,,1739209812.3346136,-33.981070128970906
,,1739209812.3346174,-38.13080360867914
,,1739209812.3346212,-45.120503652039325
,,1739209812.334625,-45.120503652039325
,,1739209812.3346288,-38.13080360867914
,,1739209812.3346326,-45.120503652039325
,,1739209812.3346367,-38.13080360867914
,,1739209812.3346405,-31.141103565318915
,,1739209812.3346443,-35.57807855764607
,,1739209812.334648,-38.13080360867914
,,1739209812.334652,-45.120503652039325
,,1739209812.3346558,-38.13080360867914
,,1739209812.3346596,-35.57807855764607
,,1739209812.3346634,-38.13080360867914
,,1739209812.3346672,-38.13080360867914
,,1739209812.3346713,-30.49652367304973
,,1739209812.334675,-30.49652367304973
,,1739209812.334679,-38.13080360867914
,,1739209812.3346827,-45.120503652039325
,,1739209812.3346865,-45.120503652039325
,,1739209812.3346903,-38.13080360867914
,,1739209812.334694,-45.120503652039325
,,1739209812.334698,-45.120503652039325
,,1739209812.3347018,-33.981070128970906
,,1739209812.3347058,-38.13080360867914
,,1739209812.3347096,-45.120503652039325
,,1739209812.3347137,-45.120503652039325
,,1739209812.3347173,-38.13080360867914
,,1739209812.334721,-35.57807855764607
,,1739209812.334725,-38.13080360867914
,,1739209812.3347287,-38.13080360867914
,,1739209812.3347323,-38.13080360867914
,,1739209812.3347363,-35.57807855764607
,,1739209812.3347402,-38.13080360867914
,,1739209812.3347442,-45.120503652039325
,,1739209812.334748,-45.120503652039325
,,1739209812.3347518,-38.13080360867914
,,1739209812.3347557,-38.13080360867914
,,1739209812.3347597,-38.13080360867914
,,1739209812.3347633,-45.120503652039325
,,1739209812.334767,-45.120503652039325
,,1739209812.334771,-45.120503652039325
,,1739209812.3347747,-35.57807855764607
,,1739209812.3347788,-45.120503652039325
,,1739209812.3347826,-45.120503652039325
,,1739209812.3347864,-45.120503652039325
,,1739209812.3347902,-38.13080360867914
,,1739209812.334794,-22.54371790334745
,,1739209812.334798,-10.394401676078845
,,1739209812.3348017,-13.706005918034618
,,1739209812.3348055,-23.506823629689546
,,1739209812.3348093,-35.57807855764607
,,1739209812.3348134,-32.816014438256545
,,1739209812.3348172,-38.13080360867914
,,1739209812.334821,-45.120503652039325
,,1739209812.3348248,-33.981070128970906
,,1739209812.3348286,-35.57807855764607
,,1739209812.3348324,-38.13080360867914
,,1739209812.3348362,-45.120503652039325
,,1739209812.33484,-38.13080360867914
,,1739209812.334844,-35.57807855764607
,,1739209812.334848,-38.13080360867914
,,1739209812.3348515,-45.120503652039325
,,1739209812.3348556,-33.981070128970906
,,1739209812.3348594,-45.120503652039325
,,1739209812.3348632,-45.120503652039325
,,1739209812.334867,-35.57807855764607
,,1739209812.3348708,-38.13080360867914
,,1739209812.3348746,-45.120503652039325
,,1739209812.3348784,-38.13080360867914
,,1739209812.3348825,-45.120503652039325
,,1739209812.3348863,-38.13080360867914
,,1739209812.33489,-19.69224938244749
,,1739209812.334894,-30.49652367304973
,,1739209812.3348978,-45.120503652039325
,,1739209812.3349016,-31.141103565318893
,,1739209812.3349054,-28.58837851428586
,,1739209812.3349092,-17.448944991217488
,,1739209812.334913,-27.267205301931607
,,1739209812.3349168,-28.58837851428586
,,1739209812.334921,-35.57807855764607
,,1739209812.3349247,-38.13080360867914
,,1739209812.3349285,-32.816014438256545
,,1739209812.3349323,-45.120503652039325
,,1739209812.334936,-45.120503652039325
,,1739209812.33494,-45.120503652039325
,,1739209812.3349438,-32.816014438256545
,,1739209812.3349476,-38.13080360867914
,,1739209812.3349514,-31.141103565318943
,,1739209812.3349557,-35.57807855764607
,,1739209812.3349593,-45.120503652039325
,,1739209812.334963,-45.120503652039325
,,1739209812.334967,-38.13080360867914
,,1739209812.3349707,-38.13080360867914
,,1739209812.3349743,-45.120503652039325
,,1739209812.3349783,-45.120503652039325
,,1739209812.3349822,-38.13080360867914
,,1739209812.334986,-38.13080360867914
,,1739209812.33499,-45.120503652039325
,,1739209812.3349938,-38.13080360867914
,,1739209812.3349977,-33.98107012897096
,,1739209812.3350017,-17.88594693168744
,,1739209812.3350053,-45.120503652039325
,,1739209812.335009,-31.141103565318915
,,1739209812.335013,-22.74004262075133
,,1739209812.3350167,-30.49652367304976
,,1739209812.3350203,-9.46556735335067
,,1739209812.3350246,-29.438486411369357
,,1739209812.3350284,-38.13080360867914
,,1739209812.3350322,-45.120503652039325
,,1739209812.335036,-38.13080360867914
,,1739209812.33504,-38.13080360867914
,,1739209812.3350437,-45.120503652039325
,,1739209812.3350475,-45.120503652039325
,,1739209812.3350513,-38.13080360867914
,,1739209812.335055,-21.44694444177911
,,1739209812.335059,-27.87774495603141
,,1739209812.335063,-31.141103565318915
,,1739209812.3350668,-45.120503652039325
,,1739209812.3350706,-45.120503652039325
,,1739209812.3350744,-45.120503652039325
,,1739209812.3350782,-38.13080360867914
,,1739209812.335082,-45.120503652039325
,,1739209812.335086,-45.120503652039325
,,1739209812.3350897,-33.981070128970906
,,1739209812.3350935,-15.75034257739115
,,1739209812.3350976,-27.267205301931607
,,1739209812.3351014,-45.120503652039325
,,1739209812.3351052,-31.141103565318893
,,1739209812.335109,-38.13080360867914
,,1739209812.3351128,-45.120503652039325
,,1739209812.3351166,-45.120503652039325
,,1739209812.3351204,-33.98107012897096
,,1739209812.3351245,-45.120503652039325
,,1739209812.335128,-38.13080360867914
,,1739209812.335132,-33.981070128970906
,,1739209812.335136,-33.981070128970906
,,1739209812.3351398,-45.120503652039325
,,1739209812.3351436,-38.13080360867914
,,1739209812.3351474,-33.981070128970906
,,1739209812.3351512,-38.13080360867914
,,1739209812.335155,-38.13080360867914
,,1739209812.3351588,-38.13080360867914
