CAN Message, 0x39:075c0b887b43e33e,Timestamp,Amplitude
,,1739209803.787437,-45.120503652039325
,,1739209803.7874408,-45.120503652039325
,,1739209803.7874446,-45.120503652039325
,,1739209803.7874486,-38.13080360867914
,,1739209803.7874525,-45.120503652039325
,,1739209803.7874565,-45.120503652039325
,,1739209803.78746,-45.120503652039325
,,1739209803.787464,-45.120503652039325
,,1739209803.787468,-45.120503652039325
,,1739209803.7874718,-45.120503652039325
,,1739209803.7874758,-45.120503652039325
,,1739209803.7874796,-45.120503652039325
,,1739209803.7874837,-33.981070128970906
,,1739209803.7874875,-33.981070128970906
,,1739209803.787491,-45.120503652039325
,,1739209803.7874951,-38.13080360867914
,,1739209803.787499,-29.438486411369333
,,1739209803.787503,-28.58837851428586
,,1739209803.7875068,-45.120503652039325
,,1739209803.7875106,-38.13080360867914
,,1739209803.7875147,-33.981070128970906
,,1739209803.7875185,-26.99137008561072
,,1739209803.7875223,-31.14110356531892
,,1739209803.787526,-38.13080360867914
,,1739209803.7875302,-45.120503652039325
,,1739209803.787534,-45.120503652039325
,,1739209803.7875378,-38.13080360867914
,,1739209803.787542,-38.13080360867914
,,1739209803.7875457,-45.120503652039325
,,1739209803.7875495,-45.120503652039325
,,1739209803.7875535,-45.120503652039325
,,1739209803.7875574,-45.120503652039325
,,1739209803.7875612,-38.13080360867914
,,1739209803.787565,-45.120503652039325
,,1739209803.787569,-45.120503652039325
,,1739209803.7875729,-38.13080360867914
,,1739209803.787577,-38.13080360867914
,,1739209803.7875807,-45.120503652039325
,,1739209803.7875843,-38.13080360867914
,,1739209803.7875884,-38.13080360867914
,,1739209803.7875922,-33.981070128970906
,,1739209803.7875962,-26.99137008561072
,,1739209803.7876,-45.120503652039325
,,1739209803.787604,-38.13080360867914
,,1739209803.787608,-45.120503652039325
,,1739209803.7876115,-23.75329798047522
,,1739209803.7876155,-38.13080360867914
,,1739209803.7876196,-33.981070128970906
,,1739209803.7876234,-45.120503652039325
,,1739209803.7876272,-33.981070128970906
,,1739209803.787631,-15.459086324648965
,,1739209803.787635,-29.438486411369333
,,1739209803.787639,-38.13080360867914
,,1739209803.7876427,-26.99137008561072
,,1739209803.7876468,-38.13080360867914
,,1739209803.7876506,-38.13080360867914
,,1739209803.7876544,-45.120503652039325
