CAN Message, 0x1bb:0000d3f539925779,Timestamp,Amplitude
,,1739209761.6458104,-45.120503652039325
,,1739209761.645813,-35.57807855764607
,,1739209761.6458156,-33.981070128970906
,,1739209761.645818,-45.120503652039325
,,1739209761.6458206,-38.13080360867914
,,1739209761.6458232,-45.120503652039325
,,1739209761.645826,-45.120503652039325
,,1739209761.6458285,-45.120503652039325
,,1739209761.645831,-45.120503652039325
,,1739209761.6458335,-38.13080360867914
,,1739209761.645836,-38.13080360867914
,,1739209761.6458387,-45.120503652039325
,,1739209761.6458414,-38.13080360867914
,,1739209761.645844,-35.57807855764607
,,1739209761.6458466,-38.13080360867914
,,1739209761.6458492,-45.120503652039325
,,1739209761.6458516,-38.13080360867914
,,1739209761.6458542,-38.13080360867914
,,1739209761.6458569,-45.120503652039325
,,1739209761.6458597,-45.120503652039325
,,1739209761.645862,-38.13080360867914
,,1739209761.6458647,-38.13080360867914
,,1739209761.645867,-38.13080360867914
,,1739209761.6458695,-45.120503652039325
,,1739209761.6458724,-38.13080360867914
,,1739209761.645875,-35.57807855764607
,,1739209761.6458776,-45.120503652039325
,,1739209761.6458802,-45.120503652039325
,,1739209761.6458828,-38.13080360867914
,,1739209761.6458857,-38.13080360867914
,,1739209761.645888,-35.57807855764607
,,1739209761.6458905,-45.120503652039325
,,1739209761.645893,-45.120503652039325
,,1739209761.6458955,-38.13080360867914
,,1739209761.6458983,-38.13080360867914
,,1739209761.645901,-45.120503652039325
,,1739209761.645903,-38.13080360867914
,,1739209761.645906,-35.57807855764607
,,1739209761.6459086,-33.981070128970906
,,1739209761.6459112,-45.120503652039325
,,1739209761.6459138,-38.13080360867914
,,1739209761.6459165,-38.13080360867914
,,1739209761.645919,-33.981070128970906
,,1739209761.6459217,-45.120503652039325
,,1739209761.645924,-35.57807855764607
,,1739209761.6459267,-35.57807855764607
,,1739209761.645929,-38.13080360867914
,,1739209761.645932,-38.13080360867914
,,1739209761.6459346,-31.141103565318915
,,1739209761.6459372,-33.98107012897096
,,1739209761.6459396,-13.706005918034618
,,1739209761.6459422,-17.302949905514602
,,1739209761.6459448,-45.120503652039325
,,1739209761.6459477,-32.816014438256545
,,1739209761.64595,-31.141103565318943
,,1739209761.6459527,-45.120503652039325
,,1739209761.645955,-32.816014438256545
,,1739209761.6459577,-35.57807855764607
,,1739209761.6459603,-45.120503652039325
,,1739209761.645963,-45.120503652039325
,,1739209761.6459656,-38.13080360867914
,,1739209761.6459682,-38.13080360867914
,,1739209761.6459708,-26.99137008561072
,,1739209761.6459732,-31.141103565318915
,,1739209761.6459758,-38.13080360867914
,,1739209761.6459785,-45.120503652039325
,,1739209761.645981,-33.981070128970906
,,1739209761.6459837,-38.13080360867914
,,1739209761.6459863,-38.13080360867914
,,1739209761.645989,-38.13080360867914
,,1739209761.645991,-38.13080360867914
,,1739209761.645994,-45.120503652039325
,,1739209761.6459966,-38.13080360867914
,,1739209761.6459992,-45.120503652039325
,,1739209761.6460018,-19.0459534198926
,,1739209761.6460044,-38.13080360867914
,,1739209761.6460068,-45.120503652039325
,,1739209761.6460094,-33.981070128970906
,,1739209761.646012,-28.992665084841967
,,1739209761.6460147,-8.439441272711978
,,1739209761.6460173,-20.954098578656488
,,1739209761.64602,-28.992665084841946
,,1739209761.6460226,-45.120503652039325
,,1739209761.646025,-38.13080360867914
,,1739209761.6460276,-38.13080360867914
,,1739209761.6460302,-45.120503652039325
,,1739209761.6460328,-31.141103565318915
,,1739209761.6460354,-35.57807855764607
,,1739209761.646038,-45.120503652039325
,,1739209761.646041,-38.13080360867914
,,1739209761.646043,-38.13080360867914
,,1739209761.6460457,-45.120503652039325
,,1739209761.6460483,-35.57807855764607
,,1739209761.646051,-45.120503652039325
,,1739209761.6460536,-30.49652367304973
,,1739209761.6460562,-33.981070128970906
,,1739209761.6460588,-38.13080360867914
,,1739209761.6460612,-35.57807855764607
,,1739209761.6460638,-45.120503652039325
,,1739209761.6460664,-32.81601443825658
,,1739209761.646069,-38.13080360867914
,,1739209761.6460717,-35.57807855764607
,,1739209761.6460743,-45.120503652039325
,,1739209761.646077,-33.98107012897096
,,1739209761.6460793,-38.13080360867914
,,1739209761.646082,-38.13080360867914
,,1739209761.6460843,-31.141103565318915
,,1739209761.6460872,-25.62660358559016
,,1739209761.6460898,-13.01196999889036
,,1739209761.6460924,-27.8777449560314
,,1739209761.6460948,-38.13080360867914
,,1739209761.6460974,-29.438486411369333
,,1739209761.6461,-38.13080360867914
,,1739209761.646103,-45.120503652039325
,,1739209761.6461053,-32.816014438256545
,,1739209761.646108,-25.826314394896357
,,1739209761.6461103,-45.120503652039325
,,1739209761.646113,-38.13080360867914
,,1739209761.6461155,-38.13080360867914
,,1739209761.6461182,-23.75329798047522
,,1739209761.6461208,-45.120503652039325
,,1739209761.6461234,-45.120503652039325
,,1739209761.646126,-38.13080360867914
,,1739209761.6461284,-31.141103565318893
,,1739209761.646131,-38.13080360867914
,,1739209761.6461337,-35.57807855764607
,,1739209761.6461363,-38.13080360867914
,,1739209761.646139,-16.763597937115037
,,1739209761.6461415,-24.151403521958727
,,1739209761.6461442,-33.981070128970906
,,1739209761.6461463,-45.120503652039325
,,1739209761.6461492,-33.981070128970906
,,1739209761.6461518,-38.13080360867914
,,1739209761.6461544,-38.13080360867914
,,1739209761.646157,-45.120503652039325
,,1739209761.6461596,-28.992665084841967
,,1739209761.6461625,-38.13080360867914
,,1739209761.646165,-38.13080360867914
,,1739209761.6461673,-45.120503652039325
,,1739209761.64617,-31.141103565318915
,,1739209761.6461723,-33.981070128970906
,,1739209761.6461751,-45.120503652039325
,,1739209761.6461778,-45.120503652039325
,,1739209761.6461802,-38.13080360867914
,,1739209761.6461828,-38.13080360867914
,,1739209761.6461854,-45.120503652039325
,,1739209761.646188,-45.120503652039325
,,1739209761.6461906,-38.13080360867914
,,1739209761.6461933,-35.57807855764607
,,1739209761.646196,-32.816014438256545
,,1739209761.6461985,-38.13080360867914
,,1739209761.646201,-17.133997197586602
,,1739209761.6462035,-45.120503652039325
,,1739209761.646206,-38.13080360867914
,,1739209761.6462088,-38.13080360867914
