CAN Message; 0x1bb:0000ab7853bbfcc9
Timestamp;Amplitude
1739209640.9446845;-45.120503652039325
1739209640.944691;-45.120503652039325
1739209640.9446974;-38.13080360867914
1739209640.9447038;-38.13080360867914
1739209640.9447103;-38.13080360867914
1739209640.944717;-45.120503652039325
1739209640.9447234;-38.13080360867914
1739209640.9447298;-33.981070128970906
1739209640.9447362;-45.120503652039325
1739209640.9447427;-45.120503652039325
1739209640.944749;-45.120503652039325
1739209640.9447556;-38.13080360867914
1739209640.944762;-38.13080360867914
1739209640.9447684;-45.120503652039325
1739209640.9447749;-38.13080360867914
1739209640.9447813;-38.13080360867914
1739209640.9447877;-38.13080360867914
1739209640.9447942;-35.57807855764607
1739209640.9448006;-45.120503652039325
1739209640.944807;-38.13080360867914
1739209640.9448135;-33.981070128970906
1739209640.94482;-35.57807855764607
1739209640.9448264;-38.13080360867914
1739209640.9448328;-45.120503652039325
1739209640.9448392;-38.13080360867914
1739209640.9448457;-45.120503652039325
1739209640.944852;-45.120503652039325
1739209640.9448586;-45.120503652039325
1739209640.944865;-45.120503652039325
1739209640.9448714;-38.13080360867914
1739209640.9448779;-38.13080360867914
1739209640.9448843;-45.120503652039325
1739209640.9448907;-38.13080360867914
1739209640.9448972;-32.816014438256545
1739209640.9449036;-45.120503652039325
1739209640.94491;-45.120503652039325
1739209640.9449165;-38.13080360867914
1739209640.944923;-35.57807855764607
1739209640.9449296;-38.13080360867914
1739209640.944936;-38.13080360867914
1739209640.9449425;-45.120503652039325
1739209640.944949;-45.120503652039325
1739209640.9449553;-38.13080360867914
1739209640.9449618;-35.57807855764607
1739209640.9449682;-45.120503652039325
1739209640.9449747;-45.120503652039325
1739209640.944981;-38.13080360867914
1739209640.9449875;-45.120503652039325
1739209640.944994;-45.120503652039325
1739209640.9450004;-38.13080360867914
1739209640.9450068;-38.13080360867914
1739209640.9450133;-38.13080360867914
1739209640.9450197;-38.13080360867914
1739209640.9450262;-32.816014438256545
1739209640.9450326;-38.13080360867914
1739209640.945039;-38.13080360867914
1739209640.9450455;-38.13080360867914
1739209640.945052;-38.13080360867914
1739209640.9450583;-38.13080360867914
1739209640.9450648;-35.57807855764607
1739209640.9450712;-38.13080360867914
1739209640.9450777;-45.120503652039325
1739209640.945084;-45.120503652039325
1739209640.9450905;-38.13080360867914
1739209640.945097;-38.13080360867914
1739209640.9451034;-38.13080360867914
1739209640.9451098;-45.120503652039325
1739209640.9451163;-45.120503652039325
1739209640.9451227;-31.141103565318915
1739209640.9451294;-30.49652367304973
1739209640.9451358;-35.57807855764607
1739209640.9451423;-38.13080360867914
1739209640.9451487;-45.120503652039325
1739209640.9451551;-35.57807855764607
1739209640.9451616;-38.13080360867914
1739209640.945168;-45.120503652039325
1739209640.9451745;-38.13080360867914
1739209640.945181;-38.13080360867914
1739209640.9451873;-45.120503652039325
1739209640.9451938;-45.120503652039325
1739209640.9452002;-45.120503652039325
1739209640.9452066;-45.120503652039325
1739209640.945213;-38.13080360867914
1739209640.9452195;-45.120503652039325
1739209640.945226;-45.120503652039325
1739209640.9452324;-45.120503652039325
1739209640.9452388;-45.120503652039325
1739209640.9452453;-45.120503652039325
1739209640.9452517;-38.13080360867914
1739209640.9452581;-32.816014438256545
1739209640.9452646;-38.13080360867914
1739209640.945271;-45.120503652039325
1739209640.9452775;-38.13080360867914
1739209640.945284;-27.267205301931607
1739209640.9452903;-31.141103565318915
1739209640.9452968;-38.13080360867914
1739209640.9453032;-38.13080360867914
1739209640.9453096;-38.13080360867914
1739209640.945316;-45.120503652039325
1739209640.9453225;-45.120503652039325
1739209640.945329;-33.981070128970906
1739209640.9453354;-38.13080360867914
1739209640.945342;-45.120503652039325
1739209640.9453485;-45.120503652039325
1739209640.945355;-38.13080360867914
1739209640.9453614;-45.120503652039325
1739209640.9453678;-45.120503652039325
1739209640.9453743;-45.120503652039325
1739209640.9453807;-45.120503652039325
1739209640.9453871;-28.992665084841942
1739209640.9453936;-31.141103565318915
1739209640.9454;-32.816014438256545
1739209640.9454064;-38.13080360867914
1739209640.9454129;-33.981070128970906
1739209640.9454193;-33.981070128970906
1739209640.9454257;-45.120503652039325
1739209640.9454322;-45.120503652039325
1739209640.9454386;-38.13080360867914
1739209640.945445;-45.120503652039325
1739209640.9454515;-38.13080360867914
1739209640.945458;-38.13080360867914
1739209640.9454644;-38.13080360867914
1739209640.9454708;-45.120503652039325
1739209640.9454772;-35.57807855764607
1739209640.9454837;-45.120503652039325
1739209640.9454901;-38.13080360867914
1739209640.9454966;-38.13080360867914
1739209640.945503;-45.120503652039325
1739209640.9455094;-45.120503652039325
1739209640.9455159;-45.120503652039325
1739209640.9455223;-38.13080360867914
1739209640.9455287;-38.13080360867914
1739209640.9455352;-38.13080360867914
1739209640.9455419;-45.120503652039325
1739209640.9455483;-32.816014438256545
1739209640.9455547;-38.13080360867914
1739209640.9455612;-45.120503652039325
1739209640.9455676;-45.120503652039325
1739209640.945574;-35.57807855764607
1739209640.9455805;-38.13080360867914
1739209640.945587;-45.120503652039325
1739209640.9455934;-45.120503652039325
1739209640.9455998;-33.981070128970906
1739209640.9456062;-33.981070128970906
1739209640.9456127;-38.13080360867914
1739209640.945619;-45.120503652039325
1739209640.9456255;-38.13080360867914
1739209640.945632;-33.981070128970906
1739209640.9456384;-38.13080360867914
1739209640.9456449;-45.120503652039325
1739209640.9456513;-31.141103565318915
1739209640.9456577;-32.816014438256545
1739209640.9456642;-45.120503652039325
1739209640.9456706;-38.13080360867914
1739209640.945677;-33.981070128970906
1739209640.9456835;-38.13080360867914
1739209640.94569;-38.13080360867914
1739209640.9456964;-38.13080360867914
1739209640.9457028;-28.992665084841942
1739209640.9457092;-38.13080360867914
1739209640.9457157;-38.13080360867914
1739209640.945722;-38.13080360867914
1739209640.9457285;-38.13080360867914
1739209640.945735;-38.13080360867914
1739209640.9457414;-38.13080360867914
1739209640.9457479;-38.13080360867914
1739209640.9457545;-32.816014438256545
1739209640.945761;-38.13080360867914
1739209640.9457674;-38.13080360867914
1739209640.9457738;-45.120503652039325
1739209640.9457803;-38.13080360867914
1739209640.9457867;-45.120503652039325
1739209640.9457932;-38.13080360867914
1739209640.9457996;-38.13080360867914
1739209640.945806;-28.992665084841942
1739209640.9458125;-45.120503652039325
1739209640.945819;-45.120503652039325
1739209640.9458253;-45.120503652039325
1739209640.9458318;-38.13080360867914
1739209640.9458382;-45.120503652039325
1739209640.9458447;-38.13080360867914
1739209640.945851;-45.120503652039325
1739209640.9458575;-38.13080360867914
1739209640.945864;-45.120503652039325
1739209640.9458704;-33.981070128970906
1739209640.9458768;-35.57807855764607
1739209640.9458833;-38.13080360867914
1739209640.9458897;-38.13080360867914
1739209640.9458961;-38.13080360867914
1739209640.9459026;-45.120503652039325
1739209640.945909;-38.13080360867914
1739209640.9459155;-38.13080360867914
1739209640.945922;-38.13080360867914
1739209640.9459283;-45.120503652039325
1739209640.9459348;-38.13080360867914
1739209640.9459412;-35.57807855764607
1739209640.9459476;-38.13080360867914
1739209640.9459543;-35.57807855764607
1739209640.9459608;-38.13080360867914
1739209640.9459672;-45.120503652039325
1739209640.9459736;-38.13080360867914
1739209640.94598;-45.120503652039325
1739209640.9459865;-33.981070128970906
1739209640.945993;-45.120503652039325
1739209640.9459994;-38.13080360867914
1739209640.9460058;-38.13080360867914
1739209640.9460123;-38.13080360867914
1739209640.9460187;-45.120503652039325
1739209640.9460251;-38.13080360867914
1739209640.9460316;-45.120503652039325
1739209640.946038;-38.13080360867914
1739209640.9460444;-32.816014438256545
1739209640.946051;-38.13080360867914
1739209640.9460573;-38.13080360867914
1739209640.9460638;-38.13080360867914
1739209640.9460702;-45.120503652039325
1739209640.9460766;-45.120503652039325
1739209640.946083;-45.120503652039325
1739209640.9460895;-45.120503652039325
1739209640.946096;-45.120503652039325
1739209640.9461024;-45.120503652039325
1739209640.9461088;-45.120503652039325
1739209640.9461153;-45.120503652039325
1739209640.9461217;-45.120503652039325
1739209640.9461281;-38.13080360867914
1739209640.9461346;-45.120503652039325
1739209640.946141;-45.120503652039325
1739209640.9461474;-45.120503652039325
1739209640.9461539;-38.13080360867914
1739209640.9461603;-35.57807855764607
1739209640.946167;-45.120503652039325
1739209640.9461734;-35.57807855764607
1739209640.9461799;-45.120503652039325
1739209640.9461863;-45.120503652039325
1739209640.9461927;-45.120503652039325
1739209640.9461992;-45.120503652039325
1739209640.9462056;-38.13080360867914
1739209640.946212;-38.13080360867914
1739209640.9462185;-45.120503652039325
1739209640.946225;-45.120503652039325
1739209640.9462314;-45.120503652039325
1739209640.9462378;-45.120503652039325
1739209640.9462442;-38.13080360867914
1739209640.9462507;-38.13080360867914
1739209640.946257;-45.120503652039325
1739209640.9462636;-45.120503652039325
1739209640.94627;-45.120503652039325
1739209640.9462764;-38.13080360867914
1739209640.9462829;-45.120503652039325
1739209640.9462893;-38.13080360867914
1739209640.9462957;-45.120503652039325
1739209640.9463022;-45.120503652039325
1739209640.9463086;-35.57807855764607
1739209640.946315;-38.13080360867914
1739209640.9463215;-45.120503652039325
1739209640.946328;-38.13080360867914
1739209640.9463344;-38.13080360867914
1739209640.9463408;-32.816014438256545
1739209640.9463472;-45.120503652039325
1739209640.9463537;-45.120503652039325
1739209640.94636;-45.120503652039325
1739209640.9463668;-31.141103565318893
1739209640.9463732;-45.120503652039325
1739209640.9463797;-38.13080360867914
1739209640.946386;-32.816014438256545
1739209640.9463925;-38.13080360867914
1739209640.946399;-38.13080360867914
1739209640.9464054;-35.57807855764607
1739209640.9464118;-38.13080360867914
1739209640.9464183;-35.57807855764607
1739209640.9464247;-45.120503652039325
1739209640.9464312;-45.120503652039325
1739209640.9464376;-38.13080360867914
1739209640.946444;-45.120503652039325
1739209640.9464505;-45.120503652039325
1739209640.946457;-45.120503652039325
1739209640.9464633;-38.13080360867914
1739209640.9464698;-38.13080360867914
1739209640.9464762;-45.120503652039325
1739209640.9464827;-45.120503652039325
1739209640.946489;-45.120503652039325
1739209640.9464955;-45.120503652039325
1739209640.946502;-35.57807855764607
1739209640.9465084;-35.57807855764607
1739209640.9465148;-45.120503652039325
1739209640.9465213;-38.13080360867914
1739209640.9465277;-45.120503652039325
1739209640.9465342;-28.992665084841942
1739209640.9465406;-33.981070128970906
1739209640.946547;-45.120503652039325
1739209640.9465535;-45.120503652039325
1739209640.94656;-45.120503652039325
1739209640.9465663;-45.120503652039325
1739209640.9465728;-45.120503652039325
1739209640.9465795;-38.13080360867914
1739209640.946586;-35.57807855764607
1739209640.9465923;-38.13080360867914
1739209640.9465988;-38.13080360867914
1739209640.9466052;-45.120503652039325
1739209640.9466116;-45.120503652039325
1739209640.946618;-45.120503652039325
1739209640.9466245;-38.13080360867914
1739209640.946631;-38.13080360867914
1739209640.9466374;-31.141103565318915
1739209640.9466438;-33.981070128970906
1739209640.9466503;-45.120503652039325
1739209640.9466567;-45.120503652039325
1739209640.9466631;-38.13080360867914
1739209640.9466696;-35.57807855764607
1739209640.946676;-38.13080360867914
1739209640.9466825;-45.120503652039325
1739209640.946689;-38.13080360867914
1739209640.9466953;-38.13080360867914
1739209640.9467018;-45.120503652039325
1739209640.9467082;-45.120503652039325
1739209640.9467146;-35.57807855764607
1739209640.946721;-45.120503652039325
1739209640.9467275;-45.120503652039325
1739209640.946734;-38.13080360867914
1739209640.9467404;-38.13080360867914
1739209640.9467468;-45.120503652039325
1739209640.9467533;-38.13080360867914
1739209640.9467597;-38.13080360867914
1739209640.9467661;-45.120503652039325
1739209640.9467726;-38.13080360867914
1739209640.9467793;-33.981070128970906
1739209640.9467857;-45.120503652039325
1739209640.9467921;-45.120503652039325
1739209640.9467986;-33.981070128970906
1739209640.946805;-38.13080360867914
1739209640.9468114;-45.120503652039325
1739209640.9468179;-45.120503652039325
1739209640.9468243;-45.120503652039325
1739209640.9468307;-45.120503652039325
1739209640.9468372;-45.120503652039325
1739209640.9468436;-38.13080360867914
1739209640.94685;-30.49652367304973
1739209640.9468565;-45.120503652039325
1739209640.946863;-45.120503652039325
1739209640.9468694;-38.13080360867914
1739209640.9468758;-45.120503652039325
1739209640.9468822;-33.981070128970906
1739209640.9468887;-45.120503652039325
1739209640.9468951;-38.13080360867914
1739209640.9469016;-32.816014438256545
1739209640.946908;-38.13080360867914
1739209640.9469144;-38.13080360867914
1739209640.9469209;-45.120503652039325
1739209640.9469273;-38.13080360867914
1739209640.9469337;-38.13080360867914
1739209640.9469402;-45.120503652039325
1739209640.9469466;-38.13080360867914
1739209640.946953;-27.267205301931607
1739209640.9469595;-32.816014438256545
1739209640.946966;-38.13080360867914
1739209640.9469724;-45.120503652039325
1739209640.9469788;-33.981070128970906
1739209640.9469852;-38.13080360867914
1739209640.946992;-45.120503652039325
1739209640.9469984;-45.120503652039325
1739209640.9470048;-38.13080360867914
1739209640.9470112;-38.13080360867914
1739209640.9470177;-45.120503652039325
1739209640.947024;-45.120503652039325
1739209640.9470305;-35.57807855764607
1739209640.947037;-35.57807855764607
1739209640.9470434;-38.13080360867914
1739209640.9470499;-38.13080360867914
1739209640.9470563;-33.981070128970906
1739209640.9470627;-35.57807855764607
1739209640.9470692;-38.13080360867914
1739209640.9470756;-45.120503652039325
1739209640.947082;-45.120503652039325
1739209640.9470885;-38.13080360867914
1739209640.947095;-38.13080360867914
1739209640.9471014;-45.120503652039325
1739209640.9471078;-38.13080360867914
1739209640.9471142;-35.57807855764607
1739209640.9471207;-38.13080360867914
1739209640.947127;-45.120503652039325
1739209640.9471335;-33.981070128970906
1739209640.94714;-38.13080360867914
1739209640.9471464;-38.13080360867914
1739209640.9471529;-45.120503652039325
1739209640.9471593;-45.120503652039325
1739209640.9471657;-33.981070128970906
1739209640.9471722;-38.13080360867914
1739209640.9471786;-45.120503652039325
1739209640.947185;-38.13080360867914
1739209640.9471917;-32.816014438256545
1739209640.9471982;-45.120503652039325
1739209640.9472046;-38.13080360867914
1739209640.947211;-33.981070128970906
1739209640.9472175;-45.120503652039325
1739209640.947224;-45.120503652039325
1739209640.9472303;-38.13080360867914
1739209640.9472368;-38.13080360867914
1739209640.9472432;-45.120503652039325
1739209640.9472497;-38.13080360867914
1739209640.947256;-45.120503652039325
1739209640.9472625;-38.13080360867914
1739209640.947269;-38.13080360867914
1739209640.9472754;-45.120503652039325
1739209640.9472818;-45.120503652039325
1739209640.9472883;-38.13080360867914
1739209640.9472947;-45.120503652039325
1739209640.9473011;-38.13080360867914
1739209640.9473076;-45.120503652039325
1739209640.947314;-38.13080360867914
1739209640.9473205;-35.57807855764607
1739209640.947327;-45.120503652039325
1739209640.9473333;-45.120503652039325
1739209640.9473398;-45.120503652039325
1739209640.9473462;-45.120503652039325
1739209640.9473526;-38.13080360867914
1739209640.947359;-38.13080360867914
1739209640.9473655;-45.120503652039325
1739209640.947372;-45.120503652039325
1739209640.9473784;-45.120503652039325
1739209640.9473848;-45.120503652039325
1739209640.9473913;-38.13080360867914
1739209640.9473977;-38.13080360867914
1739209640.9474044;-45.120503652039325
1739209640.9474108;-38.13080360867914
1739209640.9474173;-38.13080360867914
1739209640.9474237;-31.141103565318893
1739209640.9474301;-38.13080360867914
1739209640.9474366;-38.13080360867914
1739209640.947443;-38.13080360867914
1739209640.9474494;-35.57807855764607
1739209640.947456;-38.13080360867914
1739209640.9474623;-38.13080360867914
1739209640.9474688;-45.120503652039325
1739209640.9474752;-45.120503652039325
1739209640.9474816;-38.13080360867914
1739209640.947488;-35.57807855764607
1739209640.9474945;-35.57807855764607
1739209640.947501;-38.13080360867914
1739209640.9475074;-45.120503652039325
1739209640.9475138;-45.120503652039325
1739209640.9475203;-45.120503652039325
1739209640.9475267;-38.13080360867914
1739209640.9475331;-35.57807855764607
1739209640.9475396;-38.13080360867914
1739209640.947546;-45.120503652039325
1739209640.9475524;-38.13080360867914
1739209640.9475589;-38.13080360867914
1739209640.9475653;-45.120503652039325
1739209640.9475718;-45.120503652039325
1739209640.9475782;-45.120503652039325
1739209640.9475846;-45.120503652039325
1739209640.947591;-45.120503652039325
1739209640.9475975;-45.120503652039325
1739209640.9476042;-45.120503652039325
1739209640.9476106;-38.13080360867914
1739209640.947617;-38.13080360867914
1739209640.9476235;-45.120503652039325
1739209640.94763;-45.120503652039325
1739209640.9476364;-45.120503652039325
1739209640.9476428;-45.120503652039325
1739209640.9476492;-33.981070128970906
1739209640.9476557;-32.816014438256545
1739209640.947662;-45.120503652039325
1739209640.9476686;-38.13080360867914
1739209640.947675;-38.13080360867914
1739209640.9476814;-30.49652367304973
1739209640.9476879;-38.13080360867914
1739209640.9476943;-45.120503652039325
1739209640.9477007;-45.120503652039325
1739209640.9477072;-45.120503652039325
1739209640.9477136;-38.13080360867914
1739209640.94772;-38.13080360867914
1739209640.9477265;-45.120503652039325
1739209640.947733;-38.13080360867914
1739209640.9477394;-45.120503652039325
1739209640.9477458;-45.120503652039325
1739209640.9477522;-45.120503652039325
1739209640.9477587;-38.13080360867914
1739209640.947765;-38.13080360867914
1739209640.9477715;-45.120503652039325
1739209640.947778;-45.120503652039325
1739209640.9477844;-28.992665084841942
1739209640.9477909;-33.981070128970906
1739209640.9477973;-38.13080360867914
1739209640.9478037;-38.13080360867914
1739209640.9478102;-32.816014438256545
1739209640.9478168;-38.13080360867914
1739209640.9478233;-45.120503652039325
1739209640.9478297;-38.13080360867914
1739209640.9478362;-45.120503652039325
1739209640.9478426;-45.120503652039325
1739209640.947849;-45.120503652039325
1739209640.9478555;-38.13080360867914
1739209640.947862;-45.120503652039325
1739209640.9478683;-45.120503652039325
1739209640.9478748;-45.120503652039325
1739209640.9478812;-45.120503652039325
1739209640.9478877;-45.120503652039325
1739209640.947894;-45.120503652039325
1739209640.9479005;-45.120503652039325
1739209640.947907;-45.120503652039325
1739209640.9479134;-45.120503652039325
1739209640.9479198;-38.13080360867914
1739209640.9479263;-38.13080360867914
1739209640.9479327;-45.120503652039325
1739209640.9479392;-31.141103565318915
1739209640.9479456;-31.141103565318915
1739209640.947952;-35.57807855764607
1739209640.9479585;-38.13080360867914
1739209640.947965;-45.120503652039325
1739209640.9479713;-32.816014438256545
1739209640.9479778;-38.13080360867914
1739209640.9479842;-45.120503652039325
1739209640.9479907;-38.13080360867914
1739209640.947997;-30.49652367304973
1739209640.9480035;-38.13080360867914
1739209640.94801;-45.120503652039325
1739209640.9480166;-38.13080360867914
1739209640.948023;-38.13080360867914
1739209640.9480295;-38.13080360867914
1739209640.948036;-45.120503652039325
1739209640.9480424;-38.13080360867914
1739209640.9480488;-33.981070128970906
1739209640.9480553;-35.57807855764607
1739209640.9480617;-38.13080360867914
1739209640.9480681;-45.120503652039325
1739209640.9480746;-32.816014438256545
1739209640.948081;-33.981070128970906
1739209640.9480875;-45.120503652039325
1739209640.948094;-45.120503652039325
1739209640.9481003;-33.981070128970906
1739209640.9481068;-45.120503652039325
1739209640.9481132;-45.120503652039325
1739209640.9481196;-38.13080360867914
1739209640.948126;-38.13080360867914
1739209640.9481325;-38.13080360867914
1739209640.948139;-38.13080360867914
1739209640.9481454;-38.13080360867914
1739209640.9481518;-45.120503652039325
1739209640.9481583;-45.120503652039325
1739209640.9481647;-38.13080360867914
1739209640.9481711;-38.13080360867914
1739209640.9481776;-38.13080360867914
1739209640.948184;-38.13080360867914
1739209640.9481905;-38.13080360867914
1739209640.948197;-45.120503652039325
1739209640.9482033;-38.13080360867914
1739209640.9482098;-38.13080360867914
1739209640.9482162;-45.120503652039325
1739209640.9482226;-45.120503652039325
1739209640.9482293;-38.13080360867914
1739209640.9482358;-38.13080360867914
1739209640.9482422;-45.120503652039325
1739209640.9482486;-38.13080360867914
1739209640.948255;-35.57807855764607
1739209640.9482615;-45.120503652039325
1739209640.948268;-45.120503652039325
1739209640.9482744;-45.120503652039325
1739209640.9482808;-33.981070128970906
1739209640.9482872;-45.120503652039325
1739209640.9482937;-45.120503652039325
1739209640.9483001;-38.13080360867914
1739209640.9483066;-38.13080360867914
1739209640.948313;-38.13080360867914
1739209640.9483194;-38.13080360867914
1739209640.9483259;-38.13080360867914
1739209640.9483323;-33.981070128970906
1739209640.9483387;-35.57807855764607
1739209640.9483452;-45.120503652039325
1739209640.9483516;-45.120503652039325
1739209640.948358;-33.981070128970906
1739209640.9483645;-45.120503652039325
1739209640.948371;-38.13080360867914
1739209640.9483774;-38.13080360867914
1739209640.9483838;-38.13080360867914
1739209640.9483902;-45.120503652039325
1739209640.9483967;-35.57807855764607
1739209640.9484031;-32.816014438256545
1739209640.9484096;-33.981070128970906
1739209640.948416;-38.13080360867914
1739209640.9484224;-38.13080360867914
1739209640.948429;-45.120503652039325
1739209640.9484355;-38.13080360867914
1739209640.948442;-35.57807855764607
1739209640.9484484;-45.120503652039325
1739209640.9484549;-45.120503652039325
1739209640.9484613;-35.57807855764607
1739209640.9484677;-35.57807855764607
1739209640.9484742;-45.120503652039325
1739209640.9484806;-45.120503652039325
1739209640.948487;-45.120503652039325
1739209640.9484935;-45.120503652039325
1739209640.9485;-38.13080360867914
1739209640.9485064;-45.120503652039325
1739209640.9485128;-45.120503652039325
1739209640.9485192;-38.13080360867914
1739209640.9485257;-38.13080360867914
1739209640.948532;-45.120503652039325
1739209640.9485385;-35.57807855764607
1739209640.948545;-35.57807855764607
1739209640.9485514;-38.13080360867914
1739209640.9485579;-45.120503652039325
1739209640.9485643;-38.13080360867914
1739209640.9485707;-35.57807855764607
1739209640.9485772;-45.120503652039325
1739209640.9485836;-45.120503652039325
1739209640.94859;-45.120503652039325
1739209640.9485965;-45.120503652039325
1739209640.948603;-38.13080360867914
1739209640.9486094;-45.120503652039325
1739209640.9486158;-45.120503652039325
1739209640.9486222;-45.120503652039325
1739209640.9486287;-45.120503652039325
1739209640.948635;-45.120503652039325
1739209640.9486418;-38.13080360867914
1739209640.9486482;-38.13080360867914
1739209640.9486547;-45.120503652039325
1739209640.948661;-38.13080360867914
1739209640.9486675;-38.13080360867914
1739209640.948674;-33.981070128970906
1739209640.9486804;-45.120503652039325
1739209640.9486868;-38.13080360867914
1739209640.9486933;-45.120503652039325
1739209640.9486997;-45.120503652039325
1739209640.9487062;-38.13080360867914
1739209640.9487126;-38.13080360867914
1739209640.948719;-38.13080360867914
1739209640.9487255;-38.13080360867914
1739209640.948732;-38.13080360867914
1739209640.9487383;-32.816014438256545
1739209640.9487448;-45.120503652039325
1739209640.9487512;-38.13080360867914
1739209640.9487576;-33.981070128970906
1739209640.948764;-38.13080360867914
1739209640.9487705;-38.13080360867914
1739209640.948777;-45.120503652039325
1739209640.9487834;-35.57807855764607
1739209640.9487898;-35.57807855764607
1739209640.9487963;-38.13080360867914
1739209640.9488027;-38.13080360867914
1739209640.9488091;-45.120503652039325
1739209640.9488156;-45.120503652039325
1739209640.948822;-45.120503652039325
1739209640.9488285;-45.120503652039325
1739209640.948835;-38.13080360867914
1739209640.9488416;-35.57807855764607
1739209640.948848;-45.120503652039325
1739209640.9488544;-45.120503652039325
1739209640.948861;-45.120503652039325
1739209640.9488673;-38.13080360867914
1739209640.9488738;-38.13080360867914
1739209640.9488802;-45.120503652039325
1739209640.9488866;-38.13080360867914
1739209640.948893;-33.981070128970906
1739209640.9488995;-38.13080360867914
1739209640.948906;-35.57807855764607
1739209640.9489124;-38.13080360867914
1739209640.9489188;-32.816014438256545
1739209640.9489253;-45.120503652039325
1739209640.9489317;-31.141103565318915
1739209640.9489381;-38.13080360867914
1739209640.9489446;-38.13080360867914
1739209640.948951;-38.13080360867914
1739209640.9489574;-38.13080360867914
1739209640.9489639;-35.57807855764607
1739209640.9489703;-35.57807855764607
1739209640.9489768;-38.13080360867914
1739209640.9489832;-35.57807855764607
1739209640.9489896;-38.13080360867914
1739209640.948996;-45.120503652039325
1739209640.9490025;-38.13080360867914
1739209640.949009;-38.13080360867914
1739209640.9490154;-45.120503652039325
1739209640.9490218;-45.120503652039325
1739209640.9490283;-38.13080360867914
1739209640.9490347;-31.141103565318915
1739209640.9490411;-38.13080360867914
1739209640.9490476;-45.120503652039325
1739209640.9490542;-38.13080360867914
1739209640.9490607;-33.981070128970906
1739209640.949067;-38.13080360867914
1739209640.9490736;-45.120503652039325
1739209640.94908;-45.120503652039325
1739209640.9490864;-38.13080360867914
1739209640.9490929;-33.981070128970906
1739209640.9490993;-45.120503652039325
1739209640.9491057;-38.13080360867914
1739209640.9491122;-32.816014438256545
1739209640.9491186;-38.13080360867914
1739209640.949125;-45.120503652039325
1739209640.9491315;-45.120503652039325
1739209640.949138;-45.120503652039325
1739209640.9491444;-45.120503652039325
1739209640.9491508;-45.120503652039325
1739209640.9491572;-45.120503652039325
1739209640.9491637;-45.120503652039325
1739209640.94917;-45.120503652039325
1739209640.9491765;-45.120503652039325
1739209640.949183;-45.120503652039325
1739209640.9491894;-45.120503652039325
1739209640.9491959;-45.120503652039325
1739209640.9492023;-45.120503652039325
1739209640.9492087;-35.57807855764607
1739209640.9492152;-38.13080360867914
1739209640.9492216;-35.57807855764607
1739209640.949228;-38.13080360867914
1739209640.9492345;-35.57807855764607
1739209640.949241;-29.438486411369333
1739209640.9492474;-45.120503652039325
