CAN Message; 0x1a7:00005a7f7af7c52d
1739209602.6923544;-35.57807855764607
1739209602.6923575;-32.816014438256545
1739209602.6923606;-45.120503652039325
1739209602.6923637;-45.120503652039325
1739209602.6923668;-35.57807855764607
1739209602.69237;-35.57807855764607
1739209602.692373;-45.120503652039325
1739209602.6923761;-45.120503652039325
1739209602.6923792;-33.981070128970906
1739209602.6923823;-33.981070128970906
1739209602.6923854;-38.13080360867914
1739209602.6923885;-38.13080360867914
1739209602.6923916;-35.57807855764607
1739209602.6923947;-38.13080360867914
1739209602.6923978;-35.57807855764607
1739209602.692401;-38.13080360867914
1739209602.6924043;-45.120503652039325
1739209602.6924074;-38.13080360867914
1739209602.6924105;-38.13080360867914
1739209602.6924136;-45.120503652039325
1739209602.6924167;-45.120503652039325
1739209602.6924198;-38.13080360867914
1739209602.6924229;-45.120503652039325
1739209602.692426;-45.120503652039325
1739209602.692429;-45.120503652039325
1739209602.6924322;-45.120503652039325
1739209602.6924353;-38.13080360867914
1739209602.6924384;-45.120503652039325
1739209602.6924415;-35.57807855764607
1739209602.6924446;-38.13080360867914
1739209602.6924477;-35.57807855764607
1739209602.6924508;-35.57807855764607
1739209602.6924539;-38.13080360867914
1739209602.692457;-38.13080360867914
1739209602.69246;-45.120503652039325
1739209602.6924632;-45.120503652039325
1739209602.6924663;-45.120503652039325
1739209602.6924694;-38.13080360867914
1739209602.6924725;-38.13080360867914
1739209602.6924756;-38.13080360867914
1739209602.6924787;-45.120503652039325
1739209602.6924818;-45.120503652039325
1739209602.6924849;-45.120503652039325
1739209602.692488;-38.13080360867914
1739209602.692491;-38.13080360867914
1739209602.6924942;-38.13080360867914
1739209602.6924973;-38.13080360867914
1739209602.6925004;-38.13080360867914
1739209602.6925035;-45.120503652039325
1739209602.6925066;-45.120503652039325
1739209602.6925097;-45.120503652039325
1739209602.6925128;-38.13080360867914
1739209602.6925159;-45.120503652039325
1739209602.692519;-45.120503652039325
1739209602.692522;-45.120503652039325
1739209602.6925251;-45.120503652039325
1739209602.6925282;-45.120503652039325
1739209602.6925313;-38.13080360867914
1739209602.6925344;-45.120503652039325
1739209602.6925375;-45.120503652039325
1739209602.6925406;-45.120503652039325
1739209602.6925437;-38.13080360867914
1739209602.6925468;-32.816014438256545
1739209602.69255;-38.13080360867914
1739209602.692553;-45.120503652039325
1739209602.6925561;-45.120503652039325
1739209602.6925592;-38.13080360867914
1739209602.6925623;-38.13080360867914
1739209602.6925654;-45.120503652039325
1739209602.6925685;-45.120503652039325
1739209602.6925716;-45.120503652039325
1739209602.6925747;-38.13080360867914
1739209602.6925778;-38.13080360867914
1739209602.692581;-33.981070128970906
1739209602.692584;-45.120503652039325
1739209602.6925871;-45.120503652039325
1739209602.6925902;-45.120503652039325
1739209602.6925933;-45.120503652039325
1739209602.6925964;-45.120503652039325
1739209602.6925995;-38.13080360867914
1739209602.6926026;-32.816014438256545
1739209602.6926057;-38.13080360867914
1739209602.6926088;-33.981070128970906
1739209602.692612;-32.816014438256545
1739209602.6926153;-38.13080360867914
1739209602.6926184;-35.57807855764607
1739209602.6926215;-38.13080360867914
1739209602.6926246;-33.981070128970906
1739209602.6926277;-45.120503652039325
1739209602.6926308;-35.57807855764607
1739209602.6926339;-45.120503652039325
1739209602.692637;-45.120503652039325
1739209602.69264;-45.120503652039325
1739209602.6926432;-45.120503652039325
1739209602.6926463;-45.120503652039325
1739209602.6926494;-45.120503652039325
1739209602.6926525;-45.120503652039325
1739209602.6926556;-38.13080360867914
1739209602.6926587;-35.57807855764607
1739209602.6926618;-38.13080360867914
1739209602.6926649;-45.120503652039325
1739209602.692668;-38.13080360867914
1739209602.692671;-38.13080360867914
1739209602.6926742;-33.981070128970906
1739209602.6926773;-45.120503652039325
1739209602.6926804;-45.120503652039325
1739209602.6926835;-45.120503652039325
1739209602.6926866;-38.13080360867914
1739209602.6926897;-45.120503652039325
1739209602.6926928;-33.981070128970906
1739209602.6926959;-45.120503652039325
1739209602.692699;-45.120503652039325
1739209602.692702;-38.13080360867914
1739209602.6927052;-45.120503652039325
1739209602.6927083;-45.120503652039325
1739209602.6927114;-38.13080360867914
1739209602.6927145;-33.981070128970906
1739209602.6927176;-45.120503652039325
1739209602.6927207;-38.13080360867914
1739209602.6927238;-38.13080360867914
1739209602.6927269;-38.13080360867914
1739209602.69273;-38.13080360867914
1739209602.692733;-38.13080360867914
1739209602.6927361;-38.13080360867914
1739209602.6927392;-33.981070128970906
1739209602.6927423;-38.13080360867914
1739209602.6927454;-45.120503652039325
1739209602.6927485;-45.120503652039325
1739209602.6927516;-32.816014438256545
1739209602.6927547;-33.981070128970906
1739209602.6927578;-38.13080360867914
1739209602.692761;-33.981070128970906
1739209602.692764;-33.981070128970906
1739209602.6927671;-38.13080360867914
1739209602.6927702;-38.13080360867914
1739209602.6927733;-32.816014438256545
1739209602.6927764;-45.120503652039325
1739209602.6927795;-45.120503652039325
1739209602.6927826;-33.981070128970906
1739209602.6927857;-38.13080360867914
1739209602.6927888;-45.120503652039325
1739209602.692792;-45.120503652039325
1739209602.692795;-45.120503652039325
1739209602.6927981;-45.120503652039325
1739209602.6928012;-38.13080360867914
1739209602.6928043;-38.13080360867914
1739209602.6928074;-38.13080360867914
1739209602.6928105;-31.141103565318915
1739209602.6928136;-45.120503652039325
1739209602.6928167;-45.120503652039325
1739209602.6928198;-45.120503652039325
1739209602.692823;-35.57807855764607
1739209602.6928263;-38.13080360867914
1739209602.6928294;-38.13080360867914
1739209602.6928325;-32.816014438256545
1739209602.6928356;-28.58837851428586
1739209602.6928387;-38.13080360867914
1739209602.6928418;-38.13080360867914
1739209602.6928449;-38.13080360867914
1739209602.692848;-45.120503652039325
1739209602.692851;-35.57807855764607
1739209602.6928542;-38.13080360867914
1739209602.6928573;-45.120503652039325
1739209602.6928604;-31.141103565318915
1739209602.6928635;-33.981070128970906
1739209602.6928666;-45.120503652039325
1739209602.6928697;-45.120503652039325
1739209602.6928728;-38.13080360867914
1739209602.6928759;-38.13080360867914
1739209602.692879;-38.13080360867914
1739209602.692882;-45.120503652039325
1739209602.6928852;-38.13080360867914
1739209602.6928883;-38.13080360867914
1739209602.6928914;-45.120503652039325
1739209602.6928945;-38.13080360867914
1739209602.6928976;-45.120503652039325
1739209602.6929007;-45.120503652039325
1739209602.6929038;-45.120503652039325
1739209602.6929069;-45.120503652039325
1739209602.69291;-33.981070128970906
1739209602.692913;-33.981070128970906
1739209602.6929162;-45.120503652039325
1739209602.6929193;-33.981070128970906
1739209602.6929224;-38.13080360867914
1739209602.6929255;-45.120503652039325
1739209602.6929286;-45.120503652039325
1739209602.6929317;-33.981070128970906
1739209602.6929348;-35.57807855764607
1739209602.6929379;-32.81601443825658
1739209602.692941;-33.981070128970906
1739209602.692944;-38.13080360867914
1739209602.6929471;-45.120503652039325
1739209602.6929502;-45.120503652039325
1739209602.6929533;-38.13080360867914
1739209602.6929564;-45.120503652039325
1739209602.6929595;-38.13080360867914
1739209602.6929626;-31.141103565318915
1739209602.6929657;-45.120503652039325
1739209602.6929688;-45.120503652039325
1739209602.692972;-38.13080360867914
1739209602.692975;-33.981070128970906
1739209602.6929781;-33.981070128970906
1739209602.6929812;-45.120503652039325
1739209602.6929843;-45.120503652039325
1739209602.6929874;-38.13080360867914
1739209602.6929905;-38.13080360867914
1739209602.6929936;-45.120503652039325
1739209602.6929967;-45.120503652039325
1739209602.6929998;-38.13080360867914
1739209602.693003;-35.57807855764607
1739209602.693006;-38.13080360867914
1739209602.6930091;-38.13080360867914
1739209602.6930122;-26.487275050834715
1739209602.6930153;-33.981070128970906
1739209602.6930184;-45.120503652039325
1739209602.6930215;-45.120503652039325
1739209602.6930246;-33.981070128970906
1739209602.6930277;-45.120503652039325
1739209602.6930308;-35.57807855764607
1739209602.693034;-45.120503652039325
1739209602.693037;-33.981070128970956
1739209602.6930404;-45.120503652039325
1739209602.6930435;-38.13080360867914
1739209602.6930466;-38.13080360867914
1739209602.6930497;-45.120503652039325
1739209602.6930528;-38.13080360867914
1739209602.6930559;-38.13080360867914
1739209602.693059;-38.13080360867914
1739209602.693062;-30.49652367304973
1739209602.6930652;-38.13080360867914
1739209602.6930683;-38.13080360867914
1739209602.6930714;-38.13080360867914
1739209602.6930745;-35.57807855764607
1739209602.6930776;-38.13080360867914
1739209602.6930807;-45.120503652039325
1739209602.6930838;-45.120503652039325
1739209602.6930869;-45.120503652039325
1739209602.69309;-45.120503652039325
1739209602.693093;-45.120503652039325
1739209602.6930962;-45.120503652039325
1739209602.6930993;-45.120503652039325
1739209602.6931024;-38.13080360867914
1739209602.6931055;-45.120503652039325
1739209602.6931086;-38.13080360867914
1739209602.6931117;-32.816014438256545
1739209602.6931148;-33.981070128970906
1739209602.6931179;-45.120503652039325
1739209602.693121;-38.13080360867914
1739209602.693124;-33.981070128970906
1739209602.6931272;-38.13080360867914
1739209602.6931303;-45.120503652039325
1739209602.6931334;-45.120503652039325
1739209602.6931365;-45.120503652039325
1739209602.6931396;-35.57807855764607
1739209602.6931427;-38.13080360867914
1739209602.6931458;-45.120503652039325
1739209602.6931489;-45.120503652039325
1739209602.693152;-45.120503652039325
1739209602.693155;-38.13080360867914
1739209602.6931581;-38.13080360867914
1739209602.6931612;-45.120503652039325
1739209602.6931643;-45.120503652039325
1739209602.6931674;-45.120503652039325
1739209602.6931705;-45.120503652039325
1739209602.6931736;-45.120503652039325
1739209602.6931767;-45.120503652039325
1739209602.6931798;-38.13080360867914
1739209602.693183;-45.120503652039325
1739209602.693186;-30.49652367304973
1739209602.6931891;-35.57807855764607
1739209602.6931922;-45.120503652039325
1739209602.6931953;-45.120503652039325
1739209602.6931984;-35.57807855764607
1739209602.6932015;-38.13080360867914
1739209602.6932046;-45.120503652039325
1739209602.6932077;-35.57807855764607
1739209602.6932108;-45.120503652039325
1739209602.693214;-45.120503652039325
1739209602.693217;-38.13080360867914
1739209602.6932201;-45.120503652039325
1739209602.6932232;-45.120503652039325
1739209602.6932263;-38.13080360867914
1739209602.6932294;-38.13080360867914
1739209602.6932325;-45.120503652039325
1739209602.6932356;-30.49652367304973
1739209602.6932387;-30.49652367304973
1739209602.6932418;-45.120503652039325
1739209602.693245;-45.120503652039325
1739209602.693248;-32.816014438256545
1739209602.6932514;-32.816014438256545
1739209602.6932545;-45.120503652039325
1739209602.6932576;-38.13080360867914
1739209602.6932607;-38.13080360867914
1739209602.6932638;-33.981070128970956
1739209602.6932669;-33.981070128970906
1739209602.69327;-38.13080360867914
1739209602.693273;-38.13080360867914
1739209602.6932762;-45.120503652039325
1739209602.6932793;-45.120503652039325
1739209602.6932824;-45.120503652039325
1739209602.6932855;-33.981070128970906
1739209602.6932886;-31.141103565318915
1739209602.6932917;-38.13080360867914
1739209602.6932948;-38.13080360867914
1739209602.6932979;-45.120503652039325
1739209602.693301;-38.13080360867914
1739209602.693304;-38.13080360867914
1739209602.6933072;-33.981070128970906
1739209602.6933103;-45.120503652039325
1739209602.6933134;-38.13080360867914
1739209602.6933165;-45.120503652039325
1739209602.6933196;-45.120503652039325
1739209602.6933227;-38.13080360867914
1739209602.6933258;-45.120503652039325
1739209602.6933289;-45.120503652039325
1739209602.693332;-45.120503652039325
1739209602.693335;-38.13080360867914
1739209602.6933382;-33.981070128970906
1739209602.6933413;-45.120503652039325
1739209602.6933444;-45.120503652039325
1739209602.6933475;-45.120503652039325
1739209602.6933506;-38.13080360867914
1739209602.6933537;-45.120503652039325
1739209602.6933568;-45.120503652039325
1739209602.6933599;-38.13080360867914
1739209602.693363;-38.13080360867914
1739209602.693366;-45.120503652039325
1739209602.6933692;-38.13080360867914
1739209602.6933722;-38.13080360867914
1739209602.6933753;-38.13080360867914
1739209602.6933784;-45.120503652039325
1739209602.6933815;-45.120503652039325
1739209602.6933846;-38.13080360867914
1739209602.6933877;-45.120503652039325
1739209602.6933908;-45.120503652039325
1739209602.693394;-38.13080360867914
1739209602.693397;-38.13080360867914
1739209602.6934001;-45.120503652039325
1739209602.6934032;-45.120503652039325
1739209602.6934063;-38.13080360867914
1739209602.6934094;-38.13080360867914
1739209602.6934125;-33.981070128970906
1739209602.6934156;-45.120503652039325
1739209602.6934187;-45.120503652039325
1739209602.6934218;-38.13080360867914
1739209602.693425;-45.120503652039325
1739209602.693428;-38.13080360867914
1739209602.6934311;-45.120503652039325
1739209602.6934342;-45.120503652039325
1739209602.6934373;-45.120503652039325
1739209602.6934404;-38.13080360867914
1739209602.6934435;-45.120503652039325
1739209602.6934466;-45.120503652039325
1739209602.6934497;-33.981070128970906
1739209602.6934528;-38.13080360867914
1739209602.693456;-38.13080360867914
1739209602.693459;-38.13080360867914
1739209602.6934624;-33.981070128970906
1739209602.6934655;-45.120503652039325
1739209602.6934686;-38.13080360867914
1739209602.6934717;-38.13080360867914
1739209602.6934748;-33.981070128970906
1739209602.6934779;-45.120503652039325
1739209602.693481;-45.120503652039325
1739209602.693484;-38.13080360867914
1739209602.6934872;-38.13080360867914
1739209602.6934903;-38.13080360867914
1739209602.6934934;-45.120503652039325
1739209602.6934965;-38.13080360867914
1739209602.6934996;-35.57807855764607
1739209602.6935027;-45.120503652039325
1739209602.6935058;-38.13080360867914
1739209602.6935089;-33.981070128970906
1739209602.693512;-38.13080360867914
1739209602.693515;-38.13080360867914
1739209602.6935182;-45.120503652039325
1739209602.6935213;-38.13080360867914
1739209602.6935244;-38.13080360867914
1739209602.6935275;-32.816014438256545
1739209602.6935306;-38.13080360867914
1739209602.6935337;-45.120503652039325
1739209602.6935368;-33.981070128970906
1739209602.6935399;-38.13080360867914
1739209602.693543;-38.13080360867914
1739209602.693546;-45.120503652039325
1739209602.6935492;-38.13080360867914
1739209602.6935523;-45.120503652039325
1739209602.6935554;-38.13080360867914
1739209602.6935585;-45.120503652039325
1739209602.6935616;-45.120503652039325
1739209602.6935647;-38.13080360867914
1739209602.6935678;-38.13080360867914
1739209602.6935709;-38.13080360867914
1739209602.693574;-45.120503652039325
1739209602.693577;-32.816014438256545
1739209602.6935802;-45.120503652039325
1739209602.6935833;-45.120503652039325
1739209602.6935863;-33.981070128970906
1739209602.6935894;-45.120503652039325
1739209602.6935925;-45.120503652039325
1739209602.6935956;-35.57807855764607
1739209602.6935987;-38.13080360867914
1739209602.6936018;-45.120503652039325
1739209602.693605;-45.120503652039325
1739209602.693608;-38.13080360867914
1739209602.6936111;-45.120503652039325
1739209602.6936142;-45.120503652039325
1739209602.6936173;-38.13080360867914
1739209602.6936204;-35.57807855764607
1739209602.6936235;-38.13080360867914
1739209602.6936266;-45.120503652039325
1739209602.6936297;-38.13080360867914
1739209602.6936328;-45.120503652039325
1739209602.693636;-45.120503652039325
1739209602.693639;-45.120503652039325
1739209602.6936421;-38.13080360867914
1739209602.6936452;-38.13080360867914
1739209602.6936483;-45.120503652039325
1739209602.6936514;-45.120503652039325
1739209602.6936545;-45.120503652039325
1739209602.6936576;-38.13080360867914
1739209602.6936607;-45.120503652039325
1739209602.6936638;-45.120503652039325
1739209602.693667;-45.120503652039325
1739209602.69367;-35.57807855764607
1739209602.6936731;-38.13080360867914
1739209602.6936765;-38.13080360867914
1739209602.6936796;-38.13080360867914
1739209602.6936827;-45.120503652039325
1739209602.6936858;-38.13080360867914
1739209602.6936889;-38.13080360867914
1739209602.693692;-45.120503652039325
1739209602.693695;-45.120503652039325
1739209602.6936982;-45.120503652039325
1739209602.6937013;-38.13080360867914
1739209602.6937044;-32.816014438256545
1739209602.6937075;-45.120503652039325
1739209602.6937106;-38.13080360867914
1739209602.6937137;-45.120503652039325
1739209602.6937168;-45.120503652039325
1739209602.6937199;-38.13080360867914
1739209602.693723;-45.120503652039325
1739209602.693726;-45.120503652039325
1739209602.6937292;-38.13080360867914
1739209602.6937323;-35.57807855764607
1739209602.6937354;-45.120503652039325
1739209602.6937385;-38.13080360867914
1739209602.6937416;-35.57807855764607
1739209602.6937447;-45.120503652039325
1739209602.6937478;-38.13080360867914
1739209602.6937509;-38.13080360867914
1739209602.693754;-35.57807855764607
1739209602.693757;-38.13080360867914
1739209602.6937602;-38.13080360867914
1739209602.6937633;-45.120503652039325
1739209602.6937664;-38.13080360867914
1739209602.6937695;-32.816014438256545
1739209602.6937726;-45.120503652039325
1739209602.6937757;-35.57807855764607
1739209602.6937788;-33.981070128970906
1739209602.6937819;-35.57807855764607
1739209602.693785;-45.120503652039325
1739209602.693788;-45.120503652039325
1739209602.6937912;-33.981070128970906
1739209602.6937943;-38.13080360867914
1739209602.6937973;-35.57807855764607
1739209602.6938004;-45.120503652039325
1739209602.6938035;-38.13080360867914
1739209602.6938066;-45.120503652039325
1739209602.6938097;-38.13080360867914
1739209602.6938128;-45.120503652039325
1739209602.693816;-45.120503652039325
1739209602.693819;-45.120503652039325
1739209602.6938221;-45.120503652039325
1739209602.6938252;-33.981070128970906
1739209602.6938283;-45.120503652039325
1739209602.6938314;-45.120503652039325
1739209602.6938345;-45.120503652039325
1739209602.6938376;-38.13080360867914
1739209602.6938407;-45.120503652039325
1739209602.6938438;-45.120503652039325
1739209602.693847;-38.13080360867914
1739209602.69385;-45.120503652039325
1739209602.6938531;-38.13080360867914
1739209602.6938562;-38.13080360867914
1739209602.6938593;-45.120503652039325
1739209602.6938624;-45.120503652039325
1739209602.6938655;-38.13080360867914
1739209602.6938686;-38.13080360867914
1739209602.6938717;-38.13080360867914
1739209602.6938748;-45.120503652039325
1739209602.693878;-38.13080360867914
1739209602.693881;-35.57807855764607
1739209602.6938841;-38.13080360867914
1739209602.6938875;-38.13080360867914
1739209602.6938906;-38.13080360867914
1739209602.6938937;-38.13080360867914
1739209602.6938968;-45.120503652039325
1739209602.6938999;-38.13080360867914
1739209602.693903;-32.816014438256545
1739209602.693906;-38.13080360867914
1739209602.6939092;-38.13080360867914
1739209602.6939123;-45.120503652039325
1739209602.6939154;-33.981070128970906
1739209602.6939185;-38.13080360867914
1739209602.6939216;-45.120503652039325
1739209602.6939247;-45.120503652039325
1739209602.6939278;-45.120503652039325
1739209602.6939309;-38.13080360867914
1739209602.693934;-38.13080360867914
1739209602.693937;-38.13080360867914
1739209602.6939402;-38.13080360867914
1739209602.6939433;-45.120503652039325
1739209602.6939464;-38.13080360867914
1739209602.6939495;-38.13080360867914
1739209602.6939526;-38.13080360867914
1739209602.6939557;-45.120503652039325
1739209602.6939588;-45.120503652039325
1739209602.6939619;-35.57807855764607
1739209602.693965;-28.992665084841942
1739209602.693968;-38.13080360867914
1739209602.6939712;-38.13080360867914
1739209602.6939743;-45.120503652039325
1739209602.6939774;-45.120503652039325
1739209602.6939805;-38.13080360867914
1739209602.6939836;-38.13080360867914
1739209602.6939867;-45.120503652039325
1739209602.6939898;-27.877744956031414
1739209602.6939929;-38.13080360867914
1739209602.693996;-38.13080360867914
1739209602.693999;-45.120503652039325
1739209602.6940022;-38.13080360867914
1739209602.6940053;-35.57807855764607
1739209602.6940084;-38.13080360867914
1739209602.6940114;-45.120503652039325
1739209602.6940145;-32.816014438256545
1739209602.6940176;-33.981070128970906
1739209602.6940207;-33.981070128970906
1739209602.6940238;-45.120503652039325
1739209602.694027;-33.981070128970906
1739209602.69403;-45.120503652039325
1739209602.6940331;-38.13080360867914
1739209602.6940362;-45.120503652039325
1739209602.6940393;-31.141103565318915
1739209602.6940424;-33.981070128970906
1739209602.6940455;-45.120503652039325
1739209602.6940486;-35.57807855764607
1739209602.6940517;-35.57807855764607
1739209602.6940548;-38.13080360867914
1739209602.694058;-45.120503652039325
1739209602.694061;-45.120503652039325
1739209602.6940641;-35.57807855764607
1739209602.6940672;-33.981070128970906
1739209602.6940703;-45.120503652039325
1739209602.6940734;-38.13080360867914
1739209602.6940765;-38.13080360867914
1739209602.6940796;-38.13080360867914
1739209602.6940827;-38.13080360867914
1739209602.6940858;-45.120503652039325
1739209602.694089;-38.13080360867914
1739209602.694092;-35.57807855764607
1739209602.6940951;-38.13080360867914
1739209602.6940985;-45.120503652039325
1739209602.6941016;-33.981070128970906
1739209602.6941047;-45.120503652039325
1739209602.6941078;-38.13080360867914
1739209602.6941109;-45.120503652039325
1739209602.694114;-33.981070128970906
1739209602.694117;-30.49652367304973
1739209602.6941202;-38.13080360867914
1739209602.6941233;-45.120503652039325
1739209602.6941264;-38.13080360867914
1739209602.6941295;-38.13080360867914
1739209602.6941326;-38.13080360867914
1739209602.6941357;-38.13080360867914
1739209602.6941388;-38.13080360867914
1739209602.6941419;-33.981070128970956
1739209602.694145;-38.13080360867914
1739209602.694148;-38.13080360867914
1739209602.6941512;-45.120503652039325
1739209602.6941543;-45.120503652039325
1739209602.6941574;-38.13080360867914
1739209602.6941605;-45.120503652039325
1739209602.6941636;-38.13080360867914
1739209602.6941667;-28.58837851428586
1739209602.6941698;-38.13080360867914
1739209602.6941729;-38.13080360867914
1739209602.694176;-38.13080360867914
1739209602.694179;-45.120503652039325
1739209602.6941822;-45.120503652039325
1739209602.6941853;-35.57807855764607
1739209602.6941884;-38.13080360867914
1739209602.6941915;-45.120503652039325
1739209602.6941946;-38.13080360867914
1739209602.6941977;-45.120503652039325
1739209602.6942008;-45.120503652039325
1739209602.6942039;-38.13080360867914
1739209602.694207;-38.13080360867914
1739209602.69421;-45.120503652039325
1739209602.6942132;-38.13080360867914
1739209602.6942163;-38.13080360867914
1739209602.6942194;-38.13080360867914
1739209602.6942225;-45.120503652039325
1739209602.6942255;-45.120503652039325
1739209602.6942286;-45.120503652039325
1739209602.6942317;-38.13080360867914
1739209602.6942348;-45.120503652039325
1739209602.694238;-45.120503652039325
1739209602.694241;-32.816014438256545
1739209602.6942441;-38.13080360867914
1739209602.6942472;-45.120503652039325
1739209602.6942503;-38.13080360867914
1739209602.6942534;-33.981070128970906
1739209602.6942565;-45.120503652039325
1739209602.6942596;-45.120503652039325
1739209602.6942627;-45.120503652039325
1739209602.6942658;-45.120503652039325
1739209602.694269;-45.120503652039325
1739209602.694272;-45.120503652039325
1739209602.6942751;-45.120503652039325
1739209602.6942782;-38.13080360867914
1739209602.6942813;-35.57807855764607
1739209602.6942844;-38.13080360867914
1739209602.6942875;-38.13080360867914
1739209602.6942906;-33.981070128970906
1739209602.6942937;-45.120503652039325
1739209602.6942968;-45.120503652039325
1739209602.6943;-38.13080360867914
1739209602.694303;-38.13080360867914
1739209602.6943061;-45.120503652039325
1739209602.6943095;-45.120503652039325
1739209602.6943126;-45.120503652039325
1739209602.6943157;-45.120503652039325
1739209602.6943188;-38.13080360867914
1739209602.6943219;-45.120503652039325
1739209602.694325;-38.13080360867914
1739209602.694328;-38.13080360867914
1739209602.6943312;-38.13080360867914
1739209602.6943343;-45.120503652039325
1739209602.6943374;-38.13080360867914
1739209602.6943405;-32.816014438256545
1739209602.6943436;-38.13080360867914
1739209602.6943467;-45.120503652039325
1739209602.6943498;-38.13080360867914
1739209602.6943529;-38.13080360867914
1739209602.694356;-45.120503652039325
1739209602.694359;-45.120503652039325
1739209602.6943622;-38.13080360867914
1739209602.6943653;-35.57807855764607
1739209602.6943684;-38.13080360867914
1739209602.6943715;-45.120503652039325
1739209602.6943746;-45.120503652039325
1739209602.6943777;-35.57807855764607
1739209602.6943808;-38.13080360867914
1739209602.6943839;-38.13080360867914
1739209602.694387;-38.13080360867914
1739209602.69439;-38.13080360867914
1739209602.6943932;-32.816014438256545
1739209602.6943963;-38.13080360867914
1739209602.6943994;-38.13080360867914
1739209602.6944025;-45.120503652039325
1739209602.6944056;-38.13080360867914
1739209602.6944087;-38.13080360867914
1739209602.6944118;-38.13080360867914
1739209602.6944149;-38.13080360867914
1739209602.694418;-45.120503652039325
1739209602.694421;-35.57807855764607
1739209602.6944242;-38.13080360867914
1739209602.6944273;-45.120503652039325
1739209602.6944304;-33.981070128970906
1739209602.6944335;-38.13080360867914
1739209602.6944366;-33.981070128970906
1739209602.6944396;-38.13080360867914
1739209602.6944427;-31.141103565318915
1739209602.6944458;-45.120503652039325
1739209602.694449;-38.13080360867914
1739209602.694452;-38.13080360867914
1739209602.6944551;-33.981070128970906
1739209602.6944582;-45.120503652039325
1739209602.6944613;-45.120503652039325
1739209602.6944644;-35.57807855764607
1739209602.6944675;-38.13080360867914
1739209602.6944706;-45.120503652039325
1739209602.6944737;-45.120503652039325
1739209602.6944768;-38.13080360867914
1739209602.69448;-38.13080360867914
1739209602.694483;-45.120503652039325
1739209602.6944861;-45.120503652039325
1739209602.6944892;-35.57807855764607
1739209602.6944923;-38.13080360867914
1739209602.6944954;-45.120503652039325
1739209602.6944985;-38.13080360867914
1739209602.6945016;-35.57807855764607
1739209602.6945047;-33.981070128970906
1739209602.6945078;-38.13080360867914
1739209602.694511;-35.57807855764607
1739209602.694514;-38.13080360867914
