CAN Message; 0x1d3:0000fcfb79d233c7
1739209618.9944913;-45.120503652039325
1739209618.9944947;-45.120503652039325
1739209618.9944978;-33.981070128970906
1739209618.994501;-38.13080360867914
1739209618.9945042;-45.120503652039325
1739209618.9945076;-38.13080360867914
1739209618.9945107;-38.13080360867914
1739209618.994514;-38.13080360867914
1739209618.994517;-45.120503652039325
1739209618.9945202;-38.13080360867914
1739209618.9945235;-45.120503652039325
1739209618.9945266;-45.120503652039325
1739209618.99453;-45.120503652039325
1739209618.994533;-33.981070128970906
1739209618.9945364;-38.13080360867914
1739209618.9945395;-38.13080360867914
1739209618.9945428;-45.120503652039325
1739209618.994546;-38.13080360867914
1739209618.9945493;-38.13080360867914
1739209618.9945524;-45.120503652039325
1739209618.9945557;-45.120503652039325
1739209618.9945588;-45.120503652039325
1739209618.994562;-45.120503652039325
1739209618.9945652;-45.120503652039325
1739209618.9945683;-38.13080360867914
1739209618.9945717;-32.816014438256545
1739209618.9945748;-35.57807855764607
1739209618.9945781;-32.816014438256545
1739209618.9945812;-35.57807855764607
1739209618.9945846;-38.13080360867914
1739209618.9945877;-33.981070128970906
1739209618.994591;-33.981070128970906
1739209618.994594;-45.120503652039325
1739209618.9945972;-45.120503652039325
1739209618.9946005;-38.13080360867914
1739209618.9946036;-45.120503652039325
1739209618.994607;-45.120503652039325
1739209618.99461;-38.13080360867914
1739209618.9946134;-38.13080360867914
1739209618.9946165;-38.13080360867914
1739209618.9946198;-45.120503652039325
1739209618.994623;-45.120503652039325
1739209618.9946263;-38.13080360867914
1739209618.9946294;-32.816014438256545
1739209618.9946325;-38.13080360867914
1739209618.9946358;-38.13080360867914
1739209618.994639;-38.13080360867914
1739209618.9946423;-38.13080360867914
1739209618.9946454;-35.57807855764607
1739209618.9946487;-45.120503652039325
1739209618.9946518;-45.120503652039325
1739209618.9946551;-45.120503652039325
1739209618.9946582;-45.120503652039325
1739209618.9946616;-45.120503652039325
1739209618.9946647;-45.120503652039325
1739209618.994668;-45.120503652039325
1739209618.994671;-38.13080360867914
1739209618.9946742;-35.57807855764607
1739209618.9946775;-38.13080360867914
1739209618.9946806;-38.13080360867914
1739209618.994684;-35.57807855764607
1739209618.994687;-38.13080360867914
1739209618.9946904;-35.57807855764607
1739209618.9946935;-38.13080360867914
1739209618.9946969;-38.13080360867914
1739209618.9947;-38.13080360867914
1739209618.9947033;-35.57807855764607
1739209618.9947064;-45.120503652039325
1739209618.9947095;-45.120503652039325
1739209618.9947128;-38.13080360867914
1739209618.994716;-35.57807855764607
1739209618.9947193;-38.13080360867914
1739209618.9947224;-45.120503652039325
1739209618.9947257;-33.981070128970906
1739209618.9947288;-33.981070128970906
1739209618.9947321;-38.13080360867914
1739209618.9947352;-38.13080360867914
1739209618.9947386;-38.13080360867914
1739209618.9947417;-38.13080360867914
1739209618.994745;-38.13080360867914
1739209618.994748;-38.13080360867914
1739209618.9947512;-45.120503652039325
1739209618.9947546;-45.120503652039325
1739209618.9947577;-35.57807855764607
1739209618.994761;-32.816014438256545
1739209618.994764;-45.120503652039325
1739209618.9947674;-38.13080360867914
1739209618.9947705;-45.120503652039325
1739209618.9947739;-45.120503652039325
1739209618.994777;-45.120503652039325
1739209618.9947803;-35.57807855764607
1739209618.9947834;-45.120503652039325
1739209618.9947865;-45.120503652039325
1739209618.9947898;-35.57807855764607
1739209618.994793;-45.120503652039325
1739209618.9947963;-45.120503652039325
1739209618.9947994;-45.120503652039325
1739209618.9948027;-38.13080360867914
1739209618.9948058;-38.13080360867914
1739209618.9948092;-32.816014438256545
1739209618.9948123;-26.487275050834715
1739209618.9948156;-38.13080360867914
1739209618.9948187;-45.120503652039325
1739209618.994822;-38.13080360867914
1739209618.9948251;-35.57807855764607
1739209618.9948282;-45.120503652039325
1739209618.9948316;-45.120503652039325
1739209618.9948347;-45.120503652039325
1739209618.994838;-33.981070128970956
1739209618.994841;-45.120503652039325
1739209618.9948444;-35.57807855764607
1739209618.9948475;-45.120503652039325
1739209618.9948509;-45.120503652039325
1739209618.994854;-45.120503652039325
1739209618.9948573;-45.120503652039325
1739209618.9948604;-35.57807855764607
1739209618.9948635;-28.58837851428586
1739209618.9948668;-45.120503652039325
1739209618.99487;-45.120503652039325
1739209618.9948733;-38.13080360867914
1739209618.9948764;-35.57807855764607
1739209618.9948797;-45.120503652039325
1739209618.9948828;-45.120503652039325
1739209618.9948862;-45.120503652039325
1739209618.9948893;-45.120503652039325
1739209618.9948926;-45.120503652039325
1739209618.9948957;-45.120503652039325
1739209618.994899;-45.120503652039325
1739209618.9949021;-45.120503652039325
1739209618.9949052;-38.13080360867914
1739209618.9949086;-45.120503652039325
1739209618.9949117;-45.120503652039325
1739209618.994915;-45.120503652039325
1739209618.994918;-45.120503652039325
1739209618.9949214;-38.13080360867914
1739209618.9949245;-38.13080360867914
1739209618.994928;-45.120503652039325
1739209618.994931;-45.120503652039325
1739209618.9949343;-38.13080360867914
1739209618.9949374;-38.13080360867914
1739209618.9949405;-26.991370085610722
1739209618.9949439;-38.13080360867914
1739209618.994947;-45.120503652039325
1739209618.9949503;-45.120503652039325
1739209618.9949534;-32.816014438256545
1739209618.9949567;-38.13080360867914
1739209618.9949598;-45.120503652039325
1739209618.9949632;-45.120503652039325
1739209618.9949663;-31.141103565318943
1739209618.9949696;-45.120503652039325
1739209618.9949727;-45.120503652039325
1739209618.994976;-45.120503652039325
1739209618.9949791;-45.120503652039325
1739209618.9949822;-45.120503652039325
1739209618.9949856;-38.13080360867914
1739209618.9949887;-45.120503652039325
1739209618.994992;-28.992665084841942
1739209618.994995;-33.981070128970906
1739209618.9949985;-45.120503652039325
1739209618.9950016;-38.13080360867914
1739209618.995005;-38.13080360867914
1739209618.995008;-35.57807855764607
1739209618.9950113;-35.57807855764607
1739209618.9950144;-38.13080360867914
1739209618.9950175;-32.81601443825658
1739209618.9950209;-38.13080360867914
1739209618.995024;-38.13080360867914
1739209618.9950273;-45.120503652039325
1739209618.9950304;-45.120503652039325
1739209618.9950337;-45.120503652039325
1739209618.9950368;-38.13080360867914
1739209618.9950402;-45.120503652039325
1739209618.9950433;-31.141103565318915
1739209618.9950466;-33.981070128970906
1739209618.9950497;-38.13080360867914
1739209618.9950528;-38.13080360867914
1739209618.9950562;-38.13080360867914
1739209618.9950593;-38.13080360867914
1739209618.9950626;-38.13080360867914
1739209618.9950657;-38.13080360867914
1739209618.995069;-38.13080360867914
1739209618.9950721;-38.13080360867914
1739209618.9950755;-33.981070128970906
1739209618.9950786;-45.120503652039325
1739209618.995082;-45.120503652039325
1739209618.995085;-35.57807855764607
1739209618.9950883;-35.57807855764607
1739209618.9950914;-38.13080360867914
1739209618.9950945;-38.13080360867914
1739209618.9950979;-45.120503652039325
1739209618.995101;-38.13080360867914
1739209618.9951043;-38.13080360867914
1739209618.9951074;-38.13080360867914
1739209618.9951108;-45.120503652039325
1739209618.9951138;-45.120503652039325
1739209618.9951172;-45.120503652039325
1739209618.9951203;-45.120503652039325
1739209618.9951236;-45.120503652039325
1739209618.9951267;-45.120503652039325
1739209618.9951298;-38.13080360867914
1739209618.9951332;-35.57807855764607
1739209618.9951363;-38.13080360867914
1739209618.9951396;-45.120503652039325
1739209618.9951427;-45.120503652039325
1739209618.995146;-38.13080360867914
1739209618.9951491;-38.13080360867914
1739209618.9951525;-45.120503652039325
1739209618.9951556;-38.13080360867914
1739209618.995159;-38.13080360867914
1739209618.995162;-45.120503652039325
1739209618.9951653;-38.13080360867914
1739209618.9951684;-38.13080360867914
1739209618.9951715;-38.13080360867914
1739209618.995175;-38.13080360867914
1739209618.995178;-38.13080360867914
1739209618.9951813;-35.57807855764607
1739209618.9951844;-38.13080360867914
1739209618.9951878;-38.13080360867914
1739209618.9951909;-35.57807855764607
1739209618.9951942;-38.13080360867914
1739209618.9951973;-38.13080360867914
1739209618.9952006;-38.13080360867914
1739209618.9952037;-45.120503652039325
1739209618.9952068;-38.13080360867914
1739209618.9952102;-38.13080360867914
1739209618.9952133;-38.13080360867914
1739209618.9952166;-45.120503652039325
1739209618.9952197;-33.981070128970906
1739209618.995223;-38.13080360867914
1739209618.9952261;-38.13080360867914
1739209618.9952295;-38.13080360867914
1739209618.9952326;-35.57807855764607
1739209618.995236;-38.13080360867914
1739209618.995239;-38.13080360867914
1739209618.9952424;-45.120503652039325
1739209618.9952455;-35.57807855764607
1739209618.9952486;-35.57807855764607
1739209618.995252;-38.13080360867914
1739209618.995255;-38.13080360867914
1739209618.9952583;-45.120503652039325
1739209618.9952614;-38.13080360867914
1739209618.9952648;-45.120503652039325
1739209618.9952679;-45.120503652039325
1739209618.9952712;-45.120503652039325
1739209618.9952743;-45.120503652039325
1739209618.9952776;-45.120503652039325
1739209618.9952807;-35.57807855764607
1739209618.9952838;-38.13080360867914
1739209618.9952872;-45.120503652039325
1739209618.9952903;-38.13080360867914
1739209618.9952936;-45.120503652039325
1739209618.9952967;-45.120503652039325
1739209618.9953;-45.120503652039325
1739209618.9953032;-32.816014438256545
1739209618.9953065;-32.816014438256545
1739209618.9953096;-45.120503652039325
1739209618.995313;-38.13080360867914
1739209618.995316;-45.120503652039325
1739209618.9953194;-45.120503652039325
1739209618.9953225;-45.120503652039325
1739209618.9953256;-45.120503652039325
1739209618.995329;-45.120503652039325
1739209618.995332;-45.120503652039325
1739209618.9953353;-45.120503652039325
1739209618.9953384;-45.120503652039325
1739209618.9953418;-38.13080360867914
1739209618.9953449;-45.120503652039325
1739209618.9953482;-45.120503652039325
1739209618.9953513;-45.120503652039325
1739209618.9953547;-38.13080360867914
1739209618.9953578;-35.57807855764607
1739209618.9953609;-38.13080360867914
1739209618.9953642;-45.120503652039325
1739209618.9953673;-45.120503652039325
1739209618.9953706;-33.981070128970906
1739209618.9953737;-38.13080360867914
1739209618.995377;-45.120503652039325
1739209618.9953802;-38.13080360867914
1739209618.9953835;-45.120503652039325
1739209618.9953866;-45.120503652039325
1739209618.99539;-45.120503652039325
1739209618.995393;-30.49652367304973
1739209618.9953964;-38.13080360867914
1739209618.9953995;-45.120503652039325
1739209618.9954026;-45.120503652039325
1739209618.995406;-38.13080360867914
1739209618.995409;-31.141103565318915
1739209618.9954123;-35.57807855764607
1739209618.9954154;-38.13080360867914
1739209618.9954188;-38.13080360867914
1739209618.995422;-32.816014438256545
1739209618.9954252;-45.120503652039325
1739209618.9954283;-45.120503652039325
1739209618.9954317;-38.13080360867914
1739209618.9954348;-45.120503652039325
1739209618.9954379;-45.120503652039325
1739209618.9954412;-45.120503652039325
1739209618.9954443;-35.57807855764607
1739209618.9954476;-35.57807855764607
1739209618.9954507;-45.120503652039325
1739209618.995454;-45.120503652039325
1739209618.9954572;-38.13080360867914
1739209618.9954605;-30.49652367304973
1739209618.9954636;-45.120503652039325
1739209618.995467;-45.120503652039325
1739209618.99547;-45.120503652039325
1739209618.9954731;-33.981070128970906
1739209618.9954765;-45.120503652039325
1739209618.9954796;-45.120503652039325
1739209618.995483;-38.13080360867914
1739209618.995486;-45.120503652039325
1739209618.9954894;-45.120503652039325
1739209618.9954925;-35.57807855764607
1739209618.9954958;-45.120503652039325
1739209618.995499;-45.120503652039325
1739209618.9955022;-35.57807855764607
1739209618.9955053;-38.13080360867914
1739209618.9955087;-45.120503652039325
1739209618.9955118;-38.13080360867914
1739209618.9955149;-38.13080360867914
1739209618.9955182;-38.13080360867914
1739209618.9955213;-35.57807855764607
1739209618.9955246;-32.816014438256545
1739209618.9955277;-45.120503652039325
1739209618.995531;-45.120503652039325
1739209618.9955342;-38.13080360867914
1739209618.9955375;-30.49652367304973
1739209618.9955406;-38.13080360867914
1739209618.995544;-45.120503652039325
1739209618.995547;-35.57807855764607
1739209618.9955502;-45.120503652039325
1739209618.9955535;-38.13080360867914
1739209618.9955566;-38.13080360867914
1739209618.99556;-45.120503652039325
1739209618.995563;-38.13080360867914
1739209618.9955664;-45.120503652039325
1739209618.9955695;-45.120503652039325
1739209618.9955728;-45.120503652039325
1739209618.995576;-38.13080360867914
1739209618.9955792;-38.13080360867914
1739209618.9955823;-38.13080360867914
1739209618.9955857;-45.120503652039325
1739209618.9955888;-28.992665084841942
1739209618.9955919;-33.981070128970906
1739209618.9955952;-38.13080360867914
1739209618.9955983;-45.120503652039325
1739209618.9956017;-38.13080360867914
1739209618.9956048;-38.13080360867914
1739209618.995608;-38.13080360867914
1739209618.9956112;-38.13080360867914
1739209618.9956145;-35.57807855764607
1739209618.9956176;-33.981070128970906
1739209618.995621;-33.981070128970906
1739209618.995624;-45.120503652039325
1739209618.9956272;-45.120503652039325
1739209618.9956305;-38.13080360867914
1739209618.9956336;-38.13080360867914
1739209618.995637;-45.120503652039325
1739209618.99564;-45.120503652039325
1739209618.9956434;-38.13080360867914
1739209618.9956465;-38.13080360867914
1739209618.9956498;-45.120503652039325
1739209618.995653;-45.120503652039325
1739209618.9956563;-45.120503652039325
1739209618.9956594;-45.120503652039325
1739209618.9956627;-45.120503652039325
1739209618.9956658;-45.120503652039325
1739209618.995669;-38.13080360867914
1739209618.9956722;-35.57807855764607
1739209618.9956753;-38.13080360867914
1739209618.9956787;-45.120503652039325
1739209618.9956818;-38.13080360867914
1739209618.995685;-38.13080360867914
1739209618.9956882;-45.120503652039325
1739209618.9956915;-33.981070128970906
1739209618.9956946;-38.13080360867914
1739209618.995698;-45.120503652039325
1739209618.995701;-45.120503652039325
1739209618.9957042;-38.13080360867914
1739209618.9957075;-45.120503652039325
1739209618.9957106;-38.13080360867914
1739209618.995714;-38.13080360867914
1739209618.995717;-33.981070128970906
1739209618.9957204;-30.49652367304973
1739209618.9957235;-45.120503652039325
1739209618.9957268;-38.13080360867914
1739209618.99573;-38.13080360867914
1739209618.9957333;-38.13080360867914
1739209618.9957364;-45.120503652039325
1739209618.9957397;-38.13080360867914
1739209618.9957428;-35.57807855764607
1739209618.995746;-28.992665084841942
1739209618.9957492;-45.120503652039325
1739209618.9957523;-38.13080360867914
1739209618.9957557;-32.816014438256545
1739209618.9957588;-45.120503652039325
1739209618.995762;-45.120503652039325
1739209618.9957652;-33.981070128970906
1739209618.9957685;-33.981070128970906
1739209618.9957716;-32.816014438256545
1739209618.995775;-45.120503652039325
1739209618.995778;-38.13080360867914
1739209618.9957812;-38.13080360867914
1739209618.9957845;-38.13080360867914
1739209618.9957876;-38.13080360867914
1739209618.995791;-38.13080360867914
1739209618.995794;-32.816014438256545
1739209618.9957974;-31.141103565318915
1739209618.9958005;-38.13080360867914
1739209618.9958038;-33.981070128970906
1739209618.995807;-38.13080360867914
1739209618.9958103;-45.120503652039325
1739209618.9958134;-45.120503652039325
1739209618.9958167;-38.13080360867914
1739209618.9958198;-38.13080360867914
1739209618.995823;-38.13080360867914
1739209618.9958262;-45.120503652039325
1739209618.9958293;-38.13080360867914
1739209618.9958327;-35.57807855764607
1739209618.9958358;-33.981070128970906
1739209618.995839;-45.120503652039325
1739209618.9958422;-38.13080360867914
1739209618.9958456;-38.13080360867914
1739209618.9958487;-33.981070128970906
1739209618.995852;-45.120503652039325
1739209618.995855;-38.13080360867914
1739209618.9958582;-35.57807855764607
1739209618.9958615;-38.13080360867914
1739209618.9958646;-45.120503652039325
1739209618.995868;-38.13080360867914
1739209618.995871;-38.13080360867914
1739209618.9958744;-38.13080360867914
1739209618.9958775;-38.13080360867914
1739209618.9958808;-45.120503652039325
1739209618.995884;-38.13080360867914
1739209618.9958873;-38.13080360867914
1739209618.9958904;-38.13080360867914
1739209618.9958935;-38.13080360867914
1739209618.9958968;-45.120503652039325
1739209618.9959;-45.120503652039325
1739209618.9959033;-33.981070128970906
1739209618.9959064;-38.13080360867914
1739209618.9959097;-45.120503652039325
1739209618.9959128;-38.13080360867914
1739209618.9959161;-32.816014438256545
1739209618.9959192;-45.120503652039325
1739209618.9959226;-45.120503652039325
1739209618.9959257;-33.981070128970906
1739209618.995929;-38.13080360867914
1739209618.995932;-45.120503652039325
1739209618.9959352;-45.120503652039325
1739209618.9959385;-33.981070128970906
1739209618.9959416;-45.120503652039325
1739209618.995945;-45.120503652039325
1739209618.995948;-45.120503652039325
1739209618.9959514;-45.120503652039325
1739209618.9959545;-38.13080360867914
1739209618.9959579;-38.13080360867914
1739209618.995961;-45.120503652039325
1739209618.9959643;-45.120503652039325
1739209618.9959674;-38.13080360867914
1739209618.9959705;-45.120503652039325
1739209618.9959738;-45.120503652039325
1739209618.995977;-35.57807855764607
1739209618.9959803;-45.120503652039325
1739209618.9959834;-45.120503652039325
1739209618.9959867;-45.120503652039325
1739209618.9959898;-45.120503652039325
1739209618.9959931;-45.120503652039325
1739209618.9959962;-33.981070128970906
1739209618.9959996;-45.120503652039325
1739209618.9960027;-45.120503652039325
1739209618.996006;-45.120503652039325
1739209618.996009;-35.57807855764607
1739209618.9960122;-38.13080360867914
1739209618.9960155;-45.120503652039325
1739209618.9960186;-38.13080360867914
1739209618.996022;-38.13080360867914
1739209618.996025;-38.13080360867914
1739209618.9960284;-38.13080360867914
1739209618.9960315;-45.120503652039325
1739209618.9960349;-38.13080360867914
1739209618.996038;-33.981070128970906
1739209618.9960413;-45.120503652039325
1739209618.9960444;-45.120503652039325
1739209618.9960475;-33.981070128970906
1739209618.9960508;-35.57807855764607
1739209618.996054;-45.120503652039325
1739209618.9960573;-45.120503652039325
1739209618.9960604;-45.120503652039325
1739209618.9960637;-45.120503652039325
1739209618.9960668;-38.13080360867914
1739209618.9960701;-33.981070128970906
1739209618.9960732;-38.13080360867914
1739209618.9960766;-33.981070128970906
1739209618.9960797;-45.120503652039325
1739209618.996083;-38.13080360867914
1739209618.9960861;-38.13080360867914
1739209618.9960892;-38.13080360867914
1739209618.9960926;-45.120503652039325
1739209618.9960957;-45.120503652039325
1739209618.996099;-35.57807855764607
1739209618.996102;-38.13080360867914
1739209618.9961054;-38.13080360867914
1739209618.9961085;-38.13080360867914
1739209618.9961119;-33.981070128970906
1739209618.996115;-33.981070128970906
1739209618.9961183;-38.13080360867914
1739209618.9961214;-38.13080360867914
1739209618.9961245;-45.120503652039325
1739209618.9961278;-45.120503652039325
1739209618.996131;-45.120503652039325
1739209618.9961343;-33.981070128970906
1739209618.9961374;-38.13080360867914
1739209618.9961407;-45.120503652039325
1739209618.9961438;-45.120503652039325
1739209618.9961472;-38.13080360867914
1739209618.9961503;-38.13080360867914
1739209618.9961536;-45.120503652039325
1739209618.9961567;-45.120503652039325
1739209618.99616;-38.13080360867914
1739209618.9961631;-38.13080360867914
1739209618.9961662;-38.13080360867914
1739209618.9961696;-45.120503652039325
1739209618.9961727;-45.120503652039325
1739209618.996176;-38.13080360867914
1739209618.996179;-38.13080360867914
1739209618.9961824;-38.13080360867914
1739209618.9961855;-45.120503652039325
1739209618.9961889;-45.120503652039325
1739209618.996192;-38.13080360867914
1739209618.9961953;-45.120503652039325
1739209618.9961984;-38.13080360867914
1739209618.9962015;-38.13080360867914
1739209618.9962049;-38.13080360867914
1739209618.996208;-45.120503652039325
1739209618.9962113;-45.120503652039325
1739209618.9962144;-33.981070128970906
1739209618.9962177;-38.13080360867914
1739209618.9962208;-45.120503652039325
1739209618.9962242;-45.120503652039325
1739209618.9962273;-38.13080360867914
1739209618.9962306;-35.57807855764607
1739209618.9962337;-38.13080360867914
1739209618.9962368;-33.981070128970906
1739209618.9962401;-33.981070128970906
1739209618.9962432;-38.13080360867914
1739209618.9962466;-45.120503652039325
1739209618.9962497;-45.120503652039325
1739209618.996253;-45.120503652039325
1739209618.996256;-38.13080360867914
1739209618.9962595;-38.13080360867914
1739209618.9962626;-33.981070128970906
1739209618.996266;-31.141103565318915
1739209618.996269;-35.57807855764607
1739209618.9962723;-38.13080360867914
1739209618.9962754;-45.120503652039325
1739209618.9962785;-35.57807855764607
1739209618.9962819;-38.13080360867914
1739209618.996285;-45.120503652039325
1739209618.9962883;-38.13080360867914
1739209618.9962914;-31.141103565318915
1739209618.9962947;-45.120503652039325
1739209618.9962978;-45.120503652039325
1739209618.9963012;-38.13080360867914
1739209618.9963043;-45.120503652039325
1739209618.9963076;-45.120503652039325
1739209618.9963107;-33.981070128970906
1739209618.9963138;-33.981070128970906
1739209618.9963171;-31.14110356531892
1739209618.9963202;-45.120503652039325
1739209618.9963236;-45.120503652039325
1739209618.9963267;-38.13080360867914
1739209618.99633;-38.13080360867914
1739209618.9963331;-38.13080360867914
1739209618.9963365;-45.120503652039325
1739209618.9963396;-38.13080360867914
1739209618.996343;-31.141103565318915
1739209618.996346;-45.120503652039325
1739209618.9963493;-38.13080360867914
1739209618.9963524;-38.13080360867914
1739209618.9963555;-38.13080360867914
1739209618.9963589;-33.981070128970906
1739209618.996362;-45.120503652039325
1739209618.9963653;-38.13080360867914
1739209618.9963684;-32.81601443825658
1739209618.9963717;-45.120503652039325
1739209618.9963748;-45.120503652039325
1739209618.9963782;-45.120503652039325
1739209618.9963813;-33.981070128970906
1739209618.9963846;-45.120503652039325
1739209618.9963877;-45.120503652039325
1739209618.9963908;-38.13080360867914
1739209618.9963942;-33.981070128970906
1739209618.9963973;-38.13080360867914
1739209618.9964006;-38.13080360867914
1739209618.9964037;-38.13080360867914
1739209618.996407;-38.13080360867914
1739209618.9964101;-38.13080360867914
1739209618.9964135;-38.13080360867914
1739209618.9964166;-38.13080360867914
1739209618.99642;-38.13080360867914
1739209618.996423;-45.120503652039325
1739209618.9964263;-35.57807855764607
1739209618.9964294;-38.13080360867914
1739209618.9964325;-38.13080360867914
1739209618.9964359;-38.13080360867914
1739209618.996439;-38.13080360867914
1739209618.9964423;-45.120503652039325
1739209618.9964454;-38.13080360867914
1739209618.9964488;-38.13080360867914
1739209618.9964519;-38.13080360867914
1739209618.9964552;-45.120503652039325
1739209618.9964583;-45.120503652039325
1739209618.9964616;-33.981070128970906
1739209618.9964647;-45.120503652039325
1739209618.9964678;-45.120503652039325
1739209618.9964712;-30.49652367304973
1739209618.9964743;-32.816014438256545
1739209618.9964776;-45.120503652039325
1739209618.9964807;-45.120503652039325
1739209618.996484;-33.981070128970906
1739209618.9964871;-38.13080360867914
1739209618.9964905;-45.120503652039325
1739209618.9964936;-45.120503652039325
1739209618.996497;-45.120503652039325
1739209618.9965;-38.13080360867914
1739209618.9965034;-38.13080360867914
1739209618.9965065;-45.120503652039325
1739209618.9965096;-45.120503652039325
1739209618.996513;-31.141103565318915
1739209618.996516;-45.120503652039325
1739209618.9965193;-45.120503652039325
1739209618.9965224;-27.8777449560314
1739209618.9965258;-28.21854285175415
1739209618.9965289;-45.120503652039325
1739209618.9965322;-45.120503652039325
1739209618.9965353;-33.981070128970906
1739209618.9965386;-35.57807855764607
1739209618.9965417;-45.120503652039325
1739209618.9965448;-45.120503652039325
1739209618.9965482;-45.120503652039325
1739209618.9965513;-45.120503652039325
1739209618.9965546;-38.13080360867914
1739209618.9965577;-45.120503652039325
1739209618.996561;-38.13080360867914
1739209618.9965641;-38.13080360867914
1739209618.9965675;-38.13080360867914
1739209618.9965706;-45.120503652039325
1739209618.996574;-30.49652367304973
1739209618.996577;-29.438486411369333
1739209618.9965804;-38.13080360867914
1739209618.9965835;-38.13080360867914
1739209618.9965866;-38.13080360867914
1739209618.99659;-38.13080360867914
1739209618.996593;-45.120503652039325
1739209618.9965963;-38.13080360867914
1739209618.9965994;-45.120503652039325
1739209618.9966028;-45.120503652039325
1739209618.9966059;-38.13080360867914
1739209618.9966092;-45.120503652039325
1739209618.9966123;-45.120503652039325
1739209618.9966156;-38.13080360867914
1739209618.9966187;-38.13080360867914
1739209618.9966218;-45.120503652039325
1739209618.9966252;-35.57807855764607
1739209618.9966283;-31.141103565318893
1739209618.9966316;-35.57807855764607
1739209618.9966347;-35.57807855764607
1739209618.996638;-38.13080360867914
1739209618.9966412;-38.13080360867914
1739209618.9966445;-35.57807855764607
1739209618.9966476;-38.13080360867914
1739209618.996651;-45.120503652039325
1739209618.996654;-38.13080360867914
1739209618.9966571;-45.120503652039325
1739209618.9966605;-38.13080360867914
1739209618.9966636;-45.120503652039325
1739209618.996667;-38.13080360867914
1739209618.99667;-38.13080360867914
1739209618.9966733;-38.13080360867914
1739209618.9966764;-38.13080360867914
1739209618.9966798;-38.13080360867914
1739209618.996683;-38.13080360867914
1739209618.9966862;-45.120503652039325
1739209618.9966893;-38.13080360867914
