CAN Message; 0x98:0000e6524f95a2e5
1739209824.426652;-35.57807855764607
1739209824.4266598;-35.57807855764607
1739209824.4266675;-45.120503652039325
1739209824.4266753;-45.120503652039325
1739209824.426683;-38.13080360867914
1739209824.4266906;-31.141103565318915
1739209824.4266984;-45.120503652039325
1739209824.426706;-45.120503652039325
1739209824.4267137;-45.120503652039325
1739209824.4267216;-45.120503652039325
1739209824.4267292;-45.120503652039325
1739209824.4267368;-45.120503652039325
1739209824.4267447;-45.120503652039325
1739209824.4267523;-45.120503652039325
1739209824.4267602;-45.120503652039325
1739209824.4267678;-45.120503652039325
1739209824.4267755;-38.13080360867914
1739209824.4267833;-35.57807855764607
1739209824.426791;-45.120503652039325
1739209824.4267986;-45.120503652039325
1739209824.4268064;-35.57807855764607
1739209824.426814;-26.991370085610722
1739209824.426822;-45.120503652039325
1739209824.4268296;-45.120503652039325
1739209824.4268372;-45.120503652039325
1739209824.426845;-38.13080360867914
1739209824.4268527;-45.120503652039325
1739209824.4268603;-38.13080360867914
1739209824.4268682;-45.120503652039325
1739209824.4268758;-45.120503652039325
1739209824.4268837;-45.120503652039325
1739209824.4268913;-45.120503652039325
1739209824.426899;-38.13080360867914
1739209824.4269068;-45.120503652039325
1739209824.4269145;-45.120503652039325
1739209824.426922;-45.120503652039325
1739209824.42693;-45.120503652039325
1739209824.4269376;-38.13080360867914
1739209824.4269452;-45.120503652039325
1739209824.426953;-45.120503652039325
1739209824.4269607;-45.120503652039325
1739209824.4269686;-45.120503652039325
1739209824.4269762;-35.57807855764607
1739209824.4269838;-35.57807855764607
1739209824.4269917;-38.13080360867914
1739209824.4269993;-28.992665084841942
1739209824.427007;-38.13080360867914
1739209824.4270148;-45.120503652039325
1739209824.4270225;-45.120503652039325
1739209824.4270303;-45.120503652039325
1739209824.427038;-45.120503652039325
1739209824.4270456;-38.13080360867914
1739209824.4270535;-38.13080360867914
1739209824.427061;-38.13080360867914
1739209824.4270687;-38.13080360867914
1739209824.4270766;-33.981070128970906
1739209824.4270842;-45.120503652039325
1739209824.427092;-45.120503652039325
1739209824.4270997;-38.13080360867914
1739209824.4271073;-38.13080360867914
1739209824.4271152;-45.120503652039325
1739209824.4271228;-38.13080360867914
1739209824.4271305;-38.13080360867914
1739209824.4271383;-33.981070128970906
1739209824.427146;-38.13080360867914
1739209824.4271536;-33.981070128970906
1739209824.4271615;-45.120503652039325
1739209824.427169;-38.13080360867914
1739209824.427177;-45.120503652039325
1739209824.4271846;-38.13080360867914
1739209824.4271922;-38.13080360867914
1739209824.4272;-38.13080360867914
1739209824.4272077;-45.120503652039325
1739209824.4272153;-38.13080360867914
1739209824.4272232;-35.57807855764607
1739209824.4272308;-38.13080360867914
1739209824.4272387;-45.120503652039325
1739209824.4272463;-45.120503652039325
1739209824.427254;-45.120503652039325
1739209824.4272618;-45.120503652039325
1739209824.4272695;-45.120503652039325
1739209824.427277;-45.120503652039325
1739209824.427285;-45.120503652039325
1739209824.4272926;-38.13080360867914
1739209824.4273005;-45.120503652039325
1739209824.427308;-38.13080360867914
1739209824.4273157;-35.57807855764607
1739209824.4273236;-38.13080360867914
1739209824.4273312;-38.13080360867914
1739209824.4273388;-38.13080360867914
1739209824.4273467;-35.57807855764607
1739209824.4273543;-45.120503652039325
1739209824.427362;-45.120503652039325
1739209824.4273698;-45.120503652039325
1739209824.4273775;-45.120503652039325
1739209824.4273853;-45.120503652039325
1739209824.427393;-38.13080360867914
1739209824.4274006;-35.57807855764607
1739209824.4274085;-45.120503652039325
1739209824.427416;-35.57807855764607
1739209824.4274237;-38.13080360867914
1739209824.4274316;-38.13080360867914
1739209824.4274392;-45.120503652039325
1739209824.427447;-38.13080360867914
1739209824.4274547;-38.13080360867914
1739209824.4274623;-45.120503652039325
1739209824.4274702;-38.13080360867914
1739209824.4274778;-45.120503652039325
1739209824.4274855;-45.120503652039325
1739209824.4274933;-45.120503652039325
1739209824.427501;-33.981070128970906
1739209824.4275086;-38.13080360867914
1739209824.4275165;-38.13080360867914
1739209824.427524;-45.120503652039325
1739209824.427532;-38.13080360867914
1739209824.4275396;-38.13080360867914
1739209824.4275472;-45.120503652039325
1739209824.427555;-45.120503652039325
1739209824.4275627;-45.120503652039325
1739209824.4275703;-38.13080360867914
1739209824.4275782;-38.13080360867914
1739209824.4275858;-38.13080360867914
1739209824.4275937;-45.120503652039325
1739209824.4276013;-38.13080360867914
1739209824.427609;-45.120503652039325
1739209824.4276168;-45.120503652039325
1739209824.4276245;-32.816014438256545
1739209824.427632;-32.816014438256545
1739209824.42764;-38.13080360867914
1739209824.4276476;-38.13080360867914
1739209824.4276555;-33.981070128970906
1739209824.427663;-45.120503652039325
1739209824.4276707;-45.120503652039325
1739209824.4276786;-45.120503652039325
1739209824.4276862;-38.13080360867914
1739209824.4276938;-38.13080360867914
1739209824.4277017;-45.120503652039325
1739209824.4277093;-45.120503652039325
1739209824.427717;-45.120503652039325
1739209824.4277248;-45.120503652039325
1739209824.4277325;-38.13080360867914
1739209824.4277403;-45.120503652039325
1739209824.427748;-45.120503652039325
1739209824.4277556;-38.13080360867914
1739209824.4277635;-38.13080360867914
1739209824.427771;-45.120503652039325
1739209824.4277787;-32.816014438256545
1739209824.4277866;-38.13080360867914
1739209824.4277942;-38.13080360867914
1739209824.427802;-45.120503652039325
1739209824.4278097;-26.991370085610736
1739209824.4278173;-28.21854285175415
1739209824.4278252;-45.120503652039325
1739209824.4278328;-45.120503652039325
1739209824.4278405;-45.120503652039325
1739209824.4278483;-45.120503652039325
1739209824.427856;-45.120503652039325
1739209824.4278638;-38.13080360867914
1739209824.4278715;-38.13080360867914
1739209824.427879;-45.120503652039325
1739209824.427887;-45.120503652039325
1739209824.4278946;-45.120503652039325
1739209824.4279022;-45.120503652039325
1739209824.42791;-38.13080360867914
1739209824.4279177;-33.981070128970906
1739209824.4279253;-45.120503652039325
1739209824.4279332;-30.49652367304973
1739209824.4279408;-31.141103565318893
1739209824.4279487;-38.13080360867914
1739209824.4279563;-38.13080360867914
1739209824.427964;-38.13080360867914
1739209824.4279718;-45.120503652039325
1739209824.4279795;-38.13080360867914
1739209824.427987;-35.57807855764607
1739209824.427995;-45.120503652039325
1739209824.4280026;-45.120503652039325
1739209824.4280105;-45.120503652039325
1739209824.428018;-33.981070128970906
1739209824.4280257;-38.13080360867914
1739209824.4280336;-38.13080360867914
1739209824.4280412;-45.120503652039325
1739209824.4280488;-45.120503652039325
1739209824.4280567;-45.120503652039325
1739209824.4280643;-38.13080360867914
1739209824.4280722;-32.816014438256545
1739209824.4280798;-35.57807855764607
1739209824.4280875;-45.120503652039325
1739209824.4280953;-45.120503652039325
1739209824.428103;-38.13080360867914
1739209824.4281106;-45.120503652039325
1739209824.4281185;-32.816014438256545
1739209824.428126;-29.438486411369333
1739209824.4281337;-38.13080360867914
1739209824.4281416;-38.13080360867914
1739209824.4281492;-35.57807855764607
1739209824.428157;-35.57807855764607
1739209824.4281647;-45.120503652039325
1739209824.4281723;-38.13080360867914
1739209824.4281802;-38.13080360867914
1739209824.4281878;-45.120503652039325
1739209824.4281955;-45.120503652039325
1739209824.4282033;-45.120503652039325
1739209824.428211;-38.13080360867914
1739209824.4282188;-38.13080360867914
1739209824.4282265;-38.13080360867914
1739209824.428234;-38.13080360867914
1739209824.428242;-33.981070128970906
1739209824.4282496;-38.13080360867914
1739209824.4282572;-45.120503652039325
1739209824.428265;-45.120503652039325
1739209824.4282727;-38.13080360867914
1739209824.4282806;-45.120503652039325
1739209824.4282882;-38.13080360867914
1739209824.4282959;-45.120503652039325
1739209824.4283037;-38.13080360867914
1739209824.4283113;-28.58837851428586
1739209824.428319;-45.120503652039325
1739209824.4283268;-38.13080360867914
1739209824.4283345;-38.13080360867914
1739209824.428342;-35.57807855764607
1739209824.42835;-45.120503652039325
1739209824.4283576;-45.120503652039325
1739209824.4283655;-38.13080360867914
1739209824.428373;-45.120503652039325
1739209824.4283807;-45.120503652039325
1739209824.4283886;-38.13080360867914
1739209824.4283962;-38.13080360867914
1739209824.4284039;-45.120503652039325
1739209824.4284117;-33.981070128970906
1739209824.4284194;-45.120503652039325
1739209824.4284272;-45.120503652039325
1739209824.4284348;-31.141103565318915
1739209824.4284425;-45.120503652039325
1739209824.4284503;-45.120503652039325
1739209824.428458;-35.57807855764607
1739209824.4284656;-35.57807855764607
1739209824.4284735;-33.981070128970906
1739209824.428481;-45.120503652039325
1739209824.4284887;-38.13080360867914
1739209824.4284966;-45.120503652039325
1739209824.4285042;-45.120503652039325
1739209824.428512;-35.57807855764607
1739209824.4285197;-45.120503652039325
1739209824.4285274;-45.120503652039325
1739209824.4285352;-35.57807855764607
1739209824.4285429;-35.57807855764607
1739209824.4285505;-45.120503652039325
1739209824.4285583;-38.13080360867914
1739209824.428566;-35.57807855764607
1739209824.4285738;-45.120503652039325
1739209824.4285815;-45.120503652039325
1739209824.428589;-33.981070128970906
1739209824.428597;-33.981070128970906
1739209824.4286046;-38.13080360867914
1739209824.4286122;-45.120503652039325
1739209824.42862;-45.120503652039325
1739209824.4286277;-45.120503652039325
1739209824.4286356;-38.13080360867914
1739209824.4286432;-38.13080360867914
1739209824.4286509;-38.13080360867914
1739209824.4286587;-38.13080360867914
1739209824.4286664;-38.13080360867914
1739209824.428674;-45.120503652039325
1739209824.4286819;-45.120503652039325
1739209824.4286895;-45.120503652039325
1739209824.428697;-45.120503652039325
1739209824.428705;-38.13080360867914
1739209824.4287126;-38.13080360867914
1739209824.4287205;-45.120503652039325
1739209824.428728;-45.120503652039325
1739209824.4287357;-45.120503652039325
1739209824.4287436;-38.13080360867914
1739209824.4287512;-33.981070128970906
1739209824.4287589;-45.120503652039325
1739209824.4287667;-45.120503652039325
1739209824.4287744;-38.13080360867914
1739209824.4287822;-35.57807855764607
1739209824.4287899;-45.120503652039325
1739209824.4287975;-38.13080360867914
1739209824.4288054;-45.120503652039325
1739209824.428813;-38.13080360867914
1739209824.4288206;-45.120503652039325
1739209824.4288285;-35.57807855764607
1739209824.428836;-38.13080360867914
1739209824.428844;-45.120503652039325
1739209824.4288516;-45.120503652039325
1739209824.4288592;-38.13080360867914
1739209824.428867;-32.816014438256545
1739209824.4288747;-45.120503652039325
1739209824.4288824;-45.120503652039325
1739209824.4288902;-38.13080360867914
1739209824.4288979;-38.13080360867914
1739209824.4289055;-38.13080360867914
1739209824.4289134;-45.120503652039325
1739209824.428921;-38.13080360867914
1739209824.4289289;-35.57807855764607
1739209824.4289365;-38.13080360867914
1739209824.428944;-38.13080360867914
1739209824.428952;-38.13080360867914
1739209824.4289596;-33.981070128970906
1739209824.4289672;-38.13080360867914
1739209824.428975;-45.120503652039325
1739209824.4289827;-32.816014438256545
1739209824.4289906;-35.57807855764607
1739209824.4289982;-33.981070128970956
1739209824.4290059;-45.120503652039325
1739209824.4290137;-38.13080360867914
1739209824.4290214;-38.13080360867914
1739209824.429029;-45.120503652039325
1739209824.4290369;-45.120503652039325
1739209824.4290445;-45.120503652039325
1739209824.4290524;-38.13080360867914
1739209824.42906;-26.991370085610722
1739209824.4290676;-35.57807855764607
1739209824.4290755;-45.120503652039325
1739209824.429083;-35.57807855764607
1739209824.4290907;-33.981070128970906
1739209824.4290986;-45.120503652039325
1739209824.4291062;-45.120503652039325
1739209824.4291139;-45.120503652039325
1739209824.4291217;-32.816014438256545
1739209824.4291294;-35.57807855764607
1739209824.4291372;-45.120503652039325
1739209824.4291449;-38.13080360867914
1739209824.4291525;-30.49652367304973
1739209824.4291604;-35.57807855764607
1739209824.429168;-45.120503652039325
1739209824.4291756;-45.120503652039325
1739209824.4291835;-31.141103565318943
1739209824.429191;-38.13080360867914
1739209824.429199;-38.13080360867914
1739209824.4292066;-45.120503652039325
1739209824.4292142;-45.120503652039325
1739209824.429222;-38.13080360867914
1739209824.4292297;-38.13080360867914
1739209824.4292374;-45.120503652039325
1739209824.4292452;-29.438486411369333
1739209824.4292529;-33.981070128970906
1739209824.4292607;-45.120503652039325
1739209824.4292684;-38.13080360867914
1739209824.429276;-45.120503652039325
1739209824.4292839;-45.120503652039325
1739209824.4292915;-35.57807855764607
1739209824.429299;-38.13080360867914
1739209824.429307;-45.120503652039325
1739209824.4293146;-45.120503652039325
1739209824.4293222;-45.120503652039325
1739209824.42933;-38.13080360867914
1739209824.4293377;-35.57807855764607
1739209824.4293456;-38.13080360867914
1739209824.4293532;-45.120503652039325
1739209824.4293609;-31.141103565318893
1739209824.4293687;-45.120503652039325
1739209824.4293764;-38.13080360867914
1739209824.429384;-45.120503652039325
1739209824.4293919;-38.13080360867914
1739209824.4293995;-45.120503652039325
1739209824.4294074;-45.120503652039325
1739209824.429415;-45.120503652039325
1739209824.4294226;-45.120503652039325
1739209824.4294305;-35.57807855764607
1739209824.429438;-38.13080360867914
1739209824.4294457;-38.13080360867914
1739209824.4294536;-45.120503652039325
1739209824.4294612;-45.120503652039325
1739209824.429469;-45.120503652039325
1739209824.4294767;-45.120503652039325
1739209824.4294844;-38.13080360867914
1739209824.4294922;-45.120503652039325
1739209824.4294999;-45.120503652039325
1739209824.4295075;-45.120503652039325
1739209824.4295154;-38.13080360867914
1739209824.429523;-45.120503652039325
1739209824.4295306;-38.13080360867914
1739209824.4295385;-38.13080360867914
1739209824.429546;-38.13080360867914
1739209824.429554;-45.120503652039325
1739209824.4295616;-38.13080360867914
1739209824.4295692;-35.57807855764607
1739209824.429577;-38.13080360867914
1739209824.4295847;-38.13080360867914
1739209824.4295924;-45.120503652039325
1739209824.4296002;-38.13080360867914
1739209824.4296079;-38.13080360867914
1739209824.4296157;-38.13080360867914
1739209824.4296234;-38.13080360867914
1739209824.429631;-45.120503652039325
1739209824.4296389;-38.13080360867914
1739209824.4296465;-38.13080360867914
1739209824.4296541;-38.13080360867914
1739209824.429662;-45.120503652039325
1739209824.4296696;-45.120503652039325
1739209824.4296772;-45.120503652039325
1739209824.429685;-33.981070128970906
1739209824.4296927;-38.13080360867914
1739209824.4297006;-35.57807855764607
1739209824.4297082;-45.120503652039325
1739209824.4297159;-33.981070128970906
1739209824.4297237;-38.13080360867914
1739209824.4297314;-45.120503652039325
1739209824.429739;-45.120503652039325
1739209824.4297469;-45.120503652039325
1739209824.4297545;-45.120503652039325
1739209824.4297624;-45.120503652039325
1739209824.42977;-38.13080360867914
1739209824.4297776;-45.120503652039325
1739209824.4297855;-45.120503652039325
1739209824.4297931;-38.13080360867914
1739209824.4298007;-38.13080360867914
1739209824.4298086;-38.13080360867914
1739209824.4298162;-38.13080360867914
1739209824.429824;-45.120503652039325
1739209824.4298317;-38.13080360867914
1739209824.4298394;-38.13080360867914
1739209824.4298472;-38.13080360867914
1739209824.4298549;-38.13080360867914
1739209824.4298625;-45.120503652039325
1739209824.4298704;-31.141103565318915
1739209824.429878;-33.981070128970906
1739209824.4298856;-38.13080360867914
1739209824.4298935;-38.13080360867914
1739209824.4299011;-45.120503652039325
1739209824.429909;-45.120503652039325
1739209824.4299166;-45.120503652039325
1739209824.4299242;-38.13080360867914
1739209824.429932;-31.14110356531892
1739209824.4299397;-31.141103565318915
1739209824.4299474;-38.13080360867914
1739209824.4299552;-45.120503652039325
1739209824.4299629;-38.13080360867914
1739209824.4299707;-38.13080360867914
1739209824.4299784;-38.13080360867914
1739209824.429986;-35.57807855764607
1739209824.4299939;-33.981070128970906
1739209824.4300015;-33.981070128970906
1739209824.4300091;-35.57807855764607
1739209824.430017;-38.13080360867914
1739209824.4300246;-45.120503652039325
1739209824.4300325;-35.57807855764607
1739209824.4300401;-38.13080360867914
1739209824.4300478;-45.120503652039325
1739209824.4300556;-38.13080360867914
1739209824.4300632;-33.981070128970906
1739209824.4300709;-38.13080360867914
1739209824.4300787;-45.120503652039325
1739209824.4300864;-45.120503652039325
1739209824.430094;-35.57807855764607
1739209824.4301019;-35.57807855764607
1739209824.4301095;-45.120503652039325
1739209824.4301174;-38.13080360867914
1739209824.430125;-33.981070128970906
1739209824.4301326;-45.120503652039325
1739209824.4301405;-45.120503652039325
1739209824.4301481;-38.13080360867914
1739209824.4301558;-38.13080360867914
1739209824.4301636;-31.141103565318915
1739209824.4301713;-35.57807855764607
1739209824.430179;-33.981070128970906
1739209824.4301867;-32.816014438256545
1739209824.4301944;-45.120503652039325
1739209824.4302022;-38.13080360867914
1739209824.4302099;-38.13080360867914
1739209824.4302175;-38.13080360867914
1739209824.4302254;-38.13080360867914
1739209824.430233;-38.13080360867914
1739209824.4302409;-33.981070128970906
1739209824.4302485;-28.992665084841942
1739209824.4302561;-45.120503652039325
1739209824.430264;-45.120503652039325
1739209824.4302716;-32.816014438256545
1739209824.4302793;-45.120503652039325
1739209824.4302871;-45.120503652039325
1739209824.4302948;-45.120503652039325
1739209824.4303024;-45.120503652039325
1739209824.4303102;-38.13080360867914
1739209824.4303179;-45.120503652039325
1739209824.4303257;-38.13080360867914
1739209824.4303334;-38.13080360867914
1739209824.430341;-45.120503652039325
1739209824.4303489;-45.120503652039325
1739209824.4303565;-38.13080360867914
1739209824.4303641;-38.13080360867914
1739209824.430372;-38.13080360867914
1739209824.4303796;-45.120503652039325
1739209824.4303875;-45.120503652039325
1739209824.4303951;-38.13080360867914
1739209824.4304028;-45.120503652039325
1739209824.4304106;-45.120503652039325
1739209824.4304183;-38.13080360867914
1739209824.430426;-45.120503652039325
1739209824.4304338;-33.981070128970906
1739209824.4304414;-45.120503652039325
1739209824.4304492;-45.120503652039325
1739209824.4304569;-38.13080360867914
1739209824.4304645;-33.981070128970906
1739209824.4304724;-45.120503652039325
1739209824.43048;-45.120503652039325
1739209824.4304876;-45.120503652039325
1739209824.4304955;-38.13080360867914
1739209824.4305031;-35.57807855764607
1739209824.4305108;-38.13080360867914
1739209824.4305186;-45.120503652039325
1739209824.4305263;-38.13080360867914
1739209824.4305341;-31.141103565318893
1739209824.4305418;-45.120503652039325
1739209824.4305494;-38.13080360867914
1739209824.4305573;-33.981070128970906
1739209824.4305649;-38.13080360867914
1739209824.4305725;-33.981070128970906
1739209824.4305804;-45.120503652039325
1739209824.430588;-45.120503652039325
