CAN Message; 0x1bb:0000bc4b5bc4389d
Timestamp;Amplitude
1739209755.9983668;-38.13080360867914
1739209755.9983745;-45.120503652039325
1739209755.9983819;-38.13080360867914
1739209755.9983892;-45.120503652039325
1739209755.9983966;-45.120503652039325
1739209755.9984043;-45.120503652039325
1739209755.9984117;-38.13080360867914
1739209755.998419;-32.81601443825658
1739209755.9984267;-38.13080360867914
1739209755.998434;-45.120503652039325
1739209755.9984415;-38.13080360867914
1739209755.998449;-45.120503652039325
1739209755.9984565;-45.120503652039325
1739209755.9984639;-45.120503652039325
1739209755.9984713;-45.120503652039325
1739209755.998479;-27.267205301931607
1739209755.9984863;-33.981070128970906
1739209755.9984937;-38.13080360867914
1739209755.9985013;-45.120503652039325
1739209755.9985087;-38.13080360867914
1739209755.998516;-38.13080360867914
1739209755.9985235;-45.120503652039325
1739209755.998531;-33.981070128970906
1739209755.9985385;-35.57807855764607
1739209755.998546;-33.981070128970906
1739209755.9985535;-35.57807855764607
1739209755.998561;-45.120503652039325
1739209755.9985683;-38.13080360867914
1739209755.998576;-38.13080360867914
1739209755.9985833;-38.13080360867914
1739209755.9985907;-45.120503652039325
1739209755.998598;-45.120503652039325
1739209755.9986057;-38.13080360867914
1739209755.998613;-38.13080360867914
1739209755.9986205;-45.120503652039325
1739209755.9986281;-38.13080360867914
1739209755.9986355;-38.13080360867914
1739209755.998643;-38.13080360867914
1739209755.9986503;-45.120503652039325
1739209755.998658;-45.120503652039325
1739209755.9986653;-38.13080360867914
1739209755.9986727;-38.13080360867914
1739209755.9986804;-45.120503652039325
1739209755.9986877;-45.120503652039325
1739209755.9986951;-33.981070128970906
1739209755.9987028;-35.57807855764607
1739209755.9987102;-38.13080360867914
1739209755.9987175;-33.981070128970906
1739209755.998725;-28.992665084841942
1739209755.9987326;-33.981070128970906
1739209755.99874;-45.120503652039325
1739209755.9987473;-38.13080360867914
1739209755.998755;-45.120503652039325
1739209755.9987624;-32.816014438256545
1739209755.9987698;-45.120503652039325
1739209755.9987772;-33.981070128970906
1739209755.9987848;-31.141103565318915
1739209755.9987922;-38.13080360867914
1739209755.9987996;-45.120503652039325
1739209755.9988072;-45.120503652039325
1739209755.9988146;-45.120503652039325
1739209755.998822;-45.120503652039325
1739209755.9988296;-38.13080360867914
1739209755.998837;-38.13080360867914
1739209755.9988444;-33.981070128970906
1739209755.9988518;-33.981070128970906
1739209755.9988594;-45.120503652039325
1739209755.9988668;-38.13080360867914
1739209755.9988742;-45.120503652039325
1739209755.9988818;-45.120503652039325
1739209755.9988892;-45.120503652039325
1739209755.9988966;-38.13080360867914
1739209755.998904;-45.120503652039325
1739209755.9989116;-38.13080360867914
1739209755.998919;-45.120503652039325
1739209755.9989264;-38.13080360867914
1739209755.998934;-38.13080360867914
1739209755.9989414;-45.120503652039325
1739209755.9989488;-45.120503652039325
1739209755.9989564;-45.120503652039325
1739209755.9989638;-33.981070128970906
1739209755.9989712;-45.120503652039325
1739209755.9989786;-45.120503652039325
1739209755.9989862;-31.141103565318915
1739209755.9989936;-33.981070128970906
1739209755.999001;-38.13080360867914
1739209755.9990087;-38.13080360867914
1739209755.999016;-33.981070128970906
1739209755.9990234;-45.120503652039325
1739209755.9990308;-45.120503652039325
1739209755.9990385;-35.57807855764607
1739209755.9990458;-32.816014438256545
1739209755.9990532;-45.120503652039325
1739209755.9990609;-45.120503652039325
1739209755.9990683;-32.816014438256545
1739209755.9990757;-35.57807855764607
1739209755.9990833;-38.13080360867914
1739209755.9990907;-35.57807855764607
1739209755.999098;-38.13080360867914
1739209755.9991055;-45.120503652039325
1739209755.999113;-38.13080360867914
1739209755.9991205;-38.13080360867914
1739209755.9991279;-38.13080360867914
1739209755.9991355;-38.13080360867914
1739209755.999143;-33.981070128970906
1739209755.9991503;-38.13080360867914
1739209755.9991577;-38.13080360867914
1739209755.9991653;-38.13080360867914
1739209755.9991727;-38.13080360867914
1739209755.99918;-45.120503652039325
1739209755.9991877;-45.120503652039325
1739209755.999195;-45.120503652039325
1739209755.9992025;-45.120503652039325
1739209755.9992101;-38.13080360867914
1739209755.9992175;-38.13080360867914
1739209755.999225;-45.120503652039325
1739209755.9992323;-35.57807855764607
1739209755.99924;-35.57807855764607
1739209755.9992473;-45.120503652039325
1739209755.9992547;-45.120503652039325
1739209755.9992623;-33.981070128970906
1739209755.9992697;-33.981070128970906
1739209755.999277;-38.13080360867914
1739209755.9992845;-45.120503652039325
1739209755.9992921;-45.120503652039325
1739209755.9992995;-38.13080360867914
1739209755.999307;-38.13080360867914
1739209755.9993145;-45.120503652039325
1739209755.999322;-38.13080360867914
1739209755.9993293;-38.13080360867914
1739209755.999337;-38.13080360867914
1739209755.9993443;-45.120503652039325
1739209755.9993517;-33.981070128970906
1739209755.9993591;-38.13080360867914
1739209755.9993668;-38.13080360867914
1739209755.9993742;-38.13080360867914
1739209755.9993815;-33.981070128970906
1739209755.9993892;-30.49652367304973
1739209755.9993966;-45.120503652039325
1739209755.999404;-38.13080360867914
1739209755.9994113;-45.120503652039325
1739209755.999419;-33.981070128970906
1739209755.9994264;-45.120503652039325
1739209755.9994338;-45.120503652039325
1739209755.9994414;-33.981070128970906
1739209755.9994488;-45.120503652039325
1739209755.9994562;-33.981070128970906
1739209755.9994638;-38.13080360867914
1739209755.9994712;-38.13080360867914
1739209755.9994786;-38.13080360867914
1739209755.999486;-45.120503652039325
1739209755.9994936;-45.120503652039325
1739209755.999501;-35.57807855764607
1739209755.9995084;-28.58837851428586
1739209755.999516;-38.13080360867914
1739209755.9995234;-38.13080360867914
1739209755.9995308;-38.13080360867914
1739209755.9995382;-38.13080360867914
1739209755.9995458;-38.13080360867914
1739209755.9995532;-45.120503652039325
1739209755.9995606;-45.120503652039325
1739209755.9995682;-45.120503652039325
1739209755.9995756;-45.120503652039325
1739209755.999583;-45.120503652039325
1739209755.9995906;-45.120503652039325
1739209755.999598;-45.120503652039325
1739209755.9996054;-38.13080360867914
1739209755.9996128;-45.120503652039325
1739209755.9996204;-45.120503652039325
1739209755.9996278;-45.120503652039325
1739209755.9996352;-45.120503652039325
1739209755.9996428;-38.13080360867914
1739209755.9996502;-35.57807855764607
1739209755.9996576;-35.57807855764607
1739209755.999665;-32.816014438256545
1739209755.9996727;-30.49652367304973
1739209755.99968;-45.120503652039325
1739209755.9996874;-33.981070128970906
1739209755.999695;-35.57807855764607
1739209755.9997025;-38.13080360867914
1739209755.9997098;-45.120503652039325
1739209755.9997172;-45.120503652039325
1739209755.9997249;-45.120503652039325
1739209755.9997323;-38.13080360867914
1739209755.9997396;-38.13080360867914
1739209755.9997473;-38.13080360867914
1739209755.9997547;-38.13080360867914
1739209755.999762;-45.120503652039325
1739209755.9997697;-45.120503652039325
1739209755.999777;-45.120503652039325
1739209755.9997845;-38.13080360867914
1739209755.9997919;-35.57807855764607
1739209755.9997995;-45.120503652039325
1739209755.999807;-28.992665084841942
1739209755.9998143;-35.57807855764607
1739209755.999822;-45.120503652039325
1739209755.9998293;-38.13080360867914
1739209755.9998367;-38.13080360867914
1739209755.999844;-38.13080360867914
1739209755.9998517;-45.120503652039325
1739209755.999859;-38.13080360867914
1739209755.9998665;-33.981070128970956
1739209755.999874;-45.120503652039325
1739209755.9998815;-32.816014438256545
1739209755.999889;-45.120503652039325
1739209755.9998965;-45.120503652039325
1739209755.999904;-45.120503652039325
1739209755.9999113;-38.13080360867914
1739209755.9999187;-38.13080360867914
1739209755.9999263;-38.13080360867914
1739209755.9999337;-38.13080360867914
1739209755.999941;-45.120503652039325
1739209755.9999487;-38.13080360867914
1739209755.9999561;-35.57807855764607
1739209756.0060003;-38.13080360867914
1739209756.006001;-38.13080360867914
1739209756.0060017;-45.120503652039325
1739209756.0060024;-45.120503652039325
1739209756.0060031;-32.816014438256545
1739209756.0060039;-35.57807855764607
1739209756.0060046;-45.120503652039325
1739209756.0060053;-45.120503652039325
1739209756.006006;-32.816014438256545
1739209756.0060067;-35.57807855764607
1739209756.0060074;-45.120503652039325
1739209756.0060081;-38.13080360867914
1739209756.0060089;-45.120503652039325
1739209756.0060096;-45.120503652039325
1739209756.0060103;-45.120503652039325
1739209756.006011;-45.120503652039325
1739209756.0060117;-38.13080360867914
1739209756.0060124;-45.120503652039325
1739209756.0060132;-45.120503652039325
1739209756.0060136;-31.141103565318915
1739209756.0060143;-38.13080360867914
1739209756.006015;-45.120503652039325
1739209756.0060158;-38.13080360867914
1739209756.0060165;-33.981070128970906
1739209756.0060172;-33.981070128970906
1739209756.006018;-38.13080360867914
1739209756.0060186;-38.13080360867914
1739209756.0060194;-45.120503652039325
1739209756.00602;-45.120503652039325
1739209756.0060208;-45.120503652039325
1739209756.0060215;-38.13080360867914
1739209756.0060222;-31.141103565318915
1739209756.006023;-33.981070128970906
1739209756.0060236;-38.13080360867914
1739209756.0060244;-35.57807855764607
1739209756.006025;-38.13080360867914
1739209756.0060258;-45.120503652039325
1739209756.0060265;-45.120503652039325
1739209756.0060272;-45.120503652039325
1739209756.006028;-45.120503652039325
1739209756.0060287;-38.13080360867914
1739209756.0060294;-38.13080360867914
1739209756.00603;-45.120503652039325
1739209756.0060308;-38.13080360867914
1739209756.0060315;-38.13080360867914
1739209756.0060322;-38.13080360867914
1739209756.006033;-45.120503652039325
1739209756.0060337;-38.13080360867914
1739209756.0060344;-38.13080360867914
1739209756.006035;-45.120503652039325
1739209756.0060358;-38.13080360867914
1739209756.0060365;-35.57807855764607
1739209756.0060372;-33.981070128970906
1739209756.006038;-33.981070128970906
1739209756.0060387;-38.13080360867914
1739209756.0060394;-38.13080360867914
1739209756.00604;-28.992665084841942
1739209756.0060408;-38.13080360867914
1739209756.0060415;-38.13080360867914
1739209756.006042;-38.13080360867914
1739209756.0060427;-38.13080360867914
1739209756.0060434;-45.120503652039325
1739209756.0060441;-45.120503652039325
1739209756.0060449;-38.13080360867914
1739209756.0060456;-35.57807855764607
1739209756.0060463;-38.13080360867914
1739209756.006047;-38.13080360867914
1739209756.0060477;-45.120503652039325
1739209756.0060484;-38.13080360867914
1739209756.0060492;-38.13080360867914
1739209756.0060499;-45.120503652039325
1739209756.0060506;-38.13080360867914
1739209756.0060513;-25.826314394896357
1739209756.006052;-45.120503652039325
1739209756.0060527;-45.120503652039325
1739209756.0060534;-38.13080360867914
1739209756.0060542;-45.120503652039325
1739209756.0060549;-45.120503652039325
1739209756.0060556;-33.981070128970906
1739209756.0060563;-38.13080360867914
1739209756.006057;-32.81601443825658
1739209756.0060577;-45.120503652039325
1739209756.0060585;-35.57807855764607
1739209756.0060592;-38.13080360867914
