CAN Message; 0x77:66deaad5c2d803e5
Timestamp;Amplitude
1739209805.6397166;-28.992665084841942
1739209805.639721;-38.13080360867914
1739209805.639725;-28.58837851428586
1739209805.6397293;-27.877744956031417
1739209805.6397336;-32.816014438256545
1739209805.6397378;-28.992665084841942
1739209805.6397421;-45.120503652039325
1739209805.6397464;-35.57807855764607
1739209805.6397507;-38.13080360867914
1739209805.639755;-35.57807855764607
1739209805.6397593;-32.81601443825658
1739209805.6397636;-45.120503652039325
1739209805.639768;-38.13080360867914
1739209805.6397722;-32.816014438256545
1739209805.6397765;-31.141103565318893
1739209805.6397808;-28.21854285175415
1739209805.639785;-32.816014438256545
1739209805.6397893;-38.13080360867914
1739209805.6397936;-32.816014438256545
1739209805.639798;-38.13080360867914
1739209805.6398022;-32.816014438256545
1739209805.6398063;-32.81601443825658
1739209805.6398106;-24.74623867263306
1739209805.6398149;-26.487275050834715
1739209805.6398191;-38.13080360867914
1739209805.6398234;-33.981070128970906
1739209805.6398277;-27.877744956031417
1739209805.639832;-28.21854285175415
1739209805.6398363;-45.120503652039325
1739209805.6398406;-32.816014438256545
1739209805.639845;-29.438486411369333
1739209805.6398492;-33.981070128970906
1739209805.6398535;-38.13080360867914
1739209805.6398578;-33.981070128970956
1739209805.639862;-27.267205301931607
1739209805.6398664;-28.992665084841942
1739209805.6398706;-30.49652367304973
1739209805.639875;-28.992665084841942
1739209805.6398792;-31.141103565318943
1739209805.6398833;-32.81601443825658
1739209805.6398876;-27.8777449560314
1739209805.6398919;-31.141103565318915
1739209805.6398962;-45.120503652039325
1739209805.6399004;-45.120503652039325
1739209805.6399047;-28.992665084841942
1739209805.639909;-31.141103565318893
1739209805.6399133;-28.992665084841942
1739209805.6399176;-24.589719217205094
1739209805.639922;-35.57807855764607
1739209805.6399262;-38.13080360867914
1739209805.6399305;-45.120503652039325
1739209805.6399348;-32.816014438256545
1739209805.639939;-38.13080360867914
1739209805.6399434;-45.120503652039325
1739209805.6399477;-31.14110356531892
1739209805.639952;-38.13080360867914
1739209805.6399562;-33.981070128970956
1739209805.6399605;-30.49652367304976
1739209805.6399646;-24.746238672633048
1739209805.6399689;-28.58837851428586
1739209805.6399732;-45.120503652039325
1739209805.6399775;-24.589719217205094
1739209805.6399817;-25.252786309376837
1739209805.639986;-28.58837851428586
1739209805.6399903;-28.588378514285886
1739209805.6399946;-25.826314394896354
1739209805.639999;-26.991370085610747
1739209805.6400032;-31.141103565318915
1739209805.6400075;-28.992665084841942
1739209805.6400118;-26.487275050834725
1739209805.640016;-31.141103565318915
1739209805.6400204;-45.120503652039325
1739209805.6400247;-27.8777449560314
1739209805.640029;-38.13080360867914
1739209805.6400332;-35.57807855764607
1739209805.6400375;-27.267205301931607
1739209805.6400418;-26.487275050834715
1739209805.640046;-38.13080360867914
1739209805.6400502;-32.81601443825658
1739209805.6400545;-30.49652367304973
1739209805.6400588;-32.81601443825658
1739209805.640063;-30.49652367304973
1739209805.6400673;-27.267205301931607
1739209805.6400716;-25.62660358559016
1739209805.640076;-27.267205301931607
1739209805.6400802;-29.438486411369333
1739209805.6400845;-45.120503652039325
1739209805.6400888;-28.992665084841942
1739209805.640093;-33.981070128970906
1739209805.6400974;-30.49652367304976
1739209805.6401017;-45.120503652039325
1739209805.640106;-45.120503652039325
1739209805.6401103;-38.13080360867914
1739209805.6401145;-45.120503652039325
1739209805.6401188;-28.58837851428586
1739209805.640123;-26.035653463252796
1739209805.6401272;-31.14110356531892
1739209805.6401315;-38.13080360867914
1739209805.6401358;-30.49652367304973
1739209805.64014;-38.13080360867914
1739209805.6401443;-31.141103565318915
1739209805.6401486;-25.826314394896364
1739209805.640153;-30.49652367304973
1739209805.6401572;-38.13080360867914
1739209805.6401615;-27.267205301931607
1739209805.6401658;-45.120503652039325
1739209805.64017;-32.816014438256545
1739209805.6401744;-33.981070128970906
1739209805.6401787;-30.49652367304973
1739209805.640183;-45.120503652039325
1739209805.6401873;-45.120503652039325
1739209805.6401916;-38.13080360867914
1739209805.6401958;-32.816014438256545
1739209805.6402001;-28.992665084841942
1739209805.6402042;-26.991370085610722
1739209805.6402085;-45.120503652039325
1739209805.6402128;-38.13080360867914
1739209805.640217;-38.13080360867914
1739209805.6402214;-38.13080360867914
1739209805.6402256;-38.13080360867914
1739209805.64023;-27.267205301931607
1739209805.6402342;-27.267205301931607
1739209805.6402385;-35.57807855764607
1739209805.6402428;-38.13080360867914
1739209805.640247;-32.816014438256545
1739209805.6402514;-23.506823629689542
1739209805.6402557;-31.141103565318915
1739209805.64026;-45.120503652039325
1739209805.6402643;-28.58837851428586
1739209805.6402686;-24.292649948874775
1739209805.6402729;-31.14110356531892
1739209805.6402771;-32.81601443825658
1739209805.6402812;-28.588378514285886
1739209805.6402855;-25.826314394896357
1739209805.6402898;-38.13080360867914
1739209805.640294;-32.816014438256545
1739209805.6402984;-35.57807855764607
1739209805.6403027;-45.120503652039325
1739209805.640307;-33.981070128970906
1739209805.6403112;-45.120503652039325
1739209805.6403155;-38.13080360867914
1739209805.6403198;-45.120503652039325
1739209805.640324;-45.120503652039325
1739209805.6403284;-38.13080360867914
1739209805.6403327;-45.120503652039325
1739209805.640337;-38.13080360867914
1739209805.6403413;-45.120503652039325
1739209805.6403456;-38.13080360867914
1739209805.6403499;-38.13080360867914
1739209805.6403542;-38.13080360867914
1739209805.6403584;-45.120503652039325
1739209805.6403625;-33.981070128970906
1739209805.6403668;-45.120503652039325
1739209805.640371;-38.13080360867914
1739209805.6403754;-38.13080360867914
1739209805.6403797;-31.141103565318915
1739209805.640384;-33.981070128970906
1739209805.6403883;-38.13080360867914
1739209805.6403925;-38.13080360867914
1739209805.6403968;-45.120503652039325
1739209805.6404011;-35.57807855764607
1739209805.6404054;-38.13080360867914
1739209805.6404097;-38.13080360867914
1739209805.640414;-33.981070128970906
1739209805.6404183;-45.120503652039325
1739209805.6404226;-38.13080360867914
1739209805.6404269;-45.120503652039325
1739209805.6404312;-38.13080360867914
1739209805.6404355;-38.13080360867914
1739209805.6404397;-45.120503652039325
1739209805.6404438;-38.13080360867914
1739209805.640448;-31.141103565318915
1739209805.6404524;-38.13080360867914
1739209805.6404567;-45.120503652039325
1739209805.640461;-38.13080360867914
1739209805.6404653;-38.13080360867914
1739209805.6404696;-38.13080360867914
1739209805.6404738;-35.57807855764607
1739209805.6404781;-45.120503652039325
1739209805.6404824;-45.120503652039325
1739209805.6404867;-45.120503652039325
1739209805.640491;-45.120503652039325
1739209805.6404953;-45.120503652039325
1739209805.6404996;-45.120503652039325
1739209805.640504;-45.120503652039325
1739209805.6405082;-38.13080360867914
1739209805.6405125;-45.120503652039325
1739209805.6405168;-38.13080360867914
1739209805.6405208;-33.981070128970906
1739209805.640525;-38.13080360867914
1739209805.6405294;-45.120503652039325
1739209805.6405337;-38.13080360867914
1739209805.640538;-38.13080360867914
1739209805.6405423;-31.141103565318915
1739209805.6405466;-38.13080360867914
1739209805.6405509;-45.120503652039325
1739209805.6405551;-38.13080360867914
1739209805.6405594;-35.57807855764607
1739209805.6405637;-45.120503652039325
1739209805.640568;-45.120503652039325
1739209805.6405723;-45.120503652039325
1739209805.6405766;-38.13080360867914
1739209805.640581;-45.120503652039325
1739209805.6405852;-33.981070128970906
1739209805.6405895;-28.992665084841942
1739209805.6405938;-45.120503652039325
1739209805.640598;-45.120503652039325
1739209805.640602;-38.13080360867914
1739209805.6406064;-38.13080360867914
1739209805.6406107;-38.13080360867914
1739209805.640615;-38.13080360867914
1739209805.6406193;-33.981070128970906
1739209805.6406236;-29.438486411369354
1739209805.6406279;-35.57807855764607
1739209805.6406322;-45.120503652039325
1739209805.6406364;-38.13080360867914
1739209805.6406407;-38.13080360867914
1739209805.640645;-38.13080360867914
1739209805.6406493;-38.13080360867914
1739209805.6406536;-35.57807855764607
1739209805.640658;-31.141103565318915
1739209805.6406622;-38.13080360867914
1739209805.6406665;-45.120503652039325
1739209805.6406708;-45.120503652039325
1739209805.640675;-45.120503652039325
1739209805.6406794;-38.13080360867914
1739209805.6406834;-45.120503652039325
1739209805.6406877;-38.13080360867914
1739209805.640692;-45.120503652039325
1739209805.6406963;-45.120503652039325
1739209805.6407006;-45.120503652039325
1739209805.6407049;-45.120503652039325
1739209805.6407092;-35.57807855764607
1739209805.6407135;-35.57807855764607
1739209805.6407177;-45.120503652039325
1739209805.640722;-38.13080360867914
1739209805.6407263;-38.13080360867914
1739209805.6407306;-38.13080360867914
1739209805.640735;-45.120503652039325
1739209805.6407392;-45.120503652039325
1739209805.6407435;-45.120503652039325
1739209805.6407478;-38.13080360867914
1739209805.640752;-45.120503652039325
1739209805.6407564;-45.120503652039325
1739209805.6407604;-38.13080360867914
1739209805.6407647;-45.120503652039325
1739209805.640769;-38.13080360867914
1739209805.6407733;-38.13080360867914
1739209805.6407776;-33.981070128970906
1739209805.6407819;-45.120503652039325
1739209805.6407862;-45.120503652039325
1739209805.6407905;-45.120503652039325
1739209805.6407948;-45.120503652039325
1739209805.640799;-33.981070128970906
1739209805.6408033;-45.120503652039325
1739209805.6408076;-45.120503652039325
1739209805.640812;-38.13080360867914
1739209805.6408162;-33.981070128970906
1739209805.6408205;-45.120503652039325
1739209805.6408248;-45.120503652039325
1739209805.640829;-30.49652367304973
1739209805.6408334;-35.57807855764607
1739209805.6408377;-45.120503652039325
1739209805.6408417;-45.120503652039325
1739209805.640846;-45.120503652039325
1739209805.6408503;-45.120503652039325
1739209805.6408546;-45.120503652039325
1739209805.640859;-45.120503652039325
1739209805.6408632;-45.120503652039325
1739209805.6408675;-38.13080360867914
1739209805.6408718;-45.120503652039325
1739209805.640876;-45.120503652039325
1739209805.6408803;-45.120503652039325
1739209805.6408846;-33.981070128970906
1739209805.640889;-45.120503652039325
1739209805.6408932;-45.120503652039325
1739209805.6408975;-32.816014438256545
1739209805.6409018;-45.120503652039325
1739209805.640906;-45.120503652039325
1739209805.6409104;-38.13080360867914
1739209805.6409147;-38.13080360867914
1739209805.6409187;-33.981070128970906
1739209805.640923;-45.120503652039325
1739209805.6409273;-45.120503652039325
1739209805.6409316;-38.13080360867914
1739209805.640936;-38.13080360867914
1739209805.6409402;-38.13080360867914
1739209805.6409445;-35.57807855764607
1739209805.6409488;-45.120503652039325
1739209805.640953;-38.13080360867914
1739209805.6409574;-45.120503652039325
1739209805.6409616;-38.13080360867914
1739209805.640966;-45.120503652039325
1739209805.6409702;-33.981070128970906
1739209805.6409745;-45.120503652039325
1739209805.6409788;-45.120503652039325
1739209805.640983;-45.120503652039325
1739209805.6409874;-45.120503652039325
1739209805.6409917;-35.57807855764607
1739209805.640996;-38.13080360867914
1739209805.641;-45.120503652039325
1739209805.6410043;-33.981070128970906
1739209805.6410086;-45.120503652039325
1739209805.641013;-45.120503652039325
1739209805.6410172;-38.13080360867914
1739209805.6410215;-38.13080360867914
1739209805.6410258;-45.120503652039325
1739209805.64103;-38.13080360867914
1739209805.6410344;-38.13080360867914
1739209805.6410387;-33.981070128970906
1739209805.641043;-45.120503652039325
1739209805.6410472;-45.120503652039325
1739209805.6410515;-45.120503652039325
1739209805.6410558;-45.120503652039325
1739209805.64106;-38.13080360867914
1739209805.6410644;-45.120503652039325
1739209805.6410687;-45.120503652039325
1739209805.641073;-33.981070128970906
1739209805.6410773;-33.981070128970906
1739209805.6410813;-45.120503652039325
1739209805.6410856;-38.13080360867914
1739209805.64109;-38.13080360867914
1739209805.6410942;-45.120503652039325
1739209805.6410985;-38.13080360867914
1739209805.6411028;-38.13080360867914
1739209805.641107;-45.120503652039325
1739209805.6411114;-38.13080360867914
1739209805.6411157;-45.120503652039325
1739209805.64112;-38.13080360867914
1739209805.6411242;-38.13080360867914
1739209805.6411285;-35.57807855764607
1739209805.6411328;-35.57807855764607
1739209805.6411371;-45.120503652039325
1739209805.6411414;-38.13080360867914
1739209805.6411457;-38.13080360867914
1739209805.64115;-38.13080360867914
1739209805.6411543;-45.120503652039325
1739209805.6411583;-45.120503652039325
1739209805.6411626;-45.120503652039325
1739209805.641167;-38.13080360867914
1739209805.6411712;-35.57807855764607
1739209805.6411755;-33.981070128970906
1739209805.6411798;-38.13080360867914
1739209805.641184;-45.120503652039325
1739209805.6411884;-38.13080360867914
1739209805.6411927;-35.57807855764607
1739209805.641197;-45.120503652039325
1739209805.6412013;-45.120503652039325
1739209805.6412055;-33.981070128970906
1739209805.6412098;-31.141103565318915
1739209805.6412141;-33.981070128970906
1739209805.6412184;-38.13080360867914
1739209805.6412227;-35.57807855764607
1739209805.641227;-31.141103565318915
1739209805.6412313;-38.13080360867914
1739209805.6412356;-38.13080360867914
1739209805.6412396;-35.57807855764607
1739209805.641244;-38.13080360867914
1739209805.6412482;-45.120503652039325
1739209805.6412525;-45.120503652039325
1739209805.6412568;-45.120503652039325
1739209805.641261;-45.120503652039325
1739209805.6412654;-45.120503652039325
1739209805.6412697;-45.120503652039325
1739209805.641274;-45.120503652039325
1739209805.6412783;-38.13080360867914
1739209805.6412826;-38.13080360867914
1739209805.6412868;-45.120503652039325
1739209805.6412911;-45.120503652039325
1739209805.6412954;-45.120503652039325
1739209805.6412997;-38.13080360867914
1739209805.641304;-45.120503652039325
1739209805.6413083;-38.13080360867914
1739209805.6413126;-38.13080360867914
1739209805.641317;-33.981070128970906
1739209805.641321;-35.57807855764607
1739209805.6413252;-38.13080360867914
1739209805.6413295;-38.13080360867914
1739209805.6413338;-38.13080360867914
1739209805.641338;-45.120503652039325
1739209805.6413424;-38.13080360867914
1739209805.6413467;-33.981070128970906
1739209805.641351;-33.981070128970906
1739209805.6413553;-38.13080360867914
1739209805.6413596;-45.120503652039325
1739209805.6413639;-38.13080360867914
1739209805.6413682;-38.13080360867914
1739209805.6413724;-38.13080360867914
1739209805.6413767;-45.120503652039325
1739209805.641381;-45.120503652039325
1739209805.6413853;-38.13080360867914
1739209805.6413896;-38.13080360867914
1739209805.641394;-38.13080360867914
1739209805.641398;-45.120503652039325
1739209805.6414022;-38.13080360867914
1739209805.6414065;-35.57807855764607
1739209805.6414108;-45.120503652039325
1739209805.641415;-45.120503652039325
1739209805.6414194;-45.120503652039325
1739209805.6414237;-45.120503652039325
1739209805.641428;-33.981070128970906
1739209805.6414323;-38.13080360867914
1739209805.6414366;-38.13080360867914
1739209805.6414409;-45.120503652039325
1739209805.6414452;-38.13080360867914
1739209805.6414495;-35.57807855764607
1739209805.6414537;-45.120503652039325
1739209805.641458;-45.120503652039325
1739209805.6414623;-35.57807855764607
1739209805.6414666;-35.57807855764607
1739209805.641471;-45.120503652039325
1739209805.6414752;-45.120503652039325
1739209805.6414793;-38.13080360867914
1739209805.6414835;-38.13080360867914
1739209805.6414878;-45.120503652039325
1739209805.6414921;-45.120503652039325
1739209805.6414964;-32.816014438256545
1739209805.6415007;-33.981070128970906
1739209805.641505;-38.13080360867914
1739209805.6415093;-38.13080360867914
1739209805.6415136;-35.57807855764607
1739209805.6415179;-32.816014438256545
1739209805.6415222;-38.13080360867914
1739209805.6415265;-45.120503652039325
1739209805.6415308;-38.13080360867914
1739209805.641535;-38.13080360867914
1739209805.6415393;-45.120503652039325
1739209805.6415436;-45.120503652039325
1739209805.641548;-45.120503652039325
1739209805.6415522;-35.57807855764607
1739209805.6415563;-45.120503652039325
1739209805.6415606;-38.13080360867914
1739209805.6415648;-38.13080360867914
1739209805.6415691;-45.120503652039325
1739209805.6415734;-35.57807855764607
1739209805.6415777;-38.13080360867914
1739209805.641582;-35.57807855764607
1739209805.6415863;-38.13080360867914
1739209805.6415906;-35.57807855764607
1739209805.641595;-30.49652367304973
1739209805.6415992;-45.120503652039325
1739209805.6416035;-45.120503652039325
1739209805.6416078;-38.13080360867914
1739209805.641612;-33.981070128970906
1739209805.6416163;-45.120503652039325
1739209805.6416206;-45.120503652039325
1739209805.641625;-45.120503652039325
1739209805.6416292;-45.120503652039325
1739209805.6416335;-38.13080360867914
1739209805.6416376;-45.120503652039325
1739209805.6416419;-45.120503652039325
1739209805.6416461;-38.13080360867914
1739209805.6416504;-38.13080360867914
1739209805.6416547;-38.13080360867914
1739209805.641659;-45.120503652039325
1739209805.6416633;-45.120503652039325
1739209805.6416676;-45.120503652039325
1739209805.641672;-45.120503652039325
1739209805.6416762;-35.57807855764607
1739209805.6416805;-38.13080360867914
1739209805.6416848;-45.120503652039325
1739209805.641689;-45.120503652039325
1739209805.6416934;-32.816014438256545
1739209805.6416976;-29.438486411369333
1739209805.641702;-45.120503652039325
1739209805.6417062;-38.13080360867914
1739209805.6417105;-45.120503652039325
1739209805.6417148;-38.13080360867914
1739209805.6417189;-33.981070128970906
1739209805.6417232;-35.57807855764607
1739209805.6417274;-45.120503652039325
1739209805.6417317;-33.981070128970956
1739209805.641736;-33.981070128970906
1739209805.6417403;-38.13080360867914
1739209805.6417446;-45.120503652039325
1739209805.641749;-45.120503652039325
1739209805.6417532;-32.816014438256545
1739209805.6417575;-33.981070128970906
1739209805.6417618;-38.13080360867914
1739209805.641766;-31.141103565318893
1739209805.6417704;-45.120503652039325
1739209805.6417747;-38.13080360867914
1739209805.641779;-38.13080360867914
1739209805.6417832;-38.13080360867914
1739209805.6417875;-45.120503652039325
1739209805.6417918;-38.13080360867914
1739209805.6417959;-38.13080360867914
1739209805.6418002;-38.13080360867914
1739209805.6418045;-38.13080360867914
1739209805.6418087;-45.120503652039325
1739209805.641813;-45.120503652039325
1739209805.6418173;-38.13080360867914
1739209805.6418216;-45.120503652039325
1739209805.641826;-38.13080360867914
1739209805.6418302;-45.120503652039325
1739209805.6418345;-38.13080360867914
1739209805.6418388;-45.120503652039325
1739209805.641843;-45.120503652039325
1739209805.6418474;-45.120503652039325
1739209805.6418517;-45.120503652039325
1739209805.641856;-38.13080360867914
1739209805.6418602;-38.13080360867914
1739209805.6418645;-35.57807855764607
1739209805.6418688;-24.589719217205094
1739209805.6418731;-38.13080360867914
1739209805.6418772;-38.13080360867914
1739209805.6418815;-45.120503652039325
1739209805.6418858;-35.57807855764607
1739209805.64189;-38.13080360867914
1739209805.6418943;-38.13080360867914
1739209805.6418986;-38.13080360867914
1739209805.641903;-38.13080360867914
1739209805.6419072;-45.120503652039325
1739209805.6419115;-45.120503652039325
1739209805.6419158;-38.13080360867914
1739209805.64192;-38.13080360867914
1739209805.6419244;-45.120503652039325
1739209805.6419287;-45.120503652039325
1739209805.641933;-35.57807855764607
1739209805.6419373;-33.981070128970906
1739209805.6419415;-45.120503652039325
1739209805.6419458;-38.13080360867914
1739209805.6419501;-38.13080360867914
1739209805.6419542;-45.120503652039325
1739209805.6419585;-45.120503652039325
1739209805.6419628;-45.120503652039325
1739209805.641967;-45.120503652039325
1739209805.6419713;-33.981070128970906
1739209805.6419756;-38.13080360867914
1739209805.64198;-45.120503652039325
1739209805.6419842;-45.120503652039325
1739209805.6419885;-38.13080360867914
1739209805.6419928;-38.13080360867914
1739209805.641997;-45.120503652039325
1739209805.6420014;-38.13080360867914
1739209805.6420057;-38.13080360867914
1739209805.64201;-45.120503652039325
1739209805.6420143;-45.120503652039325
1739209805.6420186;-33.981070128970906
1739209805.6420228;-33.981070128970906
1739209805.6420271;-38.13080360867914
1739209805.6420314;-38.13080360867914
1739209805.6420355;-38.13080360867914
1739209805.6420398;-38.13080360867914
1739209805.642044;-45.120503652039325
1739209805.6420484;-45.120503652039325
1739209805.6420527;-38.13080360867914
1739209805.642057;-38.13080360867914
1739209805.6420612;-45.120503652039325
1739209805.6420655;-45.120503652039325
1739209805.6420698;-45.120503652039325
1739209805.642074;-38.13080360867914
1739209805.6420784;-28.992665084841942
1739209805.6420827;-38.13080360867914
1739209805.642087;-45.120503652039325
1739209805.6420913;-38.13080360867914
1739209805.6420956;-32.816014438256545
1739209805.6420999;-33.981070128970906
1739209805.6421041;-45.120503652039325
1739209805.6421084;-45.120503652039325
1739209805.6421127;-38.13080360867914
1739209805.6421168;-38.13080360867914
1739209805.642121;-38.13080360867914
1739209805.6421254;-45.120503652039325
1739209805.6421297;-45.120503652039325
1739209805.642134;-45.120503652039325
1739209805.6421382;-38.13080360867914
1739209805.6421425;-38.13080360867914
1739209805.6421468;-45.120503652039325
1739209805.642151;-38.13080360867914
1739209805.6421554;-45.120503652039325
1739209805.6421597;-38.13080360867914
1739209805.642164;-33.981070128970906
1739209805.6421683;-38.13080360867914
1739209805.6421726;-45.120503652039325
1739209805.6421769;-45.120503652039325
1739209805.6421812;-33.981070128970906
1739209805.6421854;-45.120503652039325
1739209805.6421897;-38.13080360867914
1739209805.6421938;-38.13080360867914
1739209805.642198;-32.816014438256545
1739209805.6422024;-38.13080360867914
1739209805.6422067;-45.120503652039325
1739209805.642211;-45.120503652039325
1739209805.6422153;-38.13080360867914
1739209805.6422195;-45.120503652039325
1739209805.6422238;-38.13080360867914
1739209805.6422281;-38.13080360867914
1739209805.6422324;-45.120503652039325
1739209805.6422367;-35.57807855764607
1739209805.642241;-45.120503652039325
1739209805.6422453;-38.13080360867914
1739209805.6422496;-26.991370085610722
1739209805.6422539;-35.57807855764607
1739209805.6422582;-45.120503652039325
1739209805.6422625;-38.13080360867914
1739209805.6422668;-33.981070128970906
1739209805.642271;-35.57807855764607
1739209805.642275;-45.120503652039325
1739209805.6422794;-45.120503652039325
1739209805.6422837;-45.120503652039325
1739209805.642288;-38.13080360867914
1739209805.6422923;-38.13080360867914
1739209805.6422966;-38.13080360867914
1739209805.6423008;-35.57807855764607
1739209805.6423051;-32.816014438256545
1739209805.6423094;-45.120503652039325
1739209805.6423137;-45.120503652039325
1739209805.642318;-45.120503652039325
1739209805.6423223;-38.13080360867914
1739209805.6423266;-45.120503652039325
1739209805.642331;-45.120503652039325
1739209805.6423352;-45.120503652039325
1739209805.6423395;-38.13080360867914
1739209805.6423438;-38.13080360867914
1739209805.642348;-38.13080360867914
1739209805.6423523;-26.487275050834715
1739209805.6423564;-32.816014438256545
1739209805.6423607;-45.120503652039325
1739209805.642365;-45.120503652039325
1739209805.6423693;-38.13080360867914
1739209805.6423736;-45.120503652039325
1739209805.6423779;-45.120503652039325
1739209805.6423821;-45.120503652039325
1739209805.6423864;-38.13080360867914
1739209805.6423907;-45.120503652039325
1739209805.642395;-38.13080360867914
1739209805.6423993;-45.120503652039325
1739209805.6424036;-38.13080360867914
1739209805.642408;-33.981070128970906
1739209805.6424122;-45.120503652039325
1739209805.6424165;-45.120503652039325
1739209805.6424208;-38.13080360867914
1739209805.642425;-38.13080360867914
1739209805.6424294;-45.120503652039325
1739209805.6424334;-45.120503652039325
1739209805.6424377;-45.120503652039325
1739209805.642442;-38.13080360867914
1739209805.6424463;-38.13080360867914
1739209805.6424506;-45.120503652039325
1739209805.6424549;-35.57807855764607
1739209805.6424592;-38.13080360867914
1739209805.6424634;-38.13080360867914
1739209805.6424677;-38.13080360867914
1739209805.642472;-35.57807855764607
1739209805.6424763;-38.13080360867914
1739209805.6424806;-38.13080360867914
