CAN Message; 0x39:07d79c5f55c1c9a2
1739209873.5046623;-45.120503652039325
1739209873.5046659;-38.13080360867914
1739209873.5046694;-32.816014438256545
1739209873.504673;-35.57807855764607
1739209873.5046763;-38.13080360867914
1739209873.50468;-33.981070128970906
1739209873.5046835;-35.57807855764607
1739209873.5046868;-38.13080360867914
1739209873.5046904;-38.13080360867914
1739209873.504694;-38.13080360867914
1739209873.5046973;-45.120503652039325
1739209873.504701;-38.13080360867914
1739209873.5047045;-38.13080360867914
1739209873.5047078;-38.13080360867914
1739209873.5047114;-38.13080360867914
1739209873.504715;-38.13080360867914
1739209873.5047183;-45.120503652039325
1739209873.5047219;-33.981070128970906
1739209873.5047255;-45.120503652039325
1739209873.5047288;-38.13080360867914
1739209873.5047324;-45.120503652039325
1739209873.504736;-38.13080360867914
1739209873.5047393;-45.120503652039325
1739209873.5047429;-38.13080360867914
1739209873.5047464;-45.120503652039325
1739209873.5047498;-38.13080360867914
1739209873.5047534;-38.13080360867914
1739209873.504757;-33.981070128970906
1739209873.5047603;-33.981070128970906
1739209873.5047638;-45.120503652039325
1739209873.5047674;-35.57807855764607
1739209873.5047708;-38.13080360867914
1739209873.5047743;-45.120503652039325
1739209873.504778;-38.13080360867914
1739209873.5047815;-38.13080360867914
1739209873.5047848;-45.120503652039325
1739209873.5047884;-45.120503652039325
1739209873.504792;-38.13080360867914
1739209873.5047953;-45.120503652039325
1739209873.504799;-31.141103565318915
1739209873.5048025;-33.981070128970906
1739209873.5048058;-45.120503652039325
1739209873.5048094;-45.120503652039325
1739209873.504813;-38.13080360867914
1739209873.5048163;-35.57807855764607
1739209873.5048199;-38.13080360867914
1739209873.5048234;-45.120503652039325
1739209873.5048268;-45.120503652039325
1739209873.5048304;-38.13080360867914
1739209873.504834;-45.120503652039325
1739209873.5048373;-38.13080360867914
1739209873.5048409;-38.13080360867914
1739209873.5048444;-45.120503652039325
1739209873.5048478;-38.13080360867914
1739209873.5048513;-32.816014438256545
1739209873.504855;-38.13080360867914
1739209873.5048583;-38.13080360867914
1739209873.5048618;-35.57807855764607
1739209873.5048654;-38.13080360867914
1739209873.5048687;-45.120503652039325
1739209873.5048723;-45.120503652039325
1739209873.504876;-38.13080360867914
1739209873.5048792;-45.120503652039325
1739209873.5048828;-31.141103565318915
1739209873.5048864;-28.58837851428586
1739209873.5048897;-38.13080360867914
1739209873.5048933;-45.120503652039325
1739209873.5048969;-33.981070128970906
1739209873.5049005;-38.13080360867914
1739209873.5049038;-45.120503652039325
1739209873.5049074;-45.120503652039325
1739209873.504911;-45.120503652039325
1739209873.5049143;-38.13080360867914
1739209873.5049179;-33.981070128970906
1739209873.5049214;-45.120503652039325
1739209873.5049248;-45.120503652039325
1739209873.5049284;-45.120503652039325
1739209873.504932;-38.13080360867914
1739209873.5049353;-38.13080360867914
1739209873.5049388;-45.120503652039325
1739209873.5049424;-45.120503652039325
1739209873.5049458;-45.120503652039325
1739209873.5049493;-45.120503652039325
1739209873.504953;-45.120503652039325
1739209873.5049562;-38.13080360867914
1739209873.5049598;-38.13080360867914
1739209873.5049634;-45.120503652039325
1739209873.5049667;-38.13080360867914
1739209873.5049703;-29.438486411369333
1739209873.504974;-38.13080360867914
1739209873.5049772;-45.120503652039325
1739209873.5049808;-38.13080360867914
1739209873.5049844;-33.981070128970906
1739209873.5049877;-45.120503652039325
1739209873.5049913;-45.120503652039325
1739209873.5049949;-45.120503652039325
1739209873.5049982;-38.13080360867914
1739209873.5050018;-45.120503652039325
1739209873.5050054;-45.120503652039325
1739209873.5050087;-45.120503652039325
1739209873.5050123;-38.13080360867914
1739209873.5050159;-38.13080360867914
1739209873.5050194;-45.120503652039325
1739209873.5050228;-35.57807855764607
1739209873.5050263;-32.816014438256545
1739209873.50503;-38.13080360867914
1739209873.5050333;-35.57807855764607
1739209873.5050368;-38.13080360867914
1739209873.5050404;-38.13080360867914
1739209873.5050437;-45.120503652039325
1739209873.5050473;-45.120503652039325
1739209873.505051;-45.120503652039325
1739209873.5050542;-45.120503652039325
1739209873.5050578;-38.13080360867914
1739209873.5050614;-45.120503652039325
1739209873.5050647;-38.13080360867914
1739209873.5050683;-35.57807855764607
1739209873.5050719;-38.13080360867914
1739209873.5050752;-45.120503652039325
1739209873.5050788;-38.13080360867914
1739209873.5050824;-45.120503652039325
1739209873.5050857;-45.120503652039325
1739209873.5050893;-35.57807855764607
1739209873.5050929;-45.120503652039325
1739209873.5050962;-45.120503652039325
1739209873.5050998;-38.13080360867914
1739209873.5051033;-38.13080360867914
1739209873.5051067;-38.13080360867914
1739209873.5051103;-35.57807855764607
1739209873.5051138;-45.120503652039325
1739209873.5051172;-45.120503652039325
1739209873.5051208;-38.13080360867914
1739209873.5051243;-35.57807855764607
1739209873.505128;-45.120503652039325
1739209873.5051312;-45.120503652039325
1739209873.5051348;-38.13080360867914
1739209873.5051384;-35.57807855764607
1739209873.5051417;-38.13080360867914
1739209873.5051453;-38.13080360867914
1739209873.505149;-38.13080360867914
1739209873.5051522;-35.57807855764607
1739209873.5051558;-38.13080360867914
1739209873.5051594;-35.57807855764607
1739209873.5051627;-38.13080360867914
1739209873.5051663;-45.120503652039325
1739209873.5051699;-45.120503652039325
1739209873.5051732;-45.120503652039325
1739209873.5051768;-45.120503652039325
1739209873.5051804;-45.120503652039325
1739209873.5051837;-38.13080360867914
1739209873.5051873;-38.13080360867914
1739209873.5051908;-33.981070128970906
1739209873.5051942;-38.13080360867914
1739209873.5051978;-38.13080360867914
1739209873.5052013;-45.120503652039325
1739209873.5052047;-45.120503652039325
1739209873.5052083;-31.141103565318893
1739209873.5052118;-45.120503652039325
1739209873.5052152;-45.120503652039325
1739209873.5052187;-38.13080360867914
1739209873.5052223;-38.13080360867914
1739209873.5052257;-33.981070128970906
1739209873.5052292;-38.13080360867914
1739209873.5052328;-45.120503652039325
1739209873.5052361;-38.13080360867914
1739209873.5052397;-33.981070128970906
1739209873.5052433;-35.57807855764607
1739209873.5052469;-33.981070128970906
1739209873.5052502;-45.120503652039325
1739209873.5052538;-38.13080360867914
1739209873.5052574;-38.13080360867914
1739209873.5052607;-38.13080360867914
1739209873.5052643;-38.13080360867914
1739209873.5052679;-45.120503652039325
1739209873.5052712;-45.120503652039325
1739209873.5052748;-38.13080360867914
1739209873.5052783;-38.13080360867914
1739209873.5052817;-38.13080360867914
1739209873.5052853;-45.120503652039325
1739209873.5052888;-38.13080360867914
1739209873.5052922;-35.57807855764607
1739209873.5052958;-31.141103565318915
1739209873.5052993;-45.120503652039325
1739209873.5053027;-38.13080360867914
1739209873.5053062;-38.13080360867914
1739209873.5053098;-28.992665084841942
1739209873.5053132;-38.13080360867914
1739209873.5053167;-38.13080360867914
1739209873.5053203;-45.120503652039325
1739209873.5053236;-38.13080360867914
1739209873.5053272;-38.13080360867914
1739209873.5053308;-45.120503652039325
1739209873.5053341;-38.13080360867914
1739209873.5053377;-27.877744956031414
1739209873.5053413;-35.57807855764607
1739209873.5053446;-38.13080360867914
1739209873.5053482;-45.120503652039325
1739209873.5053518;-38.13080360867914
1739209873.5053551;-45.120503652039325
1739209873.5053587;-45.120503652039325
1739209873.5053623;-38.13080360867914
1739209873.5053658;-33.981070128970906
1739209873.5053692;-45.120503652039325
1739209873.5053728;-45.120503652039325
1739209873.5053763;-38.13080360867914
1739209873.5053797;-33.981070128970906
1739209873.5053833;-45.120503652039325
1739209873.5053868;-38.13080360867914
1739209873.5053902;-31.141103565318893
1739209873.5053937;-45.120503652039325
1739209873.5053973;-45.120503652039325
1739209873.5054007;-38.13080360867914
1739209873.5054042;-38.13080360867914
1739209873.5054078;-45.120503652039325
1739209873.5054111;-38.13080360867914
1739209873.5054147;-45.120503652039325
1739209873.5054183;-38.13080360867914
1739209873.5054216;-28.992665084841942
1739209873.5054252;-35.57807855764607
1739209873.5054288;-38.13080360867914
1739209873.5054321;-45.120503652039325
1739209873.5054357;-33.981070128970906
1739209873.5054393;-38.13080360867914
1739209873.5054426;-38.13080360867914
1739209873.5054462;-38.13080360867914
1739209873.5054498;-33.981070128970906
1739209873.505453;-45.120503652039325
1739209873.5054567;-38.13080360867914
1739209873.5054603;-35.57807855764607
1739209873.5054636;-31.141103565318915
1739209873.5054672;-45.120503652039325
1739209873.5054708;-38.13080360867914
1739209873.505474;-35.57807855764607
1739209873.5054777;-45.120503652039325
1739209873.5054812;-45.120503652039325
1739209873.5054848;-45.120503652039325
1739209873.5054882;-45.120503652039325
1739209873.5054917;-38.13080360867914
1739209873.5054953;-35.57807855764607
1739209873.5054986;-45.120503652039325
1739209873.5055022;-45.120503652039325
1739209873.5055058;-33.981070128970906
1739209873.5055091;-35.57807855764607
1739209873.5055127;-38.13080360867914
1739209873.5055163;-45.120503652039325
1739209873.5055196;-33.981070128970906
1739209873.5055232;-45.120503652039325
1739209873.5055268;-38.13080360867914
1739209873.50553;-32.816014438256545
1739209873.5055337;-38.13080360867914
1739209873.5055373;-45.120503652039325
1739209873.5055406;-38.13080360867914
1739209873.5055442;-35.57807855764607
1739209873.5055478;-38.13080360867914
1739209873.505551;-45.120503652039325
1739209873.5055547;-38.13080360867914
1739209873.5055583;-38.13080360867914
1739209873.5055616;-33.981070128970906
1739209873.5055652;-45.120503652039325
1739209873.5055687;-45.120503652039325
1739209873.505572;-45.120503652039325
1739209873.5055757;-45.120503652039325
1739209873.5055792;-38.13080360867914
1739209873.5055826;-45.120503652039325
1739209873.5055861;-45.120503652039325
1739209873.5055897;-38.13080360867914
1739209873.5055933;-45.120503652039325
1739209873.5055966;-38.13080360867914
1739209873.5056002;-45.120503652039325
1739209873.5056038;-33.981070128970906
1739209873.5056071;-45.120503652039325
1739209873.5056107;-45.120503652039325
1739209873.5056143;-45.120503652039325
1739209873.5056176;-38.13080360867914
1739209873.5056212;-35.57807855764607
1739209873.5056248;-38.13080360867914
1739209873.505628;-35.57807855764607
1739209873.5056317;-35.57807855764607
1739209873.5056353;-32.816014438256545
1739209873.5056386;-45.120503652039325
1739209873.5056422;-35.57807855764607
1739209873.5056458;-38.13080360867914
1739209873.505649;-35.57807855764607
1739209873.5056527;-45.120503652039325
1739209873.5056562;-45.120503652039325
1739209873.5056596;-45.120503652039325
1739209873.5056632;-45.120503652039325
1739209873.5056667;-38.13080360867914
1739209873.50567;-45.120503652039325
1739209873.5056736;-38.13080360867914
1739209873.5056772;-45.120503652039325
1739209873.5056806;-38.13080360867914
1739209873.5056841;-45.120503652039325
1739209873.5056877;-38.13080360867914
1739209873.505691;-38.13080360867914
1739209873.5056946;-45.120503652039325
1739209873.5056982;-38.13080360867914
1739209873.5057015;-38.13080360867914
1739209873.505705;-26.991370085610736
1739209873.5057087;-35.57807855764607
1739209873.5057123;-35.57807855764607
1739209873.5057156;-38.13080360867914
1739209873.5057192;-45.120503652039325
1739209873.5057228;-33.981070128970906
1739209873.505726;-38.13080360867914
1739209873.5057297;-45.120503652039325
1739209873.5057333;-38.13080360867914
1739209873.5057366;-45.120503652039325
1739209873.5057402;-38.13080360867914
1739209873.5057437;-45.120503652039325
1739209873.505747;-45.120503652039325
1739209873.5057507;-45.120503652039325
1739209873.5057542;-45.120503652039325
1739209873.5057576;-45.120503652039325
1739209873.5057611;-32.816014438256545
1739209873.5057647;-45.120503652039325
1739209873.505768;-38.13080360867914
1739209873.5057716;-35.57807855764607
1739209873.5057752;-45.120503652039325
1739209873.5057786;-45.120503652039325
1739209873.5057821;-35.57807855764607
1739209873.5057857;-38.13080360867914
1739209873.505789;-38.13080360867914
1739209873.5057926;-38.13080360867914
1739209873.5057962;-38.13080360867914
1739209873.5057995;-38.13080360867914
1739209873.505803;-45.120503652039325
1739209873.5058067;-35.57807855764607
1739209873.50581;-38.13080360867914
1739209873.5058136;-45.120503652039325
1739209873.5058172;-45.120503652039325
1739209873.5058205;-45.120503652039325
1739209873.505824;-38.13080360867914
1739209873.5058277;-33.981070128970906
1739209873.5058312;-38.13080360867914
1739209873.5058346;-38.13080360867914
1739209873.5058382;-38.13080360867914
1739209873.5058417;-38.13080360867914
1739209873.505845;-26.487275050834715
1739209873.5058486;-31.141103565318915
1739209873.5058522;-45.120503652039325
1739209873.5058556;-45.120503652039325
1739209873.5058591;-38.13080360867914
1739209873.5058627;-38.13080360867914
1739209873.505866;-45.120503652039325
1739209873.5058696;-38.13080360867914
1739209873.5058732;-45.120503652039325
1739209873.5058765;-38.13080360867914
1739209873.50588;-32.816014438256545
1739209873.5058837;-38.13080360867914
1739209873.505887;-45.120503652039325
1739209873.5058906;-38.13080360867914
1739209873.5058942;-45.120503652039325
1739209873.5058975;-45.120503652039325
1739209873.505901;-38.13080360867914
1739209873.5059047;-38.13080360867914
1739209873.505908;-45.120503652039325
1739209873.5059116;-38.13080360867914
1739209873.5059152;-45.120503652039325
1739209873.5059185;-45.120503652039325
1739209873.505922;-45.120503652039325
1739209873.5059257;-38.13080360867914
1739209873.505929;-35.57807855764607
1739209873.5059326;-38.13080360867914
1739209873.5059361;-45.120503652039325
1739209873.5059397;-45.120503652039325
1739209873.505943;-38.13080360867914
1739209873.5059466;-32.816014438256545
1739209873.5059502;-38.13080360867914
1739209873.5059536;-45.120503652039325
1739209873.5059571;-45.120503652039325
1739209873.5059607;-38.13080360867914
1739209873.505964;-35.57807855764607
1739209873.5059676;-38.13080360867914
1739209873.5059712;-45.120503652039325
1739209873.5059745;-45.120503652039325
1739209873.505978;-35.57807855764607
1739209873.5059817;-38.13080360867914
1739209873.505985;-38.13080360867914
1739209873.5059886;-38.13080360867914
1739209873.5059922;-45.120503652039325
1739209873.5059955;-45.120503652039325
1739209873.505999;-45.120503652039325
1739209873.5060027;-45.120503652039325
1739209873.506006;-45.120503652039325
1739209873.5060096;-45.120503652039325
1739209873.5060132;-38.13080360867914
1739209873.5060165;-33.981070128970906
1739209873.50602;-45.120503652039325
1739209873.5060236;-38.13080360867914
1739209873.506027;-45.120503652039325
1739209873.5060306;-38.13080360867914
1739209873.5060341;-38.13080360867914
1739209873.5060375;-38.13080360867914
1739209873.506041;-45.120503652039325
1739209873.5060446;-45.120503652039325
1739209873.506048;-38.13080360867914
1739209873.5060515;-38.13080360867914
1739209873.506055;-45.120503652039325
1739209873.5060587;-38.13080360867914
1739209873.506062;-45.120503652039325
1739209873.5060656;-45.120503652039325
1739209873.5060692;-38.13080360867914
1739209873.5060725;-32.816014438256545
1739209873.506076;-45.120503652039325
1739209873.5060797;-45.120503652039325
1739209873.506083;-45.120503652039325
1739209873.5060866;-45.120503652039325
1739209873.5060902;-45.120503652039325
1739209873.5060935;-38.13080360867914
1739209873.506097;-45.120503652039325
1739209873.5061007;-26.487275050834725
1739209873.506104;-31.141103565318915
1739209873.5061076;-38.13080360867914
1739209873.5061111;-45.120503652039325
1739209873.5061145;-31.141103565318915
1739209873.506118;-33.981070128970906
1739209873.5061216;-38.13080360867914
1739209873.506125;-45.120503652039325
1739209873.5061285;-35.57807855764607
1739209873.5061321;-38.13080360867914
1739209873.5061355;-45.120503652039325
1739209873.506139;-45.120503652039325
1739209873.5061426;-45.120503652039325
1739209873.506146;-45.120503652039325
1739209873.5061495;-45.120503652039325
1739209873.506153;-38.13080360867914
1739209873.5061564;-33.981070128970906
1739209873.50616;-38.13080360867914
1739209873.5061636;-38.13080360867914
1739209873.506167;-38.13080360867914
1739209873.5061705;-45.120503652039325
1739209873.506174;-45.120503652039325
1739209873.5061777;-38.13080360867914
1739209873.506181;-38.13080360867914
1739209873.5061846;-31.141103565318915
1739209873.5061882;-31.141103565318915
1739209873.5061915;-33.981070128970906
1739209873.506195;-45.120503652039325
1739209873.5061986;-38.13080360867914
1739209873.506202;-38.13080360867914
1739209873.5062056;-38.13080360867914
1739209873.5062091;-38.13080360867914
1739209873.5062125;-45.120503652039325
1739209873.506216;-45.120503652039325
1739209873.5062196;-38.13080360867914
1739209873.506223;-45.120503652039325
1739209873.5062265;-38.13080360867914
1739209873.50623;-45.120503652039325
1739209873.5062335;-45.120503652039325
1739209873.506237;-38.13080360867914
1739209873.5062406;-38.13080360867914
1739209873.506244;-32.816014438256545
1739209873.5062475;-45.120503652039325
1739209873.506251;-38.13080360867914
1739209873.5062544;-45.120503652039325
1739209873.506258;-45.120503652039325
1739209873.5062616;-35.57807855764607
1739209873.506265;-45.120503652039325
1739209873.5062685;-38.13080360867914
1739209873.506272;-35.57807855764607
1739209873.5062754;-45.120503652039325
1739209873.506279;-45.120503652039325
1739209873.5062826;-33.981070128970906
1739209873.5062861;-33.981070128970906
1739209873.5062895;-45.120503652039325
1739209873.506293;-45.120503652039325
1739209873.5062966;-45.120503652039325
1739209873.5063;-45.120503652039325
1739209873.5063035;-33.981070128970906
1739209873.5063071;-38.13080360867914
1739209873.5063105;-45.120503652039325
1739209873.506314;-35.57807855764607
1739209873.5063176;-35.57807855764607
1739209873.506321;-45.120503652039325
1739209873.5063245;-45.120503652039325
1739209873.506328;-45.120503652039325
1739209873.5063314;-45.120503652039325
1739209873.506335;-45.120503652039325
1739209873.5063386;-45.120503652039325
1739209873.506342;-45.120503652039325
1739209873.5063455;-38.13080360867914
1739209873.506349;-38.13080360867914
1739209873.5063524;-38.13080360867914
1739209873.506356;-38.13080360867914
1739209873.5063596;-45.120503652039325
1739209873.506363;-45.120503652039325
1739209873.5063665;-38.13080360867914
1739209873.50637;-32.816014438256545
1739209873.5063734;-45.120503652039325
1739209873.506377;-38.13080360867914
1739209873.5063806;-38.13080360867914
1739209873.506384;-32.816014438256545
1739209873.5063875;-33.981070128970906
1739209873.506391;-38.13080360867914
1739209873.5063944;-45.120503652039325
1739209873.506398;-45.120503652039325
1739209873.5064015;-33.981070128970906
1739209873.506405;-32.816014438256545
1739209873.5064085;-38.13080360867914
1739209873.506412;-45.120503652039325
1739209873.5064156;-45.120503652039325
1739209873.506419;-45.120503652039325
1739209873.5064225;-38.13080360867914
1739209873.506426;-45.120503652039325
1739209873.5064294;-45.120503652039325
1739209873.506433;-45.120503652039325
