CAN Message; 0x62:051e5eae2734ba3a
1739209595.1363924;-38.13080360867914
1739209595.1363993;-38.13080360867914
1739209595.136406;-45.120503652039325
1739209595.1364129;-35.57807855764607
1739209595.1364198;-45.120503652039325
1739209595.1364264;-45.120503652039325
1739209595.1364334;-33.981070128970906
1739209595.13644;-38.13080360867914
1739209595.136447;-35.57807855764607
1739209595.1364536;-38.13080360867914
1739209595.1364605;-38.13080360867914
1739209595.1364672;-35.57807855764607
1739209595.1364741;-45.120503652039325
1739209595.136481;-45.120503652039325
1739209595.1364877;-38.13080360867914
1739209595.1364946;-35.57807855764607
1739209595.1365013;-45.120503652039325
1739209595.1365082;-38.13080360867914
1739209595.136515;-38.13080360867914
1739209595.1365218;-45.120503652039325
1739209595.1365285;-35.57807855764607
1739209595.1365354;-35.57807855764607
1739209595.1365423;-45.120503652039325
1739209595.136549;-45.120503652039325
1739209595.136556;-33.981070128970906
1739209595.1365626;-38.13080360867914
1739209595.1365695;-32.816014438256545
1739209595.1365762;-38.13080360867914
1739209595.136583;-45.120503652039325
1739209595.13659;-45.120503652039325
1739209595.1365967;-33.981070128970906
1739209595.1366036;-35.57807855764607
1739209595.1366103;-38.13080360867914
1739209595.1366172;-38.13080360867914
1739209595.1366239;-45.120503652039325
1739209595.1366308;-38.13080360867914
1739209595.1366374;-45.120503652039325
1739209595.1366444;-45.120503652039325
1739209595.1366513;-45.120503652039325
1739209595.136658;-45.120503652039325
1739209595.1366649;-45.120503652039325
1739209595.1366715;-45.120503652039325
1739209595.1366785;-38.13080360867914
1739209595.1366851;-38.13080360867914
1739209595.136692;-38.13080360867914
1739209595.136699;-45.120503652039325
1739209595.1367056;-35.57807855764607
1739209595.1367126;-38.13080360867914
1739209595.1367192;-38.13080360867914
1739209595.1367261;-38.13080360867914
1739209595.1367328;-35.57807855764607
1739209595.1367397;-38.13080360867914
1739209595.1367464;-45.120503652039325
1739209595.1367533;-45.120503652039325
1739209595.1367602;-33.981070128970906
1739209595.136767;-45.120503652039325
1739209595.1367738;-45.120503652039325
1739209595.1367805;-38.13080360867914
1739209595.1367874;-45.120503652039325
1739209595.136794;-38.13080360867914
1739209595.136801;-38.13080360867914
1739209595.1368077;-45.120503652039325
1739209595.1368146;-45.120503652039325
1739209595.1368215;-38.13080360867914
1739209595.1368282;-38.13080360867914
1739209595.136835;-45.120503652039325
1739209595.1368418;-28.58837851428586
1739209595.1368487;-30.49652367304973
1739209595.1368554;-38.13080360867914
1739209595.1368623;-45.120503652039325
1739209595.1368692;-33.981070128970906
1739209595.1368759;-38.13080360867914
1739209595.1368828;-38.13080360867914
1739209595.1368895;-35.57807855764607
1739209595.1368964;-38.13080360867914
1739209595.136903;-45.120503652039325
1739209595.13691;-38.13080360867914
1739209595.1369166;-38.13080360867914
1739209595.1369236;-45.120503652039325
1739209595.1369305;-45.120503652039325
1739209595.1369371;-45.120503652039325
1739209595.136944;-45.120503652039325
1739209595.1369507;-45.120503652039325
1739209595.1369576;-38.13080360867914
1739209595.1369643;-38.13080360867914
1739209595.1369712;-45.120503652039325
1739209595.136978;-45.120503652039325
1739209595.1369848;-38.13080360867914
1739209595.1369917;-35.57807855764607
1739209595.1369984;-45.120503652039325
1739209595.1370053;-32.816014438256545
1739209595.137012;-30.49652367304973
1739209595.137019;-45.120503652039325
1739209595.1370256;-35.57807855764607
1739209595.1370325;-35.57807855764607
1739209595.1370394;-45.120503652039325
1739209595.137046;-45.120503652039325
1739209595.137053;-31.141103565318893
1739209595.1370597;-45.120503652039325
1739209595.1370666;-38.13080360867914
1739209595.1370733;-38.13080360867914
1739209595.1370802;-45.120503652039325
1739209595.1370869;-45.120503652039325
1739209595.1370938;-38.13080360867914
1739209595.1371007;-38.13080360867914
1739209595.1371074;-45.120503652039325
1739209595.1371143;-32.816014438256545
1739209595.137121;-33.981070128970906
1739209595.1371279;-45.120503652039325
1739209595.1371346;-38.13080360867914
1739209595.1371415;-45.120503652039325
1739209595.1371484;-38.13080360867914
1739209595.137155;-35.57807855764607
1739209595.137162;-45.120503652039325
1739209595.1371686;-38.13080360867914
1739209595.1371756;-31.141103565318893
1739209595.1371822;-45.120503652039325
1739209595.1371891;-45.120503652039325
1739209595.1371958;-35.57807855764607
1739209595.1372027;-38.13080360867914
1739209595.1372097;-45.120503652039325
1739209595.1372163;-45.120503652039325
1739209595.1372232;-45.120503652039325
1739209595.13723;-45.120503652039325
1739209595.1372368;-38.13080360867914
1739209595.1372435;-45.120503652039325
1739209595.1372504;-45.120503652039325
1739209595.137257;-45.120503652039325
1739209595.137264;-33.981070128970906
1739209595.137271;-38.13080360867914
1739209595.1372776;-33.981070128970906
1739209595.1372845;-45.120503652039325
1739209595.1372912;-38.13080360867914
1739209595.137298;-35.57807855764607
1739209595.1373048;-38.13080360867914
1739209595.1373117;-45.120503652039325
1739209595.1373186;-45.120503652039325
1739209595.1373253;-45.120503652039325
1739209595.1373322;-45.120503652039325
1739209595.1373389;-45.120503652039325
1739209595.1373458;-45.120503652039325
1739209595.1373525;-45.120503652039325
1739209595.1373594;-38.13080360867914
1739209595.137366;-35.57807855764607
1739209595.137373;-45.120503652039325
1739209595.13738;-45.120503652039325
1739209595.1373866;-45.120503652039325
1739209595.1373935;-45.120503652039325
1739209595.1374002;-38.13080360867914
1739209595.137407;-35.57807855764607
1739209595.1374137;-38.13080360867914
1739209595.1374207;-45.120503652039325
1739209595.1374273;-35.57807855764607
1739209595.1374342;-35.57807855764607
1739209595.1374412;-35.57807855764607
1739209595.1374478;-38.13080360867914
1739209595.1374547;-38.13080360867914
1739209595.1374614;-32.816014438256545
1739209595.1374683;-45.120503652039325
1739209595.137475;-45.120503652039325
1739209595.137482;-31.141103565318915
1739209595.1374888;-35.57807855764607
1739209595.1374955;-38.13080360867914
1739209595.1375024;-33.981070128970906
1739209595.137509;-31.141103565318915
1739209595.137516;-38.13080360867914
1739209595.1375227;-35.57807855764607
1739209595.1375296;-35.57807855764607
1739209595.1375363;-33.981070128970906
1739209595.1375432;-45.120503652039325
1739209595.13755;-38.13080360867914
1739209595.1375568;-38.13080360867914
1739209595.1375637;-45.120503652039325
1739209595.1375704;-45.120503652039325
1739209595.1375773;-45.120503652039325
1739209595.137584;-45.120503652039325
1739209595.137591;-38.13080360867914
1739209595.1375976;-35.57807855764607
1739209595.1376045;-38.13080360867914
1739209595.1376114;-45.120503652039325
1739209595.137618;-33.981070128970906
1739209595.137625;-33.981070128970906
1739209595.1376317;-45.120503652039325
1739209595.1376386;-33.981070128970906
1739209595.1376452;-35.57807855764607
1739209595.1376522;-45.120503652039325
1739209595.137659;-45.120503652039325
1739209595.1376657;-38.13080360867914
1739209595.1376727;-28.992665084841942
1739209595.1376793;-45.120503652039325
1739209595.1376863;-38.13080360867914
1739209595.137693;-45.120503652039325
1739209595.1376998;-38.13080360867914
1739209595.1377065;-38.13080360867914
1739209595.1377134;-38.13080360867914
1739209595.1377203;-38.13080360867914
1739209595.137727;-33.981070128970906
1739209595.137734;-45.120503652039325
1739209595.1377406;-33.981070128970906
1739209595.1377475;-38.13080360867914
1739209595.1377542;-45.120503652039325
1739209595.137761;-45.120503652039325
1739209595.137768;-38.13080360867914
1739209595.1377747;-45.120503652039325
1739209595.1377816;-33.981070128970906
1739209595.1377883;-35.57807855764607
1739209595.1377952;-45.120503652039325
1739209595.137802;-45.120503652039325
1739209595.1378088;-33.981070128970906
1739209595.1378155;-45.120503652039325
1739209595.1378224;-38.13080360867914
1739209595.1378293;-45.120503652039325
1739209595.137836;-45.120503652039325
1739209595.137843;-38.13080360867914
1739209595.1378496;-38.13080360867914
1739209595.1378565;-45.120503652039325
1739209595.1378632;-45.120503652039325
1739209595.13787;-35.57807855764607
1739209595.1378767;-38.13080360867914
1739209595.1378837;-45.120503652039325
1739209595.1378906;-28.992665084841942
1739209595.1378973;-38.13080360867914
1739209595.1379042;-38.13080360867914
1739209595.1379108;-35.57807855764607
1739209595.1379178;-45.120503652039325
1739209595.1379244;-45.120503652039325
1739209595.1379313;-38.13080360867914
1739209595.1379383;-45.120503652039325
1739209595.137945;-29.438486411369354
1739209595.1379519;-45.120503652039325
1739209595.1379585;-38.13080360867914
1739209595.1379654;-45.120503652039325
1739209595.137972;-38.13080360867914
1739209595.137979;-38.13080360867914
1739209595.1379857;-45.120503652039325
1739209595.1379926;-45.120503652039325
1739209595.1379995;-38.13080360867914
1739209595.1380062;-33.981070128970906
1739209595.1380131;-45.120503652039325
1739209595.1380198;-45.120503652039325
1739209595.1380267;-45.120503652039325
1739209595.1380334;-45.120503652039325
1739209595.1380403;-45.120503652039325
1739209595.138047;-38.13080360867914
1739209595.138054;-38.13080360867914
1739209595.1380608;-45.120503652039325
1739209595.1380675;-45.120503652039325
1739209595.1380744;-35.57807855764607
1739209595.138081;-38.13080360867914
1739209595.138088;-45.120503652039325
1739209595.1380947;-38.13080360867914
1739209595.1381016;-45.120503652039325
1739209595.1381085;-38.13080360867914
1739209595.1381152;-45.120503652039325
1739209595.138122;-45.120503652039325
1739209595.1381288;-38.13080360867914
1739209595.1381357;-38.13080360867914
1739209595.1381423;-38.13080360867914
1739209595.1381493;-38.13080360867914
1739209595.138156;-35.57807855764607
1739209595.1381629;-45.120503652039325
1739209595.1381698;-35.57807855764607
1739209595.1381764;-38.13080360867914
1739209595.1381834;-45.120503652039325
1739209595.13819;-45.120503652039325
1739209595.138197;-45.120503652039325
1739209595.1382036;-45.120503652039325
1739209595.1382105;-38.13080360867914
1739209595.1382174;-38.13080360867914
1739209595.1382241;-45.120503652039325
1739209595.138231;-38.13080360867914
1739209595.1382377;-38.13080360867914
1739209595.1382446;-32.816014438256545
1739209595.1382513;-38.13080360867914
1739209595.1382582;-45.120503652039325
1739209595.138265;-45.120503652039325
1739209595.1382718;-38.13080360867914
1739209595.1382787;-35.57807855764607
1739209595.1382854;-45.120503652039325
1739209595.1382923;-38.13080360867914
1739209595.138299;-38.13080360867914
1739209595.138306;-38.13080360867914
1739209595.1383126;-38.13080360867914
1739209595.1383195;-45.120503652039325
1739209595.1383262;-45.120503652039325
1739209595.138333;-45.120503652039325
1739209595.13834;-45.120503652039325
1739209595.1383467;-45.120503652039325
1739209595.1383536;-38.13080360867914
1739209595.1383603;-45.120503652039325
1739209595.1383672;-45.120503652039325
1739209595.1383739;-45.120503652039325
1739209595.1383808;-45.120503652039325
1739209595.1383877;-38.13080360867914
1739209595.1383944;-38.13080360867914
1739209595.1384013;-45.120503652039325
1739209595.138408;-38.13080360867914
1739209595.1384149;-38.13080360867914
1739209595.1384215;-38.13080360867914
1739209595.1384284;-45.120503652039325
1739209595.1384351;-45.120503652039325
1739209595.138442;-45.120503652039325
1739209595.138449;-38.13080360867914
1739209595.1384556;-45.120503652039325
1739209595.1384625;-38.13080360867914
1739209595.1384692;-38.13080360867914
1739209595.1384761;-38.13080360867914
1739209595.1384828;-38.13080360867914
1739209595.1384897;-38.13080360867914
1739209595.1384964;-45.120503652039325
1739209595.1385033;-45.120503652039325
1739209595.1385102;-45.120503652039325
1739209595.138517;-38.13080360867914
1739209595.1385238;-31.141103565318893
1739209595.1385305;-38.13080360867914
1739209595.1385374;-45.120503652039325
1739209595.138544;-33.981070128970906
1739209595.138551;-27.8777449560314
1739209595.138558;-38.13080360867914
1739209595.1385646;-45.120503652039325
1739209595.1385715;-38.13080360867914
1739209595.1385782;-45.120503652039325
1739209595.138585;-45.120503652039325
1739209595.1385918;-45.120503652039325
1739209595.1385987;-38.13080360867914
1739209595.1386054;-38.13080360867914
1739209595.1386123;-45.120503652039325
1739209595.1386192;-38.13080360867914
1739209595.1386259;-38.13080360867914
1739209595.1386328;-45.120503652039325
1739209595.1386395;-45.120503652039325
1739209595.1386464;-45.120503652039325
1739209595.138653;-45.120503652039325
1739209595.13866;-31.141103565318915
1739209595.1386669;-33.981070128970906
1739209595.1386735;-45.120503652039325
1739209595.1386805;-38.13080360867914
1739209595.1386871;-38.13080360867914
1739209595.138694;-32.816014438256545
1739209595.1387007;-32.816014438256545
1739209595.1387076;-38.13080360867914
1739209595.1387143;-45.120503652039325
1739209595.1387212;-38.13080360867914
1739209595.1387281;-38.13080360867914
1739209595.1387348;-45.120503652039325
1739209595.1387417;-38.13080360867914
1739209595.1387484;-38.13080360867914
1739209595.1387553;-45.120503652039325
1739209595.138762;-45.120503652039325
1739209595.138769;-45.120503652039325
1739209595.1387756;-45.120503652039325
1739209595.1387825;-45.120503652039325
1739209595.1387894;-45.120503652039325
1739209595.138796;-45.120503652039325
1739209595.138803;-45.120503652039325
1739209595.1388097;-45.120503652039325
1739209595.1388166;-45.120503652039325
1739209595.1388233;-33.981070128970906
1739209595.1388302;-30.49652367304973
1739209595.138837;-38.13080360867914
1739209595.1388438;-45.120503652039325
1739209595.1388507;-38.13080360867914
1739209595.1388574;-35.57807855764607
1739209595.1388643;-38.13080360867914
1739209595.138871;-33.981070128970906
1739209595.1388779;-38.13080360867914
1739209595.1388845;-35.57807855764607
1739209595.1388915;-38.13080360867914
1739209595.1388984;-33.981070128970906
1739209595.138905;-35.57807855764607
1739209595.138912;-38.13080360867914
1739209595.1389186;-45.120503652039325
1739209595.1389256;-38.13080360867914
1739209595.1389322;-30.49652367304973
1739209595.1389391;-33.981070128970906
1739209595.1389458;-45.120503652039325
1739209595.1389527;-38.13080360867914
1739209595.1389596;-35.57807855764607
1739209595.1389663;-38.13080360867914
1739209595.1389732;-45.120503652039325
1739209595.13898;-45.120503652039325
1739209595.1389868;-45.120503652039325
1739209595.1389935;-38.13080360867914
1739209595.1390004;-38.13080360867914
1739209595.1390073;-45.120503652039325
1739209595.139014;-45.120503652039325
1739209595.139021;-35.57807855764607
1739209595.1390276;-38.13080360867914
1739209595.1390345;-45.120503652039325
1739209595.1390412;-45.120503652039325
1739209595.139048;-45.120503652039325
1739209595.1390548;-38.13080360867914
1739209595.1390617;-38.13080360867914
1739209595.1390686;-38.13080360867914
1739209595.1390753;-45.120503652039325
1739209595.1390822;-45.120503652039325
1739209595.1390889;-45.120503652039325
1739209595.1390958;-38.13080360867914
1739209595.1391025;-33.981070128970906
1739209595.1391094;-45.120503652039325
1739209595.1391163;-38.13080360867914
1739209595.139123;-35.57807855764607
1739209595.1391299;-33.981070128970906
1739209595.1391366;-38.13080360867914
1739209595.1391435;-38.13080360867914
1739209595.1391501;-38.13080360867914
1739209595.139157;-38.13080360867914
1739209595.1391637;-45.120503652039325
1739209595.1391706;-38.13080360867914
1739209595.1391776;-45.120503652039325
1739209595.1391842;-45.120503652039325
1739209595.1391912;-45.120503652039325
1739209595.1391978;-45.120503652039325
1739209595.1392047;-45.120503652039325
1739209595.1392114;-38.13080360867914
1739209595.1392183;-35.57807855764607
1739209595.139225;-38.13080360867914
1739209595.139232;-38.13080360867914
1739209595.1392388;-38.13080360867914
1739209595.1392455;-45.120503652039325
1739209595.1392524;-45.120503652039325
1739209595.139259;-45.120503652039325
1739209595.139266;-38.13080360867914
1739209595.1392727;-38.13080360867914
1739209595.1392796;-45.120503652039325
1739209595.1392865;-38.13080360867914
1739209595.1392932;-38.13080360867914
1739209595.1393;-38.13080360867914
1739209595.1393068;-45.120503652039325
1739209595.1393137;-45.120503652039325
1739209595.1393204;-45.120503652039325
1739209595.1393273;-45.120503652039325
1739209595.139334;-33.981070128970906
1739209595.1393409;-35.57807855764607
1739209595.1393478;-38.13080360867914
1739209595.1393545;-38.13080360867914
1739209595.1393614;-38.13080360867914
1739209595.139368;-45.120503652039325
1739209595.139375;-32.816014438256545
1739209595.1393816;-29.438486411369333
1739209595.1393886;-45.120503652039325
1739209595.1393952;-45.120503652039325
1739209595.1394022;-35.57807855764607
1739209595.139409;-35.57807855764607
1739209595.1394157;-45.120503652039325
1739209595.1394227;-45.120503652039325
1739209595.1394293;-45.120503652039325
1739209595.1394362;-45.120503652039325
1739209595.139443;-45.120503652039325
1739209595.1394498;-32.816014438256545
1739209595.1394567;-45.120503652039325
1739209595.1394634;-45.120503652039325
1739209595.1394703;-33.981070128970906
1739209595.139477;-45.120503652039325
1739209595.139484;-38.13080360867914
1739209595.1394906;-45.120503652039325
1739209595.1394975;-45.120503652039325
1739209595.1395042;-38.13080360867914
1739209595.139511;-35.57807855764607
1739209595.139518;-38.13080360867914
1739209595.1395247;-45.120503652039325
1739209595.1395316;-45.120503652039325
1739209595.1395383;-38.13080360867914
1739209595.1395452;-26.991370085610736
1739209595.1395519;-45.120503652039325
1739209595.1395588;-45.120503652039325
1739209595.1395655;-45.120503652039325
1739209595.1395724;-45.120503652039325
1739209595.1395793;-45.120503652039325
1739209595.139586;-38.13080360867914
1739209595.139593;-45.120503652039325
1739209595.1395996;-38.13080360867914
1739209595.1396065;-38.13080360867914
1739209595.1396132;-45.120503652039325
1739209595.13962;-45.120503652039325
1739209595.139627;-45.120503652039325
1739209595.1396337;-38.13080360867914
1739209595.1396406;-45.120503652039325
1739209595.1396472;-38.13080360867914
1739209595.1396542;-29.438486411369333
1739209595.1396608;-33.981070128970906
1739209595.1396677;-32.816014438256545
1739209595.1396744;-38.13080360867914
1739209595.1396813;-35.57807855764607
1739209595.1396883;-45.120503652039325
1739209595.139695;-35.57807855764607
1739209595.1397018;-38.13080360867914
1739209595.1397085;-38.13080360867914
1739209595.1397154;-38.13080360867914
1739209595.139722;-38.13080360867914
1739209595.139729;-45.120503652039325
1739209595.139736;-45.120503652039325
1739209595.1397426;-45.120503652039325
1739209595.1397495;-45.120503652039325
1739209595.1397562;-38.13080360867914
1739209595.139763;-38.13080360867914
1739209595.1397698;-45.120503652039325
1739209595.1397767;-35.57807855764607
1739209595.1397834;-38.13080360867914
1739209595.1397903;-45.120503652039325
1739209595.1397972;-38.13080360867914
1739209595.139804;-35.57807855764607
1739209595.1398108;-38.13080360867914
1739209595.1398175;-29.438486411369333
1739209595.1398244;-45.120503652039325
1739209595.139831;-45.120503652039325
1739209595.139838;-38.13080360867914
1739209595.1398447;-45.120503652039325
1739209595.1398516;-45.120503652039325
1739209595.1398585;-45.120503652039325
1739209595.1398652;-38.13080360867914
1739209595.139872;-38.13080360867914
1739209595.1398787;-45.120503652039325
1739209595.1398857;-38.13080360867914
1739209595.1398923;-45.120503652039325
1739209595.1398993;-45.120503652039325
1739209595.1399062;-38.13080360867914
1739209595.1399128;-45.120503652039325
1739209595.1399198;-45.120503652039325
1739209595.1399264;-45.120503652039325
1739209595.1399333;-45.120503652039325
1739209595.13994;-45.120503652039325
1739209595.139947;-45.120503652039325
1739209595.1399536;-45.120503652039325
1739209595.1399605;-38.13080360867914
1739209595.1399674;-35.57807855764607
1739209595.139974;-45.120503652039325
1739209595.139981;-33.981070128970906
1739209595.1399877;-38.13080360867914
1739209595.1399946;-35.57807855764607
1739209595.1400013;-38.13080360867914
1739209595.1400082;-32.816014438256545
1739209595.140015;-33.981070128970906
1739209595.1400218;-45.120503652039325
1739209595.1400287;-38.13080360867914
1739209595.1400354;-45.120503652039325
1739209595.1400423;-45.120503652039325
1739209595.140049;-33.981070128970906
1739209595.140056;-38.13080360867914
1739209595.1400626;-45.120503652039325
1739209595.1400695;-45.120503652039325
1739209595.1400764;-38.13080360867914
1739209595.140083;-38.13080360867914
1739209595.14009;-32.816014438256545
1739209595.1400967;-38.13080360867914
1739209595.1401036;-45.120503652039325
1739209595.1401103;-38.13080360867914
1739209595.1401172;-38.13080360867914
1739209595.1401238;-45.120503652039325
1739209595.1401308;-45.120503652039325
1739209595.1401377;-38.13080360867914
1739209595.1401443;-45.120503652039325
1739209595.1401513;-33.981070128970906
1739209595.140158;-45.120503652039325
1739209595.1401649;-45.120503652039325
1739209595.1401715;-45.120503652039325
1739209595.1401784;-33.981070128970906
1739209595.1401854;-38.13080360867914
1739209595.140192;-45.120503652039325
1739209595.140199;-45.120503652039325
1739209595.1402056;-38.13080360867914
1739209595.1402125;-35.57807855764607
1739209595.1402192;-38.13080360867914
1739209595.1402261;-45.120503652039325
1739209595.1402328;-45.120503652039325
1739209595.1402397;-35.57807855764607
1739209595.1402466;-45.120503652039325
1739209595.1402533;-45.120503652039325
1739209595.1402602;-38.13080360867914
1739209595.140267;-35.57807855764607
1739209595.1402738;-45.120503652039325
1739209595.1402805;-45.120503652039325
1739209595.1402874;-38.13080360867914
1739209595.140294;-38.13080360867914
1739209595.140301;-35.57807855764607
1739209595.140308;-35.57807855764607
1739209595.1403146;-38.13080360867914
1739209595.1403215;-45.120503652039325
1739209595.1403282;-45.120503652039325
1739209595.140335;-45.120503652039325
1739209595.1403418;-45.120503652039325
1739209595.1403487;-45.120503652039325
1739209595.1403556;-45.120503652039325
1739209595.1403623;-45.120503652039325
1739209595.1403692;-38.13080360867914
1739209595.1403759;-45.120503652039325
1739209595.1403828;-38.13080360867914
1739209595.1403894;-45.120503652039325
1739209595.1403964;-38.13080360867914
1739209595.140403;-32.816014438256545
1739209595.14041;-38.13080360867914
1739209595.1404169;-45.120503652039325
1739209595.1404235;-31.141103565318915
1739209595.1404305;-38.13080360867914
1739209595.1404371;-38.13080360867914
1739209595.140444;-35.57807855764607
1739209595.1404507;-45.120503652039325
1739209595.1404576;-45.120503652039325
1739209595.1404643;-45.120503652039325
1739209595.1404712;-35.57807855764607
1739209595.1404781;-32.816014438256545
1739209595.1404848;-45.120503652039325
1739209595.1404917;-45.120503652039325
1739209595.1404984;-45.120503652039325
1739209595.1405053;-45.120503652039325
1739209595.140512;-45.120503652039325
1739209595.140519;-45.120503652039325
1739209595.1405258;-45.120503652039325
1739209595.1405325;-45.120503652039325
1739209595.1405394;-45.120503652039325
1739209595.140546;-45.120503652039325
1739209595.140553;-45.120503652039325
1739209595.1405597;-38.13080360867914
1739209595.1405666;-45.120503652039325
1739209595.1405733;-38.13080360867914
1739209595.1405802;-45.120503652039325
1739209595.140587;-31.141103565318915
1739209595.1405938;-33.981070128970906
1739209595.1406007;-45.120503652039325
1739209595.1406074;-38.13080360867914
1739209595.1406143;-38.13080360867914
1739209595.140621;-45.120503652039325
1739209595.1406279;-45.120503652039325
1739209595.1406348;-32.816014438256545
1739209595.1406415;-38.13080360867914
1739209595.1406484;-38.13080360867914
1739209595.140655;-35.57807855764607
1739209595.140662;-45.120503652039325
1739209595.1406686;-45.120503652039325
1739209595.1406755;-38.13080360867914
1739209595.1406822;-38.13080360867914
1739209595.1406891;-45.120503652039325
1739209595.140696;-33.981070128970906
1739209595.1407027;-31.141103565318893
1739209595.1407096;-38.13080360867914
1739209595.1407163;-45.120503652039325
1739209595.1407232;-45.120503652039325
1739209595.14073;-38.13080360867914
1739209595.1407368;-38.13080360867914
1739209595.1407435;-45.120503652039325
1739209595.1407504;-35.57807855764607
1739209595.1407573;-32.816014438256545
1739209595.140764;-45.120503652039325
1739209595.140771;-38.13080360867914
1739209595.1407776;-33.981070128970906
1739209595.1407845;-45.120503652039325
1739209595.1407912;-45.120503652039325
1739209595.140798;-32.816014438256545
1739209595.140805;-45.120503652039325
1739209595.1408117;-45.120503652039325
1739209595.1408186;-33.981070128970906
1739209595.1408253;-32.816014438256545
1739209595.1408322;-38.13080360867914
1739209595.1408389;-35.57807855764607
1739209595.1408458;-38.13080360867914
1739209595.1408525;-38.13080360867914
1739209595.1408594;-38.13080360867914
1739209595.1408663;-38.13080360867914
1739209595.140873;-38.13080360867914
1739209595.1408799;-45.120503652039325
1739209595.1408865;-45.120503652039325
1739209595.1408935;-45.120503652039325
1739209595.1409001;-38.13080360867914
1739209595.140907;-45.120503652039325
1739209595.1409137;-45.120503652039325
1739209595.1409206;-38.13080360867914
1739209595.1409276;-38.13080360867914
1739209595.1409342;-45.120503652039325
1739209595.1409411;-38.13080360867914
1739209595.1409478;-38.13080360867914
1739209595.1409547;-38.13080360867914
1739209595.1409614;-38.13080360867914
1739209595.1409683;-45.120503652039325
1739209595.1409752;-31.141103565318915
1739209595.140982;-35.57807855764607
1739209595.1409888;-35.57807855764607
1739209595.1409955;-38.13080360867914
1739209595.1410024;-45.120503652039325
1739209595.141009;-35.57807855764607
1739209595.141016;-38.13080360867914
1739209595.1410227;-38.13080360867914
1739209595.1410296;-45.120503652039325
1739209595.1410365;-38.13080360867914
1739209595.1410432;-38.13080360867914
1739209595.14105;-45.120503652039325
1739209595.1410568;-45.120503652039325
1739209595.1410637;-45.120503652039325
1739209595.1410704;-45.120503652039325
1739209595.1410773;-45.120503652039325
1739209595.1410842;-45.120503652039325
1739209595.1410909;-38.13080360867914
1739209595.1410978;-45.120503652039325
1739209595.1411045;-45.120503652039325
1739209595.1411114;-32.816014438256545
1739209595.141118;-35.57807855764607
1739209595.141125;-38.13080360867914
1739209595.1411316;-45.120503652039325
1739209595.1411386;-28.58837851428586
1739209595.1411455;-31.141103565318915
1739209595.1411521;-45.120503652039325
1739209595.141159;-45.120503652039325
1739209595.1411657;-45.120503652039325
1739209595.1411726;-45.120503652039325
1739209595.1411793;-38.13080360867914
1739209595.1411862;-38.13080360867914
1739209595.141193;-33.981070128970956
