CAN Message; 0x39:0f323b8982d291a1
Timestamp;Amplitude
1739209799.1650534;-45.120503652039325
1739209799.165056;-45.120503652039325
1739209799.1650586;-38.13080360867914
1739209799.1650612;-38.13080360867914
1739209799.1650639;-35.57807855764607
1739209799.1650665;-35.57807855764607
1739209799.165069;-45.120503652039325
1739209799.1650717;-35.57807855764607
1739209799.1650743;-45.120503652039325
1739209799.165077;-45.120503652039325
1739209799.1650794;-33.981070128970906
1739209799.165082;-38.13080360867914
1739209799.1650846;-38.13080360867914
1739209799.1650872;-45.120503652039325
1739209799.1650898;-38.13080360867914
1739209799.1650925;-35.57807855764607
1739209799.165095;-38.13080360867914
1739209799.1650977;-38.13080360867914
1739209799.1651003;-38.13080360867914
1739209799.165103;-32.816014438256545
1739209799.1651053;-35.57807855764607
1739209799.165108;-45.120503652039325
1739209799.1651106;-33.981070128970906
1739209799.1651132;-35.57807855764607
1739209799.1651158;-38.13080360867914
1739209799.1651185;-45.120503652039325
1739209799.165121;-33.981070128970906
1739209799.1651237;-33.981070128970906
1739209799.1651263;-30.49652367304973
1739209799.165129;-31.141103565318915
1739209799.1651313;-38.13080360867914
1739209799.165134;-35.57807855764607
1739209799.1651366;-38.13080360867914
1739209799.1651392;-38.13080360867914
1739209799.1651418;-45.120503652039325
1739209799.1651444;-38.13080360867914
1739209799.165147;-45.120503652039325
1739209799.1651497;-38.13080360867914
1739209799.1651523;-33.981070128970906
1739209799.165155;-45.120503652039325
1739209799.1651573;-45.120503652039325
1739209799.16516;-45.120503652039325
1739209799.1651626;-45.120503652039325
1739209799.1651652;-45.120503652039325
1739209799.1651678;-32.816014438256545
1739209799.1651704;-32.816014438256545
1739209799.165173;-45.120503652039325
1739209799.1651757;-45.120503652039325
1739209799.1651783;-38.13080360867914
1739209799.165181;-35.57807855764607
1739209799.1651833;-45.120503652039325
1739209799.165186;-38.13080360867914
1739209799.1651886;-45.120503652039325
1739209799.1651912;-32.816014438256545
1739209799.1651938;-38.13080360867914
1739209799.1651964;-45.120503652039325
1739209799.165199;-45.120503652039325
1739209799.1652017;-45.120503652039325
1739209799.1652043;-45.120503652039325
1739209799.165207;-45.120503652039325
1739209799.1652093;-45.120503652039325
1739209799.165212;-45.120503652039325
1739209799.1652145;-38.13080360867914
1739209799.1652172;-45.120503652039325
1739209799.1652198;-45.120503652039325
1739209799.1652224;-45.120503652039325
1739209799.165225;-33.981070128970906
1739209799.1652277;-45.120503652039325
1739209799.1652303;-32.816014438256545
1739209799.165233;-26.991370085610736
1739209799.1652353;-38.13080360867914
1739209799.165238;-35.57807855764607
1739209799.1652405;-35.57807855764607
1739209799.1652431;-38.13080360867914
1739209799.1652458;-38.13080360867914
1739209799.1652484;-35.57807855764607
1739209799.165251;-45.120503652039325
1739209799.1652536;-45.120503652039325
1739209799.1652563;-45.120503652039325
1739209799.165259;-45.120503652039325
1739209799.1652613;-45.120503652039325
1739209799.165264;-32.816014438256545
1739209799.1652665;-38.13080360867914
1739209799.1652691;-45.120503652039325
1739209799.1652718;-45.120503652039325
1739209799.1652744;-45.120503652039325
1739209799.165277;-38.13080360867914
1739209799.1652796;-45.120503652039325
1739209799.1652822;-45.120503652039325
1739209799.1652849;-45.120503652039325
1739209799.1652873;-38.13080360867914
1739209799.1652899;-45.120503652039325
1739209799.1652925;-33.981070128970906
1739209799.1652951;-31.141103565318893
1739209799.1652977;-38.13080360867914
1739209799.1653004;-45.120503652039325
1739209799.165303;-38.13080360867914
1739209799.1653056;-35.57807855764607
1739209799.1653082;-38.13080360867914
1739209799.1653109;-45.120503652039325
1739209799.1653132;-45.120503652039325
1739209799.1653159;-45.120503652039325
1739209799.1653185;-38.13080360867914
1739209799.165321;-35.57807855764607
1739209799.1653237;-38.13080360867914
1739209799.1653264;-45.120503652039325
1739209799.165329;-33.981070128970906
1739209799.1653316;-45.120503652039325
1739209799.1653342;-38.13080360867914
1739209799.1653368;-32.816014438256545
1739209799.1653392;-38.13080360867914
1739209799.1653419;-45.120503652039325
1739209799.1653445;-45.120503652039325
1739209799.165347;-45.120503652039325
1739209799.1653497;-38.13080360867914
1739209799.1653523;-45.120503652039325
1739209799.165355;-38.13080360867914
1739209799.1653576;-45.120503652039325
1739209799.1653602;-45.120503652039325
1739209799.1653628;-38.13080360867914
1739209799.1653652;-45.120503652039325
1739209799.1653678;-45.120503652039325
1739209799.1653705;-38.13080360867914
1739209799.165373;-35.57807855764607
1739209799.1653757;-38.13080360867914
1739209799.1653783;-45.120503652039325
1739209799.165381;-45.120503652039325
1739209799.1653836;-38.13080360867914
1739209799.1653862;-33.981070128970906
1739209799.1653888;-45.120503652039325
1739209799.1653912;-45.120503652039325
1739209799.1653938;-35.57807855764607
1739209799.1653965;-45.120503652039325
1739209799.165399;-45.120503652039325
1739209799.1654017;-33.981070128970906
1739209799.1654043;-45.120503652039325
1739209799.165407;-45.120503652039325
1739209799.1654096;-38.13080360867914
1739209799.1654122;-38.13080360867914
1739209799.1654148;-45.120503652039325
1739209799.1654172;-45.120503652039325
1739209799.1654198;-45.120503652039325
1739209799.1654224;-38.13080360867914
1739209799.165425;-45.120503652039325
1739209799.1654277;-45.120503652039325
1739209799.1654303;-45.120503652039325
1739209799.165433;-38.13080360867914
1739209799.1654356;-38.13080360867914
1739209799.1654382;-45.120503652039325
1739209799.1654408;-45.120503652039325
1739209799.1654432;-33.981070128970906
1739209799.1654458;-35.57807855764607
1739209799.1654484;-45.120503652039325
1739209799.165451;-45.120503652039325
1739209799.1654537;-33.981070128970906
1739209799.1654563;-38.13080360867914
1739209799.165459;-38.13080360867914
1739209799.1654615;-45.120503652039325
1739209799.1654642;-38.13080360867914
1739209799.1654668;-45.120503652039325
1739209799.1654692;-38.13080360867914
1739209799.1654718;-38.13080360867914
1739209799.1654744;-45.120503652039325
1739209799.165477;-45.120503652039325
1739209799.1654797;-45.120503652039325
1739209799.1654823;-38.13080360867914
1739209799.165485;-33.981070128970906
1739209799.1654875;-45.120503652039325
1739209799.167598;-45.120503652039325
1739209799.1676006;-38.13080360867914
1739209799.1676035;-35.57807855764607
1739209799.1676064;-45.120503652039325
1739209799.167609;-45.120503652039325
1739209799.1676118;-45.120503652039325
1739209799.1676147;-45.120503652039325
1739209799.1676173;-45.120503652039325
1739209799.1676202;-45.120503652039325
1739209799.167623;-45.120503652039325
1739209799.1676257;-45.120503652039325
1739209799.1676285;-38.13080360867914
1739209799.1676311;-26.035653463252796
1739209799.167634;-45.120503652039325
1739209799.1676369;-45.120503652039325
1739209799.1676395;-45.120503652039325
1739209799.1676424;-38.13080360867914
1739209799.1676452;-35.57807855764607
1739209799.1676478;-35.57807855764607
1739209799.1676507;-33.981070128970906
1739209799.1676536;-45.120503652039325
1739209799.1676562;-38.13080360867914
1739209799.167659;-45.120503652039325
1739209799.167662;-45.120503652039325
1739209799.1676645;-45.120503652039325
1739209799.1676674;-45.120503652039325
1739209799.1676702;-45.120503652039325
1739209799.1676729;-38.13080360867914
1739209799.1676757;-28.21854285175415
1739209799.1676786;-45.120503652039325
1739209799.1676812;-45.120503652039325
1739209799.167684;-45.120503652039325
1739209799.167687;-45.120503652039325
1739209799.1676896;-45.120503652039325
1739209799.1676924;-45.120503652039325
1739209799.1676953;-33.981070128970906
1739209799.167698;-38.13080360867914
1739209799.1677008;-45.120503652039325
1739209799.1677034;-45.120503652039325
1739209799.1677063;-45.120503652039325
1739209799.167709;-38.13080360867914
1739209799.1677117;-38.13080360867914
1739209799.1677146;-45.120503652039325
1739209799.1677175;-38.13080360867914
1739209799.16772;-32.816014438256545
1739209799.167723;-38.13080360867914
1739209799.1677258;-45.120503652039325
1739209799.1677284;-38.13080360867914
1739209799.1677313;-38.13080360867914
1739209799.1677341;-45.120503652039325
1739209799.1677368;-38.13080360867914
1739209799.1677396;-45.120503652039325
1739209799.1677425;-28.58837851428586
1739209799.167745;-33.981070128970906
1739209799.167748;-45.120503652039325
1739209799.1677508;-45.120503652039325
1739209799.1677535;-32.816014438256545
1739209799.1677563;-35.57807855764607
1739209799.1677592;-45.120503652039325
1739209799.1677618;-38.13080360867914
1739209799.1677647;-33.981070128970956
1739209799.1677675;-45.120503652039325
1739209799.1677701;-38.13080360867914
1739209799.167773;-38.13080360867914
1739209799.1677756;-38.13080360867914
1739209799.1677785;-38.13080360867914
1739209799.1677814;-45.120503652039325
1739209799.167784;-45.120503652039325
1739209799.1677868;-28.58837851428586
1739209799.1677897;-33.981070128970906
1739209799.1677923;-35.57807855764607
1739209799.1677952;-45.120503652039325
1739209799.167798;-45.120503652039325
1739209799.1678007;-38.13080360867914
1739209799.1678035;-45.120503652039325
1739209799.1678064;-45.120503652039325
1739209799.167809;-45.120503652039325
1739209799.1678119;-45.120503652039325
1739209799.1678147;-38.13080360867914
1739209799.1678174;-38.13080360867914
1739209799.1678202;-45.120503652039325
1739209799.167823;-38.13080360867914
1739209799.1678257;-35.57807855764607
1739209799.1678286;-45.120503652039325
1739209799.1678314;-45.120503652039325
1739209799.167834;-45.120503652039325
1739209799.167837;-45.120503652039325
1739209799.1678395;-45.120503652039325
1739209799.1678424;-45.120503652039325
1739209799.1678452;-45.120503652039325
1739209799.1678479;-38.13080360867914
1739209799.1678507;-45.120503652039325
1739209799.1678536;-45.120503652039325
1739209799.1678562;-33.981070128970906
1739209799.167859;-38.13080360867914
1739209799.167862;-45.120503652039325
1739209799.1678646;-33.981070128970906
1739209799.1678674;-35.57807855764607
1739209799.1678703;-45.120503652039325
1739209799.167873;-38.13080360867914
1739209799.1678758;-45.120503652039325
1739209799.1678786;-45.120503652039325
1739209799.1678813;-38.13080360867914
1739209799.167884;-45.120503652039325
1739209799.167887;-45.120503652039325
1739209799.1678896;-45.120503652039325
1739209799.1678925;-38.13080360867914
1739209799.1678953;-38.13080360867914
1739209799.167898;-33.981070128970906
1739209799.1679008;-32.816014438256545
1739209799.1679037;-38.13080360867914
1739209799.1679063;-38.13080360867914
1739209799.1679091;-45.120503652039325
1739209799.1679118;-45.120503652039325
1739209799.1679146;-45.120503652039325
1739209799.1679175;-38.13080360867914
1739209799.16792;-35.57807855764607
1739209799.167923;-45.120503652039325
1739209799.1679258;-38.13080360867914
1739209799.1679285;-45.120503652039325
1739209799.1679313;-38.13080360867914
1739209799.1679342;-33.981070128970906
1739209799.1679368;-38.13080360867914
1739209799.1679397;-38.13080360867914
1739209799.1679425;-45.120503652039325
1739209799.1679451;-45.120503652039325
1739209799.167948;-38.13080360867914
1739209799.1679509;-38.13080360867914
1739209799.1679535;-45.120503652039325
1739209799.1679564;-38.13080360867914
1739209799.1679592;-38.13080360867914
1739209799.1679618;-38.13080360867914
1739209799.1679647;-45.120503652039325
1739209799.1679676;-38.13080360867914
1739209799.1679702;-38.13080360867914
1739209799.167973;-45.120503652039325
1739209799.167976;-45.120503652039325
1739209799.1679785;-32.816014438256545
1739209799.1679814;-33.981070128970906
1739209799.167984;-45.120503652039325
1739209799.1679869;-45.120503652039325
1739209799.1679897;-45.120503652039325
1739209799.1679924;-45.120503652039325
1739209799.1679952;-33.981070128970906
1739209799.167998;-32.816014438256545
1739209799.1680007;-45.120503652039325
1739209799.1680036;-45.120503652039325
1739209799.1680064;-38.13080360867914
1739209799.168009;-38.13080360867914
1739209799.168012;-35.57807855764607
1739209799.1680148;-35.57807855764607
1739209799.1680174;-38.13080360867914
1739209799.1680202;-38.13080360867914
1739209799.168023;-35.57807855764607
1739209799.1680257;-38.13080360867914
1739209799.1680286;-38.13080360867914
1739209799.1680315;-35.57807855764607
1739209799.168034;-38.13080360867914
1739209799.168037;-38.13080360867914
1739209799.1680398;-38.13080360867914
1739209799.1680424;-35.57807855764607
1739209799.1680453;-38.13080360867914
1739209799.168048;-45.120503652039325
1739209799.1680508;-45.120503652039325
1739209799.1680536;-38.13080360867914
1739209799.1680562;-45.120503652039325
1739209799.168059;-45.120503652039325
1739209799.168062;-38.13080360867914
1739209799.1680646;-35.57807855764607
1739209799.1680675;-38.13080360867914
1739209799.1680703;-38.13080360867914
1739209799.168073;-38.13080360867914
1739209799.1680758;-38.13080360867914
1739209799.1680787;-32.816014438256545
1739209799.1680813;-28.58837851428586
1739209799.1680841;-38.13080360867914
1739209799.168087;-35.57807855764607
1739209799.1680896;-38.13080360867914
1739209799.1680925;-32.816014438256545
1739209799.1680954;-45.120503652039325
1739209799.168098;-45.120503652039325
1739209799.1681008;-45.120503652039325
1739209799.1681037;-38.13080360867914
1739209799.1681063;-33.981070128970906
1739209799.1681092;-38.13080360867914
1739209799.168112;-38.13080360867914
1739209799.1681147;-45.120503652039325
1739209799.1681175;-35.57807855764607
1739209799.1681201;-45.120503652039325
1739209799.168123;-33.981070128970906
1739209799.1681259;-29.438486411369333
1739209799.1681285;-45.120503652039325
1739209799.1681314;-45.120503652039325
1739209799.1681342;-35.57807855764607
1739209799.1681368;-35.57807855764607
1739209799.1681397;-38.13080360867914
1739209799.1681426;-45.120503652039325
1739209799.1681452;-33.981070128970906
1739209799.168148;-33.981070128970906
1739209799.168151;-45.120503652039325
1739209799.1681535;-45.120503652039325
1739209799.1681564;-35.57807855764607
1739209799.1681592;-38.13080360867914
1739209799.1681619;-45.120503652039325
1739209799.1681647;-45.120503652039325
1739209799.1681676;-45.120503652039325
1739209799.1681702;-38.13080360867914
1739209799.168173;-45.120503652039325
1739209799.168176;-45.120503652039325
1739209799.1681786;-45.120503652039325
1739209799.1681814;-45.120503652039325
1739209799.1681843;-38.13080360867914
1739209799.168187;-45.120503652039325
1739209799.1681898;-35.57807855764607
1739209799.1681924;-26.991370085610736
1739209799.1681952;-38.13080360867914
1739209799.168198;-45.120503652039325
1739209799.1682007;-38.13080360867914
1739209799.1682036;-45.120503652039325
1739209799.1682065;-38.13080360867914
1739209799.168209;-31.141103565318893
1739209799.168212;-38.13080360867914
1739209799.1682148;-45.120503652039325
1739209799.1682174;-45.120503652039325
1739209799.1682203;-45.120503652039325
1739209799.1682231;-45.120503652039325
1739209799.1682258;-38.13080360867914
1739209799.1682286;-38.13080360867914
1739209799.1682315;-45.120503652039325
1739209799.168234;-38.13080360867914
1739209799.168237;-32.816014438256545
1739209799.1682398;-38.13080360867914
1739209799.1682425;-35.57807855764607
1739209799.1682453;-38.13080360867914
1739209799.1682482;-45.120503652039325
1739209799.1682508;-33.981070128970906
1739209799.1682537;-32.816014438256545
1739209799.1682563;-45.120503652039325
1739209799.1682591;-38.13080360867914
1739209799.168262;-35.57807855764607
1739209799.1682646;-35.57807855764607
1739209799.1682675;-38.13080360867914
1739209799.1682703;-38.13080360867914
1739209799.168273;-38.13080360867914
1739209799.1682758;-35.57807855764607
1739209799.1682787;-38.13080360867914
1739209799.1682813;-45.120503652039325
1739209799.1682842;-45.120503652039325
1739209799.168287;-35.57807855764607
1739209799.1682897;-33.981070128970906
1739209799.1682925;-45.120503652039325
1739209799.1682954;-38.13080360867914
1739209799.168298;-38.13080360867914
1739209799.1683009;-38.13080360867914
1739209799.1683037;-32.816014438256545
1739209799.1683064;-45.120503652039325
1739209799.1683092;-45.120503652039325
1739209799.168312;-38.13080360867914
1739209799.1683147;-45.120503652039325
1739209799.1683176;-38.13080360867914
1739209799.1683204;-33.981070128970906
1739209799.168323;-35.57807855764607
1739209799.168326;-45.120503652039325
1739209799.1683285;-38.13080360867914
1739209799.1683314;-35.57807855764607
1739209799.1683342;-38.13080360867914
1739209799.1683369;-35.57807855764607
1739209799.1683397;-38.13080360867914
1739209799.1683426;-38.13080360867914
1739209799.1683452;-38.13080360867914
1739209799.168348;-38.13080360867914
1739209799.168351;-33.981070128970906
1739209799.1683536;-45.120503652039325
1739209799.1683564;-33.981070128970906
1739209799.1683593;-38.13080360867914
1739209799.168362;-45.120503652039325
1739209799.1683648;-45.120503652039325
1739209799.1683676;-38.13080360867914
1739209799.1683702;-32.816014438256545
1739209799.168373;-33.981070128970906
1739209799.168376;-38.13080360867914
1739209799.1683786;-38.13080360867914
1739209799.1683815;-32.816014438256545
1739209799.1683843;-33.981070128970906
1739209799.168387;-45.120503652039325
1739209799.1683898;-38.13080360867914
1739209799.1683927;-45.120503652039325
1739209799.1683953;-38.13080360867914
1739209799.1683981;-45.120503652039325
1739209799.1684008;-33.981070128970906
1739209799.1684036;-35.57807855764607
1739209799.1684065;-38.13080360867914
1739209799.168409;-45.120503652039325
1739209799.168412;-38.13080360867914
1739209799.1684148;-32.816014438256545
1739209799.1684175;-45.120503652039325
1739209799.1684203;-35.57807855764607
1739209799.1684232;-38.13080360867914
1739209799.1684258;-45.120503652039325
1739209799.1684287;-33.981070128970906
1739209799.1684315;-35.57807855764607
1739209799.1684341;-45.120503652039325
1739209799.168437;-45.120503652039325
1739209799.1684399;-38.13080360867914
1739209799.1684425;-38.13080360867914
1739209799.1684453;-45.120503652039325
1739209799.1684482;-45.120503652039325
1739209799.1684508;-35.57807855764607
1739209799.1684537;-38.13080360867914
1739209799.1684566;-45.120503652039325
1739209799.1684592;-45.120503652039325
1739209799.168462;-38.13080360867914
1739209799.1684647;-38.13080360867914
1739209799.1684675;-45.120503652039325
1739209799.1684704;-45.120503652039325
1739209799.168473;-45.120503652039325
1739209799.1684759;-38.13080360867914
1739209799.1684787;-38.13080360867914
1739209799.1684813;-45.120503652039325
1739209799.1684842;-25.826314394896357
1739209799.168487;-31.141103565318915
1739209799.1684897;-45.120503652039325
1739209799.1684926;-45.120503652039325
1739209799.1684954;-33.981070128970906
1739209799.168498;-35.57807855764607
1739209799.168501;-38.13080360867914
1739209799.1685038;-45.120503652039325
1739209799.1685064;-35.57807855764607
1739209799.1685092;-38.13080360867914
1739209799.168512;-38.13080360867914
1739209799.1685147;-45.120503652039325
1739209799.1685176;-45.120503652039325
1739209799.1685205;-38.13080360867914
1739209799.168523;-35.57807855764607
1739209799.168526;-45.120503652039325
1739209799.1685288;-28.992665084841942
1739209799.1685314;-32.816014438256545
1739209799.1685343;-38.13080360867914
1739209799.168537;-45.120503652039325
1739209799.1685398;-33.981070128970906
1739209799.1685426;-45.120503652039325
1739209799.1685452;-45.120503652039325
1739209799.168548;-38.13080360867914
1739209799.168551;-45.120503652039325
1739209799.1685536;-38.13080360867914
1739209799.1685565;-38.13080360867914
1739209799.1685593;-38.13080360867914
1739209799.168562;-45.120503652039325
1739209799.1685648;-38.13080360867914
1739209799.1685677;-38.13080360867914
1739209799.1685703;-38.13080360867914
1739209799.1685731;-38.13080360867914
1739209799.168576;-35.57807855764607
1739209799.1685786;-38.13080360867914
1739209799.1685815;-45.120503652039325
1739209799.1685843;-38.13080360867914
1739209799.168587;-35.57807855764607
1739209799.1685898;-38.13080360867914
1739209799.1685927;-45.120503652039325
1739209799.1685953;-38.13080360867914
1739209799.1685982;-35.57807855764607
1739209799.168601;-45.120503652039325
1739209799.1686037;-45.120503652039325
1739209799.1686065;-45.120503652039325
1739209799.1686091;-35.57807855764607
1739209799.168612;-38.13080360867914
1739209799.1686149;-35.57807855764607
1739209799.1686175;-45.120503652039325
1739209799.1686203;-45.120503652039325
1739209799.1686232;-38.13080360867914
1739209799.1686258;-45.120503652039325
1739209799.1686287;-45.120503652039325
1739209799.1686316;-45.120503652039325
1739209799.1686342;-35.57807855764607
1739209799.168637;-38.13080360867914
1739209799.16864;-35.57807855764607
1739209799.1686425;-30.49652367304973
1739209799.1686454;-45.120503652039325
1739209799.1686482;-45.120503652039325
1739209799.1686509;-38.13080360867914
1739209799.1686537;-38.13080360867914
1739209799.1686566;-45.120503652039325
1739209799.1686592;-32.816014438256545
1739209799.168662;-45.120503652039325
1739209799.168665;-45.120503652039325
1739209799.1686676;-35.57807855764607
1739209799.1686704;-45.120503652039325
1739209799.168673;-38.13080360867914
1739209799.168676;-35.57807855764607
1739209799.1686788;-38.13080360867914
1739209799.1686814;-45.120503652039325
1739209799.1686842;-38.13080360867914
1739209799.168687;-45.120503652039325
1739209799.1686897;-38.13080360867914
1739209799.1686926;-38.13080360867914
1739209799.1686954;-38.13080360867914
1739209799.168698;-38.13080360867914
1739209799.168701;-38.13080360867914
1739209799.1687038;-38.13080360867914
1739209799.1687064;-45.120503652039325
1739209799.1687093;-35.57807855764607
1739209799.1687121;-38.13080360867914
1739209799.1687148;-38.13080360867914
1739209799.1687176;-38.13080360867914
1739209799.1687205;-32.816014438256545
1739209799.168723;-45.120503652039325
1739209799.168726;-45.120503652039325
1739209799.1687288;-38.13080360867914
1739209799.1687315;-45.120503652039325
1739209799.1687343;-38.13080360867914
1739209799.1687372;-45.120503652039325
1739209799.1687398;-45.120503652039325
1739209799.1687427;-45.120503652039325
1739209799.1687453;-33.981070128970906
1739209799.1687481;-45.120503652039325
1739209799.168751;-33.981070128970906
1739209799.1687536;-29.438486411369333
1739209799.1687565;-45.120503652039325
1739209799.1687593;-45.120503652039325
1739209799.168762;-38.13080360867914
1739209799.1687648;-38.13080360867914
1739209799.1687677;-45.120503652039325
1739209799.1687703;-45.120503652039325
1739209799.1687732;-38.13080360867914
1739209799.168776;-38.13080360867914
1739209799.1687787;-38.13080360867914
1739209799.1687815;-45.120503652039325
1739209799.1687844;-38.13080360867914
1739209799.168787;-45.120503652039325
1739209799.1687899;-45.120503652039325
1739209799.1687927;-45.120503652039325
1739209799.1687953;-45.120503652039325
1739209799.1687982;-33.981070128970906
1739209799.168801;-38.13080360867914
1739209799.1688037;-45.120503652039325
1739209799.1688066;-38.13080360867914
1739209799.1688094;-45.120503652039325
1739209799.168812;-45.120503652039325
1739209799.168815;-45.120503652039325
1739209799.1688175;-38.13080360867914
1739209799.1688204;-38.13080360867914
1739209799.1688232;-38.13080360867914
1739209799.1688259;-38.13080360867914
1739209799.1688287;-45.120503652039325
1739209799.1688316;-45.120503652039325
1739209799.1688342;-33.981070128970906
1739209799.168837;-45.120503652039325
1739209799.16884;-45.120503652039325
1739209799.1688426;-45.120503652039325
1739209799.1688454;-33.981070128970906
1739209799.1688483;-32.816014438256545
1739209799.168851;-38.13080360867914
1739209799.1688538;-45.120503652039325
1739209799.1688566;-45.120503652039325
1739209799.1688592;-45.120503652039325
1739209799.168862;-45.120503652039325
1739209799.168865;-38.13080360867914
1739209799.1688676;-38.13080360867914
1739209799.1688704;-38.13080360867914
1739209799.1688733;-33.981070128970906
1739209799.168876;-38.13080360867914
1739209799.1688788;-45.120503652039325
1739209799.1688814;-45.120503652039325
1739209799.1688843;-45.120503652039325
1739209799.1688871;-45.120503652039325
1739209799.1688898;-45.120503652039325
1739209799.1688926;-38.13080360867914
1739209799.1688955;-35.57807855764607
1739209799.168898;-32.816014438256545
1739209799.168901;-33.981070128970906
1739209799.1689038;-45.120503652039325
1739209799.1689065;-45.120503652039325
1739209799.1689093;-45.120503652039325
1739209799.1689122;-38.13080360867914
1739209799.1689148;-45.120503652039325
1739209799.1689177;-38.13080360867914
1739209799.1689205;-38.13080360867914
1739209799.1689231;-45.120503652039325
1739209799.168926;-45.120503652039325
1739209799.1689289;-38.13080360867914
1739209799.1689315;-35.57807855764607
1739209799.1689343;-31.141103565318915
1739209799.1689372;-45.120503652039325
1739209799.1689398;-33.981070128970906
1739209799.1689427;-35.57807855764607
1739209799.1689456;-38.13080360867914
1739209799.1689482;-45.120503652039325
1739209799.168951;-38.13080360867914
1739209799.1689537;-35.57807855764607
1739209799.1689565;-29.438486411369347
1739209799.1689594;-45.120503652039325
1739209799.168962;-38.13080360867914
1739209799.1689649;-38.13080360867914
1739209799.1689677;-45.120503652039325
1739209799.1689703;-45.120503652039325
1739209799.1689732;-38.13080360867914
1739209799.168976;-38.13080360867914
1739209799.1689787;-31.141103565318915
1739209799.1689816;-45.120503652039325
1739209799.1689844;-38.13080360867914
1739209799.168987;-38.13080360867914
1739209799.16899;-38.13080360867914
1739209799.1689928;-38.13080360867914
1739209799.1689954;-45.120503652039325
1739209799.1689982;-45.120503652039325
1739209799.169001;-45.120503652039325
1739209799.1690037;-38.13080360867914
1739209799.1690066;-38.13080360867914
1739209799.1690094;-45.120503652039325
1739209799.169012;-38.13080360867914
1739209799.169015;-35.57807855764607
1739209799.1690178;-38.13080360867914
1739209799.1690204;-38.13080360867914
1739209799.1690233;-45.120503652039325
1739209799.169026;-38.13080360867914
1739209799.1690288;-38.13080360867914
1739209799.1690316;-45.120503652039325
1739209799.1690342;-45.120503652039325
1739209799.169037;-45.120503652039325
1739209799.16904;-38.13080360867914
1739209799.1690426;-45.120503652039325
1739209799.1690454;-31.141103565318915
1739209799.1690483;-32.816014438256545
1739209799.169051;-38.13080360867914
1739209799.1690538;-45.120503652039325
1739209799.1690567;-33.981070128970906
1739209799.1690593;-45.120503652039325
1739209799.1690621;-38.13080360867914
1739209799.169065;-38.13080360867914
1739209799.1690676;-35.57807855764607
1739209799.1690705;-45.120503652039325
1739209799.1690733;-33.981070128970906
1739209799.169076;-35.57807855764607
1739209799.1690788;-38.13080360867914
1739209799.1690817;-38.13080360867914
1739209799.1690843;-38.13080360867914
1739209799.1690872;-38.13080360867914
1739209799.1690898;-30.49652367304973
1739209799.1690927;-30.49652367304973
1739209799.1690955;-45.120503652039325
1739209799.1690981;-32.816014438256545
1739209799.169101;-33.981070128970906
1739209799.1691039;-45.120503652039325
1739209799.1691065;-45.120503652039325
1739209799.1691093;-38.13080360867914
1739209799.1691122;-45.120503652039325
1739209799.1691148;-45.120503652039325
1739209799.1691177;-38.13080360867914
1739209799.1691206;-45.120503652039325
1739209799.1691232;-38.13080360867914
1739209799.169126;-45.120503652039325
1739209799.169129;-38.13080360867914
1739209799.1691315;-38.13080360867914
1739209799.1691344;-45.120503652039325
1739209799.1691372;-45.120503652039325
1739209799.1691399;-45.120503652039325
1739209799.1691427;-45.120503652039325
1739209799.1691456;-45.120503652039325
1739209799.1691482;-45.120503652039325
1739209799.169151;-33.981070128970906
1739209799.169154;-35.57807855764607
1739209799.1691566;-38.13080360867914
1739209799.1691594;-45.120503652039325
1739209799.169162;-45.120503652039325
1739209799.169165;-38.13080360867914
1739209799.1691678;-38.13080360867914
1739209799.1691704;-45.120503652039325
1739209799.1691732;-45.120503652039325
1739209799.169176;-31.141103565318893
1739209799.1691787;-45.120503652039325
1739209799.1691816;-45.120503652039325
1739209799.1691844;-38.13080360867914
1739209799.169187;-32.816014438256545
1739209799.16919;-33.981070128970906
1739209799.1691928;-38.13080360867914
1739209799.1691954;-35.57807855764607
1739209799.1691983;-38.13080360867914
1739209799.1692011;-45.120503652039325
1739209799.1692038;-45.120503652039325
1739209799.1692066;-45.120503652039325
1739209799.1692095;-32.816014438256545
1739209799.169212;-45.120503652039325
1739209799.169215;-45.120503652039325
1739209799.1692178;-38.13080360867914
1739209799.1692204;-38.13080360867914
1739209799.1692233;-45.120503652039325
1739209799.169226;-45.120503652039325
1739209799.1692288;-45.120503652039325
1739209799.1692317;-45.120503652039325
1739209799.1692343;-38.13080360867914
1739209799.1692371;-38.13080360867914
1739209799.16924;-45.120503652039325
1739209799.1692426;-38.13080360867914
1739209799.1692455;-45.120503652039325
1739209799.1692483;-33.981070128970906
1739209799.169251;-35.57807855764607
1739209799.1692538;-45.120503652039325
1739209799.1692567;-38.13080360867914
1739209799.1692593;-38.13080360867914
1739209799.1692622;-38.13080360867914
1739209799.169265;-38.13080360867914
1739209799.1692677;-33.981070128970906
1739209799.1692705;-38.13080360867914
1739209799.1692734;-38.13080360867914
1739209799.169276;-45.120503652039325
1739209799.1692789;-45.120503652039325
1739209799.1692817;-45.120503652039325
1739209799.1692843;-38.13080360867914
1739209799.1692872;-38.13080360867914
1739209799.16929;-45.120503652039325
1739209799.1692927;-45.120503652039325
1739209799.1692955;-45.120503652039325
1739209799.1692982;-45.120503652039325
1739209799.169301;-45.120503652039325
1739209799.169304;-38.13080360867914
1739209799.1693065;-45.120503652039325
1739209799.1693094;-45.120503652039325
1739209799.1693122;-38.13080360867914
