CAN Message; 0x98:00004e81134c1c60
1739209899.8606968;-38.13080360867914
1739209899.8607028;-38.13080360867914
1739209899.8607087;-45.120503652039325
1739209899.8607144;-45.120503652039325
1739209899.8607204;-38.13080360867914
1739209899.8607264;-45.120503652039325
1739209899.8607323;-45.120503652039325
1739209899.860738;-38.13080360867914
1739209899.860744;-45.120503652039325
1739209899.86075;-38.13080360867914
1739209899.8607557;-38.13080360867914
1739209899.8607616;-45.120503652039325
1739209899.8607676;-45.120503652039325
1739209899.8607733;-28.21854285175415
1739209899.8607793;-31.141103565318893
1739209899.8607852;-38.13080360867914
1739209899.860791;-38.13080360867914
1739209899.860797;-35.57807855764607
1739209899.860803;-35.57807855764607
1739209899.8608086;-45.120503652039325
1739209899.8608146;-38.13080360867914
1739209899.8608205;-45.120503652039325
1739209899.8608263;-45.120503652039325
1739209899.8608322;-38.13080360867914
1739209899.8608382;-38.13080360867914
1739209899.8608441;-45.120503652039325
1739209899.8608499;-45.120503652039325
1739209899.8608558;-45.120503652039325
1739209899.8608618;-45.120503652039325
1739209899.8608675;-45.120503652039325
1739209899.8608735;-45.120503652039325
1739209899.8608794;-38.13080360867914
1739209899.8608851;-38.13080360867914
1739209899.860891;-38.13080360867914
1739209899.860897;-45.120503652039325
1739209899.8609028;-38.13080360867914
1739209899.8609087;-45.120503652039325
1739209899.8609147;-31.141103565318893
1739209899.8609204;-31.141103565318893
1739209899.8609264;-45.120503652039325
1739209899.8609324;-33.981070128970906
1739209899.860938;-38.13080360867914
1739209899.860944;-38.13080360867914
1739209899.86095;-45.120503652039325
1739209899.860956;-38.13080360867914
1739209899.8609617;-45.120503652039325
1739209899.8609676;-45.120503652039325
1739209899.8609736;-45.120503652039325
1739209899.8609793;-45.120503652039325
1739209899.8609853;-45.120503652039325
1739209899.8609912;-38.13080360867914
1739209899.860997;-38.13080360867914
1739209899.861003;-45.120503652039325
1739209899.861009;-45.120503652039325
1739209899.8610146;-38.13080360867914
1739209899.8610206;-38.13080360867914
1739209899.8610265;-38.13080360867914
1739209899.8610322;-45.120503652039325
1739209899.8610382;-45.120503652039325
1739209899.8610442;-38.13080360867914
1739209899.86105;-45.120503652039325
1739209899.8610559;-38.13080360867914
1739209899.8610618;-38.13080360867914
1739209899.8610678;-38.13080360867914
1739209899.8610735;-33.981070128970906
1739209899.8610795;-38.13080360867914
1739209899.8610854;-45.120503652039325
1739209899.8610911;-33.981070128970906
1739209899.861097;-35.57807855764607
1739209899.861103;-45.120503652039325
1739209899.8611088;-45.120503652039325
1739209899.8611147;-31.141103565318915
1739209899.8611207;-38.13080360867914
1739209899.8611264;-45.120503652039325
1739209899.8611324;-45.120503652039325
1739209899.8611383;-35.57807855764607
1739209899.861144;-38.13080360867914
1739209899.86115;-45.120503652039325
1739209899.861156;-38.13080360867914
1739209899.8611617;-35.57807855764607
1739209899.8611677;-38.13080360867914
1739209899.8611736;-38.13080360867914
1739209899.8611796;-33.981070128970906
1739209899.8611853;-33.981070128970906
1739209899.8611913;-33.981070128970906
1739209899.8611972;-45.120503652039325
1739209899.861203;-45.120503652039325
1739209899.861209;-45.120503652039325
1739209899.8612149;-38.13080360867914
1739209899.8612206;-45.120503652039325
1739209899.8612266;-31.141103565318915
1739209899.8612325;-38.13080360867914
1739209899.8612382;-38.13080360867914
1739209899.8612442;-38.13080360867914
1739209899.8612502;-45.120503652039325
1739209899.861256;-38.13080360867914
1739209899.8612618;-38.13080360867914
1739209899.8612678;-45.120503652039325
1739209899.8612735;-45.120503652039325
1739209899.8612795;-38.13080360867914
1739209899.8612854;-35.57807855764607
1739209899.8612914;-45.120503652039325
1739209899.8612971;-38.13080360867914
1739209899.861303;-33.981070128970906
1739209899.861309;-33.981070128970906
1739209899.8613148;-45.120503652039325
1739209899.8613207;-38.13080360867914
1739209899.8613267;-38.13080360867914
1739209899.8613324;-38.13080360867914
1739209899.8613384;-38.13080360867914
1739209899.8613443;-45.120503652039325
1739209899.86135;-45.120503652039325
1739209899.861356;-38.13080360867914
1739209899.861362;-45.120503652039325
1739209899.8613677;-38.13080360867914
1739209899.8613737;-38.13080360867914
1739209899.8613796;-45.120503652039325
1739209899.8613853;-38.13080360867914
1739209899.8613913;-45.120503652039325
1739209899.8613973;-38.13080360867914
1739209899.8614032;-38.13080360867914
1739209899.861409;-38.13080360867914
1739209899.861415;-45.120503652039325
1739209899.8614209;-45.120503652039325
1739209899.8614266;-38.13080360867914
1739209899.8614326;-38.13080360867914
1739209899.8614385;-33.981070128970906
1739209899.8614442;-31.141103565318915
1739209899.8614502;-45.120503652039325
1739209899.8614562;-45.120503652039325
1739209899.8614619;-38.13080360867914
1739209899.8614678;-33.981070128970906
1739209899.8614738;-45.120503652039325
1739209899.8614795;-45.120503652039325
1739209899.8614855;-33.981070128970906
1739209899.8614914;-33.981070128970906
1739209899.8614972;-38.13080360867914
1739209899.8615031;-45.120503652039325
1739209899.861509;-38.13080360867914
1739209899.861515;-38.13080360867914
1739209899.8615208;-35.57807855764607
1739209899.8615267;-38.13080360867914
1739209899.8615327;-38.13080360867914
1739209899.8615384;-38.13080360867914
1739209899.8615444;-38.13080360867914
1739209899.8615503;-45.120503652039325
1739209899.861556;-38.13080360867914
1739209899.861562;-38.13080360867914
1739209899.861568;-45.120503652039325
1739209899.8615737;-45.120503652039325
1739209899.8615797;-38.13080360867914
1739209899.8615856;-38.13080360867914
1739209899.8615913;-45.120503652039325
1739209899.8615973;-38.13080360867914
1739209899.8616033;-45.120503652039325
1739209899.8616092;-38.13080360867914
1739209899.861615;-38.13080360867914
1739209899.861621;-38.13080360867914
1739209899.8616269;-45.120503652039325
1739209899.8616326;-38.13080360867914
1739209899.8616385;-45.120503652039325
1739209899.8616445;-45.120503652039325
1739209899.8616502;-45.120503652039325
1739209899.8616562;-38.13080360867914
1739209899.8616621;-45.120503652039325
1739209899.8616679;-38.13080360867914
1739209899.8616738;-35.57807855764607
1739209899.8616798;-28.992665084841942
1739209899.8616855;-38.13080360867914
1739209899.8616915;-45.120503652039325
1739209899.8616974;-38.13080360867914
1739209899.8617032;-45.120503652039325
1739209899.861709;-45.120503652039325
1739209899.861715;-33.981070128970906
1739209899.861721;-45.120503652039325
1739209899.8617268;-32.81601443825658
1739209899.8617327;-45.120503652039325
1739209899.8617387;-33.981070128970906
1739209899.8617444;-38.13080360867914
1739209899.8617504;-45.120503652039325
1739209899.8617563;-45.120503652039325
1739209899.861762;-35.57807855764607
1739209899.861768;-35.57807855764607
1739209899.861774;-38.13080360867914
1739209899.8617797;-45.120503652039325
1739209899.8617857;-45.120503652039325
1739209899.8617916;-45.120503652039325
1739209899.8617973;-45.120503652039325
1739209899.8618033;-45.120503652039325
1739209899.8618093;-45.120503652039325
1739209899.861815;-45.120503652039325
1739209899.861821;-38.13080360867914
1739209899.861827;-45.120503652039325
1739209899.8618329;-45.120503652039325
1739209899.8618386;-38.13080360867914
1739209899.8618445;-33.981070128970906
1739209899.8618505;-38.13080360867914
1739209899.8618562;-38.13080360867914
1739209899.8618622;-38.13080360867914
1739209899.8618681;-45.120503652039325
1739209899.8618739;-45.120503652039325
1739209899.8618798;-45.120503652039325
1739209899.8618858;-45.120503652039325
1739209899.8618915;-45.120503652039325
1739209899.8618975;-32.816014438256545
1739209899.8619034;-45.120503652039325
1739209899.8619092;-38.13080360867914
1739209899.861915;-30.49652367304973
1739209899.861921;-35.57807855764607
1739209899.8619268;-38.13080360867914
1739209899.8619328;-35.57807855764607
1739209899.8619387;-38.13080360867914
1739209899.8619447;-45.120503652039325
1739209899.8619504;-45.120503652039325
1739209899.8619564;-45.120503652039325
1739209899.8619623;-45.120503652039325
1739209899.861968;-38.13080360867914
1739209899.861974;-45.120503652039325
1739209899.86198;-45.120503652039325
1739209899.8619857;-45.120503652039325
1739209899.8619916;-33.981070128970906
1739209899.8619976;-45.120503652039325
1739209899.8620033;-45.120503652039325
1739209899.8620093;-45.120503652039325
1739209899.8620152;-45.120503652039325
1739209899.862021;-45.120503652039325
1739209899.862027;-38.13080360867914
1739209899.862033;-45.120503652039325
1739209899.8620386;-45.120503652039325
1739209899.8620446;-45.120503652039325
1739209899.8620505;-45.120503652039325
1739209899.8620565;-45.120503652039325
1739209899.8620622;-35.57807855764607
1739209899.8620682;-38.13080360867914
1739209899.8620741;-38.13080360867914
1739209899.8620799;-45.120503652039325
1739209899.8620858;-45.120503652039325
1739209899.8620918;-45.120503652039325
1739209899.8620975;-45.120503652039325
1739209899.8621035;-45.120503652039325
1739209899.8621094;-38.13080360867914
1739209899.8621151;-38.13080360867914
1739209899.862121;-38.13080360867914
1739209899.862127;-45.120503652039325
1739209899.8621328;-38.13080360867914
1739209899.8621387;-38.13080360867914
1739209899.8621447;-38.13080360867914
1739209899.8621504;-45.120503652039325
1739209899.8621564;-45.120503652039325
1739209899.8621624;-35.57807855764607
1739209899.8621683;-33.981070128970906
1739209899.862174;-38.13080360867914
1739209899.86218;-38.13080360867914
1739209899.862186;-38.13080360867914
1739209899.8621917;-38.13080360867914
1739209899.8621976;-38.13080360867914
1739209899.8622036;-38.13080360867914
1739209899.8622093;-38.13080360867914
1739209899.8622153;-45.120503652039325
1739209899.8622212;-38.13080360867914
1739209899.862227;-38.13080360867914
1739209899.862233;-45.120503652039325
1739209899.862239;-45.120503652039325
1739209899.8622446;-32.816014438256545
1739209899.8622506;-31.141103565318915
1739209899.8622565;-38.13080360867914
1739209899.8622622;-38.13080360867914
1739209899.8622682;-45.120503652039325
1739209899.8622742;-45.120503652039325
1739209899.8622801;-38.13080360867914
1739209899.8622859;-38.13080360867914
1739209899.8622918;-38.13080360867914
1739209899.8622978;-35.57807855764607
1739209899.8623035;-38.13080360867914
1739209899.8623095;-33.981070128970906
1739209899.8623154;-38.13080360867914
1739209899.8623211;-38.13080360867914
1739209899.862327;-45.120503652039325
1739209899.862333;-38.13080360867914
1739209899.8623388;-33.981070128970906
1739209899.8623447;-28.992665084841942
1739209899.8623507;-33.981070128970906
1739209899.8623564;-38.13080360867914
1739209899.8623624;-45.120503652039325
1739209899.8623683;-45.120503652039325
1739209899.862374;-38.13080360867914
1739209899.86238;-38.13080360867914
1739209899.862386;-45.120503652039325
1739209899.862392;-32.816014438256545
1739209899.8623977;-31.141103565318915
1739209899.8624036;-38.13080360867914
1739209899.8624096;-38.13080360867914
1739209899.8624153;-38.13080360867914
1739209899.8624213;-38.13080360867914
1739209899.8624272;-38.13080360867914
1739209899.862433;-38.13080360867914
1739209899.862439;-38.13080360867914
1739209899.8624449;-33.981070128970906
1739209899.8624506;-33.981070128970906
1739209899.8624566;-38.13080360867914
1739209899.8624625;-38.13080360867914
1739209899.8624682;-38.13080360867914
1739209899.8624742;-33.981070128970906
1739209899.8624802;-45.120503652039325
1739209899.8624861;-33.981070128970906
1739209899.8624918;-31.141103565318915
1739209899.8624978;-38.13080360867914
1739209899.8625038;-38.13080360867914
1739209899.8625095;-45.120503652039325
1739209899.8625154;-32.816014438256545
1739209899.8625214;-35.57807855764607
1739209899.8625271;-38.13080360867914
1739209899.862533;-32.816014438256545
1739209899.862539;-28.992665084841942
1739209899.8625448;-38.13080360867914
1739209899.8625507;-45.120503652039325
1739209899.8625567;-38.13080360867914
1739209899.8625624;-45.120503652039325
1739209899.8625684;-38.13080360867914
1739209899.8625743;-45.120503652039325
1739209899.86258;-45.120503652039325
1739209899.862586;-38.13080360867914
1739209899.862592;-33.981070128970906
1739209899.862598;-38.13080360867914
1739209899.8626037;-45.120503652039325
1739209899.8626096;-38.13080360867914
1739209899.8626156;-33.981070128970906
1739209899.8626213;-45.120503652039325
1739209899.8626273;-45.120503652039325
1739209899.8626332;-35.57807855764607
1739209899.862639;-35.57807855764607
1739209899.862645;-45.120503652039325
1739209899.8626509;-45.120503652039325
1739209899.8626566;-32.816014438256545
1739209899.8626626;-35.57807855764607
1739209899.8626685;-38.13080360867914
1739209899.8626742;-38.13080360867914
1739209899.8626802;-38.13080360867914
1739209899.8626862;-45.120503652039325
1739209899.8626919;-45.120503652039325
1739209899.8626978;-38.13080360867914
1739209899.8627038;-45.120503652039325
1739209899.8627098;-45.120503652039325
1739209899.8627155;-38.13080360867914
1739209899.8627214;-38.13080360867914
1739209899.8627274;-35.57807855764607
1739209899.8627331;-32.816014438256545
1739209899.862739;-45.120503652039325
1739209899.862745;-45.120503652039325
1739209899.8627508;-38.13080360867914
1739209899.8627567;-38.13080360867914
1739209899.8627627;-38.13080360867914
1739209899.8627684;-45.120503652039325
1739209899.8627744;-31.141103565318915
1739209899.8627803;-35.57807855764607
1739209899.862786;-45.120503652039325
1739209899.862792;-45.120503652039325
1739209899.862798;-38.13080360867914
1739209899.8628037;-38.13080360867914
1739209899.8628097;-38.13080360867914
1739209899.8628156;-38.13080360867914
1739209899.8628216;-45.120503652039325
1739209899.8628273;-38.13080360867914
1739209899.8628333;-38.13080360867914
1739209899.8628392;-38.13080360867914
1739209899.862845;-45.120503652039325
1739209899.862851;-38.13080360867914
1739209899.8628569;-45.120503652039325
1739209899.8628626;-45.120503652039325
1739209899.8628685;-27.8777449560314
1739209899.8628745;-32.816014438256545
1739209899.8628802;-45.120503652039325
1739209899.8628862;-45.120503652039325
1739209899.8628922;-33.981070128970906
1739209899.8628979;-35.57807855764607
1739209899.8629038;-45.120503652039325
1739209899.8629098;-38.13080360867914
1739209899.8629155;-38.13080360867914
1739209899.8629215;-33.981070128970906
1739209899.8629274;-38.13080360867914
1739209899.8629334;-45.120503652039325
1739209899.8629391;-38.13080360867914
1739209899.862945;-33.981070128970906
1739209899.862951;-45.120503652039325
1739209899.8629568;-33.981070128970906
1739209899.8629627;-45.120503652039325
1739209899.8629687;-45.120503652039325
1739209899.8629744;-38.13080360867914
1739209899.8629804;-38.13080360867914
1739209899.8629863;-38.13080360867914
1739209899.862992;-45.120503652039325
1739209899.862998;-38.13080360867914
1739209899.863004;-45.120503652039325
1739209899.8630097;-31.141103565318893
1739209899.8630157;-30.49652367304973
1739209899.8630216;-45.120503652039325
1739209899.8630273;-45.120503652039325
1739209899.8630333;-32.816014438256545
1739209899.8630393;-33.981070128970906
1739209899.8630452;-45.120503652039325
1739209899.863051;-45.120503652039325
1739209899.863057;-45.120503652039325
1739209899.8630629;-45.120503652039325
1739209899.8630686;-45.120503652039325
1739209899.8630745;-45.120503652039325
1739209899.8630805;-45.120503652039325
1739209899.8630862;-38.13080360867914
1739209899.8630922;-38.13080360867914
1739209899.8630981;-45.120503652039325
1739209899.8631039;-35.57807855764607
1739209899.8631098;-32.816014438256545
1739209899.8631158;-45.120503652039325
1739209899.8631215;-45.120503652039325
1739209899.8631275;-38.13080360867914
1739209899.8631334;-38.13080360867914
1739209899.8631392;-38.13080360867914
1739209899.863145;-45.120503652039325
1739209899.863151;-32.816014438256545
1739209899.863157;-30.49652367304973
1739209899.8631628;-38.13080360867914
1739209899.8631687;-38.13080360867914
1739209899.8631747;-38.13080360867914
1739209899.8631804;-35.57807855764607
1739209899.8631864;-45.120503652039325
1739209899.8631923;-45.120503652039325
1739209899.863198;-38.13080360867914
1739209899.863204;-45.120503652039325
1739209899.86321;-38.13080360867914
1739209899.8632157;-45.120503652039325
1739209899.8632216;-33.981070128970906
1739209899.8632276;-45.120503652039325
1739209899.8632333;-45.120503652039325
1739209899.8632393;-45.120503652039325
1739209899.8632452;-35.57807855764607
1739209899.8632512;-26.991370085610722
1739209899.863257;-45.120503652039325
1739209899.863263;-45.120503652039325
1739209899.8632689;-38.13080360867914
1739209899.8632746;-35.57807855764607
1739209899.8632805;-45.120503652039325
1739209899.8632865;-45.120503652039325
1739209899.8632922;-45.120503652039325
1739209899.8632982;-45.120503652039325
1739209899.8633041;-45.120503652039325
1739209899.8633099;-45.120503652039325
1739209899.8633158;-45.120503652039325
1739209899.8633218;-38.13080360867914
1739209899.8633275;-38.13080360867914
1739209899.8633335;-45.120503652039325
1739209899.8633394;-35.57807855764607
1739209899.8633451;-38.13080360867914
1739209899.863351;-45.120503652039325
1739209899.863357;-45.120503652039325
1739209899.863363;-35.57807855764607
1739209899.8633687;-35.57807855764607
1739209899.8633747;-45.120503652039325
1739209899.8633807;-38.13080360867914
1739209899.8633864;-38.13080360867914
1739209899.8633924;-33.981070128970906
1739209899.8633983;-45.120503652039325
1739209899.863404;-45.120503652039325
1739209899.86341;-38.13080360867914
1739209899.863416;-35.57807855764607
1739209899.8634217;-38.13080360867914
1739209899.8634276;-45.120503652039325
1739209899.8634336;-38.13080360867914
1739209899.8634393;-45.120503652039325
1739209899.8634453;-45.120503652039325
1739209899.8634512;-45.120503652039325
1739209899.863457;-45.120503652039325
1739209899.863463;-38.13080360867914
1739209899.863469;-38.13080360867914
1739209899.8634748;-45.120503652039325
1739209899.8634806;-38.13080360867914
1739209899.8634865;-33.981070128970906
1739209899.8634925;-38.13080360867914
1739209899.8634982;-45.120503652039325
1739209899.8635042;-45.120503652039325
1739209899.8635101;-45.120503652039325
1739209899.8635159;-45.120503652039325
1739209899.8635218;-45.120503652039325
1739209899.8635278;-35.57807855764607
1739209899.8635335;-35.57807855764607
1739209899.8635395;-45.120503652039325
1739209899.8635454;-45.120503652039325
1739209899.8635511;-45.120503652039325
1739209899.863557;-33.981070128970906
1739209899.863563;-45.120503652039325
1739209899.8635688;-38.13080360867914
1739209899.8635747;-33.981070128970906
1739209899.8635807;-38.13080360867914
1739209899.8635867;-35.57807855764607
1739209899.8635924;-45.120503652039325
1739209899.8635983;-38.13080360867914
1739209899.8636043;-38.13080360867914
1739209899.86361;-45.120503652039325
1739209899.863616;-45.120503652039325
1739209899.863622;-38.13080360867914
1739209899.8636277;-38.13080360867914
1739209899.8636336;-31.141103565318915
1739209899.8636396;-38.13080360867914
1739209899.8636453;-45.120503652039325
1739209899.8636513;-38.13080360867914
1739209899.8636572;-38.13080360867914
1739209899.863663;-45.120503652039325
1739209899.863669;-45.120503652039325
1739209899.8636749;-45.120503652039325
1739209899.8636806;-38.13080360867914
1739209899.8636866;-38.13080360867914
1739209899.8636925;-38.13080360867914
1739209899.8636985;-38.13080360867914
1739209899.8637042;-38.13080360867914
1739209899.8637102;-38.13080360867914
1739209899.8637161;-38.13080360867914
1739209899.8637218;-45.120503652039325
1739209899.8637278;-45.120503652039325
1739209899.8637338;-38.13080360867914
1739209899.8637395;-45.120503652039325
1739209899.8637455;-38.13080360867914
1739209899.8637514;-38.13080360867914
1739209899.8637571;-45.120503652039325
1739209899.863763;-45.120503652039325
1739209899.863769;-38.13080360867914
1739209899.8637748;-27.267205301931607
1739209899.8637807;-38.13080360867914
1739209899.8637867;-45.120503652039325
1739209899.8637924;-45.120503652039325
1739209899.8637984;-38.13080360867914
1739209899.8638043;-38.13080360867914
1739209899.8638103;-38.13080360867914
1739209899.863816;-45.120503652039325
1739209899.863822;-32.81601443825658
1739209899.863828;-38.13080360867914
1739209899.8638337;-38.13080360867914
1739209899.8638396;-38.13080360867914
1739209899.8638456;-45.120503652039325
1739209899.8638513;-38.13080360867914
1739209899.8638573;-38.13080360867914
1739209899.8638632;-45.120503652039325
1739209899.863869;-28.58837851428586
1739209899.863875;-35.57807855764607
1739209899.8638809;-45.120503652039325
1739209899.8638866;-45.120503652039325
1739209899.8638926;-33.981070128970906
1739209899.8638985;-38.13080360867914
1739209899.8639042;-45.120503652039325
1739209899.8639102;-45.120503652039325
1739209899.8639162;-45.120503652039325
1739209899.863922;-38.13080360867914
1739209899.8639278;-45.120503652039325
1739209899.8639338;-45.120503652039325
1739209899.8639398;-45.120503652039325
1739209899.8639455;-45.120503652039325
1739209899.8639514;-45.120503652039325
1739209899.8639574;-45.120503652039325
1739209899.8639631;-45.120503652039325
1739209899.863969;-45.120503652039325
1739209899.863975;-38.13080360867914
1739209899.8639808;-45.120503652039325
1739209899.8639867;-45.120503652039325
1739209899.8639927;-35.57807855764607
1739209899.8639984;-38.13080360867914
1739209899.8640044;-45.120503652039325
1739209899.8640103;-26.487275050834715
1739209899.864016;-32.816014438256545
1739209899.864022;-45.120503652039325
1739209899.864028;-45.120503652039325
1739209899.864034;-45.120503652039325
1739209899.8640397;-38.13080360867914
1739209899.8640456;-45.120503652039325
1739209899.8640516;-38.13080360867914
1739209899.8640573;-45.120503652039325
1739209899.8640633;-45.120503652039325
1739209899.8640692;-38.13080360867914
1739209899.864075;-45.120503652039325
1739209899.864081;-35.57807855764607
1739209899.8640869;-35.57807855764607
1739209899.8640926;-45.120503652039325
1739209899.8640985;-35.57807855764607
1739209899.8641045;-45.120503652039325
1739209899.8641102;-45.120503652039325
1739209899.8641162;-45.120503652039325
1739209899.8641222;-45.120503652039325
1739209899.864128;-45.120503652039325
1739209899.8641338;-31.141103565318915
1739209899.8641398;-45.120503652039325
1739209899.8641458;-45.120503652039325
1739209899.8641515;-35.57807855764607
1739209899.8641574;-32.816014438256545
1739209899.8641634;-45.120503652039325
1739209899.8641691;-38.13080360867914
1739209899.864175;-38.13080360867914
1739209899.864181;-38.13080360867914
1739209899.8641868;-33.981070128970906
1739209899.8641927;-45.120503652039325
1739209899.8641987;-45.120503652039325
1739209899.8642044;-38.13080360867914
1739209899.8642104;-45.120503652039325
1739209899.8642163;-45.120503652039325
1739209899.864222;-38.13080360867914
1739209899.864228;-38.13080360867914
1739209899.864234;-45.120503652039325
1739209899.86424;-45.120503652039325
1739209899.8642457;-45.120503652039325
1739209899.8642516;-45.120503652039325
1739209899.8642576;-45.120503652039325
1739209899.8642633;-38.13080360867914
1739209899.8642693;-45.120503652039325
1739209899.8642752;-38.13080360867914
1739209899.864281;-38.13080360867914
1739209899.864287;-45.120503652039325
1739209899.8642929;-35.57807855764607
1739209899.8642986;-38.13080360867914
1739209899.8643045;-45.120503652039325
1739209899.8643105;-45.120503652039325
1739209899.8643162;-33.981070128970906
1739209899.8643222;-35.57807855764607
1739209899.8643281;-45.120503652039325
1739209899.8643339;-45.120503652039325
1739209899.8643398;-45.120503652039325
1739209899.8643458;-28.992665084841942
1739209899.8643517;-38.13080360867914
1739209899.8643575;-45.120503652039325
1739209899.8643634;-45.120503652039325
1739209899.8643694;-45.120503652039325
1739209899.864375;-45.120503652039325
1739209899.864381;-45.120503652039325
1739209899.864387;-45.120503652039325
1739209899.8643928;-45.120503652039325
1739209899.8643987;-38.13080360867914
1739209899.8644047;-38.13080360867914
1739209899.8644104;-45.120503652039325
1739209899.8644164;-45.120503652039325
1739209899.8644223;-45.120503652039325
1739209899.864428;-45.120503652039325
1739209899.864434;-45.120503652039325
1739209899.86444;-45.120503652039325
1739209899.8644457;-45.120503652039325
1739209899.8644516;-45.120503652039325
1739209899.8644576;-45.120503652039325
1739209899.8644636;-32.816014438256545
1739209899.8644693;-38.13080360867914
1739209899.8644753;-38.13080360867914
1739209899.8644812;-45.120503652039325
1739209899.864487;-31.141103565318915
1739209899.864493;-33.981070128970906
1739209899.8644989;-38.13080360867914
1739209899.8645046;-45.120503652039325
1739209899.8645105;-45.120503652039325
1739209899.8645165;-35.57807855764607
1739209899.8645222;-38.13080360867914
1739209899.8645282;-38.13080360867914
1739209899.8645341;-32.816014438256545
1739209899.8645399;-33.981070128970906
1739209899.8645458;-45.120503652039325
1739209899.8645518;-45.120503652039325
1739209899.8645575;-45.120503652039325
1739209899.8645635;-38.13080360867914
1739209899.8645694;-45.120503652039325
1739209899.8645754;-45.120503652039325
1739209899.864581;-38.13080360867914
1739209899.864587;-38.13080360867914
1739209899.864593;-32.816014438256545
1739209899.8645988;-45.120503652039325
1739209899.8646047;-45.120503652039325
1739209899.8646107;-38.13080360867914
1739209899.8646164;-33.981070128970906
1739209899.8646224;-38.13080360867914
1739209899.8646283;-45.120503652039325
1739209899.864634;-38.13080360867914
1739209899.86464;-38.13080360867914
1739209899.864646;-45.120503652039325
1739209899.8646517;-38.13080360867914
1739209899.8646576;-32.816014438256545
1739209899.8646636;-38.13080360867914
1739209899.8646693;-45.120503652039325
1739209899.8646753;-32.816014438256545
1739209899.8646812;-31.141103565318915
1739209899.8646872;-33.981070128970906
1739209899.864693;-45.120503652039325
1739209899.864699;-38.13080360867914
1739209899.8647048;-45.120503652039325
1739209899.8647106;-45.120503652039325
1739209899.8647165;-45.120503652039325
1739209899.8647225;-33.981070128970906
1739209899.8647282;-31.141103565318915
1739209899.8647342;-38.13080360867914
1739209899.8647401;-45.120503652039325
1739209899.8647459;-38.13080360867914
1739209899.8647518;-38.13080360867914
1739209899.8647578;-38.13080360867914
1739209899.8647635;-45.120503652039325
1739209899.8647695;-38.13080360867914
1739209899.8647754;-31.141103565318915
1739209899.8647811;-38.13080360867914
1739209899.864787;-45.120503652039325
1739209899.864793;-45.120503652039325
1739209899.864799;-31.141103565318915
1739209899.8648047;-35.57807855764607
1739209899.8648107;-45.120503652039325
1739209899.8648167;-45.120503652039325
1739209899.8648224;-45.120503652039325
1739209899.8648283;-33.981070128970906
1739209899.8648343;-38.13080360867914
1739209899.86484;-38.13080360867914
1739209899.864846;-38.13080360867914
1739209899.864852;-45.120503652039325
