CAN Message; 0x1b8:030003b7f50f848d
1739209659.220902;-38.13080360867914
1739209659.220905;-38.13080360867914
1739209659.2209084;-38.13080360867914
1739209659.2209117;-38.13080360867914
1739209659.2209148;-35.57807855764607
1739209659.2209182;-38.13080360867914
1739209659.2209215;-45.120503652039325
1739209659.2209246;-33.981070128970906
1739209659.220928;-38.13080360867914
1739209659.2209313;-38.13080360867914
1739209659.2209346;-45.120503652039325
1739209659.2209377;-45.120503652039325
1739209659.220941;-45.120503652039325
1739209659.2209444;-45.120503652039325
1739209659.2209475;-45.120503652039325
1739209659.2209508;-35.57807855764607
1739209659.2209542;-38.13080360867914
1739209659.2209573;-35.57807855764607
1739209659.2209606;-45.120503652039325
1739209659.220964;-38.13080360867914
1739209659.2209673;-35.57807855764607
1739209659.2209704;-45.120503652039325
1739209659.2209737;-38.13080360867914
1739209659.220977;-28.992665084841942
1739209659.2209802;-33.981070128970906
1739209659.2209835;-38.13080360867914
1739209659.2209868;-45.120503652039325
1739209659.22099;-38.13080360867914
1739209659.2209933;-35.57807855764607
1739209659.2209966;-38.13080360867914
1739209659.2209997;-45.120503652039325
1739209659.221003;-33.981070128970906
1739209659.2210064;-45.120503652039325
1739209659.2210097;-35.57807855764607
1739209659.2210128;-30.49652367304973
1739209659.2210162;-38.13080360867914
1739209659.2210195;-38.13080360867914
1739209659.2210226;-45.120503652039325
1739209659.221026;-38.13080360867914
1739209659.2210293;-33.981070128970906
1739209659.2210324;-30.49652367304973
1739209659.2210357;-38.13080360867914
1739209659.221039;-45.120503652039325
1739209659.2210424;-38.13080360867914
1739209659.2210455;-35.57807855764607
1739209659.2210488;-38.13080360867914
1739209659.2210522;-45.120503652039325
1739209659.2210553;-45.120503652039325
1739209659.2210586;-45.120503652039325
1739209659.221062;-45.120503652039325
1739209659.221065;-45.120503652039325
1739209659.2210684;-38.13080360867914
1739209659.2210717;-38.13080360867914
1739209659.221075;-45.120503652039325
1739209659.2210782;-45.120503652039325
1739209659.2210815;-38.13080360867914
1739209659.2210848;-38.13080360867914
1739209659.221088;-45.120503652039325
1739209659.2210913;-45.120503652039325
1739209659.2210946;-45.120503652039325
1739209659.2210977;-45.120503652039325
1739209659.221101;-45.120503652039325
1739209659.2211044;-35.57807855764607
1739209659.2211075;-38.13080360867914
1739209659.2211108;-45.120503652039325
1739209659.2211142;-45.120503652039325
1739209659.2211175;-45.120503652039325
1739209659.2211206;-45.120503652039325
1739209659.221124;-38.13080360867914
1739209659.2211273;-45.120503652039325
1739209659.2211304;-35.57807855764607
1739209659.2211337;-38.13080360867914
1739209659.221137;-35.57807855764607
1739209659.2211401;-33.981070128970906
1739209659.2211435;-35.57807855764607
1739209659.2211468;-38.13080360867914
1739209659.2211502;-45.120503652039325
1739209659.2211533;-38.13080360867914
1739209659.2211566;-38.13080360867914
1739209659.22116;-33.981070128970906
1739209659.221163;-45.120503652039325
1739209659.2211664;-38.13080360867914
1739209659.2211697;-32.816014438256545
1739209659.2211728;-45.120503652039325
1739209659.2211761;-45.120503652039325
1739209659.2211795;-38.13080360867914
1739209659.2211828;-38.13080360867914
1739209659.221186;-38.13080360867914
1739209659.2211893;-45.120503652039325
1739209659.2211926;-45.120503652039325
1739209659.2211957;-35.57807855764607
1739209659.221199;-38.13080360867914
1739209659.2212024;-45.120503652039325
1739209659.2212055;-38.13080360867914
1739209659.2212088;-38.13080360867914
1739209659.2212121;-45.120503652039325
1739209659.2212152;-35.57807855764607
1739209659.2212186;-38.13080360867914
1739209659.221222;-45.120503652039325
1739209659.2212253;-45.120503652039325
1739209659.2212284;-35.57807855764607
1739209659.2212317;-38.13080360867914
1739209659.221235;-45.120503652039325
1739209659.2212381;-45.120503652039325
1739209659.2212415;-45.120503652039325
1739209659.2212448;-45.120503652039325
1739209659.221248;-45.120503652039325
1739209659.2212512;-38.13080360867914
1739209659.2212546;-45.120503652039325
1739209659.221258;-38.13080360867914
1739209659.221261;-45.120503652039325
1739209659.2212644;-45.120503652039325
1739209659.2212677;-35.57807855764607
1739209659.2212708;-38.13080360867914
1739209659.2212741;-45.120503652039325
1739209659.2212775;-38.13080360867914
1739209659.2212806;-35.57807855764607
1739209659.221284;-38.13080360867914
1739209659.2212873;-45.120503652039325
1739209659.2212906;-45.120503652039325
1739209659.2212937;-45.120503652039325
1739209659.221297;-38.13080360867914
1739209659.2213004;-45.120503652039325
1739209659.2213035;-33.981070128970906
1739209659.2213068;-45.120503652039325
1739209659.2213101;-33.981070128970906
1739209659.2213132;-35.57807855764607
1739209659.2213166;-38.13080360867914
1739209659.22132;-29.438486411369333
1739209659.2213233;-32.816014438256545
1739209659.2213264;-38.13080360867914
1739209659.2213297;-38.13080360867914
1739209659.221333;-38.13080360867914
1739209659.2213361;-33.981070128970906
1739209659.2213395;-45.120503652039325
1739209659.2213428;-38.13080360867914
1739209659.221346;-38.13080360867914
1739209659.2213492;-45.120503652039325
1739209659.2213526;-45.120503652039325
1739209659.2213557;-33.981070128970906
1739209659.221359;-38.13080360867914
1739209659.2213624;-33.981070128970906
1739209659.2213657;-45.120503652039325
1739209659.2213688;-38.13080360867914
1739209659.2213721;-35.57807855764607
1739209659.2213755;-38.13080360867914
1739209659.2213786;-38.13080360867914
1739209659.221382;-38.13080360867914
1739209659.2213852;-45.120503652039325
1739209659.2213883;-33.981070128970906
1739209659.2213917;-38.13080360867914
1739209659.221395;-45.120503652039325
1739209659.2213984;-45.120503652039325
1739209659.2214015;-45.120503652039325
1739209659.2214048;-35.57807855764607
1739209659.2214081;-38.13080360867914
1739209659.2214112;-45.120503652039325
1739209659.2214146;-38.13080360867914
1739209659.221418;-45.120503652039325
1739209659.221421;-38.13080360867914
1739209659.2214243;-32.816014438256545
1739209659.2214277;-33.981070128970906
1739209659.221431;-38.13080360867914
1739209659.221434;-45.120503652039325
1739209659.2214375;-45.120503652039325
1739209659.2214408;-33.981070128970906
1739209659.221444;-38.13080360867914
1739209659.2214472;-38.13080360867914
1739209659.2214506;-45.120503652039325
1739209659.2214537;-45.120503652039325
1739209659.221457;-38.13080360867914
1739209659.2214603;-38.13080360867914
1739209659.2214634;-45.120503652039325
1739209659.2214668;-45.120503652039325
1739209659.22147;-38.13080360867914
1739209659.2214735;-45.120503652039325
1739209659.2214766;-45.120503652039325
1739209659.22148;-45.120503652039325
1739209659.2214832;-38.13080360867914
1739209659.2214863;-38.13080360867914
1739209659.2214897;-45.120503652039325
1739209659.221493;-45.120503652039325
1739209659.221496;-35.57807855764607
1739209659.2214994;-38.13080360867914
1739209659.2215028;-45.120503652039325
1739209659.221506;-33.981070128970906
1739209659.2215092;-33.981070128970906
1739209659.2215126;-45.120503652039325
1739209659.221516;-45.120503652039325
1739209659.221519;-38.13080360867914
1739209659.2215223;-32.816014438256545
1739209659.2215257;-45.120503652039325
1739209659.2215288;-45.120503652039325
1739209659.221532;-45.120503652039325
1739209659.2215354;-45.120503652039325
1739209659.2215388;-45.120503652039325
1739209659.221542;-45.120503652039325
1739209659.2215452;-38.13080360867914
1739209659.2215486;-45.120503652039325
1739209659.2215517;-45.120503652039325
1739209659.221555;-45.120503652039325
1739209659.2215583;-38.13080360867914
1739209659.2215614;-32.816014438256545
1739209659.2215648;-38.13080360867914
1739209659.221568;-45.120503652039325
1739209659.2215712;-38.13080360867914
1739209659.2215745;-38.13080360867914
1739209659.221578;-45.120503652039325
1739209659.2215812;-38.13080360867914
1739209659.2215843;-45.120503652039325
1739209659.2215877;-45.120503652039325
1739209659.221591;-45.120503652039325
1739209659.221594;-45.120503652039325
1739209659.2215974;-45.120503652039325
1739209659.2216008;-45.120503652039325
1739209659.2216039;-38.13080360867914
1739209659.2216072;-45.120503652039325
1739209659.2216105;-35.57807855764607
1739209659.221614;-33.981070128970906
1739209659.221617;-45.120503652039325
1739209659.2216203;-45.120503652039325
1739209659.2216237;-38.13080360867914
1739209659.2216268;-35.57807855764607
1739209659.22163;-45.120503652039325
1739209659.2216334;-38.13080360867914
1739209659.2216365;-45.120503652039325
1739209659.2216399;-45.120503652039325
1739209659.2216432;-45.120503652039325
1739209659.2216465;-38.13080360867914
1739209659.2216496;-45.120503652039325
1739209659.221653;-45.120503652039325
1739209659.2216563;-38.13080360867914
1739209659.2216594;-38.13080360867914
1739209659.2216628;-45.120503652039325
1739209659.221666;-45.120503652039325
1739209659.2216692;-45.120503652039325
1739209659.2216725;-45.120503652039325
1739209659.2216759;-38.13080360867914
1739209659.2216792;-32.816014438256545
1739209659.2216823;-35.57807855764607
1739209659.2216856;-45.120503652039325
1739209659.221689;-35.57807855764607
1739209659.221692;-27.8777449560314
1739209659.2216954;-45.120503652039325
1739209659.2216988;-32.816014438256545
1739209659.2217019;-35.57807855764607
1739209659.2217052;-38.13080360867914
1739209659.2217085;-45.120503652039325
1739209659.2217116;-32.816014438256545
1739209659.221715;-38.13080360867914
1739209659.2217183;-31.141103565318943
1739209659.2217216;-38.13080360867914
1739209659.2217247;-35.57807855764607
1739209659.221728;-45.120503652039325
1739209659.2217314;-45.120503652039325
1739209659.2217345;-38.13080360867914
1739209659.2217379;-35.57807855764607
1739209659.2217412;-35.57807855764607
1739209659.2217443;-28.58837851428586
1739209659.2217476;-45.120503652039325
1739209659.221751;-45.120503652039325
1739209659.2217543;-45.120503652039325
1739209659.2217574;-38.13080360867914
1739209659.2217607;-38.13080360867914
1739209659.221764;-38.13080360867914
1739209659.2217672;-45.120503652039325
1739209659.2217705;-35.57807855764607
1739209659.2217739;-38.13080360867914
1739209659.221777;-45.120503652039325
1739209659.2217803;-45.120503652039325
1739209659.2217836;-45.120503652039325
1739209659.221787;-38.13080360867914
1739209659.22179;-45.120503652039325
1739209659.2217934;-45.120503652039325
1739209659.2217968;-26.991370085610736
1739209659.2217999;-35.57807855764607
1739209659.2218032;-45.120503652039325
1739209659.2218065;-45.120503652039325
1739209659.2218096;-38.13080360867914
1739209659.221813;-45.120503652039325
1739209659.2218163;-45.120503652039325
1739209659.2218194;-38.13080360867914
1739209659.2218227;-38.13080360867914
1739209659.221826;-45.120503652039325
1739209659.2218294;-45.120503652039325
1739209659.2218325;-45.120503652039325
1739209659.2218359;-45.120503652039325
1739209659.2218392;-38.13080360867914
1739209659.2218423;-45.120503652039325
1739209659.2218456;-45.120503652039325
1739209659.221849;-29.438486411369333
1739209659.221852;-33.981070128970906
1739209659.2218554;-38.13080360867914
1739209659.2218587;-45.120503652039325
1739209659.221862;-38.13080360867914
1739209659.2218652;-38.13080360867914
1739209659.2218685;-45.120503652039325
1739209659.2218719;-38.13080360867914
1739209659.221875;-38.13080360867914
1739209659.2218783;-45.120503652039325
1739209659.2218816;-45.120503652039325
1739209659.2218847;-38.13080360867914
1739209659.221888;-38.13080360867914
1739209659.2218914;-45.120503652039325
1739209659.2218947;-45.120503652039325
1739209659.2218978;-45.120503652039325
1739209659.2219012;-45.120503652039325
1739209659.2219045;-45.120503652039325
1739209659.2219076;-45.120503652039325
1739209659.221911;-38.13080360867914
1739209659.2219143;-38.13080360867914
1739209659.2219174;-45.120503652039325
1739209659.2219207;-45.120503652039325
1739209659.221924;-45.120503652039325
1739209659.2219272;-28.58837851428586
1739209659.2219305;-28.992665084841942
1739209659.2219338;-45.120503652039325
1739209659.2219372;-45.120503652039325
1739209659.2219403;-38.13080360867914
1739209659.2219436;-33.981070128970906
1739209659.221947;-45.120503652039325
1739209659.22195;-38.13080360867914
1739209659.2219534;-38.13080360867914
1739209659.2219567;-45.120503652039325
1739209659.2219598;-45.120503652039325
1739209659.2219632;-45.120503652039325
1739209659.2219665;-45.120503652039325
1739209659.2219698;-45.120503652039325
1739209659.221973;-45.120503652039325
1739209659.2219763;-45.120503652039325
1739209659.2219796;-33.981070128970906
1739209659.2219827;-27.267205301931607
1739209659.221986;-45.120503652039325
1739209659.2219894;-38.13080360867914
1739209659.2219925;-33.981070128970906
1739209659.2219958;-32.816014438256545
1739209659.2219992;-38.13080360867914
1739209659.2220025;-45.120503652039325
1739209659.2220056;-38.13080360867914
1739209659.222009;-45.120503652039325
1739209659.2220123;-45.120503652039325
1739209659.2220154;-45.120503652039325
1739209659.2220187;-45.120503652039325
1739209659.222022;-45.120503652039325
1739209659.2220252;-45.120503652039325
1739209659.2220285;-45.120503652039325
1739209659.2220318;-33.981070128970906
1739209659.2220352;-33.981070128970906
1739209659.2220383;-45.120503652039325
1739209659.2220416;-38.13080360867914
1739209659.222045;-45.120503652039325
1739209659.222048;-45.120503652039325
1739209659.2220514;-38.13080360867914
1739209659.2220547;-45.120503652039325
1739209659.2220578;-45.120503652039325
1739209659.2220612;-33.981070128970906
1739209659.2220645;-45.120503652039325
1739209659.2220676;-45.120503652039325
1739209659.222071;-45.120503652039325
1739209659.2220743;-45.120503652039325
1739209659.2220776;-38.13080360867914
1739209659.2220807;-38.13080360867914
1739209659.222084;-45.120503652039325
1739209659.2220874;-38.13080360867914
1739209659.2220905;-38.13080360867914
1739209659.2220938;-38.13080360867914
1739209659.2220972;-38.13080360867914
1739209659.2221003;-38.13080360867914
1739209659.2221036;-35.57807855764607
1739209659.222107;-38.13080360867914
1739209659.2221103;-45.120503652039325
1739209659.2221134;-38.13080360867914
1739209659.2221167;-38.13080360867914
1739209659.22212;-38.13080360867914
1739209659.2221231;-45.120503652039325
1739209659.2221265;-38.13080360867914
1739209659.2221298;-33.981070128970906
1739209659.222133;-45.120503652039325
1739209659.2221363;-45.120503652039325
1739209659.2221396;-33.981070128970906
1739209659.222143;-45.120503652039325
1739209659.222146;-45.120503652039325
1739209659.2221494;-38.13080360867914
1739209659.2221527;-45.120503652039325
1739209659.2221558;-38.13080360867914
1739209659.2221591;-38.13080360867914
1739209659.2221625;-45.120503652039325
1739209659.2221656;-38.13080360867914
1739209659.222169;-35.57807855764607
1739209659.2221723;-38.13080360867914
1739209659.2221754;-45.120503652039325
1739209659.2221787;-38.13080360867914
1739209659.222182;-35.57807855764607
1739209659.2221854;-45.120503652039325
1739209659.2221885;-38.13080360867914
1739209659.2221918;-38.13080360867914
1739209659.2221951;-45.120503652039325
1739209659.2221982;-38.13080360867914
1739209659.2222016;-38.13080360867914
1739209659.222205;-45.120503652039325
1739209659.222208;-45.120503652039325
1739209659.2222114;-38.13080360867914
1739209659.2222147;-33.981070128970906
1739209659.222218;-45.120503652039325
1739209659.2222211;-45.120503652039325
1739209659.2222245;-38.13080360867914
1739209659.2222278;-38.13080360867914
1739209659.222231;-33.981070128970906
1739209659.2222342;-35.57807855764607
1739209659.2222376;-45.120503652039325
1739209659.2222407;-35.57807855764607
1739209659.222244;-38.13080360867914
1739209659.2222474;-45.120503652039325
1739209659.2222507;-38.13080360867914
1739209659.2222538;-31.141103565318893
1739209659.2222571;-45.120503652039325
1739209659.2222605;-45.120503652039325
1739209659.2222636;-38.13080360867914
1739209659.222267;-45.120503652039325
1739209659.2222703;-38.13080360867914
1739209659.2222733;-45.120503652039325
1739209659.2222767;-38.13080360867914
1739209659.22228;-45.120503652039325
1739209659.2222834;-45.120503652039325
1739209659.2222865;-33.981070128970906
1739209659.2222898;-45.120503652039325
1739209659.2222931;-38.13080360867914
1739209659.2222962;-38.13080360867914
1739209659.2222996;-38.13080360867914
1739209659.222303;-45.120503652039325
1739209659.222306;-45.120503652039325
1739209659.2223094;-45.120503652039325
1739209659.2223127;-45.120503652039325
1739209659.2223158;-45.120503652039325
1739209659.2223191;-45.120503652039325
1739209659.2223225;-45.120503652039325
1739209659.2223258;-45.120503652039325
1739209659.222329;-45.120503652039325
1739209659.2223322;-45.120503652039325
1739209659.2223356;-38.13080360867914
