CAN Message; 0x1d3:00000f2386be5e6d
Timestamp;Amplitude
1739209820.0415328;-38.13080360867914
1739209820.041537;-45.120503652039325
1739209820.0415413;-38.13080360867914
1739209820.0415456;-38.13080360867914
1739209820.04155;-38.13080360867914
1739209820.0415542;-45.120503652039325
1739209820.0415583;-38.13080360867914
1739209820.0415626;-45.120503652039325
1739209820.0415668;-45.120503652039325
1739209820.0415711;-45.120503652039325
1739209820.0415754;-31.141103565318915
1739209820.0415797;-35.57807855764607
1739209820.041584;-45.120503652039325
1739209820.0415883;-45.120503652039325
1739209820.0415926;-45.120503652039325
1739209820.041597;-38.13080360867914
1739209820.0416012;-38.13080360867914
1739209820.0416055;-38.13080360867914
1739209820.0416095;-31.14110356531892
1739209820.0416138;-38.13080360867914
1739209820.041618;-38.13080360867914
1739209820.0416224;-45.120503652039325
1739209820.0416267;-38.13080360867914
1739209820.041631;-45.120503652039325
1739209820.0416353;-38.13080360867914
1739209820.0416396;-38.13080360867914
1739209820.0416439;-30.49652367304973
1739209820.0416481;-33.981070128970906
1739209820.0416524;-38.13080360867914
1739209820.0416567;-38.13080360867914
1739209820.041661;-38.13080360867914
1739209820.041665;-38.13080360867914
1739209820.0416694;-45.120503652039325
1739209820.0416737;-45.120503652039325
1739209820.041678;-38.13080360867914
1739209820.0416822;-38.13080360867914
1739209820.0416865;-38.13080360867914
1739209820.0416908;-38.13080360867914
1739209820.041695;-45.120503652039325
1739209820.0416994;-45.120503652039325
1739209820.0417037;-38.13080360867914
1739209820.041708;-35.57807855764607
1739209820.0417123;-38.13080360867914
1739209820.0417166;-45.120503652039325
1739209820.0417206;-45.120503652039325
1739209820.041725;-32.816014438256545
1739209820.0417292;-38.13080360867914
1739209820.0417335;-45.120503652039325
1739209820.0417378;-45.120503652039325
1739209820.041742;-45.120503652039325
1739209820.0417464;-38.13080360867914
1739209820.0417507;-38.13080360867914
1739209820.041755;-45.120503652039325
1739209820.0417593;-38.13080360867914
1739209820.0417635;-45.120503652039325
1739209820.0417678;-35.57807855764607
1739209820.041772;-38.13080360867914
1739209820.0417762;-38.13080360867914
1739209820.0417805;-33.981070128970906
1739209820.0417848;-28.992665084841942
1739209820.041789;-38.13080360867914
1739209820.0417933;-45.120503652039325
1739209820.0417976;-38.13080360867914
1739209820.041802;-38.13080360867914
1739209820.0418062;-38.13080360867914
1739209820.0418105;-45.120503652039325
1739209820.0418148;-45.120503652039325
1739209820.041819;-33.981070128970906
1739209820.0418234;-35.57807855764607
1739209820.0418274;-45.120503652039325
1739209820.0418317;-45.120503652039325
1739209820.041836;-32.816014438256545
1739209820.0418403;-38.13080360867914
1739209820.0418446;-45.120503652039325
1739209820.041849;-38.13080360867914
1739209820.0418532;-33.981070128970906
1739209820.0418575;-33.981070128970906
1739209820.0418618;-45.120503652039325
1739209820.041866;-45.120503652039325
1739209820.0418704;-45.120503652039325
1739209820.0418746;-38.13080360867914
1739209820.041879;-45.120503652039325
1739209820.041883;-45.120503652039325
1739209820.0418873;-38.13080360867914
1739209820.0418916;-45.120503652039325
1739209820.0418959;-35.57807855764607
1739209820.0419002;-38.13080360867914
1739209820.0419044;-33.981070128970906
1739209820.0419087;-38.13080360867914
1739209820.041913;-32.816014438256545
1739209820.0419173;-45.120503652039325
1739209820.0419216;-45.120503652039325
1739209820.041926;-45.120503652039325
1739209820.0419302;-45.120503652039325
1739209820.0419343;-38.13080360867914
1739209820.0419385;-38.13080360867914
1739209820.0419428;-45.120503652039325
1739209820.0419471;-45.120503652039325
1739209820.0419514;-32.816014438256545
1739209820.0419557;-38.13080360867914
1739209820.04196;-45.120503652039325
1739209820.0419643;-35.57807855764607
1739209820.0419686;-38.13080360867914
1739209820.0419729;-45.120503652039325
1739209820.0419772;-45.120503652039325
1739209820.0419815;-38.13080360867914
1739209820.0419858;-38.13080360867914
1739209820.0419898;-45.120503652039325
1739209820.041994;-45.120503652039325
1739209820.0419984;-45.120503652039325
1739209820.0420027;-45.120503652039325
1739209820.042007;-38.13080360867914
1739209820.0420113;-35.57807855764607
1739209820.0420156;-38.13080360867914
1739209820.0420198;-38.13080360867914
1739209820.0420241;-35.57807855764607
1739209820.0420284;-45.120503652039325
1739209820.0420327;-45.120503652039325
1739209820.042037;-45.120503652039325
1739209820.0420413;-45.120503652039325
1739209820.0420454;-38.13080360867914
1739209820.0420496;-38.13080360867914
1739209820.042054;-45.120503652039325
1739209820.0420582;-38.13080360867914
1739209820.0420625;-45.120503652039325
1739209820.0420668;-38.13080360867914
1739209820.042071;-38.13080360867914
1739209820.0420754;-31.141103565318915
1739209820.0420797;-45.120503652039325
1739209820.042084;-45.120503652039325
1739209820.0420883;-45.120503652039325
1739209820.0420926;-35.57807855764607
1739209820.0420966;-32.816014438256545
1739209820.042101;-45.120503652039325
1739209820.0421052;-38.13080360867914
1739209820.0421095;-45.120503652039325
1739209820.0421138;-33.981070128970906
1739209820.042118;-45.120503652039325
1739209820.0421224;-35.57807855764607
1739209820.0421267;-38.13080360867914
1739209820.042131;-45.120503652039325
1739209820.0421352;-45.120503652039325
1739209820.0421395;-38.13080360867914
1739209820.0421438;-38.13080360867914
1739209820.042148;-45.120503652039325
1739209820.0421522;-45.120503652039325
1739209820.0421565;-45.120503652039325
1739209820.0421607;-38.13080360867914
1739209820.042165;-45.120503652039325
1739209820.0421693;-45.120503652039325
1739209820.0421736;-45.120503652039325
1739209820.042178;-35.57807855764607
1739209820.0421822;-45.120503652039325
1739209820.0421865;-38.13080360867914
1739209820.0421908;-38.13080360867914
1739209820.042195;-33.981070128970906
1739209820.0421994;-32.816014438256545
1739209820.0422037;-45.120503652039325
1739209820.0422077;-33.981070128970906
1739209820.042212;-45.120503652039325
1739209820.0422163;-38.13080360867914
1739209820.0422206;-38.13080360867914
1739209820.042225;-38.13080360867914
1739209820.0422292;-45.120503652039325
1739209820.0422335;-31.141103565318943
1739209820.0422378;-31.141103565318893
1739209820.042242;-33.981070128970906
1739209820.0422463;-45.120503652039325
1739209820.0422506;-38.13080360867914
1739209820.042255;-38.13080360867914
1739209820.042259;-38.13080360867914
1739209820.0422633;-38.13080360867914
1739209820.0422676;-31.141103565318915
1739209820.0422719;-45.120503652039325
1739209820.0422761;-45.120503652039325
1739209820.0422804;-38.13080360867914
1739209820.0422847;-35.57807855764607
1739209820.042289;-45.120503652039325
1739209820.0422933;-38.13080360867914
1739209820.0422976;-45.120503652039325
1739209820.042302;-45.120503652039325
1739209820.0423062;-45.120503652039325
1739209820.0423105;-38.13080360867914
1739209820.0423145;-38.13080360867914
1739209820.0423188;-45.120503652039325
1739209820.042323;-38.13080360867914
1739209820.0423274;-38.13080360867914
1739209820.0423317;-38.13080360867914
1739209820.042336;-38.13080360867914
1739209820.0423403;-45.120503652039325
1739209820.0423446;-45.120503652039325
1739209820.0423489;-38.13080360867914
1739209820.0423532;-45.120503652039325
1739209820.0423574;-45.120503652039325
1739209820.0423617;-38.13080360867914
1739209820.0423658;-38.13080360867914
1739209820.04237;-28.992665084841942
1739209820.0423744;-38.13080360867914
1739209820.0423787;-38.13080360867914
1739209820.042383;-35.57807855764607
1739209820.0423872;-31.141103565318915
1739209820.0423915;-45.120503652039325
1739209820.0423958;-45.120503652039325
1739209820.0424001;-45.120503652039325
1739209820.0424044;-31.14110356531892
1739209820.0424087;-45.120503652039325
1739209820.042413;-45.120503652039325
1739209820.0424173;-33.981070128970906
1739209820.0424213;-45.120503652039325
1739209820.0424256;-45.120503652039325
1739209820.04243;-38.13080360867914
1739209820.0424342;-38.13080360867914
1739209820.0424385;-31.141103565318915
1739209820.0424428;-38.13080360867914
1739209820.042447;-38.13080360867914
1739209820.0424514;-38.13080360867914
1739209820.0424557;-38.13080360867914
1739209820.04246;-38.13080360867914
1739209820.0424643;-45.120503652039325
1739209820.0424685;-45.120503652039325
1739209820.0424728;-38.13080360867914
1739209820.042477;-45.120503652039325
1739209820.0424812;-45.120503652039325
1739209820.0424855;-38.13080360867914
1739209820.0424898;-45.120503652039325
1739209820.042494;-38.13080360867914
1739209820.0424984;-38.13080360867914
1739209820.0425026;-38.13080360867914
1739209820.042507;-38.13080360867914
1739209820.0425112;-45.120503652039325
1739209820.0425155;-45.120503652039325
1739209820.0425198;-45.120503652039325
1739209820.042524;-38.13080360867914
1739209820.0425282;-45.120503652039325
1739209820.0425324;-33.981070128970906
1739209820.0425367;-45.120503652039325
1739209820.042541;-45.120503652039325
1739209820.0425453;-45.120503652039325
1739209820.0425496;-45.120503652039325
1739209820.042554;-45.120503652039325
1739209820.0425582;-45.120503652039325
1739209820.0425625;-32.816014438256545
1739209820.0425668;-38.13080360867914
1739209820.042571;-45.120503652039325
1739209820.0425754;-38.13080360867914
1739209820.0425797;-38.13080360867914
1739209820.0425837;-45.120503652039325
1739209820.042588;-45.120503652039325
1739209820.0425923;-45.120503652039325
1739209820.0425966;-45.120503652039325
1739209820.0426009;-45.120503652039325
1739209820.0426052;-35.57807855764607
1739209820.0426095;-35.57807855764607
1739209820.0426137;-45.120503652039325
1739209820.042618;-38.13080360867914
1739209820.0426223;-45.120503652039325
1739209820.0426266;-45.120503652039325
1739209820.042631;-45.120503652039325
1739209820.0426352;-45.120503652039325
1739209820.0426393;-38.13080360867914
1739209820.0426435;-38.13080360867914
1739209820.0426478;-32.816014438256545
1739209820.0426521;-38.13080360867914
1739209820.0426564;-38.13080360867914
1739209820.0426607;-38.13080360867914
1739209820.042665;-38.13080360867914
1739209820.0426693;-38.13080360867914
1739209820.0426736;-38.13080360867914
1739209820.0426779;-38.13080360867914
1739209820.0426822;-38.13080360867914
1739209820.0426865;-45.120503652039325
1739209820.0426905;-38.13080360867914
1739209820.0426948;-35.57807855764607
1739209820.042699;-45.120503652039325
1739209820.0427034;-45.120503652039325
1739209820.0427077;-45.120503652039325
1739209820.042712;-45.120503652039325
1739209820.0427163;-35.57807855764607
1739209820.0427206;-35.57807855764607
1739209820.0427248;-35.57807855764607
1739209820.0427291;-45.120503652039325
1739209820.0427334;-35.57807855764607
1739209820.0427377;-35.57807855764607
1739209820.042742;-45.120503652039325
1739209820.042746;-38.13080360867914
1739209820.0427504;-38.13080360867914
1739209820.0427547;-35.57807855764607
1739209820.042759;-45.120503652039325
1739209820.0427632;-45.120503652039325
1739209820.0427675;-45.120503652039325
1739209820.0427718;-38.13080360867914
1739209820.042776;-45.120503652039325
1739209820.0427804;-38.13080360867914
1739209820.0427847;-45.120503652039325
1739209820.042789;-45.120503652039325
1739209820.0427933;-38.13080360867914
1739209820.0427976;-45.120503652039325
1739209820.0428016;-33.981070128970906
1739209820.042806;-45.120503652039325
1739209820.0428102;-38.13080360867914
1739209820.0428145;-45.120503652039325
1739209820.0428188;-29.438486411369333
1739209820.042823;-32.816014438256545
1739209820.0428274;-45.120503652039325
1739209820.0428317;-38.13080360867914
1739209820.042836;-32.816014438256545
1739209820.0428402;-38.13080360867914
1739209820.0428445;-45.120503652039325
1739209820.0428488;-38.13080360867914
1739209820.0428529;-45.120503652039325
1739209820.0428572;-45.120503652039325
1739209820.0428615;-38.13080360867914
1739209820.0428658;-45.120503652039325
1739209820.04287;-45.120503652039325
1739209820.0428743;-45.120503652039325
1739209820.0428786;-45.120503652039325
1739209820.042883;-45.120503652039325
1739209820.0428872;-45.120503652039325
1739209820.0428915;-45.120503652039325
1739209820.0428958;-38.13080360867914
1739209820.0429;-38.13080360867914
1739209820.0429044;-45.120503652039325
1739209820.0429084;-45.120503652039325
1739209820.0429127;-32.816014438256545
1739209820.042917;-45.120503652039325
1739209820.0429213;-30.49652367304973
1739209820.0429256;-31.141103565318893
1739209820.04293;-38.13080360867914
1739209820.0429342;-38.13080360867914
1739209820.0429385;-35.57807855764607
1739209820.0429428;-38.13080360867914
1739209820.042947;-38.13080360867914
1739209820.0429513;-35.57807855764607
1739209820.0429556;-45.120503652039325
1739209820.04296;-38.13080360867914
1739209820.042964;-35.57807855764607
1739209820.0429683;-38.13080360867914
1739209820.0429726;-35.57807855764607
1739209820.0429769;-35.57807855764607
1739209820.0429811;-45.120503652039325
1739209820.0429854;-33.981070128970906
