CAN Message; 0x1b8:0300ac2a4b0a8259
1739209722.0479712;-32.816014438256545
1739209722.047975;-38.13080360867914
1739209722.0479786;-38.13080360867914
1739209722.0479825;-35.57807855764607
1739209722.0479863;-45.120503652039325
1739209722.0479898;-38.13080360867914
1739209722.0479937;-33.981070128970906
1739209722.0479972;-35.57807855764607
1739209722.048001;-45.120503652039325
1739209722.0480049;-45.120503652039325
1739209722.0480084;-33.981070128970906
1739209722.0480123;-35.57807855764607
1739209722.0480158;-38.13080360867914
1739209722.0480196;-45.120503652039325
1739209722.0480235;-38.13080360867914
1739209722.048027;-38.13080360867914
1739209722.0480309;-33.981070128970906
1739209722.0480347;-38.13080360867914
1739209722.0480382;-33.981070128970906
1739209722.048042;-33.981070128970906
1739209722.0480456;-38.13080360867914
1739209722.0480494;-45.120503652039325
1739209722.0480533;-38.13080360867914
1739209722.0480568;-35.57807855764607
1739209722.0480607;-45.120503652039325
1739209722.0480642;-38.13080360867914
1739209722.048068;-38.13080360867914
1739209722.0480719;-35.57807855764607
1739209722.0480754;-45.120503652039325
1739209722.0480793;-35.57807855764607
1739209722.0480828;-38.13080360867914
1739209722.0480866;-35.57807855764607
1739209722.0480905;-45.120503652039325
1739209722.048094;-38.13080360867914
1739209722.0480978;-32.816014438256545
1739209722.0481014;-38.13080360867914
1739209722.0481052;-45.120503652039325
1739209722.048109;-45.120503652039325
1739209722.0481126;-38.13080360867914
1739209722.0481164;-38.13080360867914
1739209722.04812;-38.13080360867914
1739209722.0481238;-38.13080360867914
1739209722.0481277;-38.13080360867914
1739209722.0481312;-38.13080360867914
1739209722.048135;-38.13080360867914
1739209722.0481386;-45.120503652039325
1739209722.0481424;-45.120503652039325
1739209722.0481462;-38.13080360867914
1739209722.0481498;-38.13080360867914
1739209722.0481536;-38.13080360867914
1739209722.0481572;-35.57807855764607
1739209722.048161;-35.57807855764607
1739209722.0481648;-38.13080360867914
1739209722.0481684;-45.120503652039325
1739209722.0481722;-38.13080360867914
1739209722.048176;-38.13080360867914
1739209722.0481796;-45.120503652039325
1739209722.0481834;-38.13080360867914
1739209722.048187;-45.120503652039325
1739209722.0481908;-38.13080360867914
1739209722.0481946;-38.13080360867914
1739209722.0481982;-45.120503652039325
1739209722.048202;-45.120503652039325
1739209722.0482056;-45.120503652039325
1739209722.0482094;-38.13080360867914
1739209722.0482132;-38.13080360867914
1739209722.0482168;-38.13080360867914
1739209722.0482206;-45.120503652039325
1739209722.0482242;-45.120503652039325
1739209722.048228;-38.13080360867914
1739209722.0482318;-45.120503652039325
1739209722.0482354;-45.120503652039325
1739209722.0482392;-45.120503652039325
1739209722.0482428;-33.981070128970906
1739209722.0482466;-30.49652367304973
1739209722.0482504;-45.120503652039325
1739209722.048254;-38.13080360867914
1739209722.0482578;-45.120503652039325
1739209722.0482614;-45.120503652039325
1739209722.0482652;-38.13080360867914
1739209722.048269;-45.120503652039325
1739209722.0482726;-33.981070128970906
1739209722.0482764;-31.141103565318915
1739209722.04828;-45.120503652039325
1739209722.0482838;-45.120503652039325
1739209722.0482876;-38.13080360867914
1739209722.0482912;-38.13080360867914
1739209722.048295;-38.13080360867914
1739209722.0482988;-35.57807855764607
1739209722.0483024;-30.49652367304973
1739209722.0483062;-38.13080360867914
1739209722.0483098;-35.57807855764607
1739209722.0483136;-38.13080360867914
1739209722.0483174;-38.13080360867914
1739209722.048321;-38.13080360867914
1739209722.0483248;-45.120503652039325
1739209722.0483284;-38.13080360867914
1739209722.0483322;-38.13080360867914
1739209722.048336;-38.13080360867914
1739209722.0483396;-38.13080360867914
1739209722.0483434;-45.120503652039325
1739209722.048347;-45.120503652039325
1739209722.0483508;-38.13080360867914
1739209722.0483546;-45.120503652039325
1739209722.0483582;-38.13080360867914
1739209722.048362;-38.13080360867914
1739209722.0483656;-31.141103565318915
1739209722.0483694;-45.120503652039325
1739209722.0483732;-38.13080360867914
1739209722.0483768;-45.120503652039325
1739209722.0483806;-45.120503652039325
1739209722.0483842;-45.120503652039325
1739209722.048388;-38.13080360867914
1739209722.0483918;-38.13080360867914
1739209722.0483954;-35.57807855764607
1739209722.0483992;-45.120503652039325
1739209722.0484028;-35.57807855764607
1739209722.0484066;-35.57807855764607
1739209722.0484104;-38.13080360867914
1739209722.048414;-33.981070128970906
1739209722.0484178;-38.13080360867914
1739209722.0484214;-35.57807855764607
1739209722.0484252;-33.981070128970906
1739209722.048429;-38.13080360867914
1739209722.0484326;-38.13080360867914
1739209722.0484364;-35.57807855764607
1739209722.0484402;-45.120503652039325
1739209722.0484438;-38.13080360867914
1739209722.0484476;-38.13080360867914
1739209722.0484512;-33.981070128970906
1739209722.048455;-45.120503652039325
1739209722.0484588;-45.120503652039325
1739209722.0484624;-45.120503652039325
1739209722.0484662;-45.120503652039325
1739209722.0484698;-33.981070128970906
1739209722.0484736;-45.120503652039325
1739209722.0484774;-45.120503652039325
1739209722.048481;-38.13080360867914
1739209722.0484848;-45.120503652039325
1739209722.0484884;-45.120503652039325
1739209722.0484922;-38.13080360867914
1739209722.048496;-38.13080360867914
1739209722.0484996;-38.13080360867914
1739209722.0485034;-35.57807855764607
1739209722.048507;-38.13080360867914
1739209722.0485108;-38.13080360867914
1739209722.0485146;-32.816014438256545
1739209722.0485182;-38.13080360867914
1739209722.048522;-38.13080360867914
1739209722.0485256;-38.13080360867914
1739209722.0485294;-38.13080360867914
1739209722.0485332;-45.120503652039325
1739209722.0485368;-38.13080360867914
1739209722.0485406;-45.120503652039325
1739209722.0485442;-38.13080360867914
1739209722.048548;-45.120503652039325
1739209722.0485518;-35.57807855764607
1739209722.0485554;-45.120503652039325
1739209722.0485592;-32.816014438256545
1739209722.0485628;-30.49652367304973
1739209722.0485666;-38.13080360867914
1739209722.0485704;-38.13080360867914
1739209722.048574;-38.13080360867914
1739209722.0485778;-35.57807855764607
1739209722.0485816;-38.13080360867914
1739209722.0485852;-38.13080360867914
1739209722.048589;-45.120503652039325
1739209722.0485926;-38.13080360867914
1739209722.0485964;-45.120503652039325
1739209722.0486002;-45.120503652039325
1739209722.0486038;-38.13080360867914
1739209722.0486076;-45.120503652039325
1739209722.0486112;-45.120503652039325
1739209722.048615;-45.120503652039325
1739209722.0486188;-38.13080360867914
1739209722.0486224;-45.120503652039325
1739209722.0486262;-45.120503652039325
1739209722.0486298;-45.120503652039325
1739209722.0486336;-38.13080360867914
1739209722.0486374;-30.49652367304973
1739209722.048641;-45.120503652039325
1739209722.0486448;-38.13080360867914
1739209722.0486484;-38.13080360867914
1739209722.0486522;-33.981070128970906
1739209722.048656;-45.120503652039325
1739209722.0486596;-45.120503652039325
1739209722.0486634;-38.13080360867914
1739209722.048667;-45.120503652039325
1739209722.0486708;-45.120503652039325
1739209722.0486746;-45.120503652039325
1739209722.0486782;-38.13080360867914
1739209722.048682;-45.120503652039325
1739209722.0486856;-38.13080360867914
1739209722.0486894;-38.13080360867914
1739209722.0486932;-38.13080360867914
1739209722.0486968;-30.49652367304973
1739209722.0487006;-38.13080360867914
1739209722.0487044;-45.120503652039325
1739209722.048708;-35.57807855764607
1739209722.0487118;-28.58837851428586
1739209722.0487154;-45.120503652039325
1739209722.0487192;-45.120503652039325
1739209722.048723;-38.13080360867914
1739209722.0487266;-32.816014438256545
1739209722.0487304;-45.120503652039325
1739209722.048734;-45.120503652039325
1739209722.0487378;-45.120503652039325
1739209722.0487416;-45.120503652039325
1739209722.0487452;-38.13080360867914
1739209722.048749;-45.120503652039325
1739209722.0487525;-38.13080360867914
1739209722.0487564;-38.13080360867914
1739209722.0487602;-45.120503652039325
1739209722.0487638;-45.120503652039325
1739209722.0487676;-38.13080360867914
1739209722.0487711;-35.57807855764607
1739209722.048775;-38.13080360867914
1739209722.0487788;-38.13080360867914
1739209722.0487823;-33.981070128970906
1739209722.0487862;-26.991370085610722
1739209722.0487897;-38.13080360867914
1739209722.0487936;-45.120503652039325
1739209722.0487974;-38.13080360867914
1739209722.048801;-35.57807855764607
1739209722.0488048;-38.13080360867914
1739209722.0488083;-38.13080360867914
1739209722.0488122;-38.13080360867914
1739209722.048816;-38.13080360867914
1739209722.0488195;-45.120503652039325
1739209722.0488234;-38.13080360867914
1739209722.048827;-38.13080360867914
1739209722.0488307;-33.981070128970906
1739209722.0488346;-45.120503652039325
1739209722.0488381;-45.120503652039325
1739209722.048842;-38.13080360867914
1739209722.0488458;-38.13080360867914
1739209722.0488493;-38.13080360867914
1739209722.0488532;-45.120503652039325
1739209722.0488567;-38.13080360867914
1739209722.0488605;-32.816014438256545
1739209722.0488644;-38.13080360867914
1739209722.048868;-45.120503652039325
1739209722.0488718;-38.13080360867914
1739209722.0488753;-33.981070128970906
1739209722.0488791;-38.13080360867914
1739209722.048883;-38.13080360867914
1739209722.0488865;-45.120503652039325
1739209722.0488904;-38.13080360867914
1739209722.048894;-45.120503652039325
1739209722.0488977;-45.120503652039325
1739209722.0489016;-38.13080360867914
1739209722.0489051;-33.981070128970906
1739209722.048909;-38.13080360867914
1739209722.0489125;-38.13080360867914
1739209722.0489163;-38.13080360867914
1739209722.0489202;-45.120503652039325
1739209722.0489237;-45.120503652039325
1739209722.0489275;-45.120503652039325
1739209722.0489311;-45.120503652039325
1739209722.048935;-31.141103565318915
1739209722.0489388;-31.141103565318915
1739209722.0489423;-38.13080360867914
1739209722.0489461;-38.13080360867914
1739209722.0489497;-38.13080360867914
1739209722.0489535;-45.120503652039325
1739209722.0489573;-38.13080360867914
1739209722.048961;-38.13080360867914
1739209722.0489647;-33.981070128970906
1739209722.0489683;-33.981070128970906
1739209722.0489721;-38.13080360867914
1739209722.048976;-38.13080360867914
1739209722.0489795;-45.120503652039325
1739209722.0489833;-45.120503652039325
1739209722.0489872;-38.13080360867914
1739209722.0489907;-45.120503652039325
1739209722.0489945;-45.120503652039325
1739209722.048998;-35.57807855764607
1739209722.049002;-38.13080360867914
1739209722.0490057;-38.13080360867914
1739209722.0490093;-38.13080360867914
1739209722.0490131;-38.13080360867914
1739209722.0490167;-45.120503652039325
1739209722.0490205;-45.120503652039325
1739209722.0490243;-45.120503652039325
1739209722.049028;-38.13080360867914
1739209722.0490317;-38.13080360867914
1739209722.0490353;-45.120503652039325
1739209722.0490391;-45.120503652039325
1739209722.049043;-33.981070128970906
1739209722.0490465;-38.13080360867914
1739209722.0490503;-45.120503652039325
1739209722.049054;-38.13080360867914
1739209722.0490577;-33.981070128970906
1739209722.0490615;-45.120503652039325
1739209722.049065;-45.120503652039325
1739209722.049069;-38.13080360867914
1739209722.0490725;-45.120503652039325
1739209722.0490763;-45.120503652039325
1739209722.0490801;-38.13080360867914
1739209722.0490837;-45.120503652039325
1739209722.0490875;-38.13080360867914
1739209722.049091;-45.120503652039325
1739209722.049095;-45.120503652039325
1739209722.0490987;-45.120503652039325
1739209722.0491023;-38.13080360867914
1739209722.0491061;-35.57807855764607
1739209722.04911;-45.120503652039325
1739209722.0491135;-45.120503652039325
1739209722.0491173;-38.13080360867914
1739209722.049121;-45.120503652039325
1739209722.0491247;-45.120503652039325
1739209722.0491285;-45.120503652039325
1739209722.049132;-38.13080360867914
1739209722.049136;-45.120503652039325
1739209722.0491395;-45.120503652039325
1739209722.0491433;-45.120503652039325
1739209722.0491471;-45.120503652039325
1739209722.0491507;-45.120503652039325
1739209722.0491545;-45.120503652039325
1739209722.049158;-45.120503652039325
1739209722.049162;-38.13080360867914
1739209722.0491657;-38.13080360867914
1739209722.0491693;-38.13080360867914
1739209722.049173;-38.13080360867914
1739209722.0491767;-32.816014438256545
1739209722.0491805;-32.816014438256545
1739209722.0491843;-35.57807855764607
1739209722.049188;-35.57807855764607
1739209722.0491917;-45.120503652039325
1739209722.0491953;-35.57807855764607
1739209722.049199;-45.120503652039325
1739209722.049203;-38.13080360867914
1739209722.0492065;-45.120503652039325
1739209722.0492103;-45.120503652039325
1739209722.049214;-45.120503652039325
1739209722.0492177;-45.120503652039325
1739209722.0492215;-38.13080360867914
1739209722.049225;-45.120503652039325
1739209722.049229;-38.13080360867914
1739209722.0492325;-45.120503652039325
1739209722.0492363;-35.57807855764607
1739209722.04924;-35.57807855764607
1739209722.0492437;-38.13080360867914
1739209722.0492475;-45.120503652039325
1739209722.0492513;-33.981070128970906
1739209722.049255;-32.816014438256545
1739209722.0492587;-45.120503652039325
1739209722.0492623;-38.13080360867914
1739209722.049266;-38.13080360867914
1739209722.04927;-38.13080360867914
1739209722.0492735;-38.13080360867914
1739209722.0492773;-35.57807855764607
1739209722.049281;-45.120503652039325
1739209722.0492847;-45.120503652039325
1739209722.0492885;-45.120503652039325
1739209722.049292;-45.120503652039325
1739209722.049296;-45.120503652039325
1739209722.0492995;-45.120503652039325
1739209722.0493033;-45.120503652039325
1739209722.049307;-45.120503652039325
1739209722.0493107;-32.816014438256545
1739209722.0493145;-35.57807855764607
1739209722.049318;-45.120503652039325
1739209722.049322;-38.13080360867914
1739209722.0493257;-38.13080360867914
1739209722.0493293;-35.57807855764607
1739209722.049333;-45.120503652039325
1739209722.0493367;-45.120503652039325
1739209722.0493405;-45.120503652039325
1739209722.0493443;-45.120503652039325
1739209722.0493479;-45.120503652039325
1739209722.0493517;-45.120503652039325
1739209722.0493553;-45.120503652039325
1739209722.049359;-38.13080360867914
1739209722.049363;-38.13080360867914
1739209722.0493665;-38.13080360867914
1739209722.0493703;-38.13080360867914
1739209722.0493739;-32.816014438256545
1739209722.0493777;-38.13080360867914
1739209722.0493815;-45.120503652039325
1739209722.049385;-35.57807855764607
1739209722.049389;-26.991370085610736
1739209722.0493927;-45.120503652039325
1739209722.0493963;-45.120503652039325
1739209722.0494;-45.120503652039325
1739209722.0494037;-38.13080360867914
1739209722.0494075;-38.13080360867914
1739209722.0494113;-45.120503652039325
1739209722.0494149;-45.120503652039325
1739209722.0494187;-33.981070128970956
1739209722.0494223;-45.120503652039325
1739209722.049426;-38.13080360867914
1739209722.04943;-38.13080360867914
1739209722.0494335;-45.120503652039325
1739209722.0494373;-38.13080360867914
1739209722.0494409;-38.13080360867914
1739209722.0494447;-38.13080360867914
1739209722.0494485;-26.991370085610722
1739209722.049452;-33.981070128970906
1739209722.049456;-38.13080360867914
1739209722.0494595;-38.13080360867914
1739209722.0494633;-35.57807855764607
1739209722.049467;-38.13080360867914
1739209722.0494707;-38.13080360867914
1739209722.0494745;-38.13080360867914
1739209722.049478;-33.981070128970956
1739209722.0494819;-33.981070128970906
1739209722.0494857;-35.57807855764607
1739209722.0494893;-38.13080360867914
1739209722.049493;-45.120503652039325
1739209722.0494967;-45.120503652039325
1739209722.0495005;-45.120503652039325
1739209722.0495043;-45.120503652039325
1739209722.0495079;-31.141103565318915
1739209722.0495117;-38.13080360867914
1739209722.0495152;-38.13080360867914
1739209722.049519;-38.13080360867914
1739209722.0495229;-45.120503652039325
1739209722.0495265;-33.981070128970906
1739209722.0495303;-45.120503652039325
1739209722.049534;-33.981070128970906
1739209722.0495377;-35.57807855764607
1739209722.0495415;-33.981070128970906
1739209722.049545;-33.981070128970906
1739209722.0495489;-45.120503652039325
1739209722.0495527;-45.120503652039325
1739209722.0495563;-38.13080360867914
1739209722.04956;-38.13080360867914
1739209722.0495636;-38.13080360867914
1739209722.0495675;-45.120503652039325
1739209722.0495713;-45.120503652039325
1739209722.0495749;-45.120503652039325
1739209722.0495787;-45.120503652039325
1739209722.0495822;-45.120503652039325
1739209722.049586;-38.13080360867914
1739209722.0495899;-38.13080360867914
1739209722.0495934;-45.120503652039325
1739209722.0495973;-38.13080360867914
1739209722.0496008;-33.981070128970906
1739209722.0496047;-45.120503652039325
1739209722.0496085;-45.120503652039325
1739209722.049612;-45.120503652039325
1739209722.0496159;-35.57807855764607
1739209722.0496194;-38.13080360867914
1739209722.0496233;-45.120503652039325
1739209722.049627;-38.13080360867914
1739209722.0496306;-33.981070128970906
1739209722.0496345;-38.13080360867914
1739209722.049638;-45.120503652039325
1739209722.0496418;-45.120503652039325
1739209722.0496457;-45.120503652039325
