CAN Message; 0x1b8:0300ac2a4b0a8259
Timestamp;Amplitude
1739209722.0467324;-45.120503652039325
1739209722.046736;-45.120503652039325
1739209722.0467398;-45.120503652039325
1739209722.0467434;-38.13080360867914
1739209722.0467472;-45.120503652039325
1739209722.046751;-45.120503652039325
1739209722.0467546;-45.120503652039325
1739209722.0467584;-38.13080360867914
1739209722.046762;-45.120503652039325
1739209722.0467658;-38.13080360867914
1739209722.0467696;-35.57807855764607
1739209722.0467732;-45.120503652039325
1739209722.046777;-45.120503652039325
1739209722.0467806;-38.13080360867914
1739209722.0467844;-45.120503652039325
1739209722.0467882;-38.13080360867914
1739209722.0467918;-45.120503652039325
1739209722.0467956;-45.120503652039325
1739209722.0467994;-45.120503652039325
1739209722.046803;-33.981070128970906
1739209722.0468068;-38.13080360867914
1739209722.0468104;-45.120503652039325
1739209722.0468142;-38.13080360867914
1739209722.046818;-38.13080360867914
1739209722.0468216;-38.13080360867914
1739209722.0468254;-38.13080360867914
1739209722.046829;-38.13080360867914
1739209722.0468328;-38.13080360867914
1739209722.0468366;-32.816014438256545
1739209722.0468402;-38.13080360867914
1739209722.046844;-45.120503652039325
1739209722.0468476;-45.120503652039325
1739209722.0468514;-33.981070128970906
1739209722.0468552;-33.981070128970906
1739209722.0468588;-38.13080360867914
1739209722.0468626;-28.992665084841942
1739209722.0468662;-45.120503652039325
1739209722.04687;-38.13080360867914
1739209722.0468738;-38.13080360867914
1739209722.0468774;-33.981070128970906
1739209722.0468812;-32.816014438256545
1739209722.0468848;-45.120503652039325
1739209722.0468886;-45.120503652039325
1739209722.0468924;-38.13080360867914
1739209722.046896;-38.13080360867914
1739209722.0468998;-45.120503652039325
1739209722.0469034;-45.120503652039325
1739209722.0469072;-38.13080360867914
1739209722.046911;-45.120503652039325
1739209722.0469146;-45.120503652039325
1739209722.0469184;-45.120503652039325
1739209722.046922;-45.120503652039325
1739209722.0469258;-38.13080360867914
1739209722.0469296;-45.120503652039325
1739209722.0469332;-45.120503652039325
1739209722.046937;-45.120503652039325
1739209722.0469408;-45.120503652039325
1739209722.0469444;-45.120503652039325
1739209722.0469482;-45.120503652039325
1739209722.0469518;-33.981070128970906
1739209722.0469556;-45.120503652039325
1739209722.0469594;-38.13080360867914
1739209722.046963;-38.13080360867914
1739209722.0469668;-38.13080360867914
1739209722.0469704;-35.57807855764607
1739209722.0469742;-38.13080360867914
1739209722.046978;-45.120503652039325
1739209722.0469816;-35.57807855764607
1739209722.0469854;-45.120503652039325
1739209722.046989;-38.13080360867914
1739209722.0469928;-38.13080360867914
1739209722.0469966;-45.120503652039325
1739209722.0470002;-35.57807855764607
1739209722.047004;-38.13080360867914
1739209722.0470076;-45.120503652039325
1739209722.0470114;-27.267205301931607
1739209722.0470152;-35.57807855764607
1739209722.0470188;-45.120503652039325
1739209722.0470226;-45.120503652039325
1739209722.0470262;-33.981070128970906
1739209722.04703;-45.120503652039325
1739209722.0470338;-38.13080360867914
1739209722.0470374;-38.13080360867914
1739209722.0470412;-38.13080360867914
1739209722.0470448;-38.13080360867914
1739209722.0470486;-38.13080360867914
1739209722.0470524;-38.13080360867914
1739209722.047056;-38.13080360867914
1739209722.0470598;-45.120503652039325
1739209722.0470634;-38.13080360867914
1739209722.0470672;-45.120503652039325
1739209722.047071;-45.120503652039325
1739209722.0470746;-38.13080360867914
1739209722.0470784;-45.120503652039325
1739209722.0470822;-45.120503652039325
1739209722.0470858;-45.120503652039325
1739209722.0470896;-33.981070128970906
1739209722.0470932;-45.120503652039325
1739209722.047097;-45.120503652039325
1739209722.0471008;-31.141103565318915
1739209722.0471044;-35.57807855764607
1739209722.0471082;-38.13080360867914
1739209722.0471117;-45.120503652039325
1739209722.0471156;-31.141103565318915
1739209722.0471194;-35.57807855764607
1739209722.047123;-45.120503652039325
1739209722.0471268;-45.120503652039325
1739209722.0471303;-45.120503652039325
1739209722.0471342;-45.120503652039325
1739209722.047138;-38.13080360867914
1739209722.0471416;-45.120503652039325
1739209722.0471454;-45.120503652039325
1739209722.047149;-33.981070128970906
1739209722.0471528;-45.120503652039325
1739209722.0471566;-45.120503652039325
1739209722.0471601;-30.49652367304973
1739209722.047164;-31.141103565318893
1739209722.0471675;-45.120503652039325
1739209722.0471714;-45.120503652039325
1739209722.0471752;-33.981070128970906
1739209722.0471787;-38.13080360867914
1739209722.0471826;-45.120503652039325
1739209722.0471861;-33.981070128970906
1739209722.04719;-45.120503652039325
1739209722.0471938;-45.120503652039325
1739209722.0471973;-45.120503652039325
1739209722.0472012;-45.120503652039325
1739209722.047205;-45.120503652039325
1739209722.0472085;-38.13080360867914
1739209722.0472124;-38.13080360867914
1739209722.047216;-45.120503652039325
1739209722.0472198;-30.49652367304973
1739209722.0472236;-29.438486411369333
1739209722.0472271;-45.120503652039325
1739209722.047231;-38.13080360867914
1739209722.0472345;-45.120503652039325
1739209722.0472383;-35.57807855764607
1739209722.0472422;-38.13080360867914
1739209722.0472457;-38.13080360867914
1739209722.0472496;-45.120503652039325
1739209722.0472531;-45.120503652039325
1739209722.047257;-45.120503652039325
1739209722.0472608;-45.120503652039325
1739209722.0472643;-38.13080360867914
1739209722.0472682;-30.49652367304973
1739209722.0472717;-45.120503652039325
1739209722.0472755;-45.120503652039325
1739209722.0472794;-32.816014438256545
1739209722.047283;-32.816014438256545
1739209722.0472867;-45.120503652039325
1739209722.0472903;-45.120503652039325
1739209722.0472941;-38.13080360867914
1739209722.047298;-45.120503652039325
1739209722.0473015;-45.120503652039325
1739209722.0473053;-45.120503652039325
1739209722.047309;-45.120503652039325
1739209722.0473127;-38.13080360867914
1739209722.0473166;-38.13080360867914
1739209722.0473201;-38.13080360867914
1739209722.047324;-33.981070128970906
1739209722.0473275;-35.57807855764607
1739209722.0473313;-45.120503652039325
1739209722.0473351;-45.120503652039325
1739209722.0473387;-38.13080360867914
1739209722.0473425;-38.13080360867914
1739209722.0473464;-38.13080360867914
1739209722.04735;-45.120503652039325
1739209722.0473537;-45.120503652039325
1739209722.0473573;-45.120503652039325
1739209722.0473611;-38.13080360867914
1739209722.047365;-45.120503652039325
1739209722.0473685;-38.13080360867914
1739209722.0473723;-32.816014438256545
1739209722.047376;-45.120503652039325
1739209722.0473797;-38.13080360867914
1739209722.0473835;-38.13080360867914
1739209722.0473871;-35.57807855764607
1739209722.047391;-45.120503652039325
1739209722.0473945;-45.120503652039325
1739209722.0473983;-38.13080360867914
1739209722.0474021;-45.120503652039325
1739209722.0474057;-38.13080360867914
1739209722.0474095;-35.57807855764607
1739209722.047413;-38.13080360867914
1739209722.047417;-45.120503652039325
1739209722.0474207;-33.981070128970906
1739209722.0474243;-45.120503652039325
1739209722.0474281;-45.120503652039325
1739209722.0474317;-35.57807855764607
1739209722.0474355;-45.120503652039325
1739209722.0474393;-38.13080360867914
1739209722.047443;-38.13080360867914
1739209722.0474467;-45.120503652039325
1739209722.0474503;-45.120503652039325
1739209722.047454;-45.120503652039325
1739209722.047458;-45.120503652039325
1739209722.0474615;-45.120503652039325
1739209722.0474653;-45.120503652039325
1739209722.047469;-45.120503652039325
1739209722.0474727;-38.13080360867914
1739209722.0474765;-32.816014438256545
1739209722.04748;-38.13080360867914
1739209722.047484;-45.120503652039325
1739209722.0474877;-38.13080360867914
1739209722.0474913;-33.981070128970906
1739209722.0474951;-33.981070128970906
1739209722.0474987;-45.120503652039325
1739209722.0475025;-38.13080360867914
1739209722.0475063;-45.120503652039325
1739209722.04751;-38.13080360867914
1739209722.0475137;-38.13080360867914
1739209722.0475173;-45.120503652039325
1739209722.047521;-38.13080360867914
1739209722.047525;-33.981070128970906
1739209722.0475285;-45.120503652039325
1739209722.0475323;-45.120503652039325
1739209722.047536;-35.57807855764607
1739209722.0475397;-38.13080360867914
1739209722.0475435;-45.120503652039325
1739209722.047547;-33.981070128970906
1739209722.047551;-38.13080360867914
1739209722.0475545;-38.13080360867914
1739209722.0475583;-45.120503652039325
1739209722.0475621;-45.120503652039325
1739209722.0475657;-38.13080360867914
1739209722.0475695;-38.13080360867914
1739209722.047573;-38.13080360867914
1739209722.047577;-45.120503652039325
1739209722.0475807;-45.120503652039325
1739209722.0475843;-35.57807855764607
1739209722.047588;-32.816014438256545
1739209722.0475917;-45.120503652039325
1739209722.0475955;-45.120503652039325
1739209722.0475993;-33.981070128970906
1739209722.047603;-38.13080360867914
1739209722.0476067;-38.13080360867914
1739209722.0476103;-38.13080360867914
1739209722.047614;-33.981070128970906
1739209722.047618;-45.120503652039325
1739209722.0476215;-45.120503652039325
1739209722.0476253;-38.13080360867914
1739209722.047629;-35.57807855764607
1739209722.0476327;-38.13080360867914
1739209722.0476365;-45.120503652039325
1739209722.04764;-38.13080360867914
1739209722.047644;-33.981070128970906
1739209722.0476477;-38.13080360867914
1739209722.0476513;-45.120503652039325
1739209722.047655;-38.13080360867914
1739209722.0476587;-38.13080360867914
1739209722.0476625;-45.120503652039325
1739209722.0476663;-45.120503652039325
1739209722.04767;-45.120503652039325
1739209722.0476737;-27.267205301931607
1739209722.0476773;-35.57807855764607
1739209722.047681;-45.120503652039325
1739209722.047685;-38.13080360867914
1739209722.0476885;-38.13080360867914
1739209722.0476923;-45.120503652039325
1739209722.0476959;-45.120503652039325
1739209722.0476997;-45.120503652039325
1739209722.0477035;-38.13080360867914
1739209722.047707;-35.57807855764607
1739209722.047711;-45.120503652039325
1739209722.0477145;-45.120503652039325
1739209722.0477183;-45.120503652039325
1739209722.047722;-45.120503652039325
1739209722.0477257;-45.120503652039325
1739209722.0477295;-45.120503652039325
1739209722.047733;-38.13080360867914
1739209722.047737;-45.120503652039325
1739209722.0477407;-45.120503652039325
1739209722.0477443;-45.120503652039325
1739209722.047748;-45.120503652039325
1739209722.047752;-45.120503652039325
1739209722.0477555;-45.120503652039325
1739209722.0477593;-45.120503652039325
1739209722.0477629;-28.992665084841942
1739209722.0477667;-38.13080360867914
1739209722.0477705;-45.120503652039325
1739209722.047774;-45.120503652039325
1739209722.047778;-38.13080360867914
1739209722.0477815;-35.57807855764607
1739209722.0477853;-38.13080360867914
1739209722.047789;-45.120503652039325
1739209722.0477927;-38.13080360867914
1739209722.0477965;-38.13080360867914
1739209722.0478;-38.13080360867914
1739209722.0478039;-38.13080360867914
1739209722.0478077;-38.13080360867914
1739209722.0478113;-35.57807855764607
1739209722.047815;-35.57807855764607
1739209722.0478187;-38.13080360867914
1739209722.0478225;-31.141103565318915
1739209722.0478263;-38.13080360867914
1739209722.0478299;-45.120503652039325
1739209722.0478337;-45.120503652039325
1739209722.0478373;-45.120503652039325
1739209722.047841;-45.120503652039325
1739209722.047845;-38.13080360867914
1739209722.0478485;-45.120503652039325
1739209722.0478523;-45.120503652039325
1739209722.0478559;-45.120503652039325
1739209722.0478597;-38.13080360867914
1739209722.0478635;-38.13080360867914
1739209722.047867;-38.13080360867914
1739209722.0478709;-35.57807855764607
1739209722.0478745;-38.13080360867914
1739209722.0478783;-35.57807855764607
1739209722.047882;-45.120503652039325
1739209722.0478857;-45.120503652039325
1739209722.0478895;-38.13080360867914
1739209722.0478933;-38.13080360867914
1739209722.0478969;-45.120503652039325
1739209722.0479007;-38.13080360867914
1739209722.0479043;-38.13080360867914
1739209722.047908;-35.57807855764607
1739209722.047912;-35.57807855764607
1739209722.0479155;-38.13080360867914
1739209722.0479193;-45.120503652039325
1739209722.0479228;-38.13080360867914
1739209722.0479267;-33.981070128970906
1739209722.0479305;-38.13080360867914
1739209722.047934;-45.120503652039325
1739209722.0479379;-35.57807855764607
1739209722.0479414;-45.120503652039325
1739209722.0479453;-45.120503652039325
1739209722.047949;-45.120503652039325
1739209722.0479527;-38.13080360867914
1739209722.0479565;-45.120503652039325
1739209722.04796;-45.120503652039325
1739209722.0479639;-32.816014438256545
1739209722.0479677;-45.120503652039325
