CAN Message; 0x39:059956e141e62e25
Timestamp;Amplitude
1739209834.4042008;-38.13080360867914
1739209834.4042034;-38.13080360867914
1739209834.404206;-38.13080360867914
1739209834.404209;-32.816014438256545
1739209834.4042115;-45.120503652039325
1739209834.4042141;-45.120503652039325
1739209834.4042168;-35.57807855764607
1739209834.4042194;-35.57807855764607
1739209834.404222;-38.13080360867914
1739209834.4042249;-45.120503652039325
1739209834.4042275;-38.13080360867914
1739209834.40423;-38.13080360867914
1739209834.4042327;-38.13080360867914
1739209834.4042354;-45.120503652039325
1739209834.404238;-45.120503652039325
1739209834.4042406;-45.120503652039325
1739209834.4042435;-45.120503652039325
1739209834.404246;-45.120503652039325
1739209834.4042487;-45.120503652039325
1739209834.4042513;-45.120503652039325
1739209834.404254;-38.13080360867914
1739209834.4042566;-35.57807855764607
1739209834.4042594;-38.13080360867914
1739209834.404262;-38.13080360867914
1739209834.4042647;-38.13080360867914
1739209834.4042673;-45.120503652039325
1739209834.40427;-45.120503652039325
1739209834.4042726;-45.120503652039325
1739209834.4042752;-38.13080360867914
1739209834.404278;-45.120503652039325
1739209834.4042807;-38.13080360867914
1739209834.4042833;-45.120503652039325
1739209834.404286;-38.13080360867914
1739209834.4042885;-33.981070128970906
1739209834.4042912;-35.57807855764607
1739209834.404294;-45.120503652039325
1739209834.4042966;-38.13080360867914
1739209834.4042993;-38.13080360867914
1739209834.404302;-38.13080360867914
1739209834.4043045;-35.57807855764607
1739209834.4043071;-38.13080360867914
1739209834.4043097;-45.120503652039325
1739209834.4043126;-33.981070128970906
1739209834.4043152;-45.120503652039325
1739209834.4043179;-38.13080360867914
1739209834.4043205;-35.57807855764607
1739209834.404323;-45.120503652039325
1739209834.4043257;-45.120503652039325
1739209834.4043286;-33.981070128970906
1739209834.4043312;-45.120503652039325
1739209834.4043338;-38.13080360867914
1739209834.4043365;-32.816014438256545
1739209834.404339;-38.13080360867914
1739209834.4043417;-45.120503652039325
1739209834.4043443;-45.120503652039325
1739209834.4043472;-38.13080360867914
1739209834.4043498;-38.13080360867914
1739209834.4043524;-38.13080360867914
1739209834.404355;-31.141103565318915
1739209834.4043577;-35.57807855764607
1739209834.4043603;-38.13080360867914
1739209834.4043632;-45.120503652039325
1739209834.4043658;-33.981070128970906
1739209834.4043684;-45.120503652039325
1739209834.404371;-38.13080360867914
1739209834.4043736;-45.120503652039325
1739209834.4043763;-38.13080360867914
1739209834.404379;-38.13080360867914
1739209834.4043818;-38.13080360867914
1739209834.4043844;-38.13080360867914
1739209834.404387;-38.13080360867914
1739209834.4043896;-45.120503652039325
1739209834.4043922;-38.13080360867914
1739209834.4043949;-35.57807855764607
1739209834.4043977;-38.13080360867914
1739209834.4044003;-45.120503652039325
1739209834.404403;-38.13080360867914
1739209834.4044056;-45.120503652039325
1739209834.4044082;-38.13080360867914
1739209834.4044108;-45.120503652039325
1739209834.4044135;-35.57807855764607
1739209834.4044163;-35.57807855764607
1739209834.404419;-38.13080360867914
1739209834.4044216;-38.13080360867914
1739209834.4044242;-45.120503652039325
1739209834.4044268;-32.816014438256545
1739209834.4044294;-33.981070128970906
1739209834.4044323;-45.120503652039325
1739209834.404435;-38.13080360867914
1739209834.4044375;-31.141103565318893
1739209834.4044402;-33.981070128970906
1739209834.4044428;-38.13080360867914
1739209834.4044454;-38.13080360867914
1739209834.4044483;-35.57807855764607
1739209834.404451;-38.13080360867914
1739209834.4044535;-45.120503652039325
1739209834.4044561;-38.13080360867914
1739209834.4044588;-45.120503652039325
1739209834.4044614;-28.992665084841942
1739209834.404464;-33.981070128970906
1739209834.4044669;-45.120503652039325
1739209834.4044695;-45.120503652039325
1739209834.404472;-38.13080360867914
1739209834.4044747;-35.57807855764607
1739209834.4044774;-38.13080360867914
1739209834.40448;-38.13080360867914
1739209834.4044828;-38.13080360867914
1739209834.4044855;-45.120503652039325
1739209834.404488;-35.57807855764607
1739209834.4044907;-38.13080360867914
1739209834.4044933;-45.120503652039325
1739209834.404496;-38.13080360867914
1739209834.4044986;-38.13080360867914
1739209834.4045014;-45.120503652039325
1739209834.404504;-45.120503652039325
1739209834.4045067;-45.120503652039325
1739209834.4045093;-45.120503652039325
1739209834.404512;-45.120503652039325
1739209834.4045146;-38.13080360867914
1739209834.4045174;-38.13080360867914
1739209834.40452;-38.13080360867914
1739209834.4045227;-45.120503652039325
1739209834.4045253;-32.816014438256545
1739209834.404528;-30.49652367304973
1739209834.4045305;-45.120503652039325
1739209834.4045331;-45.120503652039325
1739209834.404536;-33.981070128970906
1739209834.4045386;-38.13080360867914
1739209834.4045413;-45.120503652039325
1739209834.4045439;-45.120503652039325
1739209834.4045465;-45.120503652039325
1739209834.4045491;-45.120503652039325
1739209834.404552;-38.13080360867914
1739209834.4045546;-45.120503652039325
1739209834.4045572;-45.120503652039325
1739209834.4045599;-38.13080360867914
1739209834.4045625;-38.13080360867914
1739209834.404565;-45.120503652039325
1739209834.4045677;-33.981070128970906
1739209834.4045706;-28.21854285175415
1739209834.4045732;-38.13080360867914
1739209834.4045758;-45.120503652039325
1739209834.4045784;-45.120503652039325
1739209834.404581;-38.13080360867914
1739209834.4045837;-38.13080360867914
1739209834.4045866;-45.120503652039325
1739209834.4045892;-45.120503652039325
1739209834.4045918;-38.13080360867914
1739209834.4045944;-38.13080360867914
1739209834.404597;-45.120503652039325
1739209834.4045997;-38.13080360867914
1739209834.4046023;-38.13080360867914
1739209834.4046052;-45.120503652039325
1739209834.4046078;-45.120503652039325
1739209834.4046104;-45.120503652039325
1739209834.404613;-45.120503652039325
1739209834.4046156;-38.13080360867914
1739209834.4046183;-45.120503652039325
1739209834.4046211;-45.120503652039325
1739209834.4046237;-38.13080360867914
1739209834.4046264;-38.13080360867914
1739209834.404629;-45.120503652039325
1739209834.4046316;-38.13080360867914
1739209834.4046342;-35.57807855764607
1739209834.4046369;-45.120503652039325
1739209834.4046397;-45.120503652039325
1739209834.4046423;-45.120503652039325
1739209834.404645;-45.120503652039325
1739209834.4046476;-45.120503652039325
1739209834.4046502;-32.816014438256545
1739209834.4046528;-45.120503652039325
1739209834.4046557;-45.120503652039325
1739209834.4046583;-38.13080360867914
1739209834.404661;-45.120503652039325
1739209834.4046636;-45.120503652039325
1739209834.4046662;-45.120503652039325
1739209834.4046688;-35.57807855764607
1739209834.4046714;-38.13080360867914
1739209834.4046743;-38.13080360867914
1739209834.404677;-38.13080360867914
1739209834.4046795;-38.13080360867914
1739209834.4046822;-38.13080360867914
1739209834.4046848;-45.120503652039325
1739209834.4046874;-45.120503652039325
1739209834.4046903;-38.13080360867914
1739209834.404693;-35.57807855764607
1739209834.4046955;-38.13080360867914
1739209834.4046981;-45.120503652039325
1739209834.4047008;-45.120503652039325
1739209834.4047034;-45.120503652039325
1739209834.404706;-45.120503652039325
1739209834.4047089;-35.57807855764607
1739209834.4047115;-38.13080360867914
1739209834.404714;-38.13080360867914
1739209834.4047167;-45.120503652039325
1739209834.4047194;-38.13080360867914
1739209834.404722;-33.981070128970906
1739209834.4047248;-45.120503652039325
1739209834.4047275;-38.13080360867914
1739209834.40473;-45.120503652039325
1739209834.4047327;-38.13080360867914
1739209834.4047353;-45.120503652039325
1739209834.404738;-45.120503652039325
1739209834.4047406;-38.13080360867914
1739209834.4047434;-38.13080360867914
1739209834.404746;-45.120503652039325
1739209834.4047487;-38.13080360867914
1739209834.4047513;-38.13080360867914
1739209834.404754;-38.13080360867914
1739209834.4047565;-45.120503652039325
1739209834.4047594;-38.13080360867914
1739209834.404762;-32.816014438256545
1739209834.4047647;-45.120503652039325
1739209834.4047673;-45.120503652039325
1739209834.40477;-38.13080360867914
1739209834.4047725;-32.816014438256545
1739209834.4047751;-33.981070128970906
1739209834.404778;-38.13080360867914
1739209834.4047806;-45.120503652039325
1739209834.4047832;-38.13080360867914
1739209834.4047859;-31.141103565318915
1739209834.4047885;-45.120503652039325
1739209834.404791;-45.120503652039325
1739209834.404794;-45.120503652039325
1739209834.4047966;-38.13080360867914
1739209834.4047992;-38.13080360867914
1739209834.4048018;-38.13080360867914
1739209834.4048045;-45.120503652039325
1739209834.404807;-30.49652367304973
1739209834.4048097;-38.13080360867914
1739209834.4048126;-45.120503652039325
1739209834.4048152;-38.13080360867914
1739209834.4048178;-38.13080360867914
1739209834.4048204;-35.57807855764607
1739209834.404823;-45.120503652039325
1739209834.4048257;-38.13080360867914
1739209834.4048285;-33.981070128970906
1739209834.4048312;-38.13080360867914
1739209834.4048338;-38.13080360867914
1739209834.4048364;-45.120503652039325
1739209834.404839;-38.13080360867914
1739209834.4048417;-35.57807855764607
1739209834.4048443;-38.13080360867914
1739209834.4048471;-45.120503652039325
1739209834.4048498;-38.13080360867914
1739209834.4048524;-38.13080360867914
1739209834.404855;-45.120503652039325
1739209834.4048576;-45.120503652039325
1739209834.4048603;-38.13080360867914
1739209834.404863;-38.13080360867914
1739209834.4048657;-45.120503652039325
1739209834.4048684;-45.120503652039325
1739209834.404871;-28.992665084841942
1739209834.4048736;-45.120503652039325
1739209834.4048762;-38.13080360867914
1739209834.404879;-45.120503652039325
1739209834.4048817;-33.981070128970906
1739209834.4048843;-45.120503652039325
1739209834.404887;-45.120503652039325
1739209834.4048896;-38.13080360867914
1739209834.4048922;-30.49652367304973
1739209834.4048948;-38.13080360867914
1739209834.4048977;-38.13080360867914
1739209834.4049003;-38.13080360867914
1739209834.404903;-38.13080360867914
1739209834.4049056;-38.13080360867914
1739209834.4049082;-38.13080360867914
1739209834.4049108;-38.13080360867914
1739209834.4049137;-33.981070128970906
1739209834.4049163;-45.120503652039325
1739209834.404919;-45.120503652039325
1739209834.4049215;-38.13080360867914
1739209834.4049242;-33.981070128970906
1739209834.4049268;-45.120503652039325
1739209834.4049294;-38.13080360867914
1739209834.4049323;-35.57807855764607
1739209834.404935;-38.13080360867914
1739209834.4049375;-45.120503652039325
1739209834.4049401;-38.13080360867914
1739209834.4049428;-32.816014438256545
1739209834.4049454;-38.13080360867914
