CAN Message; 0x39:0eb7309219043cbf
Timestamp;Amplitude
1739209645.5401902;-45.120503652039325
1739209645.5401938;-45.120503652039325
1739209645.5401976;-38.13080360867914
1739209645.5402012;-33.981070128970906
1739209645.540205;-38.13080360867914
1739209645.5402086;-38.13080360867914
1739209645.5402124;-45.120503652039325
1739209645.5402162;-38.13080360867914
1739209645.5402198;-33.981070128970906
1739209645.5402236;-38.13080360867914
1739209645.5402272;-38.13080360867914
1739209645.540231;-38.13080360867914
1739209645.5402348;-33.981070128970906
1739209645.5402384;-45.120503652039325
1739209645.5402422;-38.13080360867914
1739209645.5402458;-35.57807855764607
1739209645.5402496;-45.120503652039325
1739209645.5402532;-45.120503652039325
1739209645.540257;-38.13080360867914
1739209645.5402608;-35.57807855764607
1739209645.5402644;-38.13080360867914
1739209645.5402682;-45.120503652039325
1739209645.5402718;-35.57807855764607
1739209645.5402756;-38.13080360867914
1739209645.5402792;-35.57807855764607
1739209645.540283;-35.57807855764607
1739209645.5402868;-38.13080360867914
1739209645.5402904;-33.981070128970906
1739209645.5402942;-33.981070128970906
1739209645.5402977;-38.13080360867914
1739209645.5403016;-38.13080360867914
1739209645.5403051;-32.816014438256545
1739209645.540309;-38.13080360867914
1739209645.5403128;-45.120503652039325
1739209645.5403163;-38.13080360867914
1739209645.5403202;-45.120503652039325
1739209645.5403237;-45.120503652039325
1739209645.5403275;-45.120503652039325
1739209645.5403314;-45.120503652039325
1739209645.540335;-38.13080360867914
1739209645.5403388;-38.13080360867914
1739209645.5403423;-45.120503652039325
1739209645.5403461;-38.13080360867914
1739209645.5403497;-45.120503652039325
1739209645.5403535;-35.57807855764607
1739209645.5403574;-45.120503652039325
1739209645.540361;-38.13080360867914
1739209645.5403647;-33.981070128970906
1739209645.5403683;-31.14110356531892
1739209645.5403721;-45.120503652039325
1739209645.5403757;-38.13080360867914
1739209645.5403795;-35.57807855764607
1739209645.5403833;-38.13080360867914
1739209645.540387;-45.120503652039325
1739209645.5403907;-38.13080360867914
1739209645.5403943;-35.57807855764607
1739209645.5403981;-31.141103565318915
1739209645.540402;-45.120503652039325
1739209645.5404055;-38.13080360867914
1739209645.5404093;-35.57807855764607
1739209645.540413;-38.13080360867914
1739209645.5404167;-45.120503652039325
1739209645.5404203;-45.120503652039325
1739209645.540424;-45.120503652039325
1739209645.540428;-38.13080360867914
1739209645.5404315;-45.120503652039325
1739209645.5404353;-45.120503652039325
1739209645.540439;-45.120503652039325
1739209645.5404427;-45.120503652039325
1739209645.5404463;-45.120503652039325
1739209645.54045;-38.13080360867914
1739209645.540454;-38.13080360867914
1739209645.5404575;-45.120503652039325
1739209645.5404613;-38.13080360867914
1739209645.5404649;-45.120503652039325
1739209645.5404687;-45.120503652039325
1739209645.5404725;-45.120503652039325
1739209645.540476;-38.13080360867914
1739209645.54048;-38.13080360867914
1739209645.5404835;-45.120503652039325
1739209645.5404873;-30.49652367304973
1739209645.5404909;-33.981070128970906
1739209645.5404947;-45.120503652039325
1739209645.5404985;-38.13080360867914
1739209645.540502;-35.57807855764607
1739209645.540506;-35.57807855764607
1739209645.5405095;-38.13080360867914
1739209645.5405133;-38.13080360867914
1739209645.5405169;-33.981070128970956
1739209645.5405207;-45.120503652039325
1739209645.5405245;-38.13080360867914
1739209645.540528;-45.120503652039325
1739209645.5405319;-45.120503652039325
1739209645.5405354;-38.13080360867914
1739209645.5405393;-38.13080360867914
1739209645.540543;-45.120503652039325
1739209645.5405467;-28.58837851428586
1739209645.5405505;-30.49652367304973
1739209645.540554;-38.13080360867914
1739209645.5405579;-45.120503652039325
1739209645.5405614;-38.13080360867914
1739209645.5405653;-45.120503652039325
1739209645.540569;-45.120503652039325
1739209645.5405726;-38.13080360867914
1739209645.5405765;-45.120503652039325
1739209645.54058;-45.120503652039325
1739209645.5405838;-45.120503652039325
1739209645.5405874;-45.120503652039325
1739209645.5405912;-38.13080360867914
1739209645.540595;-35.57807855764607
1739209645.5405986;-45.120503652039325
1739209645.5406024;-45.120503652039325
1739209645.540606;-45.120503652039325
1739209645.5406098;-45.120503652039325
1739209645.5406134;-45.120503652039325
1739209645.5406172;-35.57807855764607
1739209645.540621;-38.13080360867914
1739209645.5406246;-45.120503652039325
1739209645.5406284;-33.981070128970906
1739209645.540632;-45.120503652039325
1739209645.5406358;-38.13080360867914
1739209645.5406396;-38.13080360867914
1739209645.5406432;-45.120503652039325
1739209645.540647;-45.120503652039325
1739209645.5406506;-38.13080360867914
1739209645.5406544;-45.120503652039325
1739209645.540658;-45.120503652039325
1739209645.5406618;-32.816014438256545
1739209645.5406656;-45.120503652039325
1739209645.5406692;-45.120503652039325
1739209645.540673;-38.13080360867914
1739209645.5406766;-45.120503652039325
1739209645.5406804;-38.13080360867914
1739209645.540684;-38.13080360867914
1739209645.5406878;-33.981070128970906
1739209645.5406916;-35.57807855764607
1739209645.5406952;-35.57807855764607
1739209645.540699;-38.13080360867914
1739209645.5407026;-38.13080360867914
1739209645.5407064;-32.816014438256545
1739209645.5407102;-38.13080360867914
1739209645.5407138;-38.13080360867914
1739209645.5407176;-38.13080360867914
1739209645.5407212;-35.57807855764607
1739209645.540725;-38.13080360867914
1739209645.5407286;-38.13080360867914
1739209645.5407324;-38.13080360867914
1739209645.5407362;-35.57807855764607
1739209645.5407398;-38.13080360867914
1739209645.5407436;-38.13080360867914
1739209645.5407472;-35.57807855764607
1739209645.540751;-32.816014438256545
1739209645.5407546;-38.13080360867914
1739209645.5407584;-45.120503652039325
1739209645.5407622;-38.13080360867914
1739209645.5407658;-33.981070128970906
1739209645.5407696;-38.13080360867914
1739209645.5407732;-45.120503652039325
1739209645.540777;-38.13080360867914
1739209645.5407805;-35.57807855764607
1739209645.5407844;-45.120503652039325
1739209645.5407882;-45.120503652039325
1739209645.5407917;-38.13080360867914
1739209645.5407956;-38.13080360867914
1739209645.5407991;-38.13080360867914
1739209645.540803;-38.13080360867914
1739209645.5408068;-38.13080360867914
1739209645.5408103;-38.13080360867914
1739209645.5408142;-38.13080360867914
1739209645.5408177;-45.120503652039325
1739209645.5408216;-38.13080360867914
1739209645.5408251;-45.120503652039325
1739209645.540829;-45.120503652039325
1739209645.5408328;-45.120503652039325
1739209645.5408363;-35.57807855764607
1739209645.5408401;-35.57807855764607
1739209645.5408437;-38.13080360867914
1739209645.5408475;-38.13080360867914
1739209645.540851;-33.981070128970906
1739209645.540855;-38.13080360867914
1739209645.5408587;-45.120503652039325
1739209645.5408623;-38.13080360867914
1739209645.5408661;-38.13080360867914
1739209645.5408697;-45.120503652039325
1739209645.5408735;-45.120503652039325
1739209645.5408773;-45.120503652039325
1739209645.540881;-33.981070128970906
1739209645.5408847;-38.13080360867914
1739209645.5408883;-45.120503652039325
1739209645.5408921;-45.120503652039325
1739209645.5408957;-45.120503652039325
1739209645.5408995;-38.13080360867914
1739209645.5409033;-38.13080360867914
1739209645.540907;-38.13080360867914
1739209645.5409107;-38.13080360867914
1739209645.5409143;-35.57807855764607
1739209645.540918;-38.13080360867914
1739209645.5409217;-45.120503652039325
1739209645.5409255;-33.981070128970906
1739209645.5409293;-33.981070128970906
1739209645.540933;-33.981070128970906
1739209645.5409367;-45.120503652039325
1739209645.5409403;-45.120503652039325
1739209645.540944;-45.120503652039325
1739209645.540948;-38.13080360867914
1739209645.5409515;-38.13080360867914
1739209645.5409553;-35.57807855764607
1739209645.540959;-35.57807855764607
1739209645.5409627;-45.120503652039325
1739209645.5409663;-45.120503652039325
1739209645.54097;-38.13080360867914
1739209645.540974;-45.120503652039325
1739209645.5409775;-38.13080360867914
1739209645.5409813;-45.120503652039325
1739209645.5409849;-38.13080360867914
1739209645.5409887;-32.816014438256545
1739209645.5409923;-38.13080360867914
1739209645.540996;-45.120503652039325
1739209645.541;-28.992665084841942
1739209645.5410035;-35.57807855764607
1739209645.5410073;-45.120503652039325
1739209645.5410109;-45.120503652039325
1739209645.5410147;-33.981070128970906
1739209645.5410185;-45.120503652039325
1739209645.541022;-45.120503652039325
1739209645.5410259;-45.120503652039325
1739209645.5410295;-30.49652367304973
1739209645.5410333;-35.57807855764607
1739209645.5410368;-38.13080360867914
1739209645.5410407;-38.13080360867914
1739209645.5410445;-38.13080360867914
1739209645.541048;-38.13080360867914
1739209645.5410519;-45.120503652039325
1739209645.5410554;-45.120503652039325
1739209645.5410593;-28.992665084841942
1739209645.5410628;-35.57807855764607
1739209645.5410666;-38.13080360867914
1739209645.5410705;-38.13080360867914
1739209645.541074;-38.13080360867914
1739209645.5410779;-38.13080360867914
1739209645.5410814;-38.13080360867914
1739209645.5410852;-45.120503652039325
1739209645.5410888;-38.13080360867914
1739209645.5410926;-38.13080360867914
1739209645.5410964;-45.120503652039325
1739209645.5411;-45.120503652039325
1739209645.5411038;-33.981070128970906
1739209645.5411074;-38.13080360867914
1739209645.5411112;-45.120503652039325
1739209645.541115;-45.120503652039325
1739209645.5411186;-38.13080360867914
1739209645.5411224;-38.13080360867914
1739209645.541126;-38.13080360867914
1739209645.5411298;-38.13080360867914
1739209645.5411334;-45.120503652039325
1739209645.5411372;-33.981070128970906
1739209645.541141;-45.120503652039325
1739209645.5411446;-45.120503652039325
1739209645.5411484;-25.826314394896357
1739209645.541152;-32.816014438256545
1739209645.5411558;-38.13080360867914
1739209645.5411594;-45.120503652039325
1739209645.5411632;-33.981070128970906
1739209645.541167;-38.13080360867914
1739209645.5411706;-38.13080360867914
1739209645.5411744;-45.120503652039325
1739209645.541178;-38.13080360867914
1739209645.5411818;-38.13080360867914
1739209645.5411856;-38.13080360867914
1739209645.5411892;-45.120503652039325
1739209645.541193;-38.13080360867914
1739209645.5411966;-38.13080360867914
1739209645.5412004;-45.120503652039325
1739209645.541204;-45.120503652039325
1739209645.5412078;-38.13080360867914
1739209645.5412116;-32.816014438256545
1739209645.5412152;-45.120503652039325
1739209645.541219;-45.120503652039325
1739209645.5412226;-45.120503652039325
1739209645.5412264;-38.13080360867914
1739209645.54123;-38.13080360867914
1739209645.5412338;-45.120503652039325
1739209645.5412376;-38.13080360867914
1739209645.5412412;-35.57807855764607
1739209645.541245;-35.57807855764607
1739209645.5412486;-38.13080360867914
1739209645.5412524;-38.13080360867914
1739209645.541256;-45.120503652039325
1739209645.5412598;-45.120503652039325
1739209645.5412636;-45.120503652039325
1739209645.5412672;-45.120503652039325
1739209645.541271;-38.13080360867914
1739209645.5412745;-45.120503652039325
1739209645.5412784;-45.120503652039325
1739209645.5412822;-38.13080360867914
1739209645.5412858;-33.981070128970906
1739209645.5412896;-38.13080360867914
1739209645.5412931;-45.120503652039325
1739209645.541297;-38.13080360867914
1739209645.5413005;-38.13080360867914
1739209645.5413043;-38.13080360867914
1739209645.5413082;-45.120503652039325
1739209645.5413117;-38.13080360867914
1739209645.5413156;-38.13080360867914
1739209645.5413191;-45.120503652039325
1739209645.541323;-45.120503652039325
1739209645.5413265;-45.120503652039325
1739209645.5413303;-45.120503652039325
1739209645.5413342;-33.981070128970906
1739209645.5413377;-45.120503652039325
1739209645.5413415;-38.13080360867914
1739209645.5413451;-32.816014438256545
1739209645.541349;-38.13080360867914
1739209645.5413527;-45.120503652039325
1739209645.5413563;-33.981070128970906
1739209645.5413601;-32.816014438256545
1739209645.5413637;-38.13080360867914
1739209645.5413675;-45.120503652039325
1739209645.541371;-33.981070128970906
1739209645.541375;-45.120503652039325
1739209645.5413787;-45.120503652039325
1739209645.5413823;-45.120503652039325
1739209645.5413861;-38.13080360867914
1739209645.5413897;-38.13080360867914
1739209645.5413935;-38.13080360867914
