CAN Message; 0x150:040008077a2d2bda
1739209855.7973056;-33.981070128970906
1739209855.7973125;-45.120503652039325
1739209855.7973192;-45.120503652039325
1739209855.797326;-38.13080360867914
1739209855.7973328;-45.120503652039325
1739209855.7973397;-45.120503652039325
1739209855.7973464;-45.120503652039325
1739209855.7973533;-38.13080360867914
1739209855.79736;-35.57807855764607
1739209855.7973669;-31.141103565318915
1739209855.7973735;-35.57807855764607
1739209855.7973804;-45.120503652039325
1739209855.7973874;-38.13080360867914
1739209855.797394;-32.816014438256545
1739209855.797401;-45.120503652039325
1739209855.7974076;-45.120503652039325
1739209855.7974145;-45.120503652039325
1739209855.7974212;-45.120503652039325
1739209855.7974281;-38.13080360867914
1739209855.7974348;-45.120503652039325
1739209855.7974417;-45.120503652039325
1739209855.7974484;-45.120503652039325
1739209855.7974553;-33.981070128970906
1739209855.797462;-38.13080360867914
1739209855.797469;-38.13080360867914
1739209855.7974756;-33.981070128970906
1739209855.7974825;-45.120503652039325
1739209855.7974892;-45.120503652039325
1739209855.797496;-45.120503652039325
1739209855.7975028;-33.981070128970906
1739209855.7975097;-33.981070128970906
1739209855.7975163;-38.13080360867914
1739209855.7975233;-45.120503652039325
1739209855.79753;-38.13080360867914
1739209855.7975368;-33.981070128970906
1739209855.7975435;-45.120503652039325
1739209855.7975504;-35.57807855764607
1739209855.7975574;-45.120503652039325
1739209855.797564;-45.120503652039325
1739209855.797571;-33.981070128970906
1739209855.7975776;-33.981070128970906
1739209855.7975845;-38.13080360867914
1739209855.7975912;-38.13080360867914
1739209855.7975981;-32.816014438256545
1739209855.7976048;-45.120503652039325
1739209855.7976117;-38.13080360867914
1739209855.7976184;-32.816014438256545
1739209855.7976253;-32.816014438256545
1739209855.797632;-38.13080360867914
1739209855.797639;-45.120503652039325
1739209855.7976456;-38.13080360867914
1739209855.7976525;-45.120503652039325
1739209855.7976592;-38.13080360867914
1739209855.797666;-38.13080360867914
1739209855.7976727;-38.13080360867914
1739209855.7976797;-45.120503652039325
1739209855.7976863;-45.120503652039325
1739209855.7976933;-45.120503652039325
1739209855.7977;-38.13080360867914
1739209855.7977068;-38.13080360867914
1739209855.7977138;-45.120503652039325
1739209855.7977204;-45.120503652039325
1739209855.7977273;-45.120503652039325
1739209855.797734;-33.981070128970906
1739209855.797741;-45.120503652039325
1739209855.7977476;-38.13080360867914
1739209855.7977545;-35.57807855764607
1739209855.7977612;-32.816014438256545
1739209855.797768;-38.13080360867914
1739209855.7977748;-33.981070128970906
1739209855.7977817;-33.981070128970906
1739209855.7977884;-35.57807855764607
1739209855.7977953;-45.120503652039325
1739209855.797802;-45.120503652039325
1739209855.797809;-38.13080360867914
1739209855.7978156;-45.120503652039325
1739209855.7978225;-45.120503652039325
1739209855.7978292;-38.13080360867914
1739209855.797836;-35.57807855764607
1739209855.7978427;-45.120503652039325
1739209855.7978497;-38.13080360867914
1739209855.7978563;-35.57807855764607
1739209855.7978632;-45.120503652039325
1739209855.79787;-45.120503652039325
1739209855.7978768;-45.120503652039325
1739209855.7978837;-31.141103565318915
1739209855.7978904;-31.141103565318915
1739209855.7978973;-45.120503652039325
1739209855.797904;-45.120503652039325
1739209855.797911;-45.120503652039325
1739209855.7979176;-45.120503652039325
1739209855.7979245;-38.13080360867914
1739209855.7979312;-38.13080360867914
1739209855.797938;-45.120503652039325
1739209855.7979448;-38.13080360867914
1739209855.7979517;-35.57807855764607
1739209855.7979584;-45.120503652039325
1739209855.7979653;-45.120503652039325
1739209855.797972;-45.120503652039325
1739209855.7979789;-38.13080360867914
1739209855.7979856;-33.981070128970906
1739209855.7979925;-45.120503652039325
1739209855.7979991;-38.13080360867914
1739209855.798006;-38.13080360867914
1739209855.7980127;-45.120503652039325
1739209855.7980196;-45.120503652039325
1739209855.7980263;-45.120503652039325
1739209855.7980332;-45.120503652039325
1739209855.79804;-38.13080360867914
1739209855.7980468;-38.13080360867914
1739209855.7980537;-29.438486411369347
1739209855.7980604;-45.120503652039325
1739209855.7980673;-38.13080360867914
1739209855.798074;-38.13080360867914
1739209855.798081;-38.13080360867914
1739209855.7980876;-38.13080360867914
1739209855.7980945;-33.981070128970906
1739209855.7981012;-38.13080360867914
1739209855.798108;-28.992665084841942
1739209855.7981148;-32.816014438256545
1739209855.7981217;-45.120503652039325
1739209855.7981284;-45.120503652039325
1739209855.7981353;-38.13080360867914
1739209855.798142;-35.57807855764607
1739209855.7981489;-38.13080360867914
1739209855.7981555;-45.120503652039325
1739209855.7981625;-45.120503652039325
1739209855.7981691;-45.120503652039325
1739209855.798176;-45.120503652039325
1739209855.7981827;-38.13080360867914
1739209855.7981896;-45.120503652039325
1739209855.7981963;-45.120503652039325
1739209855.7982032;-38.13080360867914
1739209855.7982101;-32.816014438256545
1739209855.7982168;-32.816014438256545
1739209855.7982237;-45.120503652039325
1739209855.7982304;-38.13080360867914
1739209855.7982373;-38.13080360867914
1739209855.798244;-38.13080360867914
1739209855.798251;-35.57807855764607
1739209855.7982576;-45.120503652039325
1739209855.7982645;-45.120503652039325
1739209855.7982712;-33.981070128970906
1739209855.798278;-35.57807855764607
1739209855.7982848;-38.13080360867914
1739209855.7982917;-45.120503652039325
1739209855.7982984;-38.13080360867914
1739209855.7983053;-45.120503652039325
1739209855.798312;-38.13080360867914
1739209855.7983189;-45.120503652039325
1739209855.7983255;-45.120503652039325
1739209855.7983325;-38.13080360867914
1739209855.7983391;-45.120503652039325
1739209855.798346;-45.120503652039325
1739209855.7983527;-38.13080360867914
1739209855.7983596;-45.120503652039325
1739209855.7983663;-45.120503652039325
1739209855.7983732;-45.120503652039325
1739209855.7983801;-38.13080360867914
1739209855.7983868;-38.13080360867914
1739209855.7983937;-45.120503652039325
1739209855.7984004;-45.120503652039325
1739209855.7984073;-38.13080360867914
1739209855.798414;-38.13080360867914
1739209855.798421;-38.13080360867914
1739209855.7984276;-45.120503652039325
1739209855.7984345;-38.13080360867914
1739209855.7984412;-45.120503652039325
1739209855.798448;-38.13080360867914
1739209855.7984548;-45.120503652039325
1739209855.7984617;-38.13080360867914
1739209855.7984684;-38.13080360867914
1739209855.7984753;-38.13080360867914
1739209855.798482;-45.120503652039325
1739209855.7984889;-38.13080360867914
1739209855.7984955;-29.438486411369333
1739209855.7985024;-35.57807855764607
1739209855.7985091;-35.57807855764607
1739209855.798516;-45.120503652039325
1739209855.7985227;-33.981070128970906
1739209855.7985296;-38.13080360867914
1739209855.7985363;-45.120503652039325
1739209855.7985432;-45.120503652039325
1739209855.7985501;-45.120503652039325
1739209855.7985568;-38.13080360867914
1739209855.7985637;-38.13080360867914
1739209855.7985704;-45.120503652039325
1739209855.7985773;-45.120503652039325
1739209855.798584;-45.120503652039325
1739209855.798591;-45.120503652039325
1739209855.7985976;-38.13080360867914
1739209855.7986045;-38.13080360867914
1739209855.7986112;-38.13080360867914
1739209855.798618;-45.120503652039325
1739209855.7986248;-38.13080360867914
1739209855.7986317;-30.49652367304973
1739209855.7986383;-38.13080360867914
1739209855.7986453;-45.120503652039325
1739209855.798652;-45.120503652039325
1739209855.7986588;-38.13080360867914
1739209855.7986655;-35.57807855764607
1739209855.7986724;-35.57807855764607
1739209855.798679;-45.120503652039325
1739209855.798686;-45.120503652039325
1739209855.7986927;-38.13080360867914
1739209855.7986996;-45.120503652039325
1739209855.7987065;-38.13080360867914
1739209855.7987132;-45.120503652039325
1739209855.7987201;-45.120503652039325
1739209855.7987268;-38.13080360867914
1739209855.7987337;-35.57807855764607
1739209855.7987404;-35.57807855764607
1739209855.7987473;-38.13080360867914
1739209855.798754;-38.13080360867914
1739209855.798761;-38.13080360867914
1739209855.7987676;-26.487275050834715
1739209855.7987745;-38.13080360867914
1739209855.7987812;-45.120503652039325
1739209855.798788;-35.57807855764607
1739209855.7987947;-32.816014438256545
1739209855.7988017;-45.120503652039325
1739209855.7988083;-45.120503652039325
1739209855.7988153;-38.13080360867914
1739209855.798822;-33.981070128970956
1739209855.7988288;-45.120503652039325
1739209855.7988355;-45.120503652039325
1739209855.7988424;-45.120503652039325
1739209855.798849;-38.13080360867914
1739209855.798856;-38.13080360867914
1739209855.7988627;-45.120503652039325
1739209855.7988696;-45.120503652039325
1739209855.7988765;-45.120503652039325
1739209855.7988832;-38.13080360867914
1739209855.79889;-45.120503652039325
1739209855.7988968;-38.13080360867914
1739209855.7989037;-32.816014438256545
1739209855.7989104;-33.981070128970906
1739209855.7989173;-45.120503652039325
1739209855.798924;-33.981070128970906
1739209855.798931;-30.49652367304973
1739209855.7989376;-33.981070128970906
1739209855.7989445;-38.13080360867914
1739209855.7989511;-38.13080360867914
1739209855.798958;-35.57807855764607
1739209855.7989647;-35.57807855764607
1739209855.7989717;-45.120503652039325
1739209855.7989783;-45.120503652039325
1739209855.7989852;-38.13080360867914
1739209855.798992;-38.13080360867914
1739209855.7989988;-38.13080360867914
1739209855.7990055;-45.120503652039325
1739209855.7990124;-45.120503652039325
1739209855.799019;-45.120503652039325
1739209855.799026;-45.120503652039325
1739209855.7990327;-45.120503652039325
1739209855.7990396;-33.981070128970906
1739209855.7990465;-31.141103565318915
1739209855.7990532;-45.120503652039325
1739209855.79906;-38.13080360867914
1739209855.7990668;-35.57807855764607
1739209855.7990737;-38.13080360867914
1739209855.7990804;-45.120503652039325
1739209855.7990873;-38.13080360867914
1739209855.799094;-38.13080360867914
1739209855.7991009;-38.13080360867914
1739209855.7991076;-45.120503652039325
1739209855.7991145;-45.120503652039325
1739209855.7991211;-45.120503652039325
1739209855.799128;-45.120503652039325
1739209855.7991347;-45.120503652039325
1739209855.7991416;-45.120503652039325
1739209855.7991483;-45.120503652039325
1739209855.7991552;-38.13080360867914
1739209855.799162;-45.120503652039325
1739209855.7991688;-45.120503652039325
1739209855.7991755;-45.120503652039325
1739209855.7991824;-45.120503652039325
1739209855.799189;-33.981070128970906
1739209855.799196;-45.120503652039325
1739209855.799203;-33.981070128970906
1739209855.7992096;-31.141103565318915
1739209855.7992165;-45.120503652039325
1739209855.7992232;-38.13080360867914
1739209855.79923;-35.57807855764607
1739209855.7992368;-35.57807855764607
1739209855.7992437;-45.120503652039325
1739209855.7992504;-38.13080360867914
1739209855.7992573;-45.120503652039325
1739209855.799264;-45.120503652039325
1739209855.7992709;-45.120503652039325
1739209855.7992775;-38.13080360867914
1739209855.7992845;-45.120503652039325
1739209855.7992911;-45.120503652039325
1739209855.799298;-38.13080360867914
1739209855.7993047;-38.13080360867914
1739209855.7993116;-45.120503652039325
1739209855.7993183;-38.13080360867914
1739209855.7993252;-38.13080360867914
1739209855.799332;-45.120503652039325
1739209855.7993388;-45.120503652039325
1739209855.7993455;-38.13080360867914
1739209855.7993524;-33.981070128970906
1739209855.799359;-45.120503652039325
1739209855.799366;-45.120503652039325
1739209855.799373;-32.816014438256545
1739209855.7993796;-38.13080360867914
1739209855.7993865;-38.13080360867914
1739209855.7993932;-45.120503652039325
1739209855.7994;-38.13080360867914
1739209855.7994068;-45.120503652039325
1739209855.7994137;-45.120503652039325
1739209855.7994204;-38.13080360867914
1739209855.7994273;-38.13080360867914
1739209855.799434;-45.120503652039325
1739209855.7994409;-45.120503652039325
1739209855.7994475;-45.120503652039325
1739209855.7994545;-38.13080360867914
1739209855.7994611;-45.120503652039325
1739209855.799468;-45.120503652039325
1739209855.7994747;-45.120503652039325
1739209855.7994816;-31.141103565318915
1739209855.7994883;-32.816014438256545
1739209855.7994952;-38.13080360867914
1739209855.799502;-45.120503652039325
1739209855.7995088;-35.57807855764607
1739209855.7995155;-35.57807855764607
1739209855.7995224;-38.13080360867914
1739209855.799529;-35.57807855764607
1739209855.799536;-38.13080360867914
1739209855.799543;-45.120503652039325
1739209855.7995496;-38.13080360867914
1739209855.7995565;-38.13080360867914
1739209855.7995632;-38.13080360867914
1739209855.79957;-38.13080360867914
1739209855.7995768;-35.57807855764607
1739209855.7995837;-38.13080360867914
1739209855.7995903;-38.13080360867914
1739209855.7995973;-45.120503652039325
1739209855.799604;-38.13080360867914
1739209855.7996109;-45.120503652039325
1739209855.7996175;-45.120503652039325
1739209855.7996244;-45.120503652039325
1739209855.799631;-45.120503652039325
1739209855.799638;-45.120503652039325
1739209855.7996447;-33.981070128970906
1739209855.7996516;-30.49652367304973
1739209855.7996583;-45.120503652039325
1739209855.7996652;-38.13080360867914
1739209855.799672;-45.120503652039325
1739209855.7996788;-38.13080360867914
1739209855.7996855;-38.13080360867914
1739209855.7996924;-35.57807855764607
1739209855.799699;-45.120503652039325
1739209855.799706;-33.981070128970956
1739209855.799713;-31.141103565318915
1739209855.7997196;-35.57807855764607
1739209855.7997265;-45.120503652039325
1739209855.7997332;-45.120503652039325
1739209855.79974;-35.57807855764607
1739209855.7997468;-45.120503652039325
1739209855.7997537;-32.816014438256545
1739209855.7997603;-28.21854285175415
1739209855.7997673;-38.13080360867914
1739209855.799774;-45.120503652039325
1739209855.7997808;-35.57807855764607
1739209855.7997875;-35.57807855764607
1739209855.7997944;-45.120503652039325
1739209855.799801;-45.120503652039325
1739209855.799808;-45.120503652039325
1739209855.7998147;-45.120503652039325
1739209855.7998216;-38.13080360867914
1739209855.7998283;-38.13080360867914
1739209855.7998352;-45.120503652039325
1739209855.799842;-45.120503652039325
1739209855.7998488;-45.120503652039325
1739209855.7998555;-45.120503652039325
1739209855.7998624;-38.13080360867914
1739209855.7998693;-45.120503652039325
1739209855.799876;-45.120503652039325
1739209855.799883;-45.120503652039325
1739209855.7998896;-45.120503652039325
1739209855.7998965;-45.120503652039325
1739209855.7999032;-45.120503652039325
1739209855.79991;-45.120503652039325
1739209855.7999167;-38.13080360867914
1739209855.7999237;-26.991370085610736
1739209855.7999303;-35.57807855764607
1739209855.7999372;-38.13080360867914
1739209855.799944;-45.120503652039325
1739209855.7999508;-32.816014438256545
1739209855.7999575;-45.120503652039325
1739209855.7999644;-45.120503652039325
1739209855.799971;-45.120503652039325
1739209855.799978;-38.13080360867914
1739209855.7999847;-45.120503652039325
1739209855.7999916;-45.120503652039325
1739209855.7999983;-45.120503652039325
1739209855.8000052;-45.120503652039325
1739209855.8000119;-45.120503652039325
1739209855.8000188;-45.120503652039325
1739209855.8000255;-45.120503652039325
1739209855.8000324;-30.49652367304973
1739209855.8000393;-38.13080360867914
1739209855.800046;-32.816014438256545
1739209855.800053;-38.13080360867914
1739209855.8000596;-45.120503652039325
1739209855.8000665;-38.13080360867914
1739209855.8000731;-45.120503652039325
1739209855.80008;-45.120503652039325
1739209855.8000867;-45.120503652039325
1739209855.8000937;-38.13080360867914
1739209855.8001003;-35.57807855764607
1739209855.8001072;-45.120503652039325
1739209855.800114;-38.13080360867914
1739209855.8001208;-38.13080360867914
1739209855.8001275;-45.120503652039325
1739209855.8001344;-38.13080360867914
1739209855.800141;-35.57807855764607
1739209855.800148;-45.120503652039325
1739209855.8001547;-38.13080360867914
1739209855.8001616;-32.816014438256545
1739209855.8001683;-45.120503652039325
1739209855.8001752;-45.120503652039325
1739209855.8001819;-35.57807855764607
1739209855.8001888;-45.120503652039325
1739209855.8001955;-45.120503652039325
1739209855.8002024;-33.981070128970906
1739209855.8002093;-35.57807855764607
1739209855.800216;-38.13080360867914
1739209855.8002229;-38.13080360867914
1739209855.8002295;-38.13080360867914
1739209855.8002365;-45.120503652039325
1739209855.8002431;-38.13080360867914
1739209855.80025;-45.120503652039325
1739209855.8002567;-45.120503652039325
1739209855.8002636;-38.13080360867914
1739209855.8002703;-32.816014438256545
1739209855.8002772;-38.13080360867914
1739209855.800284;-38.13080360867914
1739209855.8002908;-38.13080360867914
1739209855.8002975;-45.120503652039325
1739209855.8003044;-33.981070128970906
1739209855.800311;-35.57807855764607
1739209855.800318;-45.120503652039325
1739209855.8003247;-38.13080360867914
1739209855.8003316;-35.57807855764607
1739209855.8003383;-33.981070128970906
1739209855.8003452;-45.120503652039325
1739209855.8003519;-38.13080360867914
1739209855.8003588;-45.120503652039325
1739209855.8003657;-45.120503652039325
1739209855.8003724;-35.57807855764607
1739209855.8003793;-38.13080360867914
1739209855.800386;-45.120503652039325
1739209855.8003929;-38.13080360867914
1739209855.8003995;-45.120503652039325
1739209855.8004065;-38.13080360867914
1739209855.8004131;-45.120503652039325
1739209855.80042;-45.120503652039325
1739209855.8004267;-45.120503652039325
1739209855.8004336;-38.13080360867914
1739209855.8004403;-35.57807855764607
1739209855.8004472;-38.13080360867914
1739209855.800454;-45.120503652039325
1739209855.8004608;-45.120503652039325
1739209855.8004675;-38.13080360867914
1739209855.8004744;-32.816014438256545
1739209855.800481;-38.13080360867914
1739209855.800488;-38.13080360867914
1739209855.8004947;-38.13080360867914
1739209855.8005016;-35.57807855764607
1739209855.8005083;-38.13080360867914
1739209855.8005152;-45.120503652039325
1739209855.8005219;-45.120503652039325
1739209855.8005288;-45.120503652039325
1739209855.8005357;-38.13080360867914
1739209855.8005424;-38.13080360867914
1739209855.8005493;-45.120503652039325
1739209855.800556;-45.120503652039325
1739209855.8005629;-33.981070128970906
1739209855.8005695;-38.13080360867914
1739209855.8005764;-45.120503652039325
1739209855.8005831;-33.981070128970906
1739209855.80059;-35.57807855764607
1739209855.8005967;-38.13080360867914
1739209855.8006036;-38.13080360867914
1739209855.8006103;-33.981070128970906
1739209855.8006172;-45.120503652039325
1739209855.800624;-38.13080360867914
1739209855.8006308;-35.57807855764607
1739209855.8006375;-38.13080360867914
1739209855.8006444;-45.120503652039325
1739209855.800651;-45.120503652039325
1739209855.800658;-38.13080360867914
1739209855.8006647;-38.13080360867914
1739209855.8006716;-45.120503652039325
1739209855.8006783;-45.120503652039325
1739209855.8006852;-38.13080360867914
1739209855.8006918;-45.120503652039325
1739209855.8006988;-45.120503652039325
1739209855.8007057;-45.120503652039325
1739209855.8007123;-45.120503652039325
1739209855.8007193;-38.13080360867914
1739209855.800726;-38.13080360867914
1739209855.8007329;-35.57807855764607
1739209855.8007395;-45.120503652039325
1739209855.8007464;-28.992665084841942
1739209855.800753;-30.49652367304973
1739209855.80076;-45.120503652039325
1739209855.8007667;-35.57807855764607
1739209855.8007736;-38.13080360867914
1739209855.8007803;-45.120503652039325
1739209855.8007872;-45.120503652039325
1739209855.800794;-35.57807855764607
1739209855.8008008;-32.81601443825658
1739209855.8008075;-45.120503652039325
1739209855.8008144;-38.13080360867914
1739209855.800821;-45.120503652039325
1739209855.800828;-45.120503652039325
1739209855.8008347;-45.120503652039325
1739209855.8008416;-38.13080360867914
1739209855.8008482;-45.120503652039325
1739209855.8008552;-30.49652367304973
1739209855.800862;-33.981070128970906
1739209855.8008687;-45.120503652039325
1739209855.8008757;-45.120503652039325
1739209855.8008823;-38.13080360867914
1739209855.8008893;-32.816014438256545
1739209855.800896;-45.120503652039325
1739209855.8009028;-45.120503652039325
1739209855.8009095;-45.120503652039325
1739209855.8009164;-45.120503652039325
1739209855.800923;-45.120503652039325
1739209855.80093;-45.120503652039325
1739209855.8009367;-45.120503652039325
1739209855.8009436;-35.57807855764607
1739209855.8009503;-38.13080360867914
1739209855.8009572;-45.120503652039325
1739209855.8009639;-38.13080360867914
1739209855.8009708;-45.120503652039325
1739209855.8009775;-45.120503652039325
1739209855.8009844;-45.120503652039325
1739209855.800991;-38.13080360867914
1739209855.800998;-35.57807855764607
1739209855.8010046;-45.120503652039325
1739209855.8010116;-38.13080360867914
1739209855.8010182;-38.13080360867914
1739209855.8010252;-45.120503652039325
1739209855.801032;-38.13080360867914
1739209855.8010387;-45.120503652039325
1739209855.8010457;-45.120503652039325
1739209855.8010523;-45.120503652039325
1739209855.8010592;-38.13080360867914
