CAN Message; 0x1a7:00000cc26a0fa623
1739209891.4062438;-38.13080360867914
1739209891.4062626;-38.13080360867914
1739209891.4062815;-31.141103565318915
1739209891.4063003;-38.13080360867914
1739209891.4063191;-38.13080360867914
1739209891.406338;-45.120503652039325
1739209891.4063568;-45.120503652039325
1739209891.4063756;-33.981070128970906
1739209891.4063945;-33.981070128970906
1739209891.4064133;-38.13080360867914
1739209891.4064322;-45.120503652039325
1739209891.406451;-32.816014438256545
1739209891.4064698;-31.141103565318915
1739209891.4064887;-45.120503652039325
1739209891.4065075;-38.13080360867914
1739209891.4065263;-38.13080360867914
1739209891.4065452;-45.120503652039325
1739209891.406564;-45.120503652039325
1739209891.4065828;-45.120503652039325
1739209891.4066017;-33.981070128970906
1739209891.4066205;-38.13080360867914
1739209891.406639;-45.120503652039325
1739209891.406658;-31.141103565318915
1739209891.4066768;-33.981070128970906
1739209891.4066956;-45.120503652039325
1739209891.4067144;-45.120503652039325
1739209891.4067333;-35.57807855764607
1739209891.406752;-32.816014438256545
1739209891.406771;-45.120503652039325
1739209891.4067898;-38.13080360867914
1739209891.4068086;-38.13080360867914
1739209891.4068274;-30.49652367304973
1739209891.4068463;-35.57807855764607
1739209891.4068651;-45.120503652039325
1739209891.406884;-45.120503652039325
1739209891.4069028;-38.13080360867914
1739209891.4069216;-38.13080360867914
1739209891.4069405;-38.13080360867914
1739209891.4069593;-38.13080360867914
1739209891.4069781;-45.120503652039325
1739209891.406997;-45.120503652039325
1739209891.4070158;-35.57807855764607
1739209891.4070346;-38.13080360867914
1739209891.4070535;-45.120503652039325
1739209891.4070723;-45.120503652039325
1739209891.4070911;-45.120503652039325
1739209891.4071097;-45.120503652039325
1739209891.4071286;-45.120503652039325
1739209891.4071474;-45.120503652039325
1739209891.4071662;-45.120503652039325
1739209891.407185;-38.13080360867914
1739209891.407204;-32.816014438256545
1739209891.4072227;-38.13080360867914
1739209891.4072416;-38.13080360867914
1739209891.4072604;-45.120503652039325
1739209891.4072793;-30.49652367304973
1739209891.407298;-32.816014438256545
1739209891.407317;-38.13080360867914
1739209891.4073358;-38.13080360867914
1739209891.4073546;-38.13080360867914
1739209891.4073734;-32.816014438256545
1739209891.4073923;-33.981070128970906
1739209891.407411;-45.120503652039325
1739209891.40743;-33.981070128970956
1739209891.4074488;-38.13080360867914
1739209891.4074676;-35.57807855764607
1739209891.4074864;-38.13080360867914
1739209891.4075053;-45.120503652039325
1739209891.407524;-38.13080360867914
1739209891.407543;-35.57807855764607
1739209891.4075615;-38.13080360867914
1739209891.4075804;-33.981070128970906
1739209891.4075992;-45.120503652039325
1739209891.407618;-45.120503652039325
1739209891.407637;-45.120503652039325
1739209891.4076557;-45.120503652039325
1739209891.4076746;-45.120503652039325
1739209891.4076934;-45.120503652039325
1739209891.4077122;-45.120503652039325
1739209891.407731;-33.981070128970906
1739209891.40775;-30.49652367304973
1739209891.4077687;-33.981070128970906
1739209891.4077876;-38.13080360867914
1739209891.4078064;-35.57807855764607
1739209891.4078252;-35.57807855764607
1739209891.407844;-45.120503652039325
1739209891.407863;-38.13080360867914
1739209891.4078817;-45.120503652039325
1739209891.4079006;-38.13080360867914
1739209891.4079194;-32.816014438256545
1739209891.4079382;-38.13080360867914
1739209891.407957;-45.120503652039325
1739209891.407976;-38.13080360867914
1739209891.4079947;-31.141103565318893
1739209891.4080133;-45.120503652039325
1739209891.4080322;-38.13080360867914
1739209891.408051;-38.13080360867914
1739209891.4080698;-38.13080360867914
1739209891.4080887;-38.13080360867914
1739209891.4081075;-38.13080360867914
1739209891.4081264;-38.13080360867914
1739209891.4081452;-32.816014438256545
1739209891.408164;-45.120503652039325
1739209891.4081829;-45.120503652039325
1739209891.4082017;-35.57807855764607
1739209891.4082205;-35.57807855764607
1739209891.4082394;-38.13080360867914
1739209891.4082582;-45.120503652039325
1739209891.408277;-38.13080360867914
1739209891.4082959;-38.13080360867914
1739209891.4083147;-38.13080360867914
1739209891.4083335;-45.120503652039325
1739209891.4083524;-38.13080360867914
1739209891.4083712;-35.57807855764607
1739209891.40839;-38.13080360867914
1739209891.4084089;-45.120503652039325
1739209891.4084277;-45.120503652039325
1739209891.4084466;-38.13080360867914
1739209891.4084654;-38.13080360867914
1739209891.408484;-38.13080360867914
1739209891.4085028;-35.57807855764607
1739209891.4085217;-35.57807855764607
1739209891.4085405;-35.57807855764607
1739209891.4085593;-38.13080360867914
1739209891.4085782;-33.981070128970906
1739209891.408597;-33.981070128970906
1739209891.4086158;-38.13080360867914
1739209891.4086347;-35.57807855764607
1739209891.4086535;-38.13080360867914
1739209891.4086723;-35.57807855764607
1739209891.4086912;-35.57807855764607
1739209891.40871;-38.13080360867914
1739209891.4087288;-45.120503652039325
1739209891.4087477;-45.120503652039325
1739209891.4087665;-38.13080360867914
1739209891.4087853;-38.13080360867914
1739209891.4088042;-38.13080360867914
1739209891.408823;-38.13080360867914
1739209891.4088418;-38.13080360867914
1739209891.4088607;-45.120503652039325
1739209891.4088795;-45.120503652039325
1739209891.4088984;-45.120503652039325
1739209891.4089172;-45.120503652039325
1739209891.4089358;-45.120503652039325
1739209891.4089546;-38.13080360867914
1739209891.4089735;-38.13080360867914
1739209891.4089923;-45.120503652039325
1739209891.4090111;-35.57807855764607
1739209891.40903;-38.13080360867914
1739209891.4090488;-38.13080360867914
1739209891.4090676;-38.13080360867914
1739209891.4090865;-45.120503652039325
1739209891.4091053;-45.120503652039325
1739209891.4091241;-45.120503652039325
1739209891.409143;-45.120503652039325
1739209891.4091618;-38.13080360867914
1739209891.4091806;-38.13080360867914
1739209891.4091995;-38.13080360867914
1739209891.4092183;-35.57807855764607
1739209891.4092371;-38.13080360867914
1739209891.409256;-38.13080360867914
1739209891.4092748;-32.816014438256545
1739209891.4092937;-38.13080360867914
1739209891.4093125;-45.120503652039325
1739209891.4093313;-38.13080360867914
1739209891.4093502;-38.13080360867914
1739209891.409369;-45.120503652039325
1739209891.4093876;-45.120503652039325
1739209891.4094064;-45.120503652039325
1739209891.4094253;-38.13080360867914
1739209891.409444;-33.981070128970906
1739209891.409463;-45.120503652039325
1739209891.4094818;-45.120503652039325
1739209891.4095006;-45.120503652039325
1739209891.4095194;-45.120503652039325
1739209891.4095383;-45.120503652039325
1739209891.409557;-45.120503652039325
1739209891.409576;-38.13080360867914
1739209891.4095948;-38.13080360867914
1739209891.4096136;-45.120503652039325
1739209891.4096324;-35.57807855764607
1739209891.4096513;-32.816014438256545
1739209891.40967;-45.120503652039325
1739209891.409689;-38.13080360867914
1739209891.4097078;-38.13080360867914
1739209891.4097266;-35.57807855764607
1739209891.4097455;-45.120503652039325
1739209891.4097643;-38.13080360867914
1739209891.4097831;-38.13080360867914
1739209891.409802;-38.13080360867914
1739209891.4098208;-38.13080360867914
1739209891.4098396;-32.816014438256545
1739209891.4098582;-33.981070128970906
1739209891.409877;-45.120503652039325
1739209891.409896;-38.13080360867914
1739209891.4099147;-32.816014438256545
1739209891.4099336;-35.57807855764607
1739209891.4099524;-38.13080360867914
1739209891.4099712;-38.13080360867914
1739209891.40999;-38.13080360867914
1739209891.410009;-32.816014438256545
1739209891.4100277;-25.826314394896354
1739209891.4100466;-38.13080360867914
1739209891.4100654;-38.13080360867914
1739209891.4100842;-38.13080360867914
1739209891.410103;-35.57807855764607
1739209891.410122;-38.13080360867914
1739209891.4101408;-35.57807855764607
1739209891.4101596;-38.13080360867914
1739209891.4101784;-33.981070128970956
1739209891.4101973;-45.120503652039325
1739209891.410216;-38.13080360867914
1739209891.410235;-38.13080360867914
1739209891.4102538;-45.120503652039325
1739209891.4102726;-38.13080360867914
1739209891.4102914;-45.120503652039325
1739209891.41031;-45.120503652039325
1739209891.4103289;-32.816014438256545
1739209891.4103477;-38.13080360867914
1739209891.4103665;-45.120503652039325
1739209891.4103854;-45.120503652039325
1739209891.4104042;-32.816014438256545
1739209891.410423;-38.13080360867914
1739209891.4104419;-45.120503652039325
1739209891.4104607;-45.120503652039325
1739209891.4104795;-45.120503652039325
1739209891.4104984;-45.120503652039325
1739209891.4105172;-38.13080360867914
1739209891.410536;-38.13080360867914
1739209891.410555;-35.57807855764607
1739209891.4105737;-45.120503652039325
1739209891.4105926;-45.120503652039325
1739209891.4106114;-35.57807855764607
1739209891.4106302;-45.120503652039325
1739209891.410649;-45.120503652039325
1739209891.410668;-38.13080360867914
1739209891.4106867;-45.120503652039325
1739209891.4107056;-45.120503652039325
1739209891.4107244;-38.13080360867914
1739209891.4107432;-38.13080360867914
1739209891.410762;-38.13080360867914
1739209891.4107807;-29.438486411369333
1739209891.4107995;-32.816014438256545
1739209891.4108183;-45.120503652039325
1739209891.4108372;-38.13080360867914
1739209891.410856;-35.57807855764607
1739209891.4108748;-38.13080360867914
1739209891.4108937;-45.120503652039325
1739209891.4109125;-38.13080360867914
1739209891.4109313;-38.13080360867914
1739209891.4109502;-45.120503652039325
1739209891.410969;-38.13080360867914
1739209891.4109879;-38.13080360867914
1739209891.4110067;-35.57807855764607
1739209891.4110255;-38.13080360867914
1739209891.4110444;-38.13080360867914
1739209891.4110632;-38.13080360867914
1739209891.411082;-45.120503652039325
1739209891.4111009;-35.57807855764607
1739209891.4111197;-45.120503652039325
1739209891.4111385;-38.13080360867914
1739209891.4111574;-38.13080360867914
1739209891.4111762;-45.120503652039325
1739209891.411195;-38.13080360867914
1739209891.4112139;-45.120503652039325
1739209891.4112325;-45.120503652039325
1739209891.4112513;-45.120503652039325
1739209891.4112701;-38.13080360867914
1739209891.411289;-45.120503652039325
1739209891.4113078;-33.981070128970906
1739209891.4113266;-33.981070128970906
1739209891.4113455;-45.120503652039325
1739209891.4113643;-38.13080360867914
1739209891.4113832;-45.120503652039325
1739209891.411402;-45.120503652039325
1739209891.4114208;-38.13080360867914
1739209891.4114397;-45.120503652039325
1739209891.4114585;-45.120503652039325
1739209891.4114773;-38.13080360867914
1739209891.4114962;-38.13080360867914
1739209891.411515;-35.57807855764607
1739209891.4115338;-35.57807855764607
1739209891.4115527;-38.13080360867914
1739209891.4115715;-45.120503652039325
1739209891.4115903;-45.120503652039325
1739209891.4116092;-38.13080360867914
1739209891.411628;-38.13080360867914
1739209891.4116468;-38.13080360867914
1739209891.4116657;-38.13080360867914
1739209891.4116843;-45.120503652039325
1739209891.411703;-45.120503652039325
1739209891.411722;-45.120503652039325
1739209891.4117408;-33.981070128970906
1739209891.4117596;-45.120503652039325
1739209891.4117785;-45.120503652039325
1739209891.4117973;-32.816014438256545
1739209891.4118161;-38.13080360867914
1739209891.411835;-45.120503652039325
1739209891.4118538;-45.120503652039325
1739209891.4118726;-35.57807855764607
1739209891.4118915;-38.13080360867914
1739209891.4119103;-45.120503652039325
1739209891.4119291;-38.13080360867914
1739209891.411948;-38.13080360867914
1739209891.4119668;-45.120503652039325
1739209891.4119856;-45.120503652039325
1739209891.4120045;-38.13080360867914
1739209891.4120233;-35.57807855764607
1739209891.4120421;-38.13080360867914
1739209891.412061;-38.13080360867914
1739209891.4120798;-35.57807855764607
1739209891.4120986;-38.13080360867914
1739209891.4121175;-38.13080360867914
1739209891.4121363;-38.13080360867914
1739209891.412155;-45.120503652039325
1739209891.4121737;-45.120503652039325
1739209891.4121926;-45.120503652039325
1739209891.4122114;-45.120503652039325
1739209891.4122303;-45.120503652039325
1739209891.412249;-45.120503652039325
1739209891.412268;-38.13080360867914
1739209891.4122868;-35.57807855764607
1739209891.4123056;-33.981070128970906
1739209891.4123244;-33.981070128970906
1739209891.4123433;-38.13080360867914
1739209891.412362;-35.57807855764607
1739209891.412381;-35.57807855764607
1739209891.4123998;-38.13080360867914
1739209891.4124186;-38.13080360867914
1739209891.4124374;-35.57807855764607
1739209891.4124563;-35.57807855764607
1739209891.412475;-38.13080360867914
1739209891.412494;-38.13080360867914
1739209891.4125128;-35.57807855764607
1739209891.4125316;-38.13080360867914
1739209891.4125504;-45.120503652039325
1739209891.4125693;-45.120503652039325
1739209891.4125881;-38.13080360867914
1739209891.4126067;-38.13080360867914
1739209891.4126256;-45.120503652039325
1739209891.4126444;-35.57807855764607
1739209891.4126632;-38.13080360867914
1739209891.412682;-45.120503652039325
1739209891.412701;-45.120503652039325
1739209891.4127197;-38.13080360867914
1739209891.4127386;-45.120503652039325
1739209891.4127574;-31.141103565318915
1739209891.4127762;-28.992665084841942
1739209891.412795;-45.120503652039325
1739209891.412814;-45.120503652039325
1739209891.4128327;-33.981070128970906
1739209891.4128516;-33.981070128970906
1739209891.4128704;-45.120503652039325
1739209891.4128892;-45.120503652039325
1739209891.412908;-45.120503652039325
1739209891.412927;-45.120503652039325
1739209891.4129457;-38.13080360867914
1739209891.4129646;-45.120503652039325
1739209891.4129834;-45.120503652039325
1739209891.4130023;-35.57807855764607
1739209891.413021;-35.57807855764607
1739209891.41304;-38.13080360867914
1739209891.4130588;-38.13080360867914
1739209891.4130774;-38.13080360867914
1739209891.4130962;-38.13080360867914
1739209891.413115;-45.120503652039325
1739209891.4131339;-45.120503652039325
1739209891.4131527;-45.120503652039325
1739209891.4131715;-45.120503652039325
1739209891.4131904;-38.13080360867914
1739209891.4132092;-32.816014438256545
1739209891.413228;-28.58837851428586
1739209891.4132469;-38.13080360867914
1739209891.4132657;-45.120503652039325
1739209891.4132845;-32.816014438256545
1739209891.4133034;-32.816014438256545
1739209891.4133222;-45.120503652039325
1739209891.413341;-35.57807855764607
1739209891.4133599;-45.120503652039325
1739209891.4133787;-45.120503652039325
1739209891.4133976;-38.13080360867914
1739209891.4134164;-38.13080360867914
1739209891.4134352;-38.13080360867914
1739209891.413454;-38.13080360867914
1739209891.413473;-38.13080360867914
1739209891.4134917;-45.120503652039325
1739209891.4135106;-38.13080360867914
1739209891.4135292;-29.438486411369333
1739209891.413548;-38.13080360867914
1739209891.4135668;-38.13080360867914
1739209891.4135857;-32.816014438256545
1739209891.4136045;-45.120503652039325
1739209891.4136233;-33.981070128970906
1739209891.4136422;-33.981070128970906
1739209891.413661;-45.120503652039325
1739209891.4136798;-38.13080360867914
1739209891.4136987;-38.13080360867914
1739209891.4137175;-45.120503652039325
1739209891.4137363;-45.120503652039325
1739209891.4137552;-32.816014438256545
1739209891.413774;-38.13080360867914
1739209891.4137928;-45.120503652039325
1739209891.4138117;-38.13080360867914
1739209891.4138305;-45.120503652039325
1739209891.4138494;-38.13080360867914
1739209891.4138682;-45.120503652039325
1739209891.413887;-45.120503652039325
1739209891.4139059;-38.13080360867914
1739209891.4139247;-33.981070128970906
1739209891.4139435;-45.120503652039325
1739209891.4139624;-45.120503652039325
1739209891.413981;-29.438486411369333
1739209891.4139998;-38.13080360867914
1739209891.4140186;-45.120503652039325
1739209891.4140375;-38.13080360867914
1739209891.4140563;-38.13080360867914
1739209891.4140751;-45.120503652039325
1739209891.414094;-45.120503652039325
1739209891.4141128;-38.13080360867914
1739209891.4141316;-45.120503652039325
1739209891.4141505;-35.57807855764607
1739209891.4141693;-35.57807855764607
1739209891.4141881;-38.13080360867914
1739209891.414207;-38.13080360867914
1739209891.4142258;-38.13080360867914
1739209891.4142447;-45.120503652039325
1739209891.4142635;-45.120503652039325
1739209891.4142823;-35.57807855764607
1739209891.4143012;-38.13080360867914
1739209891.41432;-45.120503652039325
1739209891.4143388;-33.981070128970906
1739209891.4143577;-38.13080360867914
1739209891.4143765;-38.13080360867914
1739209891.4143953;-45.120503652039325
1739209891.4144142;-38.13080360867914
1739209891.414433;-38.13080360867914
1739209891.4144516;-45.120503652039325
1739209891.4144704;-45.120503652039325
1739209891.4144893;-38.13080360867914
1739209891.414508;-35.57807855764607
1739209891.414527;-38.13080360867914
1739209891.4145458;-45.120503652039325
1739209891.4145646;-38.13080360867914
1739209891.4145834;-38.13080360867914
1739209891.4146023;-31.141103565318915
1739209891.414621;-45.120503652039325
1739209891.41464;-38.13080360867914
1739209891.4146588;-45.120503652039325
1739209891.4146776;-31.141103565318915
1739209891.4146965;-45.120503652039325
1739209891.4147153;-38.13080360867914
1739209891.4147341;-45.120503652039325
1739209891.414753;-38.13080360867914
1739209891.4147718;-45.120503652039325
1739209891.4147906;-45.120503652039325
1739209891.4148095;-35.57807855764607
1739209891.4148283;-38.13080360867914
1739209891.4148471;-45.120503652039325
1739209891.414866;-38.13080360867914
1739209891.4148848;-32.816014438256545
1739209891.4149034;-31.141103565318915
1739209891.4149222;-45.120503652039325
1739209891.414941;-38.13080360867914
1739209891.41496;-35.57807855764607
1739209891.4149787;-33.981070128970906
1739209891.4149976;-45.120503652039325
1739209891.4150164;-45.120503652039325
1739209891.4150352;-38.13080360867914
1739209891.415054;-38.13080360867914
1739209891.415073;-45.120503652039325
1739209891.4150918;-33.981070128970906
1739209891.4151106;-33.981070128970906
1739209891.4151294;-45.120503652039325
1739209891.4151483;-38.13080360867914
1739209891.415167;-45.120503652039325
1739209891.415186;-38.13080360867914
1739209891.4152048;-38.13080360867914
1739209891.4152236;-45.120503652039325
1739209891.4152424;-38.13080360867914
1739209891.4152613;-32.816014438256545
1739209891.41528;-35.57807855764607
1739209891.415299;-45.120503652039325
1739209891.4153178;-38.13080360867914
1739209891.4153366;-32.816014438256545
1739209891.4153552;-28.58837851428586
1739209891.415374;-45.120503652039325
1739209891.4153929;-45.120503652039325
1739209891.4154117;-45.120503652039325
1739209891.4154305;-38.13080360867914
1739209891.4154494;-45.120503652039325
1739209891.4154682;-38.13080360867914
1739209891.415487;-38.13080360867914
1739209891.415506;-30.49652367304973
1739209891.4155247;-28.58837851428586
1739209891.4155436;-45.120503652039325
1739209891.4155624;-38.13080360867914
1739209891.4155812;-45.120503652039325
1739209891.4156;-45.120503652039325
1739209891.415619;-45.120503652039325
1739209891.4156377;-35.57807855764607
1739209891.4156566;-38.13080360867914
1739209891.4156754;-45.120503652039325
1739209891.4156942;-38.13080360867914
1739209891.415713;-38.13080360867914
1739209891.415732;-35.57807855764607
1739209891.4157507;-45.120503652039325
1739209891.4157696;-45.120503652039325
1739209891.4157884;-38.13080360867914
1739209891.4158072;-30.49652367304973
1739209891.4158258;-38.13080360867914
1739209891.4158447;-38.13080360867914
1739209891.4158635;-35.57807855764607
1739209891.4158823;-33.981070128970906
1739209891.4159012;-45.120503652039325
1739209891.41592;-38.13080360867914
1739209891.4159389;-38.13080360867914
1739209891.4159577;-33.981070128970906
1739209891.4159765;-33.981070128970906
1739209891.4159954;-38.13080360867914
1739209891.4160142;-35.57807855764607
1739209891.416033;-38.13080360867914
1739209891.4160519;-45.120503652039325
1739209891.4160707;-45.120503652039325
1739209891.4160895;-35.57807855764607
1739209891.4161084;-33.981070128970906
1739209891.4161272;-45.120503652039325
1739209891.416146;-38.13080360867914
1739209891.4161649;-38.13080360867914
1739209891.4161837;-33.981070128970906
1739209891.4162025;-45.120503652039325
1739209891.4162214;-38.13080360867914
1739209891.4162402;-32.816014438256545
1739209891.416259;-38.13080360867914
1739209891.4162776;-45.120503652039325
1739209891.4162965;-38.13080360867914
1739209891.4163153;-35.57807855764607
1739209891.4163342;-38.13080360867914
1739209891.416353;-45.120503652039325
1739209891.4163718;-38.13080360867914
1739209891.4163907;-35.57807855764607
1739209891.4164095;-32.816014438256545
1739209891.4164283;-33.981070128970906
1739209891.4164472;-45.120503652039325
1739209891.416466;-33.981070128970906
1739209891.4164848;-45.120503652039325
1739209891.4165037;-45.120503652039325
1739209891.4165225;-45.120503652039325
1739209891.4165413;-35.57807855764607
1739209891.4165602;-38.13080360867914
1739209891.416579;-33.981070128970906
1739209891.4165978;-33.981070128970906
1739209891.4166167;-33.981070128970906
1739209891.4166355;-45.120503652039325
1739209891.4166543;-38.13080360867914
1739209891.4166732;-45.120503652039325
1739209891.416692;-38.13080360867914
1739209891.4167109;-38.13080360867914
1739209891.4167297;-45.120503652039325
1739209891.4167483;-38.13080360867914
1739209891.4167671;-35.57807855764607
1739209891.416786;-38.13080360867914
1739209891.4168048;-45.120503652039325
1739209891.4168236;-38.13080360867914
1739209891.4168425;-38.13080360867914
1739209891.4168613;-45.120503652039325
1739209891.4168801;-45.120503652039325
1739209891.416899;-45.120503652039325
1739209891.4169178;-38.13080360867914
1739209891.4169366;-38.13080360867914
1739209891.4169555;-45.120503652039325
1739209891.4169743;-45.120503652039325
1739209891.4169931;-32.816014438256545
1739209891.417012;-45.120503652039325
1739209891.4170308;-38.13080360867914
1739209891.4170496;-38.13080360867914
1739209891.4170685;-38.13080360867914
1739209891.4170873;-38.13080360867914
1739209891.4171062;-38.13080360867914
1739209891.417125;-35.57807855764607
1739209891.4171438;-35.57807855764607
1739209891.4171627;-38.13080360867914
1739209891.4171815;-45.120503652039325
1739209891.4172;-45.120503652039325
1739209891.417219;-38.13080360867914
1739209891.4172378;-45.120503652039325
1739209891.4172566;-45.120503652039325
1739209891.4172754;-45.120503652039325
1739209891.4172943;-45.120503652039325
1739209891.417313;-38.13080360867914
1739209891.417332;-45.120503652039325
1739209891.4173508;-38.13080360867914
1739209891.4173696;-32.816014438256545
1739209891.4173884;-33.981070128970906
1739209891.4174073;-45.120503652039325
1739209891.417426;-45.120503652039325
1739209891.417445;-31.141103565318893
1739209891.4174638;-45.120503652039325
1739209891.4174826;-33.981070128970906
1739209891.4175014;-32.816014438256545
1739209891.4175203;-35.57807855764607
1739209891.4175391;-38.13080360867914
1739209891.417558;-45.120503652039325
1739209891.4175768;-33.981070128970906
1739209891.4175956;-35.57807855764607
1739209891.4176145;-38.13080360867914
1739209891.4176333;-32.81601443825658
1739209891.417652;-45.120503652039325
1739209891.4176707;-38.13080360867914
1739209891.4176896;-38.13080360867914
1739209891.4177084;-45.120503652039325
1739209891.4177272;-45.120503652039325
1739209891.417746;-35.57807855764607
1739209891.417765;-45.120503652039325
1739209891.4177837;-30.49652367304973
1739209891.4178026;-32.816014438256545
1739209891.4178214;-35.57807855764607
1739209891.4178402;-38.13080360867914
1739209891.417859;-35.57807855764607
1739209891.417878;-35.57807855764607
1739209891.4178967;-38.13080360867914
1739209891.4179156;-38.13080360867914
1739209891.4179344;-35.57807855764607
1739209891.4179533;-35.57807855764607
1739209891.417972;-38.13080360867914
1739209891.417991;-33.981070128970906
1739209891.4180098;-45.120503652039325
1739209891.4180286;-45.120503652039325
1739209891.4180474;-45.120503652039325
1739209891.4180663;-45.120503652039325
1739209891.418085;-38.13080360867914
1739209891.418104;-45.120503652039325
1739209891.4181225;-35.57807855764607
1739209891.4181414;-45.120503652039325
1739209891.4181602;-45.120503652039325
1739209891.418179;-45.120503652039325
1739209891.4181979;-45.120503652039325
1739209891.4182167;-38.13080360867914
1739209891.4182355;-31.141103565318915
1739209891.4182544;-28.992665084841942
1739209891.4182732;-45.120503652039325
1739209891.418292;-45.120503652039325
1739209891.4183109;-38.13080360867914
1739209891.4183297;-32.816014438256545
1739209891.4183486;-33.981070128970906
1739209891.4183674;-35.57807855764607
1739209891.4183862;-38.13080360867914
1739209891.418405;-35.57807855764607
1739209891.418424;-35.57807855764607
1739209891.4184427;-38.13080360867914
1739209891.4184616;-45.120503652039325
1739209891.4184804;-38.13080360867914
1739209891.4184992;-35.57807855764607
1739209891.418518;-45.120503652039325
1739209891.418537;-38.13080360867914
1739209891.4185557;-38.13080360867914
1739209891.4185743;-45.120503652039325
1739209891.4185932;-45.120503652039325
1739209891.418612;-45.120503652039325
1739209891.4186308;-45.120503652039325
1739209891.4186497;-38.13080360867914
1739209891.4186685;-38.13080360867914
1739209891.4186873;-35.57807855764607
1739209891.4187062;-38.13080360867914
1739209891.418725;-45.120503652039325
1739209891.4187438;-45.120503652039325
1739209891.4187627;-38.13080360867914
1739209891.4187815;-35.57807855764607
1739209891.4188004;-38.13080360867914
1739209891.4188192;-45.120503652039325
1739209891.418838;-33.981070128970906
1739209891.4188569;-45.120503652039325
1739209891.4188757;-45.120503652039325
1739209891.4188945;-45.120503652039325
1739209891.4189134;-38.13080360867914
1739209891.4189322;-45.120503652039325
1739209891.418951;-38.13080360867914
1739209891.4189699;-38.13080360867914
1739209891.4189887;-38.13080360867914
1739209891.4190075;-33.981070128970906
1739209891.4190264;-38.13080360867914
1739209891.419045;-38.13080360867914
1739209891.4190638;-45.120503652039325
1739209891.4190826;-38.13080360867914
1739209891.4191015;-38.13080360867914
1739209891.4191203;-45.120503652039325
1739209891.4191391;-45.120503652039325
1739209891.419158;-38.13080360867914
1739209891.4191768;-35.57807855764607
1739209891.4191957;-38.13080360867914
1739209891.4192145;-38.13080360867914
1739209891.4192333;-33.981070128970906
1739209891.4192522;-38.13080360867914
1739209891.419271;-38.13080360867914
1739209891.4192898;-35.57807855764607
1739209891.4193087;-33.981070128970906
1739209891.4193275;-38.13080360867914
