CAN Message; 0x1d3:0000bde621f95d2b
1739209918.7470615;-38.13080360867914
1739209918.747066;-45.120503652039325
1739209918.7470703;-38.13080360867914
1739209918.7470748;-38.13080360867914
1739209918.7470791;-38.13080360867914
1739209918.7470837;-45.120503652039325
1739209918.747088;-33.981070128970906
1739209918.7470925;-38.13080360867914
1739209918.7470968;-38.13080360867914
1739209918.747101;-45.120503652039325
1739209918.7471056;-33.981070128970906
1739209918.74711;-45.120503652039325
1739209918.7471144;-45.120503652039325
1739209918.7471187;-33.981070128970906
1739209918.7471232;-30.49652367304973
1739209918.7471275;-33.981070128970906
1739209918.747132;-35.57807855764607
1739209918.7471364;-45.120503652039325
1739209918.7471406;-45.120503652039325
1739209918.7471452;-32.816014438256545
1739209918.7471495;-38.13080360867914
1739209918.747154;-38.13080360867914
1739209918.7471583;-31.141103565318915
1739209918.7471628;-31.141103565318915
1739209918.747167;-32.816014438256545
1739209918.7471716;-45.120503652039325
1739209918.747176;-38.13080360867914
1739209918.7471802;-33.981070128970906
1739209918.7471848;-45.120503652039325
1739209918.747189;-45.120503652039325
1739209918.7471936;-38.13080360867914
1739209918.7471979;-38.13080360867914
1739209918.7472024;-38.13080360867914
1739209918.7472067;-45.120503652039325
1739209918.7472112;-45.120503652039325
1739209918.7472155;-35.57807855764607
1739209918.7472198;-38.13080360867914
1739209918.7472243;-45.120503652039325
1739209918.7472286;-45.120503652039325
1739209918.7472332;-45.120503652039325
1739209918.7472374;-45.120503652039325
1739209918.747242;-45.120503652039325
1739209918.7472463;-45.120503652039325
1739209918.7472508;-38.13080360867914
1739209918.747255;-38.13080360867914
1739209918.7472594;-45.120503652039325
1739209918.747264;-33.981070128970906
1739209918.7472682;-31.141103565318915
1739209918.7472727;-38.13080360867914
1739209918.747277;-45.120503652039325
1739209918.7472816;-38.13080360867914
1739209918.7472858;-33.981070128970906
1739209918.7472904;-38.13080360867914
1739209918.7472947;-45.120503652039325
1739209918.747299;-45.120503652039325
1739209918.7473035;-38.13080360867914
1739209918.7473078;-38.13080360867914
1739209918.7473123;-38.13080360867914
1739209918.7473166;-45.120503652039325
1739209918.7473211;-35.57807855764607
1739209918.7473254;-35.57807855764607
1739209918.74733;-45.120503652039325
1739209918.7473342;-38.13080360867914
1739209918.7473388;-30.49652367304973
1739209918.747343;-38.13080360867914
1739209918.7473474;-45.120503652039325
1739209918.747352;-38.13080360867914
1739209918.7473562;-38.13080360867914
1739209918.7473607;-45.120503652039325
1739209918.747365;-45.120503652039325
1739209918.7473695;-38.13080360867914
1739209918.7473738;-45.120503652039325
1739209918.7473783;-38.13080360867914
1739209918.7473826;-45.120503652039325
1739209918.747387;-45.120503652039325
1739209918.7473915;-35.57807855764607
1739209918.7473958;-38.13080360867914
1739209918.7474003;-45.120503652039325
1739209918.7474046;-38.13080360867914
1739209918.747409;-38.13080360867914
1739209918.7474134;-38.13080360867914
1739209918.747418;-45.120503652039325
1739209918.7474222;-45.120503652039325
1739209918.7474265;-38.13080360867914
1739209918.747431;-38.13080360867914
1739209918.7474353;-45.120503652039325
1739209918.7474399;-35.57807855764607
1739209918.7474442;-33.981070128970906
1739209918.7474487;-45.120503652039325
1739209918.747453;-38.13080360867914
1739209918.7474575;-38.13080360867914
1739209918.7474618;-33.981070128970906
1739209918.747466;-45.120503652039325
1739209918.7474706;-45.120503652039325
1739209918.747475;-45.120503652039325
1739209918.7474794;-45.120503652039325
1739209918.7474837;-38.13080360867914
1739209918.7474883;-45.120503652039325
1739209918.7474926;-45.120503652039325
1739209918.747497;-35.57807855764607
1739209918.7475014;-33.981070128970906
1739209918.7475057;-45.120503652039325
1739209918.7475102;-45.120503652039325
1739209918.7475145;-35.57807855764607
1739209918.747519;-35.57807855764607
1739209918.7475233;-45.120503652039325
1739209918.7475278;-45.120503652039325
1739209918.7475321;-45.120503652039325
1739209918.7475367;-38.13080360867914
1739209918.747541;-45.120503652039325
1739209918.7475452;-45.120503652039325
1739209918.7475498;-38.13080360867914
1739209918.747554;-45.120503652039325
1739209918.7475586;-45.120503652039325
1739209918.747563;-45.120503652039325
1739209918.7475674;-33.981070128970906
1739209918.7475717;-45.120503652039325
1739209918.7475762;-38.13080360867914
1739209918.7475805;-38.13080360867914
1739209918.7475848;-35.57807855764607
1739209918.7475893;-33.981070128970906
1739209918.7475936;-38.13080360867914
1739209918.7475982;-32.816014438256545
1739209918.7476025;-45.120503652039325
1739209918.747607;-38.13080360867914
1739209918.7476113;-38.13080360867914
1739209918.7476158;-33.981070128970906
1739209918.74762;-45.120503652039325
1739209918.7476244;-45.120503652039325
1739209918.747629;-38.13080360867914
1739209918.7476332;-38.13080360867914
1739209918.7476377;-45.120503652039325
1739209918.747642;-45.120503652039325
1739209918.7476466;-32.816014438256545
1739209918.7476509;-38.13080360867914
1739209918.7476554;-38.13080360867914
1739209918.7476597;-35.57807855764607
1739209918.747664;-38.13080360867914
1739209918.7476685;-38.13080360867914
1739209918.7476728;-33.981070128970906
1739209918.7476773;-35.57807855764607
1739209918.7476816;-38.13080360867914
1739209918.7476861;-35.57807855764607
1739209918.7476904;-38.13080360867914
1739209918.747695;-33.981070128970906
1739209918.7476993;-38.13080360867914
1739209918.7477036;-38.13080360867914
1739209918.747708;-45.120503652039325
1739209918.7477124;-45.120503652039325
1739209918.747717;-45.120503652039325
1739209918.7477212;-38.13080360867914
1739209918.7477257;-45.120503652039325
1739209918.74773;-38.13080360867914
1739209918.7477345;-35.57807855764607
1739209918.7477388;-38.13080360867914
1739209918.7477431;-38.13080360867914
1739209918.7477477;-38.13080360867914
1739209918.747752;-38.13080360867914
1739209918.7477565;-38.13080360867914
1739209918.7477608;-38.13080360867914
1739209918.7477653;-28.992665084841942
1739209918.7477696;-35.57807855764607
1739209918.7477741;-38.13080360867914
1739209918.7477784;-45.120503652039325
1739209918.7477827;-38.13080360867914
1739209918.7477872;-38.13080360867914
1739209918.7477915;-45.120503652039325
1739209918.747796;-45.120503652039325
1739209918.7478004;-32.81601443825658
1739209918.7478049;-38.13080360867914
1739209918.7478092;-33.981070128970906
1739209918.7478137;-38.13080360867914
1739209918.747818;-45.120503652039325
1739209918.7478223;-45.120503652039325
1739209918.7478268;-38.13080360867914
1739209918.747831;-38.13080360867914
1739209918.7478356;-31.141103565318915
1739209918.74784;-38.13080360867914
1739209918.7478445;-45.120503652039325
1739209918.7478487;-38.13080360867914
1739209918.7478533;-38.13080360867914
1739209918.7478576;-38.13080360867914
1739209918.7478619;-38.13080360867914
1739209918.7478664;-45.120503652039325
1739209918.7478707;-45.120503652039325
1739209918.7478752;-45.120503652039325
1739209918.7478795;-45.120503652039325
1739209918.747884;-38.13080360867914
1739209918.7478883;-35.57807855764607
1739209918.7478929;-45.120503652039325
1739209918.7478971;-38.13080360867914
1739209918.7479014;-38.13080360867914
1739209918.747906;-38.13080360867914
1739209918.7479103;-38.13080360867914
1739209918.7479148;-38.13080360867914
1739209918.747919;-38.13080360867914
1739209918.7479236;-38.13080360867914
1739209918.747928;-45.120503652039325
1739209918.7479324;-38.13080360867914
1739209918.7479367;-38.13080360867914
1739209918.7479413;-31.141103565318915
1739209918.7479455;-38.13080360867914
1739209918.7479498;-38.13080360867914
1739209918.7479544;-45.120503652039325
1739209918.7479587;-38.13080360867914
1739209918.7479632;-35.57807855764607
1739209918.7479675;-45.120503652039325
1739209918.747972;-38.13080360867914
1739209918.7479763;-33.981070128970906
1739209918.7479808;-38.13080360867914
1739209918.7479851;-45.120503652039325
1739209918.7479894;-45.120503652039325
1739209918.747994;-45.120503652039325
1739209918.7479982;-45.120503652039325
1739209918.7480028;-33.981070128970906
1739209918.748007;-45.120503652039325
1739209918.7480116;-31.141103565318915
1739209918.7480159;-38.13080360867914
1739209918.7480204;-45.120503652039325
1739209918.7480247;-35.57807855764607
1739209918.748029;-38.13080360867914
1739209918.7480335;-35.57807855764607
1739209918.7480378;-38.13080360867914
1739209918.7480423;-38.13080360867914
1739209918.7480466;-38.13080360867914
1739209918.7480512;-38.13080360867914
1739209918.7480555;-38.13080360867914
1739209918.74806;-38.13080360867914
1739209918.7480643;-38.13080360867914
1739209918.7480686;-38.13080360867914
1739209918.748073;-45.120503652039325
1739209918.7480774;-45.120503652039325
1739209918.748082;-38.13080360867914
1739209918.7480862;-38.13080360867914
1739209918.7480907;-45.120503652039325
1739209918.748095;-45.120503652039325
1739209918.7480996;-38.13080360867914
1739209918.7481039;-45.120503652039325
1739209918.7481081;-38.13080360867914
1739209918.7481127;-38.13080360867914
1739209918.748117;-33.981070128970906
1739209918.7481215;-38.13080360867914
1739209918.7481258;-45.120503652039325
1739209918.7481303;-38.13080360867914
1739209918.7481346;-38.13080360867914
1739209918.7481391;-38.13080360867914
1739209918.7481434;-38.13080360867914
1739209918.7481477;-38.13080360867914
1739209918.7481523;-38.13080360867914
1739209918.7481565;-45.120503652039325
1739209918.748161;-45.120503652039325
1739209918.7481654;-45.120503652039325
1739209918.74817;-45.120503652039325
1739209918.7481742;-45.120503652039325
1739209918.7481787;-38.13080360867914
1739209918.748183;-38.13080360867914
1739209918.7481873;-38.13080360867914
1739209918.7481918;-45.120503652039325
1739209918.7481961;-45.120503652039325
1739209918.7482007;-45.120503652039325
1739209918.748205;-38.13080360867914
1739209918.7482095;-45.120503652039325
1739209918.7482138;-45.120503652039325
1739209918.7482183;-45.120503652039325
1739209918.7482226;-45.120503652039325
1739209918.748227;-33.981070128970906
1739209918.7482314;-38.13080360867914
1739209918.7482357;-35.57807855764607
1739209918.7482402;-38.13080360867914
1739209918.7482445;-38.13080360867914
1739209918.748249;-35.57807855764607
1739209918.7482533;-45.120503652039325
1739209918.7482579;-38.13080360867914
1739209918.7482622;-45.120503652039325
1739209918.7482665;-45.120503652039325
1739209918.748271;-45.120503652039325
1739209918.7482753;-45.120503652039325
1739209918.7482798;-45.120503652039325
1739209918.748284;-45.120503652039325
1739209918.7482886;-38.13080360867914
1739209918.748293;-45.120503652039325
1739209918.7482975;-35.57807855764607
1739209918.7483017;-35.57807855764607
1739209918.748306;-45.120503652039325
1739209918.7483106;-38.13080360867914
1739209918.7483149;-38.13080360867914
1739209918.7483194;-35.57807855764607
1739209918.7483237;-45.120503652039325
1739209918.7483282;-38.13080360867914
1739209918.7483325;-32.816014438256545
1739209918.748337;-38.13080360867914
1739209918.7483413;-45.120503652039325
1739209918.7483456;-38.13080360867914
1739209918.7483501;-45.120503652039325
1739209918.7483544;-45.120503652039325
1739209918.748359;-45.120503652039325
1739209918.7483633;-45.120503652039325
1739209918.7483678;-45.120503652039325
1739209918.748372;-45.120503652039325
1739209918.7483766;-45.120503652039325
1739209918.748381;-45.120503652039325
1739209918.7483852;-35.57807855764607
1739209918.7483897;-45.120503652039325
1739209918.748394;-38.13080360867914
1739209918.7483985;-45.120503652039325
1739209918.7484028;-29.438486411369333
1739209918.7484074;-27.8777449560314
1739209918.7484117;-45.120503652039325
1739209918.7484162;-45.120503652039325
1739209918.7484205;-38.13080360867914
1739209918.7484248;-33.981070128970906
1739209918.7484293;-45.120503652039325
1739209918.7484336;-45.120503652039325
1739209918.7484381;-45.120503652039325
1739209918.7484424;-45.120503652039325
1739209918.748447;-45.120503652039325
1739209918.7484512;-45.120503652039325
1739209918.7484558;-45.120503652039325
1739209918.74846;-45.120503652039325
1739209918.7484646;-38.13080360867914
1739209918.7484689;-33.981070128970906
1739209918.7484732;-45.120503652039325
1739209918.7484777;-45.120503652039325
1739209918.748482;-45.120503652039325
1739209918.7484865;-45.120503652039325
1739209918.7484908;-45.120503652039325
1739209918.7484953;-45.120503652039325
1739209918.7484996;-45.120503652039325
1739209918.7485042;-45.120503652039325
1739209918.7485085;-38.13080360867914
1739209918.7485127;-30.49652367304973
1739209918.7485173;-45.120503652039325
1739209918.7485216;-45.120503652039325
1739209918.748526;-35.57807855764607
1739209918.7485304;-35.57807855764607
1739209918.748535;-38.13080360867914
1739209918.7485392;-32.816014438256545
1739209918.7485437;-45.120503652039325
1739209918.748548;-38.13080360867914
1739209918.7485523;-38.13080360867914
1739209918.7485569;-35.57807855764607
1739209918.7485611;-45.120503652039325
1739209918.7485657;-38.13080360867914
1739209918.74857;-38.13080360867914
1739209918.7485745;-45.120503652039325
1739209918.7485788;-35.57807855764607
1739209918.7485833;-31.141103565318915
1739209918.7485876;-45.120503652039325
1739209918.748592;-45.120503652039325
1739209918.7485964;-35.57807855764607
1739209918.7486007;-35.57807855764607
1739209918.7486053;-45.120503652039325
1739209918.7486095;-45.120503652039325
1739209918.748614;-33.981070128970906
1739209918.7486184;-38.13080360867914
1739209918.748623;-45.120503652039325
1739209918.7486272;-38.13080360867914
1739209918.7486315;-38.13080360867914
1739209918.748636;-38.13080360867914
1739209918.7486403;-45.120503652039325
1739209918.7486448;-38.13080360867914
1739209918.7486491;-38.13080360867914
1739209918.7486537;-45.120503652039325
1739209918.748658;-45.120503652039325
1739209918.7486625;-45.120503652039325
1739209918.7486668;-33.981070128970906
1739209918.748671;-45.120503652039325
1739209918.7486756;-38.13080360867914
1739209918.7486799;-33.981070128970906
1739209918.7486844;-38.13080360867914
1739209918.7486887;-33.981070128970906
1739209918.7486932;-45.120503652039325
1739209918.7486975;-32.81601443825658
1739209918.748702;-45.120503652039325
1739209918.7487063;-33.981070128970906
1739209918.7487106;-38.13080360867914
1739209918.7487152;-45.120503652039325
1739209918.7487195;-35.57807855764607
1739209918.748724;-38.13080360867914
1739209918.7487283;-45.120503652039325
1739209918.7487328;-38.13080360867914
1739209918.748737;-38.13080360867914
1739209918.7487416;-38.13080360867914
1739209918.748746;-38.13080360867914
1739209918.7487502;-38.13080360867914
1739209918.7487547;-38.13080360867914
1739209918.748759;-33.981070128970906
1739209918.7487636;-45.120503652039325
1739209918.7487679;-45.120503652039325
1739209918.7487724;-45.120503652039325
1739209918.7487767;-38.13080360867914
1739209918.7487812;-38.13080360867914
1739209918.7487855;-38.13080360867914
1739209918.7487898;-45.120503652039325
1739209918.7487943;-38.13080360867914
1739209918.7487986;-45.120503652039325
1739209918.7488031;-45.120503652039325
1739209918.7488074;-45.120503652039325
1739209918.748812;-38.13080360867914
1739209918.7488163;-35.57807855764607
1739209918.7488208;-45.120503652039325
1739209918.748825;-45.120503652039325
1739209918.7488294;-45.120503652039325
1739209918.748834;-45.120503652039325
1739209918.7488382;-45.120503652039325
1739209918.7488427;-35.57807855764607
1739209918.748847;-35.57807855764607
1739209918.7488515;-45.120503652039325
1739209918.7488558;-38.13080360867914
1739209918.7488604;-32.816014438256545
1739209918.7488647;-32.816014438256545
1739209918.748869;-38.13080360867914
1739209918.7488735;-45.120503652039325
1739209918.7488778;-33.981070128970906
1739209918.7488823;-38.13080360867914
1739209918.7488866;-38.13080360867914
1739209918.748891;-45.120503652039325
1739209918.7488954;-38.13080360867914
1739209918.7489;-38.13080360867914
1739209918.7489042;-33.981070128970956
1739209918.7489085;-45.120503652039325
1739209918.748913;-32.816014438256545
1739209918.7489173;-31.141103565318915
1739209918.7489219;-45.120503652039325
1739209918.7489262;-45.120503652039325
1739209918.7489307;-38.13080360867914
1739209918.748935;-35.57807855764607
1739209918.7489395;-38.13080360867914
1739209918.7489438;-45.120503652039325
1739209918.748948;-35.57807855764607
1739209918.7489526;-35.57807855764607
1739209918.748957;-38.13080360867914
1739209918.7489614;-45.120503652039325
1739209918.7489657;-38.13080360867914
1739209918.7489703;-38.13080360867914
1739209918.7489746;-38.13080360867914
1739209918.748979;-38.13080360867914
1739209918.7489834;-45.120503652039325
1739209918.7489877;-45.120503652039325
1739209918.7489922;-38.13080360867914
1739209918.7489965;-35.57807855764607
1739209918.749001;-45.120503652039325
1739209918.7490053;-45.120503652039325
1739209918.7490098;-38.13080360867914
1739209918.7490141;-45.120503652039325
1739209918.7490187;-45.120503652039325
1739209918.749023;-45.120503652039325
1739209918.7490273;-45.120503652039325
1739209918.7490318;-45.120503652039325
1739209918.749036;-45.120503652039325
1739209918.7490406;-35.57807855764607
1739209918.749045;-30.49652367304973
1739209918.7490494;-38.13080360867914
1739209918.7490537;-45.120503652039325
1739209918.7490582;-38.13080360867914
1739209918.7490625;-30.49652367304973
1739209918.749067;-38.13080360867914
1739209918.7490714;-45.120503652039325
1739209918.7490757;-45.120503652039325
1739209918.7490802;-45.120503652039325
1739209918.7490845;-45.120503652039325
1739209918.749089;-45.120503652039325
1739209918.7490933;-45.120503652039325
1739209918.7490978;-35.57807855764607
1739209918.749102;-35.57807855764607
1739209918.7491066;-45.120503652039325
1739209918.749111;-35.57807855764607
1739209918.7491152;-45.120503652039325
1739209918.7491198;-45.120503652039325
1739209918.749124;-38.13080360867914
1739209918.7491286;-38.13080360867914
1739209918.7491329;-45.120503652039325
1739209918.7491374;-38.13080360867914
1739209918.7491417;-38.13080360867914
1739209918.7491462;-45.120503652039325
1739209918.7491505;-26.991370085610736
1739209918.7491548;-38.13080360867914
1739209918.7491593;-38.13080360867914
1739209918.7491636;-38.13080360867914
1739209918.7491682;-38.13080360867914
1739209918.7491724;-45.120503652039325
1739209918.749177;-45.120503652039325
1739209918.7491813;-45.120503652039325
1739209918.7491858;-45.120503652039325
1739209918.74919;-45.120503652039325
1739209918.7491944;-38.13080360867914
1739209918.749199;-38.13080360867914
1739209918.7492032;-33.981070128970906
1739209918.7492077;-33.981070128970906
1739209918.749212;-45.120503652039325
1739209918.7492166;-38.13080360867914
1739209918.7492208;-38.13080360867914
1739209918.7492254;-38.13080360867914
1739209918.7492297;-38.13080360867914
1739209918.749234;-38.13080360867914
1739209918.7492385;-45.120503652039325
1739209918.7492428;-45.120503652039325
1739209918.7492473;-45.120503652039325
1739209918.7492516;-45.120503652039325
1739209918.7492561;-32.816014438256545
1739209918.7492604;-35.57807855764607
1739209918.749265;-45.120503652039325
1739209918.7492692;-45.120503652039325
1739209918.7492735;-35.57807855764607
1739209918.749278;-38.13080360867914
1739209918.7492824;-45.120503652039325
1739209918.749287;-45.120503652039325
1739209918.7492912;-45.120503652039325
1739209918.7492957;-33.981070128970906
1739209918.7493;-45.120503652039325
1739209918.7493045;-45.120503652039325
1739209918.7493088;-45.120503652039325
1739209918.749313;-38.13080360867914
1739209918.7493176;-38.13080360867914
1739209918.749322;-38.13080360867914
1739209918.7493265;-35.57807855764607
1739209918.7493308;-35.57807855764607
1739209918.7493353;-45.120503652039325
1739209918.7493396;-38.13080360867914
1739209918.749344;-38.13080360867914
1739209918.7493484;-45.120503652039325
1739209918.7493527;-45.120503652039325
1739209918.7493572;-45.120503652039325
1739209918.7493615;-45.120503652039325
1739209918.749366;-45.120503652039325
1739209918.7493703;-45.120503652039325
1739209918.7493749;-45.120503652039325
1739209918.7493792;-35.57807855764607
1739209918.7493837;-33.981070128970906
1739209918.749388;-45.120503652039325
1739209918.7493923;-45.120503652039325
1739209918.7493968;-38.13080360867914
1739209918.749401;-33.981070128970906
1739209918.7494056;-38.13080360867914
1739209918.74941;-33.981070128970906
1739209918.7494144;-45.120503652039325
1739209918.7494187;-45.120503652039325
1739209918.7494233;-45.120503652039325
1739209918.7494276;-38.13080360867914
1739209918.7494318;-38.13080360867914
1739209918.7494364;-45.120503652039325
1739209918.7494407;-45.120503652039325
1739209918.7494452;-45.120503652039325
1739209918.7494495;-38.13080360867914
1739209918.749454;-38.13080360867914
1739209918.7494583;-38.13080360867914
1739209918.7494628;-45.120503652039325
1739209918.7494671;-38.13080360867914
1739209918.7494714;-38.13080360867914
1739209918.749476;-45.120503652039325
1739209918.7494802;-38.13080360867914
1739209918.7494848;-38.13080360867914
1739209918.749489;-33.981070128970906
1739209918.7494936;-38.13080360867914
1739209918.749498;-38.13080360867914
1739209918.7495024;-45.120503652039325
1739209918.7495067;-33.981070128970906
1739209918.749511;-38.13080360867914
1739209918.7495155;-45.120503652039325
1739209918.7495198;-38.13080360867914
1739209918.7495244;-45.120503652039325
1739209918.7495286;-45.120503652039325
1739209918.7495332;-45.120503652039325
1739209918.7495375;-38.13080360867914
1739209918.749542;-31.141103565318915
1739209918.7495463;-31.141103565318915
1739209918.7495506;-38.13080360867914
1739209918.749555;-45.120503652039325
1739209918.7495594;-38.13080360867914
1739209918.749564;-38.13080360867914
1739209918.7495682;-45.120503652039325
1739209918.7495728;-38.13080360867914
1739209918.749577;-31.141103565318915
1739209918.7495816;-35.57807855764607
1739209918.7495859;-38.13080360867914
1739209918.7495904;-38.13080360867914
1739209918.7495947;-33.981070128970906
1739209918.749599;-38.13080360867914
1739209918.7496035;-38.13080360867914
1739209918.7496078;-38.13080360867914
1739209918.7496123;-45.120503652039325
1739209918.7496166;-45.120503652039325
1739209918.7496212;-38.13080360867914
1739209918.7496254;-35.57807855764607
1739209918.74963;-38.13080360867914
1739209918.7496343;-38.13080360867914
1739209918.7496386;-38.13080360867914
1739209918.749643;-38.13080360867914
1739209918.7496474;-35.57807855764607
1739209918.749652;-38.13080360867914
1739209918.7496562;-45.120503652039325
1739209918.7496607;-38.13080360867914
1739209918.749665;-38.13080360867914
1739209918.7496696;-45.120503652039325
1739209918.7496738;-45.120503652039325
1739209918.7496781;-33.981070128970906
1739209918.7496827;-31.141103565318915
1739209918.749687;-32.81601443825658
1739209918.7496915;-33.981070128970906
1739209918.7496958;-38.13080360867914
1739209918.7497003;-38.13080360867914
1739209918.7497046;-38.13080360867914
1739209918.7497091;-45.120503652039325
1739209918.7497134;-35.57807855764607
1739209918.7497177;-32.816014438256545
1739209918.7497222;-31.141103565318915
1739209918.7497265;-38.13080360867914
1739209918.749731;-38.13080360867914
1739209918.7497354;-35.57807855764607
1739209918.74974;-38.13080360867914
1739209918.7497442;-38.13080360867914
1739209918.7497487;-38.13080360867914
1739209918.749753;-38.13080360867914
1739209918.7497573;-32.81601443825658
1739209918.7497618;-45.120503652039325
1739209918.749766;-38.13080360867914
1739209918.7497706;-38.13080360867914
1739209918.749775;-45.120503652039325
1739209918.7497795;-38.13080360867914
1739209918.7497838;-45.120503652039325
1739209918.7497883;-38.13080360867914
1739209918.7497926;-38.13080360867914
1739209918.7497969;-45.120503652039325
1739209918.7498014;-45.120503652039325
1739209918.7498057;-45.120503652039325
1739209918.7498102;-38.13080360867914
1739209918.7498145;-32.816014438256545
1739209918.749819;-38.13080360867914
1739209918.7498233;-38.13080360867914
1739209918.7498279;-38.13080360867914
1739209918.7498322;-45.120503652039325
1739209918.7498364;-38.13080360867914
1739209918.749841;-38.13080360867914
1739209918.7498453;-38.13080360867914
1739209918.7498498;-45.120503652039325
1739209918.749854;-45.120503652039325
1739209918.7498586;-45.120503652039325
1739209918.749863;-45.120503652039325
1739209918.7498674;-38.13080360867914
1739209918.7498717;-35.57807855764607
1739209918.749876;-33.981070128970906
1739209918.7498806;-33.981070128970906
1739209918.7498848;-35.57807855764607
1739209918.7498894;-45.120503652039325
1739209918.7498937;-38.13080360867914
1739209918.7498982;-38.13080360867914
1739209918.7499025;-45.120503652039325
1739209918.749907;-38.13080360867914
1739209918.7499113;-38.13080360867914
1739209918.7499156;-45.120503652039325
1739209918.7499201;-45.120503652039325
1739209918.7499244;-38.13080360867914
1739209918.749929;-35.57807855764607
1739209918.7499332;-45.120503652039325
1739209918.7499378;-45.120503652039325
1739209918.749942;-30.49652367304973
