CAN Message; 0x77:864ad692d82cce16
1739209659.8386717;-45.120503652039325
1739209659.838678;-38.13080360867914
1739209659.8386838;-45.120503652039325
1739209659.83869;-35.57807855764607
1739209659.8386962;-38.13080360867914
1739209659.8387022;-38.13080360867914
1739209659.8387084;-35.57807855764607
1739209659.8387144;-38.13080360867914
1739209659.8387206;-45.120503652039325
1739209659.8387265;-38.13080360867914
1739209659.8387327;-38.13080360867914
1739209659.8387387;-38.13080360867914
1739209659.8387449;-38.13080360867914
1739209659.8387508;-45.120503652039325
1739209659.838757;-33.981070128970906
1739209659.838763;-45.120503652039325
1739209659.8387692;-45.120503652039325
1739209659.8387752;-35.57807855764607
1739209659.8387814;-35.57807855764607
1739209659.8387873;-45.120503652039325
1739209659.8387935;-45.120503652039325
1739209659.8387995;-35.57807855764607
1739209659.8388057;-38.13080360867914
1739209659.8388119;-38.13080360867914
1739209659.8388178;-35.57807855764607
1739209659.838824;-45.120503652039325
1739209659.83883;-45.120503652039325
1739209659.8388362;-45.120503652039325
1739209659.8388422;-38.13080360867914
1739209659.8388484;-38.13080360867914
1739209659.8388543;-45.120503652039325
1739209659.8388605;-45.120503652039325
1739209659.8388665;-38.13080360867914
1739209659.8388727;-45.120503652039325
1739209659.8388786;-38.13080360867914
1739209659.8388848;-45.120503652039325
1739209659.8388908;-45.120503652039325
1739209659.838897;-45.120503652039325
1739209659.838903;-45.120503652039325
1739209659.8389091;-38.13080360867914
1739209659.838915;-38.13080360867914
1739209659.8389213;-38.13080360867914
1739209659.8389273;-45.120503652039325
1739209659.8389335;-38.13080360867914
1739209659.8389397;-35.57807855764607
1739209659.8389456;-45.120503652039325
1739209659.8389518;-45.120503652039325
1739209659.8389578;-45.120503652039325
1739209659.838964;-35.57807855764607
1739209659.83897;-45.120503652039325
1739209659.8389761;-45.120503652039325
1739209659.838982;-45.120503652039325
1739209659.8389883;-45.120503652039325
1739209659.8389943;-38.13080360867914
1739209659.8390005;-38.13080360867914
1739209659.8390064;-38.13080360867914
1739209659.8390126;-38.13080360867914
1739209659.8390186;-38.13080360867914
1739209659.8390248;-45.120503652039325
1739209659.8390307;-38.13080360867914
1739209659.839037;-27.8777449560314
1739209659.839043;-45.120503652039325
1739209659.839049;-45.120503652039325
1739209659.8390553;-35.57807855764607
1739209659.8390613;-32.816014438256545
1739209659.8390675;-45.120503652039325
1739209659.8390734;-45.120503652039325
1739209659.8390796;-45.120503652039325
1739209659.8390856;-38.13080360867914
1739209659.8390918;-45.120503652039325
1739209659.8390977;-38.13080360867914
1739209659.839104;-45.120503652039325
1739209659.83911;-45.120503652039325
1739209659.839116;-33.981070128970906
1739209659.839122;-35.57807855764607
1739209659.8391283;-38.13080360867914
1739209659.8391342;-26.487275050834715
1739209659.8391404;-35.57807855764607
1739209659.8391464;-35.57807855764607
1739209659.8391526;-38.13080360867914
1739209659.8391585;-35.57807855764607
1739209659.8391647;-45.120503652039325
1739209659.839171;-45.120503652039325
1739209659.839177;-38.13080360867914
1739209659.839183;-38.13080360867914
1739209659.839189;-38.13080360867914
1739209659.8391953;-33.981070128970906
1739209659.8392012;-45.120503652039325
1739209659.8392074;-45.120503652039325
1739209659.8392134;-38.13080360867914
1739209659.8392196;-45.120503652039325
1739209659.8392255;-45.120503652039325
1739209659.8392317;-32.816014438256545
1739209659.8392377;-45.120503652039325
1739209659.839244;-45.120503652039325
1739209659.8392498;-45.120503652039325
1739209659.839256;-45.120503652039325
1739209659.839262;-38.13080360867914
1739209659.8392682;-35.57807855764607
1739209659.8392742;-45.120503652039325
1739209659.8392804;-45.120503652039325
1739209659.8392863;-33.981070128970906
1739209659.8392925;-35.57807855764607
1739209659.8392987;-38.13080360867914
1739209659.8393047;-38.13080360867914
1739209659.839311;-38.13080360867914
1739209659.8393168;-45.120503652039325
1739209659.839323;-38.13080360867914
1739209659.839329;-45.120503652039325
1739209659.8393352;-35.57807855764607
1739209659.8393412;-35.57807855764607
1739209659.8393474;-45.120503652039325
1739209659.8393533;-45.120503652039325
1739209659.8393595;-38.13080360867914
1739209659.8393655;-45.120503652039325
1739209659.8393717;-45.120503652039325
1739209659.8393776;-45.120503652039325
1739209659.8393838;-33.981070128970906
1739209659.8393898;-35.57807855764607
1739209659.839396;-38.13080360867914
1739209659.839402;-45.120503652039325
1739209659.8394082;-33.981070128970906
1739209659.8394144;-38.13080360867914
1739209659.8394203;-45.120503652039325
1739209659.8394265;-45.120503652039325
1739209659.8394325;-45.120503652039325
1739209659.8394387;-45.120503652039325
1739209659.8394446;-45.120503652039325
1739209659.8394508;-38.13080360867914
1739209659.8394568;-38.13080360867914
1739209659.839463;-33.981070128970906
1739209659.839469;-45.120503652039325
1739209659.8394752;-38.13080360867914
1739209659.839481;-35.57807855764607
1739209659.8394873;-38.13080360867914
1739209659.8394933;-45.120503652039325
1739209659.8394995;-38.13080360867914
1739209659.8395054;-33.981070128970906
1739209659.8395116;-38.13080360867914
1739209659.8395176;-38.13080360867914
1739209659.8395238;-45.120503652039325
1739209659.83953;-45.120503652039325
1739209659.839536;-38.13080360867914
1739209659.8395422;-38.13080360867914
1739209659.839548;-38.13080360867914
1739209659.8395543;-45.120503652039325
1739209659.8395603;-38.13080360867914
1739209659.8395665;-45.120503652039325
1739209659.8395724;-38.13080360867914
1739209659.8395786;-35.57807855764607
1739209659.8395846;-38.13080360867914
1739209659.8395908;-45.120503652039325
1739209659.8395967;-45.120503652039325
1739209659.839603;-45.120503652039325
1739209659.839609;-45.120503652039325
1739209659.839615;-38.13080360867914
1739209659.839621;-45.120503652039325
1739209659.8396273;-45.120503652039325
1739209659.8396332;-38.13080360867914
1739209659.8396394;-38.13080360867914
1739209659.8396454;-38.13080360867914
1739209659.8396516;-38.13080360867914
1739209659.8396578;-45.120503652039325
1739209659.8396637;-45.120503652039325
1739209659.83967;-38.13080360867914
1739209659.839676;-38.13080360867914
1739209659.839682;-38.13080360867914
1739209659.839688;-45.120503652039325
1739209659.8396943;-38.13080360867914
1739209659.8397002;-38.13080360867914
1739209659.8397064;-45.120503652039325
1739209659.8397124;-35.57807855764607
1739209659.8397186;-35.57807855764607
1739209659.8397245;-35.57807855764607
1739209659.8397307;-38.13080360867914
1739209659.8397367;-45.120503652039325
1739209659.839743;-38.13080360867914
1739209659.8397489;-35.57807855764607
1739209659.839755;-38.13080360867914
1739209659.839761;-38.13080360867914
1739209659.8397672;-38.13080360867914
1739209659.8397734;-45.120503652039325
1739209659.8397794;-45.120503652039325
1739209659.8397856;-45.120503652039325
1739209659.8397915;-45.120503652039325
1739209659.8397977;-38.13080360867914
1739209659.8398037;-45.120503652039325
1739209659.83981;-38.13080360867914
1739209659.8398159;-45.120503652039325
1739209659.839822;-35.57807855764607
1739209659.839828;-35.57807855764607
1739209659.8398342;-38.13080360867914
1739209659.8398402;-45.120503652039325
1739209659.8398464;-35.57807855764607
1739209659.8398523;-35.57807855764607
1739209659.8398585;-38.13080360867914
1739209659.8398645;-38.13080360867914
1739209659.8398707;-45.120503652039325
1739209659.8398767;-45.120503652039325
1739209659.8398829;-38.13080360867914
1739209659.8398888;-38.13080360867914
1739209659.839895;-45.120503652039325
1739209659.8399012;-45.120503652039325
1739209659.8399072;-45.120503652039325
1739209659.8399134;-45.120503652039325
1739209659.8399193;-38.13080360867914
1739209659.8399255;-35.57807855764607
1739209659.8399315;-45.120503652039325
1739209659.8399377;-45.120503652039325
1739209659.8399436;-32.816014438256545
1739209659.8399498;-30.49652367304973
1739209659.8399558;-38.13080360867914
1739209659.839962;-45.120503652039325
1739209659.839968;-33.981070128970906
1739209659.8399742;-35.57807855764607
1739209659.8399801;-45.120503652039325
1739209659.8399863;-45.120503652039325
1739209659.8399923;-45.120503652039325
1739209659.8399985;-38.13080360867914
1739209659.8400044;-38.13080360867914
1739209659.8400106;-45.120503652039325
1739209659.8400168;-45.120503652039325
1739209659.8400228;-45.120503652039325
1739209659.840029;-45.120503652039325
1739209659.840035;-45.120503652039325
1739209659.8400412;-32.816014438256545
1739209659.8400471;-35.57807855764607
1739209659.8400533;-38.13080360867914
1739209659.8400593;-45.120503652039325
1739209659.8400655;-38.13080360867914
1739209659.8400714;-32.816014438256545
1739209659.8400776;-38.13080360867914
1739209659.8400836;-45.120503652039325
1739209659.8400898;-45.120503652039325
1739209659.8400958;-45.120503652039325
1739209659.840102;-45.120503652039325
1739209659.840108;-38.13080360867914
1739209659.840114;-45.120503652039325
1739209659.84012;-45.120503652039325
1739209659.8401263;-33.981070128970906
1739209659.8401325;-38.13080360867914
1739209659.8401384;-45.120503652039325
1739209659.8401446;-45.120503652039325
1739209659.8401506;-45.120503652039325
1739209659.8401568;-45.120503652039325
1739209659.8401628;-35.57807855764607
1739209659.840169;-29.438486411369333
1739209659.840175;-38.13080360867914
1739209659.840181;-38.13080360867914
1739209659.840187;-35.57807855764607
1739209659.8401933;-35.57807855764607
1739209659.8401992;-45.120503652039325
1739209659.8402054;-33.981070128970906
1739209659.8402114;-45.120503652039325
1739209659.8402176;-45.120503652039325
1739209659.8402236;-38.13080360867914
1739209659.8402297;-45.120503652039325
1739209659.8402357;-38.13080360867914
1739209659.840242;-45.120503652039325
1739209659.8402479;-38.13080360867914
1739209659.840254;-38.13080360867914
1739209659.8402603;-45.120503652039325
1739209659.8402662;-45.120503652039325
1739209659.8402724;-45.120503652039325
1739209659.8402784;-38.13080360867914
1739209659.8402846;-45.120503652039325
1739209659.8402905;-45.120503652039325
1739209659.8402967;-45.120503652039325
1739209659.8403027;-38.13080360867914
1739209659.840309;-38.13080360867914
1739209659.8403149;-32.816014438256545
1739209659.840321;-35.57807855764607
1739209659.840327;-38.13080360867914
1739209659.8403332;-45.120503652039325
1739209659.8403392;-38.13080360867914
1739209659.8403454;-38.13080360867914
1739209659.8403513;-38.13080360867914
1739209659.8403575;-38.13080360867914
1739209659.8403635;-38.13080360867914
1739209659.8403697;-45.120503652039325
1739209659.840376;-38.13080360867914
1739209659.8403819;-35.57807855764607
1739209659.840388;-45.120503652039325
1739209659.840394;-38.13080360867914
1739209659.8404002;-35.57807855764607
1739209659.8404062;-38.13080360867914
1739209659.8404124;-25.826314394896357
1739209659.8404183;-33.981070128970906
1739209659.8404245;-45.120503652039325
1739209659.8404305;-45.120503652039325
1739209659.8404367;-32.816014438256545
1739209659.8404427;-38.13080360867914
1739209659.8404489;-45.120503652039325
1739209659.8404548;-45.120503652039325
1739209659.840461;-32.81601443825658
1739209659.840467;-38.13080360867914
1739209659.8404732;-45.120503652039325
1739209659.8404791;-38.13080360867914
1739209659.8404853;-38.13080360867914
1739209659.8404915;-45.120503652039325
1739209659.8404975;-45.120503652039325
1739209659.8405037;-38.13080360867914
1739209659.8405097;-28.992665084841942
1739209659.8405159;-33.981070128970906
1739209659.8405218;-45.120503652039325
1739209659.840528;-38.13080360867914
1739209659.840534;-32.816014438256545
1739209659.8405402;-45.120503652039325
1739209659.8405461;-45.120503652039325
1739209659.8405523;-38.13080360867914
1739209659.8405583;-38.13080360867914
1739209659.8405645;-45.120503652039325
1739209659.8405704;-45.120503652039325
1739209659.8405766;-33.981070128970906
1739209659.844209;-45.120503652039325
1739209659.844214;-45.120503652039325
1739209659.8442192;-33.981070128970906
1739209659.8442245;-38.13080360867914
1739209659.8442297;-45.120503652039325
1739209659.8442347;-38.13080360867914
1739209659.84424;-38.13080360867914
1739209659.8442452;-45.120503652039325
1739209659.8442502;-45.120503652039325
1739209659.8442554;-35.57807855764607
1739209659.8442607;-38.13080360867914
1739209659.8442657;-45.120503652039325
1739209659.844271;-45.120503652039325
1739209659.8442762;-45.120503652039325
1739209659.8442814;-38.13080360867914
1739209659.8442864;-38.13080360867914
1739209659.8442917;-38.13080360867914
1739209659.844297;-45.120503652039325
1739209659.844302;-35.57807855764607
1739209659.8443072;-33.981070128970906
1739209659.8443124;-38.13080360867914
1739209659.8443177;-35.57807855764607
1739209659.8443227;-38.13080360867914
1739209659.844328;-45.120503652039325
1739209659.8443332;-45.120503652039325
1739209659.8443382;-45.120503652039325
1739209659.8443434;-45.120503652039325
1739209659.8443487;-45.120503652039325
1739209659.8443537;-38.13080360867914
1739209659.844359;-38.13080360867914
1739209659.8443642;-45.120503652039325
1739209659.8443694;-45.120503652039325
1739209659.8443744;-45.120503652039325
1739209659.8443797;-35.57807855764607
1739209659.844385;-35.57807855764607
1739209659.84439;-45.120503652039325
1739209659.8443952;-45.120503652039325
1739209659.8444004;-45.120503652039325
1739209659.8444057;-31.141103565318915
1739209659.8444107;-35.57807855764607
1739209659.844416;-38.13080360867914
1739209659.8444211;-45.120503652039325
1739209659.8444262;-45.120503652039325
1739209659.8444314;-38.13080360867914
1739209659.8444366;-38.13080360867914
1739209659.8444417;-38.13080360867914
1739209659.844447;-45.120503652039325
1739209659.8444521;-45.120503652039325
1739209659.8444574;-45.120503652039325
1739209659.8444624;-38.13080360867914
1739209659.8444676;-35.57807855764607
1739209659.844473;-38.13080360867914
1739209659.844478;-45.120503652039325
1739209659.8444831;-45.120503652039325
1739209659.8444884;-33.981070128970906
1739209659.8444936;-33.981070128970906
1739209659.8444986;-38.13080360867914
1739209659.8445039;-45.120503652039325
1739209659.8445091;-45.120503652039325
1739209659.8445141;-35.57807855764607
1739209659.8445194;-35.57807855764607
1739209659.8445246;-45.120503652039325
1739209659.8445296;-38.13080360867914
1739209659.8445349;-31.141103565318915
1739209659.84454;-45.120503652039325
1739209659.8445454;-45.120503652039325
1739209659.8445504;-38.13080360867914
1739209659.8445556;-38.13080360867914
1739209659.8445609;-33.981070128970906
1739209659.8445659;-38.13080360867914
1739209659.844571;-38.13080360867914
1739209659.8445764;-33.981070128970906
1739209659.8445816;-45.120503652039325
1739209659.8445866;-45.120503652039325
1739209659.8445919;-38.13080360867914
1739209659.844597;-38.13080360867914
1739209659.844602;-45.120503652039325
1739209659.8446074;-38.13080360867914
1739209659.8446126;-38.13080360867914
1739209659.8446176;-38.13080360867914
1739209659.8446229;-45.120503652039325
1739209659.844628;-38.13080360867914
1739209659.8446333;-38.13080360867914
1739209659.8446383;-45.120503652039325
1739209659.8446436;-33.981070128970906
1739209659.8446488;-38.13080360867914
1739209659.8446538;-35.57807855764607
1739209659.844659;-45.120503652039325
1739209659.8446643;-45.120503652039325
1739209659.8446696;-38.13080360867914
1739209659.8446746;-33.981070128970906
1739209659.8446798;-38.13080360867914
1739209659.844685;-45.120503652039325
1739209659.84469;-38.13080360867914
1739209659.8446953;-32.816014438256545
1739209659.8447006;-38.13080360867914
1739209659.8447056;-38.13080360867914
1739209659.8447108;-38.13080360867914
1739209659.844716;-38.13080360867914
1739209659.8447213;-45.120503652039325
1739209659.8447263;-45.120503652039325
1739209659.8447316;-38.13080360867914
1739209659.8447368;-35.57807855764607
1739209659.8447418;-33.981070128970906
1739209659.844747;-45.120503652039325
1739209659.8447523;-33.981070128970906
1739209659.8447576;-35.57807855764607
1739209659.8447626;-45.120503652039325
1739209659.8447678;-45.120503652039325
1739209659.844773;-45.120503652039325
1739209659.844778;-33.981070128970906
1739209659.8447833;-32.816014438256545
1739209659.8447886;-45.120503652039325
1739209659.8447936;-38.13080360867914
1739209659.8447988;-38.13080360867914
1739209659.844804;-45.120503652039325
1739209659.8448093;-45.120503652039325
1739209659.8448143;-38.13080360867914
1739209659.8448195;-35.57807855764607
1739209659.8448248;-31.141103565318915
1739209659.8448298;-45.120503652039325
1739209659.844835;-45.120503652039325
1739209659.8448403;-38.13080360867914
1739209659.8448455;-38.13080360867914
1739209659.8448505;-45.120503652039325
1739209659.8448558;-45.120503652039325
1739209659.844861;-45.120503652039325
1739209659.844866;-31.14110356531892
1739209659.8448713;-45.120503652039325
1739209659.8448765;-45.120503652039325
1739209659.8448815;-35.57807855764607
1739209659.8448868;-38.13080360867914
1739209659.844892;-45.120503652039325
1739209659.8448973;-33.981070128970906
1739209659.8449023;-38.13080360867914
1739209659.8449075;-30.49652367304973
1739209659.8449128;-32.816014438256545
1739209659.8449178;-38.13080360867914
1739209659.844923;-38.13080360867914
1739209659.8449283;-38.13080360867914
1739209659.8449335;-38.13080360867914
1739209659.8449385;-45.120503652039325
1739209659.8449438;-38.13080360867914
1739209659.844949;-45.120503652039325
1739209659.844954;-45.120503652039325
1739209659.8449593;-45.120503652039325
1739209659.8449645;-45.120503652039325
1739209659.8449695;-38.13080360867914
1739209659.8449748;-38.13080360867914
1739209659.84498;-45.120503652039325
1739209659.8449852;-45.120503652039325
1739209659.8449903;-27.267205301931607
1739209659.8449955;-32.816014438256545
1739209659.8450007;-45.120503652039325
1739209659.8450058;-45.120503652039325
1739209659.845011;-38.13080360867914
1739209659.8450162;-35.57807855764607
1739209659.8450215;-45.120503652039325
1739209659.8450265;-38.13080360867914
1739209659.8450317;-45.120503652039325
1739209659.845037;-45.120503652039325
1739209659.845042;-38.13080360867914
1739209659.8450472;-38.13080360867914
1739209659.8450525;-45.120503652039325
1739209659.8450575;-38.13080360867914
1739209659.8450627;-45.120503652039325
1739209659.845068;-45.120503652039325
1739209659.8450732;-28.58837851428586
1739209659.8450782;-29.438486411369333
1739209659.8450835;-45.120503652039325
1739209659.8450887;-38.13080360867914
1739209659.8450937;-35.57807855764607
1739209659.845099;-35.57807855764607
1739209659.8451042;-38.13080360867914
1739209659.8451095;-33.981070128970906
1739209659.8451145;-45.120503652039325
1739209659.8451197;-45.120503652039325
1739209659.845125;-38.13080360867914
1739209659.84513;-45.120503652039325
1739209659.8451352;-45.120503652039325
1739209659.8451405;-45.120503652039325
1739209659.8451457;-45.120503652039325
1739209659.8451507;-45.120503652039325
1739209659.845156;-38.13080360867914
1739209659.8451612;-38.13080360867914
1739209659.8451662;-38.13080360867914
1739209659.8451715;-45.120503652039325
1739209659.8451767;-38.13080360867914
1739209659.8451817;-38.13080360867914
1739209659.845187;-45.120503652039325
1739209659.8451922;-38.13080360867914
1739209659.8451974;-38.13080360867914
1739209659.8452024;-45.120503652039325
1739209659.8452077;-45.120503652039325
1739209659.845213;-38.13080360867914
1739209659.845218;-35.57807855764607
1739209659.8452232;-38.13080360867914
1739209659.8452284;-38.13080360867914
1739209659.8452337;-35.57807855764607
1739209659.8452387;-45.120503652039325
1739209659.845244;-45.120503652039325
1739209659.8452492;-33.981070128970906
1739209659.8452542;-35.57807855764607
1739209659.8452594;-45.120503652039325
1739209659.8452647;-45.120503652039325
1739209659.8452697;-45.120503652039325
1739209659.845275;-45.120503652039325
1739209659.8452802;-32.816014438256545
1739209659.8452854;-29.438486411369333
1739209659.8452904;-38.13080360867914
1739209659.8452957;-38.13080360867914
1739209659.845301;-38.13080360867914
1739209659.845306;-38.13080360867914
1739209659.8453112;-33.981070128970906
1739209659.8405826;-45.120503652039325
1739209659.8405888;-45.120503652039325
1739209659.8405948;-45.120503652039325
1739209659.840601;-38.13080360867914
1739209659.840607;-31.141103565318915
1739209659.8406131;-33.981070128970906
1739209659.8406193;-38.13080360867914
1739209659.8406253;-38.13080360867914
1739209659.8406315;-38.13080360867914
1739209659.8406374;-35.57807855764607
1739209659.8406436;-38.13080360867914
1739209659.8406496;-38.13080360867914
1739209659.8406558;-38.13080360867914
1739209659.8406618;-33.981070128970906
1739209659.840668;-45.120503652039325
1739209659.840674;-38.13080360867914
1739209659.8406801;-35.57807855764607
1739209659.840686;-45.120503652039325
1739209659.8406923;-45.120503652039325
1739209659.8406982;-45.120503652039325
1739209659.8407044;-33.981070128970906
1739209659.8407104;-38.13080360867914
1739209659.8407166;-45.120503652039325
1739209659.8407226;-45.120503652039325
1739209659.8407288;-45.120503652039325
1739209659.840735;-38.13080360867914
1739209659.840741;-45.120503652039325
1739209659.840747;-45.120503652039325
1739209659.840753;-38.13080360867914
1739209659.8407593;-38.13080360867914
1739209659.8407652;-45.120503652039325
1739209659.8407714;-45.120503652039325
1739209659.8407774;-45.120503652039325
1739209659.8407836;-38.13080360867914
1739209659.8407896;-38.13080360867914
1739209659.8407958;-45.120503652039325
1739209659.8408017;-45.120503652039325
1739209659.840808;-38.13080360867914
1739209659.8408139;-45.120503652039325
1739209659.84082;-38.13080360867914
1739209659.840826;-38.13080360867914
1739209659.8408322;-45.120503652039325
1739209659.8408382;-45.120503652039325
1739209659.8408444;-38.13080360867914
1739209659.8408506;-45.120503652039325
1739209659.8408566;-38.13080360867914
1739209659.8408628;-45.120503652039325
1739209659.8408687;-38.13080360867914
1739209659.840875;-45.120503652039325
1739209659.8408809;-35.57807855764607
1739209659.840887;-32.816014438256545
1739209659.840893;-45.120503652039325
1739209659.8408992;-45.120503652039325
1739209659.8409052;-31.141103565318915
1739209659.8409114;-38.13080360867914
1739209659.8409173;-45.120503652039325
1739209659.8409235;-38.13080360867914
1739209659.8409295;-38.13080360867914
1739209659.8409357;-45.120503652039325
1739209659.8409417;-45.120503652039325
1739209659.8409479;-45.120503652039325
1739209659.8409538;-38.13080360867914
1739209659.84096;-35.57807855764607
1739209659.840966;-45.120503652039325
1739209659.8409722;-45.120503652039325
1739209659.8409784;-38.13080360867914
1739209659.8409843;-29.438486411369333
1739209659.8409905;-45.120503652039325
1739209659.8409965;-38.13080360867914
1739209659.8410027;-38.13080360867914
1739209659.8410087;-38.13080360867914
1739209659.8410149;-45.120503652039325
1739209659.8410208;-45.120503652039325
1739209659.841027;-38.13080360867914
1739209659.841033;-45.120503652039325
1739209659.8410392;-32.816014438256545
1739209659.8410451;-38.13080360867914
1739209659.8410513;-38.13080360867914
1739209659.8410573;-38.13080360867914
1739209659.8410635;-38.13080360867914
1739209659.8410695;-38.13080360867914
1739209659.8410757;-38.13080360867914
1739209659.8410816;-35.57807855764607
1739209659.8410878;-45.120503652039325
1739209659.841094;-35.57807855764607
1739209659.8411;-38.13080360867914
1739209659.8411062;-45.120503652039325
1739209659.8411121;-38.13080360867914
1739209659.8411183;-35.57807855764607
1739209659.8411243;-45.120503652039325
1739209659.8411305;-45.120503652039325
1739209659.8411365;-35.57807855764607
1739209659.8411427;-35.57807855764607
1739209659.8411486;-45.120503652039325
1739209659.8411548;-45.120503652039325
1739209659.8411608;-33.981070128970906
1739209659.841167;-38.13080360867914
1739209659.841173;-38.13080360867914
1739209659.8411791;-38.13080360867914
1739209659.841185;-38.13080360867914
1739209659.8411913;-35.57807855764607
1739209659.8411973;-45.120503652039325
1739209659.8412035;-45.120503652039325
1739209659.8412097;-38.13080360867914
1739209659.8412156;-35.57807855764607
1739209659.8412218;-45.120503652039325
1739209659.8412278;-45.120503652039325
1739209659.841234;-38.13080360867914
1739209659.84124;-38.13080360867914
1739209659.8412461;-45.120503652039325
1739209659.841252;-45.120503652039325
1739209659.8412583;-38.13080360867914
1739209659.8412642;-45.120503652039325
1739209659.8412704;-33.981070128970906
1739209659.8412764;-38.13080360867914
1739209659.8412826;-45.120503652039325
1739209659.8412886;-35.57807855764607
1739209659.8412948;-45.120503652039325
1739209659.8413007;-38.13080360867914
1739209659.841307;-38.13080360867914
1739209659.841313;-38.13080360867914
1739209659.841319;-45.120503652039325
1739209659.841325;-38.13080360867914
1739209659.8413312;-35.57807855764607
1739209659.8413374;-38.13080360867914
1739209659.8413434;-45.120503652039325
1739209659.8413496;-45.120503652039325
1739209659.8413556;-45.120503652039325
1739209659.8413618;-38.13080360867914
1739209659.8413677;-38.13080360867914
1739209659.841374;-45.120503652039325
1739209659.84138;-45.120503652039325
1739209659.841386;-32.816014438256545
1739209659.841392;-45.120503652039325
1739209659.8413982;-38.13080360867914
1739209659.8414042;-45.120503652039325
1739209659.8414104;-38.13080360867914
1739209659.8414164;-38.13080360867914
1739209659.8414226;-33.981070128970906
1739209659.8414285;-35.57807855764607
1739209659.8414347;-45.120503652039325
1739209659.8414407;-38.13080360867914
1739209659.8414469;-38.13080360867914
