CAN Message; 0x62:028f63ef716155c5
Timestamp;Amplitude
1739209622.8308222;-38.13080360867914
1739209622.8308325;-45.120503652039325
1739209622.8308427;-45.120503652039325
1739209622.8308527;-38.13080360867914
1739209622.830863;-38.13080360867914
1739209622.8308733;-45.120503652039325
1739209622.8308835;-38.13080360867914
1739209622.8308938;-32.816014438256545
1739209622.830904;-45.120503652039325
1739209622.8309143;-33.981070128970906
1739209622.8309243;-45.120503652039325
1739209622.8309345;-45.120503652039325
1739209622.8309448;-45.120503652039325
1739209622.830955;-45.120503652039325
1739209622.8309653;-45.120503652039325
1739209622.8309755;-45.120503652039325
1739209622.8309855;-38.13080360867914
1739209622.8309958;-45.120503652039325
1739209622.831006;-35.57807855764607
1739209622.8310163;-32.816014438256545
1739209622.8310266;-45.120503652039325
1739209622.8310368;-38.13080360867914
1739209622.831047;-38.13080360867914
1739209622.831057;-45.120503652039325
1739209622.8310673;-38.13080360867914
1739209622.8310776;-38.13080360867914
1739209622.8310878;-38.13080360867914
1739209622.831098;-38.13080360867914
1739209622.8311083;-38.13080360867914
1739209622.8311186;-45.120503652039325
1739209622.8311286;-35.57807855764607
1739209622.8311388;-33.981070128970906
1739209622.831149;-45.120503652039325
1739209622.8311594;-38.13080360867914
1739209622.8311696;-45.120503652039325
1739209622.8311799;-38.13080360867914
1739209622.8311899;-45.120503652039325
1739209622.8312001;-45.120503652039325
1739209622.8312104;-45.120503652039325
1739209622.8312206;-45.120503652039325
1739209622.8312309;-45.120503652039325
1739209622.8312411;-45.120503652039325
1739209622.8312514;-45.120503652039325
1739209622.8312614;-38.13080360867914
1739209622.8312716;-45.120503652039325
1739209622.831282;-38.13080360867914
1739209622.8312922;-33.981070128970906
1739209622.8313024;-33.981070128970906
1739209622.8313127;-33.981070128970906
1739209622.831323;-38.13080360867914
1739209622.831333;-33.981070128970906
1739209622.8313432;-45.120503652039325
1739209622.8313534;-38.13080360867914
1739209622.8313637;-38.13080360867914
1739209622.831374;-38.13080360867914
1739209622.8313842;-38.13080360867914
1739209622.8313942;-38.13080360867914
1739209622.8314044;-45.120503652039325
1739209622.8314147;-32.816014438256545
1739209622.831425;-35.57807855764607
1739209622.8314352;-45.120503652039325
1739209622.8314455;-45.120503652039325
1739209622.8314557;-38.13080360867914
1739209622.8314657;-33.981070128970906
1739209622.831476;-33.981070128970906
1739209622.8314862;-45.120503652039325
1739209622.8314965;-38.13080360867914
1739209622.8315067;-38.13080360867914
1739209622.831517;-38.13080360867914
1739209622.8315272;-45.120503652039325
1739209622.8315372;-38.13080360867914
1739209622.8315475;-35.57807855764607
1739209622.8315578;-45.120503652039325
1739209622.831568;-45.120503652039325
1739209622.8315783;-32.816014438256545
1739209622.8315885;-35.57807855764607
1739209622.8315985;-38.13080360867914
1739209622.8316088;-38.13080360867914
1739209622.831619;-45.120503652039325
1739209622.8316293;-45.120503652039325
1739209622.8316395;-45.120503652039325
1739209622.8316498;-45.120503652039325
1739209622.83166;-38.13080360867914
1739209622.83167;-38.13080360867914
1739209622.8316803;-45.120503652039325
1739209622.8316905;-45.120503652039325
1739209622.8317008;-38.13080360867914
1739209622.831711;-38.13080360867914
1739209622.8317213;-38.13080360867914
1739209622.8317316;-38.13080360867914
1739209622.8317416;-45.120503652039325
1739209622.8317518;-38.13080360867914
1739209622.831762;-38.13080360867914
1739209622.8317723;-45.120503652039325
1739209622.8317826;-35.57807855764607
1739209622.8317928;-35.57807855764607
1739209622.831803;-33.981070128970906
1739209622.831813;-45.120503652039325
1739209622.8318233;-38.13080360867914
1739209622.8318336;-45.120503652039325
1739209622.8318439;-45.120503652039325
1739209622.831854;-38.13080360867914
1739209622.8318644;-28.992665084841942
1739209622.8318744;-33.981070128970906
1739209622.8318846;-31.14110356531892
1739209622.8318949;-38.13080360867914
1739209622.8319051;-38.13080360867914
1739209622.8319154;-38.13080360867914
1739209622.8319256;-38.13080360867914
1739209622.831936;-38.13080360867914
1739209622.831946;-38.13080360867914
1739209622.8319561;-35.57807855764607
1739209622.8319664;-28.992665084841942
1739209622.8319767;-45.120503652039325
1739209622.831987;-45.120503652039325
1739209622.8319972;-35.57807855764607
1739209622.8320074;-38.13080360867914
1739209622.8320174;-45.120503652039325
1739209622.8320277;-38.13080360867914
1739209622.832038;-38.13080360867914
1739209622.8320482;-33.981070128970956
1739209622.8320584;-45.120503652039325
1739209622.8320687;-38.13080360867914
1739209622.8320787;-38.13080360867914
1739209622.832089;-45.120503652039325
1739209622.8320992;-45.120503652039325
1739209622.8321095;-35.57807855764607
1739209622.8321197;-35.57807855764607
1739209622.83213;-38.13080360867914
1739209622.8321402;-45.120503652039325
1739209622.8321502;-35.57807855764607
1739209622.8321605;-35.57807855764607
1739209622.8321707;-38.13080360867914
1739209622.832181;-45.120503652039325
1739209622.8321912;-38.13080360867914
1739209622.8322015;-45.120503652039325
1739209622.8322117;-38.13080360867914
1739209622.8322217;-38.13080360867914
1739209622.832232;-38.13080360867914
1739209622.8322423;-38.13080360867914
1739209622.8322525;-35.57807855764607
1739209622.8322628;-45.120503652039325
1739209622.832273;-45.120503652039325
1739209622.832283;-45.120503652039325
1739209622.8322933;-38.13080360867914
1739209622.8323035;-45.120503652039325
1739209622.8323138;-45.120503652039325
1739209622.832324;-45.120503652039325
1739209622.8323343;-45.120503652039325
1739209622.8323445;-45.120503652039325
1739209622.8323545;-38.13080360867914
1739209622.8323648;-45.120503652039325
1739209622.832375;-29.438486411369333
1739209622.8323853;-33.981070128970906
1739209622.8323956;-38.13080360867914
1739209622.8324058;-45.120503652039325
1739209622.832416;-35.57807855764607
1739209622.832426;-38.13080360867914
1739209622.8324363;-38.13080360867914
1739209622.8324466;-35.57807855764607
1739209622.8324568;-45.120503652039325
1739209622.832467;-45.120503652039325
1739209622.8324773;-38.13080360867914
1739209622.8324873;-38.13080360867914
1739209622.8324976;-45.120503652039325
1739209622.8325078;-45.120503652039325
1739209622.832518;-38.13080360867914
1739209622.8325284;-45.120503652039325
1739209622.8325386;-33.981070128970906
1739209622.8325489;-35.57807855764607
1739209622.8325589;-45.120503652039325
1739209622.8325691;-38.13080360867914
1739209622.8325794;-45.120503652039325
1739209622.8325896;-45.120503652039325
1739209622.8325999;-45.120503652039325
1739209622.8326101;-38.13080360867914
1739209622.8326204;-45.120503652039325
1739209622.8326304;-45.120503652039325
1739209622.8326406;-38.13080360867914
1739209622.832651;-38.13080360867914
1739209622.8326612;-35.57807855764607
1739209622.8326714;-35.57807855764607
1739209622.8326817;-45.120503652039325
1739209622.832692;-45.120503652039325
1739209622.832702;-38.13080360867914
1739209622.8327122;-38.13080360867914
1739209622.8327224;-38.13080360867914
1739209622.8327327;-45.120503652039325
1739209622.832743;-45.120503652039325
1739209622.8327532;-38.13080360867914
1739209622.8327632;-38.13080360867914
1739209622.8327734;-45.120503652039325
1739209622.8327837;-32.816014438256545
1739209622.832794;-32.816014438256545
1739209622.8328042;-45.120503652039325
1739209622.8328145;-35.57807855764607
1739209622.8328247;-35.57807855764607
1739209622.8328347;-38.13080360867914
1739209622.832845;-45.120503652039325
1739209622.8328552;-45.120503652039325
1739209622.8328655;-45.120503652039325
1739209622.8328757;-38.13080360867914
1739209622.832886;-38.13080360867914
1739209622.8328962;-45.120503652039325
1739209622.8329062;-45.120503652039325
1739209622.8329165;-33.981070128970906
1739209622.8329268;-38.13080360867914
1739209622.832937;-38.13080360867914
1739209622.8329473;-38.13080360867914
1739209622.8329575;-33.981070128970906
1739209622.8329675;-45.120503652039325
1739209622.8329778;-45.120503652039325
1739209622.832988;-38.13080360867914
1739209622.8329983;-38.13080360867914
1739209622.8330085;-45.120503652039325
1739209622.8330188;-38.13080360867914
1739209622.833029;-35.57807855764607
1739209622.833039;-38.13080360867914
1739209622.8330493;-45.120503652039325
1739209622.8330595;-45.120503652039325
1739209622.8330698;-38.13080360867914
1739209622.83308;-35.57807855764607
1739209622.8330903;-38.13080360867914
1739209622.8331006;-45.120503652039325
1739209622.8331106;-45.120503652039325
1739209622.8331208;-38.13080360867914
1739209622.833131;-33.981070128970906
1739209622.8331413;-38.13080360867914
1739209622.8331516;-38.13080360867914
1739209622.8331618;-45.120503652039325
1739209622.8331718;-45.120503652039325
1739209622.833182;-38.13080360867914
1739209622.8331923;-45.120503652039325
1739209622.8332026;-38.13080360867914
1739209622.8332129;-38.13080360867914
1739209622.833223;-38.13080360867914
1739209622.8332334;-45.120503652039325
1739209622.8332434;-38.13080360867914
1739209622.8332536;-38.13080360867914
1739209622.8332639;-38.13080360867914
1739209622.8332741;-38.13080360867914
1739209622.8332844;-31.141103565318915
1739209622.8332946;-38.13080360867914
1739209622.833305;-38.13080360867914
1739209622.833315;-45.120503652039325
1739209622.8333251;-38.13080360867914
1739209622.8333354;-38.13080360867914
1739209622.8333457;-45.120503652039325
1739209622.833356;-38.13080360867914
1739209622.8333662;-35.57807855764607
1739209622.8333762;-38.13080360867914
1739209622.8333864;-45.120503652039325
1739209622.8333967;-38.13080360867914
1739209622.833407;-38.13080360867914
