CAN Message; 0x98:0000170cb77b8a0e
1739209913.8941963;-31.141103565318915
1739209913.8942008;-35.57807855764607
1739209913.8942056;-45.120503652039325
1739209913.89421;-45.120503652039325
1739209913.8942146;-35.57807855764607
1739209913.8942192;-35.57807855764607
1739209913.894224;-38.13080360867914
1739209913.8942285;-45.120503652039325
1739209913.894233;-30.49652367304973
1739209913.8942375;-45.120503652039325
1739209913.8942423;-45.120503652039325
1739209913.8942468;-45.120503652039325
1739209913.8942513;-45.120503652039325
1739209913.8942559;-38.13080360867914
1739209913.8942604;-38.13080360867914
1739209913.8942652;-45.120503652039325
1739209913.8942697;-28.58837851428586
1739209913.8942742;-38.13080360867914
1739209913.8942788;-45.120503652039325
1739209913.8942835;-45.120503652039325
1739209913.894288;-33.981070128970906
1739209913.8942926;-38.13080360867914
1739209913.8942971;-45.120503652039325
1739209913.894302;-45.120503652039325
1739209913.8943064;-38.13080360867914
1739209913.894311;-38.13080360867914
1739209913.8943155;-45.120503652039325
1739209913.89432;-45.120503652039325
1739209913.8943248;-38.13080360867914
1739209913.8943293;-35.57807855764607
1739209913.8943338;-38.13080360867914
1739209913.8943384;-45.120503652039325
1739209913.8943431;-38.13080360867914
1739209913.8943477;-45.120503652039325
1739209913.8943522;-45.120503652039325
1739209913.8943567;-45.120503652039325
1739209913.8943613;-45.120503652039325
1739209913.894366;-38.13080360867914
1739209913.8943706;-38.13080360867914
1739209913.894375;-45.120503652039325
1739209913.8943796;-38.13080360867914
1739209913.8943844;-45.120503652039325
1739209913.894389;-45.120503652039325
1739209913.8943934;-33.981070128970906
1739209913.894398;-33.981070128970906
1739209913.8944027;-35.57807855764607
1739209913.8944073;-45.120503652039325
1739209913.8944118;-45.120503652039325
1739209913.8944163;-45.120503652039325
1739209913.8944209;-38.13080360867914
1739209913.8944256;-38.13080360867914
1739209913.8944302;-45.120503652039325
1739209913.8944347;-45.120503652039325
1739209913.8944392;-38.13080360867914
1739209913.894444;-38.13080360867914
1739209913.8944485;-45.120503652039325
1739209913.894453;-28.992665084841942
1739209913.8944576;-31.141103565318915
1739209913.894462;-45.120503652039325
1739209913.8944669;-45.120503652039325
1739209913.8944714;-33.981070128970906
1739209913.894476;-35.57807855764607
1739209913.8944805;-38.13080360867914
1739209913.8944852;-38.13080360867914
1739209913.8944898;-38.13080360867914
1739209913.8944943;-45.120503652039325
1739209913.8944988;-33.981070128970906
1739209913.8945036;-45.120503652039325
1739209913.8945081;-45.120503652039325
1739209913.8945127;-33.981070128970906
1739209913.8945172;-33.981070128970906
1739209913.8945217;-45.120503652039325
1739209913.8945265;-27.267205301931607
1739209913.894531;-27.8777449560314
1739209913.8945355;-38.13080360867914
1739209913.89454;-35.57807855764607
1739209913.8945448;-38.13080360867914
1739209913.8945494;-35.57807855764607
1739209913.894554;-38.13080360867914
1739209913.8945584;-45.120503652039325
1739209913.894563;-45.120503652039325
1739209913.8945677;-45.120503652039325
1739209913.8945723;-38.13080360867914
1739209913.8945768;-45.120503652039325
1739209913.8945813;-45.120503652039325
1739209913.894586;-38.13080360867914
1739209913.8945906;-38.13080360867914
1739209913.8945951;-38.13080360867914
1739209913.8945997;-32.816014438256545
1739209913.8946044;-32.816014438256545
1739209913.894609;-45.120503652039325
1739209913.8946135;-45.120503652039325
1739209913.894618;-45.120503652039325
1739209913.8946226;-45.120503652039325
1739209913.8946273;-38.13080360867914
1739209913.8946319;-45.120503652039325
1739209913.8946364;-45.120503652039325
1739209913.894641;-45.120503652039325
1739209913.8946457;-45.120503652039325
1739209913.8946502;-45.120503652039325
1739209913.8946548;-38.13080360867914
1739209913.8946593;-35.57807855764607
1739209913.8946638;-45.120503652039325
1739209913.8946686;-45.120503652039325
1739209913.894673;-38.13080360867914
1739209913.8946776;-35.57807855764607
1739209913.8946822;-33.981070128970906
1739209913.894687;-38.13080360867914
1739209913.8946915;-45.120503652039325
1739209913.894696;-38.13080360867914
1739209913.8947005;-38.13080360867914
1739209913.8947053;-45.120503652039325
1739209913.8947098;-38.13080360867914
1739209913.8947144;-31.141103565318893
1739209913.894719;-38.13080360867914
1739209913.8947234;-45.120503652039325
1739209913.8947282;-45.120503652039325
1739209913.8947327;-33.981070128970906
1739209913.8947372;-45.120503652039325
1739209913.8947418;-35.57807855764607
1739209913.8947465;-45.120503652039325
1739209913.894751;-45.120503652039325
1739209913.8947556;-33.981070128970906
1739209913.8947601;-45.120503652039325
1739209913.8947647;-45.120503652039325
1739209913.8947694;-38.13080360867914
1739209913.894774;-38.13080360867914
1739209913.8947785;-45.120503652039325
1739209913.894783;-45.120503652039325
1739209913.8947878;-45.120503652039325
1739209913.8947923;-45.120503652039325
1739209913.8947968;-45.120503652039325
1739209913.8948014;-45.120503652039325
1739209913.8948061;-45.120503652039325
1739209913.8948107;-38.13080360867914
1739209913.8948152;-38.13080360867914
1739209913.8948197;-38.13080360867914
1739209913.8948243;-45.120503652039325
1739209913.894829;-33.981070128970906
1739209913.8948336;-38.13080360867914
1739209913.894838;-45.120503652039325
1739209913.8948426;-45.120503652039325
1739209913.8948474;-38.13080360867914
1739209913.894852;-38.13080360867914
1739209913.8948565;-45.120503652039325
1739209913.894861;-38.13080360867914
1739209913.8948655;-38.13080360867914
1739209913.8948703;-45.120503652039325
1739209913.8948748;-45.120503652039325
1739209913.8948793;-45.120503652039325
1739209913.8948839;-38.13080360867914
1739209913.8948886;-35.57807855764607
1739209913.8948932;-33.981070128970906
1739209913.8948977;-38.13080360867914
1739209913.8949022;-38.13080360867914
1739209913.894907;-32.816014438256545
1739209913.8949115;-38.13080360867914
1739209913.894916;-35.57807855764607
1739209913.8949206;-38.13080360867914
1739209913.894925;-32.816014438256545
1739209913.89493;-35.57807855764607
1739209913.8949344;-45.120503652039325
1739209913.894939;-33.981070128970906
1739209913.8949435;-45.120503652039325
1739209913.8949482;-45.120503652039325
1739209913.8949528;-45.120503652039325
1739209913.8949573;-38.13080360867914
1739209913.8949618;-35.57807855764607
1739209913.8949664;-38.13080360867914
1739209913.8949711;-38.13080360867914
1739209913.8949757;-33.981070128970906
1739209913.8949802;-38.13080360867914
1739209913.8949847;-45.120503652039325
1739209913.8949895;-38.13080360867914
1739209913.894994;-33.981070128970906
1739209913.8949986;-45.120503652039325
1739209913.895003;-33.981070128970906
1739209913.8950078;-45.120503652039325
1739209913.8950124;-38.13080360867914
1739209913.895017;-45.120503652039325
1739209913.8950214;-45.120503652039325
1739209913.895026;-45.120503652039325
1739209913.8950307;-38.13080360867914
1739209913.8950353;-45.120503652039325
1739209913.8950398;-45.120503652039325
1739209913.8950443;-45.120503652039325
1739209913.895049;-33.981070128970906
1739209913.8950536;-35.57807855764607
1739209913.8950582;-38.13080360867914
1739209913.8950627;-38.13080360867914
1739209913.8950675;-38.13080360867914
1739209913.895072;-38.13080360867914
1739209913.8950765;-38.13080360867914
1739209913.895081;-38.13080360867914
1739209913.8950856;-45.120503652039325
1739209913.8950903;-38.13080360867914
1739209913.8950949;-45.120503652039325
1739209913.8950994;-45.120503652039325
1739209913.895104;-33.981070128970906
1739209913.8951087;-38.13080360867914
1739209913.8951132;-45.120503652039325
1739209913.8951178;-45.120503652039325
1739209913.8951223;-38.13080360867914
1739209913.8951268;-38.13080360867914
1739209913.8951316;-38.13080360867914
1739209913.895136;-45.120503652039325
1739209913.8951406;-38.13080360867914
1739209913.8951452;-38.13080360867914
1739209913.89515;-45.120503652039325
1739209913.8951545;-45.120503652039325
1739209913.895159;-31.141103565318915
1739209913.8951635;-38.13080360867914
1739209913.8951683;-45.120503652039325
1739209913.8951728;-45.120503652039325
1739209913.8951774;-45.120503652039325
1739209913.895182;-45.120503652039325
1739209913.8951864;-45.120503652039325
1739209913.8951912;-45.120503652039325
1739209913.8951957;-35.57807855764607
1739209913.8952003;-38.13080360867914
1739209913.8952048;-45.120503652039325
1739209913.8952096;-45.120503652039325
1739209913.895214;-45.120503652039325
1739209913.8952186;-38.13080360867914
1739209913.8952231;-38.13080360867914
1739209913.8952277;-38.13080360867914
1739209913.8952324;-27.267205301931607
1739209913.895237;-30.49652367304973
1739209913.8952415;-38.13080360867914
1739209913.895246;-45.120503652039325
1739209913.8952508;-33.981070128970906
1739209913.8952553;-38.13080360867914
1739209913.8952599;-45.120503652039325
1739209913.8952644;-45.120503652039325
1739209913.8952692;-38.13080360867914
1739209913.8952737;-45.120503652039325
1739209913.8952782;-45.120503652039325
1739209913.8952827;-45.120503652039325
1739209913.8952873;-38.13080360867914
1739209913.895292;-38.13080360867914
1739209913.8952966;-38.13080360867914
1739209913.895301;-45.120503652039325
1739209913.8953056;-33.981070128970906
1739209913.8953104;-33.981070128970906
1739209913.895315;-45.120503652039325
1739209913.8953195;-45.120503652039325
1739209913.895324;-33.981070128970906
1739209913.8953285;-45.120503652039325
1739209913.8953333;-45.120503652039325
1739209913.8953378;-38.13080360867914
1739209913.8953424;-45.120503652039325
1739209913.8953469;-45.120503652039325
1739209913.8953516;-38.13080360867914
1739209913.8953562;-45.120503652039325
1739209913.8953607;-38.13080360867914
1739209913.8953652;-45.120503652039325
1739209913.89537;-38.13080360867914
1739209913.8953745;-38.13080360867914
1739209913.895379;-45.120503652039325
1739209913.8953836;-45.120503652039325
1739209913.8953881;-38.13080360867914
1739209913.895393;-45.120503652039325
1739209913.8953974;-45.120503652039325
1739209913.895402;-45.120503652039325
1739209913.8954065;-45.120503652039325
1739209913.8954113;-45.120503652039325
1739209913.8954158;-35.57807855764607
1739209913.8954203;-33.981070128970906
1739209913.8954248;-45.120503652039325
1739209913.8954294;-45.120503652039325
1739209913.8954341;-35.57807855764607
1739209913.8954387;-35.57807855764607
1739209913.8954432;-38.13080360867914
1739209913.8954477;-38.13080360867914
1739209913.8954525;-45.120503652039325
1739209913.895457;-38.13080360867914
1739209913.8954616;-45.120503652039325
1739209913.895466;-45.120503652039325
1739209913.8954709;-45.120503652039325
1739209913.8954754;-45.120503652039325
1739209913.89548;-38.13080360867914
1739209913.8954844;-45.120503652039325
1739209913.895489;-38.13080360867914
1739209913.8954937;-29.438486411369333
1739209913.8954983;-45.120503652039325
1739209913.8955028;-45.120503652039325
1739209913.8955073;-35.57807855764607
1739209913.895512;-33.981070128970906
1739209913.8955166;-45.120503652039325
1739209913.8955212;-35.57807855764607
1739209913.8955257;-38.13080360867914
1739209913.8955302;-38.13080360867914
1739209913.895535;-45.120503652039325
1739209913.8955395;-45.120503652039325
1739209913.895544;-45.120503652039325
1739209913.8955486;-45.120503652039325
1739209913.8955534;-38.13080360867914
1739209913.8955579;-45.120503652039325
1739209913.8955624;-45.120503652039325
1739209913.895567;-45.120503652039325
1739209913.8955717;-38.13080360867914
1739209913.8955762;-38.13080360867914
1739209913.8955808;-38.13080360867914
1739209913.8955853;-45.120503652039325
1739209913.8955898;-38.13080360867914
1739209913.8955946;-35.57807855764607
1739209913.8955991;-38.13080360867914
1739209913.8956037;-45.120503652039325
1739209913.8956082;-38.13080360867914
1739209913.895613;-38.13080360867914
1739209913.8956175;-38.13080360867914
1739209913.895622;-45.120503652039325
1739209913.8956265;-38.13080360867914
1739209913.895631;-38.13080360867914
1739209913.8956358;-38.13080360867914
1739209913.8956404;-45.120503652039325
1739209913.895645;-45.120503652039325
1739209913.8956494;-38.13080360867914
1739209913.8956542;-33.981070128970906
1739209913.8956587;-45.120503652039325
1739209913.8956633;-35.57807855764607
1739209913.8956678;-38.13080360867914
1739209913.8956726;-38.13080360867914
1739209913.895677;-38.13080360867914
1739209913.8956816;-33.981070128970906
1739209913.8956861;-32.816014438256545
1739209913.8956907;-38.13080360867914
1739209913.8956954;-35.57807855764607
1739209913.8957;-33.981070128970906
1739209913.8957045;-38.13080360867914
1739209913.895709;-38.13080360867914
1739209913.8957138;-45.120503652039325
1739209913.8957183;-45.120503652039325
1739209913.8957229;-32.816014438256545
1739209913.8957274;-38.13080360867914
1739209913.895732;-45.120503652039325
1739209913.8957367;-38.13080360867914
1739209913.8957412;-38.13080360867914
1739209913.8957458;-38.13080360867914
1739209913.8957503;-35.57807855764607
1739209913.895755;-38.13080360867914
1739209913.8957596;-38.13080360867914
1739209913.895764;-38.13080360867914
1739209913.8957686;-35.57807855764607
1739209913.8957734;-31.141103565318915
1739209913.895778;-45.120503652039325
1739209913.8957825;-38.13080360867914
1739209913.895787;-45.120503652039325
1739209913.8957915;-38.13080360867914
1739209913.8957963;-38.13080360867914
1739209913.8958008;-45.120503652039325
1739209913.8958054;-45.120503652039325
1739209913.89581;-38.13080360867914
1739209913.8958147;-45.120503652039325
1739209913.8958192;-38.13080360867914
1739209913.8958237;-33.981070128970906
1739209913.8958282;-35.57807855764607
1739209913.895833;-45.120503652039325
1739209913.8958375;-38.13080360867914
1739209913.895842;-38.13080360867914
1739209913.8958466;-33.981070128970906
1739209913.8958511;-45.120503652039325
1739209913.895856;-38.13080360867914
1739209913.8958604;-35.57807855764607
1739209913.895865;-45.120503652039325
1739209913.8958695;-45.120503652039325
1739209913.8958743;-45.120503652039325
1739209913.8958788;-45.120503652039325
1739209913.8958833;-38.13080360867914
1739209913.8958879;-35.57807855764607
1739209913.8958924;-38.13080360867914
1739209913.8958972;-33.981070128970906
1739209913.8959017;-33.981070128970906
1739209913.8959062;-38.13080360867914
1739209913.8959107;-38.13080360867914
1739209913.8959155;-38.13080360867914
1739209913.89592;-33.981070128970906
1739209913.8959246;-45.120503652039325
1739209913.895929;-38.13080360867914
1739209913.8959339;-38.13080360867914
1739209913.8959384;-45.120503652039325
1739209913.895943;-38.13080360867914
1739209913.8959475;-35.57807855764607
1739209913.895952;-45.120503652039325
1739209913.8959568;-45.120503652039325
1739209913.8959613;-45.120503652039325
1739209913.8959658;-45.120503652039325
1739209913.8959703;-38.13080360867914
1739209913.895975;-33.981070128970906
1739209913.8959796;-45.120503652039325
1739209913.8959842;-38.13080360867914
1739209913.8959887;-35.57807855764607
1739209913.8959932;-35.57807855764607
1739209913.895998;-38.13080360867914
1739209913.8960025;-45.120503652039325
1739209913.896007;-38.13080360867914
1739209913.8960116;-38.13080360867914
1739209913.8960164;-45.120503652039325
1739209913.896021;-45.120503652039325
1739209913.8960254;-35.57807855764607
1739209913.89603;-38.13080360867914
1739209913.8960347;-45.120503652039325
1739209913.8960392;-38.13080360867914
1739209913.8960438;-38.13080360867914
1739209913.8960483;-38.13080360867914
1739209913.8960528;-45.120503652039325
1739209913.8960576;-45.120503652039325
1739209913.8960621;-38.13080360867914
1739209913.8960667;-35.57807855764607
1739209913.8960712;-38.13080360867914
1739209913.896076;-33.981070128970906
1739209913.8960805;-32.816014438256545
1739209913.896085;-45.120503652039325
1739209913.8960896;-45.120503652039325
1739209913.896094;-38.13080360867914
1739209913.8960989;-38.13080360867914
1739209913.8961034;-38.13080360867914
1739209913.896108;-45.120503652039325
1739209913.8961124;-45.120503652039325
1739209913.8961172;-45.120503652039325
1739209913.8961217;-45.120503652039325
1739209913.8961263;-45.120503652039325
1739209913.8961308;-38.13080360867914
1739209913.8961356;-38.13080360867914
1739209913.89614;-38.13080360867914
1739209913.8961446;-45.120503652039325
1739209913.8961492;-45.120503652039325
1739209913.8961537;-45.120503652039325
1739209913.8961585;-35.57807855764607
1739209913.896163;-32.816014438256545
1739209913.8961675;-45.120503652039325
1739209913.896172;-33.981070128970906
1739209913.8961768;-31.141103565318915
1739209913.8961813;-38.13080360867914
1739209913.8961859;-45.120503652039325
1739209913.8961904;-38.13080360867914
1739209913.896195;-45.120503652039325
1739209913.8961997;-45.120503652039325
1739209913.8962042;-45.120503652039325
1739209913.8962088;-38.13080360867914
1739209913.8962133;-45.120503652039325
1739209913.896218;-45.120503652039325
1739209913.8962226;-38.13080360867914
1739209913.8962271;-45.120503652039325
1739209913.8962317;-38.13080360867914
1739209913.8962364;-32.816014438256545
1739209913.896241;-45.120503652039325
1739209913.8962455;-35.57807855764607
1739209913.89625;-35.57807855764607
1739209913.8962545;-35.57807855764607
1739209913.8962593;-45.120503652039325
1739209913.8962638;-45.120503652039325
1739209913.8962684;-45.120503652039325
1739209913.896273;-45.120503652039325
1739209913.8962777;-38.13080360867914
1739209913.8962822;-33.981070128970906
1739209913.8962867;-38.13080360867914
1739209913.8962913;-45.120503652039325
1739209913.8962958;-33.981070128970906
1739209913.8963006;-38.13080360867914
1739209913.896305;-45.120503652039325
1739209913.8963096;-31.141103565318893
1739209913.8963141;-38.13080360867914
1739209913.896319;-45.120503652039325
1739209913.8963234;-45.120503652039325
1739209913.896328;-35.57807855764607
1739209913.8963325;-45.120503652039325
1739209913.8963373;-38.13080360867914
1739209913.8963418;-38.13080360867914
1739209913.8963463;-45.120503652039325
1739209913.8963509;-38.13080360867914
1739209913.8963554;-45.120503652039325
1739209913.8963602;-45.120503652039325
1739209913.8963647;-45.120503652039325
1739209913.8963692;-45.120503652039325
1739209913.8963737;-38.13080360867914
1739209913.8963785;-38.13080360867914
1739209913.896383;-45.120503652039325
1739209913.8963876;-45.120503652039325
1739209913.896392;-45.120503652039325
1739209913.8963966;-35.57807855764607
1739209913.8964014;-35.57807855764607
1739209913.896406;-38.13080360867914
1739209913.8964105;-45.120503652039325
1739209913.896415;-38.13080360867914
1739209913.8964198;-30.49652367304973
1739209913.8964243;-38.13080360867914
1739209913.8964288;-38.13080360867914
1739209913.8964334;-35.57807855764607
1739209913.8964381;-38.13080360867914
1739209913.8964427;-38.13080360867914
1739209913.8964472;-45.120503652039325
1739209913.8964517;-45.120503652039325
1739209913.8964562;-45.120503652039325
1739209913.896461;-45.120503652039325
1739209913.8964655;-38.13080360867914
1739209913.89647;-38.13080360867914
1739209913.8964746;-45.120503652039325
1739209913.8964794;-45.120503652039325
1739209913.896484;-45.120503652039325
1739209913.8964884;-45.120503652039325
1739209913.896493;-27.8777449560314
1739209913.8964975;-33.981070128970906
1739209913.8965023;-45.120503652039325
1739209913.8965068;-45.120503652039325
1739209913.8965113;-35.57807855764607
1739209913.8965158;-38.13080360867914
1739209913.8965206;-45.120503652039325
1739209913.8965251;-38.13080360867914
1739209913.8965297;-45.120503652039325
1739209913.8965342;-45.120503652039325
1739209913.896539;-32.816014438256545
1739209913.8965435;-38.13080360867914
1739209913.896548;-45.120503652039325
1739209913.8965526;-38.13080360867914
1739209913.896557;-38.13080360867914
1739209913.8965619;-38.13080360867914
1739209913.8965664;-32.816014438256545
1739209913.896571;-38.13080360867914
1739209913.8965755;-45.120503652039325
1739209913.8965802;-38.13080360867914
1739209913.8965847;-35.57807855764607
1739209913.8965893;-38.13080360867914
1739209913.8965938;-45.120503652039325
1739209913.8965983;-45.120503652039325
1739209913.896603;-38.13080360867914
1739209913.8966076;-38.13080360867914
1739209913.8966122;-33.981070128970906
1739209913.8966167;-38.13080360867914
1739209913.8966215;-35.57807855764607
1739209913.896626;-38.13080360867914
1739209913.8966305;-45.120503652039325
1739209913.896635;-45.120503652039325
1739209913.8966398;-45.120503652039325
1739209913.8966444;-45.120503652039325
1739209913.896649;-45.120503652039325
1739209913.8966534;-45.120503652039325
1739209913.896658;-45.120503652039325
1739209913.8966627;-45.120503652039325
1739209913.8966672;-45.120503652039325
1739209913.8966718;-38.13080360867914
1739209913.8966763;-30.49652367304973
1739209913.896681;-27.267205301931607
1739209913.8966856;-45.120503652039325
1739209913.8966901;-33.981070128970906
1739209913.8966947;-32.816014438256545
1739209913.8966994;-38.13080360867914
1739209913.896704;-45.120503652039325
1739209913.8967085;-38.13080360867914
1739209913.896713;-38.13080360867914
1739209913.8967175;-38.13080360867914
1739209913.8967223;-45.120503652039325
1739209913.8967268;-38.13080360867914
1739209913.8967314;-33.981070128970906
1739209913.896736;-38.13080360867914
1739209913.8967407;-45.120503652039325
1739209913.8967452;-45.120503652039325
1739209913.8967497;-38.13080360867914
1739209913.8967543;-31.141103565318915
1739209913.8967588;-45.120503652039325
1739209913.8967636;-45.120503652039325
1739209913.896768;-38.13080360867914
1739209913.8967726;-32.816014438256545
1739209913.8967772;-38.13080360867914
1739209913.896782;-45.120503652039325
1739209913.8967865;-38.13080360867914
1739209913.896791;-33.981070128970906
1739209913.8967955;-45.120503652039325
1739209913.8968003;-38.13080360867914
1739209913.8968048;-38.13080360867914
1739209913.8968093;-38.13080360867914
1739209913.8968139;-45.120503652039325
1739209913.8968184;-45.120503652039325
1739209913.8968232;-32.816014438256545
1739209913.8968277;-38.13080360867914
1739209913.8968322;-45.120503652039325
1739209913.8968368;-35.57807855764607
1739209913.8968415;-35.57807855764607
1739209913.896846;-38.13080360867914
1739209913.8968506;-38.13080360867914
1739209913.896855;-38.13080360867914
1739209913.8968596;-38.13080360867914
1739209913.8968644;-38.13080360867914
1739209913.896869;-45.120503652039325
1739209913.8968735;-38.13080360867914
1739209913.896878;-38.13080360867914
1739209913.8968828;-33.981070128970906
1739209913.8968873;-45.120503652039325
1739209913.8968918;-45.120503652039325
1739209913.8968964;-38.13080360867914
1739209913.8969011;-38.13080360867914
1739209913.8969057;-45.120503652039325
1739209913.8969102;-45.120503652039325
1739209913.8969147;-35.57807855764607
1739209913.8969193;-45.120503652039325
1739209913.896924;-45.120503652039325
1739209913.8969285;-38.13080360867914
1739209913.896933;-45.120503652039325
1739209913.8969376;-38.13080360867914
1739209913.8969424;-38.13080360867914
1739209913.896947;-33.981070128970906
1739209913.8969514;-35.57807855764607
1739209913.896956;-33.981070128970906
1739209913.8969605;-33.981070128970906
1739209913.8969653;-45.120503652039325
1739209913.8969698;-45.120503652039325
1739209913.8969743;-38.13080360867914
1739209913.8969789;-45.120503652039325
1739209913.8969836;-38.13080360867914
1739209913.8969882;-38.13080360867914
1739209913.8969927;-45.120503652039325
1739209913.8969972;-45.120503652039325
1739209913.897002;-33.981070128970906
1739209913.8970065;-35.57807855764607
1739209913.897011;-38.13080360867914
1739209913.8970156;-45.120503652039325
1739209913.89702;-45.120503652039325
1739209913.8970249;-38.13080360867914
1739209913.8970294;-45.120503652039325
1739209913.897034;-35.57807855764607
1739209913.8970385;-33.981070128970906
1739209913.8970432;-35.57807855764607
1739209913.8970478;-35.57807855764607
1739209913.8970523;-45.120503652039325
1739209913.8970568;-45.120503652039325
1739209913.8970613;-38.13080360867914
1739209913.897066;-45.120503652039325
1739209913.8970706;-45.120503652039325
1739209913.8970752;-38.13080360867914
1739209913.8970797;-45.120503652039325
