CAN Message; 0x1d3:000046123bce8aed
1739209880.8261113;-45.120503652039325
1739209880.8261242;-45.120503652039325
1739209880.8261368;-45.120503652039325
1739209880.8261495;-38.13080360867914
1739209880.826162;-38.13080360867914
1739209880.8261747;-38.13080360867914
1739209880.8261876;-35.57807855764607
1739209880.8262002;-33.981070128970906
1739209880.826213;-38.13080360867914
1739209880.8262255;-38.13080360867914
1739209880.8262384;-32.816014438256545
1739209880.826251;-33.981070128970906
1739209880.8262637;-32.816014438256545
1739209880.8262763;-33.981070128970906
1739209880.826289;-35.57807855764607
1739209880.8263018;-38.13080360867914
1739209880.8263144;-45.120503652039325
1739209880.826327;-45.120503652039325
1739209880.8263397;-38.13080360867914
1739209880.8263524;-35.57807855764607
1739209880.8263652;-35.57807855764607
1739209880.8263779;-45.120503652039325
1739209880.8263905;-32.816014438256545
1739209880.8264031;-38.13080360867914
1739209880.826416;-45.120503652039325
1739209880.8264287;-38.13080360867914
1739209880.8264413;-35.57807855764607
1739209880.826454;-38.13080360867914
1739209880.8264666;-29.438486411369333
1739209880.8264794;-35.57807855764607
1739209880.826492;-38.13080360867914
1739209880.8265047;-45.120503652039325
1739209880.8265173;-35.57807855764607
1739209880.82653;-38.13080360867914
1739209880.8265429;-45.120503652039325
1739209880.8265555;-38.13080360867914
1739209880.8265681;-38.13080360867914
1739209880.8265808;-45.120503652039325
1739209880.8265936;-38.13080360867914
1739209880.8266063;-38.13080360867914
1739209880.826619;-38.13080360867914
1739209880.8266315;-45.120503652039325
1739209880.8266442;-38.13080360867914
1739209880.826657;-38.13080360867914
1739209880.8266697;-32.816014438256545
1739209880.8266823;-33.981070128970906
1739209880.826695;-45.120503652039325
1739209880.8267076;-38.13080360867914
1739209880.8267205;-35.57807855764607
1739209880.826733;-35.57807855764607
1739209880.8267457;-35.57807855764607
1739209880.8267584;-38.13080360867914
1739209880.8267713;-38.13080360867914
1739209880.826784;-38.13080360867914
1739209880.8267965;-45.120503652039325
1739209880.8268092;-45.120503652039325
1739209880.8268218;-32.816014438256545
1739209880.8268347;-38.13080360867914
1739209880.8268473;-45.120503652039325
1739209880.82686;-35.57807855764607
1739209880.8268726;-45.120503652039325
1739209880.8268852;-38.13080360867914
1739209880.826898;-38.13080360867914
1739209880.8269107;-33.981070128970906
1739209880.8269234;-45.120503652039325
1739209880.826936;-45.120503652039325
1739209880.826949;-45.120503652039325
1739209880.8269615;-38.13080360867914
1739209880.8269742;-32.816014438256545
1739209880.8269868;-31.141103565318915
1739209880.8269994;-32.816014438256545
1739209880.8270123;-38.13080360867914
1739209880.827025;-38.13080360867914
1739209880.8270376;-38.13080360867914
1739209880.8270502;-45.120503652039325
1739209880.8270628;-33.981070128970906
1739209880.8270757;-45.120503652039325
1739209880.8270884;-30.49652367304976
1739209880.827101;-32.816014438256545
1739209880.8271136;-38.13080360867914
1739209880.8271265;-45.120503652039325
1739209880.8271391;-45.120503652039325
1739209880.8271518;-38.13080360867914
1739209880.8271644;-38.13080360867914
1739209880.827177;-45.120503652039325
1739209880.82719;-31.141103565318915
1739209880.8272026;-45.120503652039325
1739209880.8272152;-45.120503652039325
1739209880.8272278;-45.120503652039325
1739209880.8272405;-45.120503652039325
1739209880.8272533;-45.120503652039325
1739209880.827266;-45.120503652039325
1739209880.8272786;-45.120503652039325
1739209880.8272913;-45.120503652039325
1739209880.8273041;-45.120503652039325
1739209880.8273168;-38.13080360867914
1739209880.8273294;-38.13080360867914
1739209880.827342;-38.13080360867914
1739209880.8273547;-45.120503652039325
1739209880.8273675;-45.120503652039325
1739209880.8273802;-45.120503652039325
1739209880.8273928;-45.120503652039325
1739209880.8274055;-45.120503652039325
1739209880.827418;-45.120503652039325
1739209880.827431;-38.13080360867914
1739209880.8274436;-45.120503652039325
1739209880.8274562;-38.13080360867914
1739209880.8274689;-38.13080360867914
1739209880.8274817;-45.120503652039325
1739209880.8274944;-33.981070128970906
1739209880.827507;-32.816014438256545
1739209880.8275197;-38.13080360867914
1739209880.8275323;-45.120503652039325
1739209880.8275452;-33.981070128970906
1739209880.8275578;-33.981070128970906
1739209880.8275704;-38.13080360867914
1739209880.827583;-45.120503652039325
1739209880.8275957;-45.120503652039325
1739209880.8276086;-32.816014438256545
1739209880.8276212;-33.981070128970906
1739209880.8276339;-45.120503652039325
1739209880.8276465;-45.120503652039325
1739209880.8276594;-45.120503652039325
1739209880.827672;-45.120503652039325
1739209880.8276846;-45.120503652039325
1739209880.8276973;-45.120503652039325
1739209880.82771;-38.13080360867914
1739209880.8277228;-35.57807855764607
1739209880.8277354;-45.120503652039325
1739209880.827748;-38.13080360867914
1739209880.8277607;-38.13080360867914
1739209880.8277733;-38.13080360867914
1739209880.8277862;-45.120503652039325
1739209880.8277988;-38.13080360867914
1739209880.8278115;-33.981070128970906
1739209880.827824;-45.120503652039325
1739209880.827837;-45.120503652039325
1739209880.8278496;-38.13080360867914
1739209880.8278623;-38.13080360867914
1739209880.827875;-38.13080360867914
1739209880.8278875;-33.981070128970906
1739209880.8279004;-45.120503652039325
1739209880.827913;-45.120503652039325
1739209880.8279257;-45.120503652039325
1739209880.8279383;-45.120503652039325
1739209880.827951;-45.120503652039325
1739209880.8279638;-45.120503652039325
1739209880.8279765;-33.981070128970906
1739209880.827989;-38.13080360867914
1739209880.8280017;-35.57807855764607
1739209880.8280146;-33.981070128970906
1739209880.8280272;-45.120503652039325
1739209880.82804;-38.13080360867914
1739209880.8280525;-38.13080360867914
1739209880.8280652;-33.981070128970906
1739209880.828078;-38.13080360867914
1739209880.8280907;-45.120503652039325
1739209880.8281033;-45.120503652039325
1739209880.828116;-45.120503652039325
1739209880.8281286;-38.13080360867914
1739209880.8281415;-45.120503652039325
1739209880.828154;-45.120503652039325
1739209880.8281667;-45.120503652039325
1739209880.8281794;-45.120503652039325
1739209880.828192;-45.120503652039325
1739209880.8282049;-45.120503652039325
1739209880.8282175;-38.13080360867914
1739209880.8282301;-38.13080360867914
1739209880.8282428;-45.120503652039325
1739209880.8282557;-38.13080360867914
1739209880.8282683;-38.13080360867914
1739209880.828281;-38.13080360867914
1739209880.8282936;-45.120503652039325
1739209880.8283062;-38.13080360867914
1739209880.828319;-30.49652367304973
1739209880.8283317;-38.13080360867914
1739209880.8283443;-45.120503652039325
1739209880.828357;-45.120503652039325
1739209880.8283696;-38.13080360867914
1739209880.8283825;-45.120503652039325
1739209880.8283951;-45.120503652039325
1739209880.8284078;-45.120503652039325
1739209880.8284204;-45.120503652039325
1739209880.8284333;-45.120503652039325
1739209880.828446;-45.120503652039325
1739209880.8284585;-45.120503652039325
1739209880.8284712;-45.120503652039325
1739209880.8284838;-45.120503652039325
1739209880.8284967;-45.120503652039325
1739209880.8285093;-38.13080360867914
1739209880.828522;-26.991370085610736
1739209880.8285346;-38.13080360867914
1739209880.8285472;-38.13080360867914
1739209880.82856;-45.120503652039325
1739209880.8285728;-45.120503652039325
1739209880.8285854;-38.13080360867914
1739209880.828598;-35.57807855764607
1739209880.828611;-38.13080360867914
1739209880.8286235;-32.81601443825658
1739209880.8286362;-45.120503652039325
1739209880.8286488;-32.816014438256545
1739209880.8286614;-38.13080360867914
1739209880.8286743;-45.120503652039325
1739209880.828687;-38.13080360867914
1739209880.8286996;-38.13080360867914
1739209880.8287122;-38.13080360867914
1739209880.8287249;-29.438486411369333
1739209880.8287377;-35.57807855764607
1739209880.8287504;-45.120503652039325
1739209880.828763;-38.13080360867914
1739209880.8287756;-38.13080360867914
1739209880.8287885;-45.120503652039325
1739209880.8288012;-45.120503652039325
1739209880.8288138;-45.120503652039325
1739209880.8288264;-38.13080360867914
1739209880.828839;-35.57807855764607
1739209880.828852;-45.120503652039325
1739209880.8288646;-45.120503652039325
1739209880.8288772;-45.120503652039325
1739209880.8288898;-45.120503652039325
1739209880.8289025;-45.120503652039325
1739209880.8289154;-38.13080360867914
1739209880.828928;-38.13080360867914
1739209880.8289406;-45.120503652039325
1739209880.8289533;-38.13080360867914
1739209880.8289661;-45.120503652039325
1739209880.8289788;-45.120503652039325
1739209880.8289914;-38.13080360867914
1739209880.829004;-45.120503652039325
1739209880.8290167;-45.120503652039325
1739209880.8290296;-27.8777449560314
1739209880.8290422;-30.49652367304973
1739209880.8290548;-45.120503652039325
1739209880.8290675;-45.120503652039325
1739209880.82908;-35.57807855764607
1739209880.829093;-35.57807855764607
1739209880.8291056;-45.120503652039325
1739209880.8291183;-33.981070128970906
1739209880.829131;-33.981070128970956
1739209880.8291438;-45.120503652039325
1739209880.8291564;-38.13080360867914
1739209880.829169;-38.13080360867914
1739209880.8291817;-45.120503652039325
1739209880.8291943;-45.120503652039325
1739209880.8292072;-38.13080360867914
1739209880.8292198;-38.13080360867914
1739209880.8292325;-35.57807855764607
1739209880.829245;-38.13080360867914
1739209880.8292577;-38.13080360867914
1739209880.8292706;-38.13080360867914
1739209880.8292832;-45.120503652039325
1739209880.8292959;-45.120503652039325
1739209880.8293085;-45.120503652039325
1739209880.8293214;-45.120503652039325
1739209880.829334;-38.13080360867914
1739209880.8293467;-38.13080360867914
1739209880.8293593;-45.120503652039325
1739209880.829372;-45.120503652039325
1739209880.8293848;-38.13080360867914
1739209880.8293974;-38.13080360867914
1739209880.82941;-38.13080360867914
1739209880.8294227;-38.13080360867914
1739209880.8294353;-45.120503652039325
1739209880.8294482;-45.120503652039325
1739209880.8294609;-38.13080360867914
1739209880.8294735;-38.13080360867914
1739209880.8294861;-45.120503652039325
1739209880.829499;-38.13080360867914
1739209880.8295116;-31.141103565318893
1739209880.8295243;-45.120503652039325
1739209880.829537;-33.981070128970906
1739209880.8295496;-33.981070128970906
1739209880.8295624;-45.120503652039325
1739209880.829575;-38.13080360867914
1739209880.8295877;-32.816014438256545
1739209880.8296003;-32.816014438256545
1739209880.829613;-38.13080360867914
1739209880.8296258;-45.120503652039325
1739209880.8296385;-38.13080360867914
1739209880.829651;-45.120503652039325
1739209880.8296638;-45.120503652039325
1739209880.8296766;-38.13080360867914
1739209880.8296893;-35.57807855764607
1739209880.829702;-33.981070128970906
1739209880.8297145;-45.120503652039325
1739209880.8297272;-38.13080360867914
1739209880.82974;-38.13080360867914
1739209880.8297527;-38.13080360867914
1739209880.8297653;-45.120503652039325
1739209880.829778;-38.13080360867914
1739209880.8297906;-38.13080360867914
1739209880.8298035;-45.120503652039325
1739209880.829816;-45.120503652039325
1739209880.8298287;-38.13080360867914
1739209880.8298414;-33.981070128970906
1739209880.8298542;-31.141103565318915
1739209880.829867;-33.981070128970906
1739209880.8298795;-45.120503652039325
1739209880.8298922;-45.120503652039325
1739209880.8299048;-33.981070128970906
1739209880.8299177;-30.49652367304973
1739209880.8299303;-38.13080360867914
1739209880.829943;-45.120503652039325
1739209880.8299556;-45.120503652039325
1739209880.8299682;-45.120503652039325
1739209880.829981;-38.13080360867914
1739209880.8299937;-38.13080360867914
1739209880.8300064;-45.120503652039325
1739209880.830019;-45.120503652039325
1739209880.8300319;-38.13080360867914
1739209880.8300445;-38.13080360867914
1739209880.8300571;-33.981070128970906
1739209880.8300698;-33.981070128970906
1739209880.8300824;-38.13080360867914
1739209880.8300953;-38.13080360867914
1739209880.830108;-38.13080360867914
1739209880.8301206;-45.120503652039325
1739209880.8301332;-45.120503652039325
1739209880.8301458;-38.13080360867914
1739209880.8301587;-45.120503652039325
1739209880.8301713;-45.120503652039325
1739209880.830184;-38.13080360867914
1739209880.8301966;-33.981070128970906
1739209880.8302093;-38.13080360867914
1739209880.8302221;-45.120503652039325
1739209880.8302348;-45.120503652039325
1739209880.8302474;-45.120503652039325
1739209880.83026;-45.120503652039325
1739209880.830273;-45.120503652039325
1739209880.8302855;-45.120503652039325
1739209880.8302982;-45.120503652039325
1739209880.8303108;-38.13080360867914
1739209880.8303235;-38.13080360867914
1739209880.8303363;-38.13080360867914
1739209880.830349;-45.120503652039325
1739209880.8303616;-38.13080360867914
1739209880.8303742;-33.981070128970906
1739209880.8303869;-38.13080360867914
1739209880.8303998;-38.13080360867914
1739209880.8304124;-45.120503652039325
1739209880.830425;-38.13080360867914
1739209880.8304377;-38.13080360867914
1739209880.8304505;-38.13080360867914
1739209880.8304632;-45.120503652039325
1739209880.8304758;-45.120503652039325
1739209880.8304884;-33.981070128970906
1739209880.830501;-45.120503652039325
1739209880.830514;-45.120503652039325
1739209880.8305266;-45.120503652039325
1739209880.8305392;-38.13080360867914
1739209880.8305519;-45.120503652039325
1739209880.8305645;-33.981070128970906
1739209880.8305774;-26.487275050834715
1739209880.83059;-38.13080360867914
1739209880.8306026;-38.13080360867914
1739209880.8306153;-33.981070128970906
1739209880.8306282;-33.981070128970906
1739209880.8306408;-38.13080360867914
1739209880.8306534;-45.120503652039325
1739209880.830666;-45.120503652039325
1739209880.8306787;-45.120503652039325
1739209880.8306916;-45.120503652039325
1739209880.8307042;-45.120503652039325
1739209880.8307168;-45.120503652039325
1739209880.8307295;-38.13080360867914
1739209880.8307421;-38.13080360867914
1739209880.830755;-45.120503652039325
1739209880.8307676;-45.120503652039325
1739209880.8307803;-38.13080360867914
1739209880.830793;-33.981070128970906
1739209880.8308058;-45.120503652039325
1739209880.8308184;-45.120503652039325
1739209880.830831;-45.120503652039325
1739209880.8308437;-38.13080360867914
1739209880.8308563;-38.13080360867914
1739209880.8308692;-45.120503652039325
1739209880.8308818;-35.57807855764607
1739209880.8308945;-38.13080360867914
1739209880.830907;-35.57807855764607
1739209880.8309197;-38.13080360867914
1739209880.8309326;-38.13080360867914
1739209880.8309453;-38.13080360867914
1739209880.830958;-35.57807855764607
1739209880.8309705;-38.13080360867914
1739209880.8309834;-35.57807855764607
1739209880.830996;-45.120503652039325
1739209880.8310087;-35.57807855764607
1739209880.8310213;-35.57807855764607
1739209880.831034;-45.120503652039325
1739209880.8310468;-45.120503652039325
1739209880.8310595;-35.57807855764607
1739209880.831072;-38.13080360867914
1739209880.8310847;-26.991370085610736
1739209880.8310974;-38.13080360867914
1739209880.8311102;-45.120503652039325
1739209880.8311229;-38.13080360867914
1739209880.8311355;-35.57807855764607
1739209880.8311481;-38.13080360867914
1739209880.831161;-45.120503652039325
1739209880.8311737;-45.120503652039325
1739209880.8311863;-45.120503652039325
1739209880.831199;-45.120503652039325
1739209880.8312116;-38.13080360867914
1739209880.8312244;-45.120503652039325
1739209880.831237;-45.120503652039325
1739209880.8312497;-38.13080360867914
1739209880.8312624;-38.13080360867914
1739209880.831275;-38.13080360867914
1739209880.8312879;-35.57807855764607
1739209880.8313005;-38.13080360867914
1739209880.8313131;-45.120503652039325
1739209880.8313258;-45.120503652039325
1739209880.8313386;-45.120503652039325
1739209880.8313513;-45.120503652039325
1739209880.831364;-45.120503652039325
1739209880.8313766;-45.120503652039325
1739209880.8313892;-32.816014438256545
1739209880.831402;-35.57807855764607
1739209880.8314147;-45.120503652039325
1739209880.8314273;-38.13080360867914
1739209880.83144;-35.57807855764607
1739209880.8314526;-45.120503652039325
1739209880.8314655;-45.120503652039325
1739209880.831478;-45.120503652039325
1739209880.8314908;-45.120503652039325
1739209880.8315034;-38.13080360867914
1739209880.8315163;-38.13080360867914
1739209880.831529;-38.13080360867914
1739209880.8315415;-38.13080360867914
1739209880.8315542;-38.13080360867914
1739209880.8315668;-35.57807855764607
1739209880.8315797;-38.13080360867914
1739209880.8315923;-38.13080360867914
1739209880.831605;-32.816014438256545
1739209880.8316176;-38.13080360867914
1739209880.8316302;-38.13080360867914
1739209880.831643;-45.120503652039325
1739209880.8316557;-38.13080360867914
1739209880.8316684;-38.13080360867914
1739209880.831681;-38.13080360867914
1739209880.831694;-38.13080360867914
1739209880.8317065;-38.13080360867914
1739209880.8317192;-35.57807855764607
1739209880.8317318;-38.13080360867914
1739209880.8317444;-45.120503652039325
1739209880.8317573;-38.13080360867914
1739209880.83177;-45.120503652039325
1739209880.8317826;-45.120503652039325
1739209880.8317952;-45.120503652039325
1739209880.8318079;-45.120503652039325
1739209880.8318207;-38.13080360867914
1739209880.8318334;-45.120503652039325
1739209880.831846;-45.120503652039325
1739209880.8318586;-45.120503652039325
1739209880.8318715;-45.120503652039325
1739209880.8318841;-45.120503652039325
1739209880.8318968;-38.13080360867914
1739209880.8319094;-33.981070128970906
1739209880.831922;-32.816014438256545
1739209880.831935;-38.13080360867914
1739209880.8319476;-45.120503652039325
1739209880.8319602;-38.13080360867914
1739209880.8319728;-45.120503652039325
1739209880.8319855;-45.120503652039325
1739209880.8319983;-38.13080360867914
1739209880.832011;-38.13080360867914
1739209880.8320236;-38.13080360867914
1739209880.8320363;-45.120503652039325
1739209880.8320491;-45.120503652039325
1739209880.8320618;-33.981070128970906
1739209880.8320744;-45.120503652039325
1739209880.832087;-45.120503652039325
1739209880.8320997;-38.13080360867914
1739209880.8321126;-38.13080360867914
1739209880.8321252;-38.13080360867914
1739209880.8321378;-38.13080360867914
1739209880.8321505;-38.13080360867914
1739209880.832163;-38.13080360867914
1739209880.832176;-45.120503652039325
1739209880.8321886;-38.13080360867914
1739209880.8322012;-35.57807855764607
1739209880.8322139;-38.13080360867914
1739209880.8322268;-38.13080360867914
1739209880.8322394;-38.13080360867914
1739209880.832252;-38.13080360867914
1739209880.8322647;-38.13080360867914
1739209880.8322773;-38.13080360867914
1739209880.8322902;-38.13080360867914
1739209880.8323028;-45.120503652039325
1739209880.8323154;-33.981070128970906
1739209880.832328;-38.13080360867914
1739209880.8323407;-38.13080360867914
1739209880.8323536;-45.120503652039325
1739209880.8323662;-45.120503652039325
1739209880.8323789;-38.13080360867914
1739209880.8323915;-45.120503652039325
1739209880.8324041;-45.120503652039325
1739209880.832417;-28.992665084841942
1739209880.8324296;-33.981070128970906
1739209880.8324423;-45.120503652039325
1739209880.832455;-38.13080360867914
1739209880.8324678;-38.13080360867914
1739209880.8324804;-33.981070128970906
1739209880.832493;-38.13080360867914
1739209880.8325057;-45.120503652039325
1739209880.8325183;-33.981070128970906
1739209880.8325312;-38.13080360867914
1739209880.8325438;-45.120503652039325
1739209880.8325565;-45.120503652039325
1739209880.8325691;-45.120503652039325
1739209880.8325818;-33.981070128970906
1739209880.8325946;-45.120503652039325
1739209880.8326073;-45.120503652039325
1739209880.83262;-31.141103565318915
1739209880.8326325;-30.49652367304973
1739209880.8326454;-38.13080360867914
1739209880.832658;-38.13080360867914
1739209880.8326707;-45.120503652039325
1739209880.8326833;-45.120503652039325
1739209880.832696;-45.120503652039325
1739209880.8327088;-38.13080360867914
1739209880.8327215;-38.13080360867914
1739209880.832734;-45.120503652039325
1739209880.8327467;-45.120503652039325
1739209880.8327594;-38.13080360867914
1739209880.8327723;-38.13080360867914
1739209880.832785;-38.13080360867914
1739209880.8327975;-45.120503652039325
1739209880.8328102;-38.13080360867914
1739209880.832823;-38.13080360867914
1739209880.8328357;-45.120503652039325
1739209880.8328483;-45.120503652039325
1739209880.832861;-38.13080360867914
1739209880.8328736;-45.120503652039325
1739209880.8328865;-45.120503652039325
1739209880.832899;-38.13080360867914
1739209880.8329117;-45.120503652039325
1739209880.8329244;-33.981070128970906
1739209880.832937;-26.487275050834715
1739209880.8329499;-45.120503652039325
1739209880.8329625;-38.13080360867914
1739209880.8329751;-35.57807855764607
1739209880.8329878;-38.13080360867914
1739209880.8330007;-45.120503652039325
1739209880.8330133;-35.57807855764607
1739209880.833026;-45.120503652039325
1739209880.8330386;-38.13080360867914
1739209880.8330512;-38.13080360867914
1739209880.833064;-45.120503652039325
1739209880.8330767;-45.120503652039325
1739209880.8330894;-32.816014438256545
1739209880.833102;-35.57807855764607
1739209880.8331146;-45.120503652039325
1739209880.8331275;-38.13080360867914
1739209880.8331401;-35.57807855764607
1739209880.8331528;-33.981070128970906
1739209880.8331654;-38.13080360867914
1739209880.8331783;-35.57807855764607
1739209880.833191;-45.120503652039325
1739209880.8332036;-33.981070128970906
1739209880.8332162;-45.120503652039325
1739209880.8332288;-38.13080360867914
1739209880.8332417;-33.981070128970906
1739209880.8332543;-45.120503652039325
1739209880.833267;-45.120503652039325
1739209880.8332796;-38.13080360867914
1739209880.8332922;-32.816014438256545
1739209880.8333051;-45.120503652039325
1739209880.8333178;-45.120503652039325
1739209880.8333304;-33.981070128970906
1739209880.833343;-45.120503652039325
1739209880.833356;-33.981070128970906
1739209880.8333685;-45.120503652039325
1739209880.8333812;-38.13080360867914
1739209880.8333938;-38.13080360867914
1739209880.8334064;-32.816014438256545
1739209880.8334193;-31.141103565318915
1739209880.833432;-38.13080360867914
1739209880.8334446;-30.49652367304973
1739209880.8334572;-38.13080360867914
1739209880.8334699;-45.120503652039325
1739209880.8334827;-38.13080360867914
1739209880.8334954;-38.13080360867914
1739209880.833508;-45.120503652039325
1739209880.8335207;-45.120503652039325
1739209880.8335335;-45.120503652039325
1739209880.8335462;-45.120503652039325
1739209880.8335588;-38.13080360867914
1739209880.8335714;-45.120503652039325
1739209880.833584;-38.13080360867914
1739209880.833597;-38.13080360867914
1739209880.8336096;-45.120503652039325
1739209880.8336222;-45.120503652039325
1739209880.8336349;-35.57807855764607
1739209880.8336475;-38.13080360867914
1739209880.8336604;-38.13080360867914
1739209880.833673;-35.57807855764607
