CAN Message; 0x1bb:000000d56cfeca7e
1739209615.0724018;-32.816014438256545
1739209615.0724103;-38.13080360867914
1739209615.0724187;-45.120503652039325
1739209615.0724273;-38.13080360867914
1739209615.0724356;-32.816014438256545
1739209615.0724442;-45.120503652039325
1739209615.0724528;-35.57807855764607
1739209615.0724611;-38.13080360867914
1739209615.0724697;-35.57807855764607
1739209615.072478;-38.13080360867914
1739209615.0724866;-38.13080360867914
1739209615.0724952;-38.13080360867914
1739209615.0725036;-38.13080360867914
1739209615.0725121;-45.120503652039325
1739209615.0725205;-45.120503652039325
1739209615.072529;-45.120503652039325
1739209615.0725377;-33.981070128970906
1739209615.072546;-45.120503652039325
1739209615.0725546;-45.120503652039325
1739209615.072563;-38.13080360867914
1739209615.0725715;-45.120503652039325
1739209615.07258;-45.120503652039325
1739209615.0725884;-45.120503652039325
1739209615.072597;-35.57807855764607
1739209615.0726054;-38.13080360867914
1739209615.072614;-38.13080360867914
1739209615.0726225;-35.57807855764607
1739209615.072631;-38.13080360867914
1739209615.0726395;-33.981070128970906
1739209615.072648;-33.981070128970906
1739209615.0726564;-45.120503652039325
1739209615.072665;-45.120503652039325
1739209615.0726733;-45.120503652039325
1739209615.072682;-33.981070128970906
1739209615.0726905;-38.13080360867914
1739209615.0726988;-38.13080360867914
1739209615.0727074;-45.120503652039325
1739209615.0727158;-38.13080360867914
1739209615.0727243;-38.13080360867914
1739209615.072733;-38.13080360867914
1739209615.0727413;-38.13080360867914
1739209615.0727499;-45.120503652039325
1739209615.0727582;-45.120503652039325
1739209615.0727668;-45.120503652039325
1739209615.0727754;-38.13080360867914
1739209615.0727837;-31.141103565318915
1739209615.0727923;-35.57807855764607
1739209615.0728006;-45.120503652039325
1739209615.0728092;-35.57807855764607
1739209615.0728178;-31.141103565318915
1739209615.0728261;-38.13080360867914
1739209615.0728347;-45.120503652039325
1739209615.072843;-45.120503652039325
1739209615.0728517;-38.13080360867914
1739209615.0728602;-38.13080360867914
1739209615.0728686;-38.13080360867914
1739209615.0728772;-38.13080360867914
1739209615.0728855;-38.13080360867914
1739209615.072894;-38.13080360867914
1739209615.0729027;-38.13080360867914
1739209615.072911;-45.120503652039325
1739209615.0729196;-45.120503652039325
1739209615.072928;-45.120503652039325
1739209615.0729365;-45.120503652039325
1739209615.072945;-45.120503652039325
1739209615.0729535;-38.13080360867914
1739209615.072962;-38.13080360867914
1739209615.0729706;-38.13080360867914
1739209615.072979;-38.13080360867914
1739209615.0729876;-38.13080360867914
1739209615.072996;-45.120503652039325
1739209615.0730045;-45.120503652039325
1739209615.073013;-45.120503652039325
1739209615.0730214;-45.120503652039325
1739209615.07303;-38.13080360867914
1739209615.0730383;-38.13080360867914
1739209615.073047;-45.120503652039325
1739209615.0730555;-35.57807855764607
1739209615.0799322;-38.13080360867914
1739209615.0799327;-45.120503652039325
1739209615.0799334;-45.120503652039325
1739209615.0799341;-33.981070128970906
1739209615.0799348;-38.13080360867914
1739209615.0799353;-31.141103565318915
1739209615.079936;-33.981070128970906
1739209615.0799367;-38.13080360867914
1739209615.0799372;-33.981070128970906
1739209615.079938;-31.141103565318893
1739209615.0799387;-38.13080360867914
1739209615.0799394;-38.13080360867914
1739209615.0799398;-33.981070128970906
1739209615.0799406;-45.120503652039325
1739209615.0799413;-45.120503652039325
1739209615.079942;-45.120503652039325
1739209615.0799425;-38.13080360867914
1739209615.0799432;-45.120503652039325
1739209615.079944;-45.120503652039325
1739209615.0799444;-33.981070128970906
1739209615.079945;-33.981070128970906
1739209615.0799458;-33.981070128970906
1739209615.0799465;-38.13080360867914
1739209615.079947;-38.13080360867914
1739209615.0799477;-38.13080360867914
1739209615.0799484;-32.816014438256545
1739209615.079949;-38.13080360867914
1739209615.0799496;-38.13080360867914
1739209615.0799503;-38.13080360867914
1739209615.079951;-45.120503652039325
1739209615.0799515;-45.120503652039325
1739209615.0799522;-45.120503652039325
1739209615.079953;-38.13080360867914
1739209615.0799537;-45.120503652039325
1739209615.0799541;-38.13080360867914
1739209615.0799549;-45.120503652039325
1739209615.0799556;-45.120503652039325
1739209615.079956;-38.13080360867914
1739209615.0799568;-38.13080360867914
1739209615.0799575;-45.120503652039325
1739209615.0799582;-45.120503652039325
1739209615.0799587;-32.816014438256545
1739209615.0799594;-32.816014438256545
1739209615.07996;-45.120503652039325
1739209615.0799606;-38.13080360867914
1739209615.0799613;-33.981070128970906
1739209615.079962;-38.13080360867914
1739209615.0799627;-38.13080360867914
1739209615.0799632;-38.13080360867914
1739209615.079964;-38.13080360867914
1739209615.0799646;-38.13080360867914
1739209615.079965;-38.13080360867914
1739209615.0799658;-38.13080360867914
1739209615.0799665;-38.13080360867914
1739209615.0799673;-45.120503652039325
1739209615.0799677;-45.120503652039325
1739209615.0799685;-45.120503652039325
1739209615.0799692;-33.981070128970906
1739209615.07997;-38.13080360867914
1739209615.0799704;-38.13080360867914
1739209615.079971;-45.120503652039325
1739209615.0799718;-35.57807855764607
1739209615.0799723;-35.57807855764607
1739209615.079973;-45.120503652039325
1739209615.0799737;-45.120503652039325
1739209615.0799744;-45.120503652039325
1739209615.079975;-33.981070128970906
1739209615.0799756;-45.120503652039325
1739209615.0799763;-45.120503652039325
1739209615.0799768;-45.120503652039325
1739209615.0799775;-45.120503652039325
1739209615.0799782;-45.120503652039325
1739209615.079979;-38.13080360867914
1739209615.0799794;-45.120503652039325
1739209615.0799801;-45.120503652039325
1739209615.0799809;-45.120503652039325
1739209615.0799813;-45.120503652039325
1739209615.079982;-35.57807855764607
1739209615.0799828;-31.141103565318893
1739209615.0799835;-45.120503652039325
1739209615.079984;-38.13080360867914
1739209615.0799847;-38.13080360867914
1739209615.0799854;-35.57807855764607
1739209615.079986;-38.13080360867914
1739209615.0799866;-33.981070128970906
1739209615.0799873;-45.120503652039325
1739209615.079988;-45.120503652039325
1739209615.0799885;-38.13080360867914
1739209615.0799892;-45.120503652039325
1739209615.07999;-45.120503652039325
1739209615.0799906;-45.120503652039325
1739209615.079991;-45.120503652039325
1739209615.0799918;-45.120503652039325
1739209615.0799925;-45.120503652039325
1739209615.079993;-45.120503652039325
1739209615.0799937;-45.120503652039325
1739209615.0799944;-45.120503652039325
1739209615.0799952;-35.57807855764607
1739209615.0799956;-35.57807855764607
1739209615.0799963;-38.13080360867914
1739209615.079997;-45.120503652039325
1739209615.0799978;-32.816014438256545
1739209615.0799983;-29.438486411369333
1739209615.079999;-45.120503652039325
1739209615.0799997;-38.13080360867914
1739209615.0800002;-45.120503652039325
1739209615.0800009;-33.981070128970906
1739209615.0800016;-38.13080360867914
1739209615.0800023;-38.13080360867914
1739209615.0800028;-38.13080360867914
1739209615.0800035;-45.120503652039325
1739209615.0800042;-45.120503652039325
1739209615.0800047;-45.120503652039325
1739209615.0800054;-38.13080360867914
1739209615.0800061;-45.120503652039325
1739209615.0800068;-38.13080360867914
1739209615.0800073;-45.120503652039325
1739209615.080008;-32.816014438256545
1739209615.0800087;-26.487275050834715
1739209615.0800092;-45.120503652039325
1739209615.08001;-45.120503652039325
1739209615.0800107;-38.13080360867914
1739209615.0800114;-35.57807855764607
1739209615.0800118;-45.120503652039325
1739209615.0800126;-45.120503652039325
1739209615.0800133;-38.13080360867914
1739209615.080014;-45.120503652039325
1739209615.0800145;-45.120503652039325
1739209615.0800152;-45.120503652039325
1739209615.080016;-38.13080360867914
1739209615.0800164;-45.120503652039325
1739209615.080017;-45.120503652039325
1739209615.0800178;-45.120503652039325
1739209615.0800185;-38.13080360867914
1739209615.080019;-32.816014438256545
1739209615.0800197;-45.120503652039325
1739209615.0800204;-45.120503652039325
1739209615.080021;-38.13080360867914
1739209615.0800216;-38.13080360867914
1739209615.0800223;-45.120503652039325
1739209615.080023;-38.13080360867914
1739209615.0800235;-45.120503652039325
1739209615.0800242;-45.120503652039325
1739209615.080025;-45.120503652039325
1739209615.0800257;-45.120503652039325
1739209615.0800261;-45.120503652039325
1739209615.0800269;-45.120503652039325
1739209615.0800276;-45.120503652039325
1739209615.080028;-38.13080360867914
1739209615.0800288;-38.13080360867914
1739209615.0800295;-33.981070128970906
1739209615.0800302;-38.13080360867914
1739209615.0800307;-45.120503652039325
1739209615.0800314;-45.120503652039325
1739209615.080032;-38.13080360867914
1739209615.0800326;-38.13080360867914
1739209615.0800333;-38.13080360867914
1739209615.080034;-38.13080360867914
1739209615.0800347;-33.981070128970906
1739209615.0800352;-38.13080360867914
1739209615.080036;-45.120503652039325
1739209615.0800366;-38.13080360867914
1739209615.080037;-45.120503652039325
1739209615.0800378;-45.120503652039325
1739209615.0800385;-45.120503652039325
1739209615.0800393;-38.13080360867914
1739209615.0800397;-35.57807855764607
1739209615.0800405;-38.13080360867914
1739209615.0800412;-33.981070128970906
1739209615.080042;-38.13080360867914
1739209615.0800424;-45.120503652039325
1739209615.080043;-45.120503652039325
1739209615.0800438;-38.13080360867914
1739209615.0800443;-45.120503652039325
1739209615.080045;-31.141103565318915
1739209615.0800457;-33.981070128970906
1739209615.0800464;-45.120503652039325
1739209615.080047;-38.13080360867914
1739209615.0800476;-38.13080360867914
1739209615.0800483;-38.13080360867914
1739209615.0800488;-38.13080360867914
1739209615.0800495;-35.57807855764607
1739209615.0800502;-38.13080360867914
1739209615.080051;-38.13080360867914
1739209615.0800514;-38.13080360867914
1739209615.0800521;-33.981070128970906
1739209615.0800529;-32.816014438256545
1739209615.0800533;-38.13080360867914
1739209615.080054;-38.13080360867914
1739209615.0800548;-45.120503652039325
1739209615.0800555;-45.120503652039325
1739209615.080056;-45.120503652039325
1739209615.0800567;-45.120503652039325
1739209615.0800574;-45.120503652039325
1739209615.080058;-45.120503652039325
1739209615.0800586;-45.120503652039325
1739209615.0800593;-38.13080360867914
1739209615.08006;-45.120503652039325
1739209615.0800605;-45.120503652039325
1739209615.0800612;-35.57807855764607
1739209615.080062;-38.13080360867914
1739209615.0800626;-45.120503652039325
1739209615.080063;-38.13080360867914
1739209615.0800638;-38.13080360867914
1739209615.0800645;-35.57807855764607
1739209615.080065;-38.13080360867914
1739209615.0800657;-45.120503652039325
1739209615.0800664;-45.120503652039325
1739209615.0800672;-38.13080360867914
1739209615.0800676;-38.13080360867914
1739209615.0800683;-45.120503652039325
1739209615.080069;-38.13080360867914
1739209615.0800698;-33.981070128970906
1739209615.0800703;-45.120503652039325
1739209615.080071;-45.120503652039325
1739209615.0800717;-38.13080360867914
1739209615.0800722;-38.13080360867914
1739209615.0800729;-45.120503652039325
1739209615.0800736;-45.120503652039325
1739209615.0800743;-33.981070128970906
1739209615.0800748;-45.120503652039325
1739209615.0800755;-38.13080360867914
1739209615.0800762;-45.120503652039325
1739209615.0800767;-38.13080360867914
1739209615.0800774;-35.57807855764607
1739209615.0800781;-38.13080360867914
1739209615.0800788;-45.120503652039325
1739209615.0800793;-45.120503652039325
1739209615.08008;-45.120503652039325
1739209615.0800807;-45.120503652039325
1739209615.0800812;-45.120503652039325
1739209615.080082;-45.120503652039325
1739209615.0800827;-38.13080360867914
1739209615.0800834;-38.13080360867914
1739209615.0800838;-45.120503652039325
1739209615.0800846;-38.13080360867914
1739209615.0800853;-38.13080360867914
1739209615.080086;-38.13080360867914
1739209615.0800865;-45.120503652039325
1739209615.0800872;-30.49652367304973
1739209615.080088;-31.141103565318893
1739209615.0800884;-45.120503652039325
1739209615.080089;-45.120503652039325
1739209615.0800898;-38.13080360867914
1739209615.0800905;-35.57807855764607
1739209615.080091;-45.120503652039325
1739209615.0800917;-38.13080360867914
1739209615.0800924;-45.120503652039325
1739209615.080093;-45.120503652039325
1739209615.0800936;-45.120503652039325
1739209615.0800943;-45.120503652039325
1739209615.080095;-45.120503652039325
1739209615.0800955;-38.13080360867914
1739209615.0800962;-38.13080360867914
1739209615.080097;-45.120503652039325
1739209615.0800977;-35.57807855764607
1739209615.0800982;-30.49652367304973
1739209615.0800989;-45.120503652039325
1739209615.0800996;-45.120503652039325
1739209615.0801;-35.57807855764607
1739209615.0801008;-35.57807855764607
1739209615.0801015;-45.120503652039325
1739209615.0801022;-45.120503652039325
1739209615.0801027;-45.120503652039325
1739209615.0801034;-45.120503652039325
1739209615.080104;-45.120503652039325
1739209615.0801046;-38.13080360867914
1739209615.0801053;-45.120503652039325
1739209615.080106;-33.981070128970906
1739209615.0801067;-45.120503652039325
1739209615.0801072;-45.120503652039325
1739209615.080108;-45.120503652039325
1739209615.0801086;-45.120503652039325
1739209615.0801091;-38.13080360867914
1739209615.0801098;-45.120503652039325
1739209615.0801105;-33.981070128970906
1739209615.0801113;-45.120503652039325
1739209615.0801117;-38.13080360867914
1739209615.0801125;-45.120503652039325
1739209615.0801132;-32.816014438256545
1739209615.080114;-26.991370085610736
1739209615.0801144;-45.120503652039325
1739209615.080115;-45.120503652039325
1739209615.0801158;-38.13080360867914
1739209615.0801163;-33.981070128970906
1739209615.080117;-38.13080360867914
1739209615.0801177;-38.13080360867914
1739209615.0801184;-45.120503652039325
1739209615.080119;-45.120503652039325
1739209615.0801196;-38.13080360867914
1739209615.0801203;-45.120503652039325
1739209615.0801208;-45.120503652039325
1739209615.0801215;-45.120503652039325
1739209615.0801222;-45.120503652039325
1739209615.080123;-45.120503652039325
1739209615.0801234;-32.816014438256545
1739209615.0801241;-30.49652367304973
1739209615.0801249;-38.13080360867914
1739209615.0801253;-38.13080360867914
1739209615.080126;-35.57807855764607
1739209615.0801268;-35.57807855764607
1739209615.0801275;-45.120503652039325
1739209615.080128;-38.13080360867914
1739209615.0801287;-38.13080360867914
1739209615.0801294;-45.120503652039325
1739209615.08013;-38.13080360867914
1739209615.0801306;-45.120503652039325
1739209615.0801313;-45.120503652039325
1739209615.080132;-45.120503652039325
1739209615.0801325;-45.120503652039325
1739209615.0801332;-45.120503652039325
1739209615.080134;-32.816014438256545
1739209615.0801346;-38.13080360867914
1739209615.080135;-38.13080360867914
1739209615.0801358;-45.120503652039325
1739209615.0801365;-45.120503652039325
1739209615.080137;-38.13080360867914
1739209615.0801377;-38.13080360867914
1739209615.0801384;-45.120503652039325
1739209615.0801392;-45.120503652039325
1739209615.0801396;-28.58837851428586
1739209615.0801404;-35.57807855764607
1739209615.080141;-35.57807855764607
1739209615.0801418;-45.120503652039325
1739209615.0801423;-38.13080360867914
1739209615.080143;-35.57807855764607
1739209615.0801437;-38.13080360867914
1739209615.0801442;-38.13080360867914
1739209615.080145;-32.81601443825658
1739209615.0801456;-38.13080360867914
1739209615.0801463;-45.120503652039325
1739209615.0801468;-45.120503652039325
1739209615.0801475;-45.120503652039325
1739209615.0801482;-45.120503652039325
1739209615.0801487;-45.120503652039325
1739209615.0801494;-38.13080360867914
1739209615.0801501;-27.267205301931607
1739209615.0801508;-33.981070128970906
1739209615.0801513;-38.13080360867914
1739209615.080152;-45.120503652039325
1739209615.0801528;-45.120503652039325
1739209615.0801532;-33.981070128970906
1739209615.080154;-45.120503652039325
1739209615.0801547;-38.13080360867914
1739209615.0801554;-32.81601443825658
1739209615.0801558;-38.13080360867914
1739209615.0801566;-45.120503652039325
1739209615.0801573;-45.120503652039325
1739209615.080158;-45.120503652039325
1739209615.0801585;-45.120503652039325
1739209615.0801592;-33.981070128970906
1739209615.08016;-45.120503652039325
1739209615.0801604;-31.141103565318915
1739209615.080161;-33.981070128970906
1739209615.0801618;-45.120503652039325
1739209615.0801625;-38.13080360867914
1739209615.080163;-38.13080360867914
1739209615.0801637;-38.13080360867914
1739209615.0801644;-38.13080360867914
1739209615.080165;-38.13080360867914
1739209615.0801656;-38.13080360867914
1739209615.0801663;-38.13080360867914
1739209615.080167;-45.120503652039325
1739209615.0801675;-45.120503652039325
1739209615.0801682;-33.981070128970906
1739209615.080169;-38.13080360867914
1739209615.0801694;-45.120503652039325
1739209615.0801702;-32.816014438256545
1739209615.0801709;-35.57807855764607
1739209615.0801716;-45.120503652039325
1739209615.080172;-45.120503652039325
1739209615.0801728;-32.816014438256545
1739209615.0801735;-35.57807855764607
1739209615.0801742;-45.120503652039325
1739209615.0801747;-45.120503652039325
1739209615.0801754;-45.120503652039325
1739209615.080176;-38.13080360867914
1739209615.0801766;-33.981070128970906
1739209615.0801773;-45.120503652039325
1739209615.080178;-45.120503652039325
1739209615.0801787;-38.13080360867914
1739209615.0801792;-35.57807855764607
1739209615.08018;-35.57807855764607
1739209615.0801806;-45.120503652039325
1739209615.0801811;-38.13080360867914
1739209615.0801818;-38.13080360867914
1739209615.0801826;-38.13080360867914
1739209615.0801833;-45.120503652039325
1739209615.0801837;-45.120503652039325
1739209615.0801845;-38.13080360867914
1739209615.0801852;-38.13080360867914
1739209615.080186;-38.13080360867914
1739209615.0801864;-45.120503652039325
1739209615.080187;-38.13080360867914
1739209615.0801878;-35.57807855764607
1739209615.0801883;-45.120503652039325
1739209615.080189;-38.13080360867914
1739209615.0801897;-38.13080360867914
1739209615.0801904;-35.57807855764607
1739209615.080191;-45.120503652039325
1739209615.0801916;-45.120503652039325
1739209615.0801923;-32.816014438256545
1739209615.0801928;-38.13080360867914
1739209615.0801935;-38.13080360867914
1739209615.0801942;-38.13080360867914
1739209615.080195;-35.57807855764607
1739209615.0801954;-35.57807855764607
1739209615.0801961;-45.120503652039325
1739209615.0801969;-38.13080360867914
1739209615.0801973;-45.120503652039325
1739209615.080198;-45.120503652039325
1739209615.0801988;-45.120503652039325
1739209615.0801995;-33.981070128970906
1739209615.0802;-45.120503652039325
1739209615.0802007;-45.120503652039325
1739209615.0802014;-45.120503652039325
1739209615.080202;-45.120503652039325
1739209615.0802026;-30.49652367304973
1739209615.0802033;-31.141103565318893
1739209615.080204;-45.120503652039325
1739209615.0802045;-45.120503652039325
1739209615.0802052;-33.981070128970906
1739209615.080206;-32.816014438256545
1739209615.0802066;-45.120503652039325
1739209615.080207;-32.816014438256545
1739209615.0802078;-45.120503652039325
1739209615.0802085;-45.120503652039325
1739209615.080209;-32.816014438256545
1739209615.0802097;-35.57807855764607
1739209615.0802104;-38.13080360867914
1739209615.0802112;-45.120503652039325
1739209615.0802116;-38.13080360867914
1739209615.0802124;-45.120503652039325
1739209615.080213;-31.141103565318893
1739209615.0802138;-29.438486411369333
1739209615.0802143;-45.120503652039325
1739209615.080215;-45.120503652039325
1739209615.0802157;-38.13080360867914
1739209615.0802162;-38.13080360867914
1739209615.080217;-45.120503652039325
1739209615.0802176;-38.13080360867914
1739209615.0802183;-45.120503652039325
1739209615.0802188;-45.120503652039325
1739209615.0802195;-45.120503652039325
1739209615.0802202;-45.120503652039325
1739209615.0802207;-45.120503652039325
1739209615.0802214;-45.120503652039325
1739209615.0802221;-38.13080360867914
1739209615.0802228;-45.120503652039325
1739209615.0802233;-35.57807855764607
1739209615.080224;-38.13080360867914
1739209615.0802248;-45.120503652039325
1739209615.0802252;-45.120503652039325
1739209615.080226;-38.13080360867914
1739209615.0802267;-32.816014438256545
1739209615.0802274;-45.120503652039325
1739209615.0802279;-45.120503652039325
1739209615.0802286;-38.13080360867914
1739209615.0802293;-35.57807855764607
1739209615.08023;-38.13080360867914
1739209615.0802305;-38.13080360867914
1739209615.0802312;-38.13080360867914
1739209615.080232;-38.13080360867914
1739209615.0802324;-45.120503652039325
1739209615.080233;-38.13080360867914
1739209615.0802338;-45.120503652039325
1739209615.0802345;-45.120503652039325
1739209615.080235;-35.57807855764607
1739209615.0802357;-45.120503652039325
1739209615.0802364;-38.13080360867914
1739209615.080237;-38.13080360867914
1739209615.0802376;-38.13080360867914
1739209615.0802383;-45.120503652039325
1739209615.080239;-32.816014438256545
1739209615.0802395;-27.8777449560314
1739209615.0802402;-45.120503652039325
1739209615.080241;-45.120503652039325
1739209615.0802414;-35.57807855764607
1739209615.0802422;-32.816014438256545
1739209615.0802429;-45.120503652039325
1739209615.0802436;-45.120503652039325
1739209615.080244;-45.120503652039325
1739209615.0802448;-33.981070128970956
1739209615.0802455;-45.120503652039325
1739209615.0802462;-45.120503652039325
1739209615.0802467;-45.120503652039325
1739209615.0802474;-45.120503652039325
1739209615.080248;-45.120503652039325
1739209615.0802486;-45.120503652039325
1739209615.0802493;-35.57807855764607
1739209615.08025;-28.58837851428586
1739209615.0802507;-38.13080360867914
1739209615.0802512;-45.120503652039325
1739209615.080252;-32.816014438256545
1739209615.0802526;-31.141103565318893
1739209615.0802531;-45.120503652039325
1739209615.0802538;-45.120503652039325
1739209615.0802546;-45.120503652039325
1739209615.0802553;-45.120503652039325
1739209615.0802557;-45.120503652039325
1739209615.0802565;-45.120503652039325
1739209615.0802572;-38.13080360867914
1739209615.080258;-45.120503652039325
1739209615.0802584;-45.120503652039325
1739209615.080259;-45.120503652039325
1739209615.0802598;-38.13080360867914
1739209615.0802603;-38.13080360867914
1739209615.080261;-45.120503652039325
1739209615.0802617;-45.120503652039325
1739209615.0802624;-33.981070128970906
1739209615.080263;-30.49652367304973
1739209615.0802636;-38.13080360867914
1739209615.0802643;-45.120503652039325
1739209615.0802648;-38.13080360867914
1739209615.0802655;-31.141103565318915
1739209615.0802662;-38.13080360867914
1739209615.080267;-38.13080360867914
1739209615.0802674;-38.13080360867914
1739209615.0802681;-45.120503652039325
1739209615.0802689;-45.120503652039325
1739209615.0802693;-45.120503652039325
1739209615.08027;-38.13080360867914
1739209615.0802708;-35.57807855764607
1739209615.0802715;-38.13080360867914
1739209615.080272;-38.13080360867914
1739209615.0802727;-38.13080360867914
1739209615.0802734;-45.120503652039325
1739209615.080274;-45.120503652039325
1739209615.0802746;-45.120503652039325
1739209615.0802753;-45.120503652039325
1739209615.080276;-31.141103565318915
1739209615.0802765;-32.816014438256545
1739209615.0802772;-35.57807855764607
1739209615.080278;-45.120503652039325
1739209615.0802786;-45.120503652039325
1739209615.080279;-38.13080360867914
1739209615.0802798;-38.13080360867914
1739209615.0802805;-38.13080360867914
1739209615.080281;-32.81601443825658
1739209615.0802817;-31.141103565318915
1739209615.0802824;-33.981070128970906
1739209615.0802832;-45.120503652039325
1739209615.0802836;-45.120503652039325
1739209615.0802844;-38.13080360867914
1739209615.080285;-33.981070128970906
1739209615.0802858;-45.120503652039325
1739209615.0802863;-33.981070128970906
1739209615.080287;-33.981070128970906
1739209615.0802877;-38.13080360867914
1739209615.0802882;-38.13080360867914
1739209615.080289;-45.120503652039325
1739209615.0802896;-35.57807855764607
1739209615.0802903;-35.57807855764607
1739209615.0802908;-38.13080360867914
1739209615.0802915;-38.13080360867914
1739209615.0802922;-38.13080360867914
1739209615.0802927;-38.13080360867914
1739209615.0802934;-45.120503652039325
1739209615.0802941;-45.120503652039325
1739209615.0802948;-38.13080360867914
1739209615.0802953;-45.120503652039325
1739209615.080296;-45.120503652039325
1739209615.0802968;-38.13080360867914
1739209615.0802972;-35.57807855764607
1739209615.080298;-38.13080360867914
1739209615.0802987;-45.120503652039325
1739209615.0802994;-45.120503652039325
1739209615.0802999;-38.13080360867914
1739209615.0803006;-45.120503652039325
1739209615.0803013;-45.120503652039325
1739209615.080302;-38.13080360867914
