CAN Message; 0x1a7:0000cb3767bd91ea
Timestamp;Amplitude
1739209826.6389596;-45.120503652039325
1739209826.6389616;-38.13080360867914
1739209826.6389637;-35.57807855764607
1739209826.6389658;-45.120503652039325
1739209826.6389678;-38.13080360867914
1739209826.63897;-33.981070128970906
1739209826.6389718;-32.816014438256545
1739209826.638974;-38.13080360867914
1739209826.638976;-38.13080360867914
1739209826.638978;-31.141103565318915
1739209826.6389802;-32.816014438256545
1739209826.6389823;-38.13080360867914
1739209826.6389842;-38.13080360867914
1739209826.6389863;-38.13080360867914
1739209826.6389885;-33.981070128970906
1739209826.6389904;-38.13080360867914
1739209826.6389925;-45.120503652039325
1739209826.6389947;-38.13080360867914
1739209826.6389966;-45.120503652039325
1739209826.6389987;-45.120503652039325
1739209826.6390007;-45.120503652039325
1739209826.6390028;-38.13080360867914
1739209826.639005;-38.13080360867914
1739209826.6390069;-45.120503652039325
1739209826.639009;-45.120503652039325
1739209826.6390111;-38.13080360867914
1739209826.639013;-38.13080360867914
1739209826.6390152;-45.120503652039325
1739209826.6390173;-38.13080360867914
1739209826.6390193;-38.13080360867914
1739209826.6390214;-38.13080360867914
1739209826.6390233;-38.13080360867914
1739209826.6390254;-38.13080360867914
1739209826.6390276;-45.120503652039325
1739209826.6390295;-45.120503652039325
1739209826.6390316;-45.120503652039325
1739209826.6390338;-38.13080360867914
1739209826.6390357;-45.120503652039325
1739209826.6390378;-45.120503652039325
1739209826.63904;-38.13080360867914
1739209826.639042;-45.120503652039325
1739209826.639044;-38.13080360867914
1739209826.6390462;-35.57807855764607
1739209826.639048;-45.120503652039325
1739209826.6390502;-38.13080360867914
1739209826.6390522;-38.13080360867914
1739209826.6390543;-45.120503652039325
1739209826.6390564;-45.120503652039325
1739209826.6390584;-45.120503652039325
1739209826.6390605;-45.120503652039325
1739209826.6390626;-45.120503652039325
1739209826.6390646;-38.13080360867914
1739209826.6390667;-45.120503652039325
1739209826.6390688;-38.13080360867914
1739209826.6390707;-45.120503652039325
1739209826.639073;-38.13080360867914
1739209826.639075;-45.120503652039325
1739209826.639077;-35.57807855764607
1739209826.639079;-31.141103565318893
1739209826.639081;-45.120503652039325
1739209826.6390831;-45.120503652039325
1739209826.6390853;-45.120503652039325
1739209826.6390872;-35.57807855764607
1739209826.6390893;-38.13080360867914
1739209826.6390915;-45.120503652039325
1739209826.6390934;-45.120503652039325
1739209826.6390955;-45.120503652039325
1739209826.6390977;-38.13080360867914
1739209826.6390996;-45.120503652039325
1739209826.6391017;-45.120503652039325
1739209826.6391037;-45.120503652039325
1739209826.6391058;-38.13080360867914
1739209826.639108;-45.120503652039325
1739209826.6391098;-45.120503652039325
1739209826.639112;-35.57807855764607
1739209826.6391141;-45.120503652039325
1739209826.639116;-38.13080360867914
1739209826.6391182;-32.816014438256545
1739209826.6391203;-32.816014438256545
1739209826.6391222;-38.13080360867914
1739209826.6391244;-38.13080360867914
1739209826.6391265;-38.13080360867914
1739209826.6391284;-32.816014438256545
1739209826.6391306;-38.13080360867914
1739209826.6391325;-45.120503652039325
1739209826.6391346;-45.120503652039325
1739209826.6391368;-45.120503652039325
1739209826.6391387;-45.120503652039325
1739209826.6391408;-45.120503652039325
1739209826.639143;-45.120503652039325
1739209826.639145;-38.13080360867914
1739209826.639147;-38.13080360867914
1739209826.6391492;-45.120503652039325
1739209826.639151;-38.13080360867914
1739209826.6391532;-45.120503652039325
1739209826.6391554;-38.13080360867914
1739209826.6391573;-38.13080360867914
1739209826.6391594;-45.120503652039325
1739209826.6391613;-27.8777449560314
1739209826.6391635;-45.120503652039325
1739209826.6391656;-45.120503652039325
1739209826.6391675;-38.13080360867914
1739209826.6391697;-38.13080360867914
1739209826.6391718;-45.120503652039325
1739209826.6391737;-38.13080360867914
1739209826.639176;-38.13080360867914
1739209826.639178;-31.141103565318943
1739209826.63918;-45.120503652039325
1739209826.639182;-45.120503652039325
1739209826.639184;-45.120503652039325
1739209826.6391861;-38.13080360867914
1739209826.6391883;-45.120503652039325
1739209826.6391902;-38.13080360867914
1739209826.6391923;-45.120503652039325
1739209826.6391945;-32.816014438256545
1739209826.6391964;-35.57807855764607
1739209826.6391985;-38.13080360867914
1739209826.6392007;-38.13080360867914
1739209826.6392026;-38.13080360867914
1739209826.6392047;-38.13080360867914
1739209826.639207;-45.120503652039325
1739209826.6392088;-38.13080360867914
1739209826.639211;-38.13080360867914
1739209826.6392128;-45.120503652039325
1739209826.639215;-45.120503652039325
1739209826.6392171;-38.13080360867914
1739209826.639219;-45.120503652039325
1739209826.6392212;-38.13080360867914
1739209826.6392233;-45.120503652039325
1739209826.6392252;-38.13080360867914
1739209826.6392274;-38.13080360867914
1739209826.6392295;-45.120503652039325
1739209826.6392314;-45.120503652039325
1739209826.6392336;-33.981070128970906
1739209826.6392355;-45.120503652039325
1739209826.6392376;-45.120503652039325
1739209826.6392398;-45.120503652039325
1739209826.6392417;-38.13080360867914
1739209826.6392438;-38.13080360867914
1739209826.639246;-38.13080360867914
1739209826.639248;-45.120503652039325
1739209826.63925;-45.120503652039325
1739209826.6392522;-38.13080360867914
1739209826.639254;-32.816014438256545
1739209826.6392562;-38.13080360867914
1739209826.6392584;-38.13080360867914
1739209826.6392603;-35.57807855764607
1739209826.6392624;-33.981070128970906
1739209826.6392643;-45.120503652039325
1739209826.6392665;-38.13080360867914
1739209826.6392686;-45.120503652039325
1739209826.6392705;-45.120503652039325
1739209826.6392727;-38.13080360867914
1739209826.6392748;-45.120503652039325
1739209826.6392767;-33.981070128970906
1739209826.639279;-28.992665084841942
1739209826.639281;-35.57807855764607
1739209826.639283;-45.120503652039325
1739209826.639285;-38.13080360867914
1739209826.639287;-35.57807855764607
1739209826.6392891;-45.120503652039325
1739209826.6392913;-35.57807855764607
1739209826.6392932;-38.13080360867914
1739209826.6392953;-31.141103565318915
1739209826.6392975;-38.13080360867914
1739209826.6392994;-38.13080360867914
1739209826.6393015;-38.13080360867914
1739209826.6393037;-38.13080360867914
1739209826.6393056;-38.13080360867914
1739209826.6393077;-45.120503652039325
1739209826.63931;-38.13080360867914
1739209826.6393118;-31.141103565318915
1739209826.639314;-35.57807855764607
1739209826.6393158;-38.13080360867914
1739209826.639318;-45.120503652039325
1739209826.6393201;-38.13080360867914
1739209826.639322;-38.13080360867914
1739209826.6393242;-38.13080360867914
1739209826.6393263;-38.13080360867914
1739209826.6393282;-38.13080360867914
1739209826.6393304;-45.120503652039325
1739209826.6393325;-45.120503652039325
1739209826.6393344;-45.120503652039325
1739209826.6393366;-38.13080360867914
1739209826.6393387;-38.13080360867914
1739209826.6393406;-38.13080360867914
1739209826.6393428;-38.13080360867914
1739209826.6393447;-45.120503652039325
1739209826.6393468;-45.120503652039325
1739209826.639349;-33.981070128970906
1739209826.639351;-35.57807855764607
1739209826.639353;-45.120503652039325
1739209826.6393552;-38.13080360867914
1739209826.639357;-35.57807855764607
1739209826.6393592;-32.816014438256545
1739209826.6393614;-38.13080360867914
1739209826.6393633;-38.13080360867914
1739209826.6393654;-38.13080360867914
1739209826.6393673;-38.13080360867914
1739209826.6393695;-38.13080360867914
1739209826.6393716;-35.57807855764607
1739209826.6393735;-38.13080360867914
1739209826.6393757;-35.57807855764607
1739209826.6393778;-38.13080360867914
1739209826.6393797;-38.13080360867914
1739209826.639382;-38.13080360867914
1739209826.639384;-32.816014438256545
1739209826.639386;-45.120503652039325
1739209826.639388;-45.120503652039325
1739209826.6393902;-38.13080360867914
1739209826.6393921;-35.57807855764607
1739209826.6393943;-38.13080360867914
1739209826.6393962;-38.13080360867914
1739209826.6393983;-45.120503652039325
1739209826.6394005;-45.120503652039325
1739209826.6394024;-38.13080360867914
1739209826.6394045;-45.120503652039325
1739209826.6394067;-38.13080360867914
1739209826.6394086;-35.57807855764607
1739209826.6394107;-35.57807855764607
1739209826.6394129;-38.13080360867914
1739209826.6394148;-38.13080360867914
1739209826.639417;-38.13080360867914
1739209826.639419;-38.13080360867914
1739209826.639421;-45.120503652039325
1739209826.6394231;-38.13080360867914
1739209826.639425;-32.816014438256545
1739209826.6394272;-38.13080360867914
1739209826.6394293;-45.120503652039325
1739209826.6394312;-45.120503652039325
1739209826.6394334;-38.13080360867914
1739209826.6394355;-35.57807855764607
1739209826.6394374;-38.13080360867914
1739209826.6394396;-45.120503652039325
1739209826.6394417;-45.120503652039325
1739209826.6394436;-38.13080360867914
1739209826.6394458;-31.141103565318893
1739209826.6394477;-45.120503652039325
1739209826.6394498;-45.120503652039325
1739209826.639452;-45.120503652039325
1739209826.639454;-38.13080360867914
1739209826.639456;-45.120503652039325
1739209826.6394582;-38.13080360867914
1739209826.63946;-45.120503652039325
1739209826.6394622;-45.120503652039325
1739209826.6394644;-38.13080360867914
1739209826.6394663;-45.120503652039325
1739209826.6394684;-35.57807855764607
1739209826.6394706;-45.120503652039325
1739209826.6394725;-45.120503652039325
1739209826.6394746;-45.120503652039325
1739209826.6394765;-33.981070128970906
1739209826.6394787;-27.8777449560314
1739209826.6394808;-38.13080360867914
1739209826.6394827;-45.120503652039325
1739209826.639485;-45.120503652039325
1739209826.639487;-32.816014438256545
1739209826.639489;-45.120503652039325
1739209826.639491;-38.13080360867914
1739209826.6394932;-38.13080360867914
1739209826.6394951;-45.120503652039325
1739209826.6394973;-45.120503652039325
1739209826.6394992;-45.120503652039325
1739209826.6395013;-45.120503652039325
1739209826.6395035;-45.120503652039325
1739209826.6395054;-45.120503652039325
1739209826.6395075;-45.120503652039325
1739209826.6395097;-45.120503652039325
1739209826.6395116;-45.120503652039325
1739209826.6395137;-45.120503652039325
1739209826.6395159;-45.120503652039325
1739209826.6395178;-38.13080360867914
1739209826.63952;-45.120503652039325
1739209826.639522;-45.120503652039325
1739209826.639524;-45.120503652039325
1739209826.6395261;-45.120503652039325
1739209826.639528;-32.816014438256545
1739209826.6395302;-38.13080360867914
1739209826.6395323;-38.13080360867914
1739209826.6395342;-45.120503652039325
1739209826.6395364;-45.120503652039325
1739209826.6395385;-38.13080360867914
1739209826.6395404;-45.120503652039325
1739209826.6395426;-45.120503652039325
1739209826.6395447;-33.981070128970956
1739209826.6395466;-45.120503652039325
1739209826.6395488;-38.13080360867914
1739209826.6395507;-38.13080360867914
1739209826.6395528;-45.120503652039325
1739209826.639555;-45.120503652039325
1739209826.639557;-38.13080360867914
1739209826.639559;-38.13080360867914
1739209826.6395612;-27.8777449560314
1739209826.639563;-38.13080360867914
1739209826.6395652;-45.120503652039325
1739209826.6395674;-45.120503652039325
1739209826.6395693;-38.13080360867914
1739209826.6395714;-38.13080360867914
1739209826.6395736;-45.120503652039325
1739209826.6395755;-38.13080360867914
1739209826.6395776;-38.13080360867914
1739209826.6395795;-45.120503652039325
1739209826.6395817;-45.120503652039325
1739209826.6395838;-33.981070128970906
1739209826.6395857;-45.120503652039325
1739209826.6395879;-45.120503652039325
1739209826.63959;-38.13080360867914
1739209826.639592;-38.13080360867914
1739209826.639594;-28.58837851428586
1739209826.6395962;-38.13080360867914
1739209826.6395981;-45.120503652039325
1739209826.6396003;-38.13080360867914
1739209826.6396024;-38.13080360867914
1739209826.6396043;-38.13080360867914
1739209826.6396065;-45.120503652039325
1739209826.6396084;-38.13080360867914
1739209826.6396105;-38.13080360867914
1739209826.6396127;-38.13080360867914
1739209826.6396146;-45.120503652039325
1739209826.6396167;-45.120503652039325
1739209826.6396189;-45.120503652039325
1739209826.6396208;-45.120503652039325
1739209826.639623;-45.120503652039325
1739209826.639625;-35.57807855764607
1739209826.639627;-38.13080360867914
1739209826.6396291;-38.13080360867914
1739209826.639631;-45.120503652039325
1739209826.6396332;-45.120503652039325
1739209826.6396353;-35.57807855764607
1739209826.6396372;-45.120503652039325
1739209826.6396394;-45.120503652039325
1739209826.6396415;-38.13080360867914
1739209826.6396434;-28.992665084841942
1739209826.6396456;-33.981070128970906
1739209826.6396477;-45.120503652039325
1739209826.6396496;-33.981070128970906
1739209826.6396518;-32.816014438256545
1739209826.639654;-35.57807855764607
1739209826.6396558;-45.120503652039325
1739209826.639658;-35.57807855764607
1739209826.63966;-33.981070128970906
1739209826.639662;-38.13080360867914
1739209826.6396642;-38.13080360867914
1739209826.639666;-45.120503652039325
1739209826.6396682;-38.13080360867914
1739209826.6396704;-45.120503652039325
1739209826.6396723;-33.981070128970906
1739209826.6396744;-38.13080360867914
1739209826.6396766;-28.992665084841942
1739209826.6396785;-31.141103565318915
1739209826.6396806;-38.13080360867914
1739209826.6396828;-38.13080360867914
1739209826.6396847;-38.13080360867914
1739209826.6396868;-45.120503652039325
1739209826.6396887;-45.120503652039325
1739209826.6396909;-45.120503652039325
1739209826.639693;-45.120503652039325
1739209826.639695;-38.13080360867914
1739209826.639697;-38.13080360867914
1739209826.6396992;-45.120503652039325
1739209826.6397011;-45.120503652039325
1739209826.6397033;-38.13080360867914
1739209826.6397054;-38.13080360867914
1739209826.6397073;-45.120503652039325
1739209826.6397095;-45.120503652039325
1739209826.6397114;-38.13080360867914
1739209826.6397135;-35.57807855764607
1739209826.6397157;-38.13080360867914
1739209826.6397176;-45.120503652039325
1739209826.6397197;-45.120503652039325
1739209826.6397219;-33.981070128970906
1739209826.6397238;-45.120503652039325
1739209826.639726;-38.13080360867914
1739209826.639728;-32.816014438256545
1739209826.63973;-35.57807855764607
1739209826.6397321;-38.13080360867914
1739209826.6397343;-45.120503652039325
1739209826.6397362;-35.57807855764607
1739209826.6397383;-35.57807855764607
1739209826.6397402;-38.13080360867914
1739209826.6397424;-45.120503652039325
1739209826.6397445;-45.120503652039325
1739209826.6397464;-38.13080360867914
1739209826.6397486;-35.57807855764607
1739209826.6397507;-38.13080360867914
1739209826.6397526;-45.120503652039325
1739209826.6397548;-38.13080360867914
1739209826.639757;-38.13080360867914
1739209826.6397588;-45.120503652039325
1739209826.639761;-45.120503652039325
1739209826.6397629;-35.57807855764607
1739209826.639765;-38.13080360867914
1739209826.6397672;-45.120503652039325
1739209826.639769;-38.13080360867914
1739209826.6397712;-45.120503652039325
1739209826.6397734;-38.13080360867914
1739209826.6397753;-35.57807855764607
1739209826.6397774;-38.13080360867914
1739209826.6397796;-45.120503652039325
1739209826.6397815;-38.13080360867914
1739209826.6397836;-45.120503652039325
1739209826.6397858;-45.120503652039325
1739209826.6397877;-38.13080360867914
1739209826.6397898;-45.120503652039325
1739209826.6397917;-38.13080360867914
1739209826.6397939;-45.120503652039325
1739209826.639796;-45.120503652039325
1739209826.639798;-38.13080360867914
1739209826.6398;-45.120503652039325
1739209826.6398022;-38.13080360867914
1739209826.6398041;-38.13080360867914
1739209826.6398063;-32.816014438256545
1739209826.6398084;-45.120503652039325
1739209826.6398103;-32.816014438256545
1739209826.6398125;-28.21854285175415
1739209826.6398144;-38.13080360867914
1739209826.6398165;-45.120503652039325
1739209826.6398187;-38.13080360867914
1739209826.6398206;-32.816014438256545
1739209826.6398227;-45.120503652039325
1739209826.6398249;-45.120503652039325
1739209826.6398268;-45.120503652039325
1739209826.639829;-45.120503652039325
1739209826.639831;-38.13080360867914
1739209826.639833;-45.120503652039325
1739209826.6398351;-45.120503652039325
1739209826.6398373;-45.120503652039325
1739209826.6398392;-38.13080360867914
1739209826.6398413;-45.120503652039325
1739209826.6398432;-31.141103565318915
1739209826.6398454;-33.981070128970906
1739209826.6398475;-45.120503652039325
1739209826.6398494;-45.120503652039325
1739209826.6398516;-38.13080360867914
1739209826.6398537;-35.57807855764607
1739209826.6398556;-45.120503652039325
1739209826.6398578;-38.13080360867914
1739209826.63986;-38.13080360867914
1739209826.6398618;-38.13080360867914
1739209826.639864;-38.13080360867914
1739209826.639866;-38.13080360867914
1739209826.639868;-45.120503652039325
1739209826.6398702;-45.120503652039325
1739209826.639872;-45.120503652039325
1739209826.6398742;-38.13080360867914
1739209826.6398764;-38.13080360867914
1739209826.6398783;-45.120503652039325
1739209826.6398804;-38.13080360867914
1739209826.6398826;-38.13080360867914
1739209826.6398845;-38.13080360867914
1739209826.6398866;-38.13080360867914
1739209826.6398888;-45.120503652039325
1739209826.6398907;-45.120503652039325
1739209826.6398928;-45.120503652039325
1739209826.6398947;-32.816014438256545
1739209826.6398969;-38.13080360867914
1739209826.639899;-45.120503652039325
1739209826.639901;-38.13080360867914
1739209826.639903;-45.120503652039325
1739209826.6399052;-38.13080360867914
1739209826.6399071;-32.816014438256545
1739209826.6399093;-45.120503652039325
1739209826.6399114;-38.13080360867914
1739209826.6399133;-38.13080360867914
1739209826.6399155;-45.120503652039325
1739209826.6399176;-38.13080360867914
1739209826.6399195;-38.13080360867914
1739209826.6399217;-45.120503652039325
1739209826.6399236;-45.120503652039325
1739209826.6399257;-33.981070128970906
1739209826.6399279;-26.487275050834715
1739209826.6399298;-38.13080360867914
1739209826.639932;-45.120503652039325
1739209826.639934;-45.120503652039325
1739209826.639936;-38.13080360867914
1739209826.639938;-38.13080360867914
1739209826.6399403;-45.120503652039325
1739209826.6399422;-45.120503652039325
1739209826.6399443;-45.120503652039325
1739209826.6399465;-45.120503652039325
1739209826.6399484;-38.13080360867914
1739209826.6399505;-38.13080360867914
1739209826.6399524;-45.120503652039325
1739209826.6399546;-45.120503652039325
1739209826.6399567;-45.120503652039325
1739209826.6399586;-45.120503652039325
1739209826.6399608;-38.13080360867914
1739209826.639963;-38.13080360867914
1739209826.6399648;-35.57807855764607
1739209826.639967;-38.13080360867914
1739209826.639969;-45.120503652039325
1739209826.639971;-45.120503652039325
1739209826.6399732;-45.120503652039325
1739209826.639975;-38.13080360867914
1739209826.6399772;-33.981070128970906
1739209826.6399794;-38.13080360867914
1739209826.6399813;-38.13080360867914
1739209826.6399834;-32.816014438256545
1739209826.6399856;-31.141103565318893
1739209826.6399875;-38.13080360867914
1739209826.6399896;-45.120503652039325
1739209826.6399918;-38.13080360867914
1739209826.6399937;-35.57807855764607
1739209826.6399958;-38.13080360867914
1739209826.639998;-35.57807855764607
1739209826.6399999;-38.13080360867914
1739209826.640002;-45.120503652039325
1739209826.640004;-45.120503652039325
1739209826.640006;-45.120503652039325
1739209826.6400082;-45.120503652039325
1739209826.64001;-31.141103565318915
1739209826.6400123;-35.57807855764607
1739209826.6400144;-35.57807855764607
1739209826.6400163;-38.13080360867914
1739209826.6400185;-38.13080360867914
1739209826.6400206;-38.13080360867914
1739209826.6400225;-45.120503652039325
1739209826.6400247;-45.120503652039325
1739209826.6400266;-45.120503652039325
1739209826.6400287;-38.13080360867914
1739209826.6400309;-35.57807855764607
1739209826.6400328;-45.120503652039325
1739209826.640035;-38.13080360867914
1739209826.640037;-35.57807855764607
1739209826.640039;-38.13080360867914
1739209826.640041;-38.13080360867914
1739209826.6400433;-38.13080360867914
1739209826.6400452;-45.120503652039325
1739209826.6400473;-45.120503652039325
1739209826.6400495;-45.120503652039325
1739209826.6400514;-45.120503652039325
1739209826.6400535;-45.120503652039325
1739209826.6400554;-33.981070128970906
1739209826.6400576;-45.120503652039325
1739209826.6400597;-38.13080360867914
1739209826.6400616;-38.13080360867914
1739209826.6400638;-45.120503652039325
1739209826.640066;-45.120503652039325
1739209826.6400678;-38.13080360867914
1739209826.64007;-33.981070128970906
1739209826.640072;-35.57807855764607
1739209826.640074;-38.13080360867914
1739209826.6400762;-38.13080360867914
1739209826.640078;-45.120503652039325
1739209826.6400802;-45.120503652039325
1739209826.6400824;-45.120503652039325
1739209826.6400843;-45.120503652039325
1739209826.6400864;-45.120503652039325
1739209826.6400886;-45.120503652039325
1739209826.6400905;-38.13080360867914
1739209826.6400926;-45.120503652039325
1739209826.6400948;-45.120503652039325
1739209826.6400967;-38.13080360867914
1739209826.6400988;-35.57807855764607
1739209826.640101;-33.981070128970906
1739209826.6401029;-38.13080360867914
1739209826.640105;-35.57807855764607
1739209826.640107;-45.120503652039325
1739209826.640109;-38.13080360867914
1739209826.6401112;-38.13080360867914
1739209826.640113;-45.120503652039325
1739209826.6401153;-38.13080360867914
1739209826.6401174;-35.57807855764607
1739209826.6401193;-45.120503652039325
1739209826.6401215;-45.120503652039325
1739209826.6401236;-45.120503652039325
1739209826.6401255;-45.120503652039325
1739209826.6401277;-45.120503652039325
1739209826.6401298;-45.120503652039325
1739209826.6401317;-45.120503652039325
1739209826.6401339;-38.13080360867914
1739209826.6401358;-45.120503652039325
1739209826.640138;-45.120503652039325
1739209826.64014;-33.981070128970906
1739209826.640142;-35.57807855764607
1739209826.640144;-35.57807855764607
1739209826.6401463;-35.57807855764607
1739209826.6401482;-45.120503652039325
1739209826.6401503;-38.13080360867914
1739209826.6401525;-45.120503652039325
1739209826.6401544;-38.13080360867914
1739209826.6401565;-38.13080360867914
1739209826.6401584;-35.57807855764607
1739209826.6401606;-38.13080360867914
1739209826.6401627;-38.13080360867914
1739209826.6401646;-38.13080360867914
1739209826.6401668;-35.57807855764607
1739209826.640169;-38.13080360867914
1739209826.6401708;-45.120503652039325
1739209826.640173;-38.13080360867914
1739209826.640175;-45.120503652039325
1739209826.640177;-45.120503652039325
1739209826.6401792;-45.120503652039325
1739209826.6401813;-38.13080360867914
1739209826.6401832;-45.120503652039325
1739209826.6401854;-33.981070128970906
1739209826.6401873;-45.120503652039325
1739209826.6401894;-45.120503652039325
1739209826.6401916;-45.120503652039325
1739209826.6401935;-28.58837851428586
1739209826.6401956;-30.49652367304973
1739209826.6401978;-45.120503652039325
1739209826.6401997;-45.120503652039325
1739209826.6402018;-38.13080360867914
1739209826.640204;-35.57807855764607
1739209826.6402059;-38.13080360867914
1739209826.640208;-32.816014438256545
1739209826.6402102;-38.13080360867914
1739209826.640212;-45.120503652039325
1739209826.6402142;-38.13080360867914
1739209826.640216;-45.120503652039325
1739209826.6402183;-45.120503652039325
1739209826.6402204;-45.120503652039325
1739209826.6402223;-35.57807855764607
1739209826.6402245;-45.120503652039325
1739209826.6402266;-31.141103565318915
1739209826.6402285;-32.816014438256545
1739209826.6402307;-45.120503652039325
1739209826.6402328;-38.13080360867914
1739209826.6402347;-45.120503652039325
1739209826.6402369;-45.120503652039325
1739209826.6402388;-38.13080360867914
1739209826.640241;-32.816014438256545
1739209826.640243;-45.120503652039325
1739209826.640245;-45.120503652039325
1739209826.640247;-38.13080360867914
1739209826.6402493;-45.120503652039325
1739209826.6402512;-38.13080360867914
1739209826.6402533;-45.120503652039325
1739209826.6402555;-38.13080360867914
1739209826.6402574;-32.816014438256545
1739209826.6402595;-45.120503652039325
1739209826.6402617;-33.981070128970956
1739209826.6402636;-45.120503652039325
1739209826.6402657;-45.120503652039325
1739209826.6402676;-45.120503652039325
1739209826.6402698;-45.120503652039325
1739209826.640272;-38.13080360867914
1739209826.6402738;-45.120503652039325
1739209826.640276;-35.57807855764607
1739209826.640278;-30.49652367304973
1739209826.64028;-38.13080360867914
1739209826.6402822;-38.13080360867914
1739209826.6402843;-38.13080360867914
1739209826.6402862;-35.57807855764607
1739209826.6402884;-38.13080360867914
1739209826.6402903;-33.981070128970906
1739209826.6402924;-45.120503652039325
1739209826.6402946;-38.13080360867914
1739209826.6402965;-38.13080360867914
1739209826.6402986;-38.13080360867914
1739209826.6403008;-45.120503652039325
1739209826.6403027;-45.120503652039325
1739209826.6403048;-35.57807855764607
1739209826.640307;-45.120503652039325
1739209826.6403089;-38.13080360867914
1739209826.640311;-27.8777449560314
1739209826.6403131;-38.13080360867914
1739209826.640315;-45.120503652039325
1739209826.6403172;-38.13080360867914
1739209826.640319;-35.57807855764607
1739209826.6403213;-45.120503652039325
1739209826.6403234;-45.120503652039325
1739209826.6403253;-38.13080360867914
1739209826.6403275;-38.13080360867914
1739209826.6403296;-45.120503652039325
1739209826.6403315;-45.120503652039325
1739209826.6403337;-38.13080360867914
1739209826.6403358;-38.13080360867914
1739209826.6403377;-38.13080360867914
1739209826.6403399;-38.13080360867914
1739209826.6403418;-38.13080360867914
1739209826.640344;-31.141103565318915
1739209826.640346;-33.981070128970906
1739209826.640348;-45.120503652039325
1739209826.64035;-38.13080360867914
1739209826.6403522;-38.13080360867914
1739209826.6403542;-38.13080360867914
1739209826.6403563;-45.120503652039325
1739209826.6403584;-33.981070128970906
1739209826.6403604;-38.13080360867914
1739209826.6403625;-38.13080360867914
1739209826.6403646;-38.13080360867914
1739209826.6403666;-38.13080360867914
1739209826.6403687;-33.981070128970906
1739209826.6403706;-38.13080360867914
1739209826.6403728;-45.120503652039325
1739209826.640375;-38.13080360867914
1739209826.6403768;-32.816014438256545
1739209826.640379;-38.13080360867914
1739209826.640381;-45.120503652039325
1739209826.640383;-45.120503652039325
1739209826.6403852;-45.120503652039325
1739209826.6403873;-45.120503652039325
1739209826.6403892;-35.57807855764607
1739209826.6403913;-38.13080360867914
1739209826.6403935;-38.13080360867914
1739209826.6403954;-35.57807855764607
1739209826.6403975;-45.120503652039325
1739209826.6403995;-38.13080360867914
1739209826.6404016;-38.13080360867914
1739209826.6404037;-38.13080360867914
1739209826.6404057;-45.120503652039325
1739209826.6404078;-33.981070128970906
1739209826.64041;-38.13080360867914
1739209826.6404119;-38.13080360867914
1739209826.640414;-38.13080360867914
1739209826.6404161;-38.13080360867914
1739209826.640418;-45.120503652039325
1739209826.6404202;-38.13080360867914
1739209826.640422;-32.816014438256545
1739209826.6404243;-38.13080360867914
1739209826.6404264;-33.981070128970906
1739209826.6404283;-33.981070128970906
1739209826.6404305;-35.57807855764607
1739209826.6404326;-38.13080360867914
1739209826.6404345;-35.57807855764607
1739209826.6404366;-35.57807855764607
1739209826.6404388;-38.13080360867914
1739209826.6404407;-45.120503652039325
