CAN Message; 0x39:09eb3053e8404794
Timestamp;Amplitude
1739209821.5132377;-45.120503652039325
1739209821.513243;-45.120503652039325
1739209821.5132482;-38.13080360867914
1739209821.5132535;-45.120503652039325
1739209821.513259;-45.120503652039325
1739209821.5132642;-45.120503652039325
1739209821.5132694;-45.120503652039325
1739209821.5132747;-38.13080360867914
1739209821.51328;-38.13080360867914
1739209821.5132852;-38.13080360867914
1739209821.5132904;-35.57807855764607
1739209821.5132957;-38.13080360867914
1739209821.513301;-38.13080360867914
1739209821.5133064;-38.13080360867914
1739209821.5133116;-32.816014438256545
1739209821.5133169;-38.13080360867914
1739209821.513322;-38.13080360867914
1739209821.5133274;-45.120503652039325
1739209821.5133326;-45.120503652039325
1739209821.5133379;-45.120503652039325
1739209821.513343;-45.120503652039325
1739209821.5133483;-45.120503652039325
1739209821.5133536;-45.120503652039325
1739209821.513359;-45.120503652039325
1739209821.5133643;-38.13080360867914
1739209821.5133696;-35.57807855764607
1739209821.5133748;-35.57807855764607
1739209821.51338;-45.120503652039325
1739209821.5133853;-45.120503652039325
1739209821.5133905;-45.120503652039325
1739209821.5133958;-38.13080360867914
1739209821.513401;-45.120503652039325
1739209821.5134065;-45.120503652039325
1739209821.5134118;-45.120503652039325
1739209821.513417;-38.13080360867914
1739209821.5134223;-45.120503652039325
1739209821.5134275;-38.13080360867914
1739209821.5134327;-35.57807855764607
1739209821.513438;-38.13080360867914
1739209821.5134432;-38.13080360867914
1739209821.5134485;-45.120503652039325
1739209821.513454;-38.13080360867914
1739209821.5134592;-45.120503652039325
1739209821.5134645;-45.120503652039325
1739209821.5134697;-45.120503652039325
1739209821.513475;-38.13080360867914
1739209821.5134802;-45.120503652039325
1739209821.5134854;-45.120503652039325
1739209821.5134907;-45.120503652039325
1739209821.513496;-38.13080360867914
1739209821.5135012;-35.57807855764607
1739209821.5135067;-38.13080360867914
1739209821.513512;-45.120503652039325
1739209821.5135171;-35.57807855764607
1739209821.5135224;-38.13080360867914
1739209821.5135276;-32.816014438256545
1739209821.5135329;-45.120503652039325
1739209821.5135381;-45.120503652039325
1739209821.5135434;-38.13080360867914
1739209821.5135486;-45.120503652039325
1739209821.513554;-45.120503652039325
1739209821.5135593;-45.120503652039325
1739209821.5135646;-38.13080360867914
1739209821.5135698;-38.13080360867914
1739209821.513575;-45.120503652039325
1739209821.5135803;-38.13080360867914
1739209821.5135856;-45.120503652039325
1739209821.5135908;-45.120503652039325
1739209821.513596;-33.981070128970906
1739209821.5136015;-45.120503652039325
1739209821.5136068;-38.13080360867914
1739209821.513612;-32.816014438256545
1739209821.5136173;-35.57807855764607
1739209821.5136225;-45.120503652039325
1739209821.5136278;-28.58837851428586
1739209821.513633;-29.438486411369333
1739209821.5136383;-45.120503652039325
1739209821.5136435;-45.120503652039325
1739209821.5136487;-35.57807855764607
1739209821.5136542;-38.13080360867914
1739209821.5136595;-45.120503652039325
1739209821.5136647;-38.13080360867914
1739209821.51367;-33.981070128970956
1739209821.5136752;-33.981070128970956
1739209821.5136805;-33.981070128970906
1739209821.5136857;-35.57807855764607
1739209821.513691;-38.13080360867914
1739209821.5136962;-45.120503652039325
1739209821.5137017;-38.13080360867914
1739209821.513707;-38.13080360867914
1739209821.5137122;-35.57807855764607
1739209821.5137174;-35.57807855764607
1739209821.5137227;-45.120503652039325
1739209821.513728;-38.13080360867914
1739209821.5137331;-45.120503652039325
1739209821.5137384;-45.120503652039325
1739209821.5137436;-38.13080360867914
1739209821.5137491;-35.57807855764607
1739209821.5137544;-45.120503652039325
1739209821.5137596;-45.120503652039325
1739209821.5137649;-45.120503652039325
1739209821.51377;-38.13080360867914
1739209821.5137753;-45.120503652039325
1739209821.5137806;-45.120503652039325
1739209821.5137858;-38.13080360867914
1739209821.513791;-45.120503652039325
1739209821.5137963;-45.120503652039325
1739209821.5138018;-45.120503652039325
1739209821.513807;-38.13080360867914
1739209821.5138123;-45.120503652039325
1739209821.5138175;-45.120503652039325
1739209821.5138228;-45.120503652039325
1739209821.513828;-45.120503652039325
1739209821.5138333;-45.120503652039325
1739209821.5138385;-32.816014438256545
1739209821.5138438;-26.991370085610736
1739209821.5138493;-38.13080360867914
1739209821.5138545;-45.120503652039325
1739209821.5138597;-33.981070128970906
1739209821.513865;-32.816014438256545
1739209821.5138702;-45.120503652039325
1739209821.5138755;-45.120503652039325
1739209821.5138807;-45.120503652039325
1739209821.513886;-38.13080360867914
1739209821.5138912;-45.120503652039325
1739209821.5138967;-45.120503652039325
1739209821.513902;-38.13080360867914
1739209821.5139072;-35.57807855764607
1739209821.5139124;-45.120503652039325
1739209821.5139177;-45.120503652039325
1739209821.513923;-33.981070128970906
1739209821.5139282;-27.8777449560314
1739209821.5139334;-35.57807855764607
1739209821.5139387;-38.13080360867914
1739209821.5139441;-38.13080360867914
1739209821.5139494;-45.120503652039325
1739209821.5139546;-38.13080360867914
1739209821.51396;-38.13080360867914
1739209821.5139651;-45.120503652039325
1739209821.5139704;-45.120503652039325
1739209821.5139756;-45.120503652039325
1739209821.5139809;-38.13080360867914
1739209821.513986;-38.13080360867914
1739209821.5139914;-45.120503652039325
1739209821.5139968;-45.120503652039325
1739209821.514002;-38.13080360867914
1739209821.5140073;-38.13080360867914
1739209821.5140126;-45.120503652039325
1739209821.5140178;-38.13080360867914
1739209821.514023;-35.57807855764607
1739209821.5140283;-38.13080360867914
1739209821.5140336;-45.120503652039325
1739209821.5140388;-38.13080360867914
1739209821.5140443;-35.57807855764607
1739209821.5140495;-38.13080360867914
1739209821.5140548;-35.57807855764607
1739209821.51406;-38.13080360867914
1739209821.5140653;-35.57807855764607
1739209821.5140705;-38.13080360867914
1739209821.5140758;-45.120503652039325
1739209821.514081;-38.13080360867914
1739209821.5140862;-38.13080360867914
1739209821.5140917;-45.120503652039325
1739209821.514097;-45.120503652039325
1739209821.5141022;-45.120503652039325
1739209821.5141075;-38.13080360867914
1739209821.5141127;-38.13080360867914
1739209821.514118;-45.120503652039325
1739209821.5141232;-38.13080360867914
1739209821.5141284;-38.13080360867914
1739209821.5141337;-38.13080360867914
1739209821.514139;-33.981070128970906
1739209821.5141444;-33.981070128970906
1739209821.5141497;-38.13080360867914
1739209821.514155;-45.120503652039325
1739209821.5141602;-45.120503652039325
1739209821.5141654;-35.57807855764607
1739209821.5141706;-38.13080360867914
1739209821.514176;-45.120503652039325
1739209821.5141811;-38.13080360867914
1739209821.5141864;-45.120503652039325
1739209821.5141919;-45.120503652039325
1739209821.514197;-38.13080360867914
1739209821.5142024;-32.816014438256545
1739209821.5142076;-45.120503652039325
1739209821.5142128;-38.13080360867914
1739209821.514218;-35.57807855764607
1739209821.5142233;-45.120503652039325
1739209821.5142286;-33.981070128970906
1739209821.5142338;-45.120503652039325
1739209821.5142393;-33.981070128970906
1739209821.5142446;-45.120503652039325
1739209821.5142498;-45.120503652039325
1739209821.514255;-45.120503652039325
1739209821.5142603;-45.120503652039325
1739209821.5142655;-38.13080360867914
1739209821.5142708;-33.981070128970906
1739209821.514276;-45.120503652039325
1739209821.5142813;-45.120503652039325
1739209821.5142865;-38.13080360867914
1739209821.514292;-38.13080360867914
1739209821.5142972;-45.120503652039325
1739209821.5143025;-45.120503652039325
1739209821.5143077;-38.13080360867914
1739209821.514313;-38.13080360867914
1739209821.5143182;-45.120503652039325
1739209821.5143235;-38.13080360867914
1739209821.5143287;-45.120503652039325
1739209821.514334;-38.13080360867914
1739209821.5143394;-45.120503652039325
1739209821.5143447;-45.120503652039325
1739209821.51435;-45.120503652039325
1739209821.5143552;-45.120503652039325
1739209821.5143604;-45.120503652039325
1739209821.5143657;-45.120503652039325
1739209821.514371;-45.120503652039325
1739209821.5143762;-33.981070128970906
1739209821.5143814;-38.13080360867914
1739209821.514387;-45.120503652039325
1739209821.5143921;-45.120503652039325
1739209821.5143974;-28.992665084841942
1739209821.5144026;-35.57807855764607
1739209821.5144079;-38.13080360867914
1739209821.514413;-45.120503652039325
1739209821.5144184;-38.13080360867914
1739209821.5144236;-38.13080360867914
1739209821.5144289;-45.120503652039325
1739209821.514434;-45.120503652039325
1739209821.5144396;-35.57807855764607
1739209821.5144448;-38.13080360867914
1739209821.51445;-38.13080360867914
1739209821.5144553;-45.120503652039325
1739209821.5144606;-45.120503652039325
1739209821.5144658;-45.120503652039325
1739209821.514471;-38.13080360867914
1739209821.5144763;-45.120503652039325
1739209821.5144815;-28.992665084841942
1739209821.514487;-32.816014438256545
1739209821.5144923;-45.120503652039325
1739209821.5144975;-45.120503652039325
1739209821.5145028;-33.981070128970906
1739209821.514508;-45.120503652039325
1739209821.5145133;-45.120503652039325
1739209821.5145185;-45.120503652039325
1739209821.5145237;-45.120503652039325
1739209821.514529;-38.13080360867914
1739209821.5145345;-45.120503652039325
1739209821.5145397;-45.120503652039325
1739209821.514545;-38.13080360867914
1739209821.5145502;-38.13080360867914
1739209821.5145555;-38.13080360867914
1739209821.5145607;-45.120503652039325
1739209821.514566;-38.13080360867914
1739209821.5145712;-45.120503652039325
1739209821.5145764;-38.13080360867914
1739209821.5145817;-45.120503652039325
1739209821.5145872;-45.120503652039325
1739209821.5145924;-33.981070128970906
1739209821.5145977;-38.13080360867914
1739209821.514603;-45.120503652039325
1739209821.5146081;-28.992665084841942
1739209821.5146134;-30.49652367304973
1739209821.5146186;-45.120503652039325
1739209821.5146239;-45.120503652039325
1739209821.5146291;-35.57807855764607
1739209821.5146346;-38.13080360867914
1739209821.5146399;-45.120503652039325
