CAN Message; 0x1bb:0000bbe6c8d7a90e
1739209586.9489672;-38.13080360867914
1739209586.9489748;-45.120503652039325
1739209586.9489822;-38.13080360867914
1739209586.9489896;-45.120503652039325
1739209586.948997;-45.120503652039325
1739209586.9490044;-45.120503652039325
1739209586.9490118;-38.13080360867914
1739209586.9490194;-45.120503652039325
1739209586.9490268;-45.120503652039325
1739209586.9490342;-38.13080360867914
1739209586.9490416;-35.57807855764607
1739209586.949049;-45.120503652039325
1739209586.9490564;-45.120503652039325
1739209586.949064;-45.120503652039325
1739209586.9490714;-35.57807855764607
1739209586.9490788;-33.981070128970906
1739209586.9490862;-45.120503652039325
1739209586.9490936;-45.120503652039325
1739209586.949101;-38.13080360867914
1739209586.9491086;-38.13080360867914
1739209586.949116;-45.120503652039325
1739209586.9491234;-45.120503652039325
1739209586.9491308;-38.13080360867914
1739209586.9491382;-45.120503652039325
1739209586.9491456;-45.120503652039325
1739209586.9491532;-32.816014438256545
1739209586.9491606;-35.57807855764607
1739209586.949168;-45.120503652039325
1739209586.9491754;-38.13080360867914
1739209586.9491827;-31.141103565318893
1739209586.9491901;-38.13080360867914
1739209586.9491978;-38.13080360867914
1739209586.9492052;-45.120503652039325
1739209586.9492126;-45.120503652039325
1739209586.94922;-45.120503652039325
1739209586.9492273;-29.438486411369333
1739209586.9492347;-33.981070128970906
1739209586.9492424;-45.120503652039325
1739209586.9492497;-38.13080360867914
1739209586.9492571;-45.120503652039325
1739209586.9492645;-45.120503652039325
1739209586.949272;-38.13080360867914
1739209586.9492793;-38.13080360867914
1739209586.949287;-38.13080360867914
1739209586.9492943;-38.13080360867914
1739209586.9493017;-35.57807855764607
1739209586.949309;-38.13080360867914
1739209586.9493165;-35.57807855764607
1739209586.949324;-45.120503652039325
1739209586.9493315;-38.13080360867914
1739209586.949339;-38.13080360867914
1739209586.9493463;-27.8777449560314
1739209586.9493537;-31.141103565318915
1739209586.949361;-45.120503652039325
1739209586.9493685;-38.13080360867914
1739209586.949376;-38.13080360867914
1739209586.9493835;-35.57807855764607
1739209586.949391;-38.13080360867914
1739209586.9493983;-38.13080360867914
1739209586.9494057;-33.981070128970956
1739209586.949413;-31.141103565318943
1739209586.9494207;-33.981070128970906
1739209586.949428;-45.120503652039325
1739209586.9494355;-45.120503652039325
1739209586.9494429;-45.120503652039325
1739209586.9494503;-38.13080360867914
1739209586.9494576;-38.13080360867914
1739209586.9494653;-30.49652367304973
1739209586.9494727;-31.141103565318915
1739209586.94948;-45.120503652039325
1739209586.9494874;-35.57807855764607
1739209586.9494948;-32.816014438256545
1739209586.9495022;-33.981070128970906
1739209586.9495099;-45.120503652039325
1739209586.9495173;-45.120503652039325
1739209586.9495246;-38.13080360867914
1739209586.949532;-38.13080360867914
1739209586.9495394;-38.13080360867914
1739209586.9495468;-35.57807855764607
1739209586.9495544;-38.13080360867914
1739209586.9495618;-38.13080360867914
1739209586.9495692;-35.57807855764607
1739209586.9495766;-38.13080360867914
1739209586.949584;-38.13080360867914
1739209586.9495914;-35.57807855764607
1739209586.949599;-38.13080360867914
1739209586.9496064;-45.120503652039325
1739209586.9496138;-38.13080360867914
1739209586.9496212;-38.13080360867914
1739209586.9496286;-45.120503652039325
1739209586.949636;-33.981070128970906
1739209586.9496436;-38.13080360867914
1739209586.949651;-33.981070128970906
1739209586.9496584;-45.120503652039325
1739209586.9496658;-38.13080360867914
1739209586.9496732;-35.57807855764607
1739209586.9496806;-38.13080360867914
1739209586.9496882;-45.120503652039325
1739209586.9496956;-45.120503652039325
1739209586.949703;-45.120503652039325
1739209586.9497104;-32.816014438256545
1739209586.9497178;-35.57807855764607
1739209586.9497252;-38.13080360867914
1739209586.9497328;-45.120503652039325
1739209586.9497402;-38.13080360867914
1739209586.9497476;-35.57807855764607
1739209586.949755;-45.120503652039325
1739209586.9497623;-38.13080360867914
1739209586.9497697;-28.992665084841942
1739209586.9497774;-45.120503652039325
1739209586.9497848;-38.13080360867914
1739209586.9497921;-38.13080360867914
1739209586.9497995;-33.981070128970906
1739209586.949807;-45.120503652039325
1739209586.9498143;-38.13080360867914
1739209586.949822;-38.13080360867914
1739209586.9498293;-28.58837851428586
1739209586.9498367;-38.13080360867914
1739209586.9498441;-45.120503652039325
1739209586.9498515;-45.120503652039325
1739209586.949859;-38.13080360867914
1739209586.9498665;-35.57807855764607
1739209586.949874;-38.13080360867914
1739209586.9498813;-45.120503652039325
1739209586.9498887;-33.981070128970906
1739209586.949896;-32.816014438256545
1739209586.9499035;-45.120503652039325
1739209586.949911;-38.13080360867914
1739209586.9499185;-38.13080360867914
1739209586.949926;-38.13080360867914
1739209586.9499333;-38.13080360867914
1739209586.9499407;-38.13080360867914
1739209586.949948;-28.992665084841942
1739209586.9499557;-33.981070128970906
1739209586.949963;-38.13080360867914
1739209586.9499705;-45.120503652039325
1739209586.9499779;-45.120503652039325
1739209586.9499853;-45.120503652039325
1739209586.9499927;-45.120503652039325
1739209586.9500003;-45.120503652039325
1739209586.9500077;-45.120503652039325
1739209586.950015;-38.13080360867914
1739209586.9500225;-38.13080360867914
1739209586.9500299;-45.120503652039325
1739209586.9500372;-38.13080360867914
1739209586.9500449;-35.57807855764607
1739209586.9500523;-38.13080360867914
1739209586.9500597;-45.120503652039325
1739209586.950067;-45.120503652039325
1739209586.9500744;-45.120503652039325
1739209586.9500818;-38.13080360867914
1739209586.9500895;-35.57807855764607
1739209586.9500968;-38.13080360867914
1739209586.9501042;-45.120503652039325
1739209586.9501116;-33.981070128970906
1739209586.950119;-38.13080360867914
1739209586.9501264;-38.13080360867914
1739209586.950134;-32.816014438256545
1739209586.9501414;-38.13080360867914
1739209586.9501488;-38.13080360867914
1739209586.9501562;-35.57807855764607
1739209586.9501636;-35.57807855764607
1739209586.950171;-38.13080360867914
1739209586.9501786;-38.13080360867914
1739209586.950186;-31.141103565318915
1739209586.9501934;-38.13080360867914
1739209586.9502008;-33.981070128970906
1739209586.9502082;-45.120503652039325
1739209586.9502156;-45.120503652039325
1739209586.9502232;-45.120503652039325
1739209586.9502306;-45.120503652039325
1739209586.950238;-38.13080360867914
1739209586.9502454;-38.13080360867914
1739209586.9502528;-38.13080360867914
1739209586.9502602;-45.120503652039325
1739209586.9502678;-45.120503652039325
1739209586.9502752;-33.981070128970906
1739209586.9502826;-38.13080360867914
1739209586.95029;-45.120503652039325
1739209586.9502974;-45.120503652039325
1739209586.9503047;-45.120503652039325
1739209586.9503124;-38.13080360867914
1739209586.9503198;-38.13080360867914
1739209586.9503272;-38.13080360867914
1739209586.9503345;-45.120503652039325
1739209586.950342;-33.981070128970906
1739209586.9503493;-35.57807855764607
1739209586.950357;-38.13080360867914
1739209586.9503644;-35.57807855764607
1739209586.9503717;-38.13080360867914
1739209586.9503791;-38.13080360867914
1739209586.9503865;-38.13080360867914
1739209586.950394;-45.120503652039325
1739209586.9504015;-38.13080360867914
1739209586.950409;-45.120503652039325
1739209586.9504163;-38.13080360867914
1739209586.9504237;-45.120503652039325
1739209586.950431;-45.120503652039325
1739209586.9504385;-38.13080360867914
1739209586.9504461;-45.120503652039325
1739209586.9504535;-45.120503652039325
1739209586.950461;-33.981070128970906
1739209586.9504683;-33.981070128970906
1739209586.9504757;-45.120503652039325
1739209586.950483;-33.981070128970906
1739209586.9504907;-35.57807855764607
1739209586.950498;-38.13080360867914
1739209586.9505055;-35.57807855764607
1739209586.950513;-38.13080360867914
1739209586.9505203;-38.13080360867914
1739209586.9505277;-38.13080360867914
1739209586.9505353;-45.120503652039325
1739209586.9505427;-38.13080360867914
1739209586.95055;-35.57807855764607
1739209586.9505575;-38.13080360867914
1739209586.9505649;-45.120503652039325
1739209586.9505723;-38.13080360867914
1739209586.95058;-35.57807855764607
1739209586.9505873;-33.981070128970906
1739209586.9505947;-45.120503652039325
1739209586.950602;-45.120503652039325
1739209586.9506094;-38.13080360867914
1739209586.9506168;-45.120503652039325
1739209586.9506245;-45.120503652039325
1739209586.9506319;-38.13080360867914
1739209586.9506392;-45.120503652039325
1739209586.9506466;-45.120503652039325
1739209586.950654;-45.120503652039325
1739209586.9506614;-38.13080360867914
1739209586.9506688;-38.13080360867914
1739209586.9506764;-45.120503652039325
1739209586.9506838;-45.120503652039325
1739209586.9506912;-45.120503652039325
1739209586.9506986;-35.57807855764607
1739209586.950706;-45.120503652039325
1739209586.9507134;-45.120503652039325
1739209586.950721;-45.120503652039325
1739209586.9507284;-38.13080360867914
1739209586.9507358;-33.981070128970906
1739209586.9507432;-35.57807855764607
1739209586.9507506;-35.57807855764607
1739209586.950758;-45.120503652039325
1739209586.9507656;-38.13080360867914
1739209586.950773;-32.816014438256545
1739209586.9507804;-45.120503652039325
1739209586.9507878;-38.13080360867914
1739209586.9507952;-38.13080360867914
1739209586.9508026;-45.120503652039325
1739209586.9508102;-38.13080360867914
1739209586.9508176;-35.57807855764607
1739209586.950825;-38.13080360867914
1739209586.9508324;-45.120503652039325
1739209586.9508398;-38.13080360867914
1739209586.9508471;-35.57807855764607
1739209586.9508548;-31.141103565318915
1739209586.9508622;-38.13080360867914
1739209586.9508696;-45.120503652039325
1739209586.950877;-45.120503652039325
1739209586.9508843;-38.13080360867914
1739209586.9508917;-35.57807855764607
1739209586.9508994;-33.981070128970906
1739209586.9509068;-45.120503652039325
1739209586.9509141;-38.13080360867914
1739209586.9509215;-45.120503652039325
1739209586.950929;-45.120503652039325
1739209586.9509363;-38.13080360867914
1739209586.950944;-38.13080360867914
1739209586.9509513;-38.13080360867914
1739209586.9509587;-38.13080360867914
1739209586.9509661;-32.816014438256545
1739209586.9509735;-31.141103565318915
1739209586.950981;-45.120503652039325
1739209586.9509885;-38.13080360867914
1739209586.950996;-35.57807855764607
1739209586.9510033;-33.981070128970906
1739209586.9510107;-45.120503652039325
1739209586.951018;-45.120503652039325
1739209586.9510255;-45.120503652039325
1739209586.951033;-38.13080360867914
1739209586.9510405;-35.57807855764607
1739209586.951048;-38.13080360867914
1739209586.9510553;-35.57807855764607
1739209586.9510627;-38.13080360867914
1739209586.95107;-45.120503652039325
1739209586.9510777;-45.120503652039325
1739209586.951085;-38.13080360867914
1739209586.9510925;-45.120503652039325
1739209586.9510999;-45.120503652039325
1739209586.9511073;-45.120503652039325
1739209586.9511147;-38.13080360867914
1739209586.9511223;-38.13080360867914
1739209586.9511297;-45.120503652039325
1739209586.951137;-38.13080360867914
1739209586.9511445;-38.13080360867914
1739209586.9511518;-45.120503652039325
1739209586.9511592;-45.120503652039325
1739209586.9511669;-45.120503652039325
1739209586.9511743;-45.120503652039325
1739209586.9511817;-45.120503652039325
1739209586.951189;-38.13080360867914
1739209586.9511964;-38.13080360867914
1739209586.9512038;-45.120503652039325
1739209586.9512115;-38.13080360867914
1739209586.9512188;-35.57807855764607
1739209586.9512262;-38.13080360867914
1739209586.9512336;-45.120503652039325
1739209586.951241;-38.13080360867914
1739209586.9512484;-45.120503652039325
1739209586.951256;-45.120503652039325
1739209586.9512634;-45.120503652039325
1739209586.9512708;-33.981070128970906
1739209586.9512782;-45.120503652039325
1739209586.9512856;-38.13080360867914
1739209586.951293;-38.13080360867914
1739209586.9513006;-38.13080360867914
1739209586.951308;-38.13080360867914
1739209586.9513154;-38.13080360867914
1739209586.9513228;-45.120503652039325
1739209586.9513302;-33.981070128970906
1739209586.9513376;-33.981070128970906
1739209586.9513452;-45.120503652039325
1739209586.9513526;-45.120503652039325
1739209586.95136;-38.13080360867914
1739209586.9513674;-45.120503652039325
1739209586.9513748;-38.13080360867914
1739209586.9513822;-38.13080360867914
1739209586.9513898;-35.57807855764607
1739209586.9513972;-38.13080360867914
1739209586.9514046;-33.981070128970906
1739209586.951412;-35.57807855764607
1739209586.9514194;-38.13080360867914
1739209586.9514267;-45.120503652039325
1739209586.9514344;-38.13080360867914
1739209586.9514418;-38.13080360867914
1739209586.9514492;-31.141103565318915
1739209586.9514565;-31.141103565318915
1739209586.951464;-38.13080360867914
1739209586.9514713;-35.57807855764607
1739209586.951479;-35.57807855764607
1739209586.9514863;-35.57807855764607
1739209586.9514937;-38.13080360867914
1739209586.9515011;-45.120503652039325
1739209586.9515085;-38.13080360867914
1739209586.951516;-45.120503652039325
1739209586.9515235;-35.57807855764607
1739209586.951531;-45.120503652039325
1739209586.9515383;-45.120503652039325
1739209586.9515457;-38.13080360867914
1739209586.951553;-35.57807855764607
1739209586.9515605;-45.120503652039325
1739209586.9515681;-33.981070128970906
1739209586.9515755;-31.141103565318915
1739209586.951583;-38.13080360867914
1739209586.9515903;-45.120503652039325
1739209586.9515977;-38.13080360867914
1739209586.951605;-38.13080360867914
1739209586.9516127;-45.120503652039325
1739209586.95162;-38.13080360867914
1739209586.9516275;-45.120503652039325
1739209586.951635;-45.120503652039325
1739209586.9516423;-45.120503652039325
1739209586.9516497;-38.13080360867914
1739209586.9516573;-45.120503652039325
1739209586.9516647;-45.120503652039325
1739209586.951672;-45.120503652039325
1739209586.9516795;-38.13080360867914
1739209586.9516869;-38.13080360867914
1739209586.9516943;-38.13080360867914
1739209586.9517019;-35.57807855764607
1739209586.9517093;-32.816014438256545
1739209586.9517167;-35.57807855764607
1739209586.951724;-33.981070128970906
1739209586.9517314;-38.13080360867914
1739209586.9517388;-45.120503652039325
1739209586.9517465;-45.120503652039325
1739209586.9517539;-45.120503652039325
1739209586.9517612;-45.120503652039325
1739209586.9517686;-45.120503652039325
1739209586.951776;-45.120503652039325
1739209586.9517834;-38.13080360867914
1739209586.951791;-45.120503652039325
1739209586.9517984;-45.120503652039325
1739209586.9518058;-45.120503652039325
1739209586.9518132;-45.120503652039325
1739209586.9518206;-38.13080360867914
1739209586.951828;-35.57807855764607
1739209586.9518356;-38.13080360867914
1739209586.951843;-45.120503652039325
1739209586.9518504;-38.13080360867914
1739209586.9518578;-35.57807855764607
1739209586.9518652;-38.13080360867914
1739209586.9518726;-31.141103565318893
1739209586.9518802;-35.57807855764607
1739209586.9518876;-45.120503652039325
1739209586.951895;-45.120503652039325
1739209586.9519024;-35.57807855764607
1739209586.9519098;-38.13080360867914
1739209586.9519172;-45.120503652039325
1739209586.9519248;-38.13080360867914
1739209586.9519322;-38.13080360867914
1739209586.9519396;-45.120503652039325
1739209586.951947;-45.120503652039325
1739209586.9519544;-45.120503652039325
1739209586.9519618;-45.120503652039325
1739209586.9519694;-45.120503652039325
1739209586.9519768;-38.13080360867914
1739209586.9519842;-38.13080360867914
1739209586.9519916;-29.438486411369333
1739209586.951999;-33.981070128970906
1739209586.9520063;-38.13080360867914
1739209586.952014;-38.13080360867914
1739209586.9520214;-32.816014438256545
1739209586.9520288;-45.120503652039325
1739209586.9520361;-38.13080360867914
1739209586.9520435;-38.13080360867914
1739209586.952051;-45.120503652039325
1739209586.9520586;-45.120503652039325
1739209586.952066;-45.120503652039325
1739209586.9520733;-45.120503652039325
1739209586.9520807;-45.120503652039325
1739209586.952088;-38.13080360867914
1739209586.9520955;-45.120503652039325
1739209586.9521031;-45.120503652039325
1739209586.9521105;-29.438486411369333
1739209586.952118;-32.816014438256545
1739209586.9521253;-38.13080360867914
1739209586.9521327;-33.981070128970906
1739209586.95214;-45.120503652039325
1739209586.9521477;-45.120503652039325
1739209586.952155;-45.120503652039325
1739209586.9521625;-35.57807855764607
1739209586.95217;-38.13080360867914
1739209586.9521773;-45.120503652039325
1739209586.9521847;-45.120503652039325
1739209586.9521923;-45.120503652039325
1739209586.9521997;-38.13080360867914
1739209586.952207;-38.13080360867914
1739209586.9522145;-45.120503652039325
1739209586.9522219;-38.13080360867914
1739209586.9522293;-35.57807855764607
1739209586.952237;-38.13080360867914
1739209586.9522443;-45.120503652039325
1739209586.9522517;-45.120503652039325
1739209586.952259;-45.120503652039325
1739209586.9522665;-45.120503652039325
1739209586.9522738;-45.120503652039325
1739209586.9522815;-45.120503652039325
1739209586.9522889;-45.120503652039325
1739209586.9522963;-38.13080360867914
1739209586.9523036;-38.13080360867914
1739209586.952311;-38.13080360867914
1739209586.9523184;-45.120503652039325
1739209586.952326;-38.13080360867914
1739209586.9523335;-38.13080360867914
1739209586.9523408;-38.13080360867914
1739209586.9523482;-45.120503652039325
1739209586.9523556;-45.120503652039325
1739209586.952363;-38.13080360867914
1739209586.9523706;-45.120503652039325
1739209586.952378;-35.57807855764607
1739209586.9523854;-38.13080360867914
1739209586.9523928;-45.120503652039325
1739209586.9524002;-38.13080360867914
1739209586.9524076;-35.57807855764607
1739209586.9524152;-38.13080360867914
1739209586.9524226;-32.816014438256545
1739209586.95243;-45.120503652039325
1739209586.9524374;-38.13080360867914
1739209586.9524448;-38.13080360867914
1739209586.9524522;-38.13080360867914
1739209586.9524598;-38.13080360867914
1739209586.9524672;-45.120503652039325
1739209586.9524746;-38.13080360867914
1739209586.952482;-45.120503652039325
1739209586.9524894;-38.13080360867914
1739209586.9524968;-45.120503652039325
1739209586.9525044;-45.120503652039325
1739209586.9525118;-29.438486411369333
1739209586.9525192;-38.13080360867914
1739209586.9525266;-32.816014438256545
1739209586.952534;-31.141103565318915
1739209586.9525414;-35.57807855764607
1739209586.952549;-35.57807855764607
1739209586.9525564;-45.120503652039325
1739209586.9525638;-33.981070128970906
1739209586.9525712;-35.57807855764607
1739209586.9525785;-33.981070128970906
1739209586.952586;-45.120503652039325
1739209586.9525933;-38.13080360867914
1739209586.952601;-38.13080360867914
1739209586.9526083;-38.13080360867914
1739209586.9526157;-38.13080360867914
1739209586.9526231;-38.13080360867914
1739209586.9526305;-38.13080360867914
1739209586.952638;-38.13080360867914
1739209586.9526455;-38.13080360867914
1739209586.952653;-33.981070128970906
1739209586.9526603;-45.120503652039325
1739209586.9526677;-38.13080360867914
