CAN Message; 0x1b8:0100402150defbc7
1739209790.8204415;-30.49652367304973
1739209790.8204453;-31.141103565318893
1739209790.8204489;-45.120503652039325
1739209790.8204527;-45.120503652039325
1739209790.8204565;-38.13080360867914
1739209790.82046;-45.120503652039325
1739209790.820464;-45.120503652039325
1739209790.8204675;-45.120503652039325
1739209790.8204713;-45.120503652039325
1739209790.8204749;-38.13080360867914
1739209790.8204787;-38.13080360867914
1739209790.8204825;-45.120503652039325
1739209790.820486;-33.981070128970906
1739209790.82049;-38.13080360867914
1739209790.8204935;-38.13080360867914
1739209790.8204973;-45.120503652039325
1739209790.820501;-38.13080360867914
1739209790.8205047;-38.13080360867914
1739209790.8205085;-35.57807855764607
1739209790.820512;-38.13080360867914
1739209790.8205159;-45.120503652039325
1739209790.8205194;-33.981070128970906
1739209790.8205233;-38.13080360867914
1739209790.820527;-45.120503652039325
1739209790.8205307;-32.816014438256545
1739209790.8205345;-32.816014438256545
1739209790.820538;-38.13080360867914
1739209790.8205419;-45.120503652039325
1739209790.8205454;-32.816014438256545
1739209790.8205492;-35.57807855764607
1739209790.820553;-45.120503652039325
1739209790.8205566;-35.57807855764607
1739209790.8205605;-38.13080360867914
1739209790.820564;-38.13080360867914
1739209790.8205678;-45.120503652039325
1739209790.8205714;-45.120503652039325
1739209790.8205752;-45.120503652039325
1739209790.820579;-45.120503652039325
1739209790.8205826;-35.57807855764607
1739209790.8205864;-38.13080360867914
1739209790.82059;-45.120503652039325
1739209790.8205938;-35.57807855764607
1739209790.8205974;-38.13080360867914
1739209790.8206012;-45.120503652039325
1739209790.820605;-45.120503652039325
1739209790.8206086;-45.120503652039325
1739209790.8206124;-38.13080360867914
1739209790.820616;-38.13080360867914
1739209790.8206198;-33.981070128970906
1739209790.8206236;-38.13080360867914
1739209790.8206272;-38.13080360867914
1739209790.820631;-38.13080360867914
1739209790.8206346;-38.13080360867914
1739209790.8206384;-35.57807855764607
1739209790.820642;-38.13080360867914
1739209790.8206458;-33.981070128970906
1739209790.8206496;-45.120503652039325
1739209790.8206532;-38.13080360867914
1739209790.820657;-38.13080360867914
1739209790.8206606;-45.120503652039325
1739209790.8206644;-38.13080360867914
1739209790.820668;-45.120503652039325
1739209790.8206718;-32.816014438256545
1739209790.8206756;-38.13080360867914
1739209790.8206792;-45.120503652039325
1739209790.820683;-38.13080360867914
1739209790.8206866;-38.13080360867914
1739209790.8206904;-45.120503652039325
1739209790.820694;-45.120503652039325
1739209790.8206978;-38.13080360867914
1739209790.8207016;-45.120503652039325
1739209790.8207052;-45.120503652039325
1739209790.820709;-33.981070128970906
1739209790.8207126;-45.120503652039325
1739209790.8207164;-35.57807855764607
1739209790.8207202;-35.57807855764607
1739209790.8207238;-38.13080360867914
1739209790.8207276;-32.816014438256545
1739209790.8207312;-38.13080360867914
1739209790.820735;-45.120503652039325
1739209790.8207386;-33.981070128970906
1739209790.8207424;-33.981070128970906
1739209790.8207462;-32.816014438256545
1739209790.8207498;-45.120503652039325
1739209790.8207536;-38.13080360867914
1739209790.8207572;-38.13080360867914
1739209790.820761;-38.13080360867914
1739209790.8207645;-38.13080360867914
1739209790.8207684;-38.13080360867914
1739209790.8207722;-33.981070128970906
1739209790.8207757;-31.141103565318915
1739209790.8207796;-45.120503652039325
1739209790.8207831;-45.120503652039325
1739209790.820787;-33.981070128970906
1739209790.8207905;-38.13080360867914
1739209790.8207943;-45.120503652039325
1739209790.8207982;-33.981070128970906
1739209790.8208017;-32.816014438256545
1739209790.8208055;-38.13080360867914
1739209790.8208091;-45.120503652039325
1739209790.820813;-38.13080360867914
1739209790.8208165;-35.57807855764607
1739209790.8208203;-38.13080360867914
1739209790.8208241;-45.120503652039325
1739209790.8208277;-45.120503652039325
1739209790.8208315;-33.981070128970906
1739209790.820835;-30.49652367304973
1739209790.820839;-35.57807855764607
1739209790.8208427;-38.13080360867914
1739209790.8208463;-33.981070128970906
1739209790.8208501;-33.981070128970906
1739209790.8208537;-38.13080360867914
1739209790.8208575;-38.13080360867914
1739209790.820861;-33.981070128970906
1739209790.820865;-28.992665084841942
1739209790.8208687;-45.120503652039325
1739209790.8208723;-45.120503652039325
1739209790.8208761;-38.13080360867914
1739209790.8208797;-38.13080360867914
1739209790.8208835;-33.981070128970906
1739209790.820887;-45.120503652039325
1739209790.820891;-38.13080360867914
1739209790.8208947;-33.981070128970906
1739209790.8208983;-32.816014438256545
1739209790.820902;-38.13080360867914
1739209790.8209057;-45.120503652039325
1739209790.8209095;-35.57807855764607
1739209790.820913;-35.57807855764607
1739209790.820917;-45.120503652039325
1739209790.8209207;-38.13080360867914
1739209790.8209243;-28.992665084841942
1739209790.820928;-38.13080360867914
1739209790.8209317;-45.120503652039325
1739209790.8209355;-38.13080360867914
1739209790.820939;-45.120503652039325
1739209790.8209429;-33.981070128970906
1739209790.8209467;-38.13080360867914
1739209790.8209503;-38.13080360867914
1739209790.820954;-45.120503652039325
1739209790.8209577;-38.13080360867914
1739209790.8209615;-38.13080360867914
1739209790.8209653;-45.120503652039325
1739209790.8209689;-38.13080360867914
1739209790.8209727;-45.120503652039325
1739209790.8209763;-38.13080360867914
1739209790.82098;-38.13080360867914
1739209790.8209836;-38.13080360867914
1739209790.8209875;-35.57807855764607
1739209790.8209913;-45.120503652039325
1739209790.8209949;-45.120503652039325
1739209790.8209987;-38.13080360867914
1739209790.8210022;-32.816014438256545
1739209790.821006;-45.120503652039325
1739209790.8210096;-45.120503652039325
1739209790.8210135;-33.981070128970906
1739209790.8210173;-35.57807855764607
1739209790.8210208;-38.13080360867914
1739209790.8210247;-35.57807855764607
1739209790.8210282;-45.120503652039325
1739209790.821032;-45.120503652039325
1739209790.8210356;-45.120503652039325
1739209790.8210394;-45.120503652039325
1739209790.8210433;-45.120503652039325
1739209790.8210468;-33.981070128970906
1739209790.8210506;-38.13080360867914
1739209790.8210542;-45.120503652039325
1739209790.821058;-32.816014438256545
1739209790.8210618;-29.438486411369333
1739209790.8210654;-45.120503652039325
1739209790.8210692;-45.120503652039325
1739209790.8210728;-38.13080360867914
1739209790.8210766;-32.816014438256545
1739209790.8210802;-45.120503652039325
1739209790.821084;-45.120503652039325
1739209790.8210878;-38.13080360867914
1739209790.8210914;-38.13080360867914
1739209790.8210952;-33.981070128970906
1739209790.8210988;-33.981070128970906
1739209790.8211026;-45.120503652039325
1739209790.8211062;-45.120503652039325
1739209790.82111;-38.13080360867914
1739209790.8211138;-38.13080360867914
1739209790.8211174;-35.57807855764607
1739209790.8211212;-45.120503652039325
1739209790.8211248;-35.57807855764607
1739209790.8211286;-45.120503652039325
1739209790.8211322;-38.13080360867914
1739209790.821136;-32.816014438256545
1739209790.8211398;-45.120503652039325
1739209790.8211434;-35.57807855764607
1739209790.8211472;-45.120503652039325
1739209790.8211508;-45.120503652039325
1739209790.8211546;-33.981070128970906
1739209790.8211582;-38.13080360867914
1739209790.821162;-38.13080360867914
1739209790.8211658;-45.120503652039325
1739209790.8211694;-38.13080360867914
1739209790.8211732;-35.57807855764607
1739209790.8211768;-45.120503652039325
1739209790.8211806;-45.120503652039325
1739209790.8211844;-45.120503652039325
1739209790.821188;-38.13080360867914
1739209790.8211918;-45.120503652039325
1739209790.8211954;-45.120503652039325
1739209790.8211992;-38.13080360867914
1739209790.8212028;-45.120503652039325
1739209790.8212066;-38.13080360867914
1739209790.8212104;-45.120503652039325
1739209790.821214;-35.57807855764607
1739209790.8212178;-35.57807855764607
1739209790.8212214;-38.13080360867914
1739209790.8212252;-26.991370085610736
1739209790.8212287;-45.120503652039325
1739209790.8212326;-38.13080360867914
1739209790.8212364;-38.13080360867914
1739209790.82124;-32.816014438256545
1739209790.8212438;-45.120503652039325
1739209790.8212473;-45.120503652039325
1739209790.8212512;-38.13080360867914
1739209790.8212547;-38.13080360867914
1739209790.8212585;-45.120503652039325
1739209790.8212624;-45.120503652039325
1739209790.821266;-45.120503652039325
1739209790.8212698;-45.120503652039325
1739209790.8212733;-45.120503652039325
1739209790.8212771;-45.120503652039325
1739209790.821281;-38.13080360867914
1739209790.8212845;-38.13080360867914
1739209790.8212883;-45.120503652039325
1739209790.821292;-45.120503652039325
1739209790.8212957;-45.120503652039325
1739209790.8212993;-45.120503652039325
1739209790.8213031;-38.13080360867914
1739209790.821307;-38.13080360867914
1739209790.8213105;-45.120503652039325
1739209790.8213143;-31.141103565318915
1739209790.821318;-35.57807855764607
1739209790.8213217;-35.57807855764607
1739209790.8213253;-38.13080360867914
1739209790.821329;-38.13080360867914
1739209790.821333;-45.120503652039325
1739209790.8213365;-45.120503652039325
1739209790.8213403;-38.13080360867914
1739209790.821344;-32.81601443825658
1739209790.8213477;-38.13080360867914
1739209790.8213513;-38.13080360867914
1739209790.821355;-38.13080360867914
1739209790.821359;-45.120503652039325
1739209790.8213625;-38.13080360867914
1739209790.8213663;-38.13080360867914
1739209790.82137;-45.120503652039325
1739209790.8213737;-33.981070128970906
1739209790.8213773;-38.13080360867914
1739209790.821381;-38.13080360867914
1739209790.821385;-38.13080360867914
1739209790.8213885;-45.120503652039325
1739209790.8213923;-33.981070128970906
1739209790.8213959;-38.13080360867914
1739209790.8213997;-45.120503652039325
1739209790.8214035;-45.120503652039325
1739209790.821407;-38.13080360867914
1739209790.821411;-38.13080360867914
1739209790.8214145;-45.120503652039325
1739209790.8214183;-45.120503652039325
1739209790.8214219;-45.120503652039325
1739209790.8214257;-45.120503652039325
1739209790.8214295;-38.13080360867914
1739209790.821433;-45.120503652039325
1739209790.821437;-45.120503652039325
1739209790.8214405;-35.57807855764607
1739209790.8214443;-38.13080360867914
1739209790.8214478;-38.13080360867914
1739209790.8214517;-45.120503652039325
1739209790.8214555;-45.120503652039325
1739209790.821459;-45.120503652039325
1739209790.8214629;-33.981070128970906
1739209790.8214664;-45.120503652039325
1739209790.8214703;-45.120503652039325
1739209790.8214738;-45.120503652039325
1739209790.8214777;-45.120503652039325
1739209790.8214815;-38.13080360867914
1739209790.821485;-45.120503652039325
1739209790.8214889;-38.13080360867914
1739209790.8214924;-45.120503652039325
1739209790.8214962;-45.120503652039325
1739209790.8215;-38.13080360867914
1739209790.8215036;-32.816014438256545
1739209790.8215075;-38.13080360867914
1739209790.821511;-38.13080360867914
1739209790.8215148;-38.13080360867914
1739209790.8215184;-45.120503652039325
1739209790.8215222;-45.120503652039325
1739209790.821526;-45.120503652039325
1739209790.8215296;-38.13080360867914
1739209790.8215334;-32.816014438256545
1739209790.821537;-38.13080360867914
1739209790.8215408;-45.120503652039325
1739209790.8215444;-45.120503652039325
1739209790.8215482;-33.981070128970906
1739209790.821552;-35.57807855764607
1739209790.8215556;-33.981070128970906
1739209790.8215594;-38.13080360867914
1739209790.821563;-45.120503652039325
1739209790.8215668;-45.120503652039325
1739209790.8215704;-32.816014438256545
1739209790.8215742;-38.13080360867914
1739209790.821578;-45.120503652039325
1739209790.8215816;-45.120503652039325
1739209790.8215854;-45.120503652039325
1739209790.821589;-38.13080360867914
1739209790.8215928;-45.120503652039325
1739209790.8215964;-45.120503652039325
1739209790.8216002;-45.120503652039325
1739209790.821604;-38.13080360867914
1739209790.8216076;-45.120503652039325
1739209790.8216114;-45.120503652039325
1739209790.821615;-33.981070128970906
1739209790.8216188;-35.57807855764607
1739209790.8216226;-45.120503652039325
1739209790.8216262;-45.120503652039325
1739209790.82163;-31.141103565318915
1739209790.8216336;-38.13080360867914
1739209790.8216374;-45.120503652039325
1739209790.821641;-45.120503652039325
1739209790.8216448;-30.49652367304973
1739209790.8216486;-31.141103565318893
1739209790.8216522;-45.120503652039325
1739209790.821656;-45.120503652039325
1739209790.8216596;-35.57807855764607
1739209790.8216634;-38.13080360867914
1739209790.821667;-45.120503652039325
1739209790.8216708;-35.57807855764607
1739209790.8216746;-38.13080360867914
1739209790.8216782;-45.120503652039325
1739209790.821682;-45.120503652039325
1739209790.8216856;-38.13080360867914
1739209790.8216894;-45.120503652039325
1739209790.821693;-38.13080360867914
1739209790.8216968;-38.13080360867914
1739209790.8217006;-45.120503652039325
1739209790.8217041;-30.49652367304973
1739209790.821708;-32.816014438256545
1739209790.8217115;-45.120503652039325
1739209790.8217154;-38.13080360867914
1739209790.821719;-38.13080360867914
1739209790.8217227;-45.120503652039325
1739209790.8217266;-45.120503652039325
1739209790.8217301;-45.120503652039325
1739209790.821734;-45.120503652039325
1739209790.8217375;-45.120503652039325
1739209790.8217413;-38.13080360867914
1739209790.8217452;-38.13080360867914
1739209790.8217487;-38.13080360867914
1739209790.8217525;-38.13080360867914
1739209790.8217561;-35.57807855764607
1739209790.82176;-35.57807855764607
1739209790.8217635;-45.120503652039325
1739209790.8217673;-45.120503652039325
1739209790.8217711;-45.120503652039325
1739209790.8217747;-38.13080360867914
1739209790.8217785;-45.120503652039325
1739209790.821782;-45.120503652039325
1739209790.821786;-45.120503652039325
1739209790.8217895;-45.120503652039325
1739209790.8217933;-32.816014438256545
1739209790.8217971;-35.57807855764607
1739209790.8218007;-35.57807855764607
1739209790.8218045;-38.13080360867914
1739209790.821808;-38.13080360867914
1739209790.821812;-38.13080360867914
1739209790.8218155;-45.120503652039325
1739209790.8218193;-35.57807855764607
1739209790.8218231;-45.120503652039325
1739209790.8218267;-38.13080360867914
1739209790.8218305;-38.13080360867914
1739209790.821834;-38.13080360867914
1739209790.821838;-38.13080360867914
1739209790.8218417;-45.120503652039325
1739209790.8218453;-45.120503652039325
1739209790.821849;-45.120503652039325
1739209790.8218527;-35.57807855764607
1739209790.8218565;-35.57807855764607
1739209790.82186;-45.120503652039325
1739209790.821864;-45.120503652039325
1739209790.8218677;-38.13080360867914
1739209790.8218713;-45.120503652039325
1739209790.821875;-45.120503652039325
1739209790.8218787;-45.120503652039325
1739209790.8218825;-38.13080360867914
1739209790.821886;-35.57807855764607
1739209790.8218899;-38.13080360867914
1739209790.8218937;-35.57807855764607
1739209790.8218973;-38.13080360867914
1739209790.821901;-38.13080360867914
1739209790.8219047;-45.120503652039325
1739209790.8219085;-38.13080360867914
1739209790.821912;-45.120503652039325
1739209790.8219159;-45.120503652039325
1739209790.8219197;-38.13080360867914
1739209790.8219233;-38.13080360867914
1739209790.821927;-38.13080360867914
1739209790.8219306;-38.13080360867914
1739209790.8219345;-38.13080360867914
1739209790.821938;-45.120503652039325
1739209790.8219419;-45.120503652039325
1739209790.8219457;-32.816014438256545
1739209790.8219492;-38.13080360867914
1739209790.821953;-45.120503652039325
1739209790.8219566;-38.13080360867914
1739209790.8219604;-45.120503652039325
1739209790.8219643;-45.120503652039325
1739209790.8219678;-38.13080360867914
1739209790.8219717;-38.13080360867914
1739209790.8219752;-45.120503652039325
1739209790.821979;-45.120503652039325
1739209790.8219826;-38.13080360867914
1739209790.8219864;-35.57807855764607
1739209790.8219903;-31.141103565318893
1739209790.8219938;-38.13080360867914
1739209790.8219976;-45.120503652039325
1739209790.8220012;-45.120503652039325
1739209790.822005;-33.981070128970906
1739209790.8220086;-33.981070128970906
1739209790.8220124;-38.13080360867914
1739209790.8220162;-45.120503652039325
1739209790.8220198;-45.120503652039325
1739209790.8220236;-38.13080360867914
1739209790.8220272;-45.120503652039325
1739209790.822031;-38.13080360867914
1739209790.8220346;-38.13080360867914
1739209790.8220384;-38.13080360867914
1739209790.8220422;-45.120503652039325
1739209790.8220458;-45.120503652039325
1739209790.8220496;-38.13080360867914
1739209790.8220532;-38.13080360867914
1739209790.822057;-32.816014438256545
1739209790.8220608;-45.120503652039325
1739209790.8220644;-45.120503652039325
1739209790.8220682;-45.120503652039325
1739209790.8220718;-38.13080360867914
1739209790.8220756;-45.120503652039325
1739209790.8220792;-35.57807855764607
1739209790.822083;-38.13080360867914
1739209790.8220868;-45.120503652039325
1739209790.8220904;-45.120503652039325
1739209790.8220942;-31.141103565318915
1739209790.8220978;-33.981070128970906
1739209790.8221016;-45.120503652039325
1739209790.8221052;-38.13080360867914
1739209790.822109;-45.120503652039325
1739209790.8221128;-38.13080360867914
1739209790.8221164;-35.57807855764607
1739209790.8221202;-38.13080360867914
1739209790.8221238;-35.57807855764607
1739209790.8221276;-31.141103565318915
1739209790.8221312;-38.13080360867914
1739209790.822135;-45.120503652039325
1739209790.8221388;-38.13080360867914
1739209790.8221424;-38.13080360867914
1739209790.8221462;-33.981070128970906
1739209790.8221498;-35.57807855764607
1739209790.8221536;-38.13080360867914
1739209790.8221571;-38.13080360867914
1739209790.822161;-45.120503652039325
1739209790.8221648;-38.13080360867914
1739209790.8221684;-45.120503652039325
1739209790.8221722;-45.120503652039325
1739209790.8221757;-45.120503652039325
1739209790.8221796;-38.13080360867914
1739209790.8221834;-33.981070128970906
1739209790.822187;-33.981070128970906
1739209790.8221908;-38.13080360867914
1739209790.8221943;-38.13080360867914
1739209790.8221982;-33.981070128970906
1739209790.8222017;-33.981070128970906
1739209790.8222055;-38.13080360867914
1739209790.8222094;-45.120503652039325
1739209790.822213;-38.13080360867914
1739209790.8222167;-31.141103565318915
1739209790.8222203;-45.120503652039325
1739209790.8222241;-38.13080360867914
1739209790.8222277;-38.13080360867914
1739209790.8222315;-45.120503652039325
1739209790.8222353;-33.981070128970906
1739209790.822239;-38.13080360867914
1739209790.8222427;-33.981070128970906
1739209790.8222463;-32.81601443825658
1739209790.8222501;-45.120503652039325
1739209790.8222537;-38.13080360867914
1739209790.8222575;-45.120503652039325
1739209790.8222613;-38.13080360867914
1739209790.822265;-45.120503652039325
1739209790.8222687;-38.13080360867914
1739209790.8222723;-35.57807855764607
1739209790.822276;-38.13080360867914
1739209790.8222797;-45.120503652039325
1739209790.8222835;-38.13080360867914
1739209790.8222873;-38.13080360867914
1739209790.822291;-38.13080360867914
1739209790.8222947;-33.981070128970906
1739209790.8222983;-45.120503652039325
1739209790.822302;-35.57807855764607
1739209790.822306;-33.981070128970906
1739209790.8223095;-38.13080360867914
1739209790.8223133;-35.57807855764607
1739209790.822317;-35.57807855764607
1739209790.8223207;-45.120503652039325
1739209790.8223243;-45.120503652039325
1739209790.822328;-38.13080360867914
1739209790.822332;-45.120503652039325
1739209790.8223355;-45.120503652039325
1739209790.8223393;-45.120503652039325
1739209790.8223429;-45.120503652039325
1739209790.8223467;-45.120503652039325
1739209790.8223503;-38.13080360867914
1739209790.822354;-38.13080360867914
1739209790.822358;-45.120503652039325
1739209790.8223615;-45.120503652039325
1739209790.8223653;-45.120503652039325
1739209790.8223689;-38.13080360867914
1739209790.8223727;-38.13080360867914
1739209790.8223763;-45.120503652039325
1739209790.82238;-38.13080360867914
1739209790.8223839;-33.981070128970906
1739209790.8223875;-45.120503652039325
1739209790.8223913;-45.120503652039325
1739209790.8223948;-45.120503652039325
1739209790.8223987;-45.120503652039325
1739209790.8224025;-33.981070128970906
1739209790.822406;-35.57807855764607
1739209790.8224099;-35.57807855764607
1739209790.8224134;-45.120503652039325
1739209790.8224173;-45.120503652039325
1739209790.8224208;-45.120503652039325
1739209790.8224247;-35.57807855764607
1739209790.8224285;-35.57807855764607
1739209790.822432;-38.13080360867914
1739209790.8224359;-35.57807855764607
1739209790.8224394;-35.57807855764607
1739209790.8224432;-35.57807855764607
1739209790.8224468;-38.13080360867914
1739209790.8224506;-35.57807855764607
1739209790.8224545;-38.13080360867914
1739209790.822458;-38.13080360867914
1739209790.8224618;-45.120503652039325
1739209790.8224654;-45.120503652039325
1739209790.8224692;-38.13080360867914
1739209790.8224728;-45.120503652039325
1739209790.8224766;-45.120503652039325
1739209790.8224804;-45.120503652039325
1739209790.822484;-45.120503652039325
1739209790.8224878;-35.57807855764607
1739209790.8224914;-45.120503652039325
1739209790.8224952;-38.13080360867914
1739209790.8224988;-38.13080360867914
1739209790.8225026;-45.120503652039325
1739209790.8225064;-38.13080360867914
1739209790.82251;-45.120503652039325
1739209790.8225138;-31.141103565318893
1739209790.8225174;-26.991370085610736
1739209790.8225212;-45.120503652039325
1739209790.822525;-45.120503652039325
1739209790.8225286;-35.57807855764607
1739209790.8225324;-38.13080360867914
1739209790.822536;-45.120503652039325
1739209790.8225398;-45.120503652039325
1739209790.8225434;-45.120503652039325
1739209790.8225472;-45.120503652039325
1739209790.822551;-45.120503652039325
1739209790.8225546;-38.13080360867914
1739209790.8225584;-38.13080360867914
1739209790.822562;-35.57807855764607
1739209790.8225658;-45.120503652039325
1739209790.8225694;-45.120503652039325
1739209790.8225732;-45.120503652039325
1739209790.822577;-38.13080360867914
1739209790.8225806;-38.13080360867914
1739209790.8225844;-38.13080360867914
1739209790.822588;-45.120503652039325
1739209790.8225918;-45.120503652039325
1739209790.8225954;-38.13080360867914
1739209790.8225992;-38.13080360867914
1739209790.822603;-35.57807855764607
1739209790.8226066;-26.487275050834715
1739209790.8226104;-45.120503652039325
1739209790.822614;-45.120503652039325
1739209790.8226178;-35.57807855764607
1739209790.8226216;-33.981070128970906
1739209790.8226252;-38.13080360867914
1739209790.822629;-45.120503652039325
1739209790.8226326;-45.120503652039325
1739209790.8226364;-45.120503652039325
1739209790.82264;-38.13080360867914
1739209790.8226438;-38.13080360867914
1739209790.8226476;-45.120503652039325
1739209790.8226511;-38.13080360867914
1739209790.822655;-35.57807855764607
1739209790.8226585;-45.120503652039325
1739209790.8226624;-45.120503652039325
1739209790.822666;-38.13080360867914
1739209790.8226697;-45.120503652039325
1739209790.8226736;-45.120503652039325
1739209790.8226771;-45.120503652039325
1739209790.822681;-45.120503652039325
1739209790.8226845;-45.120503652039325
1739209790.8226883;-38.13080360867914
1739209790.822692;-45.120503652039325
1739209790.8226957;-38.13080360867914
1739209790.8226995;-38.13080360867914
1739209790.8227031;-38.13080360867914
1739209790.822707;-45.120503652039325
1739209790.8227105;-38.13080360867914
1739209790.8227143;-33.981070128970906
1739209790.822718;-38.13080360867914
1739209790.8227217;-38.13080360867914
1739209790.8227255;-45.120503652039325
1739209790.822729;-45.120503652039325
1739209790.822733;-45.120503652039325
1739209790.8227365;-45.120503652039325
1739209790.8227403;-45.120503652039325
1739209790.8227441;-38.13080360867914
1739209790.8227477;-35.57807855764607
1739209790.8227515;-45.120503652039325
1739209790.822755;-45.120503652039325
1739209790.822759;-45.120503652039325
1739209790.8227625;-45.120503652039325
1739209790.8227663;-45.120503652039325
1739209790.82277;-45.120503652039325
1739209790.8227737;-33.981070128970906
1739209790.8227775;-38.13080360867914
1739209790.822781;-45.120503652039325
1739209790.822785;-45.120503652039325
1739209790.8227885;-38.13080360867914
1739209790.8227923;-32.816014438256545
1739209790.822796;-45.120503652039325
1739209790.8227997;-45.120503652039325
1739209790.8228035;-35.57807855764607
1739209790.822807;-38.13080360867914
1739209790.822811;-38.13080360867914
1739209790.8228145;-45.120503652039325
1739209790.8228183;-38.13080360867914
1739209790.822822;-38.13080360867914
1739209790.8228257;-38.13080360867914
1739209790.8228295;-45.120503652039325
1739209790.822833;-45.120503652039325
1739209790.8228369;-33.981070128970906
1739209790.8228407;-45.120503652039325
1739209790.8228443;-45.120503652039325
1739209790.822848;-33.981070128970906
1739209790.8228517;-45.120503652039325
1739209790.8228555;-45.120503652039325
1739209790.822859;-38.13080360867914
1739209790.8228629;-35.57807855764607
1739209790.8228667;-38.13080360867914
1739209790.8228703;-38.13080360867914
1739209790.822874;-38.13080360867914
1739209790.8228776;-38.13080360867914
1739209790.8228815;-38.13080360867914
1739209790.822885;-38.13080360867914
1739209790.8228889;-38.13080360867914
1739209790.8228927;-38.13080360867914
1739209790.8228962;-35.57807855764607
1739209790.8229;-45.120503652039325
1739209790.8229036;-38.13080360867914
