CAN Message; 0x98:0000c9d0aa270b20
1739209694.3685398;-45.120503652039325
1739209694.3685434;-38.13080360867914
1739209694.3685467;-45.120503652039325
1739209694.3685503;-45.120503652039325
1739209694.3685539;-38.13080360867914
1739209694.3685575;-45.120503652039325
1739209694.368561;-38.13080360867914
1739209694.3685646;-38.13080360867914
1739209694.368568;-38.13080360867914
1739209694.3685715;-38.13080360867914
1739209694.368575;-38.13080360867914
1739209694.3685787;-45.120503652039325
1739209694.3685822;-38.13080360867914
1739209694.3685856;-35.57807855764607
1739209694.3685892;-38.13080360867914
1739209694.3685927;-38.13080360867914
1739209694.3685963;-45.120503652039325
1739209694.3686;-45.120503652039325
1739209694.3686032;-33.981070128970906
1739209694.3686068;-38.13080360867914
1739209694.3686104;-38.13080360867914
1739209694.368614;-45.120503652039325
1739209694.3686175;-35.57807855764607
1739209694.3686209;-45.120503652039325
1739209694.3686244;-33.981070128970906
1739209694.368628;-35.57807855764607
1739209694.3686316;-45.120503652039325
1739209694.3686352;-38.13080360867914
1739209694.3686385;-32.816014438256545
1739209694.368642;-38.13080360867914
1739209694.3686457;-38.13080360867914
1739209694.3686492;-45.120503652039325
1739209694.3686528;-45.120503652039325
1739209694.3686564;-38.13080360867914
1739209694.3686597;-38.13080360867914
1739209694.3686633;-38.13080360867914
1739209694.368667;-45.120503652039325
1739209694.3686705;-45.120503652039325
1739209694.368674;-45.120503652039325
1739209694.3686774;-45.120503652039325
1739209694.368681;-35.57807855764607
1739209694.3686845;-33.981070128970906
1739209694.368688;-45.120503652039325
1739209694.3686917;-45.120503652039325
1739209694.368695;-33.981070128970906
1739209694.3686986;-32.816014438256545
1739209694.3687022;-45.120503652039325
1739209694.3687057;-38.13080360867914
1739209694.3687093;-32.816014438256545
1739209694.3687127;-33.981070128970906
1739209694.3687162;-38.13080360867914
1739209694.3687198;-38.13080360867914
1739209694.3687234;-45.120503652039325
1739209694.368727;-38.13080360867914
1739209694.3687303;-45.120503652039325
1739209694.368734;-38.13080360867914
1739209694.3687375;-38.13080360867914
1739209694.368741;-45.120503652039325
1739209694.3687446;-35.57807855764607
1739209694.3687482;-45.120503652039325
1739209694.3687515;-35.57807855764607
1739209694.368755;-35.57807855764607
1739209694.3687587;-38.13080360867914
1739209694.3687623;-38.13080360867914
1739209694.3687658;-31.141103565318915
1739209694.3687692;-28.992665084841942
1739209694.3687727;-38.13080360867914
1739209694.3687763;-32.816014438256545
1739209694.36878;-45.120503652039325
1739209694.3687835;-38.13080360867914
1739209694.3687868;-38.13080360867914
1739209694.3687904;-45.120503652039325
1739209694.368794;-45.120503652039325
1739209694.3687975;-32.81601443825658
1739209694.368801;-38.13080360867914
1739209694.3688045;-35.57807855764607
1739209694.368808;-38.13080360867914
1739209694.3688116;-45.120503652039325
1739209694.3688152;-33.981070128970906
1739209694.3688188;-45.120503652039325
1739209694.368822;-38.13080360867914
1739209694.3688257;-31.141103565318915
1739209694.3688293;-45.120503652039325
1739209694.3688328;-45.120503652039325
1739209694.3688364;-38.13080360867914
1739209694.36884;-38.13080360867914
1739209694.3688433;-35.57807855764607
1739209694.368847;-38.13080360867914
1739209694.3688505;-45.120503652039325
1739209694.368854;-38.13080360867914
1739209694.3688576;-38.13080360867914
1739209694.368861;-38.13080360867914
1739209694.3688645;-35.57807855764607
1739209694.368868;-35.57807855764607
1739209694.3688717;-45.120503652039325
1739209694.3688753;-45.120503652039325
1739209694.3688786;-35.57807855764607
1739209694.3688822;-38.13080360867914
1739209694.3688858;-45.120503652039325
1739209694.3688893;-38.13080360867914
1739209694.368893;-38.13080360867914
1739209694.3688962;-45.120503652039325
1739209694.3688998;-45.120503652039325
1739209694.3689034;-38.13080360867914
1739209694.368907;-32.816014438256545
1739209694.3689106;-31.141103565318915
1739209694.368914;-35.57807855764607
1739209694.3689175;-33.981070128970906
1739209694.368921;-33.981070128970906
1739209694.3689246;-45.120503652039325
1739209694.3689282;-45.120503652039325
1739209694.3689318;-38.13080360867914
1739209694.368935;-45.120503652039325
1739209694.3689387;-33.981070128970906
1739209694.3689423;-45.120503652039325
1739209694.3689458;-45.120503652039325
1739209694.3689494;-35.57807855764607
1739209694.3689528;-38.13080360867914
1739209694.3689563;-45.120503652039325
1739209694.36896;-45.120503652039325
1739209694.3689635;-45.120503652039325
1739209694.368967;-30.49652367304973
1739209694.3689704;-45.120503652039325
1739209694.368974;-45.120503652039325
1739209694.3689775;-38.13080360867914
1739209694.3689811;-33.981070128970906
1739209694.3689847;-38.13080360867914
1739209694.368988;-45.120503652039325
1739209694.3689916;-38.13080360867914
1739209694.3689952;-28.992665084841942
1739209694.3689988;-38.13080360867914
1739209694.3690023;-45.120503652039325
1739209694.3690057;-45.120503652039325
1739209694.3690093;-45.120503652039325
1739209694.3690128;-45.120503652039325
1739209694.3690164;-33.981070128970906
1739209694.36902;-35.57807855764607
1739209694.3690236;-38.13080360867914
1739209694.369027;-38.13080360867914
1739209694.3690305;-35.57807855764607
1739209694.369034;-45.120503652039325
1739209694.3690376;-38.13080360867914
1739209694.3690412;-38.13080360867914
1739209694.3690445;-45.120503652039325
1739209694.369048;-45.120503652039325
1739209694.3690517;-31.141103565318915
1739209694.3690553;-31.141103565318915
1739209694.3690588;-45.120503652039325
1739209694.3690622;-38.13080360867914
1739209694.3690658;-45.120503652039325
1739209694.3690693;-45.120503652039325
1739209694.369073;-45.120503652039325
1739209694.3690765;-45.120503652039325
1739209694.3690798;-45.120503652039325
1739209694.3690834;-35.57807855764607
1739209694.369087;-38.13080360867914
1739209694.3690906;-45.120503652039325
1739209694.3690941;-38.13080360867914
1739209694.3690975;-38.13080360867914
1739209694.369101;-45.120503652039325
1739209694.3691046;-38.13080360867914
1739209694.3691082;-45.120503652039325
1739209694.3691118;-38.13080360867914
1739209694.3691154;-38.13080360867914
1739209694.3691187;-38.13080360867914
1739209694.3691223;-45.120503652039325
1739209694.3691258;-33.981070128970906
1739209694.3691294;-32.816014438256545
1739209694.369133;-38.13080360867914
1739209694.3691363;-32.816014438256545
1739209694.36914;-33.981070128970906
1739209694.3691435;-45.120503652039325
1739209694.369147;-45.120503652039325
1739209694.3691506;-38.13080360867914
1739209694.369154;-45.120503652039325
1739209694.3691576;-45.120503652039325
1739209694.3691611;-35.57807855764607
1739209694.3691647;-38.13080360867914
1739209694.3691683;-45.120503652039325
1739209694.3691716;-38.13080360867914
1739209694.3691752;-35.57807855764607
1739209694.3691788;-38.13080360867914
1739209694.3691823;-38.13080360867914
1739209694.369186;-33.981070128970906
1739209694.3691893;-38.13080360867914
1739209694.3691928;-35.57807855764607
1739209694.3691964;-38.13080360867914
1739209694.3692;-38.13080360867914
1739209694.3692036;-35.57807855764607
1739209694.3692071;-38.13080360867914
1739209694.3692105;-45.120503652039325
1739209694.369214;-38.13080360867914
1739209694.3692176;-38.13080360867914
1739209694.3692212;-38.13080360867914
1739209694.3692248;-45.120503652039325
1739209694.3692281;-38.13080360867914
1739209694.3692317;-45.120503652039325
1739209694.3692353;-35.57807855764607
1739209694.3692389;-28.58837851428586
1739209694.3692424;-45.120503652039325
1739209694.3692458;-38.13080360867914
1739209694.3692493;-45.120503652039325
1739209694.369253;-31.141103565318915
1739209694.3692565;-33.981070128970906
1739209694.36926;-38.13080360867914
1739209694.3692634;-38.13080360867914
1739209694.369267;-38.13080360867914
1739209694.3692706;-32.816014438256545
1739209694.3692741;-45.120503652039325
1739209694.3692777;-38.13080360867914
1739209694.369281;-45.120503652039325
1739209694.3692846;-45.120503652039325
1739209694.3692882;-45.120503652039325
1739209694.3692918;-45.120503652039325
1739209694.3692954;-35.57807855764607
1739209694.369299;-45.120503652039325
1739209694.3693023;-38.13080360867914
1739209694.3693058;-38.13080360867914
1739209694.3693094;-33.981070128970906
1739209694.369313;-35.57807855764607
1739209694.3693166;-45.120503652039325
1739209694.36932;-45.120503652039325
1739209694.3693235;-45.120503652039325
1739209694.369327;-33.981070128970906
1739209694.3693306;-38.13080360867914
1739209694.3693342;-45.120503652039325
1739209694.3693376;-38.13080360867914
1739209694.3693411;-38.13080360867914
1739209694.3693447;-35.57807855764607
1739209694.3693483;-45.120503652039325
1739209694.3693519;-45.120503652039325
1739209694.3693552;-45.120503652039325
1739209694.3693588;-45.120503652039325
1739209694.3693624;-38.13080360867914
1739209694.369366;-38.13080360867914
1739209694.3693695;-38.13080360867914
1739209694.3693728;-38.13080360867914
1739209694.3693764;-38.13080360867914
1739209694.36938;-45.120503652039325
1739209694.3693836;-38.13080360867914
1739209694.3693871;-35.57807855764607
1739209694.3693907;-38.13080360867914
1739209694.369394;-45.120503652039325
1739209694.3693976;-33.981070128970906
1739209694.3694012;-32.816014438256545
1739209694.3694048;-33.981070128970906
1739209694.3694084;-45.120503652039325
1739209694.3694117;-38.13080360867914
1739209694.3694153;-38.13080360867914
1739209694.3694189;-33.981070128970906
1739209694.3694224;-45.120503652039325
1739209694.369426;-29.438486411369354
1739209694.3694293;-32.816014438256545
1739209694.369433;-33.981070128970906
1739209694.3694365;-45.120503652039325
1739209694.36944;-38.13080360867914
1739209694.3694437;-32.816014438256545
1739209694.369447;-33.981070128970906
1739209694.3694506;-38.13080360867914
1739209694.3694541;-28.992665084841942
1739209694.3694577;-45.120503652039325
1739209694.3694613;-38.13080360867914
1739209694.3694646;-45.120503652039325
1739209694.3694682;-33.981070128970906
1739209694.3694718;-38.13080360867914
1739209694.3694754;-45.120503652039325
1739209694.369479;-45.120503652039325
1739209694.3694825;-35.57807855764607
1739209694.3694859;-45.120503652039325
1739209694.3694894;-38.13080360867914
1739209694.369493;-45.120503652039325
1739209694.3694966;-45.120503652039325
1739209694.3695002;-45.120503652039325
1739209694.3695035;-38.13080360867914
1739209694.369507;-35.57807855764607
1739209694.3695107;-45.120503652039325
1739209694.3695142;-45.120503652039325
1739209694.3695178;-38.13080360867914
1739209694.3695211;-45.120503652039325
1739209694.3695247;-38.13080360867914
1739209694.3695283;-45.120503652039325
1739209694.3695319;-45.120503652039325
1739209694.3695354;-45.120503652039325
1739209694.3695388;-45.120503652039325
1739209694.3695424;-45.120503652039325
1739209694.369546;-45.120503652039325
1739209694.3695495;-45.120503652039325
1739209694.369553;-38.13080360867914
1739209694.3695564;-38.13080360867914
1739209694.36956;-45.120503652039325
1739209694.3695636;-45.120503652039325
1739209694.3695672;-30.49652367304973
1739209694.3695707;-45.120503652039325
1739209694.3695743;-38.13080360867914
1739209694.3695776;-35.57807855764607
1739209694.3695812;-38.13080360867914
1739209694.3695848;-45.120503652039325
1739209694.3695884;-38.13080360867914
1739209694.369592;-45.120503652039325
1739209694.3695953;-33.981070128970906
1739209694.3695989;-35.57807855764607
1739209694.3696024;-45.120503652039325
1739209694.369606;-38.13080360867914
1739209694.3696096;-38.13080360867914
1739209694.369613;-31.141103565318893
1739209694.3696165;-35.57807855764607
1739209694.36962;-45.120503652039325
1739209694.3696237;-30.49652367304973
1739209694.3696272;-33.981070128970906
1739209694.3696306;-45.120503652039325
1739209694.3696342;-45.120503652039325
1739209694.3696377;-45.120503652039325
1739209694.3696413;-45.120503652039325
1739209694.3696449;-45.120503652039325
1739209694.3696482;-45.120503652039325
1739209694.3696518;-33.981070128970906
1739209694.3696554;-38.13080360867914
1739209694.369659;-38.13080360867914
1739209694.3696625;-45.120503652039325
1739209694.369666;-38.13080360867914
1739209694.3696694;-45.120503652039325
1739209694.369673;-45.120503652039325
1739209694.3696766;-38.13080360867914
1739209694.3696802;-38.13080360867914
1739209694.3696837;-35.57807855764607
1739209694.369687;-33.981070128970906
1739209694.3696907;-38.13080360867914
1739209694.3696942;-33.981070128970906
1739209694.3696978;-45.120503652039325
1739209694.3697014;-45.120503652039325
1739209694.3697047;-45.120503652039325
1739209694.3697083;-45.120503652039325
1739209694.3697119;-45.120503652039325
1739209694.3697155;-38.13080360867914
1739209694.369719;-38.13080360867914
1739209694.3697224;-38.13080360867914
1739209694.369726;-35.57807855764607
1739209694.3697295;-35.57807855764607
1739209694.369733;-32.816014438256545
1739209694.3697367;-45.120503652039325
1739209694.36974;-45.120503652039325
1739209694.3697436;-45.120503652039325
1739209694.3697472;-45.120503652039325
1739209694.3697507;-45.120503652039325
1739209694.3697543;-33.981070128970906
1739209694.369758;-38.13080360867914
1739209694.3697612;-45.120503652039325
1739209694.3697648;-38.13080360867914
1739209694.3697684;-45.120503652039325
1739209694.369772;-38.13080360867914
1739209694.3697755;-38.13080360867914
1739209694.3697789;-38.13080360867914
1739209694.3697824;-45.120503652039325
1739209694.369786;-38.13080360867914
1739209694.3697896;-35.57807855764607
1739209694.3697932;-38.13080360867914
1739209694.3697965;-38.13080360867914
1739209694.3698;-35.57807855764607
1739209694.3698037;-38.13080360867914
1739209694.3698072;-45.120503652039325
1739209694.3698108;-32.816014438256545
1739209694.3698142;-38.13080360867914
1739209694.3698177;-35.57807855764607
1739209694.3698213;-35.57807855764607
1739209694.369825;-38.13080360867914
1739209694.3698285;-38.13080360867914
1739209694.3698318;-35.57807855764607
1739209694.3698354;-38.13080360867914
1739209694.369839;-38.13080360867914
1739209694.3698425;-45.120503652039325
1739209694.369846;-45.120503652039325
1739209694.3698497;-45.120503652039325
1739209694.369853;-45.120503652039325
1739209694.3698566;-38.13080360867914
1739209694.3698602;-45.120503652039325
1739209694.3698637;-45.120503652039325
1739209694.3698673;-32.816014438256545
1739209694.3698707;-33.981070128970906
1739209694.3698742;-45.120503652039325
1739209694.3698778;-33.981070128970906
1739209694.3698814;-33.981070128970906
1739209694.369885;-45.120503652039325
1739209694.3698883;-45.120503652039325
1739209694.369892;-45.120503652039325
1739209694.3698955;-45.120503652039325
1739209694.369899;-38.13080360867914
1739209694.3699026;-45.120503652039325
1739209694.369906;-38.13080360867914
1739209694.3699095;-38.13080360867914
1739209694.369913;-45.120503652039325
1739209694.3699167;-45.120503652039325
1739209694.3699203;-45.120503652039325
1739209694.3699236;-35.57807855764607
1739209694.3699272;-45.120503652039325
1739209694.3699307;-38.13080360867914
1739209694.3699343;-38.13080360867914
1739209694.369938;-32.816014438256545
1739209694.3699415;-35.57807855764607
1739209694.3699448;-38.13080360867914
1739209694.3699484;-45.120503652039325
1739209694.369952;-45.120503652039325
1739209694.3699555;-38.13080360867914
1739209694.369959;-35.57807855764607
1739209694.3699625;-33.981070128970906
1739209694.369966;-33.981070128970906
1739209694.3699696;-38.13080360867914
1739209694.3699732;-32.816014438256545
1739209694.3699768;-38.13080360867914
1739209694.36998;-45.120503652039325
1739209694.3699837;-38.13080360867914
1739209694.3699872;-38.13080360867914
1739209694.3699908;-45.120503652039325
1739209694.3699944;-38.13080360867914
1739209694.3699977;-33.981070128970906
1739209694.3700013;-38.13080360867914
1739209694.370005;-45.120503652039325
1739209694.3700085;-35.57807855764607
1739209694.370012;-35.57807855764607
1739209694.3700154;-45.120503652039325
1739209694.370019;-45.120503652039325
1739209694.3700225;-45.120503652039325
1739209694.370026;-45.120503652039325
1739209694.3700297;-45.120503652039325
1739209694.3700333;-45.120503652039325
1739209694.3700366;-45.120503652039325
1739209694.3700402;-45.120503652039325
1739209694.3700438;-45.120503652039325
1739209694.3700473;-45.120503652039325
1739209694.370051;-38.13080360867914
1739209694.3700542;-38.13080360867914
1739209694.3700578;-45.120503652039325
1739209694.3700614;-38.13080360867914
1739209694.370065;-32.816014438256545
1739209694.3700686;-33.981070128970906
1739209694.370072;-45.120503652039325
1739209694.3700755;-45.120503652039325
1739209694.370079;-33.981070128970906
1739209694.3700826;-31.141103565318915
1739209694.3700862;-45.120503652039325
1739209694.3700895;-38.13080360867914
1739209694.370093;-38.13080360867914
1739209694.3700967;-45.120503652039325
1739209694.3701003;-38.13080360867914
1739209694.3701038;-38.13080360867914
1739209694.3701072;-45.120503652039325
1739209694.3701108;-38.13080360867914
1739209694.3701143;-45.120503652039325
1739209694.370118;-38.13080360867914
1739209694.3701215;-38.13080360867914
1739209694.3701248;-45.120503652039325
1739209694.3701284;-45.120503652039325
1739209694.370132;-45.120503652039325
1739209694.3701355;-38.13080360867914
1739209694.3701391;-28.992665084841942
1739209694.3701427;-35.57807855764607
1739209694.370146;-38.13080360867914
1739209694.3701496;-38.13080360867914
1739209694.3701532;-33.981070128970906
1739209694.3701568;-38.13080360867914
1739209694.3701603;-45.120503652039325
1739209694.3701637;-45.120503652039325
1739209694.3701673;-32.816014438256545
1739209694.3701708;-38.13080360867914
1739209694.3701744;-38.13080360867914
1739209694.370178;-45.120503652039325
1739209694.3701813;-45.120503652039325
1739209694.370185;-45.120503652039325
1739209694.3701885;-38.13080360867914
1739209694.370192;-45.120503652039325
1739209694.3701956;-45.120503652039325
1739209694.370199;-45.120503652039325
1739209694.3702025;-45.120503652039325
1739209694.370206;-45.120503652039325
1739209694.3702097;-45.120503652039325
1739209694.3702133;-38.13080360867914
1739209694.3702166;-38.13080360867914
1739209694.3702202;-45.120503652039325
1739209694.3702238;-28.58837851428586
1739209694.3702273;-38.13080360867914
1739209694.370231;-38.13080360867914
1739209694.3702345;-38.13080360867914
1739209694.3702378;-33.981070128970906
1739209694.3702414;-38.13080360867914
1739209694.370245;-45.120503652039325
1739209694.3702486;-35.57807855764607
1739209694.3702521;-33.981070128970906
1739209694.3702555;-38.13080360867914
1739209694.370259;-33.981070128970906
1739209694.3702626;-33.981070128970906
1739209694.3702662;-45.120503652039325
1739209694.3702698;-45.120503652039325
1739209694.370273;-38.13080360867914
1739209694.3702767;-38.13080360867914
1739209694.3702803;-33.981070128970906
1739209694.3702838;-45.120503652039325
1739209694.3702874;-45.120503652039325
1739209694.3702908;-35.57807855764607
1739209694.3702943;-38.13080360867914
1739209694.370298;-45.120503652039325
1739209694.3703015;-33.981070128970906
1739209694.370305;-38.13080360867914
1739209694.3703084;-33.981070128970906
1739209694.370312;-38.13080360867914
1739209694.3703156;-45.120503652039325
1739209694.3703191;-38.13080360867914
1739209694.3703227;-38.13080360867914
1739209694.3703263;-35.57807855764607
1739209694.3703296;-33.981070128970906
1739209694.3703332;-38.13080360867914
1739209694.3703368;-33.981070128970906
1739209694.3703403;-45.120503652039325
1739209694.370344;-45.120503652039325
1739209694.3703473;-45.120503652039325
1739209694.3703508;-45.120503652039325
1739209694.3703544;-45.120503652039325
1739209694.370358;-38.13080360867914
1739209694.3703616;-45.120503652039325
1739209694.370365;-38.13080360867914
1739209694.3703685;-35.57807855764607
1739209694.370372;-38.13080360867914
1739209694.3703756;-38.13080360867914
1739209694.3703792;-45.120503652039325
1739209694.3703825;-31.141103565318893
1739209694.3703861;-33.981070128970906
1739209694.3703897;-45.120503652039325
1739209694.3703933;-38.13080360867914
1739209694.3703969;-35.57807855764607
1739209694.3704002;-35.57807855764607
1739209694.3704038;-38.13080360867914
1739209694.3704073;-45.120503652039325
1739209694.370411;-45.120503652039325
1739209694.3704145;-45.120503652039325
1739209694.370418;-45.120503652039325
1739209694.3704214;-45.120503652039325
1739209694.370425;-45.120503652039325
1739209694.3704286;-38.13080360867914
1739209694.3704321;-45.120503652039325
1739209694.3704357;-38.13080360867914
1739209694.370439;-38.13080360867914
1739209694.3704426;-38.13080360867914
1739209694.3704462;-45.120503652039325
1739209694.3704498;-45.120503652039325
1739209694.3704534;-31.141103565318893
1739209694.3704567;-45.120503652039325
1739209694.3704603;-32.816014438256545
1739209694.3704638;-38.13080360867914
1739209694.3704674;-38.13080360867914
1739209694.370471;-38.13080360867914
1739209694.3704743;-45.120503652039325
1739209694.370478;-38.13080360867914
1739209694.3704815;-45.120503652039325
1739209694.370485;-45.120503652039325
1739209694.3704886;-45.120503652039325
1739209694.370492;-38.13080360867914
1739209694.3704956;-45.120503652039325
1739209694.3704991;-45.120503652039325
1739209694.3705027;-32.816014438256545
1739209694.3705063;-38.13080360867914
1739209694.3705099;-32.816014438256545
1739209694.3705132;-33.981070128970906
1739209694.3705168;-38.13080360867914
1739209694.3705204;-38.13080360867914
1739209694.370524;-45.120503652039325
1739209694.3705275;-45.120503652039325
1739209694.3705308;-32.816014438256545
1739209694.3705344;-33.981070128970906
1739209694.370538;-45.120503652039325
1739209694.3705416;-38.13080360867914
1739209694.3705451;-35.57807855764607
1739209694.3705485;-38.13080360867914
1739209694.370552;-45.120503652039325
1739209694.3705556;-38.13080360867914
1739209694.3705592;-35.57807855764607
1739209694.3705628;-38.13080360867914
1739209694.3705661;-38.13080360867914
1739209694.3705697;-38.13080360867914
1739209694.3705733;-38.13080360867914
1739209694.3705769;-38.13080360867914
1739209694.3705804;-32.816014438256545
1739209694.3705838;-38.13080360867914
1739209694.3705873;-45.120503652039325
1739209694.370591;-45.120503652039325
1739209694.3705945;-29.438486411369333
1739209694.370598;-33.981070128970906
1739209694.3706017;-45.120503652039325
1739209694.370605;-45.120503652039325
1739209694.3706086;-45.120503652039325
1739209694.3706121;-38.13080360867914
1739209694.3706157;-45.120503652039325
1739209694.3706193;-38.13080360867914
1739209694.3706226;-38.13080360867914
1739209694.3706262;-45.120503652039325
1739209694.3706298;-45.120503652039325
1739209694.3706334;-45.120503652039325
1739209694.370637;-38.13080360867914
1739209694.3706403;-45.120503652039325
1739209694.3706439;-38.13080360867914
1739209694.3706474;-45.120503652039325
1739209694.370651;-28.58837851428586
1739209694.3706546;-33.981070128970906
1739209694.370658;-45.120503652039325
1739209694.3706615;-45.120503652039325
1739209694.370665;-38.13080360867914
1739209694.3706686;-38.13080360867914
1739209694.3706722;-38.13080360867914
1739209694.3706756;-38.13080360867914
1739209694.3706791;-45.120503652039325
1739209694.3706827;-45.120503652039325
1739209694.3706863;-32.816014438256545
1739209694.3706899;-38.13080360867914
1739209694.3706934;-45.120503652039325
1739209694.3706968;-38.13080360867914
1739209694.3707004;-45.120503652039325
1739209694.370704;-45.120503652039325
1739209694.3707075;-35.57807855764607
1739209694.370711;-38.13080360867914
1739209694.3707144;-32.816014438256545
1739209694.370718;-33.981070128970906
1739209694.3707216;-45.120503652039325
1739209694.3707252;-38.13080360867914
1739209694.3707287;-35.57807855764607
1739209694.370732;-45.120503652039325
1739209694.3707356;-45.120503652039325
1739209694.3707392;-38.13080360867914
1739209694.3707428;-35.57807855764607
1739209694.3707464;-38.13080360867914
1739209694.3707497;-45.120503652039325
1739209694.3707533;-38.13080360867914
1739209694.3707569;-33.981070128970906
1739209694.3707604;-45.120503652039325
1739209694.370764;-45.120503652039325
1739209694.3707674;-32.81601443825658
1739209694.370771;-45.120503652039325
1739209694.3707745;-38.13080360867914
1739209694.370778;-45.120503652039325
1739209694.3707817;-45.120503652039325
1739209694.3707852;-38.13080360867914
1739209694.3707886;-38.13080360867914
1739209694.3707922;-33.981070128970906
1739209694.3707957;-31.141103565318915
1739209694.3707993;-45.120503652039325
1739209694.3708029;-45.120503652039325
1739209694.3708062;-38.13080360867914
1739209694.3708098;-38.13080360867914
1739209694.3708134;-45.120503652039325
1739209694.370817;-45.120503652039325
1739209694.3708205;-38.13080360867914
1739209694.3708239;-33.981070128970906
1739209694.3708274;-38.13080360867914
1739209694.370831;-45.120503652039325
1739209694.3708346;-35.57807855764607
1739209694.3708382;-38.13080360867914
1739209694.3708415;-45.120503652039325
1739209694.370845;-45.120503652039325
1739209694.3708487;-33.981070128970906
1739209694.3708522;-33.981070128970906
1739209694.3708558;-38.13080360867914
1739209694.3708591;-38.13080360867914
1739209694.3708627;-45.120503652039325
1739209694.3708663;-38.13080360867914
1739209694.3708699;-38.13080360867914
1739209694.3708735;-45.120503652039325
1739209694.370877;-45.120503652039325
1739209694.3708804;-38.13080360867914
1739209694.370884;-35.57807855764607
1739209694.3708875;-33.981070128970906
1739209694.370891;-45.120503652039325
1739209694.3708947;-32.816014438256545
1739209694.370898;-30.49652367304973
1739209694.3709016;-38.13080360867914
1739209694.3709052;-45.120503652039325
1739209694.3709087;-32.816014438256545
1739209694.3709123;-38.13080360867914
1739209694.3709157;-38.13080360867914
1739209694.3709192;-45.120503652039325
1739209694.3709228;-38.13080360867914
1739209694.3709264;-38.13080360867914
1739209694.37093;-35.57807855764607
1739209694.3709333;-38.13080360867914
1739209694.3709369;-45.120503652039325
1739209694.3709404;-38.13080360867914
1739209694.370944;-38.13080360867914
1739209694.3709476;-45.120503652039325
1739209694.370951;-38.13080360867914
1739209694.3709545;-32.816014438256545
1739209694.370958;-38.13080360867914
1739209694.3709617;-38.13080360867914
1739209694.3709652;-35.57807855764607
1739209694.3709688;-38.13080360867914
1739209694.3709722;-38.13080360867914
1739209694.3709757;-38.13080360867914
1739209694.3709793;-45.120503652039325
1739209694.370983;-45.120503652039325
1739209694.3709865;-45.120503652039325
1739209694.3709898;-38.13080360867914
1739209694.3709934;-38.13080360867914
1739209694.370997;-45.120503652039325
1739209694.3710005;-38.13080360867914
1739209694.371004;-38.13080360867914
1739209694.3710074;-38.13080360867914
1739209694.371011;-45.120503652039325
1739209694.3710146;-45.120503652039325
1739209694.3710182;-45.120503652039325
1739209694.3710217;-38.13080360867914
1739209694.371025;-32.816014438256545
1739209694.3710287;-45.120503652039325
1739209694.3710322;-45.120503652039325
1739209694.3710358;-45.120503652039325
1739209694.3710394;-45.120503652039325
1739209694.3710427;-45.120503652039325
1739209694.3710463;-45.120503652039325
1739209694.37105;-45.120503652039325
1739209694.3710535;-45.120503652039325
1739209694.371057;-33.981070128970906
1739209694.3710606;-45.120503652039325
1739209694.371064;-33.981070128970906
1739209694.3710675;-45.120503652039325
1739209694.371071;-38.13080360867914
1739209694.3710747;-38.13080360867914
1739209694.3710783;-45.120503652039325
1739209694.3710816;-45.120503652039325
1739209694.3710852;-45.120503652039325
1739209694.3710887;-38.13080360867914
