CAN Message; 0x1a7:000089fb214c8bb8
1739209596.868029;-38.13080360867914
1739209596.8680508;-45.120503652039325
1739209596.8680723;-35.57807855764607
1739209596.868094;-38.13080360867914
1739209596.8681154;-45.120503652039325
1739209596.868137;-45.120503652039325
1739209596.8681586;-45.120503652039325
1739209596.86818;-38.13080360867914
1739209596.8682017;-38.13080360867914
1739209596.8682232;-38.13080360867914
1739209596.868245;-38.13080360867914
1739209596.8682663;-38.13080360867914
1739209596.868288;-35.57807855764607
1739209596.8683095;-38.13080360867914
1739209596.8683312;-38.13080360867914
1739209596.8683527;-33.981070128970906
1739209596.8683743;-45.120503652039325
1739209596.8683958;-45.120503652039325
1739209596.8684175;-45.120503652039325
1739209596.868439;-45.120503652039325
1739209596.8684607;-45.120503652039325
1739209596.868482;-45.120503652039325
1739209596.8685038;-45.120503652039325
1739209596.8685253;-38.13080360867914
1739209596.868547;-45.120503652039325
1739209596.8685684;-45.120503652039325
1739209596.86859;-38.13080360867914
1739209596.8686116;-35.57807855764607
1739209596.868633;-38.13080360867914
1739209596.8686547;-45.120503652039325
1739209596.8686762;-45.120503652039325
1739209596.868698;-38.13080360867914
1739209596.8687193;-45.120503652039325
1739209596.868741;-45.120503652039325
1739209596.8687625;-38.13080360867914
1739209596.8687842;-45.120503652039325
1739209596.8688056;-45.120503652039325
1739209596.8688273;-38.13080360867914
1739209596.8688488;-32.816014438256545
1739209596.8688705;-38.13080360867914
1739209596.868892;-45.120503652039325
1739209596.8689137;-45.120503652039325
1739209596.868935;-38.13080360867914
1739209596.8689568;-31.141103565318915
1739209596.8689783;-38.13080360867914
1739209596.869;-38.13080360867914
1739209596.8690214;-45.120503652039325
1739209596.869043;-45.120503652039325
1739209596.8690646;-45.120503652039325
1739209596.869086;-33.981070128970906
1739209596.8691077;-38.13080360867914
1739209596.8691292;-38.13080360867914
1739209596.8691509;-45.120503652039325
1739209596.8691723;-45.120503652039325
1739209596.869194;-45.120503652039325
1739209596.8692155;-45.120503652039325
1739209596.8692372;-45.120503652039325
1739209596.8692586;-38.13080360867914
1739209596.8692803;-38.13080360867914
1739209596.8693018;-45.120503652039325
1739209596.8693235;-45.120503652039325
1739209596.869345;-38.13080360867914
1739209596.8693666;-35.57807855764607
1739209596.869388;-35.57807855764607
1739209596.8694098;-45.120503652039325
1739209596.8694313;-38.13080360867914
1739209596.869453;-35.57807855764607
1739209596.8694744;-33.981070128970906
1739209596.869496;-45.120503652039325
1739209596.8695176;-38.13080360867914
1739209596.8695393;-35.57807855764607
1739209596.8695607;-38.13080360867914
1739209596.8695822;-45.120503652039325
1739209596.8696039;-38.13080360867914
1739209596.8696253;-35.57807855764607
1739209596.869647;-45.120503652039325
1739209596.8696685;-45.120503652039325
1739209596.8696902;-38.13080360867914
1739209596.8697116;-45.120503652039325
1739209596.8697333;-35.57807855764607
1739209596.8697548;-32.816014438256545
1739209596.8697765;-45.120503652039325
1739209596.869798;-45.120503652039325
1739209596.8698196;-38.13080360867914
1739209596.869841;-35.57807855764607
1739209596.8698628;-45.120503652039325
1739209596.8698843;-45.120503652039325
1739209596.869906;-45.120503652039325
1739209596.8699274;-45.120503652039325
1739209596.869949;-45.120503652039325
1739209596.8699706;-38.13080360867914
1739209596.8699923;-45.120503652039325
1739209596.8700137;-45.120503652039325
1739209596.8700354;-45.120503652039325
1739209596.8700569;-45.120503652039325
1739209596.8700783;-45.120503652039325
1739209596.8701;-45.120503652039325
1739209596.8701215;-38.13080360867914
1739209596.8701432;-38.13080360867914
1739209596.8701646;-33.981070128970906
1739209596.8701863;-38.13080360867914
1739209596.8702078;-45.120503652039325
1739209596.8702295;-35.57807855764607
1739209596.870251;-35.57807855764607
1739209596.8702726;-33.981070128970906
1739209596.870294;-38.13080360867914
1739209596.8703158;-38.13080360867914
1739209596.8703372;-45.120503652039325
1739209596.870359;-45.120503652039325
1739209596.8703804;-45.120503652039325
1739209596.870402;-38.13080360867914
1739209596.8704236;-45.120503652039325
1739209596.8704453;-45.120503652039325
1739209596.8704667;-45.120503652039325
1739209596.8704884;-45.120503652039325
1739209596.8705099;-38.13080360867914
1739209596.8705313;-35.57807855764607
1739209596.870553;-38.13080360867914
1739209596.8705745;-45.120503652039325
1739209596.8705962;-31.141103565318915
1739209596.8706176;-27.8777449560314
1739209596.8706393;-38.13080360867914
1739209596.8706608;-38.13080360867914
1739209596.8706825;-38.13080360867914
1739209596.870704;-32.816014438256545
1739209596.8707256;-38.13080360867914
1739209596.870747;-38.13080360867914
1739209596.8707688;-45.120503652039325
1739209596.8707902;-35.57807855764607
1739209596.870812;-33.981070128970906
1739209596.8708334;-32.816014438256545
1739209596.870855;-38.13080360867914
1739209596.8708766;-45.120503652039325
1739209596.8708982;-38.13080360867914
1739209596.8709197;-38.13080360867914
1739209596.8709414;-38.13080360867914
1739209596.8709629;-35.57807855764607
1739209596.8709846;-38.13080360867914
1739209596.871006;-45.120503652039325
1739209596.8710275;-38.13080360867914
1739209596.8710492;-35.57807855764607
1739209596.8710706;-45.120503652039325
1739209596.8710923;-38.13080360867914
1739209596.8711138;-45.120503652039325
1739209596.8711355;-45.120503652039325
1739209596.871157;-45.120503652039325
1739209596.8711786;-45.120503652039325
1739209596.8712;-45.120503652039325
1739209596.8712218;-45.120503652039325
1739209596.8712432;-45.120503652039325
1739209596.871265;-45.120503652039325
1739209596.8712864;-38.13080360867914
1739209596.871308;-45.120503652039325
1739209596.8713295;-45.120503652039325
1739209596.8713512;-38.13080360867914
1739209596.8713727;-38.13080360867914
1739209596.8713944;-45.120503652039325
1739209596.8714159;-38.13080360867914
1739209596.8714375;-35.57807855764607
1739209596.871459;-38.13080360867914
1739209596.8714805;-27.8777449560314
1739209596.8715022;-38.13080360867914
1739209596.8715236;-45.120503652039325
1739209596.8715453;-38.13080360867914
1739209596.8715668;-38.13080360867914
1739209596.8715885;-38.13080360867914
1739209596.87161;-35.57807855764607
1739209596.8716316;-38.13080360867914
1739209596.871653;-30.49652367304976
1739209596.8716748;-45.120503652039325
1739209596.8716962;-35.57807855764607
1739209596.871718;-45.120503652039325
1739209596.8717394;-45.120503652039325
1739209596.871761;-45.120503652039325
1739209596.8717825;-45.120503652039325
1739209596.8718042;-45.120503652039325
1739209596.8718257;-26.487275050834715
1739209596.8718474;-31.141103565318915
1739209596.8718688;-45.120503652039325
1739209596.8718905;-38.13080360867914
1739209596.871912;-35.57807855764607
1739209596.8719337;-38.13080360867914
1739209596.8719552;-45.120503652039325
1739209596.8719766;-45.120503652039325
1739209596.8719983;-45.120503652039325
1739209596.8720198;-45.120503652039325
1739209596.8720415;-45.120503652039325
1739209596.872063;-45.120503652039325
1739209596.8720846;-38.13080360867914
1739209596.872106;-38.13080360867914
1739209596.8721278;-45.120503652039325
1739209596.8721492;-38.13080360867914
1739209596.872171;-45.120503652039325
1739209596.8721924;-45.120503652039325
1739209596.872214;-38.13080360867914
1739209596.8722355;-35.57807855764607
1739209596.8722572;-45.120503652039325
1739209596.8722787;-45.120503652039325
1739209596.8723004;-32.816014438256545
1739209596.8723218;-38.13080360867914
1739209596.8723435;-33.981070128970906
1739209596.872365;-35.57807855764607
1739209596.8723867;-38.13080360867914
1739209596.8724082;-38.13080360867914
1739209596.8724298;-38.13080360867914
1739209596.8724513;-33.981070128970906
1739209596.8724728;-38.13080360867914
1739209596.8724945;-38.13080360867914
1739209596.872516;-45.120503652039325
1739209596.8725376;-45.120503652039325
1739209596.872559;-38.13080360867914
1739209596.8725808;-38.13080360867914
1739209596.8726022;-45.120503652039325
1739209596.872624;-38.13080360867914
1739209596.8726454;-38.13080360867914
1739209596.872667;-38.13080360867914
1739209596.8726885;-35.57807855764607
1739209596.8727102;-38.13080360867914
1739209596.8727317;-45.120503652039325
1739209596.8727534;-38.13080360867914
1739209596.8727748;-38.13080360867914
1739209596.8727965;-38.13080360867914
1739209596.872818;-35.57807855764607
1739209596.8728397;-38.13080360867914
1739209596.8728611;-45.120503652039325
1739209596.8728828;-45.120503652039325
1739209596.8729043;-38.13080360867914
1739209596.8729258;-38.13080360867914
1739209596.8729475;-45.120503652039325
1739209596.872969;-45.120503652039325
1739209596.8729906;-35.57807855764607
1739209596.873012;-38.13080360867914
1739209596.8730338;-38.13080360867914
1739209596.8730552;-38.13080360867914
1739209596.873077;-32.816014438256545
1739209596.8730984;-38.13080360867914
1739209596.87312;-45.120503652039325
1739209596.8731415;-38.13080360867914
1739209596.8731632;-35.57807855764607
1739209596.8731847;-38.13080360867914
1739209596.8732064;-45.120503652039325
1739209596.8732278;-35.57807855764607
1739209596.8732495;-38.13080360867914
1739209596.873271;-38.13080360867914
1739209596.8732927;-45.120503652039325
1739209596.8733141;-33.981070128970906
1739209596.8733358;-45.120503652039325
1739209596.8733573;-38.13080360867914
1739209596.873379;-32.816014438256545
1739209596.8734004;-45.120503652039325
1739209596.873422;-45.120503652039325
1739209596.8734436;-33.981070128970906
1739209596.873465;-38.13080360867914
1739209596.8734868;-45.120503652039325
1739209596.8735082;-38.13080360867914
1739209596.87353;-38.13080360867914
1739209596.8735514;-45.120503652039325
1739209596.873573;-38.13080360867914
1739209596.8735945;-38.13080360867914
1739209596.8736162;-38.13080360867914
1739209596.8736377;-38.13080360867914
1739209596.8736594;-35.57807855764607
1739209596.8736808;-38.13080360867914
1739209596.8737025;-38.13080360867914
1739209596.873724;-45.120503652039325
1739209596.8737457;-45.120503652039325
1739209596.8737671;-45.120503652039325
1739209596.8737888;-45.120503652039325
1739209596.8738103;-38.13080360867914
1739209596.873832;-38.13080360867914
1739209596.8738534;-45.120503652039325
1739209596.8738751;-45.120503652039325
1739209596.8738966;-45.120503652039325
1739209596.873918;-38.13080360867914
1739209596.8739398;-38.13080360867914
1739209596.8739612;-45.120503652039325
1739209596.873983;-38.13080360867914
1739209596.8740044;-38.13080360867914
1739209596.874026;-35.57807855764607
1739209596.8740475;-38.13080360867914
1739209596.8740692;-35.57807855764607
1739209596.8740907;-45.120503652039325
1739209596.8741124;-38.13080360867914
1739209596.8741338;-45.120503652039325
1739209596.8741555;-45.120503652039325
1739209596.874177;-45.120503652039325
1739209596.8741987;-45.120503652039325
1739209596.8742201;-45.120503652039325
1739209596.8742418;-45.120503652039325
1739209596.8742633;-45.120503652039325
1739209596.874285;-45.120503652039325
1739209596.8743064;-45.120503652039325
1739209596.8743281;-45.120503652039325
1739209596.8743496;-38.13080360867914
1739209596.874371;-35.57807855764607
1739209596.8743927;-38.13080360867914
1739209596.8744142;-45.120503652039325
1739209596.874436;-33.981070128970906
1739209596.8744574;-29.438486411369333
1739209596.874479;-38.13080360867914
1739209596.8745005;-38.13080360867914
1739209596.8745222;-38.13080360867914
1739209596.8745437;-38.13080360867914
1739209596.8745654;-38.13080360867914
1739209596.8745868;-38.13080360867914
1739209596.8746085;-45.120503652039325
1739209596.87463;-38.13080360867914
1739209596.8746517;-38.13080360867914
1739209596.8746731;-38.13080360867914
1739209596.8746948;-45.120503652039325
1739209596.8747163;-45.120503652039325
1739209596.874738;-45.120503652039325
1739209596.8747594;-45.120503652039325
1739209596.8747811;-35.57807855764607
1739209596.8748026;-29.438486411369333
1739209596.8748243;-45.120503652039325
1739209596.8748457;-45.120503652039325
1739209596.8748672;-45.120503652039325
1739209596.874889;-38.13080360867914
1739209596.8749104;-38.13080360867914
1739209596.874932;-45.120503652039325
1739209596.8749535;-45.120503652039325
1739209596.8749752;-38.13080360867914
1739209596.8749967;-38.13080360867914
1739209596.8750184;-45.120503652039325
1739209596.8750398;-38.13080360867914
1739209596.8750615;-45.120503652039325
1739209596.875083;-45.120503652039325
1739209596.8751047;-45.120503652039325
1739209596.8751261;-38.13080360867914
1739209596.8751478;-26.991370085610736
1739209596.8751693;-45.120503652039325
1739209596.875191;-45.120503652039325
1739209596.8752124;-45.120503652039325
1739209596.8752341;-32.816014438256545
1739209596.8752556;-38.13080360867914
1739209596.8752773;-45.120503652039325
1739209596.8752987;-45.120503652039325
1739209596.8753204;-45.120503652039325
1739209596.875342;-38.13080360867914
1739209596.8753633;-32.816014438256545
1739209596.875385;-45.120503652039325
1739209596.8754065;-45.120503652039325
1739209596.8754282;-45.120503652039325
1739209596.8754497;-35.57807855764607
1739209596.8754714;-45.120503652039325
1739209596.8754928;-32.816014438256545
1739209596.8755145;-38.13080360867914
1739209596.875536;-45.120503652039325
1739209596.8755577;-38.13080360867914
1739209596.875579;-32.816014438256545
1739209596.8756008;-38.13080360867914
1739209596.8756223;-35.57807855764607
1739209596.875644;-38.13080360867914
1739209596.8756654;-35.57807855764607
1739209596.8756871;-33.981070128970906
1739209596.8757086;-45.120503652039325
1739209596.8757303;-38.13080360867914
1739209596.8757517;-45.120503652039325
1739209596.8757734;-38.13080360867914
1739209596.875795;-45.120503652039325
1739209596.8758163;-38.13080360867914
1739209596.875838;-45.120503652039325
1739209596.8758595;-45.120503652039325
1739209596.8758812;-38.13080360867914
1739209596.8759027;-45.120503652039325
1739209596.8759243;-38.13080360867914
1739209596.8759458;-45.120503652039325
1739209596.8759675;-45.120503652039325
1739209596.875989;-45.120503652039325
1739209596.8760107;-31.141103565318915
1739209596.876032;-32.816014438256545
1739209596.8760538;-45.120503652039325
1739209596.8760753;-45.120503652039325
1739209596.876097;-35.57807855764607
1739209596.8761184;-35.57807855764607
1739209596.87614;-45.120503652039325
1739209596.8761616;-45.120503652039325
1739209596.8761833;-38.13080360867914
1739209596.8762047;-45.120503652039325
1739209596.8762264;-38.13080360867914
1739209596.876248;-33.981070128970906
1739209596.8762696;-38.13080360867914
1739209596.876291;-38.13080360867914
1739209596.8763125;-38.13080360867914
1739209596.8763342;-38.13080360867914
1739209596.8763556;-28.992665084841942
1739209596.8763773;-28.992665084841942
1739209596.8763988;-45.120503652039325
1739209596.8764205;-35.57807855764607
1739209596.876442;-35.57807855764607
1739209596.8764637;-38.13080360867914
1739209596.876485;-45.120503652039325
1739209596.8765068;-38.13080360867914
1739209596.8765283;-38.13080360867914
1739209596.87655;-35.57807855764607
1739209596.8765714;-38.13080360867914
1739209596.876593;-38.13080360867914
1739209596.8766146;-38.13080360867914
1739209596.8766363;-45.120503652039325
1739209596.8766577;-38.13080360867914
1739209596.8766794;-45.120503652039325
1739209596.8767009;-33.981070128970906
1739209596.8767226;-31.141103565318915
1739209596.876744;-35.57807855764607
1739209596.8767655;-38.13080360867914
1739209596.8767872;-45.120503652039325
1739209596.8768086;-35.57807855764607
1739209596.8768303;-35.57807855764607
1739209596.8768518;-38.13080360867914
1739209596.8768735;-38.13080360867914
1739209596.876895;-33.981070128970906
1739209596.8769166;-45.120503652039325
1739209596.876938;-45.120503652039325
1739209596.8769598;-45.120503652039325
1739209596.8769813;-45.120503652039325
1739209596.877003;-45.120503652039325
1739209596.8770244;-33.981070128970906
1739209596.877046;-33.981070128970906
1739209596.8770676;-28.58837851428586
1739209596.8770893;-45.120503652039325
1739209596.8771107;-38.13080360867914
1739209596.8771324;-38.13080360867914
1739209596.8771539;-38.13080360867914
1739209596.8771756;-38.13080360867914
1739209596.877197;-38.13080360867914
1739209596.8772187;-38.13080360867914
1739209596.8772402;-31.141103565318915
1739209596.8772616;-45.120503652039325
1739209596.8772833;-45.120503652039325
1739209596.8773048;-45.120503652039325
1739209596.8773265;-38.13080360867914
1739209596.877348;-38.13080360867914
1739209596.8773696;-45.120503652039325
1739209596.877391;-45.120503652039325
1739209596.8774128;-45.120503652039325
1739209596.8774343;-45.120503652039325
1739209596.877456;-38.13080360867914
1739209596.8774774;-45.120503652039325
1739209596.877499;-38.13080360867914
1739209596.8775206;-45.120503652039325
1739209596.8775423;-45.120503652039325
1739209596.8775637;-45.120503652039325
1739209596.8775854;-38.13080360867914
1739209596.8776069;-38.13080360867914
1739209596.8776286;-38.13080360867914
1739209596.87765;-45.120503652039325
1739209596.8776717;-33.981070128970906
1739209596.8776932;-45.120503652039325
1739209596.8777149;-38.13080360867914
1739209596.8777363;-38.13080360867914
1739209596.8777578;-38.13080360867914
1739209596.8777795;-45.120503652039325
1739209596.877801;-45.120503652039325
1739209596.8778226;-38.13080360867914
1739209596.877844;-38.13080360867914
1739209596.8778658;-45.120503652039325
1739209596.8778872;-38.13080360867914
1739209596.877909;-35.57807855764607
1739209596.8779304;-33.981070128970906
1739209596.877952;-45.120503652039325
1739209596.8779736;-38.13080360867914
1739209596.8779953;-38.13080360867914
1739209596.8780167;-38.13080360867914
1739209596.8780384;-35.57807855764607
1739209596.8780599;-38.13080360867914
1739209596.8780816;-38.13080360867914
1739209596.878103;-38.13080360867914
1739209596.8781247;-45.120503652039325
1739209596.8863728;-33.981070128970906
1739209596.886381;-32.816014438256545
1739209596.8863888;-38.13080360867914
1739209596.886397;-38.13080360867914
1739209596.8864048;-45.120503652039325
1739209596.8864129;-45.120503652039325
1739209596.8864207;-38.13080360867914
1739209596.8864288;-38.13080360867914
1739209596.8864367;-45.120503652039325
1739209596.8864448;-45.120503652039325
1739209596.8864527;-38.13080360867914
1739209596.8864608;-38.13080360867914
1739209596.8864686;-38.13080360867914
1739209596.8864768;-45.120503652039325
1739209596.8864846;-38.13080360867914
1739209596.8864925;-38.13080360867914
1739209596.8865006;-45.120503652039325
1739209596.8865085;-38.13080360867914
1739209596.8865166;-45.120503652039325
1739209596.8865244;-45.120503652039325
1739209596.8865325;-45.120503652039325
1739209596.8865404;-38.13080360867914
1739209596.8865485;-38.13080360867914
1739209596.8865564;-45.120503652039325
1739209596.8865645;-38.13080360867914
1739209596.8865724;-45.120503652039325
1739209596.8865805;-45.120503652039325
1739209596.8865883;-45.120503652039325
1739209596.8865964;-38.13080360867914
1739209596.8866043;-38.13080360867914
1739209596.8866124;-38.13080360867914
1739209596.8866203;-38.13080360867914
1739209596.8866282;-38.13080360867914
1739209596.8866363;-32.816014438256545
1739209596.8866441;-38.13080360867914
1739209596.8866522;-45.120503652039325
1739209596.88666;-33.981070128970906
1739209596.8866682;-32.816014438256545
1739209596.886676;-38.13080360867914
1739209596.8866842;-45.120503652039325
1739209596.886692;-45.120503652039325
1739209596.8867002;-45.120503652039325
1739209596.886708;-45.120503652039325
1739209596.8867161;-38.13080360867914
1739209596.886724;-45.120503652039325
1739209596.886732;-45.120503652039325
1739209596.88674;-45.120503652039325
1739209596.8867478;-35.57807855764607
1739209596.886756;-45.120503652039325
1739209596.8867638;-45.120503652039325
1739209596.886772;-38.13080360867914
1739209596.8867798;-45.120503652039325
1739209596.886788;-45.120503652039325
1739209596.8867958;-33.981070128970906
1739209596.8868039;-38.13080360867914
1739209596.8868117;-38.13080360867914
1739209596.8868198;-38.13080360867914
1739209596.8868277;-32.816014438256545
1739209596.8868358;-33.981070128970906
1739209596.8868437;-45.120503652039325
1739209596.8868518;-38.13080360867914
1739209596.8868597;-38.13080360867914
1739209596.8868675;-45.120503652039325
1739209596.8868756;-35.57807855764607
1739209596.8868835;-38.13080360867914
1739209596.8868916;-32.81601443825658
1739209596.8868995;-33.981070128970906
1739209596.8869076;-35.57807855764607
1739209596.8869154;-45.120503652039325
1739209596.8869236;-38.13080360867914
1739209596.8869314;-38.13080360867914
1739209596.8869395;-38.13080360867914
1739209596.8869474;-45.120503652039325
1739209596.8869555;-31.141103565318915
1739209596.8869634;-28.992665084841942
1739209596.8869715;-45.120503652039325
1739209596.8869793;-38.13080360867914
1739209596.8869872;-45.120503652039325
1739209596.8869953;-38.13080360867914
1739209596.8870032;-35.57807855764607
1739209596.8870113;-38.13080360867914
1739209596.8870192;-33.981070128970906
1739209596.8870273;-35.57807855764607
1739209596.8870351;-45.120503652039325
1739209596.8870432;-45.120503652039325
1739209596.887051;-35.57807855764607
1739209596.8870592;-38.13080360867914
1739209596.887067;-38.13080360867914
1739209596.8870752;-45.120503652039325
1739209596.887083;-38.13080360867914
1739209596.8870912;-33.981070128970906
1739209596.887099;-38.13080360867914
1739209596.8871071;-38.13080360867914
1739209596.887115;-45.120503652039325
1739209596.8871229;-38.13080360867914
1739209596.887131;-38.13080360867914
1739209596.8871388;-45.120503652039325
1739209596.887147;-38.13080360867914
1739209596.8871548;-31.141103565318915
1739209596.887163;-32.816014438256545
1739209596.8871708;-38.13080360867914
1739209596.887179;-38.13080360867914
1739209596.8871868;-38.13080360867914
1739209596.8871949;-38.13080360867914
1739209596.8872027;-38.13080360867914
1739209596.8872108;-33.981070128970906
1739209596.8872187;-31.141103565318915
1739209596.8872268;-38.13080360867914
1739209596.8872347;-45.120503652039325
1739209596.8872426;-38.13080360867914
1739209596.8872507;-33.981070128970906
1739209596.8872585;-45.120503652039325
1739209596.8872666;-38.13080360867914
1739209596.8872745;-35.57807855764607
1739209596.8872826;-38.13080360867914
1739209596.8872905;-38.13080360867914
1739209596.8872986;-33.981070128970906
1739209596.8873065;-35.57807855764607
1739209596.8873146;-38.13080360867914
1739209596.8873224;-45.120503652039325
1739209596.8873305;-38.13080360867914
1739209596.8873384;-33.981070128970906
1739209596.8873465;-38.13080360867914
1739209596.8873544;-45.120503652039325
1739209596.8873622;-45.120503652039325
1739209596.8873703;-45.120503652039325
1739209596.8873782;-45.120503652039325
1739209596.8873863;-45.120503652039325
1739209596.8873942;-45.120503652039325
1739209596.8874023;-45.120503652039325
1739209596.8874102;-45.120503652039325
1739209596.8874183;-38.13080360867914
1739209596.8874261;-38.13080360867914
1739209596.8874342;-45.120503652039325
1739209596.887442;-38.13080360867914
1739209596.8874502;-35.57807855764607
1739209596.887458;-45.120503652039325
1739209596.8874662;-45.120503652039325
1739209596.887474;-38.13080360867914
1739209596.887482;-38.13080360867914
1739209596.88749;-45.120503652039325
1739209596.887498;-45.120503652039325
