CAN Message; 0x1a7:0000119be0711ff8
1739209769.841834;-45.120503652039325
1739209769.8418386;-45.120503652039325
1739209769.8418431;-45.120503652039325
1739209769.8418477;-45.120503652039325
1739209769.841852;-45.120503652039325
1739209769.8418565;-38.13080360867914
1739209769.841861;-35.57807855764607
1739209769.8418655;-38.13080360867914
1739209769.84187;-45.120503652039325
1739209769.8418744;-45.120503652039325
1739209769.841879;-38.13080360867914
1739209769.8418834;-45.120503652039325
1739209769.841888;-38.13080360867914
1739209769.8418925;-31.141103565318893
1739209769.841897;-38.13080360867914
1739209769.8419013;-38.13080360867914
1739209769.8419058;-32.816014438256545
1739209769.8419104;-38.13080360867914
1739209769.841915;-45.120503652039325
1739209769.8419194;-35.57807855764607
1739209769.841924;-45.120503652039325
1739209769.8419282;-38.13080360867914
1739209769.8419328;-32.816014438256545
1739209769.8419373;-38.13080360867914
1739209769.8419418;-45.120503652039325
1739209769.8419464;-45.120503652039325
1739209769.841951;-38.13080360867914
1739209769.8419552;-45.120503652039325
1739209769.8419597;-32.816014438256545
1739209769.8419642;-30.49652367304973
1739209769.8419688;-38.13080360867914
1739209769.8419733;-45.120503652039325
1739209769.8419778;-38.13080360867914
1739209769.8419821;-32.816014438256545
1739209769.8419867;-45.120503652039325
1739209769.8419912;-33.981070128970906
1739209769.8419957;-45.120503652039325
1739209769.8420002;-38.13080360867914
1739209769.8420048;-45.120503652039325
1739209769.842009;-45.120503652039325
1739209769.8420136;-45.120503652039325
1739209769.8420181;-45.120503652039325
1739209769.8420227;-38.13080360867914
1739209769.8420272;-38.13080360867914
1739209769.8420317;-38.13080360867914
1739209769.842036;-27.267205301931607
1739209769.8420405;-45.120503652039325
1739209769.842045;-45.120503652039325
1739209769.8420496;-38.13080360867914
1739209769.8420541;-35.57807855764607
1739209769.8420587;-45.120503652039325
1739209769.842063;-45.120503652039325
1739209769.8420675;-38.13080360867914
1739209769.842072;-45.120503652039325
1739209769.8420765;-45.120503652039325
1739209769.842081;-45.120503652039325
1739209769.8420856;-45.120503652039325
1739209769.84209;-38.13080360867914
1739209769.8420944;-38.13080360867914
1739209769.842099;-45.120503652039325
1739209769.8421035;-35.57807855764607
1739209769.842108;-30.49652367304973
1739209769.8421125;-45.120503652039325
1739209769.8421168;-45.120503652039325
1739209769.8421214;-35.57807855764607
1739209769.842126;-35.57807855764607
1739209769.8421304;-45.120503652039325
1739209769.842135;-38.13080360867914
1739209769.8421395;-38.13080360867914
1739209769.8421438;-38.13080360867914
1739209769.8421483;-38.13080360867914
1739209769.8421528;-45.120503652039325
1739209769.8421574;-45.120503652039325
1739209769.842162;-31.141103565318915
1739209769.8421664;-33.981070128970906
1739209769.8421707;-45.120503652039325
1739209769.8421752;-35.57807855764607
1739209769.8421798;-38.13080360867914
1739209769.8421843;-45.120503652039325
1739209769.8421888;-45.120503652039325
1739209769.8421934;-32.816014438256545
1739209769.8421977;-38.13080360867914
1739209769.8422022;-45.120503652039325
1739209769.8422067;-45.120503652039325
1739209769.8422112;-45.120503652039325
1739209769.8422158;-31.141103565318915
1739209769.84222;-38.13080360867914
1739209769.8422246;-38.13080360867914
1739209769.8422291;-38.13080360867914
1739209769.8422337;-38.13080360867914
1739209769.8422382;-45.120503652039325
1739209769.8422427;-45.120503652039325
1739209769.842247;-35.57807855764607
1739209769.8422515;-38.13080360867914
1739209769.842256;-45.120503652039325
1739209769.8422606;-38.13080360867914
1739209769.8422651;-38.13080360867914
1739209769.8422697;-38.13080360867914
1739209769.842274;-38.13080360867914
1739209769.8422785;-38.13080360867914
1739209769.842283;-38.13080360867914
1739209769.8422875;-31.141103565318915
1739209769.842292;-45.120503652039325
1739209769.8422966;-45.120503652039325
1739209769.842301;-45.120503652039325
1739209769.8423054;-35.57807855764607
1739209769.84231;-35.57807855764607
1739209769.8423145;-38.13080360867914
1739209769.842319;-38.13080360867914
1739209769.8423235;-38.13080360867914
1739209769.8423278;-45.120503652039325
1739209769.8423324;-45.120503652039325
1739209769.842337;-38.13080360867914
1739209769.8423414;-38.13080360867914
1739209769.842346;-45.120503652039325
1739209769.8423505;-38.13080360867914
1739209769.8423548;-45.120503652039325
1739209769.8423593;-38.13080360867914
1739209769.8423638;-38.13080360867914
1739209769.8423684;-38.13080360867914
1739209769.842373;-45.120503652039325
1739209769.8423774;-45.120503652039325
1739209769.8423817;-38.13080360867914
1739209769.8423862;-45.120503652039325
1739209769.8423908;-45.120503652039325
1739209769.8423953;-45.120503652039325
1739209769.8423998;-45.120503652039325
1739209769.8424044;-35.57807855764607
1739209769.8424087;-38.13080360867914
1739209769.8424132;-45.120503652039325
1739209769.8424177;-45.120503652039325
1739209769.8424222;-45.120503652039325
1739209769.8424268;-38.13080360867914
1739209769.8424313;-45.120503652039325
1739209769.8424356;-45.120503652039325
1739209769.8424401;-45.120503652039325
1739209769.8424447;-45.120503652039325
1739209769.8424492;-45.120503652039325
1739209769.8424537;-38.13080360867914
1739209769.8424582;-38.13080360867914
1739209769.8424625;-38.13080360867914
1739209769.842467;-45.120503652039325
1739209769.8424716;-32.816014438256545
1739209769.8424761;-35.57807855764607
1739209769.8424807;-45.120503652039325
1739209769.8424852;-45.120503652039325
1739209769.8424895;-38.13080360867914
1739209769.842494;-38.13080360867914
1739209769.8424985;-45.120503652039325
1739209769.842503;-38.13080360867914
1739209769.8425076;-45.120503652039325
1739209769.8425121;-38.13080360867914
1739209769.8425164;-38.13080360867914
1739209769.842521;-38.13080360867914
1739209769.8425255;-38.13080360867914
1739209769.84253;-45.120503652039325
1739209769.8425345;-45.120503652039325
1739209769.8425388;-45.120503652039325
1739209769.8425434;-35.57807855764607
1739209769.842548;-35.57807855764607
1739209769.8425524;-45.120503652039325
1739209769.842557;-45.120503652039325
1739209769.8425615;-38.13080360867914
1739209769.8425658;-38.13080360867914
1739209769.8425703;-45.120503652039325
1739209769.8425748;-38.13080360867914
1739209769.8425794;-45.120503652039325
1739209769.842584;-45.120503652039325
1739209769.8425884;-45.120503652039325
1739209769.8425927;-38.13080360867914
1739209769.8425972;-38.13080360867914
1739209769.8426018;-45.120503652039325
1739209769.8426063;-35.57807855764607
1739209769.8426108;-45.120503652039325
1739209769.8426154;-38.13080360867914
1739209769.8426197;-45.120503652039325
1739209769.8426242;-45.120503652039325
1739209769.8426287;-45.120503652039325
1739209769.8426332;-38.13080360867914
1739209769.8426378;-35.57807855764607
1739209769.8426423;-38.13080360867914
1739209769.8426466;-38.13080360867914
1739209769.8426511;-45.120503652039325
1739209769.8426557;-45.120503652039325
1739209769.8426602;-45.120503652039325
1739209769.8426647;-45.120503652039325
1739209769.8426692;-45.120503652039325
1739209769.8426735;-38.13080360867914
1739209769.842678;-45.120503652039325
1739209769.8426826;-45.120503652039325
1739209769.8426871;-45.120503652039325
1739209769.8426917;-45.120503652039325
1739209769.8426962;-38.13080360867914
1739209769.8427005;-38.13080360867914
1739209769.842705;-35.57807855764607
1739209769.8427095;-35.57807855764607
1739209769.842714;-35.57807855764607
1739209769.8427186;-45.120503652039325
1739209769.8427231;-32.816014438256545
1739209769.8427274;-30.49652367304973
1739209769.842732;-45.120503652039325
1739209769.8427365;-38.13080360867914
1739209769.842741;-45.120503652039325
1739209769.8427455;-45.120503652039325
1739209769.84275;-38.13080360867914
1739209769.8427544;-31.141103565318915
1739209769.842759;-45.120503652039325
1739209769.8427634;-33.981070128970956
1739209769.842768;-32.816014438256545
1739209769.8427725;-38.13080360867914
1739209769.842777;-45.120503652039325
1739209769.8427813;-45.120503652039325
1739209769.8427858;-35.57807855764607
1739209769.8427904;-45.120503652039325
1739209769.842795;-38.13080360867914
1739209769.8427994;-45.120503652039325
1739209769.842804;-45.120503652039325
1739209769.8428082;-38.13080360867914
1739209769.8428128;-38.13080360867914
1739209769.8428173;-35.57807855764607
1739209769.8428218;-33.981070128970906
1739209769.8428264;-38.13080360867914
1739209769.842831;-45.120503652039325
1739209769.8428352;-45.120503652039325
1739209769.8428397;-33.981070128970906
1739209769.8428442;-38.13080360867914
1739209769.8428488;-45.120503652039325
1739209769.8428533;-33.981070128970906
1739209769.8428578;-38.13080360867914
1739209769.8428621;-45.120503652039325
1739209769.8428667;-45.120503652039325
1739209769.8428712;-45.120503652039325
1739209769.8428757;-45.120503652039325
1739209769.8428802;-45.120503652039325
1739209769.8428845;-45.120503652039325
1739209769.842889;-38.13080360867914
1739209769.8428936;-38.13080360867914
1739209769.8428981;-38.13080360867914
1739209769.8429027;-38.13080360867914
1739209769.8429072;-28.992665084841942
1739209769.8429115;-45.120503652039325
1739209769.842916;-38.13080360867914
1739209769.8429205;-38.13080360867914
1739209769.842925;-38.13080360867914
1739209769.8429296;-45.120503652039325
1739209769.8429341;-45.120503652039325
1739209769.8429384;-38.13080360867914
1739209769.842943;-38.13080360867914
1739209769.8429475;-38.13080360867914
1739209769.842952;-38.13080360867914
1739209769.8429565;-38.13080360867914
1739209769.842961;-45.120503652039325
1739209769.8429654;-38.13080360867914
1739209769.84297;-45.120503652039325
1739209769.8429744;-45.120503652039325
1739209769.842979;-38.13080360867914
1739209769.8429835;-38.13080360867914
1739209769.842988;-38.13080360867914
1739209769.8429923;-38.13080360867914
1739209769.8429968;-45.120503652039325
1739209769.8430014;-45.120503652039325
1739209769.843006;-45.120503652039325
1739209769.8430104;-33.981070128970906
1739209769.843015;-38.13080360867914
1739209769.8430192;-45.120503652039325
1739209769.8430238;-45.120503652039325
1739209769.8430283;-38.13080360867914
1739209769.8430328;-31.141103565318915
1739209769.8430374;-45.120503652039325
1739209769.843042;-45.120503652039325
1739209769.8430462;-38.13080360867914
1739209769.8430507;-38.13080360867914
1739209769.8430552;-45.120503652039325
1739209769.8430598;-38.13080360867914
1739209769.8430643;-38.13080360867914
1739209769.8430688;-45.120503652039325
1739209769.8430731;-45.120503652039325
1739209769.8430777;-38.13080360867914
1739209769.8430822;-38.13080360867914
1739209769.8430867;-33.981070128970906
1739209769.8430912;-38.13080360867914
1739209769.8430958;-38.13080360867914
1739209769.8431;-38.13080360867914
1739209769.8431046;-45.120503652039325
1739209769.8431091;-32.816014438256545
1739209769.8431137;-38.13080360867914
1739209769.8431182;-45.120503652039325
1739209769.8431227;-45.120503652039325
1739209769.843127;-38.13080360867914
1739209769.8431315;-38.13080360867914
1739209769.843136;-45.120503652039325
1739209769.8431406;-38.13080360867914
1739209769.8431451;-38.13080360867914
1739209769.8431497;-38.13080360867914
1739209769.843154;-38.13080360867914
1739209769.8431585;-45.120503652039325
1739209769.843163;-38.13080360867914
1739209769.8431675;-35.57807855764607
1739209769.843172;-45.120503652039325
1739209769.8431766;-45.120503652039325
1739209769.843181;-45.120503652039325
1739209769.8431854;-45.120503652039325
1739209769.84319;-45.120503652039325
1739209769.8431945;-45.120503652039325
1739209769.843199;-33.981070128970906
1739209769.8432033;-38.13080360867914
1739209769.8432078;-38.13080360867914
1739209769.8432124;-45.120503652039325
1739209769.843217;-45.120503652039325
1739209769.8432214;-45.120503652039325
1739209769.843226;-45.120503652039325
1739209769.8432302;-45.120503652039325
1739209769.8432348;-38.13080360867914
1739209769.8432393;-45.120503652039325
1739209769.8432438;-45.120503652039325
1739209769.8432484;-45.120503652039325
1739209769.843253;-45.120503652039325
1739209769.8432572;-38.13080360867914
1739209769.8432617;-38.13080360867914
1739209769.8432662;-38.13080360867914
1739209769.8432708;-38.13080360867914
1739209769.8432753;-45.120503652039325
1739209769.8432798;-45.120503652039325
1739209769.8432841;-45.120503652039325
1739209769.8432887;-35.57807855764607
1739209769.8432932;-35.57807855764607
1739209769.8432977;-45.120503652039325
1739209769.8433022;-38.13080360867914
1739209769.8433068;-38.13080360867914
1739209769.843311;-45.120503652039325
1739209769.8433156;-45.120503652039325
1739209769.8433201;-45.120503652039325
1739209769.8433247;-38.13080360867914
1739209769.8433292;-35.57807855764607
1739209769.8433337;-45.120503652039325
1739209769.843338;-45.120503652039325
1739209769.8433425;-45.120503652039325
1739209769.843347;-38.13080360867914
1739209769.8433516;-38.13080360867914
1739209769.8433561;-45.120503652039325
1739209769.8433607;-38.13080360867914
1739209769.843365;-38.13080360867914
1739209769.8433695;-38.13080360867914
1739209769.843374;-38.13080360867914
1739209769.8433785;-26.991370085610722
1739209769.843383;-35.57807855764607
1739209769.8433876;-45.120503652039325
1739209769.843392;-45.120503652039325
1739209769.8433964;-32.816014438256545
1739209769.843401;-35.57807855764607
1739209769.8434055;-45.120503652039325
1739209769.84341;-45.120503652039325
1739209769.8434145;-38.13080360867914
1739209769.8434188;-45.120503652039325
1739209769.8434234;-45.120503652039325
1739209769.843428;-45.120503652039325
1739209769.8434324;-38.13080360867914
1739209769.843437;-38.13080360867914
1739209769.8434415;-38.13080360867914
1739209769.8434458;-45.120503652039325
1739209769.8434503;-28.21854285175415
1739209769.8434548;-29.438486411369333
1739209769.8434594;-45.120503652039325
1739209769.843464;-45.120503652039325
1739209769.8434684;-33.981070128970906
1739209769.8434727;-45.120503652039325
1739209769.8434772;-45.120503652039325
1739209769.8434818;-45.120503652039325
1739209769.8434863;-45.120503652039325
1739209769.8434908;-38.13080360867914
1739209769.8434954;-45.120503652039325
1739209769.8434997;-45.120503652039325
1739209769.8435042;-45.120503652039325
1739209769.8435087;-38.13080360867914
1739209769.8435133;-45.120503652039325
1739209769.8435178;-38.13080360867914
1739209769.843522;-38.13080360867914
1739209769.8435266;-45.120503652039325
1739209769.8435311;-45.120503652039325
1739209769.8435357;-45.120503652039325
1739209769.8435402;-35.57807855764607
1739209769.8435447;-45.120503652039325
1739209769.843549;-45.120503652039325
1739209769.8435535;-45.120503652039325
1739209769.843558;-35.57807855764607
1739209769.8435626;-33.981070128970906
1739209769.8435671;-45.120503652039325
1739209769.8435717;-45.120503652039325
1739209769.843576;-35.57807855764607
1739209769.8435805;-35.57807855764607
1739209769.843585;-45.120503652039325
1739209769.8435895;-38.13080360867914
1739209769.843594;-45.120503652039325
1739209769.8435986;-33.981070128970956
1739209769.843603;-35.57807855764607
1739209769.8436074;-38.13080360867914
1739209769.843612;-45.120503652039325
1739209769.8436165;-38.13080360867914
1739209769.843621;-38.13080360867914
1739209769.8436255;-45.120503652039325
1739209769.8436298;-31.141103565318893
1739209769.8436344;-29.438486411369333
1739209769.843639;-38.13080360867914
1739209769.8436434;-38.13080360867914
1739209769.843648;-38.13080360867914
1739209769.8436525;-45.120503652039325
1739209769.8436568;-45.120503652039325
1739209769.8436613;-38.13080360867914
1739209769.8436658;-45.120503652039325
1739209769.8436704;-38.13080360867914
1739209769.843675;-35.57807855764607
1739209769.8436794;-45.120503652039325
1739209769.8436837;-35.57807855764607
1739209769.8436882;-38.13080360867914
1739209769.8436928;-38.13080360867914
1739209769.8436973;-33.981070128970906
1739209769.8437018;-45.120503652039325
1739209769.8437064;-45.120503652039325
1739209769.8437107;-45.120503652039325
1739209769.8437152;-38.13080360867914
1739209769.8437197;-38.13080360867914
1739209769.8437243;-45.120503652039325
1739209769.8437288;-31.141103565318893
1739209769.8437333;-35.57807855764607
1739209769.8437376;-38.13080360867914
1739209769.8437421;-32.816014438256545
1739209769.8437467;-38.13080360867914
1739209769.8437512;-38.13080360867914
1739209769.8437557;-45.120503652039325
1739209769.8437603;-38.13080360867914
1739209769.8437645;-38.13080360867914
1739209769.843769;-33.981070128970906
1739209769.8437736;-45.120503652039325
1739209769.8437781;-45.120503652039325
1739209769.8437827;-45.120503652039325
1739209769.8437872;-33.981070128970906
1739209769.8437915;-45.120503652039325
1739209769.843796;-45.120503652039325
1739209769.8438005;-38.13080360867914
1739209769.843805;-45.120503652039325
1739209769.8438096;-38.13080360867914
1739209769.8438141;-38.13080360867914
1739209769.8438184;-45.120503652039325
1739209769.843823;-45.120503652039325
1739209769.8438275;-45.120503652039325
1739209769.843832;-38.13080360867914
1739209769.8438365;-33.981070128970906
1739209769.843841;-45.120503652039325
1739209769.8438454;-45.120503652039325
1739209769.84385;-35.57807855764607
1739209769.8438544;-38.13080360867914
1739209769.843859;-35.57807855764607
1739209769.8438635;-38.13080360867914
1739209769.8438678;-45.120503652039325
1739209769.8438723;-38.13080360867914
1739209769.8438768;-35.57807855764607
1739209769.8438814;-45.120503652039325
1739209769.843886;-33.981070128970906
1739209769.8438904;-45.120503652039325
1739209769.8438947;-38.13080360867914
1739209769.8438993;-38.13080360867914
1739209769.8439038;-38.13080360867914
1739209769.8439083;-33.981070128970906
1739209769.8439128;-35.57807855764607
1739209769.8439174;-45.120503652039325
1739209769.8439217;-38.13080360867914
1739209769.8439262;-38.13080360867914
1739209769.8439307;-45.120503652039325
1739209769.8439353;-45.120503652039325
1739209769.8439398;-38.13080360867914
1739209769.8439443;-45.120503652039325
1739209769.8439486;-45.120503652039325
1739209769.8439531;-38.13080360867914
1739209769.8439577;-45.120503652039325
1739209769.8439622;-38.13080360867914
1739209769.8439667;-32.816014438256545
1739209769.8439713;-38.13080360867914
1739209769.8439755;-45.120503652039325
1739209769.84398;-45.120503652039325
1739209769.8439846;-45.120503652039325
1739209769.8439891;-45.120503652039325
1739209769.8439937;-38.13080360867914
1739209769.8439982;-30.49652367304973
1739209769.8440025;-38.13080360867914
1739209769.844007;-35.57807855764607
1739209769.8440115;-35.57807855764607
1739209769.844016;-45.120503652039325
1739209769.8440206;-45.120503652039325
1739209769.8440251;-38.13080360867914
1739209769.8440294;-38.13080360867914
1739209769.844034;-45.120503652039325
1739209769.8440385;-45.120503652039325
1739209769.844043;-45.120503652039325
1739209769.8440475;-38.13080360867914
1739209769.844052;-45.120503652039325
1739209769.8440564;-45.120503652039325
1739209769.844061;-38.13080360867914
1739209769.8440654;-38.13080360867914
1739209769.84407;-38.13080360867914
1739209769.8440745;-38.13080360867914
1739209769.844079;-38.13080360867914
