CAN Message; 0x1b8:010015742ce226c8
Timestamp;Amplitude
1739209653.584137;-38.13080360867914
1739209653.58414;-45.120503652039325
1739209653.584143;-45.120503652039325
1739209653.5841458;-33.981070128970906
1739209653.5841486;-38.13080360867914
1739209653.5841515;-35.57807855764607
1739209653.5841544;-38.13080360867914
1739209653.5841572;-38.13080360867914
1739209653.5841603;-35.57807855764607
1739209653.5841632;-45.120503652039325
1739209653.584166;-45.120503652039325
1739209653.584169;-35.57807855764607
1739209653.5841718;-38.13080360867914
1739209653.5841746;-45.120503652039325
1739209653.5841775;-45.120503652039325
1739209653.5841804;-38.13080360867914
1739209653.5841832;-38.13080360867914
1739209653.5841863;-38.13080360867914
1739209653.5841892;-38.13080360867914
1739209653.584192;-33.981070128970906
1739209653.584195;-38.13080360867914
1739209653.5841978;-38.13080360867914
1739209653.5842006;-45.120503652039325
1739209653.5842035;-38.13080360867914
1739209653.5842066;-38.13080360867914
1739209653.5842094;-45.120503652039325
1739209653.5842123;-45.120503652039325
1739209653.5842152;-38.13080360867914
1739209653.584218;-38.13080360867914
1739209653.584221;-45.120503652039325
1739209653.5842237;-45.120503652039325
1739209653.5842266;-35.57807855764607
1739209653.5842295;-45.120503652039325
1739209653.5842326;-38.13080360867914
1739209653.5842354;-45.120503652039325
1739209653.5842383;-45.120503652039325
1739209653.5842412;-38.13080360867914
1739209653.584244;-38.13080360867914
1739209653.5842469;-32.816014438256545
1739209653.5842497;-45.120503652039325
1739209653.5842528;-38.13080360867914
1739209653.5842557;-45.120503652039325
1739209653.5842586;-38.13080360867914
1739209653.5842614;-35.57807855764607
1739209653.5842643;-45.120503652039325
1739209653.5842671;-38.13080360867914
1739209653.58427;-45.120503652039325
1739209653.5842729;-45.120503652039325
1739209653.5842757;-45.120503652039325
1739209653.5842788;-38.13080360867914
1739209653.5842817;-38.13080360867914
1739209653.5842845;-45.120503652039325
1739209653.5842874;-38.13080360867914
1739209653.5842903;-38.13080360867914
1739209653.5842931;-33.981070128970906
1739209653.584296;-38.13080360867914
1739209653.584299;-45.120503652039325
1739209653.584302;-45.120503652039325
1739209653.5843048;-38.13080360867914
1739209653.5843077;-45.120503652039325
1739209653.5843105;-45.120503652039325
1739209653.5843134;-45.120503652039325
1739209653.5843163;-45.120503652039325
1739209653.584319;-45.120503652039325
1739209653.584322;-38.13080360867914
1739209653.584325;-38.13080360867914
1739209653.584328;-38.13080360867914
1739209653.5843308;-45.120503652039325
1739209653.5843337;-38.13080360867914
1739209653.5843365;-38.13080360867914
1739209653.5843394;-35.57807855764607
1739209653.5843422;-45.120503652039325
1739209653.5843453;-45.120503652039325
1739209653.5843482;-35.57807855764607
1739209653.584351;-33.981070128970906
1739209653.584354;-45.120503652039325
1739209653.5843568;-45.120503652039325
1739209653.5843596;-32.816014438256545
1739209653.5843625;-38.13080360867914
1739209653.5843654;-38.13080360867914
1739209653.5843682;-35.57807855764607
1739209653.5843713;-45.120503652039325
1739209653.5843742;-38.13080360867914
1739209653.584377;-38.13080360867914
1739209653.58438;-45.120503652039325
1739209653.5843828;-38.13080360867914
1739209653.5843856;-35.57807855764607
1739209653.5843885;-45.120503652039325
1739209653.5843916;-38.13080360867914
1739209653.5843945;-45.120503652039325
1739209653.5843973;-33.981070128970906
1739209653.5844002;-45.120503652039325
1739209653.584403;-45.120503652039325
1739209653.584406;-38.13080360867914
1739209653.5844088;-38.13080360867914
1739209653.5844116;-38.13080360867914
1739209653.5844145;-38.13080360867914
1739209653.5844176;-45.120503652039325
1739209653.5844204;-45.120503652039325
1739209653.5844233;-45.120503652039325
1739209653.5844262;-38.13080360867914
1739209653.584429;-38.13080360867914
1739209653.584432;-33.981070128970906
1739209653.5844347;-33.981070128970906
1739209653.5844378;-45.120503652039325
1739209653.5844407;-45.120503652039325
1739209653.5844436;-35.57807855764607
1739209653.5844464;-38.13080360867914
1739209653.5844493;-45.120503652039325
1739209653.5844522;-45.120503652039325
1739209653.584455;-31.141103565318915
1739209653.5844579;-33.981070128970906
1739209653.5844607;-38.13080360867914
1739209653.5844638;-45.120503652039325
1739209653.5844667;-38.13080360867914
1739209653.5844696;-38.13080360867914
1739209653.5844724;-35.57807855764607
1739209653.5844753;-38.13080360867914
1739209653.5844781;-32.816014438256545
1739209653.584481;-31.141103565318915
1739209653.584484;-33.981070128970906
1739209653.584487;-45.120503652039325
1739209653.5844898;-45.120503652039325
1739209653.5844927;-33.981070128970906
1739209653.5844955;-33.981070128970906
1739209653.5844984;-38.13080360867914
1739209653.5845013;-33.981070128970906
1739209653.5845041;-30.49652367304973
1739209653.584507;-38.13080360867914
1739209653.58451;-45.120503652039325
1739209653.584513;-45.120503652039325
1739209653.5845158;-45.120503652039325
1739209653.5845187;-38.13080360867914
1739209653.5845215;-45.120503652039325
1739209653.5845244;-33.981070128970906
1739209653.5845273;-31.141103565318915
1739209653.5845304;-35.57807855764607
1739209653.5845332;-45.120503652039325
1739209653.584536;-45.120503652039325
1739209653.584539;-38.13080360867914
1739209653.5845418;-38.13080360867914
1739209653.5845447;-45.120503652039325
1739209653.5845475;-38.13080360867914
1739209653.5845504;-38.13080360867914
1739209653.5845532;-45.120503652039325
1739209653.5845563;-38.13080360867914
1739209653.5845592;-45.120503652039325
1739209653.584562;-45.120503652039325
1739209653.584565;-38.13080360867914
1739209653.5845678;-38.13080360867914
1739209653.5845706;-45.120503652039325
1739209653.5845735;-38.13080360867914
1739209653.5845766;-32.816014438256545
1739209653.5845795;-45.120503652039325
1739209653.5845823;-45.120503652039325
1739209653.5845852;-33.981070128970906
1739209653.584588;-32.816014438256545
1739209653.584591;-45.120503652039325
1739209653.5845938;-38.13080360867914
1739209653.5845966;-31.141103565318915
1739209653.5845995;-33.981070128970906
1739209653.5846026;-45.120503652039325
1739209653.5846055;-45.120503652039325
1739209653.5846083;-38.13080360867914
1739209653.5846112;-45.120503652039325
1739209653.584614;-45.120503652039325
1739209653.584617;-45.120503652039325
1739209653.5846198;-38.13080360867914
1739209653.5846229;-45.120503652039325
1739209653.5846257;-45.120503652039325
1739209653.5846286;-38.13080360867914
1739209653.5846314;-38.13080360867914
1739209653.5846343;-32.816014438256545
1739209653.5846372;-45.120503652039325
1739209653.58464;-38.13080360867914
1739209653.584643;-26.991370085610722
1739209653.5846457;-32.816014438256545
1739209653.5846488;-45.120503652039325
1739209653.5846517;-38.13080360867914
1739209653.5846546;-38.13080360867914
1739209653.5846574;-45.120503652039325
1739209653.5846603;-38.13080360867914
1739209653.5846632;-45.120503652039325
1739209653.584666;-45.120503652039325
1739209653.584669;-38.13080360867914
1739209653.584672;-38.13080360867914
1739209653.5846748;-38.13080360867914
1739209653.5846777;-32.816014438256545
1739209653.5846806;-45.120503652039325
1739209653.5846834;-45.120503652039325
1739209653.5846863;-38.13080360867914
1739209653.5846891;-38.13080360867914
1739209653.584692;-38.13080360867914
1739209653.584695;-38.13080360867914
1739209653.584698;-45.120503652039325
1739209653.5847008;-38.13080360867914
1739209653.5847037;-35.57807855764607
1739209653.5847065;-45.120503652039325
1739209653.5847094;-45.120503652039325
1739209653.5847123;-33.981070128970906
1739209653.5847154;-45.120503652039325
1739209653.5847182;-45.120503652039325
1739209653.584721;-45.120503652039325
1739209653.584724;-33.981070128970906
1739209653.5847268;-45.120503652039325
1739209653.5847297;-45.120503652039325
1739209653.5847325;-45.120503652039325
1739209653.5847354;-45.120503652039325
1739209653.5847383;-38.13080360867914
1739209653.5847414;-38.13080360867914
1739209653.5847442;-45.120503652039325
1739209653.584747;-45.120503652039325
1739209653.58475;-38.13080360867914
1739209653.5847528;-45.120503652039325
1739209653.5847557;-45.120503652039325
1739209653.5847585;-31.141103565318915
1739209653.5847616;-38.13080360867914
1739209653.5847645;-45.120503652039325
1739209653.5847673;-45.120503652039325
1739209653.5847702;-45.120503652039325
1739209653.584773;-45.120503652039325
1739209653.584776;-45.120503652039325
1739209653.5847788;-32.816014438256545
1739209653.5847816;-45.120503652039325
1739209653.5847845;-45.120503652039325
1739209653.5847876;-38.13080360867914
1739209653.5847905;-38.13080360867914
1739209653.5847933;-45.120503652039325
1739209653.5847962;-38.13080360867914
1739209653.584799;-32.816014438256545
1739209653.584802;-33.981070128970906
1739209653.5848048;-38.13080360867914
1739209653.5848079;-38.13080360867914
1739209653.5848107;-38.13080360867914
1739209653.5848136;-35.57807855764607
1739209653.5848165;-45.120503652039325
1739209653.5848193;-45.120503652039325
1739209653.5848222;-38.13080360867914
1739209653.584825;-38.13080360867914
1739209653.584828;-45.120503652039325
1739209653.5848308;-45.120503652039325
1739209653.5848339;-45.120503652039325
1739209653.5848367;-38.13080360867914
1739209653.5848396;-38.13080360867914
1739209653.5848424;-38.13080360867914
1739209653.5848453;-38.13080360867914
1739209653.5848482;-45.120503652039325
1739209653.584851;-45.120503652039325
1739209653.5848541;-38.13080360867914
1739209653.584857;-38.13080360867914
1739209653.5848598;-38.13080360867914
1739209653.5848627;-45.120503652039325
1739209653.5848656;-45.120503652039325
1739209653.5848684;-38.13080360867914
1739209653.5848713;-45.120503652039325
1739209653.5848742;-38.13080360867914
1739209653.584877;-45.120503652039325
1739209653.58488;-45.120503652039325
1739209653.584883;-38.13080360867914
1739209653.5848858;-35.57807855764607
1739209653.5848887;-33.981070128970906
1739209653.5848916;-45.120503652039325
1739209653.5848944;-33.981070128970906
1739209653.5848973;-45.120503652039325
1739209653.5849004;-33.981070128970906
1739209653.5849032;-38.13080360867914
1739209653.584906;-45.120503652039325
1739209653.584909;-45.120503652039325
1739209653.5849118;-38.13080360867914
1739209653.5849147;-38.13080360867914
1739209653.5849175;-45.120503652039325
1739209653.5849204;-38.13080360867914
1739209653.5849233;-38.13080360867914
1739209653.5849264;-45.120503652039325
1739209653.5849292;-38.13080360867914
1739209653.584932;-45.120503652039325
1739209653.584935;-45.120503652039325
1739209653.5849378;-45.120503652039325
1739209653.5849407;-45.120503652039325
1739209653.5849435;-45.120503652039325
1739209653.5849466;-45.120503652039325
1739209653.5849495;-38.13080360867914
1739209653.5849524;-38.13080360867914
1739209653.5849552;-45.120503652039325
1739209653.584958;-33.981070128970906
1739209653.584961;-35.57807855764607
1739209653.5849638;-38.13080360867914
1739209653.5849667;-38.13080360867914
1739209653.5849695;-45.120503652039325
1739209653.5849726;-38.13080360867914
1739209653.5849755;-38.13080360867914
1739209653.5849783;-38.13080360867914
1739209653.5849812;-38.13080360867914
1739209653.584984;-38.13080360867914
1739209653.584987;-38.13080360867914
1739209653.5849898;-35.57807855764607
1739209653.584993;-33.981070128970906
1739209653.5849957;-38.13080360867914
1739209653.5849986;-45.120503652039325
1739209653.5850015;-45.120503652039325
1739209653.5850043;-38.13080360867914
1739209653.5850072;-45.120503652039325
1739209653.58501;-45.120503652039325
1739209653.585013;-33.981070128970906
1739209653.5850158;-31.141103565318915
1739209653.5850189;-33.981070128970906
1739209653.5850217;-38.13080360867914
1739209653.5850246;-38.13080360867914
1739209653.5850275;-38.13080360867914
1739209653.5850303;-45.120503652039325
1739209653.5850332;-45.120503652039325
1739209653.585036;-45.120503652039325
1739209653.5850391;-31.141103565318915
1739209653.585042;-28.992665084841942
1739209653.5850449;-45.120503652039325
1739209653.5850477;-38.13080360867914
1739209653.5850506;-35.57807855764607
1739209653.5850534;-38.13080360867914
1739209653.5850563;-45.120503652039325
1739209653.5850592;-45.120503652039325
1739209653.585062;-33.981070128970906
1739209653.5850651;-32.816014438256545
1739209653.585068;-45.120503652039325
1739209653.5850708;-45.120503652039325
1739209653.5850737;-38.13080360867914
1739209653.5850766;-38.13080360867914
1739209653.5850794;-45.120503652039325
1739209653.5850823;-38.13080360867914
1739209653.5850854;-38.13080360867914
1739209653.5850883;-38.13080360867914
1739209653.585091;-45.120503652039325
1739209653.585094;-38.13080360867914
1739209653.5850968;-38.13080360867914
1739209653.5850997;-38.13080360867914
1739209653.5851026;-45.120503652039325
1739209653.5851054;-38.13080360867914
1739209653.5851083;-38.13080360867914
1739209653.5851114;-45.120503652039325
1739209653.5851142;-45.120503652039325
1739209653.585117;-45.120503652039325
1739209653.58512;-38.13080360867914
1739209653.5851228;-38.13080360867914
1739209653.5851257;-38.13080360867914
1739209653.5851285;-38.13080360867914
1739209653.5851316;-38.13080360867914
1739209653.5851345;-38.13080360867914
1739209653.5851374;-38.13080360867914
1739209653.5851402;-38.13080360867914
1739209653.585143;-38.13080360867914
1739209653.585146;-45.120503652039325
1739209653.5851488;-45.120503652039325
1739209653.5851517;-38.13080360867914
1739209653.5851545;-38.13080360867914
1739209653.5851576;-28.992665084841942
1739209653.5851605;-35.57807855764607
1739209653.5851634;-45.120503652039325
1739209653.5851662;-38.13080360867914
1739209653.585169;-38.13080360867914
1739209653.585172;-45.120503652039325
1739209653.5851748;-38.13080360867914
1739209653.585178;-45.120503652039325
1739209653.5851808;-32.81601443825658
1739209653.5851836;-45.120503652039325
1739209653.5851865;-33.981070128970906
1739209653.5851893;-38.13080360867914
1739209653.5851922;-38.13080360867914
1739209653.585195;-38.13080360867914
1739209653.585198;-38.13080360867914
1739209653.5852008;-38.13080360867914
1739209653.585204;-38.13080360867914
1739209653.5852067;-45.120503652039325
1739209653.5852096;-45.120503652039325
1739209653.5852125;-45.120503652039325
1739209653.5852153;-45.120503652039325
1739209653.5852182;-45.120503652039325
1739209653.585221;-38.13080360867914
1739209653.5852242;-38.13080360867914
1739209653.585227;-38.13080360867914
1739209653.5852299;-45.120503652039325
1739209653.5852327;-38.13080360867914
1739209653.5852356;-33.981070128970906
1739209653.5852385;-45.120503652039325
1739209653.5852413;-45.120503652039325
1739209653.5852442;-38.13080360867914
1739209653.585247;-38.13080360867914
1739209653.5852501;-45.120503652039325
1739209653.585253;-45.120503652039325
1739209653.5852559;-35.57807855764607
1739209653.5852587;-38.13080360867914
1739209653.5852616;-45.120503652039325
1739209653.5852644;-45.120503652039325
1739209653.5852673;-45.120503652039325
1739209653.5852704;-38.13080360867914
1739209653.5852733;-32.816014438256545
1739209653.5852761;-38.13080360867914
1739209653.585279;-38.13080360867914
1739209653.5852818;-33.981070128970906
1739209653.5852847;-45.120503652039325
1739209653.5852876;-45.120503652039325
1739209653.5852904;-38.13080360867914
1739209653.5852933;-45.120503652039325
1739209653.5852964;-45.120503652039325
1739209653.5852993;-45.120503652039325
1739209653.585302;-35.57807855764607
1739209653.585305;-35.57807855764607
1739209653.5853078;-38.13080360867914
1739209653.5853107;-38.13080360867914
1739209653.5853136;-38.13080360867914
1739209653.5853167;-38.13080360867914
1739209653.5853195;-38.13080360867914
1739209653.5853224;-38.13080360867914
1739209653.5853252;-38.13080360867914
1739209653.585328;-35.57807855764607
1739209653.585331;-45.120503652039325
1739209653.5853338;-38.13080360867914
1739209653.5853367;-38.13080360867914
1739209653.5853395;-38.13080360867914
1739209653.5853426;-38.13080360867914
1739209653.5853455;-45.120503652039325
1739209653.5853484;-38.13080360867914
1739209653.5853512;-38.13080360867914
1739209653.585354;-35.57807855764607
1739209653.585357;-38.13080360867914
1739209653.5853598;-38.13080360867914
1739209653.585363;-35.57807855764607
1739209653.5853658;-45.120503652039325
1739209653.5853686;-33.981070128970906
1739209653.5853715;-38.13080360867914
1739209653.5853744;-45.120503652039325
1739209653.5853772;-45.120503652039325
1739209653.58538;-38.13080360867914
1739209653.585383;-35.57807855764607
1739209653.5853858;-38.13080360867914
1739209653.585389;-45.120503652039325
1739209653.5853918;-45.120503652039325
1739209653.5853946;-35.57807855764607
1739209653.5853975;-35.57807855764607
1739209653.5854003;-38.13080360867914
1739209653.5854032;-38.13080360867914
1739209653.585406;-45.120503652039325
1739209653.5854092;-38.13080360867914
1739209653.585412;-38.13080360867914
1739209653.585415;-38.13080360867914
1739209653.5854177;-45.120503652039325
1739209653.5854206;-45.120503652039325
1739209653.5854235;-45.120503652039325
1739209653.5854263;-32.816014438256545
1739209653.5854292;-45.120503652039325
1739209653.585432;-38.13080360867914
1739209653.5854352;-38.13080360867914
1739209653.585438;-33.981070128970906
1739209653.5854409;-38.13080360867914
1739209653.5854437;-38.13080360867914
1739209653.5854466;-45.120503652039325
1739209653.5854495;-45.120503652039325
1739209653.5854523;-45.120503652039325
1739209653.5854554;-45.120503652039325
1739209653.5854583;-35.57807855764607
1739209653.5854611;-35.57807855764607
1739209653.585464;-45.120503652039325
1739209653.5854669;-45.120503652039325
1739209653.5854697;-45.120503652039325
1739209653.5854726;-45.120503652039325
1739209653.5854754;-45.120503652039325
1739209653.5854783;-45.120503652039325
1739209653.5854814;-45.120503652039325
1739209653.5854843;-28.992665084841942
1739209653.5854871;-33.981070128970906
1739209653.58549;-38.13080360867914
1739209653.5854928;-38.13080360867914
1739209653.5854957;-38.13080360867914
1739209653.5854986;-38.13080360867914
1739209653.5855017;-45.120503652039325
1739209653.5855045;-35.57807855764607
1739209653.5855074;-45.120503652039325
1739209653.5855103;-38.13080360867914
1739209653.585513;-38.13080360867914
1739209653.585516;-38.13080360867914
1739209653.5855188;-45.120503652039325
1739209653.5855217;-45.120503652039325
1739209653.5855246;-45.120503652039325
1739209653.5855277;-35.57807855764607
1739209653.5855305;-38.13080360867914
1739209653.5855334;-45.120503652039325
1739209653.5855362;-45.120503652039325
1739209653.585539;-33.981070128970906
1739209653.585542;-38.13080360867914
1739209653.5855448;-45.120503652039325
1739209653.585548;-45.120503652039325
1739209653.5855508;-38.13080360867914
1739209653.5855536;-31.141103565318915
1739209653.5855565;-31.141103565318915
1739209653.5855594;-35.57807855764607
1739209653.5855622;-38.13080360867914
1739209653.585565;-33.981070128970906
1739209653.585568;-38.13080360867914
1739209653.5855708;-45.120503652039325
1739209653.585574;-35.57807855764607
1739209653.5855768;-33.981070128970906
1739209653.5855796;-33.981070128970906
1739209653.5855825;-45.120503652039325
1739209653.5855854;-35.57807855764607
1739209653.5855882;-35.57807855764607
1739209653.585591;-45.120503652039325
1739209653.5855942;-45.120503652039325
1739209653.585597;-38.13080360867914
1739209653.5856;-31.141103565318915
1739209653.5856028;-33.981070128970906
1739209653.5856056;-38.13080360867914
1739209653.5856085;-38.13080360867914
1739209653.5856113;-38.13080360867914
1739209653.5856142;-35.57807855764607
1739209653.585617;-38.13080360867914
1739209653.5856202;-38.13080360867914
1739209653.585623;-35.57807855764607
1739209653.585626;-33.981070128970906
1739209653.5856287;-45.120503652039325
1739209653.5856316;-38.13080360867914
1739209653.5856345;-35.57807855764607
1739209653.5856373;-45.120503652039325
1739209653.5856404;-45.120503652039325
1739209653.5856433;-45.120503652039325
1739209653.5856462;-38.13080360867914
1739209653.585649;-38.13080360867914
1739209653.5856519;-45.120503652039325
1739209653.5856547;-45.120503652039325
1739209653.5856576;-45.120503652039325
1739209653.5856605;-33.981070128970906
1739209653.5856633;-45.120503652039325
1739209653.5856664;-38.13080360867914
1739209653.5856693;-38.13080360867914
1739209653.5856721;-35.57807855764607
1739209653.585675;-35.57807855764607
1739209653.5856779;-38.13080360867914
1739209653.5856807;-45.120503652039325
1739209653.5856836;-33.981070128970906
1739209653.5856867;-33.981070128970906
1739209653.5856895;-38.13080360867914
1739209653.5856924;-35.57807855764607
1739209653.5856953;-38.13080360867914
1739209653.5856981;-45.120503652039325
1739209653.585701;-45.120503652039325
1739209653.5857038;-45.120503652039325
1739209653.5857067;-45.120503652039325
1739209653.5857096;-45.120503652039325
1739209653.5857127;-45.120503652039325
1739209653.5857155;-45.120503652039325
1739209653.5857184;-45.120503652039325
1739209653.5857213;-45.120503652039325
1739209653.585724;-45.120503652039325
1739209653.585727;-45.120503652039325
1739209653.5857298;-38.13080360867914
1739209653.585733;-35.57807855764607
1739209653.5857358;-45.120503652039325
1739209653.5857387;-38.13080360867914
1739209653.5857415;-45.120503652039325
1739209653.5857444;-45.120503652039325
1739209653.5857472;-38.13080360867914
1739209653.58575;-35.57807855764607
1739209653.585753;-45.120503652039325
1739209653.5857558;-45.120503652039325
1739209653.585759;-38.13080360867914
1739209653.5857618;-38.13080360867914
1739209653.5857646;-38.13080360867914
1739209653.5857675;-38.13080360867914
1739209653.5857704;-38.13080360867914
1739209653.5857732;-38.13080360867914
1739209653.585776;-38.13080360867914
1739209653.5857792;-45.120503652039325
1739209653.585782;-45.120503652039325
1739209653.585785;-45.120503652039325
1739209653.5857878;-32.816014438256545
1739209653.5857906;-32.816014438256545
1739209653.5857935;-45.120503652039325
1739209653.5857964;-45.120503652039325
1739209653.5857992;-38.13080360867914
1739209653.585802;-38.13080360867914
1739209653.5858052;-45.120503652039325
1739209653.585808;-38.13080360867914
1739209653.585811;-38.13080360867914
1739209653.5858138;-45.120503652039325
1739209653.5858166;-45.120503652039325
1739209653.5858195;-45.120503652039325
1739209653.5858223;-45.120503652039325
1739209653.5858254;-45.120503652039325
1739209653.5858283;-38.13080360867914
1739209653.5858312;-45.120503652039325
1739209653.585834;-38.13080360867914
1739209653.585837;-35.57807855764607
1739209653.5858397;-38.13080360867914
1739209653.5858426;-45.120503652039325
1739209653.5858455;-35.57807855764607
1739209653.5858483;-32.816014438256545
1739209653.5858514;-45.120503652039325
1739209653.5858543;-35.57807855764607
1739209653.5858572;-45.120503652039325
1739209653.58586;-33.981070128970906
1739209653.5858629;-45.120503652039325
1739209653.5858657;-45.120503652039325
1739209653.5858686;-45.120503652039325
1739209653.5858717;-45.120503652039325
1739209653.5858746;-45.120503652039325
1739209653.5858774;-45.120503652039325
1739209653.5858803;-45.120503652039325
1739209653.5858831;-45.120503652039325
1739209653.585886;-38.13080360867914
1739209653.5858889;-38.13080360867914
1739209653.5858917;-38.13080360867914
1739209653.5858946;-38.13080360867914
1739209653.5858977;-45.120503652039325
1739209653.5859005;-45.120503652039325
1739209653.5859034;-38.13080360867914
1739209653.5859063;-32.816014438256545
1739209653.5859091;-45.120503652039325
1739209653.585912;-45.120503652039325
1739209653.5859149;-38.13080360867914
1739209653.585918;-45.120503652039325
1739209653.5859208;-38.13080360867914
1739209653.5859237;-45.120503652039325
1739209653.5859265;-38.13080360867914
1739209653.5859294;-38.13080360867914
1739209653.5859323;-45.120503652039325
1739209653.585935;-45.120503652039325
1739209653.585938;-35.57807855764607
1739209653.5859408;-38.13080360867914
1739209653.585944;-38.13080360867914
1739209653.5859468;-45.120503652039325
1739209653.5859497;-35.57807855764607
1739209653.5859525;-25.826314394896357
1739209653.5859554;-38.13080360867914
1739209653.5859582;-45.120503652039325
1739209653.585961;-35.57807855764607
1739209653.5859642;-31.141103565318915
1739209653.585967;-38.13080360867914
1739209653.58597;-45.120503652039325
1739209653.5859728;-45.120503652039325
1739209653.5859756;-35.57807855764607
1739209653.5859785;-38.13080360867914
1739209653.5859814;-38.13080360867914
1739209653.5859842;-45.120503652039325
1739209653.585987;-45.120503652039325
1739209653.5859902;-45.120503652039325
1739209653.585993;-45.120503652039325
1739209653.585996;-33.981070128970906
1739209653.5859988;-33.981070128970906
1739209653.5860016;-45.120503652039325
1739209653.5860045;-45.120503652039325
1739209653.5860074;-35.57807855764607
1739209653.5860105;-35.57807855764607
1739209653.5860133;-45.120503652039325
1739209653.5860162;-45.120503652039325
1739209653.586019;-45.120503652039325
1739209653.586022;-33.981070128970906
1739209653.5860248;-38.13080360867914
1739209653.5860276;-45.120503652039325
1739209653.5860305;-45.120503652039325
1739209653.5860333;-33.981070128970906
1739209653.5860364;-38.13080360867914
1739209653.5860393;-45.120503652039325
1739209653.5860422;-38.13080360867914
1739209653.586045;-38.13080360867914
1739209653.586048;-38.13080360867914
1739209653.5860507;-45.120503652039325
1739209653.5860536;-45.120503652039325
1739209653.5860567;-38.13080360867914
1739209653.5860596;-38.13080360867914
1739209653.5860624;-38.13080360867914
1739209653.5860653;-45.120503652039325
1739209653.5860682;-31.141103565318915
1739209653.586071;-33.981070128970906
1739209653.5860739;-38.13080360867914
1739209653.5860767;-45.120503652039325
1739209653.5860796;-45.120503652039325
1739209653.5860827;-35.57807855764607
1739209653.5860856;-38.13080360867914
1739209653.5860884;-45.120503652039325
1739209653.5860913;-33.981070128970906
1739209653.5860941;-33.981070128970906
1739209653.586097;-45.120503652039325
1739209653.5860999;-38.13080360867914
1739209653.586103;-38.13080360867914
1739209653.5861058;-38.13080360867914
1739209653.5861087;-38.13080360867914
1739209653.5861115;-45.120503652039325
1739209653.5861144;-33.981070128970906
1739209653.5861173;-33.981070128970906
1739209653.5861201;-35.57807855764607
1739209653.586123;-38.13080360867914
1739209653.5861259;-33.981070128970906
1739209653.586129;-38.13080360867914
1739209653.5861318;-45.120503652039325
1739209653.5861347;-35.57807855764607
1739209653.5861375;-33.981070128970906
1739209653.5861404;-31.141103565318915
1739209653.5861433;-38.13080360867914
1739209653.586146;-35.57807855764607
1739209653.5861492;-35.57807855764607
1739209653.586152;-38.13080360867914
1739209653.586155;-38.13080360867914
1739209653.5861578;-33.981070128970906
1739209653.5861607;-31.141103565318915
1739209653.5861635;-29.438486411369347
1739209653.5861664;-38.13080360867914
1739209653.5861692;-38.13080360867914
1739209653.586172;-45.120503652039325
1739209653.5861752;-38.13080360867914
1739209653.586178;-38.13080360867914
1739209653.586181;-38.13080360867914
1739209653.5861838;-38.13080360867914
1739209653.5861866;-33.981070128970906
1739209653.5861895;-45.120503652039325
1739209653.5861924;-45.120503652039325
1739209653.5861955;-38.13080360867914
1739209653.5861983;-38.13080360867914
1739209653.5862012;-38.13080360867914
1739209653.586204;-45.120503652039325
1739209653.586207;-45.120503652039325
1739209653.5862098;-38.13080360867914
1739209653.5862126;-38.13080360867914
1739209653.5862155;-45.120503652039325
1739209653.5862184;-45.120503652039325
1739209653.5862215;-45.120503652039325
1739209653.5862243;-45.120503652039325
1739209653.5862272;-38.13080360867914
1739209653.58623;-45.120503652039325
