CAN Message; 0x98:0000aeb5b1182d6f
1739209845.6130068;-45.120503652039325
1739209845.6130114;-32.816014438256545
1739209845.613016;-32.816014438256545
1739209845.6130204;-45.120503652039325
1739209845.6130247;-38.13080360867914
1739209845.6130292;-35.57807855764607
1739209845.6130338;-38.13080360867914
1739209845.6130383;-38.13080360867914
1739209845.6130426;-38.13080360867914
1739209845.6130471;-45.120503652039325
1739209845.6130517;-45.120503652039325
1739209845.6130562;-45.120503652039325
1739209845.6130605;-45.120503652039325
1739209845.613065;-45.120503652039325
1739209845.6130695;-45.120503652039325
1739209845.613074;-38.13080360867914
1739209845.6130784;-32.816014438256545
1739209845.613083;-45.120503652039325
1739209845.6130874;-38.13080360867914
1739209845.613092;-35.57807855764607
1739209845.6130962;-38.13080360867914
1739209845.6131008;-33.981070128970906
1739209845.6131053;-38.13080360867914
1739209845.6131096;-45.120503652039325
1739209845.613114;-38.13080360867914
1739209845.6131186;-38.13080360867914
1739209845.6131232;-38.13080360867914
1739209845.6131275;-38.13080360867914
1739209845.613132;-38.13080360867914
1739209845.6131365;-45.120503652039325
1739209845.613141;-45.120503652039325
1739209845.6131454;-38.13080360867914
1739209845.61315;-35.57807855764607
1739209845.6131544;-45.120503652039325
1739209845.613159;-45.120503652039325
1739209845.6131632;-33.981070128970906
1739209845.6131678;-38.13080360867914
1739209845.6131723;-45.120503652039325
1739209845.6131768;-45.120503652039325
1739209845.613181;-38.13080360867914
1739209845.6131856;-38.13080360867914
1739209845.6131902;-32.816014438256545
1739209845.6131947;-28.21854285175415
1739209845.613199;-33.981070128970906
1739209845.6132035;-35.57807855764607
1739209845.613208;-38.13080360867914
1739209845.6132126;-35.57807855764607
1739209845.6132169;-45.120503652039325
1739209845.6132214;-38.13080360867914
1739209845.613226;-45.120503652039325
1739209845.6132305;-38.13080360867914
1739209845.6132348;-33.981070128970906
1739209845.6132393;-38.13080360867914
1739209845.6132438;-45.120503652039325
1739209845.6132483;-45.120503652039325
1739209845.6132526;-38.13080360867914
1739209845.6132572;-45.120503652039325
1739209845.6132617;-33.981070128970906
1739209845.6132662;-30.49652367304973
1739209845.6132705;-45.120503652039325
1739209845.613275;-38.13080360867914
1739209845.6132796;-38.13080360867914
1739209845.613284;-33.981070128970906
1739209845.6132884;-45.120503652039325
1739209845.613293;-28.992665084841942
1739209845.6132975;-28.58837851428586
1739209845.613302;-33.981070128970956
1739209845.6133063;-38.13080360867914
1739209845.6133108;-32.816014438256545
1739209845.6133153;-45.120503652039325
1739209845.6133199;-31.141103565318893
1739209845.6133242;-25.62660358559016
1739209845.6133287;-45.120503652039325
1739209845.6133332;-29.438486411369333
1739209845.6133378;-33.981070128970906
1739209845.613342;-45.120503652039325
1739209845.6133466;-45.120503652039325
1739209845.613351;-33.981070128970906
1739209845.6133556;-33.981070128970906
1739209845.61336;-45.120503652039325
1739209845.6133645;-27.267205301931607
1739209845.613369;-45.120503652039325
1739209845.6133735;-27.267205301931607
1739209845.6133778;-27.267205301931607
1739209845.6133823;-26.991370085610722
1739209845.6133869;-45.120503652039325
1739209845.6133912;-33.981070128970906
1739209845.6133957;-38.13080360867914
1739209845.6134002;-38.13080360867914
1739209845.6134048;-29.438486411369375
1739209845.613409;-26.991370085610722
1739209845.6134136;-32.816014438256545
1739209845.613418;-38.13080360867914
1739209845.6134226;-38.13080360867914
1739209845.613427;-35.57807855764607
1739209845.6134315;-28.58837851428586
1739209845.613436;-38.13080360867914
1739209845.6134405;-38.13080360867914
1739209845.6134448;-24.589719217205094
1739209845.6134493;-26.991370085610736
1739209845.6134539;-27.877744956031414
1739209845.6134584;-28.588378514285886
1739209845.6134627;-28.588378514285886
1739209845.6134672;-31.141103565318915
1739209845.6134717;-33.981070128970906
1739209845.6134763;-27.8777449560314
1739209845.6134806;-26.487275050834715
1739209845.613485;-38.13080360867914
1739209845.6134896;-30.49652367304973
1739209845.6134942;-45.120503652039325
1739209845.6134984;-38.13080360867914
1739209845.613503;-38.13080360867914
1739209845.6135075;-32.816014438256545
1739209845.613512;-38.13080360867914
1739209845.6135163;-26.487275050834725
1739209845.6135209;-22.175841390423358
1739209845.6135254;-28.992665084841942
1739209845.61353;-32.816014438256545
1739209845.6135342;-31.14110356531892
1739209845.6135387;-45.120503652039325
1739209845.6135433;-32.816014438256545
1739209845.6135478;-38.13080360867914
1739209845.613552;-33.981070128970906
1739209845.6135566;-26.991370085610722
1739209845.6135612;-35.57807855764607
1739209845.6135657;-31.141103565318943
1739209845.61357;-30.49652367304973
1739209845.6135745;-24.746238672633048
1739209845.613579;-28.588378514285886
1739209845.6135836;-30.49652367304976
1739209845.6135879;-45.120503652039325
1739209845.6135924;-26.991370085610736
1739209845.613597;-24.74623867263306
1739209845.6136014;-28.218542851754187
1739209845.6136057;-38.13080360867914
1739209845.6136103;-45.120503652039325
1739209845.6136148;-35.57807855764607
1739209845.6136193;-38.13080360867914
1739209845.6136236;-30.49652367304973
1739209845.6136281;-45.120503652039325
1739209845.6136327;-28.58837851428586
1739209845.6136372;-45.120503652039325
1739209845.6136415;-38.13080360867914
1739209845.613646;-32.816014438256545
1739209845.6136506;-28.58837851428586
1739209845.613655;-38.13080360867914
1739209845.6136594;-45.120503652039325
1739209845.613664;-27.8777449560314
1739209845.6136684;-25.826314394896364
1739209845.6136727;-38.13080360867914
1739209845.6136773;-28.21854285175415
1739209845.6136818;-31.141103565318943
1739209845.6136863;-29.438486411369347
1739209845.6136906;-31.141103565318893
1739209845.6136951;-45.120503652039325
1739209845.6136997;-31.141103565318915
1739209845.6137042;-33.981070128970906
1739209845.6137085;-28.992665084841942
1739209845.613713;-32.816014438256545
1739209845.6137176;-38.13080360867914
1739209845.613722;-45.120503652039325
1739209845.6137264;-38.13080360867914
1739209845.613731;-32.81601443825658
1739209845.6137354;-25.826314394896354
1739209845.61374;-28.992665084841942
1739209845.6137443;-45.120503652039325
1739209845.6137488;-28.58837851428586
1739209845.6137533;-31.141103565318915
1739209845.6137578;-31.141103565318915
1739209845.6137621;-24.746238672633048
1739209845.6137667;-31.141103565318915
1739209845.6137712;-35.57807855764607
1739209845.6137757;-26.035653463252796
1739209845.61378;-33.981070128970906
1739209845.6137846;-38.13080360867914
1739209845.613789;-45.120503652039325
1739209845.6137936;-26.991370085610736
1739209845.613798;-35.57807855764607
1739209845.6138024;-28.992665084841942
1739209845.613807;-31.14110356531892
1739209845.6138115;-33.981070128970906
1739209845.6138158;-31.141103565318943
1739209845.6138203;-33.981070128970906
1739209845.6138248;-28.992665084841942
1739209845.6138294;-30.49652367304973
1739209845.6138337;-35.57807855764607
1739209845.6138382;-45.120503652039325
1739209845.6138427;-27.267205301931607
1739209845.6138473;-30.49652367304976
1739209845.6138515;-29.438486411369354
1739209845.613856;-45.120503652039325
1739209845.6138606;-38.13080360867914
1739209845.6138651;-38.13080360867914
1739209845.6138694;-31.14110356531892
1739209845.613874;-31.141103565318893
1739209845.6138785;-33.981070128970956
1739209845.613883;-30.49652367304976
1739209845.6138873;-26.991370085610736
1739209845.6138918;-31.141103565318915
1739209845.6138964;-31.14110356531892
1739209845.613901;-27.87774495603143
1739209845.6139052;-28.992665084841942
1739209845.6139097;-45.120503652039325
1739209845.6139143;-26.035653463252796
1739209845.6139188;-25.62660358559016
1739209845.613923;-33.981070128970956
1739209845.6139276;-45.120503652039325
1739209845.6139321;-30.49652367304973
1739209845.6139367;-38.13080360867914
1739209845.613941;-45.120503652039325
1739209845.6139455;-45.120503652039325
1739209845.61395;-45.120503652039325
1739209845.6139543;-45.120503652039325
1739209845.6139588;-33.981070128970906
1739209845.6139634;-45.120503652039325
1739209845.613968;-45.120503652039325
1739209845.6139722;-45.120503652039325
1739209845.6139767;-38.13080360867914
1739209845.6139812;-35.57807855764607
1739209845.6139858;-45.120503652039325
1739209845.61399;-38.13080360867914
1739209845.6139946;-35.57807855764607
1739209845.6139991;-38.13080360867914
1739209845.6140037;-45.120503652039325
1739209845.614008;-45.120503652039325
1739209845.6140125;-45.120503652039325
1739209845.614017;-45.120503652039325
1739209845.6140215;-32.816014438256545
1739209845.6140258;-32.816014438256545
1739209845.6140304;-45.120503652039325
1739209845.614035;-45.120503652039325
1739209845.6140394;-38.13080360867914
1739209845.6140437;-38.13080360867914
1739209845.6140482;-45.120503652039325
1739209845.6140528;-38.13080360867914
1739209845.6140573;-45.120503652039325
1739209845.6140616;-45.120503652039325
1739209845.6140661;-38.13080360867914
1739209845.6140707;-45.120503652039325
1739209845.6140752;-38.13080360867914
1739209845.6140795;-45.120503652039325
1739209845.614084;-38.13080360867914
1739209845.6140885;-38.13080360867914
1739209845.614093;-31.141103565318893
1739209845.6140974;-28.21854285175415
1739209845.614102;-45.120503652039325
1739209845.6141064;-45.120503652039325
1739209845.614111;-38.13080360867914
1739209845.6141152;-32.816014438256545
1739209845.6141198;-45.120503652039325
1739209845.6141243;-38.13080360867914
1739209845.6141288;-38.13080360867914
1739209845.6141331;-45.120503652039325
1739209845.6141376;-45.120503652039325
1739209845.6141422;-45.120503652039325
1739209845.6141467;-38.13080360867914
1739209845.614151;-38.13080360867914
1739209845.6141555;-45.120503652039325
1739209845.61416;-45.120503652039325
1739209845.6141646;-45.120503652039325
1739209845.614169;-45.120503652039325
1739209845.6141734;-38.13080360867914
1739209845.614178;-32.816014438256545
1739209845.6141825;-45.120503652039325
1739209845.6141868;-45.120503652039325
1739209845.6141913;-35.57807855764607
1739209845.6141958;-38.13080360867914
1739209845.6142004;-38.13080360867914
1739209845.6142046;-35.57807855764607
1739209845.6142092;-35.57807855764607
1739209845.6142137;-45.120503652039325
1739209845.6142182;-38.13080360867914
1739209845.6142225;-35.57807855764607
1739209845.614227;-38.13080360867914
1739209845.6142316;-38.13080360867914
1739209845.6142359;-45.120503652039325
1739209845.6142404;-45.120503652039325
1739209845.614245;-38.13080360867914
1739209845.6142495;-45.120503652039325
1739209845.6142538;-45.120503652039325
1739209845.6142583;-38.13080360867914
1739209845.6142628;-33.981070128970906
1739209845.6142673;-35.57807855764607
1739209845.6142716;-31.141103565318893
1739209845.6142762;-29.438486411369333
1739209845.6142807;-45.120503652039325
1739209845.6142852;-45.120503652039325
1739209845.6142895;-33.981070128970906
1739209845.614294;-45.120503652039325
1739209845.6142986;-45.120503652039325
1739209845.614303;-38.13080360867914
1739209845.6143074;-45.120503652039325
1739209845.614312;-38.13080360867914
1739209845.6143165;-38.13080360867914
1739209845.614321;-45.120503652039325
1739209845.6143253;-45.120503652039325
1739209845.6143298;-32.816014438256545
1739209845.6143343;-45.120503652039325
1739209845.6143389;-45.120503652039325
1739209845.6143432;-38.13080360867914
1739209845.6143477;-45.120503652039325
1739209845.6143522;-45.120503652039325
1739209845.6143568;-45.120503652039325
1739209845.614361;-33.981070128970906
1739209845.6143656;-45.120503652039325
1739209845.61437;-38.13080360867914
1739209845.6143746;-38.13080360867914
1739209845.614379;-45.120503652039325
1739209845.6143835;-35.57807855764607
1739209845.614388;-38.13080360867914
1739209845.6143925;-45.120503652039325
1739209845.6143968;-45.120503652039325
1739209845.6144013;-35.57807855764607
1739209845.6144059;-38.13080360867914
1739209845.6144104;-45.120503652039325
1739209845.6144147;-38.13080360867914
1739209845.6144192;-33.981070128970906
1739209845.6144238;-33.981070128970906
1739209845.617104;-45.120503652039325
1739209845.6171117;-38.13080360867914
1739209845.6171193;-31.14110356531892
1739209845.617127;-45.120503652039325
1739209845.6171346;-45.120503652039325
1739209845.6171424;-45.120503652039325
1739209845.61715;-45.120503652039325
1739209845.6171577;-45.120503652039325
1739209845.6171653;-45.120503652039325
1739209845.617173;-45.120503652039325
1739209845.6171806;-33.981070128970906
1739209845.6171882;-45.120503652039325
1739209845.6171958;-45.120503652039325
1739209845.6172035;-45.120503652039325
1739209845.617211;-38.13080360867914
1739209845.6172187;-38.13080360867914
1739209845.6172266;-45.120503652039325
1739209845.6172342;-45.120503652039325
1739209845.6172419;-38.13080360867914
1739209845.6172495;-45.120503652039325
1739209845.617257;-38.13080360867914
1739209845.6172647;-35.57807855764607
1739209845.6172724;-31.141103565318915
1739209845.61728;-45.120503652039325
1739209845.6172876;-45.120503652039325
1739209845.6172953;-33.981070128970906
1739209845.617303;-38.13080360867914
1739209845.6173108;-45.120503652039325
1739209845.6173184;-45.120503652039325
1739209845.617326;-32.816014438256545
1739209845.6173337;-45.120503652039325
1739209845.6173413;-45.120503652039325
1739209845.617349;-45.120503652039325
1739209845.6173565;-45.120503652039325
1739209845.6173642;-38.13080360867914
1739209845.6173718;-38.13080360867914
1739209845.6173794;-45.120503652039325
1739209845.617387;-45.120503652039325
1739209845.617395;-38.13080360867914
1739209845.6174026;-45.120503652039325
1739209845.6174102;-45.120503652039325
1739209845.6174178;-38.13080360867914
1739209845.6174254;-45.120503652039325
1739209845.617433;-32.816014438256545
1739209845.6174407;-45.120503652039325
1739209845.6174483;-45.120503652039325
1739209845.617456;-38.13080360867914
1739209845.6174636;-29.438486411369333
1739209845.6174712;-33.981070128970906
1739209845.617479;-45.120503652039325
1739209845.6174867;-45.120503652039325
1739209845.6174943;-38.13080360867914
1739209845.617502;-38.13080360867914
1739209845.6175096;-45.120503652039325
1739209845.6175172;-45.120503652039325
1739209845.6175249;-45.120503652039325
1739209845.6175325;-38.13080360867914
1739209845.6175401;-45.120503652039325
1739209845.6175478;-38.13080360867914
1739209845.6175556;-28.992665084841942
1739209845.6175632;-38.13080360867914
1739209845.6175709;-45.120503652039325
1739209845.6175785;-45.120503652039325
1739209845.6175861;-33.981070128970906
1739209845.6175938;-45.120503652039325
1739209845.6176014;-45.120503652039325
1739209845.617609;-38.13080360867914
1739209845.6176167;-38.13080360867914
1739209845.6176243;-45.120503652039325
1739209845.617632;-45.120503652039325
1739209845.6176398;-38.13080360867914
1739209845.6176474;-38.13080360867914
1739209845.617655;-38.13080360867914
1739209845.6176627;-45.120503652039325
1739209845.6176703;-45.120503652039325
1739209845.617678;-38.13080360867914
1739209845.6176856;-45.120503652039325
1739209845.6176932;-38.13080360867914
1739209845.6177008;-38.13080360867914
1739209845.6177084;-45.120503652039325
1739209845.617716;-38.13080360867914
1739209845.617724;-38.13080360867914
1739209845.6177316;-38.13080360867914
1739209845.6177392;-28.58837851428586
1739209845.6177468;-38.13080360867914
1739209845.6177545;-45.120503652039325
1739209845.617762;-38.13080360867914
1739209845.6177697;-35.57807855764607
1739209845.6177773;-38.13080360867914
1739209845.617785;-38.13080360867914
1739209845.6177926;-32.816014438256545
1739209845.6178002;-33.981070128970956
1739209845.617808;-45.120503652039325
1739209845.6178157;-30.49652367304973
1739209845.6178234;-33.981070128970906
1739209845.617831;-38.13080360867914
1739209845.6178386;-45.120503652039325
1739209845.6178463;-38.13080360867914
1739209845.6178539;-33.981070128970906
1739209845.6178615;-45.120503652039325
1739209845.6178691;-45.120503652039325
1739209845.6178768;-45.120503652039325
1739209845.6178844;-38.13080360867914
1739209845.6178923;-45.120503652039325
1739209845.6179;-45.120503652039325
1739209845.6179075;-33.981070128970906
1739209845.6179152;-45.120503652039325
1739209845.6179228;-30.49652367304973
1739209845.6179304;-35.57807855764607
1739209845.617938;-45.120503652039325
1739209845.6179457;-35.57807855764607
1739209845.6179533;-35.57807855764607
1739209845.617961;-38.13080360867914
1739209845.6179686;-45.120503652039325
1739209845.6179764;-35.57807855764607
1739209845.617984;-45.120503652039325
1739209845.6179917;-45.120503652039325
1739209845.6179993;-38.13080360867914
1739209845.618007;-45.120503652039325
1739209845.6180146;-38.13080360867914
1739209845.6180222;-33.981070128970906
1739209845.6180298;-35.57807855764607
1739209845.6180375;-38.13080360867914
1739209845.618045;-32.816014438256545
1739209845.6180527;-35.57807855764607
1739209845.6180606;-45.120503652039325
1739209845.6180682;-33.981070128970906
1739209845.6180758;-38.13080360867914
1739209845.6180835;-45.120503652039325
1739209845.618091;-45.120503652039325
1739209845.6180987;-45.120503652039325
1739209845.6181064;-38.13080360867914
1739209845.618114;-35.57807855764607
1739209845.6181216;-45.120503652039325
1739209845.6181293;-45.120503652039325
1739209845.618137;-38.13080360867914
1739209845.6181448;-38.13080360867914
1739209845.6181524;-45.120503652039325
1739209845.61816;-35.57807855764607
1739209845.6181676;-45.120503652039325
1739209845.6181753;-45.120503652039325
1739209845.618183;-45.120503652039325
1739209845.6181905;-45.120503652039325
1739209845.6181982;-45.120503652039325
1739209845.6182058;-45.120503652039325
1739209845.6182134;-38.13080360867914
1739209845.618221;-45.120503652039325
1739209845.618229;-35.57807855764607
1739209845.6182365;-38.13080360867914
1739209845.6182442;-45.120503652039325
1739209845.6182518;-33.981070128970906
1739209845.6182594;-38.13080360867914
1739209845.618267;-35.57807855764607
1739209845.6182747;-33.981070128970906
1739209845.6182823;-33.981070128970906
1739209845.61829;-45.120503652039325
1739209845.6182976;-45.120503652039325
1739209845.6183054;-33.981070128970906
1739209845.618313;-45.120503652039325
1739209845.6183207;-45.120503652039325
1739209845.6183283;-33.981070128970906
1739209845.618336;-45.120503652039325
1739209845.6183436;-45.120503652039325
1739209845.6183512;-35.57807855764607
1739209845.6183589;-38.13080360867914
1739209845.6183665;-45.120503652039325
1739209845.618374;-45.120503652039325
1739209845.6183817;-38.13080360867914
1739209845.6183896;-45.120503652039325
1739209845.6183972;-38.13080360867914
1739209845.6184049;-38.13080360867914
1739209845.6184125;-38.13080360867914
1739209845.6184201;-38.13080360867914
1739209845.6184278;-45.120503652039325
1739209845.6184354;-38.13080360867914
1739209845.618443;-38.13080360867914
1739209845.6184506;-38.13080360867914
1739209845.6184583;-38.13080360867914
1739209845.618466;-33.981070128970906
1739209845.6184738;-38.13080360867914
1739209845.6184814;-33.981070128970906
1739209845.618489;-38.13080360867914
1739209845.6184967;-35.57807855764607
1739209845.6185043;-38.13080360867914
1739209845.618512;-38.13080360867914
1739209845.6185195;-38.13080360867914
1739209845.6185272;-45.120503652039325
1739209845.6185348;-38.13080360867914
1739209845.6185424;-45.120503652039325
1739209845.61855;-45.120503652039325
1739209845.618558;-45.120503652039325
1739209845.6185656;-32.816014438256545
1739209845.6185732;-38.13080360867914
1739209845.6185808;-45.120503652039325
1739209845.6185884;-45.120503652039325
1739209845.618596;-38.13080360867914
1739209845.6186037;-33.981070128970906
1739209845.6186113;-38.13080360867914
1739209845.618619;-45.120503652039325
1739209845.6186266;-45.120503652039325
1739209845.6186342;-33.981070128970906
1739209845.618642;-45.120503652039325
1739209845.6186497;-45.120503652039325
1739209845.6186574;-38.13080360867914
1739209845.618665;-31.141103565318915
1739209845.6186726;-33.981070128970906
1739209845.6186802;-38.13080360867914
1739209845.6186879;-45.120503652039325
1739209845.6186955;-38.13080360867914
1739209845.6187031;-38.13080360867914
1739209845.6187108;-45.120503652039325
1739209845.6187184;-38.13080360867914
1739209845.6187263;-33.981070128970906
1739209845.618734;-31.141103565318915
1739209845.6187415;-45.120503652039325
1739209845.6187491;-45.120503652039325
1739209845.6187568;-38.13080360867914
1739209845.6187644;-38.13080360867914
1739209845.618772;-45.120503652039325
1739209845.6187797;-45.120503652039325
1739209845.6187873;-45.120503652039325
1739209845.618795;-45.120503652039325
1739209845.6188025;-45.120503652039325
1739209845.6188104;-38.13080360867914
1739209845.618818;-38.13080360867914
1739209845.6188257;-45.120503652039325
1739209845.6188333;-45.120503652039325
1739209845.618841;-45.120503652039325
1739209845.6188486;-33.981070128970906
1739209845.6188562;-38.13080360867914
1739209845.6188638;-38.13080360867914
1739209845.6188715;-38.13080360867914
1739209845.618879;-45.120503652039325
1739209845.6188867;-38.13080360867914
1739209845.6188946;-38.13080360867914
1739209845.6189022;-38.13080360867914
1739209845.6189098;-33.981070128970906
1739209845.6189175;-27.267205301931607
1739209845.618925;-45.120503652039325
1739209845.6189327;-45.120503652039325
1739209845.6189404;-38.13080360867914
1739209845.618948;-38.13080360867914
1739209845.6189556;-33.981070128970906
1739209845.6189632;-45.120503652039325
1739209845.6189709;-45.120503652039325
1739209845.6189787;-35.57807855764607
1739209845.6189864;-45.120503652039325
1739209845.618994;-38.13080360867914
1739209845.6190016;-38.13080360867914
1739209845.6190093;-35.57807855764607
1739209845.619017;-35.57807855764607
1739209845.6190245;-38.13080360867914
1739209845.6190321;-38.13080360867914
1739209845.6190398;-31.141103565318915
1739209845.6190474;-38.13080360867914
1739209845.6190553;-38.13080360867914
1739209845.619063;-45.120503652039325
1739209845.6190705;-45.120503652039325
1739209845.6190782;-38.13080360867914
1739209845.6190858;-45.120503652039325
1739209845.6190934;-38.13080360867914
1739209845.619101;-31.141103565318915
1739209845.6191087;-45.120503652039325
1739209845.6191163;-38.13080360867914
1739209845.619124;-38.13080360867914
1739209845.6191316;-33.981070128970906
1739209845.6191394;-45.120503652039325
1739209845.619147;-45.120503652039325
1739209845.6191547;-45.120503652039325
1739209845.6191623;-45.120503652039325
1739209845.61917;-38.13080360867914
1739209845.6191776;-45.120503652039325
1739209845.6191852;-45.120503652039325
1739209845.6191928;-35.57807855764607
1739209845.6192005;-32.816014438256545
1739209845.619208;-45.120503652039325
1739209845.6192157;-38.13080360867914
1739209845.6192236;-33.981070128970906
1739209845.6192312;-38.13080360867914
1739209845.6192389;-38.13080360867914
1739209845.6192465;-38.13080360867914
1739209845.619254;-45.120503652039325
1739209845.6192617;-45.120503652039325
1739209845.6192694;-38.13080360867914
1739209845.619277;-38.13080360867914
1739209845.6192846;-38.13080360867914
1739209845.6192923;-38.13080360867914
1739209845.6193;-38.13080360867914
1739209845.6193078;-38.13080360867914
1739209845.6193154;-38.13080360867914
1739209845.619323;-45.120503652039325
1739209845.6193306;-45.120503652039325
1739209845.6193383;-38.13080360867914
1739209845.619346;-35.57807855764607
1739209845.6193535;-32.816014438256545
1739209845.6193612;-33.981070128970906
1739209845.6193688;-38.13080360867914
1739209845.6193764;-45.120503652039325
1739209845.619384;-38.13080360867914
1739209845.619392;-45.120503652039325
1739209845.6193995;-35.57807855764607
1739209845.6194072;-45.120503652039325
1739209845.6194148;-45.120503652039325
1739209845.6194224;-35.57807855764607
1739209845.61943;-45.120503652039325
1739209845.6194377;-45.120503652039325
1739209845.6194453;-45.120503652039325
1739209845.619453;-38.13080360867914
1739209845.6194606;-38.13080360867914
1739209845.6194682;-35.57807855764607
1739209845.619476;-38.13080360867914
1739209845.6194837;-45.120503652039325
1739209845.6194913;-45.120503652039325
1739209845.619499;-30.49652367304973
1739209845.6195066;-32.816014438256545
1739209845.6195142;-45.120503652039325
1739209845.6195219;-38.13080360867914
1739209845.6195295;-33.981070128970906
1739209845.619537;-38.13080360867914
1739209845.6195447;-45.120503652039325
1739209845.6195524;-38.13080360867914
1739209845.6195602;-45.120503652039325
1739209845.6195679;-45.120503652039325
1739209845.6195755;-38.13080360867914
1739209845.6195831;-38.13080360867914
1739209845.6195908;-45.120503652039325
1739209845.6195984;-33.981070128970956
1739209845.619606;-45.120503652039325
1739209845.6196136;-38.13080360867914
1739209845.6196213;-38.13080360867914
1739209845.619629;-45.120503652039325
1739209845.6196365;-32.816014438256545
1739209845.6196444;-45.120503652039325
1739209845.619652;-35.57807855764607
1739209845.6196597;-33.981070128970906
1739209845.6196673;-38.13080360867914
1739209845.619675;-38.13080360867914
1739209845.6196826;-45.120503652039325
1739209845.6196902;-45.120503652039325
1739209845.6196978;-38.13080360867914
1739209845.6197054;-45.120503652039325
1739209845.619713;-38.13080360867914
1739209845.6197207;-32.816014438256545
1739209845.6197286;-45.120503652039325
1739209845.6197362;-45.120503652039325
1739209845.6197438;-38.13080360867914
1739209845.6197515;-38.13080360867914
1739209845.619759;-45.120503652039325
1739209845.6197667;-38.13080360867914
1739209845.6197743;-38.13080360867914
1739209845.619782;-45.120503652039325
1739209845.6197896;-45.120503652039325
1739209845.6197972;-45.120503652039325
1739209845.6198049;-38.13080360867914
1739209845.6198127;-45.120503652039325
1739209845.6198204;-38.13080360867914
1739209845.619828;-38.13080360867914
1739209845.6198356;-45.120503652039325
1739209845.6198432;-31.141103565318915
