CAN Message; 0x1b8:030014d15ef9dd37
1739209718.1968873;-45.120503652039325
1739209718.1968946;-35.57807855764607
1739209718.1969023;-35.57807855764607
1739209718.1969097;-45.120503652039325
1739209718.1969173;-33.981070128970906
1739209718.1969247;-45.120503652039325
1739209718.1969323;-38.13080360867914
1739209718.1969397;-45.120503652039325
1739209718.1969473;-45.120503652039325
1739209718.1969547;-45.120503652039325
1739209718.1969624;-38.13080360867914
1739209718.1969697;-45.120503652039325
1739209718.1969774;-38.13080360867914
1739209718.196985;-32.816014438256545
1739209718.1969924;-33.981070128970906
1739209718.197;-45.120503652039325
1739209718.1970074;-38.13080360867914
1739209718.197015;-38.13080360867914
1739209718.1970224;-45.120503652039325
1739209718.19703;-45.120503652039325
1739209718.1970375;-45.120503652039325
1739209718.197045;-38.13080360867914
1739209718.1970525;-26.991370085610722
1739209718.19706;-33.981070128970906
1739209718.1970675;-38.13080360867914
1739209718.1970751;-32.816014438256545
1739209718.1970825;-33.981070128970906
1739209718.1970901;-38.13080360867914
1739209718.1970975;-35.57807855764607
1739209718.1971052;-38.13080360867914
1739209718.1971126;-31.141103565318915
1739209718.1971202;-38.13080360867914
1739209718.1971276;-45.120503652039325
1739209718.1971352;-38.13080360867914
1739209718.1971428;-38.13080360867914
1739209718.1971502;-45.120503652039325
1739209718.1971579;-45.120503652039325
1739209718.1971653;-33.981070128970906
1739209718.1971729;-32.816014438256545
1739209718.1971803;-38.13080360867914
1739209718.197188;-38.13080360867914
1739209718.1971953;-45.120503652039325
1739209718.197203;-33.981070128970906
1739209718.1972103;-38.13080360867914
1739209718.197218;-45.120503652039325
1739209718.1972253;-38.13080360867914
1739209718.197233;-31.141103565318915
1739209718.1972404;-33.981070128970906
1739209718.197248;-45.120503652039325
1739209718.1972554;-45.120503652039325
1739209718.197263;-45.120503652039325
1739209718.1972704;-45.120503652039325
1739209718.197278;-45.120503652039325
1739209718.1972857;-32.816014438256545
1739209718.197293;-33.981070128970906
1739209718.1973007;-32.816014438256545
1739209718.197308;-38.13080360867914
1739209718.1973157;-35.57807855764607
1739209718.197323;-38.13080360867914
1739209718.1973307;-38.13080360867914
1739209718.197338;-38.13080360867914
1739209718.1973457;-45.120503652039325
1739209718.1973531;-33.981070128970906
1739209718.1973608;-31.141103565318915
1739209718.1973681;-45.120503652039325
1739209718.1973758;-38.13080360867914
1739209718.1973832;-35.57807855764607
1739209718.1973908;-45.120503652039325
1739209718.1973982;-45.120503652039325
1739209718.1974058;-38.13080360867914
1739209718.1974132;-38.13080360867914
1739209718.1974208;-45.120503652039325
1739209718.1974282;-45.120503652039325
1739209718.1974359;-45.120503652039325
1739209718.1974435;-45.120503652039325
1739209718.1974509;-38.13080360867914
1739209718.1974585;-38.13080360867914
1739209718.197466;-45.120503652039325
1739209718.1974735;-38.13080360867914
1739209718.197481;-38.13080360867914
1739209718.1974885;-45.120503652039325
1739209718.197496;-45.120503652039325
1739209718.1975036;-45.120503652039325
1739209718.197511;-45.120503652039325
1739209718.1975186;-45.120503652039325
1739209718.197526;-45.120503652039325
1739209718.1975336;-45.120503652039325
1739209718.197541;-38.13080360867914
1739209718.1975486;-45.120503652039325
1739209718.197556;-38.13080360867914
1739209718.1975636;-38.13080360867914
1739209718.197571;-32.816014438256545
1739209718.1975787;-35.57807855764607
1739209718.197586;-38.13080360867914
1739209718.1975937;-38.13080360867914
1739209718.1976013;-38.13080360867914
1739209718.1976087;-38.13080360867914
1739209718.1976163;-45.120503652039325
1739209718.1976237;-45.120503652039325
1739209718.1976314;-45.120503652039325
1739209718.1976388;-33.981070128970906
1739209718.1976464;-45.120503652039325
1739209718.1976538;-45.120503652039325
1739209718.1976614;-30.49652367304973
1739209718.1976688;-38.13080360867914
1739209718.1976764;-45.120503652039325
1739209718.1976838;-45.120503652039325
1739209718.1976914;-38.13080360867914
1739209718.1976988;-45.120503652039325
1739209718.1977065;-45.120503652039325
1739209718.1977139;-45.120503652039325
1739209718.1977215;-45.120503652039325
1739209718.1977289;-38.13080360867914
1739209718.1977365;-45.120503652039325
1739209718.197744;-45.120503652039325
1739209718.1977515;-38.13080360867914
1739209718.1977592;-33.981070128970906
1739209718.1977665;-45.120503652039325
1739209718.1977742;-45.120503652039325
1739209718.1977816;-28.58837851428586
1739209718.1977892;-45.120503652039325
1739209718.1977966;-45.120503652039325
1739209718.1978042;-45.120503652039325
1739209718.1978116;-33.981070128970906
1739209718.1978192;-45.120503652039325
1739209718.1978266;-38.13080360867914
1739209718.1978343;-38.13080360867914
1739209718.1978416;-45.120503652039325
1739209718.1978493;-38.13080360867914
1739209718.1978567;-45.120503652039325
1739209718.1978643;-45.120503652039325
1739209718.1978717;-38.13080360867914
1739209718.1978793;-35.57807855764607
1739209718.1978867;-45.120503652039325
1739209718.1978943;-45.120503652039325
1739209718.197902;-45.120503652039325
1739209718.1979094;-33.981070128970906
1739209718.197917;-45.120503652039325
1739209718.1979244;-38.13080360867914
1739209718.197932;-45.120503652039325
1739209718.1979394;-38.13080360867914
1739209718.197947;-45.120503652039325
1739209718.1979544;-38.13080360867914
1739209718.197962;-38.13080360867914
1739209718.1979694;-38.13080360867914
1739209718.197977;-38.13080360867914
1739209718.1979845;-38.13080360867914
1739209718.197992;-35.57807855764607
1739209718.1979995;-38.13080360867914
1739209718.198007;-45.120503652039325
1739209718.1980145;-45.120503652039325
1739209718.1980221;-38.13080360867914
1739209718.1980295;-31.141103565318915
1739209718.1980371;-35.57807855764607
1739209718.1980445;-38.13080360867914
1739209718.1980522;-45.120503652039325
1739209718.1980598;-38.13080360867914
1739209718.1980672;-35.57807855764607
1739209718.1980748;-35.57807855764607
1739209718.1980822;-38.13080360867914
1739209718.1980898;-38.13080360867914
1739209718.1980972;-38.13080360867914
1739209718.1981049;-45.120503652039325
1739209718.1981122;-45.120503652039325
1739209718.1981199;-45.120503652039325
1739209718.1981273;-45.120503652039325
1739209718.198135;-45.120503652039325
1739209718.1981423;-45.120503652039325
1739209718.19815;-38.13080360867914
1739209718.1981573;-38.13080360867914
1739209718.198165;-45.120503652039325
1739209718.1981723;-45.120503652039325
1739209718.19818;-35.57807855764607
1739209718.1981874;-32.816014438256545
1739209718.198195;-33.981070128970906
1739209718.1982024;-45.120503652039325
1739209718.19821;-38.13080360867914
1739209718.1982176;-35.57807855764607
1739209718.198225;-35.57807855764607
1739209718.1982327;-45.120503652039325
1739209718.19824;-38.13080360867914
1739209718.1982477;-38.13080360867914
1739209718.198255;-38.13080360867914
1739209718.1982627;-45.120503652039325
1739209718.19827;-38.13080360867914
1739209718.1982777;-38.13080360867914
1739209718.198285;-38.13080360867914
1739209718.1982927;-45.120503652039325
1739209718.1983001;-35.57807855764607
1739209718.1983078;-35.57807855764607
1739209718.1983151;-38.13080360867914
1739209718.1983228;-38.13080360867914
1739209718.1983302;-31.141103565318915
1739209718.1983378;-38.13080360867914
1739209718.1983452;-38.13080360867914
1739209718.1983528;-45.120503652039325
1739209718.1983602;-38.13080360867914
1739209718.1983678;-45.120503652039325
1739209718.1983755;-38.13080360867914
1739209718.1983829;-38.13080360867914
1739209718.1983905;-33.981070128970906
1739209718.1983979;-38.13080360867914
1739209718.1984055;-38.13080360867914
1739209718.198413;-38.13080360867914
1739209718.1984205;-45.120503652039325
1739209718.198428;-45.120503652039325
1739209718.1984355;-45.120503652039325
1739209718.198443;-33.981070128970906
1739209718.1984506;-27.267205301931607
1739209718.198458;-38.13080360867914
1739209718.1984656;-38.13080360867914
1739209718.198473;-35.57807855764607
1739209718.1984806;-45.120503652039325
1739209718.198488;-45.120503652039325
1739209718.1984956;-38.13080360867914
1739209718.198503;-38.13080360867914
1739209718.1985106;-33.981070128970906
1739209718.1985183;-33.981070128970906
1739209718.1985257;-45.120503652039325
1739209718.1985333;-35.57807855764607
1739209718.1985407;-35.57807855764607
1739209718.1985483;-38.13080360867914
1739209718.1985557;-38.13080360867914
1739209718.1985633;-38.13080360867914
1739209718.1985707;-31.141103565318915
1739209718.1985784;-35.57807855764607
1739209718.1985857;-45.120503652039325
1739209718.1985934;-45.120503652039325
1739209718.1986008;-45.120503652039325
1739209718.1986084;-38.13080360867914
1739209718.1986158;-38.13080360867914
1739209718.1986234;-45.120503652039325
1739209718.1986308;-31.141103565318915
1739209718.1986384;-28.992665084841942
1739209718.1986458;-38.13080360867914
1739209718.1986535;-38.13080360867914
1739209718.1986609;-33.981070128970906
1739209718.1986685;-33.981070128970906
1739209718.198676;-45.120503652039325
1739209718.1986835;-45.120503652039325
1739209718.1986911;-38.13080360867914
1739209718.1986985;-35.57807855764607
1739209718.1987062;-38.13080360867914
1739209718.1987135;-38.13080360867914
1739209718.1987212;-45.120503652039325
1739209718.1987286;-45.120503652039325
1739209718.1987362;-45.120503652039325
1739209718.1987436;-45.120503652039325
1739209718.1987512;-38.13080360867914
1739209718.1987586;-32.816014438256545
1739209718.1987662;-38.13080360867914
1739209718.1987736;-45.120503652039325
1739209718.1987813;-38.13080360867914
1739209718.1987886;-38.13080360867914
1739209718.1987963;-45.120503652039325
1739209718.1988037;-45.120503652039325
1739209718.1988113;-45.120503652039325
1739209718.1988187;-45.120503652039325
1739209718.1988263;-45.120503652039325
1739209718.198834;-45.120503652039325
1739209718.1988413;-38.13080360867914
1739209718.198849;-33.981070128970906
1739209718.1988564;-45.120503652039325
1739209718.198864;-45.120503652039325
1739209718.1988714;-45.120503652039325
1739209718.198879;-45.120503652039325
1739209718.1988864;-38.13080360867914
1739209718.198894;-45.120503652039325
1739209718.1989014;-45.120503652039325
1739209718.198909;-45.120503652039325
1739209718.1989164;-38.13080360867914
1739209718.198924;-45.120503652039325
1739209718.1989315;-38.13080360867914
1739209718.198939;-30.49652367304973
1739209718.1989465;-35.57807855764607
1739209718.198954;-45.120503652039325
1739209718.1989615;-38.13080360867914
1739209718.1989691;-38.13080360867914
1739209718.1989765;-38.13080360867914
1739209718.1989841;-38.13080360867914
1739209718.1989918;-45.120503652039325
1739209718.1989992;-33.981070128970956
1739209718.1990068;-45.120503652039325
1739209718.1990142;-45.120503652039325
1739209718.1990218;-45.120503652039325
1739209718.1990292;-45.120503652039325
1739209718.1990368;-38.13080360867914
1739209718.1990442;-45.120503652039325
1739209718.1990519;-45.120503652039325
1739209718.1990592;-26.487275050834715
1739209718.1990669;-35.57807855764607
1739209718.1990743;-45.120503652039325
1739209718.199082;-38.13080360867914
1739209718.1990893;-31.141103565318915
1739209718.199097;-45.120503652039325
1739209718.1991043;-45.120503652039325
1739209718.199112;-38.13080360867914
1739209718.1991193;-33.981070128970956
1739209718.199127;-45.120503652039325
1739209718.1991346;-45.120503652039325
1739209718.199142;-38.13080360867914
1739209718.1991496;-45.120503652039325
1739209718.199157;-38.13080360867914
1739209718.1991646;-45.120503652039325
1739209718.199172;-45.120503652039325
1739209718.1991796;-28.21854285175415
1739209718.199187;-31.141103565318893
1739209718.1991947;-45.120503652039325
1739209718.199202;-35.57807855764607
1739209718.1992097;-45.120503652039325
1739209718.199217;-45.120503652039325
1739209718.1992247;-38.13080360867914
1739209718.199232;-45.120503652039325
1739209718.1992397;-45.120503652039325
1739209718.1992471;-45.120503652039325
1739209718.1992548;-45.120503652039325
1739209718.1992621;-45.120503652039325
1739209718.1992698;-38.13080360867914
1739209718.1992772;-38.13080360867914
1739209718.1992848;-38.13080360867914
1739209718.1992924;-45.120503652039325
1739209718.1992998;-38.13080360867914
1739209718.1993074;-38.13080360867914
1739209718.1993148;-45.120503652039325
1739209718.1993225;-45.120503652039325
1739209718.1993299;-45.120503652039325
1739209718.1993375;-45.120503652039325
1739209718.1993449;-45.120503652039325
1739209718.1993525;-45.120503652039325
1739209718.19936;-45.120503652039325
1739209718.1993675;-45.120503652039325
1739209718.199375;-38.13080360867914
1739209718.1993825;-45.120503652039325
1739209718.19939;-38.13080360867914
1739209718.1993976;-35.57807855764607
1739209718.199405;-38.13080360867914
1739209718.1994126;-32.816014438256545
1739209718.19942;-38.13080360867914
1739209718.1994276;-45.120503652039325
1739209718.199435;-32.816014438256545
1739209718.1994426;-38.13080360867914
1739209718.1994503;-45.120503652039325
1739209718.1994576;-45.120503652039325
1739209718.1994653;-45.120503652039325
1739209718.1994727;-45.120503652039325
1739209718.1994803;-38.13080360867914
1739209718.1994877;-38.13080360867914
1739209718.1994953;-45.120503652039325
1739209718.1995027;-45.120503652039325
1739209718.1995103;-38.13080360867914
1739209718.1995177;-35.57807855764607
1739209718.1995254;-45.120503652039325
1739209718.1995327;-38.13080360867914
1739209718.1995404;-38.13080360867914
1739209718.1995478;-45.120503652039325
1739209718.1995554;-38.13080360867914
1739209718.1995628;-38.13080360867914
1739209718.1995704;-45.120503652039325
1739209718.1995778;-45.120503652039325
1739209718.1995854;-38.13080360867914
1739209718.199593;-45.120503652039325
1739209718.1996005;-38.13080360867914
1739209718.199608;-35.57807855764607
1739209718.1996155;-45.120503652039325
1739209718.199623;-38.13080360867914
1739209718.1996305;-38.13080360867914
1739209718.1996381;-38.13080360867914
1739209718.1996455;-38.13080360867914
1739209718.1996531;-38.13080360867914
1739209718.1996605;-45.120503652039325
1739209718.1996682;-45.120503652039325
1739209718.1996756;-45.120503652039325
1739209718.1996832;-38.13080360867914
1739209718.1996906;-45.120503652039325
1739209718.1996982;-45.120503652039325
1739209718.1997056;-33.981070128970906
1739209718.1997132;-45.120503652039325
1739209718.1997206;-45.120503652039325
1739209718.1997283;-35.57807855764607
1739209718.1997356;-38.13080360867914
1739209718.1997433;-38.13080360867914
1739209718.199751;-45.120503652039325
1739209718.1997583;-33.981070128970906
1739209718.199766;-31.141103565318915
1739209718.1997733;-33.981070128970906
1739209718.199781;-45.120503652039325
1739209718.1997883;-38.13080360867914
1739209718.199796;-45.120503652039325
1739209718.1998034;-38.13080360867914
1739209718.199811;-32.816014438256545
1739209718.1998184;-45.120503652039325
1739209718.199826;-38.13080360867914
1739209718.1998334;-38.13080360867914
1739209718.199841;-45.120503652039325
1739209718.1998484;-45.120503652039325
1739209718.199856;-35.57807855764607
1739209718.1998634;-38.13080360867914
1739209718.199871;-45.120503652039325
1739209718.1998785;-38.13080360867914
1739209718.199886;-33.981070128970906
1739209718.1998935;-38.13080360867914
1739209718.199901;-45.120503652039325
1739209718.1999087;-38.13080360867914
1739209718.1999161;-38.13080360867914
1739209718.1999238;-45.120503652039325
1739209718.1999311;-45.120503652039325
1739209718.1999388;-45.120503652039325
1739209718.1999462;-35.57807855764607
1739209718.1999538;-38.13080360867914
1739209718.1999612;-45.120503652039325
1739209718.1999688;-45.120503652039325
1739209718.1999762;-45.120503652039325
1739209718.1999838;-33.981070128970906
1739209718.1999912;-45.120503652039325
1739209718.1999989;-38.13080360867914
1739209718.2000062;-35.57807855764607
1739209718.2000139;-35.57807855764607
1739209718.2000213;-38.13080360867914
1739209718.200029;-45.120503652039325
1739209718.2000363;-38.13080360867914
1739209718.200044;-38.13080360867914
1739209718.2000513;-45.120503652039325
1739209718.200059;-38.13080360867914
1739209718.2000666;-45.120503652039325
1739209718.200074;-45.120503652039325
1739209718.2000816;-45.120503652039325
1739209718.200089;-45.120503652039325
1739209718.2000966;-45.120503652039325
1739209718.200104;-38.13080360867914
1739209718.2001116;-35.57807855764607
1739209718.200119;-35.57807855764607
1739209718.2001266;-38.13080360867914
1739209718.200134;-38.13080360867914
1739209718.2001417;-45.120503652039325
1739209718.200149;-45.120503652039325
1739209718.2001567;-32.816014438256545
1739209718.200164;-45.120503652039325
1739209718.2001717;-45.120503652039325
1739209718.200179;-45.120503652039325
1739209718.2001867;-35.57807855764607
1739209718.2001941;-38.13080360867914
1739209718.2002017;-45.120503652039325
1739209718.2002094;-45.120503652039325
1739209718.2002168;-45.120503652039325
1739209718.2002244;-35.57807855764607
1739209718.2002318;-45.120503652039325
1739209718.2002394;-45.120503652039325
1739209718.2002468;-45.120503652039325
1739209718.2002544;-45.120503652039325
1739209718.2002618;-38.13080360867914
1739209718.2002695;-38.13080360867914
1739209718.2002769;-30.49652367304973
1739209718.2002845;-35.57807855764607
1739209718.2002919;-38.13080360867914
1739209718.2002995;-45.120503652039325
1739209718.200307;-38.13080360867914
1739209718.2003145;-38.13080360867914
1739209718.200322;-45.120503652039325
1739209718.2003295;-38.13080360867914
1739209718.200337;-45.120503652039325
1739209718.2003446;-45.120503652039325
1739209718.200352;-45.120503652039325
1739209718.2003596;-38.13080360867914
1739209718.2003672;-45.120503652039325
1739209718.2003746;-45.120503652039325
1739209718.2003822;-38.13080360867914
1739209718.2003896;-45.120503652039325
1739209718.2003973;-31.141103565318893
1739209718.2004046;-38.13080360867914
1739209718.2004123;-38.13080360867914
1739209718.2004197;-45.120503652039325
1739209718.2004273;-38.13080360867914
1739209718.2004347;-38.13080360867914
1739209718.2004423;-38.13080360867914
1739209718.2004497;-32.816014438256545
1739209718.2004573;-45.120503652039325
1739209718.2004647;-45.120503652039325
1739209718.2004724;-38.13080360867914
1739209718.2004797;-38.13080360867914
1739209718.2004874;-45.120503652039325
1739209718.2004948;-45.120503652039325
1739209718.2005024;-35.57807855764607
1739209718.2005098;-38.13080360867914
1739209718.2005174;-32.816014438256545
1739209718.200525;-35.57807855764607
1739209718.2005324;-38.13080360867914
1739209718.20054;-45.120503652039325
1739209718.2005475;-33.981070128970906
1739209718.200555;-35.57807855764607
1739209718.2005625;-45.120503652039325
1739209718.20057;-45.120503652039325
1739209718.2005775;-45.120503652039325
1739209718.2005851;-45.120503652039325
1739209718.2005925;-35.57807855764607
1739209718.2006001;-38.13080360867914
1739209718.2006075;-45.120503652039325
1739209718.2006152;-45.120503652039325
1739209718.2006226;-32.816014438256545
1739209718.2006302;-31.141103565318915
1739209718.2006376;-45.120503652039325
1739209718.2006452;-38.13080360867914
1739209718.2006526;-38.13080360867914
1739209718.2006602;-45.120503652039325
1739209718.2006676;-33.981070128970906
1739209718.2006752;-35.57807855764607
1739209718.2006829;-38.13080360867914
1739209718.2006903;-45.120503652039325
1739209718.200698;-45.120503652039325
1739209718.2007053;-45.120503652039325
1739209718.200713;-45.120503652039325
1739209718.2007203;-33.981070128970906
1739209718.200728;-45.120503652039325
1739209718.2007353;-45.120503652039325
1739209718.200743;-35.57807855764607
1739209718.2007504;-33.981070128970906
1739209718.200758;-45.120503652039325
1739209718.2007654;-38.13080360867914
1739209718.200773;-35.57807855764607
1739209718.2007804;-35.57807855764607
1739209718.200788;-30.49652367304973
1739209718.2007954;-38.13080360867914
1739209718.200803;-45.120503652039325
1739209718.2008104;-45.120503652039325
1739209718.200818;-30.49652367304973
1739209718.2008257;-28.58837851428586
1739209718.200833;-45.120503652039325
1739209718.2008407;-45.120503652039325
1739209718.200848;-45.120503652039325
1739209718.2008557;-33.981070128970906
1739209718.2008631;-38.13080360867914
1739209718.2008708;-35.57807855764607
1739209718.2008781;-45.120503652039325
1739209718.2008858;-33.981070128970956
1739209718.2008932;-35.57807855764607
1739209718.2009008;-45.120503652039325
1739209718.2009082;-38.13080360867914
1739209718.2009158;-45.120503652039325
1739209718.2009232;-45.120503652039325
1739209718.2009308;-45.120503652039325
1739209718.2009382;-38.13080360867914
1739209718.2009459;-28.992665084841942
1739209718.2009532;-45.120503652039325
1739209718.2009609;-45.120503652039325
1739209718.2009683;-35.57807855764607
1739209718.200976;-32.816014438256545
1739209718.2009835;-45.120503652039325
1739209718.200991;-45.120503652039325
1739209718.2009985;-45.120503652039325
1739209718.201006;-45.120503652039325
1739209718.2010136;-45.120503652039325
1739209718.201021;-38.13080360867914
1739209718.2010286;-38.13080360867914
1739209718.201036;-38.13080360867914
1739209718.2010436;-45.120503652039325
1739209718.201051;-45.120503652039325
1739209718.2010586;-45.120503652039325
1739209718.201066;-35.57807855764607
1739209718.2010736;-45.120503652039325
1739209718.201081;-45.120503652039325
1739209718.2010887;-38.13080360867914
1739209718.201096;-45.120503652039325
1739209718.2011037;-38.13080360867914
1739209718.201111;-38.13080360867914
1739209718.2011187;-35.57807855764607
1739209718.201126;-25.826314394896357
1739209718.2011337;-35.57807855764607
1739209718.2011414;-38.13080360867914
1739209718.2011487;-38.13080360867914
1739209718.2011564;-38.13080360867914
1739209718.2011638;-45.120503652039325
1739209718.2011714;-38.13080360867914
1739209718.2011788;-38.13080360867914
1739209718.2011864;-32.816014438256545
1739209718.2011938;-38.13080360867914
1739209718.2012014;-45.120503652039325
1739209718.2012088;-45.120503652039325
1739209718.2012165;-33.981070128970906
1739209718.2012239;-45.120503652039325
1739209718.2012315;-38.13080360867914
1739209718.2012389;-35.57807855764607
1739209718.2012465;-45.120503652039325
1739209718.201254;-45.120503652039325
1739209718.2012615;-45.120503652039325
1739209718.201269;-38.13080360867914
1739209718.2012765;-45.120503652039325
1739209718.201284;-45.120503652039325
1739209718.2012916;-38.13080360867914
1739209718.2012992;-38.13080360867914
1739209718.2013066;-31.141103565318915
1739209718.2013142;-45.120503652039325
1739209718.2013216;-38.13080360867914
1739209718.2013292;-35.57807855764607
1739209718.2013366;-33.981070128970906
1739209718.2013443;-38.13080360867914
1739209718.2013516;-45.120503652039325
1739209718.2013593;-45.120503652039325
1739209718.2013667;-45.120503652039325
1739209718.2013743;-38.13080360867914
1739209718.2013817;-35.57807855764607
1739209718.2013893;-45.120503652039325
1739209718.2013967;-45.120503652039325
1739209718.2014043;-38.13080360867914
1739209718.2014117;-35.57807855764607
1739209718.2014194;-38.13080360867914
1739209718.2014267;-33.981070128970906
1739209718.2014344;-35.57807855764607
1739209718.201442;-45.120503652039325
1739209718.2014494;-45.120503652039325
1739209718.201457;-33.981070128970906
1739209718.2014644;-38.13080360867914
1739209718.201472;-45.120503652039325
1739209718.2014794;-38.13080360867914
1739209718.201487;-38.13080360867914
1739209718.2014945;-35.57807855764607
1739209718.201502;-38.13080360867914
1739209718.2015095;-45.120503652039325
1739209718.201517;-38.13080360867914
1739209718.2015245;-38.13080360867914
1739209718.2015321;-45.120503652039325
1739209718.2015395;-45.120503652039325
1739209718.2015471;-45.120503652039325
1739209718.2015545;-45.120503652039325
1739209718.2015622;-38.13080360867914
1739209718.2015696;-45.120503652039325
1739209718.2015772;-33.981070128970906
1739209718.2015846;-33.981070128970906
1739209718.2015922;-31.141103565318943
1739209718.2015998;-27.267205301931607
1739209718.2016072;-33.981070128970906
1739209718.2016149;-31.141103565318943
1739209718.2016222;-35.57807855764607
1739209718.2016299;-38.13080360867914
1739209718.2016373;-28.58837851428586
