CAN Message; 0x1d3:0000fe4050eff735
1739209684.7268915;-38.13080360867914
1739209684.7269008;-45.120503652039325
1739209684.7269104;-38.13080360867914
1739209684.7269197;-38.13080360867914
1739209684.7269292;-45.120503652039325
1739209684.7269385;-35.57807855764607
1739209684.726948;-35.57807855764607
1739209684.7269573;-45.120503652039325
1739209684.7269669;-45.120503652039325
1739209684.7269762;-38.13080360867914
1739209684.7269857;-45.120503652039325
1739209684.726995;-45.120503652039325
1739209684.7270045;-38.13080360867914
1739209684.7270138;-45.120503652039325
1739209684.7270234;-38.13080360867914
1739209684.7270327;-38.13080360867914
1739209684.7270422;-45.120503652039325
1739209684.7270515;-38.13080360867914
1739209684.727061;-45.120503652039325
1739209684.7270703;-45.120503652039325
1739209684.7270799;-45.120503652039325
1739209684.7270892;-45.120503652039325
1739209684.7270987;-33.981070128970906
1739209684.727108;-38.13080360867914
1739209684.7271175;-45.120503652039325
1739209684.7271268;-45.120503652039325
1739209684.7271364;-38.13080360867914
1739209684.7271457;-38.13080360867914
1739209684.7271552;-45.120503652039325
1739209684.7271645;-35.57807855764607
1739209684.727174;-38.13080360867914
1739209684.7271836;-38.13080360867914
1739209684.7271929;-35.57807855764607
1739209684.7272024;-45.120503652039325
1739209684.7272117;-38.13080360867914
1739209684.7272213;-45.120503652039325
1739209684.7272305;-45.120503652039325
1739209684.72724;-45.120503652039325
1739209684.7272494;-33.981070128970906
1739209684.727259;-38.13080360867914
1739209684.7272682;-38.13080360867914
1739209684.7272778;-38.13080360867914
1739209684.727287;-33.981070128970906
1739209684.7272966;-38.13080360867914
1739209684.727306;-35.57807855764607
1739209684.7273154;-38.13080360867914
1739209684.7273247;-45.120503652039325
1739209684.7273343;-45.120503652039325
1739209684.7273436;-38.13080360867914
1739209684.727353;-35.57807855764607
1739209684.7273624;-45.120503652039325
1739209684.727372;-45.120503652039325
1739209684.7273812;-45.120503652039325
1739209684.7273908;-45.120503652039325
1739209684.7274;-45.120503652039325
1739209684.7274096;-45.120503652039325
1739209684.727419;-45.120503652039325
1739209684.7274284;-45.120503652039325
1739209684.7274377;-33.981070128970906
1739209684.7274473;-45.120503652039325
1739209684.7274566;-45.120503652039325
1739209684.727466;-33.981070128970906
1739209684.7274754;-28.992665084841942
1739209684.727485;-31.141103565318915
1739209684.7274942;-38.13080360867914
1739209684.7275038;-38.13080360867914
1739209684.727513;-38.13080360867914
1739209684.7275226;-45.120503652039325
1739209684.727532;-45.120503652039325
1739209684.7275414;-35.57807855764607
1739209684.7275507;-33.981070128970906
1739209684.7275603;-38.13080360867914
1739209684.7275696;-45.120503652039325
1739209684.727579;-45.120503652039325
1739209684.7275887;-45.120503652039325
1739209684.727598;-45.120503652039325
1739209684.7276075;-45.120503652039325
1739209684.7276168;-38.13080360867914
1739209684.7276263;-31.141103565318915
1739209684.7276356;-33.981070128970906
1739209684.7276452;-38.13080360867914
1739209684.7276545;-38.13080360867914
1739209684.727664;-33.981070128970906
1739209684.7276733;-38.13080360867914
1739209684.7276828;-45.120503652039325
1739209684.7276921;-45.120503652039325
1739209684.7277017;-38.13080360867914
1739209684.727711;-38.13080360867914
1739209684.7277205;-45.120503652039325
1739209684.7277298;-38.13080360867914
1739209684.7277393;-38.13080360867914
1739209684.7277486;-38.13080360867914
1739209684.7277582;-38.13080360867914
1739209684.7277675;-45.120503652039325
1739209684.727777;-32.816014438256545
1739209684.7277863;-31.141103565318915
1739209684.7277958;-45.120503652039325
1739209684.7278051;-45.120503652039325
1739209684.7278147;-45.120503652039325
1739209684.727824;-45.120503652039325
1739209684.7278335;-45.120503652039325
1739209684.7278428;-33.981070128970906
1739209684.7278523;-33.981070128970906
1739209684.7278616;-29.438486411369347
1739209684.7278712;-45.120503652039325
1739209684.7278805;-38.13080360867914
1739209684.72789;-33.981070128970906
1739209684.7278993;-38.13080360867914
1739209684.7279088;-45.120503652039325
1739209684.7279181;-35.57807855764607
1739209684.7279277;-38.13080360867914
1739209684.727937;-33.981070128970906
1739209684.7279465;-45.120503652039325
1739209684.7279558;-45.120503652039325
1739209684.7279654;-45.120503652039325
1739209684.7279747;-45.120503652039325
1739209684.7279842;-45.120503652039325
1739209684.7279937;-45.120503652039325
1739209684.728003;-45.120503652039325
1739209684.7280126;-45.120503652039325
1739209684.7280219;-45.120503652039325
1739209684.7280314;-38.13080360867914
1739209684.7280407;-38.13080360867914
1739209684.7280502;-38.13080360867914
1739209684.7280595;-45.120503652039325
1739209684.728069;-38.13080360867914
1739209684.7280784;-45.120503652039325
1739209684.728088;-38.13080360867914
1739209684.7280972;-38.13080360867914
1739209684.7281067;-45.120503652039325
1739209684.728116;-45.120503652039325
1739209684.7281256;-38.13080360867914
1739209684.7281349;-35.57807855764607
1739209684.7281444;-45.120503652039325
1739209684.7281537;-45.120503652039325
1739209684.7281632;-38.13080360867914
1739209684.7281725;-45.120503652039325
1739209684.728182;-45.120503652039325
1739209684.7281914;-45.120503652039325
1739209684.728201;-45.120503652039325
1739209684.7282102;-45.120503652039325
1739209684.7282197;-45.120503652039325
1739209684.728229;-45.120503652039325
1739209684.7282386;-38.13080360867914
1739209684.728248;-45.120503652039325
1739209684.7282574;-45.120503652039325
1739209684.7282667;-35.57807855764607
1739209684.7282763;-32.816014438256545
1739209684.7282856;-35.57807855764607
1739209684.728295;-38.13080360867914
1739209684.7283044;-35.57807855764607
1739209684.728314;-45.120503652039325
1739209684.7283232;-32.816014438256545
1739209684.7283328;-45.120503652039325
1739209684.728342;-45.120503652039325
1739209684.7283516;-38.13080360867914
1739209684.728361;-38.13080360867914
1739209684.7283704;-45.120503652039325
1739209684.7283797;-38.13080360867914
1739209684.7283893;-45.120503652039325
1739209684.7283988;-45.120503652039325
1739209684.728408;-45.120503652039325
1739209684.7284176;-45.120503652039325
1739209684.728427;-38.13080360867914
1739209684.7284365;-45.120503652039325
1739209684.7284458;-45.120503652039325
1739209684.7284553;-45.120503652039325
1739209684.7284646;-35.57807855764607
1739209684.7284741;-32.816014438256545
1739209684.7284834;-45.120503652039325
1739209684.728493;-45.120503652039325
1739209684.7285023;-35.57807855764607
1739209684.7285118;-32.816014438256545
1739209684.728521;-38.13080360867914
1739209684.7285306;-45.120503652039325
1739209684.72854;-45.120503652039325
1739209684.7285495;-45.120503652039325
1739209684.7285588;-45.120503652039325
1739209684.7285683;-45.120503652039325
1739209684.7285776;-45.120503652039325
1739209684.7285872;-38.13080360867914
1739209684.7285964;-38.13080360867914
1739209684.728606;-38.13080360867914
1739209684.7286153;-38.13080360867914
1739209684.7286248;-45.120503652039325
1739209684.728634;-38.13080360867914
1739209684.7286437;-45.120503652039325
1739209684.728653;-38.13080360867914
1739209684.7286625;-38.13080360867914
1739209684.7286718;-45.120503652039325
1739209684.7286813;-45.120503652039325
1739209684.7286906;-32.816014438256545
1739209684.7287002;-27.8777449560314
1739209684.7287095;-38.13080360867914
1739209684.728719;-45.120503652039325
1739209684.7287283;-45.120503652039325
1739209684.7287378;-33.981070128970906
1739209684.7287471;-45.120503652039325
1739209684.7287567;-45.120503652039325
1739209684.728766;-45.120503652039325
1739209684.7287755;-38.13080360867914
1739209684.728785;-38.13080360867914
1739209684.7287943;-45.120503652039325
1739209684.7288039;-38.13080360867914
1739209684.7288132;-45.120503652039325
1739209684.7288227;-45.120503652039325
1739209684.728832;-45.120503652039325
1739209684.7288415;-35.57807855764607
1739209684.7288508;-28.58837851428586
1739209684.7288604;-38.13080360867914
1739209684.7288697;-45.120503652039325
1739209684.7288792;-35.57807855764607
1739209684.7288885;-35.57807855764607
1739209684.728898;-45.120503652039325
1739209684.7289073;-45.120503652039325
1739209684.728917;-38.13080360867914
1739209684.7289262;-28.58837851428586
1739209684.7289357;-45.120503652039325
1739209684.728945;-45.120503652039325
1739209684.7289546;-45.120503652039325
1739209684.7289639;-38.13080360867914
1739209684.7289734;-45.120503652039325
1739209684.7289827;-45.120503652039325
1739209684.7289922;-45.120503652039325
1739209684.7290015;-33.981070128970956
1739209684.729011;-38.13080360867914
1739209684.7290204;-38.13080360867914
1739209684.72903;-45.120503652039325
1739209684.7290392;-45.120503652039325
1739209684.7290487;-45.120503652039325
1739209684.729058;-45.120503652039325
1739209684.7290676;-35.57807855764607
1739209684.7290769;-26.991370085610722
1739209684.7290864;-38.13080360867914
1739209684.7290957;-38.13080360867914
1739209684.7291052;-38.13080360867914
1739209684.7291145;-45.120503652039325
1739209684.729124;-38.13080360867914
1739209684.7291334;-38.13080360867914
1739209684.729143;-45.120503652039325
1739209684.7291522;-45.120503652039325
1739209684.7291617;-45.120503652039325
1739209684.729171;-45.120503652039325
1739209684.7291806;-45.120503652039325
1739209684.72919;-45.120503652039325
1739209684.7291994;-33.981070128970906
1739209684.729209;-45.120503652039325
1739209684.7292182;-35.57807855764607
1739209684.7292278;-38.13080360867914
1739209684.729237;-45.120503652039325
1739209684.7292466;-32.816014438256545
1739209684.729256;-45.120503652039325
1739209684.7292655;-45.120503652039325
1739209684.7292747;-38.13080360867914
1739209684.7292843;-38.13080360867914
1739209684.7292936;-38.13080360867914
1739209684.7293031;-35.57807855764607
1739209684.7293124;-38.13080360867914
1739209684.729322;-38.13080360867914
1739209684.7293313;-38.13080360867914
1739209684.7293408;-45.120503652039325
1739209684.72935;-35.57807855764607
1739209684.7293596;-35.57807855764607
1739209684.729369;-45.120503652039325
1739209684.7293785;-45.120503652039325
1739209684.7293878;-38.13080360867914
1739209684.7293973;-35.57807855764607
1739209684.7294066;-45.120503652039325
1739209684.7294161;-45.120503652039325
1739209684.7294254;-38.13080360867914
1739209684.729435;-38.13080360867914
1739209684.7294443;-45.120503652039325
1739209684.7294538;-45.120503652039325
1739209684.729463;-38.13080360867914
1739209684.7294726;-38.13080360867914
1739209684.729482;-38.13080360867914
1739209684.7294915;-45.120503652039325
1739209684.7295008;-45.120503652039325
1739209684.7295103;-38.13080360867914
1739209684.7295196;-45.120503652039325
1739209684.7295291;-45.120503652039325
1739209684.7295384;-31.141103565318915
1739209684.729548;-35.57807855764607
1739209684.7295573;-38.13080360867914
1739209684.7295668;-35.57807855764607
1739209684.729576;-38.13080360867914
1739209684.7295856;-45.120503652039325
1739209684.7295952;-45.120503652039325
1739209684.7296045;-45.120503652039325
1739209684.729614;-45.120503652039325
1739209684.7296233;-38.13080360867914
1739209684.7296329;-38.13080360867914
1739209684.7296422;-45.120503652039325
1739209684.7296517;-45.120503652039325
1739209684.729661;-38.13080360867914
1739209684.7296705;-45.120503652039325
1739209684.7296798;-45.120503652039325
1739209684.7296894;-38.13080360867914
1739209684.7296987;-45.120503652039325
1739209684.7297082;-45.120503652039325
1739209684.7297175;-38.13080360867914
1739209684.729727;-38.13080360867914
1739209684.7297363;-38.13080360867914
1739209684.7297459;-38.13080360867914
1739209684.7297552;-45.120503652039325
1739209684.7297647;-31.141103565318915
1739209684.729774;-38.13080360867914
1739209684.7297835;-45.120503652039325
1739209684.7297928;-38.13080360867914
1739209684.7298024;-38.13080360867914
1739209684.7298117;-45.120503652039325
1739209684.7298212;-38.13080360867914
1739209684.7298305;-45.120503652039325
1739209684.72984;-32.81601443825658
1739209684.7298493;-45.120503652039325
1739209684.7298589;-38.13080360867914
1739209684.7298682;-38.13080360867914
1739209684.7298777;-38.13080360867914
1739209684.729887;-45.120503652039325
1739209684.7298965;-38.13080360867914
1739209684.7299058;-38.13080360867914
1739209684.7299154;-31.141103565318915
1739209684.7299247;-45.120503652039325
1739209684.7299342;-45.120503652039325
1739209684.7299435;-38.13080360867914
1739209684.729953;-35.57807855764607
1739209684.7299623;-45.120503652039325
1739209684.729972;-38.13080360867914
1739209684.7299812;-45.120503652039325
1739209684.7299907;-45.120503652039325
1739209684.7300003;-45.120503652039325
1739209684.7300096;-45.120503652039325
1739209684.730019;-45.120503652039325
1739209684.7300284;-38.13080360867914
1739209684.730038;-45.120503652039325
1739209684.7300472;-38.13080360867914
1739209684.7300568;-38.13080360867914
1739209684.730066;-38.13080360867914
1739209684.7300756;-45.120503652039325
1739209684.730085;-38.13080360867914
1739209684.7300944;-35.57807855764607
1739209684.7301037;-45.120503652039325
1739209684.7301133;-45.120503652039325
1739209684.7301226;-38.13080360867914
1739209684.730132;-38.13080360867914
1739209684.7301414;-29.438486411369333
1739209684.730151;-29.438486411369333
1739209684.7301602;-45.120503652039325
1739209684.7301698;-38.13080360867914
1739209684.730179;-35.57807855764607
1739209684.7301886;-45.120503652039325
1739209684.730198;-38.13080360867914
1739209684.7302074;-35.57807855764607
1739209684.7302167;-45.120503652039325
1739209684.7302263;-45.120503652039325
1739209684.7302356;-35.57807855764607
1739209684.730245;-38.13080360867914
1739209684.7302544;-38.13080360867914
1739209684.730264;-38.13080360867914
1739209684.7302732;-45.120503652039325
1739209684.7302828;-32.816014438256545
1739209684.730292;-45.120503652039325
1739209684.7303016;-45.120503652039325
1739209684.730311;-38.13080360867914
1739209684.7303205;-45.120503652039325
1739209684.7303298;-45.120503652039325
1739209684.7303393;-38.13080360867914
1739209684.7303486;-38.13080360867914
1739209684.7303581;-45.120503652039325
1739209684.7303674;-35.57807855764607
1739209684.730377;-33.981070128970906
1739209684.7303863;-45.120503652039325
1739209684.7303958;-38.13080360867914
1739209684.7304053;-33.981070128970906
1739209684.7304146;-38.13080360867914
1739209684.7304242;-38.13080360867914
1739209684.7304335;-38.13080360867914
1739209684.730443;-45.120503652039325
1739209684.7304523;-45.120503652039325
1739209684.7304618;-33.981070128970906
1739209684.7304711;-45.120503652039325
1739209684.7304807;-38.13080360867914
1739209684.73049;-35.57807855764607
1739209684.7304995;-45.120503652039325
1739209684.7305088;-45.120503652039325
1739209684.7305183;-45.120503652039325
1739209684.7305276;-45.120503652039325
1739209684.7305372;-45.120503652039325
1739209684.7305465;-45.120503652039325
1739209684.730556;-45.120503652039325
1739209684.7305653;-38.13080360867914
1739209684.7305748;-38.13080360867914
1739209684.7305841;-45.120503652039325
1739209684.7305937;-38.13080360867914
1739209684.730603;-38.13080360867914
1739209684.7306125;-38.13080360867914
1739209684.7306218;-45.120503652039325
1739209684.7306314;-38.13080360867914
1739209684.7306406;-38.13080360867914
1739209684.7306502;-45.120503652039325
1739209684.7306595;-38.13080360867914
1739209684.730669;-45.120503652039325
1739209684.7306783;-31.141103565318915
1739209684.7306879;-38.13080360867914
1739209684.7306972;-45.120503652039325
1739209684.7307067;-38.13080360867914
1739209684.730716;-38.13080360867914
1739209684.7307255;-38.13080360867914
1739209684.7307348;-45.120503652039325
1739209684.7307444;-45.120503652039325
1739209684.7307537;-38.13080360867914
1739209684.7307632;-38.13080360867914
1739209684.7307725;-38.13080360867914
1739209684.730782;-45.120503652039325
1739209684.7307913;-45.120503652039325
1739209684.7308009;-45.120503652039325
1739209684.7308104;-45.120503652039325
1739209684.7308197;-38.13080360867914
1739209684.7308292;-45.120503652039325
1739209684.7308385;-45.120503652039325
1739209684.730848;-35.57807855764607
1739209684.7308574;-45.120503652039325
1739209684.730867;-45.120503652039325
1739209684.7308762;-45.120503652039325
1739209684.7308857;-45.120503652039325
1739209684.730895;-45.120503652039325
1739209684.7309046;-28.992665084841942
1739209684.7309139;-33.981070128970906
1739209684.7309234;-45.120503652039325
1739209684.7309327;-45.120503652039325
1739209684.7309422;-38.13080360867914
1739209684.7309515;-38.13080360867914
1739209684.730961;-45.120503652039325
1739209684.7309704;-38.13080360867914
1739209684.73098;-38.13080360867914
1739209684.7309892;-38.13080360867914
1739209684.7309988;-35.57807855764607
1739209684.731008;-45.120503652039325
1739209684.7310176;-45.120503652039325
1739209684.731027;-45.120503652039325
1739209684.7310364;-45.120503652039325
1739209684.7310457;-33.981070128970906
1739209684.7310553;-33.981070128970906
1739209684.7310646;-38.13080360867914
1739209684.731074;-45.120503652039325
1739209684.7310834;-38.13080360867914
1739209684.731093;-32.816014438256545
1739209684.7311022;-38.13080360867914
1739209684.7311118;-45.120503652039325
1739209684.731121;-38.13080360867914
1739209684.7311306;-45.120503652039325
1739209684.73114;-35.57807855764607
1739209684.7311494;-38.13080360867914
1739209684.7311587;-38.13080360867914
1739209684.7311683;-30.49652367304973
1739209684.7311776;-38.13080360867914
1739209684.731187;-38.13080360867914
1739209684.7311964;-38.13080360867914
1739209684.731206;-38.13080360867914
1739209684.7312155;-33.981070128970906
1739209684.7312248;-45.120503652039325
1739209684.7312343;-33.981070128970906
1739209684.7312436;-32.816014438256545
1739209684.7312531;-45.120503652039325
1739209684.7312624;-45.120503652039325
1739209684.731272;-38.13080360867914
1739209684.7312813;-33.981070128970906
1739209684.7312908;-29.438486411369347
1739209684.7313;-45.120503652039325
1739209684.7313097;-38.13080360867914
1739209684.731319;-33.981070128970906
1739209684.7313285;-33.981070128970906
1739209684.7313378;-38.13080360867914
1739209684.7313473;-38.13080360867914
1739209684.7313566;-38.13080360867914
1739209684.7313662;-31.141103565318915
1739209684.7313755;-35.57807855764607
1739209684.731385;-45.120503652039325
1739209684.7313943;-38.13080360867914
1739209684.7314038;-45.120503652039325
1739209684.7314131;-45.120503652039325
1739209684.7314227;-38.13080360867914
1739209684.731432;-38.13080360867914
1739209684.7314415;-38.13080360867914
1739209684.7314508;-38.13080360867914
1739209684.7314603;-45.120503652039325
1739209684.7314696;-38.13080360867914
1739209684.7314792;-38.13080360867914
1739209684.7314885;-45.120503652039325
1739209684.731498;-35.57807855764607
1739209684.7315073;-38.13080360867914
1739209684.7315168;-38.13080360867914
1739209684.7315261;-33.981070128970906
1739209684.7315357;-38.13080360867914
1739209684.731545;-45.120503652039325
1739209684.7315545;-38.13080360867914
1739209684.7315638;-38.13080360867914
1739209684.7315733;-45.120503652039325
1739209684.7315826;-38.13080360867914
1739209684.7315922;-33.981070128970906
1739209684.7316017;-45.120503652039325
1739209684.731611;-38.13080360867914
1739209684.7316206;-38.13080360867914
1739209684.7316298;-45.120503652039325
1739209684.7316394;-45.120503652039325
1739209684.7316487;-38.13080360867914
1739209684.7316582;-38.13080360867914
1739209684.7316675;-45.120503652039325
1739209684.731677;-38.13080360867914
1739209684.7316864;-38.13080360867914
1739209684.731696;-45.120503652039325
1739209684.7317052;-38.13080360867914
1739209684.7317147;-35.57807855764607
1739209684.731724;-45.120503652039325
1739209684.7317336;-38.13080360867914
1739209684.7317429;-33.981070128970906
1739209684.7317524;-38.13080360867914
1739209684.7317617;-45.120503652039325
1739209684.7317712;-38.13080360867914
1739209684.7317805;-45.120503652039325
1739209684.73179;-45.120503652039325
1739209684.7317994;-35.57807855764607
1739209684.731809;-35.57807855764607
1739209684.7318182;-45.120503652039325
1739209684.7318277;-45.120503652039325
1739209684.731837;-45.120503652039325
1739209684.7318466;-45.120503652039325
1739209684.7318559;-45.120503652039325
1739209684.7318654;-45.120503652039325
1739209684.7318747;-38.13080360867914
1739209684.7318842;-38.13080360867914
1739209684.7318935;-38.13080360867914
1739209684.731903;-35.57807855764607
1739209684.7319124;-45.120503652039325
1739209684.731922;-45.120503652039325
1739209684.7319312;-38.13080360867914
1739209684.7319407;-38.13080360867914
1739209684.73195;-38.13080360867914
1739209684.7319596;-35.57807855764607
1739209684.7319689;-45.120503652039325
1739209684.7319784;-45.120503652039325
1739209684.7319877;-38.13080360867914
1739209684.7319973;-38.13080360867914
1739209684.7320068;-33.981070128970906
1739209684.732016;-45.120503652039325
1739209684.7320256;-45.120503652039325
1739209684.732035;-38.13080360867914
1739209684.7320445;-38.13080360867914
1739209684.7320538;-32.816014438256545
1739209684.7320633;-45.120503652039325
1739209684.7320726;-45.120503652039325
1739209684.7320821;-45.120503652039325
1739209684.7320914;-45.120503652039325
1739209684.732101;-38.13080360867914
1739209684.7321103;-38.13080360867914
1739209684.7321198;-45.120503652039325
1739209684.732129;-45.120503652039325
1739209684.7321386;-45.120503652039325
1739209684.732148;-38.13080360867914
1739209684.7321575;-45.120503652039325
1739209684.7321668;-45.120503652039325
1739209684.7321763;-38.13080360867914
1739209684.7321856;-38.13080360867914
1739209684.7321951;-38.13080360867914
1739209684.7322044;-38.13080360867914
1739209684.732214;-45.120503652039325
1739209684.7322233;-45.120503652039325
1739209684.7322328;-45.120503652039325
1739209684.732242;-38.13080360867914
1739209684.7322516;-38.13080360867914
1739209684.732261;-45.120503652039325
1739209684.7322705;-33.981070128970906
1739209684.7322798;-33.981070128970906
1739209684.7322893;-38.13080360867914
1739209684.7322986;-38.13080360867914
1739209684.7323081;-38.13080360867914
1739209684.7323174;-45.120503652039325
1739209684.732327;-38.13080360867914
1739209684.7323363;-45.120503652039325
1739209684.7323458;-45.120503652039325
1739209684.732355;-33.981070128970956
1739209684.7323647;-45.120503652039325
1739209684.732374;-45.120503652039325
1739209684.7323835;-38.13080360867914
1739209684.7323928;-38.13080360867914
1739209684.7324023;-45.120503652039325
1739209684.7324119;-38.13080360867914
1739209684.7324212;-38.13080360867914
1739209684.7324307;-25.826314394896357
1739209684.73244;-33.981070128970906
1739209684.7324495;-45.120503652039325
1739209684.7324588;-45.120503652039325
1739209684.7324684;-38.13080360867914
1739209684.7324777;-38.13080360867914
1739209684.7324872;-45.120503652039325
1739209684.7324965;-45.120503652039325
1739209684.732506;-38.13080360867914
1739209684.7325153;-45.120503652039325
1739209684.7325249;-45.120503652039325
1739209684.7325342;-35.57807855764607
1739209684.7325437;-38.13080360867914
1739209684.732553;-38.13080360867914
