CAN Message; 0x77:ac8b7705603b98f6
1739209637.4026434;-45.120503652039325
1739209637.4026535;-45.120503652039325
1739209637.4026637;-35.57807855764607
1739209637.4026737;-35.57807855764607
1739209637.4026837;-45.120503652039325
1739209637.4026937;-45.120503652039325
1739209637.4027038;-38.13080360867914
1739209637.4027138;-45.120503652039325
1739209637.4027238;-45.120503652039325
1739209637.4027338;-45.120503652039325
1739209637.402744;-32.816014438256545
1739209637.402754;-27.267205301931607
1739209637.402764;-45.120503652039325
1739209637.402774;-38.13080360867914
1739209637.402784;-38.13080360867914
1739209637.4027941;-33.981070128970906
1739209637.4028041;-45.120503652039325
1739209637.4028141;-45.120503652039325
1739209637.4028242;-38.13080360867914
1739209637.4028344;-32.816014438256545
1739209637.4028444;-45.120503652039325
1739209637.4028544;-45.120503652039325
1739209637.4028645;-32.816014438256545
1739209637.4028745;-38.13080360867914
1739209637.4028845;-45.120503652039325
1739209637.4028945;-45.120503652039325
1739209637.4029045;-35.57807855764607
1739209637.4029148;-45.120503652039325
1739209637.4029248;-38.13080360867914
1739209637.4029348;-38.13080360867914
1739209637.4029448;-35.57807855764607
1739209637.4029548;-38.13080360867914
1739209637.4029648;-38.13080360867914
1739209637.4029748;-38.13080360867914
1739209637.4029849;-45.120503652039325
1739209637.402995;-31.141103565318915
1739209637.4030051;-38.13080360867914
1739209637.4030151;-33.981070128970906
1739209637.4030252;-45.120503652039325
1739209637.4030352;-38.13080360867914
1739209637.4030452;-35.57807855764607
1739209637.4030552;-45.120503652039325
1739209637.4030652;-38.13080360867914
1739209637.4030752;-31.141103565318915
1739209637.4030855;-38.13080360867914
1739209637.4030955;-45.120503652039325
1739209637.41123;-38.13080360867914
1739209637.4112303;-38.13080360867914
1739209637.4112308;-45.120503652039325
1739209637.411231;-38.13080360867914
1739209637.4112315;-29.438486411369333
1739209637.4112318;-38.13080360867914
1739209637.4112322;-38.13080360867914
1739209637.4112325;-38.13080360867914
1739209637.411233;-38.13080360867914
1739209637.4112332;-38.13080360867914
1739209637.4112337;-38.13080360867914
1739209637.411234;-38.13080360867914
1739209637.4112344;-45.120503652039325
1739209637.4112349;-38.13080360867914
1739209637.411235;-35.57807855764607
1739209637.4112356;-38.13080360867914
1739209637.4112358;-45.120503652039325
1739209637.4112363;-45.120503652039325
1739209637.4112365;-35.57807855764607
1739209637.411237;-38.13080360867914
1739209637.4112372;-32.816014438256545
1739209637.4112377;-32.816014438256545
1739209637.411238;-38.13080360867914
1739209637.4112384;-45.120503652039325
1739209637.411239;-35.57807855764607
1739209637.4112391;-33.981070128970906
1739209637.4112396;-38.13080360867914
1739209637.4112399;-45.120503652039325
1739209637.4112403;-45.120503652039325
1739209637.4112406;-45.120503652039325
1739209637.411241;-38.13080360867914
1739209637.4112413;-33.981070128970906
1739209637.4112418;-45.120503652039325
1739209637.411242;-45.120503652039325
1739209637.4112425;-35.57807855764607
1739209637.4112427;-38.13080360867914
1739209637.4112432;-35.57807855764607
1739209637.4112437;-38.13080360867914
1739209637.411244;-35.57807855764607
1739209637.4112444;-38.13080360867914
1739209637.4112446;-35.57807855764607
1739209637.411245;-38.13080360867914
1739209637.4112453;-38.13080360867914
1739209637.4112458;-38.13080360867914
1739209637.411246;-45.120503652039325
1739209637.4112465;-38.13080360867914
1739209637.4112468;-38.13080360867914
1739209637.4112473;-45.120503652039325
1739209637.4112477;-45.120503652039325
1739209637.411248;-45.120503652039325
1739209637.4112484;-45.120503652039325
1739209637.4112487;-38.13080360867914
1739209637.4112492;-38.13080360867914
1739209637.4112494;-45.120503652039325
1739209637.4112499;-38.13080360867914
1739209637.41125;-38.13080360867914
1739209637.4112506;-35.57807855764607
1739209637.4112508;-38.13080360867914
1739209637.4112513;-45.120503652039325
1739209637.4112515;-45.120503652039325
1739209637.411252;-33.981070128970906
1739209637.4112525;-38.13080360867914
1739209637.4112527;-38.13080360867914
1739209637.4112532;-35.57807855764607
1739209637.4112535;-38.13080360867914
1739209637.411254;-45.120503652039325
1739209637.4112542;-45.120503652039325
1739209637.4112546;-38.13080360867914
1739209637.411255;-38.13080360867914
1739209637.4112554;-45.120503652039325
1739209637.4112556;-45.120503652039325
1739209637.411256;-38.13080360867914
1739209637.4112563;-35.57807855764607
1739209637.4112568;-38.13080360867914
1739209637.4112573;-45.120503652039325
1739209637.4112575;-38.13080360867914
1739209637.411258;-30.49652367304973
1739209637.4112582;-31.141103565318915
1739209637.4112587;-45.120503652039325
1739209637.411259;-38.13080360867914
1739209637.4112594;-35.57807855764607
1739209637.4112597;-38.13080360867914
1739209637.4112601;-45.120503652039325
1739209637.4112604;-38.13080360867914
1739209637.4112608;-38.13080360867914
1739209637.4112613;-38.13080360867914
1739209637.4112616;-45.120503652039325
1739209637.411262;-45.120503652039325
1739209637.4112623;-45.120503652039325
1739209637.4112628;-45.120503652039325
1739209637.411263;-45.120503652039325
1739209637.4112635;-45.120503652039325
1739209637.4112637;-31.141103565318915
1739209637.4112642;-27.267205301931607
1739209637.4112644;-45.120503652039325
1739209637.411265;-33.981070128970906
1739209637.4112651;-45.120503652039325
1739209637.4112656;-38.13080360867914
1739209637.411266;-45.120503652039325
1739209637.4112663;-45.120503652039325
1739209637.4112668;-38.13080360867914
1739209637.411267;-35.57807855764607
1739209637.4112675;-45.120503652039325
1739209637.4112678;-45.120503652039325
1739209637.4112682;-38.13080360867914
1739209637.4112685;-45.120503652039325
1739209637.411269;-38.13080360867914
1739209637.4112692;-45.120503652039325
1739209637.4112697;-33.981070128970906
1739209637.4112701;-27.267205301931607
1739209637.4112704;-38.13080360867914
1739209637.4112709;-38.13080360867914
1739209637.411271;-38.13080360867914
1739209637.4112716;-38.13080360867914
1739209637.4112718;-45.120503652039325
1739209637.4112723;-38.13080360867914
1739209637.4112725;-38.13080360867914
1739209637.411273;-35.57807855764607
1739209637.4112732;-45.120503652039325
1739209637.4112737;-45.120503652039325
1739209637.411274;-38.13080360867914
1739209637.4112744;-45.120503652039325
1739209637.411275;-38.13080360867914
1739209637.4112751;-38.13080360867914
1739209637.4112756;-35.57807855764607
1739209637.4112759;-35.57807855764607
1739209637.4112763;-45.120503652039325
1739209637.4112766;-45.120503652039325
1739209637.411277;-45.120503652039325
1739209637.4112773;-38.13080360867914
1739209637.4112778;-45.120503652039325
1739209637.411278;-38.13080360867914
1739209637.4112785;-38.13080360867914
1739209637.4112787;-38.13080360867914
1739209637.4112792;-45.120503652039325
1739209637.4112797;-45.120503652039325
1739209637.41128;-45.120503652039325
1739209637.4112804;-38.13080360867914
1739209637.4112806;-45.120503652039325
1739209637.411281;-45.120503652039325
1739209637.4112813;-38.13080360867914
1739209637.4112818;-38.13080360867914
1739209637.411282;-45.120503652039325
1739209637.4112825;-38.13080360867914
1739209637.4112828;-38.13080360867914
1739209637.4112833;-38.13080360867914
1739209637.4112837;-45.120503652039325
1739209637.411284;-45.120503652039325
1739209637.4112844;-45.120503652039325
1739209637.4112847;-38.13080360867914
1739209637.4112852;-38.13080360867914
1739209637.4112854;-45.120503652039325
1739209637.4112859;-38.13080360867914
1739209637.411286;-38.13080360867914
1739209637.4112866;-38.13080360867914
1739209637.4112868;-38.13080360867914
1739209637.4112873;-45.120503652039325
1739209637.4112875;-31.141103565318915
1739209637.411288;-33.981070128970906
1739209637.4112885;-45.120503652039325
1739209637.4112887;-45.120503652039325
1739209637.4112892;-38.13080360867914
1739209637.4112895;-38.13080360867914
1739209637.41129;-38.13080360867914
1739209637.4112902;-38.13080360867914
1739209637.4112906;-38.13080360867914
1739209637.411291;-38.13080360867914
1739209637.4112914;-45.120503652039325
1739209637.4112916;-35.57807855764607
1739209637.411292;-38.13080360867914
1739209637.4112926;-38.13080360867914
1739209637.4112928;-45.120503652039325
1739209637.4112933;-33.981070128970906
1739209637.4112935;-28.992665084841942
1739209637.411294;-31.141103565318915
1739209637.4112942;-38.13080360867914
1739209637.4112947;-33.981070128970906
1739209637.411295;-45.120503652039325
1739209637.4112954;-45.120503652039325
1739209637.4112957;-45.120503652039325
1739209637.4112961;-35.57807855764607
1739209637.4112964;-33.981070128970906
1739209637.4112968;-38.13080360867914
1739209637.4112973;-38.13080360867914
1739209637.4112976;-35.57807855764607
1739209637.411298;-38.13080360867914
1739209637.4112983;-45.120503652039325
1739209637.4112988;-45.120503652039325
1739209637.411299;-45.120503652039325
1739209637.4112995;-45.120503652039325
1739209637.4112997;-45.120503652039325
1739209637.4113002;-38.13080360867914
1739209637.4113004;-35.57807855764607
1739209637.411301;-33.981070128970906
1739209637.4113011;-38.13080360867914
1739209637.4113016;-35.57807855764607
1739209637.411302;-32.816014438256545
1739209637.4113023;-35.57807855764607
1739209637.4113028;-38.13080360867914
1739209637.411303;-38.13080360867914
1739209637.4113035;-35.57807855764607
1739209637.4113038;-33.981070128970906
1739209637.4113042;-45.120503652039325
1739209637.4113045;-38.13080360867914
1739209637.411305;-32.816014438256545
1739209637.4113052;-45.120503652039325
1739209637.4113057;-45.120503652039325
1739209637.4113061;-38.13080360867914
1739209637.4113064;-35.57807855764607
1739209637.4113069;-38.13080360867914
1739209637.411307;-38.13080360867914
1739209637.4113076;-35.57807855764607
1739209637.4113078;-35.57807855764607
1739209637.4113083;-35.57807855764607
1739209637.4031055;-45.120503652039325
1739209637.4031155;-38.13080360867914
1739209637.4031255;-45.120503652039325
1739209637.4031355;-38.13080360867914
1739209637.4031456;-45.120503652039325
1739209637.4031556;-32.816014438256545
1739209637.4031658;-38.13080360867914
1739209637.4031758;-45.120503652039325
1739209637.4031858;-38.13080360867914
1739209637.4031959;-45.120503652039325
1739209637.4032059;-35.57807855764607
1739209637.403216;-45.120503652039325
1739209637.403226;-45.120503652039325
1739209637.403236;-31.141103565318915
1739209637.4032462;-28.992665084841942
1739209637.4032562;-38.13080360867914
1739209637.4032662;-45.120503652039325
1739209637.4032762;-38.13080360867914
1739209637.4032862;-38.13080360867914
1739209637.4032962;-38.13080360867914
1739209637.4033062;-45.120503652039325
1739209637.4033163;-38.13080360867914
1739209637.4033263;-35.57807855764607
1739209637.4033365;-38.13080360867914
1739209637.4033465;-45.120503652039325
1739209637.4033566;-45.120503652039325
1739209637.4033666;-38.13080360867914
1739209637.4033766;-38.13080360867914
1739209637.4033866;-45.120503652039325
1739209637.4033966;-33.981070128970906
1739209637.4034066;-28.58837851428586
1739209637.4034169;-38.13080360867914
1739209637.403427;-45.120503652039325
1739209637.403437;-33.981070128970906
1739209637.403447;-45.120503652039325
1739209637.403457;-45.120503652039325
1739209637.403467;-45.120503652039325
1739209637.403477;-38.13080360867914
1739209637.403487;-38.13080360867914
1739209637.4034972;-38.13080360867914
1739209637.4035072;-45.120503652039325
1739209637.4035172;-45.120503652039325
1739209637.4035273;-38.13080360867914
1739209637.4035373;-38.13080360867914
1739209637.4035473;-35.57807855764607
1739209637.4035573;-38.13080360867914
1739209637.4035673;-30.49652367304973
1739209637.4035773;-38.13080360867914
1739209637.4035876;-45.120503652039325
1739209637.4035976;-38.13080360867914
1739209637.4036076;-45.120503652039325
1739209637.4036176;-38.13080360867914
1739209637.4036276;-45.120503652039325
1739209637.4036376;-45.120503652039325
1739209637.4036477;-45.120503652039325
1739209637.4036577;-45.120503652039325
1739209637.403668;-45.120503652039325
1739209637.403678;-45.120503652039325
1739209637.403688;-45.120503652039325
1739209637.403698;-38.13080360867914
1739209637.403708;-38.13080360867914
1739209637.403718;-45.120503652039325
1739209637.403728;-45.120503652039325
1739209637.403738;-45.120503652039325
1739209637.4037483;-45.120503652039325
1739209637.4037583;-45.120503652039325
1739209637.4037683;-38.13080360867914
1739209637.4037783;-35.57807855764607
1739209637.4037883;-45.120503652039325
1739209637.4037983;-38.13080360867914
1739209637.4038084;-32.816014438256545
1739209637.4038184;-38.13080360867914
1739209637.4038284;-45.120503652039325
1739209637.4038386;-45.120503652039325
1739209637.4038486;-33.981070128970906
1739209637.4038587;-45.120503652039325
1739209637.4038687;-45.120503652039325
1739209637.4038787;-45.120503652039325
1739209637.4038887;-45.120503652039325
1739209637.4038987;-38.13080360867914
1739209637.4039087;-35.57807855764607
1739209637.403919;-45.120503652039325
1739209637.403929;-38.13080360867914
1739209637.403939;-38.13080360867914
1739209637.403949;-45.120503652039325
1739209637.403959;-38.13080360867914
1739209637.403969;-35.57807855764607
1739209637.403979;-38.13080360867914
1739209637.403989;-45.120503652039325
1739209637.4039993;-45.120503652039325
1739209637.4040093;-35.57807855764607
1739209637.4040194;-38.13080360867914
1739209637.4040294;-38.13080360867914
1739209637.4040394;-38.13080360867914
1739209637.4040494;-45.120503652039325
1739209637.4040594;-38.13080360867914
1739209637.4040694;-35.57807855764607
1739209637.4040794;-38.13080360867914
1739209637.4040897;-45.120503652039325
1739209637.4040997;-35.57807855764607
1739209637.4041097;-33.981070128970906
1739209637.4041197;-45.120503652039325
1739209637.4041297;-35.57807855764607
1739209637.4041398;-45.120503652039325
1739209637.4041498;-38.13080360867914
1739209637.4041598;-38.13080360867914
1739209637.40417;-45.120503652039325
1739209637.40418;-38.13080360867914
1739209637.40419;-35.57807855764607
1739209637.4042;-38.13080360867914
1739209637.40421;-45.120503652039325
1739209637.40422;-45.120503652039325
1739209637.40423;-38.13080360867914
1739209637.4042401;-45.120503652039325
1739209637.4042504;-45.120503652039325
1739209637.4042604;-38.13080360867914
1739209637.4042704;-38.13080360867914
1739209637.4042804;-38.13080360867914
1739209637.4042904;-45.120503652039325
1739209637.4043005;-45.120503652039325
1739209637.4043105;-38.13080360867914
1739209637.4043205;-38.13080360867914
1739209637.4043305;-45.120503652039325
1739209637.4043407;-38.13080360867914
1739209637.4043508;-35.57807855764607
1739209637.4043608;-33.981070128970906
1739209637.4043708;-45.120503652039325
1739209637.4043808;-38.13080360867914
1739209637.4043908;-35.57807855764607
1739209637.4044008;-38.13080360867914
1739209637.4044108;-32.816014438256545
1739209637.404421;-35.57807855764607
1739209637.404431;-35.57807855764607
1739209637.404441;-38.13080360867914
1739209637.4044511;-38.13080360867914
1739209637.4044611;-38.13080360867914
1739209637.4044712;-35.57807855764607
1739209637.4044812;-33.981070128970906
1739209637.4044912;-45.120503652039325
1739209637.4045014;-38.13080360867914
1739209637.4045115;-32.816014438256545
1739209637.4045215;-38.13080360867914
1739209637.4045315;-45.120503652039325
1739209637.4045415;-38.13080360867914
1739209637.4045515;-35.57807855764607
1739209637.4045615;-38.13080360867914
1739209637.4045715;-38.13080360867914
1739209637.4045815;-33.981070128970906
1739209637.4045918;-45.120503652039325
1739209637.4046018;-45.120503652039325
1739209637.4046118;-38.13080360867914
1739209637.4046218;-38.13080360867914
1739209637.4046319;-38.13080360867914
1739209637.4046419;-35.57807855764607
1739209637.4046519;-38.13080360867914
1739209637.404662;-45.120503652039325
1739209637.4046721;-45.120503652039325
1739209637.4046822;-45.120503652039325
1739209637.4046922;-35.57807855764607
1739209637.4047022;-35.57807855764607
1739209637.4047122;-45.120503652039325
1739209637.4047222;-45.120503652039325
1739209637.4047322;-38.13080360867914
1739209637.4047422;-38.13080360867914
1739209637.4047525;-38.13080360867914
1739209637.4047625;-45.120503652039325
1739209637.4047725;-45.120503652039325
1739209637.4047825;-38.13080360867914
1739209637.4047925;-45.120503652039325
1739209637.4048026;-45.120503652039325
1739209637.4048126;-38.13080360867914
1739209637.4048226;-45.120503652039325
1739209637.4048326;-45.120503652039325
1739209637.4048429;-45.120503652039325
1739209637.4048529;-45.120503652039325
1739209637.4048629;-45.120503652039325
1739209637.404873;-45.120503652039325
1739209637.404883;-45.120503652039325
1739209637.404893;-45.120503652039325
1739209637.404903;-33.981070128970906
1739209637.404913;-45.120503652039325
1739209637.4049232;-45.120503652039325
1739209637.4049332;-33.981070128970906
1739209637.4049432;-45.120503652039325
1739209637.4049532;-45.120503652039325
1739209637.4049633;-45.120503652039325
1739209637.4049733;-45.120503652039325
1739209637.4049833;-45.120503652039325
1739209637.4049933;-45.120503652039325
1739209637.4050035;-38.13080360867914
1739209637.4050136;-45.120503652039325
1739209637.4050236;-38.13080360867914
1739209637.4050336;-31.141103565318915
1739209637.4050436;-45.120503652039325
1739209637.4050536;-38.13080360867914
1739209637.4050636;-38.13080360867914
1739209637.4050736;-38.13080360867914
1739209637.4050837;-45.120503652039325
1739209637.405094;-45.120503652039325
1739209637.405104;-45.120503652039325
1739209637.405114;-38.13080360867914
1739209637.405124;-38.13080360867914
1739209637.405134;-38.13080360867914
1739209637.405144;-45.120503652039325
1739209637.405154;-45.120503652039325
1739209637.405164;-45.120503652039325
1739209637.4051743;-45.120503652039325
1739209637.4051843;-35.57807855764607
1739209637.4051943;-32.816014438256545
1739209637.4052043;-38.13080360867914
1739209637.4052143;-38.13080360867914
1739209637.4052243;-38.13080360867914
1739209637.4052343;-32.816014438256545
1739209637.4052444;-45.120503652039325
1739209637.4052546;-45.120503652039325
1739209637.4052646;-45.120503652039325
1739209637.4052746;-38.13080360867914
1739209637.4052846;-38.13080360867914
1739209637.4052947;-45.120503652039325
1739209637.4053047;-45.120503652039325
1739209637.4053147;-45.120503652039325
1739209637.4053247;-38.13080360867914
1739209637.4053347;-38.13080360867914
1739209637.405345;-38.13080360867914
1739209637.405355;-38.13080360867914
1739209637.405365;-38.13080360867914
1739209637.405375;-38.13080360867914
1739209637.405385;-45.120503652039325
1739209637.405395;-33.981070128970906
1739209637.405405;-45.120503652039325
1739209637.405415;-38.13080360867914
1739209637.4054253;-38.13080360867914
1739209637.4054353;-45.120503652039325
1739209637.4054453;-38.13080360867914
1739209637.4054554;-45.120503652039325
1739209637.4054654;-38.13080360867914
1739209637.4054754;-45.120503652039325
1739209637.4054854;-45.120503652039325
1739209637.4054954;-45.120503652039325
1739209637.4055057;-45.120503652039325
1739209637.4055157;-32.816014438256545
1739209637.4055257;-45.120503652039325
1739209637.4055357;-45.120503652039325
1739209637.4055457;-45.120503652039325
1739209637.4055557;-35.57807855764607
1739209637.4055657;-38.13080360867914
1739209637.4055758;-38.13080360867914
1739209637.4055858;-38.13080360867914
1739209637.405596;-45.120503652039325
1739209637.405606;-38.13080360867914
1739209637.405616;-38.13080360867914
1739209637.405626;-45.120503652039325
1739209637.405636;-45.120503652039325
1739209637.405646;-45.120503652039325
1739209637.405656;-45.120503652039325
1739209637.405666;-45.120503652039325
1739209637.4056764;-31.141103565318893
1739209637.4056864;-38.13080360867914
1739209637.4056964;-45.120503652039325
1739209637.4057064;-45.120503652039325
1739209637.4057164;-31.141103565318893
1739209637.4057264;-35.57807855764607
1739209637.4057364;-45.120503652039325
1739209637.4057465;-38.13080360867914
1739209637.4057567;-38.13080360867914
1739209637.4057667;-38.13080360867914
1739209637.4057767;-45.120503652039325
1739209637.4057868;-45.120503652039325
1739209637.4057968;-45.120503652039325
1739209637.4058068;-38.13080360867914
1739209637.4058168;-45.120503652039325
1739209637.4058268;-38.13080360867914
1739209637.4058368;-35.57807855764607
1739209637.405847;-33.981070128970906
1739209637.405857;-45.120503652039325
1739209637.405867;-45.120503652039325
1739209637.405877;-31.141103565318893
1739209637.4058871;-33.981070128970906
1739209637.4058971;-45.120503652039325
1739209637.4059072;-38.13080360867914
1739209637.4059172;-38.13080360867914
1739209637.4059274;-38.13080360867914
1739209637.4059374;-45.120503652039325
1739209637.4059474;-45.120503652039325
1739209637.4059575;-45.120503652039325
1739209637.4059675;-45.120503652039325
1739209637.4059775;-45.120503652039325
1739209637.4059875;-38.13080360867914
1739209637.4059975;-38.13080360867914
1739209637.4060078;-38.13080360867914
1739209637.4060178;-45.120503652039325
1739209637.4060278;-45.120503652039325
1739209637.4060378;-38.13080360867914
1739209637.4060478;-33.981070128970906
1739209637.4060578;-45.120503652039325
1739209637.4060678;-45.120503652039325
1739209637.4060779;-30.49652367304973
1739209637.4060879;-30.49652367304973
1739209637.4060981;-45.120503652039325
1739209637.4061081;-45.120503652039325
1739209637.4061182;-45.120503652039325
1739209637.4061282;-38.13080360867914
1739209637.4061382;-45.120503652039325
1739209637.4061482;-45.120503652039325
1739209637.4061582;-45.120503652039325
1739209637.4061682;-45.120503652039325
1739209637.4061785;-38.13080360867914
1739209637.4061885;-45.120503652039325
1739209637.4061985;-35.57807855764607
1739209637.4062085;-38.13080360867914
1739209637.4062185;-45.120503652039325
1739209637.4062285;-45.120503652039325
1739209637.4062386;-33.981070128970906
1739209637.4062486;-27.267205301931607
1739209637.4062588;-45.120503652039325
1739209637.4062688;-38.13080360867914
1739209637.4062788;-38.13080360867914
1739209637.4062889;-38.13080360867914
1739209637.4062989;-45.120503652039325
1739209637.406309;-38.13080360867914
1739209637.406319;-45.120503652039325
1739209637.406329;-38.13080360867914
1739209637.4063392;-45.120503652039325
1739209637.4063492;-38.13080360867914
1739209637.4063592;-38.13080360867914
1739209637.4063692;-45.120503652039325
1739209637.4063792;-45.120503652039325
1739209637.4063892;-45.120503652039325
1739209637.4063993;-33.981070128970906
1739209637.4064093;-33.981070128970906
1739209637.4064193;-45.120503652039325
1739209637.4064295;-45.120503652039325
1739209637.4064395;-35.57807855764607
1739209637.4064496;-38.13080360867914
1739209637.4064596;-38.13080360867914
1739209637.4064696;-38.13080360867914
1739209637.4064796;-38.13080360867914
1739209637.4064896;-33.981070128970906
1739209637.4064996;-45.120503652039325
1739209637.4065099;-45.120503652039325
1739209637.40652;-38.13080360867914
1739209637.40653;-45.120503652039325
1739209637.40654;-45.120503652039325
1739209637.40655;-45.120503652039325
1739209637.40656;-38.13080360867914
1739209637.40657;-38.13080360867914
1739209637.40658;-38.13080360867914
1739209637.4065902;-38.13080360867914
1739209637.4066002;-38.13080360867914
1739209637.4066103;-35.57807855764607
1739209637.4066203;-45.120503652039325
1739209637.4066303;-45.120503652039325
1739209637.4066403;-45.120503652039325
1739209637.4066503;-38.13080360867914
1739209637.4066603;-38.13080360867914
1739209637.4066703;-45.120503652039325
