CAN Message; 0x150:0000bfe99e1ac25d
1739209844.7977703;-35.57807855764607
1739209844.7977736;-45.120503652039325
1739209844.7977767;-35.57807855764607
1739209844.79778;-33.981070128970906
1739209844.7977831;-45.120503652039325
1739209844.7977865;-45.120503652039325
1739209844.7977896;-45.120503652039325
1739209844.797793;-45.120503652039325
1739209844.797796;-38.13080360867914
1739209844.7977993;-38.13080360867914
1739209844.7978024;-38.13080360867914
1739209844.7978058;-33.981070128970906
1739209844.7978091;-38.13080360867914
1739209844.7978122;-45.120503652039325
1739209844.7978156;-38.13080360867914
1739209844.7978187;-32.816014438256545
1739209844.797822;-45.120503652039325
1739209844.797825;-45.120503652039325
1739209844.7978284;-33.981070128970906
1739209844.7978315;-38.13080360867914
1739209844.7978349;-45.120503652039325
1739209844.797838;-33.981070128970906
1739209844.7978413;-45.120503652039325
1739209844.7978446;-45.120503652039325
1739209844.7978477;-45.120503652039325
1739209844.797851;-38.13080360867914
1739209844.7978542;-33.981070128970906
1739209844.7978575;-45.120503652039325
1739209844.7978606;-38.13080360867914
1739209844.797864;-45.120503652039325
1739209844.797867;-45.120503652039325
1739209844.7978704;-35.57807855764607
1739209844.7978735;-35.57807855764607
1739209844.7978768;-38.13080360867914
1739209844.79788;-38.13080360867914
1739209844.7978833;-35.57807855764607
1739209844.7978866;-45.120503652039325
1739209844.7978897;-45.120503652039325
1739209844.797893;-38.13080360867914
1739209844.7978961;-45.120503652039325
1739209844.7978995;-45.120503652039325
1739209844.7979026;-33.981070128970906
1739209844.797906;-31.141103565318915
1739209844.797909;-45.120503652039325
1739209844.7979124;-45.120503652039325
1739209844.7979155;-33.981070128970906
1739209844.7979188;-38.13080360867914
1739209844.7979221;-45.120503652039325
1739209844.7979252;-38.13080360867914
1739209844.7979286;-35.57807855764607
1739209844.7979317;-33.981070128970906
1739209844.797935;-45.120503652039325
1739209844.797938;-45.120503652039325
1739209844.7979414;-32.816014438256545
1739209844.7979445;-33.981070128970906
1739209844.797948;-45.120503652039325
1739209844.797951;-38.13080360867914
1739209844.7979543;-32.816014438256545
1739209844.7979574;-33.981070128970906
1739209844.7979608;-45.120503652039325
1739209844.797964;-38.13080360867914
1739209844.7979672;-33.981070128970906
1739209844.7979705;-45.120503652039325
1739209844.7979736;-45.120503652039325
1739209844.797977;-45.120503652039325
1739209844.79798;-33.981070128970906
1739209844.7979834;-31.141103565318915
1739209844.7979865;-45.120503652039325
1739209844.7979898;-33.981070128970906
1739209844.797993;-38.13080360867914
1739209844.7979963;-38.13080360867914
1739209844.7979996;-45.120503652039325
1739209844.7980027;-45.120503652039325
1739209844.798006;-45.120503652039325
1739209844.7980092;-35.57807855764607
1739209844.7980125;-35.57807855764607
1739209844.7980156;-38.13080360867914
1739209844.798019;-45.120503652039325
1739209844.798022;-38.13080360867914
1739209844.7980254;-45.120503652039325
1739209844.7980285;-38.13080360867914
1739209844.7980318;-45.120503652039325
1739209844.798035;-33.981070128970906
1739209844.7980382;-45.120503652039325
1739209844.7980416;-33.981070128970906
1739209844.7980447;-38.13080360867914
1739209844.798048;-45.120503652039325
1739209844.798051;-45.120503652039325
1739209844.7980545;-45.120503652039325
1739209844.7980576;-45.120503652039325
1739209844.798061;-38.13080360867914
1739209844.798064;-35.57807855764607
1739209844.7980673;-45.120503652039325
1739209844.7980704;-45.120503652039325
1739209844.7980738;-38.13080360867914
1739209844.798077;-38.13080360867914
1739209844.7980802;-38.13080360867914
1739209844.7980835;-45.120503652039325
1739209844.7980866;-38.13080360867914
1739209844.79809;-32.816014438256545
1739209844.798093;-45.120503652039325
1739209844.7980964;-45.120503652039325
1739209844.7980995;-38.13080360867914
1739209844.7981029;-35.57807855764607
1739209844.798106;-45.120503652039325
1739209844.7981093;-45.120503652039325
1739209844.7981124;-45.120503652039325
1739209844.7981157;-45.120503652039325
1739209844.798119;-38.13080360867914
1739209844.7981222;-38.13080360867914
1739209844.7981255;-33.981070128970906
1739209844.7981286;-45.120503652039325
1739209844.798132;-38.13080360867914
1739209844.798135;-45.120503652039325
1739209844.7981384;-35.57807855764607
1739209844.7981415;-31.141103565318893
1739209844.7981448;-38.13080360867914
1739209844.798148;-45.120503652039325
1739209844.7981513;-38.13080360867914
1739209844.7981546;-38.13080360867914
1739209844.7981577;-45.120503652039325
1739209844.798161;-45.120503652039325
1739209844.7981641;-45.120503652039325
1739209844.7981675;-45.120503652039325
1739209844.7981706;-38.13080360867914
1739209844.798174;-35.57807855764607
1739209844.798177;-38.13080360867914
1739209844.7981803;-45.120503652039325
1739209844.7981834;-38.13080360867914
1739209844.7981868;-38.13080360867914
1739209844.79819;-38.13080360867914
1739209844.7981932;-45.120503652039325
1739209844.7981966;-38.13080360867914
1739209844.7981997;-35.57807855764607
1739209844.798203;-38.13080360867914
1739209844.798206;-38.13080360867914
1739209844.7982094;-38.13080360867914
1739209844.7982125;-38.13080360867914
1739209844.7982159;-45.120503652039325
1739209844.798219;-32.816014438256545
1739209844.7982223;-45.120503652039325
1739209844.7982254;-45.120503652039325
1739209844.7982287;-45.120503652039325
1739209844.798232;-45.120503652039325
1739209844.7982352;-45.120503652039325
1739209844.7982385;-35.57807855764607
1739209844.7982416;-45.120503652039325
1739209844.798245;-45.120503652039325
1739209844.798248;-38.13080360867914
1739209844.7982514;-45.120503652039325
1739209844.7982545;-45.120503652039325
1739209844.7982578;-45.120503652039325
1739209844.798261;-38.13080360867914
1739209844.7982643;-45.120503652039325
1739209844.7982676;-35.57807855764607
1739209844.7982707;-26.991370085610736
1739209844.798274;-45.120503652039325
1739209844.7982771;-45.120503652039325
1739209844.7982805;-38.13080360867914
1739209844.7982836;-29.438486411369333
1739209844.798287;-38.13080360867914
1739209844.79829;-45.120503652039325
1739209844.7982934;-45.120503652039325
1739209844.7982965;-45.120503652039325
1739209844.7982998;-38.13080360867914
1739209844.798303;-38.13080360867914
1739209844.7983062;-45.120503652039325
1739209844.7983096;-45.120503652039325
1739209844.7983127;-35.57807855764607
1739209844.798316;-38.13080360867914
1739209844.798319;-45.120503652039325
1739209844.7983224;-45.120503652039325
1739209844.7983255;-38.13080360867914
1739209844.7983289;-38.13080360867914
1739209844.798332;-45.120503652039325
1739209844.7983353;-45.120503652039325
1739209844.7983384;-38.13080360867914
1739209844.7983418;-32.816014438256545
1739209844.798345;-38.13080360867914
1739209844.7983482;-32.816014438256545
1739209844.7983515;-38.13080360867914
1739209844.7983546;-45.120503652039325
1739209844.798358;-38.13080360867914
1739209844.798361;-38.13080360867914
1739209844.7983644;-45.120503652039325
1739209844.7983675;-38.13080360867914
1739209844.7983708;-38.13080360867914
1739209844.798374;-33.981070128970956
1739209844.7983773;-38.13080360867914
1739209844.7983804;-31.141103565318893
1739209844.7983837;-45.120503652039325
1739209844.798387;-45.120503652039325
1739209844.7983902;-33.981070128970906
1739209844.7983935;-38.13080360867914
1739209844.7983966;-38.13080360867914
1739209844.7984;-45.120503652039325
1739209844.798403;-45.120503652039325
1739209844.7984064;-45.120503652039325
1739209844.7984095;-35.57807855764607
1739209844.7984128;-38.13080360867914
1739209844.798416;-38.13080360867914
1739209844.7984192;-45.120503652039325
1739209844.7984226;-38.13080360867914
1739209844.7984257;-32.816014438256545
1739209844.798429;-35.57807855764607
1739209844.798432;-38.13080360867914
1739209844.7984354;-38.13080360867914
1739209844.7984385;-35.57807855764607
1739209844.798442;-38.13080360867914
1739209844.798445;-38.13080360867914
1739209844.7984483;-33.981070128970906
1739209844.7984514;-45.120503652039325
1739209844.7984548;-45.120503652039325
1739209844.7984579;-45.120503652039325
1739209844.7984612;-45.120503652039325
1739209844.7984645;-38.13080360867914
1739209844.7984676;-38.13080360867914
1739209844.798471;-45.120503652039325
1739209844.798474;-38.13080360867914
1739209844.7984774;-45.120503652039325
1739209844.7984805;-38.13080360867914
1739209844.7984838;-35.57807855764607
1739209844.798487;-45.120503652039325
1739209844.7984903;-45.120503652039325
1739209844.7984934;-45.120503652039325
1739209844.7984967;-38.13080360867914
1739209844.7985;-45.120503652039325
1739209844.7985032;-35.57807855764607
1739209844.7985065;-38.13080360867914
1739209844.7985096;-45.120503652039325
1739209844.798513;-38.13080360867914
1739209844.798516;-35.57807855764607
1739209844.7985194;-38.13080360867914
1739209844.7985225;-38.13080360867914
1739209844.7985258;-38.13080360867914
1739209844.798529;-45.120503652039325
1739209844.7985322;-33.981070128970906
1739209844.7985353;-45.120503652039325
1739209844.7985387;-38.13080360867914
1739209844.798542;-35.57807855764607
1739209844.7985451;-38.13080360867914
1739209844.7985485;-45.120503652039325
1739209844.7985516;-38.13080360867914
1739209844.798555;-35.57807855764607
1739209844.798558;-38.13080360867914
1739209844.7985613;-45.120503652039325
1739209844.7985644;-38.13080360867914
1739209844.7985678;-38.13080360867914
1739209844.7985709;-38.13080360867914
1739209844.7985742;-45.120503652039325
1739209844.7985775;-38.13080360867914
1739209844.7985806;-35.57807855764607
1739209844.798584;-33.981070128970906
1739209844.798587;-45.120503652039325
1739209844.7985904;-38.13080360867914
1739209844.7985935;-35.57807855764607
1739209844.7985969;-38.13080360867914
1739209844.7986;-45.120503652039325
1739209844.7986033;-38.13080360867914
1739209844.7986064;-45.120503652039325
1739209844.7986097;-33.981070128970906
1739209844.798613;-45.120503652039325
1739209844.7986162;-38.13080360867914
1739209844.7986195;-45.120503652039325
1739209844.7986226;-45.120503652039325
1739209844.798626;-45.120503652039325
1739209844.798629;-45.120503652039325
1739209844.7986324;-45.120503652039325
1739209844.7986355;-27.267205301931607
1739209844.7986388;-38.13080360867914
1739209844.798642;-45.120503652039325
1739209844.7986453;-45.120503652039325
1739209844.7986484;-33.981070128970906
1739209844.7986517;-35.57807855764607
1739209844.798655;-38.13080360867914
1739209844.7986581;-45.120503652039325
1739209844.7986615;-45.120503652039325
1739209844.7986646;-33.981070128970906
1739209844.798668;-38.13080360867914
1739209844.798671;-35.57807855764607
1739209844.7986743;-35.57807855764607
1739209844.7986774;-35.57807855764607
1739209844.7986808;-33.981070128970906
1739209844.798684;-38.13080360867914
1739209844.7986872;-45.120503652039325
1739209844.7986906;-33.981070128970906
1739209844.7986937;-38.13080360867914
1739209844.798697;-45.120503652039325
1739209844.7987;-45.120503652039325
1739209844.7987034;-38.13080360867914
1739209844.7987065;-38.13080360867914
1739209844.7987099;-45.120503652039325
1739209844.798713;-28.992665084841942
1739209844.7987163;-31.141103565318893
1739209844.7987194;-31.141103565318915
1739209844.7987227;-38.13080360867914
1739209844.7987258;-38.13080360867914
1739209844.7987292;-32.816014438256545
1739209844.7987325;-33.981070128970906
1739209844.7987356;-45.120503652039325
1739209844.798739;-38.13080360867914
1739209844.798742;-38.13080360867914
1739209844.7987454;-38.13080360867914
1739209844.7987485;-45.120503652039325
1739209844.7987518;-45.120503652039325
1739209844.798755;-38.13080360867914
1739209844.7987583;-38.13080360867914
1739209844.7987614;-45.120503652039325
1739209844.7987647;-31.141103565318915
1739209844.798768;-32.816014438256545
1739209844.7987711;-45.120503652039325
1739209844.7987745;-38.13080360867914
1739209844.7987776;-38.13080360867914
1739209844.798781;-45.120503652039325
1739209844.798784;-38.13080360867914
1739209844.7987874;-45.120503652039325
1739209844.7987905;-38.13080360867914
1739209844.7987938;-45.120503652039325
1739209844.798797;-45.120503652039325
1739209844.7988002;-45.120503652039325
1739209844.7988033;-38.13080360867914
1739209844.7988067;-38.13080360867914
1739209844.79881;-38.13080360867914
1739209844.798813;-35.57807855764607
1739209844.7988164;-38.13080360867914
1739209844.7988195;-45.120503652039325
1739209844.7988229;-45.120503652039325
1739209844.798826;-45.120503652039325
1739209844.7988293;-45.120503652039325
1739209844.7988324;-38.13080360867914
1739209844.7988358;-33.981070128970906
1739209844.7988389;-45.120503652039325
1739209844.7988422;-38.13080360867914
1739209844.7988455;-38.13080360867914
1739209844.7988486;-38.13080360867914
1739209844.798852;-33.981070128970906
1739209844.798855;-38.13080360867914
1739209844.7988584;-45.120503652039325
1739209844.7988615;-45.120503652039325
1739209844.7988648;-45.120503652039325
1739209844.798868;-45.120503652039325
1739209844.7988713;-45.120503652039325
1739209844.7988744;-38.13080360867914
1739209844.7988777;-38.13080360867914
1739209844.7988808;-45.120503652039325
1739209844.7988842;-35.57807855764607
1739209844.7988875;-38.13080360867914
1739209844.7988906;-45.120503652039325
1739209844.798894;-45.120503652039325
1739209844.798897;-32.816014438256545
1739209844.7989004;-35.57807855764607
1739209844.7989035;-38.13080360867914
1739209844.7989068;-38.13080360867914
1739209844.79891;-45.120503652039325
1739209844.7989132;-38.13080360867914
1739209844.7989163;-38.13080360867914
1739209844.7989197;-38.13080360867914
1739209844.798923;-45.120503652039325
1739209844.798926;-45.120503652039325
1739209844.7989295;-35.57807855764607
1739209844.7989326;-38.13080360867914
1739209844.798936;-38.13080360867914
1739209844.798939;-45.120503652039325
1739209844.7989423;-45.120503652039325
1739209844.7989454;-38.13080360867914
1739209844.7989488;-38.13080360867914
1739209844.7989519;-38.13080360867914
1739209844.7989552;-45.120503652039325
1739209844.7989583;-45.120503652039325
1739209844.7989616;-32.816014438256545
1739209844.798965;-35.57807855764607
1739209844.798968;-45.120503652039325
1739209844.7989714;-45.120503652039325
1739209844.7989745;-45.120503652039325
1739209844.7989779;-38.13080360867914
1739209844.798981;-45.120503652039325
1739209844.7989843;-45.120503652039325
1739209844.7989874;-45.120503652039325
1739209844.7989907;-45.120503652039325
1739209844.7989938;-45.120503652039325
1739209844.7989972;-35.57807855764607
1739209844.7990005;-38.13080360867914
1739209844.7990036;-45.120503652039325
1739209844.799007;-33.981070128970906
1739209844.79901;-38.13080360867914
1739209844.7990134;-38.13080360867914
1739209844.7990165;-45.120503652039325
1739209844.7990198;-33.981070128970906
1739209844.799023;-45.120503652039325
1739209844.7990263;-33.981070128970906
1739209844.7990294;-31.141103565318915
1739209844.7990327;-38.13080360867914
1739209844.799036;-45.120503652039325
1739209844.7990391;-38.13080360867914
1739209844.7990425;-35.57807855764607
1739209844.7990456;-45.120503652039325
1739209844.799049;-38.13080360867914
1739209844.799052;-45.120503652039325
1739209844.7990553;-45.120503652039325
1739209844.7990584;-31.141103565318893
1739209844.7990618;-38.13080360867914
1739209844.7990649;-45.120503652039325
1739209844.7990682;-31.141103565318915
1739209844.7990713;-32.816014438256545
1739209844.7990746;-38.13080360867914
1739209844.799078;-38.13080360867914
1739209844.799081;-38.13080360867914
1739209844.7990844;-38.13080360867914
1739209844.7990875;-38.13080360867914
1739209844.7990909;-45.120503652039325
1739209844.799094;-45.120503652039325
1739209844.7990973;-45.120503652039325
1739209844.7991004;-38.13080360867914
1739209844.7991037;-33.981070128970906
1739209844.7991068;-31.141103565318915
1739209844.7991102;-38.13080360867914
1739209844.7991135;-45.120503652039325
1739209844.7991166;-38.13080360867914
1739209844.79912;-35.57807855764607
1739209844.799123;-45.120503652039325
1739209844.7991264;-38.13080360867914
1739209844.7991295;-33.981070128970906
1739209844.7991328;-38.13080360867914
1739209844.799136;-45.120503652039325
1739209844.7991393;-45.120503652039325
1739209844.7991424;-38.13080360867914
1739209844.7991457;-38.13080360867914
1739209844.7991488;-45.120503652039325
1739209844.7991521;-38.13080360867914
1739209844.7991555;-35.57807855764607
1739209844.7991586;-33.981070128970906
1739209844.799162;-45.120503652039325
1739209844.799165;-38.13080360867914
1739209844.7991683;-38.13080360867914
1739209844.7991714;-38.13080360867914
1739209844.7991748;-45.120503652039325
1739209844.799178;-38.13080360867914
1739209844.7991812;-35.57807855764607
1739209844.7991843;-38.13080360867914
1739209844.7991877;-45.120503652039325
1739209844.799191;-45.120503652039325
1739209844.799194;-45.120503652039325
1739209844.7991974;-38.13080360867914
1739209844.7992005;-38.13080360867914
1739209844.7992039;-38.13080360867914
1739209844.799207;-38.13080360867914
1739209844.7992103;-33.981070128970906
1739209844.7992134;-45.120503652039325
1739209844.7992167;-45.120503652039325
1739209844.7992198;-38.13080360867914
1739209844.7992232;-45.120503652039325
1739209844.7992263;-38.13080360867914
1739209844.7992296;-38.13080360867914
1739209844.799233;-45.120503652039325
1739209844.799236;-33.981070128970906
1739209844.7992394;-38.13080360867914
1739209844.7992425;-38.13080360867914
1739209844.7992458;-35.57807855764607
1739209844.799249;-38.13080360867914
1739209844.7992523;-35.57807855764607
1739209844.7992554;-38.13080360867914
1739209844.7992587;-38.13080360867914
1739209844.7992618;-38.13080360867914
1739209844.7992651;-45.120503652039325
1739209844.7992685;-38.13080360867914
1739209844.7992716;-38.13080360867914
1739209844.799275;-38.13080360867914
1739209844.799278;-35.57807855764607
1739209844.7992814;-45.120503652039325
1739209844.7992845;-45.120503652039325
1739209844.7992878;-45.120503652039325
1739209844.799291;-45.120503652039325
1739209844.7992942;-38.13080360867914
1739209844.7992973;-35.57807855764607
1739209844.7993007;-38.13080360867914
1739209844.7993038;-45.120503652039325
1739209844.799307;-38.13080360867914
1739209844.7993104;-45.120503652039325
1739209844.7993135;-35.57807855764607
1739209844.799317;-35.57807855764607
1739209844.79932;-38.13080360867914
1739209844.7993233;-35.57807855764607
1739209844.7993264;-33.981070128970906
1739209844.7993298;-35.57807855764607
1739209844.7993329;-38.13080360867914
1739209844.7993362;-31.141103565318893
1739209844.7993393;-38.13080360867914
1739209844.7993426;-45.120503652039325
1739209844.799346;-38.13080360867914
1739209844.799349;-35.57807855764607
1739209844.7993524;-38.13080360867914
1739209844.7993555;-45.120503652039325
1739209844.7993588;-45.120503652039325
1739209844.799362;-45.120503652039325
1739209844.7993653;-45.120503652039325
1739209844.7993684;-45.120503652039325
1739209844.7993717;-38.13080360867914
1739209844.7993748;-38.13080360867914
1739209844.7993782;-33.981070128970906
1739209844.7993815;-35.57807855764607
1739209844.7993846;-38.13080360867914
1739209844.799388;-45.120503652039325
1739209844.799391;-35.57807855764607
1739209844.7993944;-26.035653463252796
1739209844.7993975;-38.13080360867914
1739209844.7994008;-45.120503652039325
1739209844.799404;-33.981070128970906
1739209844.7994072;-35.57807855764607
1739209844.7994103;-38.13080360867914
1739209844.7994137;-31.141103565318893
1739209844.7994168;-38.13080360867914
1739209844.79942;-38.13080360867914
1739209844.7994235;-45.120503652039325
1739209844.7994266;-35.57807855764607
1739209844.79943;-45.120503652039325
1739209844.799433;-45.120503652039325
1739209844.7994363;-38.13080360867914
1739209844.7994394;-45.120503652039325
1739209844.7994428;-45.120503652039325
1739209844.7994459;-45.120503652039325
1739209844.7994492;-38.13080360867914
1739209844.7994523;-38.13080360867914
1739209844.7994556;-38.13080360867914
1739209844.799459;-45.120503652039325
1739209844.799462;-35.57807855764607
1739209844.7994654;-35.57807855764607
1739209844.7994685;-35.57807855764607
1739209844.7994719;-29.438486411369333
1739209844.799475;-45.120503652039325
1739209844.7994783;-45.120503652039325
1739209844.7994814;-45.120503652039325
1739209844.7994847;-45.120503652039325
1739209844.7994878;-38.13080360867914
1739209844.7994912;-35.57807855764607
1739209844.7994943;-38.13080360867914
1739209844.7994976;-45.120503652039325
1739209844.799501;-45.120503652039325
1739209844.799504;-38.13080360867914
1739209844.7995074;-45.120503652039325
1739209844.7995105;-38.13080360867914
1739209844.7995138;-38.13080360867914
1739209844.799517;-38.13080360867914
1739209844.7995203;-35.57807855764607
1739209844.7995234;-35.57807855764607
1739209844.7995267;-38.13080360867914
1739209844.7995298;-38.13080360867914
1739209844.7995331;-38.13080360867914
1739209844.7995365;-45.120503652039325
1739209844.7995396;-38.13080360867914
1739209844.799543;-45.120503652039325
1739209844.799546;-45.120503652039325
1739209844.7995493;-45.120503652039325
1739209844.7995524;-45.120503652039325
1739209844.7995558;-45.120503652039325
1739209844.7995589;-45.120503652039325
1739209844.7995622;-35.57807855764607
1739209844.7995653;-38.13080360867914
1739209844.7995687;-45.120503652039325
1739209844.7995718;-45.120503652039325
1739209844.799575;-45.120503652039325
1739209844.7995784;-45.120503652039325
1739209844.7995815;-45.120503652039325
1739209844.7995849;-38.13080360867914
1739209844.799588;-45.120503652039325
1739209844.7995913;-38.13080360867914
1739209844.7995944;-45.120503652039325
1739209844.7995977;-45.120503652039325
1739209844.7996008;-29.438486411369333
1739209844.7996042;-35.57807855764607
1739209844.7996073;-45.120503652039325
1739209844.7996106;-38.13080360867914
1739209844.799614;-32.816014438256545
1739209844.799617;-38.13080360867914
1739209844.7996204;-45.120503652039325
1739209844.7996235;-38.13080360867914
1739209844.7996268;-38.13080360867914
1739209844.79963;-45.120503652039325
1739209844.7996333;-45.120503652039325
1739209844.7996364;-45.120503652039325
1739209844.7996397;-38.13080360867914
1739209844.7996428;-38.13080360867914
1739209844.7996461;-45.120503652039325
1739209844.7996492;-45.120503652039325
1739209844.7996526;-38.13080360867914
1739209844.799656;-33.981070128970906
1739209844.799659;-45.120503652039325
1739209844.7996624;-45.120503652039325
1739209844.7996655;-45.120503652039325
1739209844.7996688;-38.13080360867914
1739209844.799672;-45.120503652039325
1739209844.7996752;-45.120503652039325
1739209844.7996783;-35.57807855764607
1739209844.7996817;-38.13080360867914
1739209844.7996848;-45.120503652039325
1739209844.799688;-38.13080360867914
1739209844.7996914;-38.13080360867914
1739209844.7996945;-38.13080360867914
1739209844.7996979;-35.57807855764607
1739209844.799701;-45.120503652039325
1739209844.7997043;-38.13080360867914
1739209844.7997074;-35.57807855764607
1739209844.7997108;-35.57807855764607
1739209844.7997139;-38.13080360867914
1739209844.7997172;-45.120503652039325
1739209844.7997203;-38.13080360867914
1739209844.7997236;-35.57807855764607
1739209844.7997267;-35.57807855764607
1739209844.79973;-45.120503652039325
1739209844.7997334;-38.13080360867914
1739209844.7997365;-35.57807855764607
1739209844.7997398;-33.981070128970906
1739209844.799743;-45.120503652039325
1739209844.7997463;-38.13080360867914
1739209844.7997494;-38.13080360867914
1739209844.7997527;-38.13080360867914
1739209844.7997558;-45.120503652039325
1739209844.7997591;-26.991370085610722
1739209844.7997622;-35.57807855764607
1739209844.7997656;-38.13080360867914
1739209844.799769;-45.120503652039325
1739209844.799772;-31.141103565318915
1739209844.7997754;-35.57807855764607
1739209844.7997785;-38.13080360867914
1739209844.7997818;-45.120503652039325
1739209844.799785;-38.13080360867914
1739209844.7997882;-33.981070128970906
1739209844.7997913;-38.13080360867914
1739209844.7997947;-45.120503652039325
1739209844.7997978;-45.120503652039325
1739209844.799801;-38.13080360867914
1739209844.7998044;-38.13080360867914
1739209844.7998075;-45.120503652039325
1739209844.799811;-38.13080360867914
1739209844.799814;-35.57807855764607
1739209844.7998173;-38.13080360867914
1739209844.7998204;-45.120503652039325
1739209844.7998238;-38.13080360867914
1739209844.7998269;-35.57807855764607
1739209844.7998302;-38.13080360867914
1739209844.7998333;-45.120503652039325
1739209844.7998366;-31.141103565318915
1739209844.7998397;-32.816014438256545
1739209844.799843;-38.13080360867914
