CAN Message; 0x1b8:020090acba12d4c2
1739209814.2207553;-45.120503652039325
1739209814.2207656;-38.13080360867914
1739209814.2207758;-38.13080360867914
1739209814.220786;-45.120503652039325
1739209814.220796;-45.120503652039325
1739209814.2208064;-35.57807855764607
1739209814.2208166;-38.13080360867914
1739209814.2208269;-45.120503652039325
1739209814.220837;-45.120503652039325
1739209814.2208474;-38.13080360867914
1739209814.2208576;-33.981070128970906
1739209814.2208676;-35.57807855764607
1739209814.220878;-38.13080360867914
1739209814.2208881;-45.120503652039325
1739209814.2208984;-38.13080360867914
1739209814.2209086;-35.57807855764607
1739209814.220919;-38.13080360867914
1739209814.2209291;-38.13080360867914
1739209814.2209392;-33.981070128970906
1739209814.2209494;-38.13080360867914
1739209814.2209597;-45.120503652039325
1739209814.22097;-45.120503652039325
1739209814.2209802;-45.120503652039325
1739209814.2209904;-45.120503652039325
1739209814.2210004;-45.120503652039325
1739209814.2210107;-38.13080360867914
1739209814.221021;-38.13080360867914
1739209814.2210312;-45.120503652039325
1739209814.2210414;-45.120503652039325
1739209814.2210517;-45.120503652039325
1739209814.221062;-45.120503652039325
1739209814.221072;-38.13080360867914
1739209814.2210822;-38.13080360867914
1739209814.2210925;-38.13080360867914
1739209814.2211027;-38.13080360867914
1739209814.221113;-38.13080360867914
1739209814.2211232;-33.981070128970906
1739209814.2211332;-45.120503652039325
1739209814.2211435;-45.120503652039325
1739209814.2211537;-38.13080360867914
1739209814.221164;-38.13080360867914
1739209814.2211742;-45.120503652039325
1739209814.2211845;-33.981070128970906
1739209814.2211947;-38.13080360867914
1739209814.2212048;-38.13080360867914
1739209814.221215;-38.13080360867914
1739209814.2212253;-32.816014438256545
1739209814.2212355;-35.57807855764607
1739209814.2212458;-35.57807855764607
1739209814.221256;-38.13080360867914
1739209814.221266;-31.141103565318915
1739209814.2212763;-45.120503652039325
1739209814.2212865;-45.120503652039325
1739209814.2212968;-45.120503652039325
1739209814.221307;-38.13080360867914
1739209814.2213173;-45.120503652039325
1739209814.2213275;-45.120503652039325
1739209814.2213376;-45.120503652039325
1739209814.2213478;-31.141103565318915
1739209814.221358;-45.120503652039325
1739209814.2213683;-38.13080360867914
1739209814.2213786;-35.57807855764607
1739209814.2213888;-38.13080360867914
1739209814.221399;-38.13080360867914
1739209814.221409;-38.13080360867914
1739209814.2214193;-38.13080360867914
1739209814.2214296;-31.141103565318915
1739209814.2214398;-35.57807855764607
1739209814.22145;-38.13080360867914
1739209814.2214603;-45.120503652039325
1739209814.2214704;-38.13080360867914
1739209814.2214806;-45.120503652039325
1739209814.2214909;-33.981070128970906
1739209814.221501;-45.120503652039325
1739209814.2215114;-45.120503652039325
1739209814.2215216;-38.13080360867914
1739209814.2215319;-45.120503652039325
1739209814.221542;-45.120503652039325
1739209814.2215521;-45.120503652039325
1739209814.2215624;-38.13080360867914
1739209814.2215726;-45.120503652039325
1739209814.221583;-45.120503652039325
1739209814.2215931;-31.141103565318915
1739209814.2216032;-33.981070128970906
1739209814.2216134;-45.120503652039325
1739209814.2216237;-45.120503652039325
1739209814.221634;-38.13080360867914
1739209814.2216442;-38.13080360867914
1739209814.2216544;-35.57807855764607
1739209814.2216647;-38.13080360867914
1739209814.2216747;-35.57807855764607
1739209814.221685;-38.13080360867914
1739209814.2216952;-38.13080360867914
1739209814.2217054;-45.120503652039325
1739209814.2217157;-33.981070128970906
1739209814.221726;-38.13080360867914
1739209814.221736;-45.120503652039325
1739209814.2217462;-45.120503652039325
1739209814.2217565;-31.141103565318915
1739209814.2217667;-33.981070128970906
1739209814.221777;-45.120503652039325
1739209814.2217872;-38.13080360867914
1739209814.2217975;-45.120503652039325
1739209814.2218075;-45.120503652039325
1739209814.2218177;-45.120503652039325
1739209814.221828;-38.13080360867914
1739209814.2218382;-38.13080360867914
1739209814.2218485;-45.120503652039325
1739209814.2218587;-45.120503652039325
1739209814.2218688;-38.13080360867914
1739209814.221879;-38.13080360867914
1739209814.2218893;-38.13080360867914
1739209814.2218995;-45.120503652039325
1739209814.2219098;-38.13080360867914
1739209814.22192;-38.13080360867914
1739209814.2219303;-45.120503652039325
1739209814.2219403;-38.13080360867914
1739209814.2219505;-38.13080360867914
1739209814.2219608;-45.120503652039325
1739209814.221971;-35.57807855764607
1739209814.2219813;-38.13080360867914
1739209814.2219915;-38.13080360867914
1739209814.2220018;-32.816014438256545
1739209814.2220118;-33.981070128970906
1739209814.222022;-45.120503652039325
1739209814.2220323;-45.120503652039325
1739209814.2220426;-38.13080360867914
1739209814.2220528;-45.120503652039325
1739209814.222063;-45.120503652039325
1739209814.222073;-35.57807855764607
1739209814.2220833;-38.13080360867914
1739209814.2220936;-38.13080360867914
1739209814.2221038;-35.57807855764607
1739209814.222114;-45.120503652039325
1739209814.2221243;-38.13080360867914
1739209814.2221346;-32.816014438256545
1739209814.2221446;-35.57807855764607
1739209814.2221549;-38.13080360867914
1739209814.222165;-33.981070128970906
1739209814.2221754;-32.816014438256545
1739209814.2221856;-35.57807855764607
1739209814.2221959;-38.13080360867914
1739209814.2222059;-38.13080360867914
1739209814.2222161;-38.13080360867914
1739209814.2222264;-38.13080360867914
1739209814.2222366;-45.120503652039325
1739209814.222247;-38.13080360867914
1739209814.2222571;-45.120503652039325
1739209814.2222674;-38.13080360867914
1739209814.2222774;-45.120503652039325
1739209814.2222877;-38.13080360867914
1739209814.222298;-38.13080360867914
1739209814.2223082;-45.120503652039325
1739209814.2223184;-45.120503652039325
1739209814.2223287;-45.120503652039325
1739209814.2223387;-33.981070128970906
1739209814.222349;-38.13080360867914
1739209814.2223592;-45.120503652039325
1739209814.2223694;-38.13080360867914
1739209814.2223797;-38.13080360867914
1739209814.22239;-38.13080360867914
1739209814.2224002;-38.13080360867914
1739209814.2224102;-45.120503652039325
1739209814.2224205;-45.120503652039325
1739209814.2224307;-45.120503652039325
1739209814.222441;-38.13080360867914
1739209814.2224512;-45.120503652039325
1739209814.2224615;-45.120503652039325
1739209814.2224717;-45.120503652039325
1739209814.2224817;-38.13080360867914
1739209814.222492;-33.981070128970906
1739209814.2225022;-45.120503652039325
1739209814.2225125;-38.13080360867914
1739209814.2225227;-35.57807855764607
1739209814.222533;-38.13080360867914
1739209814.222543;-38.13080360867914
1739209814.2225533;-45.120503652039325
1739209814.2225635;-45.120503652039325
1739209814.2225738;-38.13080360867914
1739209814.222584;-32.816014438256545
1739209814.2225943;-33.981070128970906
1739209814.2226045;-35.57807855764607
1739209814.2226145;-38.13080360867914
1739209814.2226248;-45.120503652039325
1739209814.222635;-35.57807855764607
1739209814.2226453;-35.57807855764607
1739209814.2226555;-33.981070128970906
1739209814.2226658;-31.141103565318943
1739209814.2226758;-45.120503652039325
1739209814.222686;-33.981070128970906
1739209814.2226963;-38.13080360867914
1739209814.2227066;-45.120503652039325
1739209814.2227168;-45.120503652039325
1739209814.222727;-35.57807855764607
1739209814.2227373;-45.120503652039325
1739209814.2227473;-28.992665084841942
1739209814.2227576;-31.141103565318915
1739209814.2227678;-45.120503652039325
1739209814.222778;-38.13080360867914
1739209814.2227883;-35.57807855764607
1739209814.2227986;-35.57807855764607
1739209814.2228086;-38.13080360867914
1739209814.2228189;-38.13080360867914
1739209814.222829;-38.13080360867914
1739209814.2228394;-38.13080360867914
1739209814.2228496;-38.13080360867914
1739209814.2228599;-38.13080360867914
1739209814.22287;-45.120503652039325
1739209814.2228801;-45.120503652039325
1739209814.2228904;-45.120503652039325
1739209814.2229006;-45.120503652039325
1739209814.222911;-45.120503652039325
1739209814.2229211;-38.13080360867914
1739209814.2229314;-38.13080360867914
1739209814.2229414;-38.13080360867914
1739209814.2229517;-38.13080360867914
1739209814.222962;-45.120503652039325
1739209814.2229722;-38.13080360867914
1739209814.2229824;-45.120503652039325
1739209814.2229927;-33.981070128970906
1739209814.223003;-31.141103565318915
1739209814.223013;-38.13080360867914
1739209814.2230232;-45.120503652039325
1739209814.2230334;-38.13080360867914
1739209814.2230437;-38.13080360867914
1739209814.223054;-45.120503652039325
1739209814.2230642;-38.13080360867914
1739209814.2230744;-38.13080360867914
1739209814.2230844;-31.14110356531892
1739209814.2230947;-38.13080360867914
1739209814.223105;-38.13080360867914
1739209814.2231152;-45.120503652039325
1739209814.2231255;-45.120503652039325
1739209814.2231357;-45.120503652039325
1739209814.2231457;-38.13080360867914
1739209814.223156;-38.13080360867914
1739209814.2231662;-28.58837851428586
1739209814.2231765;-38.13080360867914
1739209814.2231867;-45.120503652039325
1739209814.223197;-38.13080360867914
1739209814.2232072;-38.13080360867914
1739209814.2232172;-45.120503652039325
1739209814.2232275;-38.13080360867914
1739209814.2232378;-38.13080360867914
1739209814.223248;-30.49652367304973
1739209814.2232583;-38.13080360867914
1739209814.2232685;-45.120503652039325
1739209814.2232785;-38.13080360867914
1739209814.2232888;-38.13080360867914
1739209814.223299;-45.120503652039325
1739209814.2233093;-45.120503652039325
1739209814.2233195;-45.120503652039325
1739209814.2233298;-38.13080360867914
1739209814.22334;-45.120503652039325
1739209814.22335;-38.13080360867914
1739209814.2233603;-35.57807855764607
1739209814.2233706;-38.13080360867914
1739209814.2233808;-45.120503652039325
1739209814.223391;-38.13080360867914
1739209814.2234013;-45.120503652039325
1739209814.2234113;-38.13080360867914
1739209814.2234216;-35.57807855764607
1739209814.2234318;-45.120503652039325
1739209814.223442;-45.120503652039325
1739209814.2234523;-33.981070128970906
1739209814.2234626;-38.13080360867914
1739209814.2234728;-45.120503652039325
1739209814.2234828;-45.120503652039325
1739209814.223493;-33.981070128970906
1739209814.2235034;-38.13080360867914
1739209814.2235136;-38.13080360867914
1739209814.2235239;-38.13080360867914
1739209814.223534;-45.120503652039325
1739209814.2235444;-45.120503652039325
1739209814.2235544;-38.13080360867914
1739209814.2235646;-45.120503652039325
1739209814.2235749;-38.13080360867914
1739209814.2235851;-38.13080360867914
1739209814.2235954;-45.120503652039325
1739209814.2236056;-38.13080360867914
1739209814.2236156;-35.57807855764607
1739209814.223626;-38.13080360867914
1739209814.2236362;-38.13080360867914
1739209814.2236464;-38.13080360867914
1739209814.2236567;-45.120503652039325
1739209814.223667;-35.57807855764607
1739209814.2236772;-45.120503652039325
1739209814.2236872;-38.13080360867914
1739209814.2236974;-45.120503652039325
1739209814.2237077;-45.120503652039325
1739209814.223718;-33.981070128970906
1739209814.2237282;-38.13080360867914
1739209814.2237384;-38.13080360867914
1739209814.2237484;-45.120503652039325
1739209814.2237587;-38.13080360867914
1739209814.223769;-38.13080360867914
1739209814.2237792;-38.13080360867914
1739209814.2237895;-38.13080360867914
1739209814.2237997;-45.120503652039325
1739209814.22381;-45.120503652039325
1739209814.22382;-38.13080360867914
1739209814.2238302;-32.816014438256545
1739209814.2238405;-45.120503652039325
1739209814.2238507;-45.120503652039325
1739209814.223861;-38.13080360867914
1739209814.2238712;-38.13080360867914
1739209814.2238812;-45.120503652039325
1739209814.2238915;-45.120503652039325
1739209814.2239017;-45.120503652039325
1739209814.223912;-45.120503652039325
1739209814.2239223;-45.120503652039325
1739209814.2239325;-45.120503652039325
1739209814.2239428;-38.13080360867914
1739209814.2239528;-45.120503652039325
1739209814.223963;-45.120503652039325
1739209814.2239733;-45.120503652039325
1739209814.2239835;-45.120503652039325
1739209814.2239938;-38.13080360867914
1739209814.224004;-33.981070128970906
1739209814.2240143;-45.120503652039325
1739209814.2240243;-33.981070128970906
1739209814.2240345;-38.13080360867914
1739209814.2240448;-38.13080360867914
1739209814.224055;-45.120503652039325
1739209814.2240653;-38.13080360867914
1739209814.2240756;-28.21854285175415
1739209814.2240856;-38.13080360867914
1739209814.2240958;-45.120503652039325
1739209814.224106;-45.120503652039325
1739209814.2241163;-45.120503652039325
1739209814.2241266;-45.120503652039325
1739209814.2241368;-45.120503652039325
1739209814.224147;-45.120503652039325
1739209814.224157;-45.120503652039325
1739209814.2241673;-38.13080360867914
1739209814.2241776;-45.120503652039325
1739209814.2241879;-45.120503652039325
1739209814.224198;-45.120503652039325
1739209814.2242084;-38.13080360867914
1739209814.2242184;-45.120503652039325
1739209814.2242286;-38.13080360867914
1739209814.2242389;-45.120503652039325
1739209814.2242491;-38.13080360867914
1739209814.2242594;-45.120503652039325
1739209814.2242696;-45.120503652039325
1739209814.2242799;-45.120503652039325
1739209814.22429;-45.120503652039325
1739209814.2243001;-45.120503652039325
1739209814.2243104;-45.120503652039325
1739209814.2243207;-38.13080360867914
1739209814.224331;-35.57807855764607
1739209814.2243412;-38.13080360867914
1739209814.2243512;-45.120503652039325
1739209814.2243614;-32.816014438256545
1739209814.2243717;-35.57807855764607
1739209814.224382;-45.120503652039325
1739209814.2243922;-33.981070128970906
1739209814.2244024;-38.13080360867914
1739209814.2244127;-45.120503652039325
