CAN Message; 0x1b8:020090acba12d4c2
Timestamp;Amplitude
1739209814.2164137;-45.120503652039325
1739209814.216424;-33.981070128970906
1739209814.2164342;-31.141103565318893
1739209814.2164443;-35.57807855764607
1739209814.2164545;-38.13080360867914
1739209814.2164648;-38.13080360867914
1739209814.216475;-38.13080360867914
1739209814.2164853;-35.57807855764607
1739209814.2164955;-38.13080360867914
1739209814.2165055;-45.120503652039325
1739209814.2165158;-45.120503652039325
1739209814.216526;-45.120503652039325
1739209814.2165363;-38.13080360867914
1739209814.2165465;-26.991370085610722
1739209814.2165568;-27.8777449560314
1739209814.216567;-33.981070128970906
1739209814.216577;-24.746238672633048
1739209814.2165873;-45.120503652039325
1739209814.2165976;-28.992665084841942
1739209814.2166078;-28.21854285175415
1739209814.216618;-33.981070128970906
1739209814.2166283;-33.981070128970906
1739209814.2166383;-38.13080360867914
1739209814.2166486;-45.120503652039325
1739209814.2166588;-45.120503652039325
1739209814.216669;-45.120503652039325
1739209814.2166793;-45.120503652039325
1739209814.2166896;-33.981070128970906
1739209814.2166998;-35.57807855764607
1739209814.2167099;-38.13080360867914
1739209814.21672;-45.120503652039325
1739209814.2167304;-45.120503652039325
1739209814.2167406;-45.120503652039325
1739209814.2167509;-38.13080360867914
1739209814.216761;-38.13080360867914
1739209814.2167714;-45.120503652039325
1739209814.2167814;-45.120503652039325
1739209814.2167916;-45.120503652039325
1739209814.216802;-33.981070128970906
1739209814.2168121;-38.13080360867914
1739209814.2168224;-38.13080360867914
1739209814.2168326;-38.13080360867914
1739209814.2168427;-32.816014438256545
1739209814.216853;-38.13080360867914
1739209814.2168632;-45.120503652039325
1739209814.2168734;-45.120503652039325
1739209814.2168837;-38.13080360867914
1739209814.216894;-38.13080360867914
1739209814.2169042;-45.120503652039325
1739209814.2169142;-45.120503652039325
1739209814.2169244;-45.120503652039325
1739209814.2169347;-45.120503652039325
1739209814.216945;-45.120503652039325
1739209814.2169552;-35.57807855764607
1739209814.2169654;-45.120503652039325
1739209814.2169755;-45.120503652039325
1739209814.2169857;-38.13080360867914
1739209814.216996;-38.13080360867914
1739209814.2170062;-38.13080360867914
1739209814.2170165;-45.120503652039325
1739209814.2170267;-45.120503652039325
1739209814.217037;-45.120503652039325
1739209814.217047;-31.141103565318915
1739209814.2170572;-32.816014438256545
1739209814.2170675;-38.13080360867914
1739209814.2170777;-45.120503652039325
1739209814.217088;-38.13080360867914
1739209814.2170982;-35.57807855764607
1739209814.2171082;-38.13080360867914
1739209814.2171185;-38.13080360867914
1739209814.2171288;-45.120503652039325
1739209814.217139;-38.13080360867914
1739209814.2171493;-35.57807855764607
1739209814.2171595;-38.13080360867914
1739209814.2171698;-45.120503652039325
1739209814.2171798;-38.13080360867914
1739209814.21719;-32.816014438256545
1739209814.2172003;-38.13080360867914
1739209814.2172105;-35.57807855764607
1739209814.2172208;-38.13080360867914
1739209814.217231;-38.13080360867914
1739209814.2172413;-38.13080360867914
1739209814.2172513;-45.120503652039325
1739209814.2172616;-38.13080360867914
1739209814.2172718;-35.57807855764607
1739209814.217282;-45.120503652039325
1739209814.2172923;-38.13080360867914
1739209814.2173026;-33.981070128970906
1739209814.2173126;-45.120503652039325
1739209814.2173228;-38.13080360867914
1739209814.217333;-45.120503652039325
1739209814.2173433;-38.13080360867914
1739209814.2173536;-38.13080360867914
1739209814.2173638;-35.57807855764607
1739209814.217374;-38.13080360867914
1739209814.217384;-38.13080360867914
1739209814.2173944;-38.13080360867914
1739209814.2174046;-38.13080360867914
1739209814.2174149;-38.13080360867914
1739209814.217425;-45.120503652039325
1739209814.2174354;-45.120503652039325
1739209814.2174454;-38.13080360867914
1739209814.2174556;-31.141103565318915
1739209814.2174659;-27.267205301931607
1739209814.2174761;-45.120503652039325
1739209814.2174864;-38.13080360867914
1739209814.2174966;-32.816014438256545
1739209814.217507;-33.981070128970906
1739209814.217517;-45.120503652039325
1739209814.2175272;-45.120503652039325
1739209814.2175374;-38.13080360867914
1739209814.2175477;-38.13080360867914
1739209814.217558;-38.13080360867914
1739209814.2175682;-45.120503652039325
1739209814.2175782;-38.13080360867914
1739209814.2175884;-38.13080360867914
1739209814.2175987;-45.120503652039325
1739209814.217609;-38.13080360867914
1739209814.2176192;-35.57807855764607
1739209814.2176294;-33.981070128970906
1739209814.2176397;-45.120503652039325
1739209814.2176497;-45.120503652039325
1739209814.21766;-45.120503652039325
1739209814.2176702;-38.13080360867914
1739209814.2176805;-45.120503652039325
1739209814.2176907;-38.13080360867914
1739209814.217701;-45.120503652039325
1739209814.217711;-38.13080360867914
1739209814.2177212;-38.13080360867914
1739209814.2177315;-45.120503652039325
1739209814.2177417;-38.13080360867914
1739209814.217752;-45.120503652039325
1739209814.2177622;-35.57807855764607
1739209814.2177725;-45.120503652039325
1739209814.2177825;-38.13080360867914
1739209814.2177927;-45.120503652039325
1739209814.217803;-45.120503652039325
1739209814.2178133;-32.816014438256545
1739209814.2178235;-38.13080360867914
1739209814.2178338;-45.120503652039325
1739209814.217844;-38.13080360867914
1739209814.217854;-45.120503652039325
1739209814.2178643;-45.120503652039325
1739209814.2178745;-33.981070128970906
1739209814.2178848;-38.13080360867914
1739209814.217895;-45.120503652039325
1739209814.2179053;-45.120503652039325
1739209814.2179153;-35.57807855764607
1739209814.2179255;-35.57807855764607
1739209814.2179358;-45.120503652039325
1739209814.217946;-45.120503652039325
1739209814.2179563;-33.981070128970906
1739209814.2179666;-35.57807855764607
1739209814.2179768;-38.13080360867914
1739209814.2179868;-45.120503652039325
1739209814.217997;-38.13080360867914
1739209814.2180073;-45.120503652039325
1739209814.2180176;-38.13080360867914
1739209814.2180278;-45.120503652039325
1739209814.218038;-45.120503652039325
1739209814.218048;-35.57807855764607
1739209814.2180583;-38.13080360867914
1739209814.2180686;-45.120503652039325
1739209814.2180789;-38.13080360867914
1739209814.218089;-33.981070128970906
1739209814.2180994;-45.120503652039325
1739209814.2181096;-45.120503652039325
1739209814.2181196;-38.13080360867914
1739209814.2181299;-35.57807855764607
1739209814.2181401;-45.120503652039325
1739209814.2181504;-45.120503652039325
1739209814.2181606;-45.120503652039325
1739209814.218171;-45.120503652039325
1739209814.218181;-38.13080360867914
1739209814.2181911;-45.120503652039325
1739209814.2182014;-45.120503652039325
1739209814.2182117;-45.120503652039325
1739209814.218222;-38.13080360867914
1739209814.2182322;-38.13080360867914
1739209814.2182424;-35.57807855764607
1739209814.2182524;-38.13080360867914
1739209814.2182627;-45.120503652039325
1739209814.218273;-45.120503652039325
1739209814.2182832;-38.13080360867914
1739209814.2182934;-32.816014438256545
1739209814.2183037;-38.13080360867914
1739209814.218314;-38.13080360867914
1739209814.218324;-38.13080360867914
1739209814.2183342;-38.13080360867914
1739209814.2183444;-38.13080360867914
1739209814.2183547;-38.13080360867914
1739209814.218365;-45.120503652039325
1739209814.2183752;-45.120503652039325
1739209814.2183852;-45.120503652039325
1739209814.2183955;-32.816014438256545
1739209814.2184057;-33.981070128970906
1739209814.218416;-45.120503652039325
1739209814.2184262;-45.120503652039325
1739209814.2184365;-35.57807855764607
1739209814.2184467;-38.13080360867914
1739209814.2184567;-35.57807855764607
1739209814.218467;-38.13080360867914
1739209814.2184772;-38.13080360867914
1739209814.2184875;-45.120503652039325
1739209814.2184978;-32.816014438256545
1739209814.218508;-45.120503652039325
1739209814.218518;-45.120503652039325
1739209814.2185283;-38.13080360867914
1739209814.2185385;-33.981070128970906
1739209814.2185488;-35.57807855764607
1739209814.218559;-38.13080360867914
1739209814.2185693;-38.13080360867914
1739209814.2185795;-45.120503652039325
1739209814.2185895;-45.120503652039325
1739209814.2185998;-45.120503652039325
1739209814.21861;-45.120503652039325
1739209814.2186203;-35.57807855764607
1739209814.2186306;-45.120503652039325
1739209814.2186408;-45.120503652039325
1739209814.2186508;-38.13080360867914
1739209814.218661;-45.120503652039325
1739209814.2186713;-45.120503652039325
1739209814.2186816;-38.13080360867914
1739209814.2186918;-38.13080360867914
1739209814.218702;-30.49652367304973
1739209814.2187123;-38.13080360867914
1739209814.2187223;-45.120503652039325
1739209814.2187326;-38.13080360867914
1739209814.2187428;-32.816014438256545
1739209814.218753;-38.13080360867914
1739209814.2187634;-45.120503652039325
1739209814.2187736;-38.13080360867914
1739209814.2187839;-45.120503652039325
1739209814.2187939;-45.120503652039325
1739209814.2188041;-45.120503652039325
1739209814.2188144;-38.13080360867914
1739209814.2188246;-45.120503652039325
1739209814.2188349;-38.13080360867914
1739209814.2188451;-45.120503652039325
1739209814.2188551;-35.57807855764607
1739209814.2188654;-38.13080360867914
1739209814.2188756;-45.120503652039325
1739209814.218886;-45.120503652039325
1739209814.2188962;-38.13080360867914
1739209814.2189064;-45.120503652039325
1739209814.2189167;-45.120503652039325
1739209814.2189267;-38.13080360867914
1739209814.218937;-38.13080360867914
1739209814.2189472;-28.58837851428586
1739209814.2189574;-30.49652367304973
1739209814.2189677;-45.120503652039325
1739209814.218978;-38.13080360867914
1739209814.218988;-32.816014438256545
1739209814.2189982;-38.13080360867914
1739209814.2190084;-45.120503652039325
1739209814.2190187;-35.57807855764607
1739209814.219029;-45.120503652039325
1739209814.2190392;-45.120503652039325
1739209814.2190495;-35.57807855764607
1739209814.2190595;-38.13080360867914
1739209814.2190697;-38.13080360867914
1739209814.21908;-38.13080360867914
1739209814.2190902;-38.13080360867914
1739209814.2191005;-38.13080360867914
1739209814.2191107;-31.141103565318915
1739209814.2191207;-31.141103565318915
1739209814.219131;-38.13080360867914
1739209814.2191412;-45.120503652039325
1739209814.2191515;-45.120503652039325
1739209814.2191617;-45.120503652039325
1739209814.219172;-38.13080360867914
1739209814.2191823;-45.120503652039325
1739209814.2191923;-45.120503652039325
1739209814.2192025;-33.981070128970906
1739209814.2192128;-38.13080360867914
1739209814.219223;-45.120503652039325
1739209814.2192333;-45.120503652039325
1739209814.2192435;-33.981070128970906
1739209814.2192535;-45.120503652039325
1739209814.2192638;-38.13080360867914
1739209814.219274;-45.120503652039325
1739209814.2192843;-45.120503652039325
1739209814.2192945;-38.13080360867914
1739209814.2193048;-38.13080360867914
1739209814.219315;-45.120503652039325
1739209814.219325;-38.13080360867914
1739209814.2193353;-35.57807855764607
1739209814.2193456;-38.13080360867914
1739209814.2193558;-45.120503652039325
1739209814.219366;-33.981070128970906
1739209814.2193763;-38.13080360867914
1739209814.2193866;-38.13080360867914
1739209814.2193966;-45.120503652039325
1739209814.2194068;-38.13080360867914
1739209814.219417;-45.120503652039325
1739209814.2194273;-38.13080360867914
1739209814.2194376;-31.141103565318893
1739209814.2194479;-35.57807855764607
1739209814.2194579;-38.13080360867914
1739209814.219468;-38.13080360867914
1739209814.2194784;-38.13080360867914
1739209814.2194886;-33.981070128970906
1739209814.2194989;-45.120503652039325
1739209814.2195091;-38.13080360867914
1739209814.2195194;-35.57807855764607
1739209814.2195294;-38.13080360867914
1739209814.2195396;-45.120503652039325
1739209814.21955;-38.13080360867914
1739209814.2195601;-38.13080360867914
1739209814.2195704;-45.120503652039325
1739209814.2195807;-45.120503652039325
1739209814.2195907;-38.13080360867914
1739209814.219601;-45.120503652039325
1739209814.2196112;-38.13080360867914
1739209814.2196214;-38.13080360867914
1739209814.2196317;-38.13080360867914
1739209814.219642;-35.57807855764607
1739209814.2196522;-33.981070128970906
1739209814.2196622;-38.13080360867914
1739209814.2196724;-45.120503652039325
1739209814.2196827;-45.120503652039325
1739209814.219693;-38.13080360867914
1739209814.2197032;-38.13080360867914
1739209814.2197134;-38.13080360867914
1739209814.2197235;-45.120503652039325
1739209814.2197337;-38.13080360867914
1739209814.219744;-38.13080360867914
1739209814.2197542;-45.120503652039325
1739209814.2197645;-45.120503652039325
1739209814.2197747;-45.120503652039325
1739209814.219785;-38.13080360867914
1739209814.219795;-38.13080360867914
1739209814.2198052;-45.120503652039325
1739209814.2198155;-33.981070128970906
1739209814.2198257;-35.57807855764607
1739209814.219836;-38.13080360867914
1739209814.2198462;-45.120503652039325
1739209814.2198565;-28.992665084841942
1739209814.2198665;-31.141103565318915
1739209814.2198768;-45.120503652039325
1739209814.219887;-45.120503652039325
1739209814.2198973;-45.120503652039325
1739209814.2199075;-38.13080360867914
1739209814.2199178;-38.13080360867914
1739209814.2199278;-45.120503652039325
1739209814.219938;-38.13080360867914
1739209814.2199483;-33.981070128970906
1739209814.2199585;-33.981070128970906
1739209814.2199688;-45.120503652039325
1739209814.219979;-38.13080360867914
1739209814.2199893;-45.120503652039325
1739209814.2199993;-38.13080360867914
1739209814.2200096;-45.120503652039325
1739209814.2200198;-38.13080360867914
1739209814.22003;-35.57807855764607
1739209814.2200403;-38.13080360867914
1739209814.2200506;-35.57807855764607
1739209814.2200606;-38.13080360867914
1739209814.2200708;-45.120503652039325
1739209814.220081;-45.120503652039325
1739209814.2200913;-45.120503652039325
1739209814.2201016;-33.981070128970906
1739209814.2201118;-32.816014438256545
1739209814.220122;-38.13080360867914
1739209814.220132;-38.13080360867914
1739209814.2201424;-38.13080360867914
1739209814.2201526;-38.13080360867914
1739209814.2201629;-45.120503652039325
1739209814.2201731;-35.57807855764607
1739209814.2201834;-45.120503652039325
1739209814.2201934;-38.13080360867914
1739209814.2202036;-33.981070128970906
1739209814.220214;-32.816014438256545
1739209814.2202241;-38.13080360867914
1739209814.2202344;-33.981070128970906
1739209814.2202446;-32.816014438256545
1739209814.220255;-45.120503652039325
1739209814.220265;-31.141103565318893
1739209814.2202752;-31.141103565318915
1739209814.2202854;-38.13080360867914
1739209814.2202957;-35.57807855764607
1739209814.220306;-45.120503652039325
1739209814.2203162;-38.13080360867914
1739209814.2203264;-45.120503652039325
1739209814.2203364;-45.120503652039325
1739209814.2203467;-45.120503652039325
1739209814.220357;-45.120503652039325
1739209814.2203672;-38.13080360867914
1739209814.2203774;-45.120503652039325
1739209814.2203877;-45.120503652039325
1739209814.2203977;-32.816014438256545
1739209814.220408;-38.13080360867914
1739209814.2204182;-35.57807855764607
1739209814.2204285;-38.13080360867914
1739209814.2204387;-35.57807855764607
1739209814.220449;-38.13080360867914
1739209814.2204592;-38.13080360867914
1739209814.2204692;-45.120503652039325
1739209814.2204795;-33.981070128970906
1739209814.2204897;-31.141103565318893
1739209814.2205;-45.120503652039325
1739209814.2205102;-33.981070128970906
1739209814.2205205;-29.438486411369333
1739209814.2205305;-45.120503652039325
1739209814.2205408;-45.120503652039325
1739209814.220551;-35.57807855764607
1739209814.2205613;-33.981070128970906
1739209814.2205715;-45.120503652039325
1739209814.2205818;-45.120503652039325
1739209814.220592;-45.120503652039325
1739209814.220602;-45.120503652039325
1739209814.2206123;-38.13080360867914
1739209814.2206225;-45.120503652039325
1739209814.2206328;-45.120503652039325
1739209814.220643;-38.13080360867914
1739209814.2206533;-38.13080360867914
1739209814.2206633;-38.13080360867914
1739209814.2206736;-33.981070128970906
1739209814.2206838;-35.57807855764607
1739209814.220694;-38.13080360867914
1739209814.2207043;-38.13080360867914
1739209814.2207146;-38.13080360867914
1739209814.2207248;-45.120503652039325
1739209814.2207348;-45.120503652039325
1739209814.220745;-45.120503652039325
