CAN Message; 0x98:0000b201d158f396
Timestamp;Amplitude
1739209774.6414058;-35.57807855764607
1739209774.6414154;-38.13080360867914
1739209774.641425;-45.120503652039325
1739209774.6414347;-35.57807855764607
1739209774.6414442;-35.57807855764607
1739209774.6414537;-45.120503652039325
1739209774.6414635;-45.120503652039325
1739209774.641473;-32.816014438256545
1739209774.6414826;-45.120503652039325
1739209774.6414924;-45.120503652039325
1739209774.641502;-45.120503652039325
1739209774.6415114;-38.13080360867914
1739209774.6415212;-33.981070128970906
1739209774.6415308;-35.57807855764607
1739209774.6415403;-38.13080360867914
1739209774.64155;-45.120503652039325
1739209774.6415596;-38.13080360867914
1739209774.6415691;-38.13080360867914
1739209774.641579;-45.120503652039325
1739209774.6415884;-38.13080360867914
1739209774.6415982;-45.120503652039325
1739209774.6416078;-45.120503652039325
1739209774.6416173;-45.120503652039325
1739209774.641627;-45.120503652039325
1739209774.6416366;-45.120503652039325
1739209774.6416461;-45.120503652039325
1739209774.641656;-45.120503652039325
1739209774.6416655;-45.120503652039325
1739209774.641675;-45.120503652039325
1739209774.6416848;-45.120503652039325
1739209774.6416943;-45.120503652039325
1739209774.6417038;-45.120503652039325
1739209774.6417136;-45.120503652039325
1739209774.6417232;-35.57807855764607
1739209774.6417327;-35.57807855764607
1739209774.6417425;-45.120503652039325
1739209774.641752;-45.120503652039325
1739209774.6417615;-30.49652367304973
1739209774.6417713;-38.13080360867914
1739209774.6417809;-45.120503652039325
1739209774.6417904;-45.120503652039325
1739209774.6418002;-38.13080360867914
1739209774.6418097;-38.13080360867914
1739209774.6418192;-45.120503652039325
1739209774.641829;-45.120503652039325
1739209774.6418386;-45.120503652039325
1739209774.641848;-45.120503652039325
1739209774.6418579;-45.120503652039325
1739209774.6418674;-35.57807855764607
1739209774.6418772;-45.120503652039325
1739209774.6418867;-45.120503652039325
1739209774.6418962;-35.57807855764607
1739209774.641906;-38.13080360867914
1739209774.6419156;-32.816014438256545
1739209774.641925;-38.13080360867914
1739209774.6419349;-45.120503652039325
1739209774.6419444;-45.120503652039325
1739209774.641954;-38.13080360867914
1739209774.6419637;-38.13080360867914
1739209774.6419733;-45.120503652039325
1739209774.6419828;-38.13080360867914
1739209774.6419926;-45.120503652039325
1739209774.642002;-45.120503652039325
1739209774.6420116;-38.13080360867914
1739209774.6420214;-38.13080360867914
1739209774.642031;-38.13080360867914
1739209774.6420405;-45.120503652039325
1739209774.6420503;-32.816014438256545
1739209774.6420598;-38.13080360867914
1739209774.6420693;-35.57807855764607
1739209774.642079;-45.120503652039325
1739209774.6420887;-35.57807855764607
1739209774.6420982;-35.57807855764607
1739209774.642108;-38.13080360867914
1739209774.6421175;-35.57807855764607
1739209774.642127;-45.120503652039325
1739209774.6421368;-45.120503652039325
1739209774.6421463;-45.120503652039325
1739209774.642156;-38.13080360867914
1739209774.6421657;-38.13080360867914
1739209774.6421752;-38.13080360867914
1739209774.6421847;-45.120503652039325
1739209774.6421945;-38.13080360867914
1739209774.642204;-33.981070128970906
1739209774.6422138;-38.13080360867914
1739209774.6422234;-45.120503652039325
1739209774.642233;-45.120503652039325
1739209774.6422427;-38.13080360867914
1739209774.6422522;-38.13080360867914
1739209774.6422617;-35.57807855764607
1739209774.6422715;-38.13080360867914
1739209774.642281;-38.13080360867914
1739209774.6422906;-38.13080360867914
1739209774.6423004;-38.13080360867914
1739209774.64231;-38.13080360867914
1739209774.6423194;-35.57807855764607
1739209774.6423292;-35.57807855764607
1739209774.6423388;-45.120503652039325
1739209774.6423483;-45.120503652039325
1739209774.642358;-38.13080360867914
1739209774.6423676;-33.981070128970906
1739209774.6423771;-45.120503652039325
1739209774.642387;-45.120503652039325
1739209774.6423965;-38.13080360867914
1739209774.642406;-38.13080360867914
1739209774.6424158;-33.981070128970906
1739209774.6424253;-45.120503652039325
1739209774.6424348;-38.13080360867914
1739209774.6424446;-38.13080360867914
1739209774.6424541;-31.141103565318893
1739209774.6424637;-29.438486411369333
1739209774.6424735;-45.120503652039325
1739209774.642483;-38.13080360867914
1739209774.6424928;-45.120503652039325
1739209774.6425023;-38.13080360867914
1739209774.6425118;-45.120503652039325
1739209774.6425216;-38.13080360867914
1739209774.6425312;-45.120503652039325
1739209774.6425407;-38.13080360867914
1739209774.6425505;-38.13080360867914
1739209774.64256;-45.120503652039325
1739209774.6425695;-38.13080360867914
1739209774.6425793;-45.120503652039325
1739209774.6425889;-45.120503652039325
1739209774.6425984;-45.120503652039325
1739209774.6426082;-35.57807855764607
1739209774.6426177;-27.267205301931607
1739209774.6426272;-45.120503652039325
1739209774.642637;-45.120503652039325
1739209774.6426466;-35.57807855764607
1739209774.642656;-31.141103565318915
1739209774.6426659;-45.120503652039325
1739209774.6426754;-45.120503652039325
1739209774.642685;-45.120503652039325
1739209774.6426947;-38.13080360867914
1739209774.6427042;-45.120503652039325
1739209774.6427138;-45.120503652039325
1739209774.6427236;-33.981070128970906
1739209774.642733;-45.120503652039325
1739209774.6427426;-38.13080360867914
1739209774.6427524;-38.13080360867914
1739209774.642762;-35.57807855764607
1739209774.6427715;-27.267205301931607
1739209774.6427813;-38.13080360867914
1739209774.6427908;-45.120503652039325
1739209774.6428003;-38.13080360867914
1739209774.64281;-31.141103565318915
1739209774.6428196;-38.13080360867914
1739209774.6428294;-38.13080360867914
1739209774.642839;-38.13080360867914
1739209774.6428485;-45.120503652039325
1739209774.6428583;-45.120503652039325
1739209774.6428678;-45.120503652039325
1739209774.6428773;-38.13080360867914
1739209774.642887;-38.13080360867914
1739209774.6428967;-45.120503652039325
1739209774.6429062;-45.120503652039325
1739209774.642916;-38.13080360867914
1739209774.6429255;-38.13080360867914
1739209774.642935;-45.120503652039325
1739209774.6429448;-38.13080360867914
1739209774.6429543;-45.120503652039325
1739209774.642964;-45.120503652039325
1739209774.6429737;-45.120503652039325
1739209774.6429832;-45.120503652039325
1739209774.6429927;-38.13080360867914
1739209774.6430025;-45.120503652039325
1739209774.643012;-45.120503652039325
1739209774.6430216;-45.120503652039325
1739209774.6430314;-45.120503652039325
1739209774.643041;-38.13080360867914
1739209774.6430504;-35.57807855764607
1739209774.6430602;-38.13080360867914
1739209774.6430697;-38.13080360867914
1739209774.6430793;-45.120503652039325
1739209774.643089;-33.981070128970906
1739209774.6430986;-45.120503652039325
1739209774.6431084;-38.13080360867914
1739209774.643118;-33.981070128970906
1739209774.6431274;-45.120503652039325
1739209774.6431372;-45.120503652039325
1739209774.6431468;-38.13080360867914
1739209774.6431563;-38.13080360867914
1739209774.643166;-38.13080360867914
1739209774.6431756;-38.13080360867914
1739209774.6431851;-38.13080360867914
1739209774.643195;-45.120503652039325
1739209774.6432045;-35.57807855764607
1739209774.643214;-38.13080360867914
1739209774.6432238;-38.13080360867914
1739209774.6432333;-33.981070128970906
1739209774.6432428;-33.981070128970906
1739209774.6432526;-38.13080360867914
1739209774.6432621;-45.120503652039325
1739209774.6432717;-38.13080360867914
1739209774.6432815;-38.13080360867914
1739209774.643291;-38.13080360867914
1739209774.6433005;-45.120503652039325
1739209774.6433103;-45.120503652039325
1739209774.6433198;-33.981070128970906
1739209774.6433294;-38.13080360867914
1739209774.6433392;-45.120503652039325
1739209774.6433487;-45.120503652039325
1739209774.6433582;-35.57807855764607
1739209774.643368;-38.13080360867914
1739209774.6433775;-38.13080360867914
1739209774.643387;-33.981070128970906
1739209774.6433969;-31.141103565318915
1739209774.6434064;-38.13080360867914
1739209774.643416;-38.13080360867914
1739209774.6434257;-33.981070128970906
1739209774.6434352;-33.981070128970906
1739209774.643445;-38.13080360867914
1739209774.6434546;-38.13080360867914
1739209774.643464;-38.13080360867914
1739209774.6434739;-32.816014438256545
1739209774.6434834;-35.57807855764607
1739209774.643493;-38.13080360867914
1739209774.6435027;-45.120503652039325
1739209774.6435122;-38.13080360867914
1739209774.6435218;-38.13080360867914
1739209774.6435316;-38.13080360867914
1739209774.643541;-33.981070128970906
1739209774.6435506;-31.141103565318915
1739209774.6435604;-45.120503652039325
1739209774.64357;-45.120503652039325
1739209774.6435795;-38.13080360867914
1739209774.6435893;-38.13080360867914
1739209774.6435988;-45.120503652039325
1739209774.6436083;-38.13080360867914
1739209774.643618;-38.13080360867914
1739209774.6436276;-35.57807855764607
1739209774.6436372;-38.13080360867914
1739209774.643647;-38.13080360867914
1739209774.6436565;-45.120503652039325
1739209774.643666;-45.120503652039325
1739209774.6436758;-38.13080360867914
1739209774.6436853;-45.120503652039325
1739209774.6436949;-38.13080360867914
1739209774.6437047;-31.141103565318915
1739209774.6437142;-35.57807855764607
1739209774.643724;-38.13080360867914
1739209774.6437335;-38.13080360867914
1739209774.643743;-45.120503652039325
1739209774.6437528;-45.120503652039325
1739209774.6437624;-45.120503652039325
1739209774.643772;-45.120503652039325
1739209774.6437817;-45.120503652039325
1739209774.6437912;-45.120503652039325
1739209774.6438007;-38.13080360867914
1739209774.6438105;-38.13080360867914
1739209774.64382;-38.13080360867914
1739209774.6438296;-45.120503652039325
1739209774.6438394;-45.120503652039325
1739209774.643849;-45.120503652039325
1739209774.6438584;-38.13080360867914
1739209774.6438682;-38.13080360867914
1739209774.6438777;-45.120503652039325
1739209774.6438873;-45.120503652039325
1739209774.643897;-45.120503652039325
1739209774.6439066;-45.120503652039325
1739209774.6439161;-45.120503652039325
1739209774.643926;-45.120503652039325
1739209774.6439354;-33.981070128970906
1739209774.643945;-45.120503652039325
1739209774.6439548;-45.120503652039325
1739209774.6439643;-35.57807855764607
1739209774.6439738;-38.13080360867914
1739209774.6439836;-45.120503652039325
1739209774.6439931;-45.120503652039325
1739209774.6440027;-45.120503652039325
1739209774.6440125;-45.120503652039325
1739209774.644022;-45.120503652039325
1739209774.6440315;-33.981070128970906
1739209774.6440413;-45.120503652039325
1739209774.6440508;-38.13080360867914
1739209774.6440606;-33.981070128970906
1739209774.6440701;-45.120503652039325
1739209774.6440797;-45.120503652039325
1739209774.6440895;-32.816014438256545
1739209774.644099;-38.13080360867914
1739209774.6441085;-38.13080360867914
1739209774.6441183;-38.13080360867914
1739209774.6441278;-38.13080360867914
1739209774.6441374;-38.13080360867914
1739209774.6441472;-38.13080360867914
1739209774.6441567;-45.120503652039325
1739209774.6441662;-45.120503652039325
1739209774.644176;-38.13080360867914
1739209774.6441855;-38.13080360867914
1739209774.644195;-45.120503652039325
1739209774.6442049;-45.120503652039325
1739209774.6442144;-33.981070128970906
1739209774.644224;-45.120503652039325
1739209774.6442337;-38.13080360867914
1739209774.6442432;-32.816014438256545
1739209774.6442528;-38.13080360867914
1739209774.6442626;-45.120503652039325
1739209774.644272;-35.57807855764607
1739209774.6442816;-38.13080360867914
1739209774.6442914;-45.120503652039325
1739209774.644301;-45.120503652039325
1739209774.6443105;-45.120503652039325
1739209774.6443202;-45.120503652039325
1739209774.6443298;-38.13080360867914
1739209774.6443396;-45.120503652039325
1739209774.644349;-45.120503652039325
1739209774.6443586;-38.13080360867914
1739209774.6443684;-32.816014438256545
1739209774.644378;-45.120503652039325
1739209774.6443875;-45.120503652039325
1739209774.6443973;-35.57807855764607
1739209774.6444068;-35.57807855764607
1739209774.6444163;-45.120503652039325
1739209774.644426;-38.13080360867914
1739209774.6444356;-38.13080360867914
1739209774.6444452;-38.13080360867914
1739209774.644455;-45.120503652039325
1739209774.6444645;-45.120503652039325
1739209774.644474;-38.13080360867914
1739209774.6444838;-45.120503652039325
1739209774.6444933;-45.120503652039325
1739209774.6445029;-45.120503652039325
1739209774.6445127;-38.13080360867914
1739209774.6445222;-38.13080360867914
1739209774.6445317;-45.120503652039325
1739209774.6445415;-45.120503652039325
1739209774.644551;-38.13080360867914
1739209774.6445606;-31.141103565318915
1739209774.6445704;-38.13080360867914
1739209774.64458;-35.57807855764607
1739209774.6445894;-38.13080360867914
1739209774.6445992;-45.120503652039325
1739209774.6446087;-45.120503652039325
1739209774.6446183;-45.120503652039325
1739209774.644628;-45.120503652039325
1739209774.6446376;-33.981070128970906
1739209774.6446471;-38.13080360867914
1739209774.644657;-38.13080360867914
1739209774.6446664;-35.57807855764607
1739209774.6446762;-32.816014438256545
1739209774.6446857;-38.13080360867914
1739209774.6446953;-38.13080360867914
1739209774.644705;-45.120503652039325
1739209774.6447146;-33.981070128970906
1739209774.6447241;-38.13080360867914
1739209774.644734;-38.13080360867914
1739209774.6447434;-45.120503652039325
1739209774.644753;-45.120503652039325
1739209774.6447628;-38.13080360867914
1739209774.6447723;-38.13080360867914
1739209774.6447818;-38.13080360867914
1739209774.6447916;-38.13080360867914
1739209774.6448011;-33.981070128970906
1739209774.6448107;-38.13080360867914
1739209774.6448205;-38.13080360867914
1739209774.64483;-33.981070128970906
1739209774.6448395;-38.13080360867914
1739209774.6448493;-45.120503652039325
1739209774.6448588;-45.120503652039325
1739209774.6448684;-38.13080360867914
1739209774.6448781;-38.13080360867914
1739209774.6448877;-38.13080360867914
1739209774.6448972;-45.120503652039325
1739209774.644907;-38.13080360867914
1739209774.6449165;-38.13080360867914
1739209774.644926;-38.13080360867914
1739209774.6449358;-38.13080360867914
1739209774.6449454;-45.120503652039325
1739209774.6449552;-38.13080360867914
1739209774.6449647;-38.13080360867914
1739209774.6449742;-45.120503652039325
1739209774.644984;-45.120503652039325
1739209774.6449935;-45.120503652039325
1739209774.645003;-45.120503652039325
1739209774.6450129;-38.13080360867914
1739209774.6450224;-38.13080360867914
1739209774.645032;-38.13080360867914
1739209774.6450417;-45.120503652039325
1739209774.6450512;-38.13080360867914
1739209774.6450608;-33.981070128970906
1739209774.6450706;-38.13080360867914
1739209774.64508;-38.13080360867914
1739209774.6450896;-38.13080360867914
1739209774.6450994;-38.13080360867914
1739209774.645109;-38.13080360867914
1739209774.6451185;-38.13080360867914
1739209774.6451283;-38.13080360867914
1739209774.6451378;-35.57807855764607
1739209774.6451473;-45.120503652039325
1739209774.645157;-38.13080360867914
1739209774.6451666;-38.13080360867914
1739209774.6451762;-38.13080360867914
1739209774.645186;-33.981070128970906
1739209774.6451955;-38.13080360867914
1739209774.645205;-33.981070128970906
1739209774.6452148;-38.13080360867914
1739209774.6452243;-38.13080360867914
1739209774.6452339;-45.120503652039325
1739209774.6452436;-38.13080360867914
1739209774.6452532;-38.13080360867914
1739209774.6452627;-31.14110356531892
1739209774.6452725;-38.13080360867914
1739209774.645282;-38.13080360867914
1739209774.6452918;-35.57807855764607
1739209774.6453013;-45.120503652039325
1739209774.6453109;-38.13080360867914
1739209774.6453207;-45.120503652039325
1739209774.6453302;-35.57807855764607
1739209774.6453397;-31.141103565318915
1739209774.6453495;-45.120503652039325
1739209774.645359;-33.981070128970906
1739209774.6453686;-33.981070128970906
1739209774.6453784;-45.120503652039325
1739209774.645388;-45.120503652039325
1739209774.6453974;-32.816014438256545
1739209774.6454072;-38.13080360867914
1739209774.6454167;-31.141103565318943
1739209774.6454263;-38.13080360867914
1739209774.645436;-38.13080360867914
1739209774.6454456;-45.120503652039325
1739209774.6454551;-45.120503652039325
1739209774.645465;-38.13080360867914
1739209774.6454744;-35.57807855764607
1739209774.645484;-35.57807855764607
1739209774.6454937;-25.62660358559016
1739209774.6455033;-45.120503652039325
1739209774.6455128;-38.13080360867914
1739209774.6455226;-38.13080360867914
1739209774.6455321;-38.13080360867914
1739209774.6455417;-45.120503652039325
1739209774.6455514;-45.120503652039325
1739209774.645561;-45.120503652039325
1739209774.6455708;-45.120503652039325
1739209774.6455803;-45.120503652039325
1739209774.6455898;-45.120503652039325
1739209774.6455996;-45.120503652039325
1739209774.6456091;-45.120503652039325
1739209774.6456187;-45.120503652039325
1739209774.6456285;-38.13080360867914
1739209774.645638;-45.120503652039325
1739209774.6456475;-30.49652367304973
1739209774.6456573;-38.13080360867914
1739209774.6456668;-38.13080360867914
1739209774.6456764;-45.120503652039325
1739209774.6456861;-35.57807855764607
1739209774.6456957;-35.57807855764607
1739209774.6457052;-45.120503652039325
1739209774.645715;-45.120503652039325
1739209774.6457245;-35.57807855764607
1739209774.645734;-38.13080360867914
1739209774.6457438;-45.120503652039325
1739209774.6457534;-45.120503652039325
1739209774.645763;-32.816014438256545
1739209774.6457727;-38.13080360867914
1739209774.6457822;-45.120503652039325
1739209774.6457918;-35.57807855764607
1739209774.6458015;-38.13080360867914
1739209774.645811;-45.120503652039325
1739209774.6458206;-45.120503652039325
1739209774.6458304;-45.120503652039325
1739209774.64584;-45.120503652039325
1739209774.6458495;-38.13080360867914
1739209774.6458592;-32.816014438256545
1739209774.6458688;-45.120503652039325
1739209774.6458783;-29.438486411369333
1739209774.645888;-31.141103565318893
1739209774.6458976;-45.120503652039325
1739209774.6459074;-45.120503652039325
1739209774.645917;-35.57807855764607
1739209774.6459265;-38.13080360867914
1739209774.6459363;-45.120503652039325
1739209774.6459458;-45.120503652039325
1739209774.6459553;-45.120503652039325
1739209774.645965;-45.120503652039325
1739209774.6459746;-45.120503652039325
1739209774.6459842;-45.120503652039325
1739209774.645994;-45.120503652039325
1739209774.6460035;-45.120503652039325
1739209774.646013;-45.120503652039325
1739209774.6460228;-45.120503652039325
1739209774.6460323;-45.120503652039325
1739209774.6460419;-45.120503652039325
1739209774.6460516;-38.13080360867914
1739209774.6460612;-45.120503652039325
1739209774.6460707;-45.120503652039325
1739209774.6460805;-45.120503652039325
1739209774.64609;-32.816014438256545
1739209774.6460996;-35.57807855764607
1739209774.6461093;-32.816014438256545
1739209774.6461189;-38.13080360867914
1739209774.6461284;-38.13080360867914
1739209774.6461382;-45.120503652039325
1739209774.6461477;-38.13080360867914
1739209774.6461573;-38.13080360867914
1739209774.646167;-38.13080360867914
1739209774.6461766;-38.13080360867914
1739209774.6461864;-45.120503652039325
1739209774.646196;-45.120503652039325
1739209774.6462054;-35.57807855764607
1739209774.6462152;-32.816014438256545
1739209774.6462247;-45.120503652039325
1739209774.6462343;-38.13080360867914
1739209774.646244;-38.13080360867914
1739209774.6462536;-45.120503652039325
1739209774.6462631;-35.57807855764607
1739209774.646273;-32.816014438256545
1739209774.6462824;-38.13080360867914
1739209774.646292;-45.120503652039325
1739209774.6463017;-38.13080360867914
1739209774.6463113;-38.13080360867914
1739209774.6463208;-45.120503652039325
1739209774.6463306;-38.13080360867914
1739209774.6463401;-45.120503652039325
1739209774.6463497;-45.120503652039325
1739209774.6463594;-38.13080360867914
1739209774.646369;-35.57807855764607
1739209774.6463785;-38.13080360867914
1739209774.6463883;-33.981070128970906
1739209774.6463978;-38.13080360867914
1739209774.6464074;-45.120503652039325
1739209774.6464171;-38.13080360867914
1739209774.6464267;-32.816014438256545
1739209774.6464362;-38.13080360867914
1739209774.646446;-45.120503652039325
1739209774.6464555;-38.13080360867914
1739209774.646465;-38.13080360867914
1739209774.6464748;-45.120503652039325
1739209774.6464844;-45.120503652039325
1739209774.646494;-45.120503652039325
1739209774.6465037;-45.120503652039325
1739209774.6465132;-45.120503652039325
1739209774.646523;-45.120503652039325
1739209774.6465325;-38.13080360867914
1739209774.646542;-38.13080360867914
1739209774.6465518;-38.13080360867914
1739209774.6465614;-45.120503652039325
1739209774.646571;-35.57807855764607
1739209774.6465807;-35.57807855764607
1739209774.6465902;-45.120503652039325
1739209774.6465998;-45.120503652039325
1739209774.6466095;-45.120503652039325
1739209774.646619;-45.120503652039325
1739209774.6466286;-38.13080360867914
1739209774.6466384;-38.13080360867914
1739209774.646648;-45.120503652039325
1739209774.6466575;-38.13080360867914
1739209774.6466672;-38.13080360867914
1739209774.6466768;-45.120503652039325
1739209774.6466863;-45.120503652039325
1739209774.646696;-35.57807855764607
1739209774.6467056;-38.13080360867914
1739209774.6467152;-45.120503652039325
1739209774.646725;-45.120503652039325
1739209774.6467345;-38.13080360867914
1739209774.646744;-33.981070128970906
1739209774.6467538;-45.120503652039325
1739209774.6467633;-45.120503652039325
1739209774.6467729;-45.120503652039325
1739209774.6467826;-38.13080360867914
1739209774.6467922;-45.120503652039325
1739209774.646802;-45.120503652039325
1739209774.6468115;-38.13080360867914
1739209774.646821;-33.981070128970906
1739209774.6468308;-38.13080360867914
1739209774.6468403;-45.120503652039325
1739209774.6468499;-38.13080360867914
1739209774.6468596;-33.981070128970906
1739209774.6468692;-38.13080360867914
1739209774.6468787;-45.120503652039325
1739209774.6468885;-45.120503652039325
1739209774.646898;-38.13080360867914
1739209774.6469076;-38.13080360867914
1739209774.6469173;-45.120503652039325
1739209774.6469269;-45.120503652039325
1739209774.6469364;-35.57807855764607
1739209774.6469462;-38.13080360867914
1739209774.6469557;-45.120503652039325
1739209774.6469653;-38.13080360867914
1739209774.6509418;-38.13080360867914
1739209774.650945;-45.120503652039325
1739209774.6509483;-38.13080360867914
1739209774.6509514;-32.816014438256545
1739209774.6509547;-38.13080360867914
1739209774.6509578;-45.120503652039325
1739209774.6509612;-38.13080360867914
1739209774.6509643;-33.981070128970906
1739209774.6509676;-38.13080360867914
1739209774.6509707;-45.120503652039325
1739209774.650974;-45.120503652039325
1739209774.6509771;-32.816014438256545
1739209774.6509805;-45.120503652039325
1739209774.6509836;-38.13080360867914
1739209774.650987;-45.120503652039325
1739209774.65099;-45.120503652039325
1739209774.6509933;-45.120503652039325
1739209774.6509964;-38.13080360867914
1739209774.6509998;-45.120503652039325
1739209774.651003;-45.120503652039325
1739209774.6510062;-38.13080360867914
1739209774.6510093;-38.13080360867914
1739209774.6510127;-38.13080360867914
1739209774.6510158;-38.13080360867914
1739209774.651019;-38.13080360867914
1739209774.6510222;-45.120503652039325
1739209774.6510255;-45.120503652039325
1739209774.6510286;-33.981070128970906
1739209774.651032;-38.13080360867914
1739209774.651035;-45.120503652039325
1739209774.6510384;-45.120503652039325
1739209774.6510415;-45.120503652039325
1739209774.6510448;-45.120503652039325
1739209774.6510482;-45.120503652039325
1739209774.6510513;-45.120503652039325
1739209774.6510546;-38.13080360867914
1739209774.6510577;-45.120503652039325
1739209774.651061;-38.13080360867914
1739209774.6510642;-38.13080360867914
1739209774.6510675;-33.981070128970956
1739209774.6510706;-45.120503652039325
1739209774.651074;-33.981070128970906
1739209774.651077;-38.13080360867914
1739209774.6510804;-45.120503652039325
1739209774.6510835;-38.13080360867914
1739209774.6510868;-38.13080360867914
1739209774.65109;-38.13080360867914
1739209774.6510932;-26.487275050834715
1739209774.6510963;-35.57807855764607
1739209774.6510997;-45.120503652039325
1739209774.6511028;-38.13080360867914
1739209774.651106;-32.816014438256545
1739209774.6511092;-45.120503652039325
1739209774.6511126;-45.120503652039325
1739209774.6511157;-38.13080360867914
1739209774.651119;-45.120503652039325
1739209774.651122;-45.120503652039325
1739209774.6511254;-38.13080360867914
1739209774.6511285;-45.120503652039325
1739209774.6511319;-38.13080360867914
1739209774.651135;-38.13080360867914
1739209774.6511383;-45.120503652039325
1739209774.6511414;-38.13080360867914
1739209774.6511447;-45.120503652039325
1739209774.651148;-45.120503652039325
1739209774.6511512;-38.13080360867914
1739209774.6511545;-38.13080360867914
1739209774.6511576;-45.120503652039325
1739209774.651161;-38.13080360867914
1739209774.651164;-38.13080360867914
1739209774.6511674;-45.120503652039325
1739209774.6511705;-26.991370085610736
1739209774.6511738;-32.816014438256545
1739209774.651177;-45.120503652039325
1739209774.6511803;-38.13080360867914
1739209774.6511834;-33.981070128970906
1739209774.6511867;-45.120503652039325
1739209774.6511898;-45.120503652039325
1739209774.6511931;-38.13080360867914
1739209774.6511962;-45.120503652039325
1739209774.6511996;-45.120503652039325
1739209774.6512027;-38.13080360867914
1739209774.651206;-38.13080360867914
1739209774.651209;-35.57807855764607
1739209774.6512125;-38.13080360867914
1739209774.6512156;-45.120503652039325
1739209774.651219;-45.120503652039325
1739209774.651222;-38.13080360867914
1739209774.6512253;-38.13080360867914
1739209774.6512284;-45.120503652039325
1739209774.6512318;-45.120503652039325
1739209774.6512349;-45.120503652039325
1739209774.6512382;-38.13080360867914
1739209774.6512413;-45.120503652039325
1739209774.6512446;-45.120503652039325
1739209774.651248;-32.816014438256545
1739209774.651251;-35.57807855764607
1739209774.6512544;-45.120503652039325
1739209774.6512575;-45.120503652039325
1739209774.6512609;-35.57807855764607
1739209774.651264;-38.13080360867914
1739209774.6512673;-38.13080360867914
1739209774.6512704;-38.13080360867914
1739209774.6512737;-45.120503652039325
1739209774.6512768;-45.120503652039325
1739209774.6512802;-38.13080360867914
1739209774.6512833;-38.13080360867914
1739209774.6512866;-35.57807855764607
1739209774.6512897;-35.57807855764607
1739209774.651293;-45.120503652039325
1739209774.6512961;-38.13080360867914
1739209774.6512995;-45.120503652039325
1739209774.6513026;-33.981070128970906
1739209774.651306;-45.120503652039325
1739209774.651309;-38.13080360867914
1739209774.6513124;-38.13080360867914
1739209774.6513155;-33.981070128970906
1739209774.6513188;-45.120503652039325
1739209774.651322;-45.120503652039325
1739209774.6513252;-35.57807855764607
1739209774.6513283;-38.13080360867914
1739209774.6513317;-45.120503652039325
1739209774.6513348;-38.13080360867914
1739209774.651338;-35.57807855764607
1739209774.6513412;-45.120503652039325
1739209774.6513445;-45.120503652039325
1739209774.6513476;-38.13080360867914
1739209774.651351;-38.13080360867914
1739209774.6513543;-38.13080360867914
1739209774.6513574;-45.120503652039325
1739209774.6513608;-38.13080360867914
1739209774.6513638;-35.57807855764607
1739209774.6513672;-30.49652367304973
1739209774.6513703;-45.120503652039325
1739209774.6513736;-45.120503652039325
1739209774.6513767;-38.13080360867914
1739209774.65138;-33.981070128970906
1739209774.6513832;-45.120503652039325
1739209774.6513865;-45.120503652039325
1739209774.6513896;-45.120503652039325
1739209774.651393;-45.120503652039325
1739209774.651396;-45.120503652039325
1739209774.6513994;-45.120503652039325
