CAN Message; 0x150:07009cbbe4af4d4c
1739209782.158001;-45.120503652039325
1739209782.1580033;-45.120503652039325
1739209782.158006;-45.120503652039325
1739209782.1580083;-45.120503652039325
1739209782.1580107;-45.120503652039325
1739209782.158013;-38.13080360867914
1739209782.1580157;-38.13080360867914
1739209782.158018;-45.120503652039325
1739209782.1580205;-45.120503652039325
1739209782.1580229;-33.981070128970906
1739209782.1580255;-45.120503652039325
1739209782.158028;-38.13080360867914
1739209782.1580303;-35.57807855764607
1739209782.1580327;-33.981070128970906
1739209782.1580353;-45.120503652039325
1739209782.1580377;-45.120503652039325
1739209782.15804;-38.13080360867914
1739209782.1580424;-45.120503652039325
1739209782.158045;-45.120503652039325
1739209782.1580474;-35.57807855764607
1739209782.1580498;-33.981070128970906
1739209782.1580522;-38.13080360867914
1739209782.1580548;-35.57807855764607
1739209782.1580572;-45.120503652039325
1739209782.1580596;-45.120503652039325
1739209782.158062;-45.120503652039325
1739209782.1580646;-45.120503652039325
1739209782.158067;-35.57807855764607
1739209782.1580694;-35.57807855764607
1739209782.1580718;-38.13080360867914
1739209782.1580744;-45.120503652039325
1739209782.1580768;-38.13080360867914
1739209782.1580791;-45.120503652039325
1739209782.1580815;-38.13080360867914
1739209782.1580842;-38.13080360867914
1739209782.1580865;-35.57807855764607
1739209782.158089;-35.57807855764607
1739209782.1580913;-38.13080360867914
1739209782.158094;-38.13080360867914
1739209782.1580963;-38.13080360867914
1739209782.1580987;-38.13080360867914
1739209782.158101;-33.981070128970906
1739209782.1581037;-45.120503652039325
1739209782.158106;-45.120503652039325
1739209782.1581085;-45.120503652039325
1739209782.1581109;-45.120503652039325
1739209782.1581135;-45.120503652039325
1739209782.1581159;-38.13080360867914
1739209782.1581182;-45.120503652039325
1739209782.1581206;-45.120503652039325
1739209782.1581233;-38.13080360867914
1739209782.1581256;-38.13080360867914
1739209782.158128;-38.13080360867914
1739209782.1581304;-35.57807855764607
1739209782.158133;-38.13080360867914
1739209782.1581354;-33.981070128970906
1739209782.1581378;-45.120503652039325
1739209782.1581402;-45.120503652039325
1739209782.1581428;-45.120503652039325
1739209782.1581452;-45.120503652039325
1739209782.1581476;-38.13080360867914
1739209782.15815;-38.13080360867914
1739209782.1581523;-38.13080360867914
1739209782.158155;-38.13080360867914
1739209782.1581573;-45.120503652039325
1739209782.1581597;-45.120503652039325
1739209782.158162;-35.57807855764607
1739209782.1581647;-38.13080360867914
1739209782.1581671;-38.13080360867914
1739209782.1581695;-38.13080360867914
1739209782.158172;-45.120503652039325
1739209782.1581745;-31.141103565318915
1739209782.158177;-45.120503652039325
1739209782.1581793;-45.120503652039325
1739209782.1581817;-35.57807855764607
1739209782.1581843;-33.981070128970906
1739209782.1581867;-38.13080360867914
1739209782.158189;-38.13080360867914
1739209782.1581914;-38.13080360867914
1739209782.158194;-45.120503652039325
1739209782.1581964;-45.120503652039325
1739209782.1581988;-38.13080360867914
1739209782.1582012;-45.120503652039325
1739209782.1582038;-38.13080360867914
1739209782.1582062;-45.120503652039325
1739209782.1582086;-38.13080360867914
1739209782.158211;-32.816014438256545
1739209782.1582136;-35.57807855764607
1739209782.158216;-38.13080360867914
1739209782.1582184;-38.13080360867914
1739209782.1582208;-38.13080360867914
1739209782.1582234;-33.981070128970906
1739209782.1582258;-45.120503652039325
1739209782.1582282;-38.13080360867914
1739209782.1582305;-45.120503652039325
1739209782.1582332;-38.13080360867914
1739209782.1582355;-38.13080360867914
1739209782.158238;-38.13080360867914
1739209782.1582403;-45.120503652039325
1739209782.158243;-38.13080360867914
1739209782.1582453;-38.13080360867914
1739209782.1582477;-35.57807855764607
1739209782.15825;-45.120503652039325
1739209782.1582527;-30.49652367304973
1739209782.158255;-31.141103565318915
1739209782.1582575;-38.13080360867914
1739209782.1582599;-45.120503652039325
1739209782.1582625;-38.13080360867914
1739209782.1582649;-38.13080360867914
1739209782.1582673;-38.13080360867914
1739209782.1582696;-45.120503652039325
1739209782.1582723;-38.13080360867914
1739209782.1582747;-33.981070128970906
1739209782.158277;-38.13080360867914
1739209782.1582794;-45.120503652039325
1739209782.158282;-45.120503652039325
1739209782.1582844;-38.13080360867914
1739209782.1582868;-38.13080360867914
1739209782.1582892;-38.13080360867914
1739209782.1582918;-31.141103565318915
1739209782.1582942;-31.141103565318915
1739209782.1582966;-38.13080360867914
1739209782.158299;-38.13080360867914
1739209782.1583016;-33.981070128970906
1739209782.158304;-45.120503652039325
1739209782.1583064;-38.13080360867914
1739209782.1583087;-38.13080360867914
1739209782.1583111;-33.981070128970906
1739209782.1583138;-35.57807855764607
1739209782.1583161;-38.13080360867914
1739209782.1583185;-35.57807855764607
1739209782.158321;-38.13080360867914
1739209782.1583235;-45.120503652039325
1739209782.158326;-35.57807855764607
1739209782.1583283;-45.120503652039325
1739209782.1583307;-33.981070128970906
1739209782.1583333;-31.141103565318915
1739209782.1583357;-45.120503652039325
1739209782.158338;-45.120503652039325
1739209782.1583405;-38.13080360867914
1739209782.158343;-38.13080360867914
1739209782.1583455;-45.120503652039325
1739209782.1583478;-38.13080360867914
1739209782.1583502;-38.13080360867914
1739209782.1583529;-45.120503652039325
1739209782.1583552;-38.13080360867914
1739209782.1583576;-38.13080360867914
1739209782.15836;-45.120503652039325
1739209782.1583626;-45.120503652039325
1739209782.158365;-45.120503652039325
1739209782.1583674;-38.13080360867914
1739209782.1583698;-38.13080360867914
1739209782.1583724;-38.13080360867914
1739209782.1583748;-38.13080360867914
1739209782.1583772;-38.13080360867914
1739209782.1583796;-45.120503652039325
1739209782.1583822;-45.120503652039325
1739209782.1583846;-45.120503652039325
1739209782.158387;-38.13080360867914
1739209782.1583893;-38.13080360867914
1739209782.158392;-28.58837851428586
1739209782.1583943;-45.120503652039325
1739209782.1583967;-45.120503652039325
1739209782.158399;-38.13080360867914
1739209782.1584017;-31.141103565318915
1739209782.158404;-45.120503652039325
1739209782.1584065;-45.120503652039325
1739209782.1584089;-45.120503652039325
1739209782.1584115;-33.981070128970956
1739209782.158414;-45.120503652039325
1739209782.1584163;-45.120503652039325
1739209782.1584187;-45.120503652039325
1739209782.1584213;-45.120503652039325
1739209782.1584237;-38.13080360867914
1739209782.158426;-45.120503652039325
1739209782.1584284;-38.13080360867914
1739209782.158431;-26.487275050834715
1739209782.1584334;-38.13080360867914
1739209782.1584358;-45.120503652039325
1739209782.1584382;-38.13080360867914
1739209782.1584408;-33.981070128970906
1739209782.1584432;-38.13080360867914
1739209782.1584456;-45.120503652039325
1739209782.158448;-45.120503652039325
1739209782.1584506;-45.120503652039325
1739209782.158453;-45.120503652039325
1739209782.1584554;-45.120503652039325
1739209782.1584578;-45.120503652039325
1739209782.1584604;-45.120503652039325
1739209782.1584628;-38.13080360867914
1739209782.1584651;-45.120503652039325
1739209782.1584675;-45.120503652039325
1739209782.15847;-30.49652367304973
1739209782.1584725;-32.816014438256545
1739209782.158475;-45.120503652039325
1739209782.1584773;-38.13080360867914
1739209782.1584797;-33.981070128970906
1739209782.1584823;-38.13080360867914
1739209782.1584847;-45.120503652039325
1739209782.158487;-38.13080360867914
1739209782.1584895;-45.120503652039325
1739209782.158492;-45.120503652039325
1739209782.1584945;-45.120503652039325
1739209782.1584969;-45.120503652039325
1739209782.1584992;-45.120503652039325
1739209782.1585019;-38.13080360867914
1739209782.1585042;-45.120503652039325
1739209782.1585066;-45.120503652039325
1739209782.158509;-29.438486411369333
1739209782.1585116;-31.141103565318893
1739209782.158514;-45.120503652039325
1739209782.1585164;-38.13080360867914
1739209782.1585188;-38.13080360867914
1739209782.1585214;-45.120503652039325
1739209782.1585238;-45.120503652039325
1739209782.1585262;-38.13080360867914
1739209782.1585286;-38.13080360867914
1739209782.1585312;-38.13080360867914
1739209782.1585336;-38.13080360867914
1739209782.158536;-38.13080360867914
1739209782.1585383;-38.13080360867914
1739209782.158541;-38.13080360867914
1739209782.1585433;-45.120503652039325
1739209782.1585457;-45.120503652039325
1739209782.158548;-45.120503652039325
1739209782.1585507;-38.13080360867914
1739209782.1585531;-38.13080360867914
1739209782.1585555;-45.120503652039325
1739209782.158558;-45.120503652039325
1739209782.1585605;-45.120503652039325
1739209782.158563;-35.57807855764607
1739209782.1585653;-38.13080360867914
1739209782.1585677;-38.13080360867914
1739209782.1585703;-38.13080360867914
1739209782.1585727;-38.13080360867914
1739209782.158575;-38.13080360867914
1739209782.1585774;-45.120503652039325
1739209782.15858;-45.120503652039325
1739209782.1585824;-35.57807855764607
1739209782.1585848;-38.13080360867914
1739209782.1585872;-45.120503652039325
1739209782.1585898;-45.120503652039325
1739209782.1585922;-35.57807855764607
1739209782.1585946;-35.57807855764607
1739209782.158597;-45.120503652039325
1739209782.1585996;-45.120503652039325
1739209782.158602;-35.57807855764607
1739209782.1586044;-45.120503652039325
1739209782.1586068;-38.13080360867914
1739209782.1586094;-38.13080360867914
1739209782.1586118;-45.120503652039325
1739209782.1586142;-45.120503652039325
1739209782.1586165;-38.13080360867914
1739209782.158619;-38.13080360867914
1739209782.1586215;-45.120503652039325
1739209782.158624;-38.13080360867914
1739209782.1586263;-38.13080360867914
1739209782.1586287;-45.120503652039325
1739209782.1586313;-45.120503652039325
1739209782.1586337;-45.120503652039325
1739209782.158636;-33.981070128970906
1739209782.1586385;-45.120503652039325
1739209782.158641;-38.13080360867914
1739209782.1586435;-38.13080360867914
1739209782.1586459;-35.57807855764607
1739209782.1586483;-32.816014438256545
1739209782.1586509;-45.120503652039325
1739209782.1586533;-38.13080360867914
1739209782.1586556;-35.57807855764607
1739209782.158658;-35.57807855764607
1739209782.1586607;-45.120503652039325
1739209782.158663;-38.13080360867914
1739209782.1586654;-38.13080360867914
1739209782.1586678;-45.120503652039325
1739209782.1586704;-45.120503652039325
1739209782.1586728;-38.13080360867914
1739209782.1586752;-33.981070128970906
1739209782.1586776;-45.120503652039325
1739209782.1586802;-45.120503652039325
1739209782.1586826;-45.120503652039325
1739209782.158685;-38.13080360867914
1739209782.1586874;-38.13080360867914
1739209782.15869;-38.13080360867914
1739209782.1586924;-45.120503652039325
1739209782.1586947;-38.13080360867914
1739209782.1586971;-45.120503652039325
1739209782.1586998;-45.120503652039325
1739209782.1587021;-38.13080360867914
1739209782.1587045;-45.120503652039325
1739209782.158707;-45.120503652039325
1739209782.1587095;-45.120503652039325
1739209782.158712;-45.120503652039325
1739209782.1587143;-38.13080360867914
1739209782.1587167;-38.13080360867914
1739209782.1587193;-35.57807855764607
1739209782.1587217;-35.57807855764607
1739209782.158724;-38.13080360867914
1739209782.1587265;-38.13080360867914
1739209782.158729;-38.13080360867914
1739209782.1587315;-35.57807855764607
1739209782.1587338;-35.57807855764607
1739209782.1587362;-38.13080360867914
1739209782.1587389;-45.120503652039325
1739209782.1587412;-35.57807855764607
1739209782.1587436;-45.120503652039325
1739209782.158746;-38.13080360867914
1739209782.1587486;-33.981070128970906
1739209782.158751;-45.120503652039325
1739209782.1587534;-45.120503652039325
1739209782.1587558;-45.120503652039325
1739209782.1587584;-32.816014438256545
1739209782.1587608;-38.13080360867914
1739209782.1587632;-45.120503652039325
1739209782.1587656;-45.120503652039325
1739209782.1587682;-38.13080360867914
1739209782.1587706;-38.13080360867914
1739209782.158773;-45.120503652039325
1739209782.1587753;-38.13080360867914
1739209782.1587777;-45.120503652039325
1739209782.1587803;-38.13080360867914
1739209782.1587827;-45.120503652039325
1739209782.158785;-38.13080360867914
1739209782.1587875;-28.58837851428586
1739209782.15879;-45.120503652039325
1739209782.1587925;-38.13080360867914
1739209782.1587949;-38.13080360867914
1739209782.1587973;-45.120503652039325
1739209782.1588;-45.120503652039325
1739209782.1588023;-45.120503652039325
1739209782.1588047;-45.120503652039325
1739209782.158807;-45.120503652039325
1739209782.1588097;-38.13080360867914
1739209782.158812;-35.57807855764607
1739209782.1588144;-35.57807855764607
1739209782.1588168;-45.120503652039325
1739209782.1588194;-38.13080360867914
1739209782.1588218;-38.13080360867914
1739209782.1588242;-38.13080360867914
1739209782.1588266;-45.120503652039325
1739209782.1588292;-38.13080360867914
1739209782.1588316;-38.13080360867914
1739209782.158834;-45.120503652039325
1739209782.1588364;-38.13080360867914
1739209782.158839;-45.120503652039325
1739209782.1588414;-38.13080360867914
1739209782.1588438;-38.13080360867914
1739209782.1588461;-45.120503652039325
1739209782.1588488;-45.120503652039325
1739209782.1588511;-33.981070128970906
1739209782.1588535;-33.981070128970906
1739209782.158856;-45.120503652039325
1739209782.1588585;-38.13080360867914
1739209782.158861;-35.57807855764607
1739209782.1588633;-35.57807855764607
1739209782.1588657;-45.120503652039325
1739209782.1588683;-45.120503652039325
1739209782.1588707;-35.57807855764607
1739209782.158873;-38.13080360867914
1739209782.1588755;-38.13080360867914
1739209782.158878;-38.13080360867914
1739209782.1588805;-35.57807855764607
1739209782.1588829;-38.13080360867914
1739209782.1588852;-27.8777449560314
1739209782.1588879;-35.57807855764607
1739209782.1588902;-45.120503652039325
1739209782.1588926;-45.120503652039325
1739209782.158895;-45.120503652039325
1739209782.1588976;-38.13080360867914
1739209782.1589;-38.13080360867914
1739209782.1589024;-45.120503652039325
1739209782.1589048;-38.13080360867914
1739209782.1589074;-45.120503652039325
1739209782.1589098;-38.13080360867914
1739209782.1589122;-45.120503652039325
1739209782.1589146;-45.120503652039325
1739209782.1589172;-38.13080360867914
1739209782.1589196;-45.120503652039325
1739209782.158922;-45.120503652039325
1739209782.1589243;-26.991370085610736
1739209782.158927;-35.57807855764607
1739209782.1589293;-45.120503652039325
1739209782.1589317;-38.13080360867914
1739209782.158934;-35.57807855764607
1739209782.1589365;-35.57807855764607
1739209782.1589391;-45.120503652039325
1739209782.1589415;-38.13080360867914
1739209782.158944;-38.13080360867914
1739209782.1589463;-45.120503652039325
1739209782.158949;-45.120503652039325
1739209782.1589513;-38.13080360867914
1739209782.1589537;-45.120503652039325
1739209782.158956;-45.120503652039325
1739209782.1589587;-45.120503652039325
1739209782.158961;-45.120503652039325
1739209782.1589634;-29.438486411369333
1739209782.1589658;-31.141103565318893
1739209782.1589684;-38.13080360867914
1739209782.1589708;-35.57807855764607
1739209782.1589732;-35.57807855764607
1739209782.1589756;-38.13080360867914
1739209782.1589782;-45.120503652039325
1739209782.1589806;-45.120503652039325
1739209782.158983;-45.120503652039325
1739209782.1589854;-45.120503652039325
1739209782.158988;-38.13080360867914
1739209782.1589904;-38.13080360867914
1739209782.1589928;-45.120503652039325
1739209782.1589952;-38.13080360867914
1739209782.1589978;-38.13080360867914
1739209782.1590002;-38.13080360867914
1739209782.1590025;-45.120503652039325
1739209782.159005;-45.120503652039325
1739209782.1590075;-38.13080360867914
1739209782.15901;-33.981070128970906
1739209782.1590123;-45.120503652039325
1739209782.1590147;-45.120503652039325
1739209782.1590173;-38.13080360867914
1739209782.1590197;-38.13080360867914
1739209782.159022;-33.981070128970906
1739209782.1590245;-31.141103565318893
1739209782.159027;-38.13080360867914
1739209782.1590295;-38.13080360867914
1739209782.1590319;-38.13080360867914
1739209782.1590343;-35.57807855764607
1739209782.1590369;-38.13080360867914
1739209782.1590393;-38.13080360867914
1739209782.1590416;-45.120503652039325
1739209782.159044;-31.141103565318943
1739209782.1590466;-35.57807855764607
1739209782.159049;-38.13080360867914
1739209782.1590514;-45.120503652039325
1739209782.1590538;-45.120503652039325
1739209782.1590564;-35.57807855764607
1739209782.1590588;-45.120503652039325
1739209782.1590612;-31.141103565318915
1739209782.1590636;-28.58837851428586
1739209782.1590662;-38.13080360867914
1739209782.1590686;-38.13080360867914
1739209782.159071;-38.13080360867914
1739209782.1590734;-38.13080360867914
1739209782.159076;-38.13080360867914
1739209782.1590784;-31.141103565318915
1739209782.1590807;-45.120503652039325
1739209782.1590831;-33.981070128970956
1739209782.1590858;-35.57807855764607
1739209782.1590881;-45.120503652039325
1739209782.1590905;-45.120503652039325
1739209782.159093;-45.120503652039325
1739209782.1590953;-38.13080360867914
1739209782.159098;-45.120503652039325
1739209782.1591003;-32.816014438256545
1739209782.1591027;-31.141103565318915
1739209782.159105;-45.120503652039325
1739209782.1591077;-38.13080360867914
1739209782.15911;-35.57807855764607
1739209782.1591125;-38.13080360867914
1739209782.1591148;-45.120503652039325
1739209782.1591175;-38.13080360867914
1739209782.1591198;-38.13080360867914
1739209782.1591222;-45.120503652039325
1739209782.1591246;-45.120503652039325
1739209782.1591272;-45.120503652039325
1739209782.1591296;-38.13080360867914
1739209782.159132;-38.13080360867914
1739209782.1591344;-45.120503652039325
1739209782.159137;-45.120503652039325
1739209782.1591394;-45.120503652039325
1739209782.1591418;-45.120503652039325
1739209782.1591442;-45.120503652039325
1739209782.1591468;-45.120503652039325
1739209782.1591492;-38.13080360867914
1739209782.1591516;-45.120503652039325
1739209782.159154;-45.120503652039325
1739209782.1591566;-45.120503652039325
1739209782.159159;-35.57807855764607
1739209782.1591613;-31.141103565318915
1739209782.1591637;-38.13080360867914
1739209782.1591663;-45.120503652039325
1739209782.1591687;-38.13080360867914
1739209782.159171;-33.981070128970906
1739209782.1591735;-38.13080360867914
1739209782.159176;-45.120503652039325
1739209782.1591785;-45.120503652039325
1739209782.1591809;-45.120503652039325
1739209782.1591833;-35.57807855764607
1739209782.159186;-35.57807855764607
1739209782.1591883;-45.120503652039325
1739209782.1591907;-45.120503652039325
1739209782.159193;-38.13080360867914
1739209782.1591957;-38.13080360867914
1739209782.159198;-45.120503652039325
1739209782.1592004;-38.13080360867914
1739209782.1592028;-35.57807855764607
1739209782.1592054;-35.57807855764607
1739209782.1592078;-38.13080360867914
1739209782.1592102;-35.57807855764607
1739209782.1592126;-33.981070128970906
1739209782.1592152;-38.13080360867914
1739209782.1592176;-45.120503652039325
1739209782.15922;-38.13080360867914
1739209782.1592224;-31.141103565318915
1739209782.159225;-38.13080360867914
1739209782.1592274;-45.120503652039325
1739209782.1592298;-45.120503652039325
1739209782.1592321;-31.141103565318893
1739209782.1592348;-38.13080360867914
1739209782.1592371;-45.120503652039325
1739209782.1592395;-45.120503652039325
1739209782.159242;-45.120503652039325
1739209782.1592445;-45.120503652039325
1739209782.159247;-45.120503652039325
1739209782.1592493;-33.981070128970906
1739209782.1592517;-45.120503652039325
1739209782.159254;-45.120503652039325
1739209782.1592567;-38.13080360867914
1739209782.159259;-38.13080360867914
1739209782.1592615;-32.816014438256545
1739209782.1592638;-45.120503652039325
1739209782.1592665;-45.120503652039325
1739209782.1592689;-38.13080360867914
1739209782.1592712;-35.57807855764607
1739209782.1592736;-38.13080360867914
1739209782.1592762;-38.13080360867914
1739209782.1592786;-38.13080360867914
1739209782.159281;-45.120503652039325
1739209782.1592834;-45.120503652039325
1739209782.159286;-35.57807855764607
1739209782.1592884;-38.13080360867914
1739209782.1592908;-45.120503652039325
1739209782.1592932;-45.120503652039325
1739209782.1592958;-35.57807855764607
1739209782.1592982;-38.13080360867914
1739209782.1593006;-38.13080360867914
1739209782.159303;-45.120503652039325
1739209782.1593056;-45.120503652039325
1739209782.159308;-45.120503652039325
1739209782.1593103;-38.13080360867914
1739209782.1593127;-45.120503652039325
1739209782.1593153;-35.57807855764607
1739209782.1593177;-45.120503652039325
1739209782.15932;-35.57807855764607
1739209782.1593225;-38.13080360867914
1739209782.1593251;-45.120503652039325
1739209782.1593275;-38.13080360867914
1739209782.15933;-38.13080360867914
1739209782.1593323;-45.120503652039325
1739209782.159335;-35.57807855764607
1739209782.1593373;-33.981070128970906
1739209782.1593397;-38.13080360867914
1739209782.159342;-45.120503652039325
1739209782.1593447;-45.120503652039325
1739209782.159347;-33.981070128970906
1739209782.1593494;-35.57807855764607
1739209782.1593518;-45.120503652039325
1739209782.1593544;-45.120503652039325
1739209782.1593568;-45.120503652039325
1739209782.1593592;-31.141103565318893
1739209782.1593616;-35.57807855764607
1739209782.1593642;-45.120503652039325
1739209782.1593666;-45.120503652039325
1739209782.159369;-35.57807855764607
1739209782.1593714;-38.13080360867914
1739209782.159374;-45.120503652039325
1739209782.1593764;-38.13080360867914
1739209782.1593788;-45.120503652039325
1739209782.1593812;-45.120503652039325
1739209782.1593838;-45.120503652039325
1739209782.1593862;-38.13080360867914
1739209782.1593885;-45.120503652039325
1739209782.159391;-38.13080360867914
1739209782.1593935;-45.120503652039325
1739209782.159396;-45.120503652039325
1739209782.1593983;-26.035653463252796
1739209782.1594007;-30.49652367304973
1739209782.159403;-45.120503652039325
1739209782.1594057;-45.120503652039325
1739209782.159408;-31.141103565318893
1739209782.1594105;-32.816014438256545
1739209782.1594129;-45.120503652039325
1739209782.1594155;-45.120503652039325
1739209782.1594179;-45.120503652039325
1739209782.1594203;-45.120503652039325
1739209782.1594226;-38.13080360867914
1739209782.1594253;-45.120503652039325
1739209782.1594276;-32.816014438256545
1739209782.15943;-38.13080360867914
1739209782.1594324;-45.120503652039325
1739209782.159435;-38.13080360867914
1739209782.1594374;-38.13080360867914
1739209782.1594398;-45.120503652039325
1739209782.1594422;-45.120503652039325
1739209782.1594448;-45.120503652039325
1739209782.1594472;-38.13080360867914
1739209782.1594496;-45.120503652039325
1739209782.159452;-45.120503652039325
1739209782.1594546;-45.120503652039325
1739209782.159457;-29.438486411369333
1739209782.1594594;-29.438486411369333
1739209782.1594617;-45.120503652039325
1739209782.1594644;-45.120503652039325
1739209782.1594667;-38.13080360867914
1739209782.1594691;-35.57807855764607
1739209782.1594715;-45.120503652039325
1739209782.1594741;-33.981070128970906
1739209782.1594765;-45.120503652039325
1739209782.159479;-33.981070128970956
1739209782.1594813;-38.13080360867914
1739209782.159484;-38.13080360867914
1739209782.1594863;-45.120503652039325
1739209782.1594887;-45.120503652039325
1739209782.159491;-45.120503652039325
1739209782.1594937;-45.120503652039325
1739209782.159496;-32.816014438256545
1739209782.1594985;-30.49652367304973
1739209782.1595008;-45.120503652039325
1739209782.1595035;-38.13080360867914
1739209782.1595058;-38.13080360867914
1739209782.1595082;-38.13080360867914
1739209782.1595106;-38.13080360867914
1739209782.1595132;-33.981070128970906
1739209782.1595156;-45.120503652039325
1739209782.159518;-33.981070128970956
1739209782.1595204;-38.13080360867914
1739209782.159523;-38.13080360867914
1739209782.1595254;-45.120503652039325
1739209782.1595278;-45.120503652039325
1739209782.1595302;-35.57807855764607
1739209782.1595328;-45.120503652039325
1739209782.1595352;-45.120503652039325
1739209782.1595376;-31.141103565318915
1739209782.15954;-38.13080360867914
1739209782.1595426;-45.120503652039325
1739209782.159545;-45.120503652039325
1739209782.1595473;-38.13080360867914
1739209782.1595497;-45.120503652039325
1739209782.1595523;-45.120503652039325
1739209782.1595547;-45.120503652039325
1739209782.159557;-38.13080360867914
1739209782.1595595;-38.13080360867914
1739209782.1595619;-38.13080360867914
1739209782.1595645;-35.57807855764607
1739209782.1595669;-35.57807855764607
1739209782.1595693;-38.13080360867914
1739209782.1595716;-45.120503652039325
1739209782.1595743;-38.13080360867914
1739209782.1595767;-45.120503652039325
1739209782.159579;-45.120503652039325
1739209782.1595814;-38.13080360867914
1739209782.159584;-38.13080360867914
1739209782.1595864;-45.120503652039325
1739209782.1595888;-45.120503652039325
1739209782.1595912;-38.13080360867914
1739209782.1595938;-38.13080360867914
1739209782.1595962;-33.981070128970906
