CAN Message; 0x1a7:000093808e853116
Timestamp;Amplitude
1739209587.2518325;-45.120503652039325
1739209587.2518404;-38.13080360867914
1739209587.2518485;-38.13080360867914
1739209587.2518563;-45.120503652039325
1739209587.2518642;-38.13080360867914
1739209587.251872;-45.120503652039325
1739209587.25188;-33.981070128970906
1739209587.2518878;-27.8777449560314
1739209587.251896;-35.57807855764607
1739209587.2519038;-38.13080360867914
1739209587.2519116;-38.13080360867914
1739209587.2519195;-45.120503652039325
1739209587.2519274;-33.981070128970906
1739209587.2519355;-32.816014438256545
1739209587.2519433;-38.13080360867914
1739209587.2519512;-38.13080360867914
1739209587.251959;-38.13080360867914
1739209587.251967;-45.120503652039325
1739209587.2519748;-45.120503652039325
1739209587.251983;-38.13080360867914
1739209587.2519908;-38.13080360867914
1739209587.2519987;-45.120503652039325
1739209587.2520065;-38.13080360867914
1739209587.2520144;-38.13080360867914
1739209587.2520225;-35.57807855764607
1739209587.2520304;-35.57807855764607
1739209587.2520382;-38.13080360867914
1739209587.252046;-38.13080360867914
1739209587.252054;-38.13080360867914
1739209587.2520618;-45.120503652039325
1739209587.25207;-45.120503652039325
1739209587.2520778;-45.120503652039325
1739209587.2520857;-38.13080360867914
1739209587.2520936;-45.120503652039325
1739209587.2521014;-38.13080360867914
1739209587.2521095;-38.13080360867914
1739209587.2521174;-38.13080360867914
1739209587.2521253;-38.13080360867914
1739209587.2521331;-45.120503652039325
1739209587.252141;-45.120503652039325
1739209587.2521489;-45.120503652039325
1739209587.252157;-38.13080360867914
1739209587.2521648;-38.13080360867914
1739209587.2521727;-45.120503652039325
1739209587.2521806;-45.120503652039325
1739209587.2521884;-45.120503652039325
1739209587.2521966;-38.13080360867914
1739209587.2522044;-38.13080360867914
1739209587.2522123;-31.141103565318893
1739209587.2522202;-32.816014438256545
1739209587.252228;-45.120503652039325
1739209587.252236;-38.13080360867914
1739209587.252244;-38.13080360867914
1739209587.2522519;-45.120503652039325
1739209587.2522597;-33.981070128970906
1739209587.2522676;-38.13080360867914
1739209587.2522755;-45.120503652039325
1739209587.2522836;-45.120503652039325
1739209587.2522914;-38.13080360867914
1739209587.2522993;-38.13080360867914
1739209587.2523072;-45.120503652039325
1739209587.252315;-45.120503652039325
1739209587.2523232;-45.120503652039325
1739209587.252331;-38.13080360867914
1739209587.252339;-38.13080360867914
1739209587.2523468;-32.816014438256545
1739209587.2523546;-38.13080360867914
1739209587.2523625;-45.120503652039325
1739209587.2523706;-33.981070128970906
1739209587.2523785;-45.120503652039325
1739209587.2523863;-45.120503652039325
1739209587.2523942;-38.13080360867914
1739209587.252402;-45.120503652039325
1739209587.2524102;-45.120503652039325
1739209587.252418;-38.13080360867914
1739209587.252426;-35.57807855764607
1739209587.2524338;-38.13080360867914
1739209587.2524416;-45.120503652039325
1739209587.2524495;-38.13080360867914
1739209587.2524576;-45.120503652039325
1739209587.2524655;-45.120503652039325
1739209587.2524734;-38.13080360867914
1739209587.2524812;-38.13080360867914
1739209587.252489;-38.13080360867914
1739209587.2524972;-38.13080360867914
1739209587.252505;-33.981070128970906
1739209587.252513;-35.57807855764607
1739209587.2525208;-45.120503652039325
1739209587.2525287;-45.120503652039325
1739209587.2525365;-38.13080360867914
1739209587.2525446;-45.120503652039325
1739209587.2525525;-45.120503652039325
1739209587.2525604;-33.981070128970906
1739209587.2525682;-45.120503652039325
1739209587.252576;-45.120503652039325
1739209587.2525842;-31.141103565318893
1739209587.252592;-45.120503652039325
1739209587.2526;-38.13080360867914
1739209587.2526078;-38.13080360867914
1739209587.2526157;-45.120503652039325
1739209587.2526236;-45.120503652039325
1739209587.2526317;-45.120503652039325
1739209587.2526395;-38.13080360867914
1739209587.2526474;-38.13080360867914
1739209587.2526553;-35.57807855764607
1739209587.2526631;-38.13080360867914
1739209587.2526712;-38.13080360867914
1739209587.252679;-38.13080360867914
1739209587.252687;-38.13080360867914
1739209587.2526948;-38.13080360867914
1739209587.2527027;-45.120503652039325
1739209587.2527106;-45.120503652039325
1739209587.2527187;-45.120503652039325
1739209587.2527266;-45.120503652039325
1739209587.2527344;-38.13080360867914
1739209587.2527423;-45.120503652039325
1739209587.2527502;-45.120503652039325
1739209587.2527583;-33.981070128970906
1739209587.2527661;-38.13080360867914
1739209587.252774;-45.120503652039325
1739209587.2527819;-45.120503652039325
1739209587.2527897;-45.120503652039325
1739209587.2527976;-45.120503652039325
1739209587.2528057;-45.120503652039325
1739209587.2528136;-33.981070128970906
1739209587.2528214;-35.57807855764607
1739209587.2528293;-38.13080360867914
1739209587.2528372;-38.13080360867914
1739209587.2528453;-38.13080360867914
1739209587.2528532;-29.438486411369333
1739209587.252861;-38.13080360867914
1739209587.252869;-45.120503652039325
1739209587.2528768;-45.120503652039325
