CAN Message; 0x150:0000b09dd8db1485
Timestamp;Amplitude
1739209902.391362;-45.120503652039325
1739209902.3913662;-45.120503652039325
1739209902.3913703;-38.13080360867914
1739209902.3913743;-35.57807855764607
1739209902.3913786;-32.816014438256545
1739209902.3913827;-45.120503652039325
1739209902.3913867;-45.120503652039325
1739209902.391391;-38.13080360867914
1739209902.391395;-45.120503652039325
1739209902.3913991;-38.13080360867914
1739209902.3914034;-45.120503652039325
1739209902.3914075;-38.13080360867914
1739209902.3914115;-38.13080360867914
1739209902.3914158;-45.120503652039325
1739209902.39142;-30.49652367304973
1739209902.391424;-38.13080360867914
1739209902.3914282;-38.13080360867914
1739209902.3914323;-45.120503652039325
1739209902.3914363;-38.13080360867914
1739209902.3914406;-45.120503652039325
1739209902.3914447;-35.57807855764607
1739209902.3914487;-45.120503652039325
1739209902.391453;-45.120503652039325
1739209902.391457;-38.13080360867914
1739209902.3914611;-35.57807855764607
1739209902.3914654;-45.120503652039325
1739209902.3914695;-45.120503652039325
1739209902.3914735;-45.120503652039325
1739209902.3914778;-45.120503652039325
1739209902.3914819;-35.57807855764607
1739209902.391486;-35.57807855764607
1739209902.3914902;-45.120503652039325
1739209902.3914943;-45.120503652039325
1739209902.3914983;-45.120503652039325
1739209902.3915026;-35.57807855764607
1739209902.3915067;-38.13080360867914
1739209902.3915107;-32.816014438256545
1739209902.391515;-45.120503652039325
1739209902.391519;-45.120503652039325
1739209902.3915231;-35.57807855764607
1739209902.3915274;-45.120503652039325
1739209902.3915315;-45.120503652039325
1739209902.3915355;-45.120503652039325
1739209902.3915398;-33.981070128970906
1739209902.3915439;-38.13080360867914
1739209902.391548;-38.13080360867914
1739209902.3915522;-38.13080360867914
1739209902.3915563;-45.120503652039325
1739209902.3915606;-45.120503652039325
1739209902.3915646;-38.13080360867914
1739209902.3915687;-38.13080360867914
1739209902.391573;-38.13080360867914
1739209902.391577;-45.120503652039325
1739209902.391581;-45.120503652039325
1739209902.3915854;-31.141103565318915
1739209902.3915894;-35.57807855764607
1739209902.3915935;-45.120503652039325
1739209902.3915977;-38.13080360867914
1739209902.3916018;-45.120503652039325
1739209902.3916059;-35.57807855764607
1739209902.3916101;-38.13080360867914
1739209902.3916142;-38.13080360867914
1739209902.3916183;-32.81601443825658
1739209902.3916225;-38.13080360867914
1739209902.3916266;-31.141103565318915
1739209902.3916306;-45.120503652039325
1739209902.391635;-45.120503652039325
1739209902.391639;-38.13080360867914
1739209902.391643;-38.13080360867914
1739209902.3916473;-45.120503652039325
1739209902.3916514;-38.13080360867914
1739209902.3916554;-35.57807855764607
1739209902.3916597;-45.120503652039325
1739209902.3916638;-38.13080360867914
1739209902.3916678;-45.120503652039325
1739209902.3916721;-45.120503652039325
1739209902.3916762;-45.120503652039325
1739209902.3916802;-45.120503652039325
1739209902.3916845;-38.13080360867914
1739209902.3916886;-35.57807855764607
1739209902.3916926;-45.120503652039325
1739209902.391697;-38.13080360867914
1739209902.391701;-38.13080360867914
1739209902.391705;-35.57807855764607
1739209902.3917093;-35.57807855764607
1739209902.3917134;-38.13080360867914
1739209902.3917174;-30.49652367304973
1739209902.3917217;-33.981070128970906
1739209902.3917258;-38.13080360867914
1739209902.3917298;-45.120503652039325
1739209902.3917341;-45.120503652039325
1739209902.3917382;-45.120503652039325
1739209902.3917422;-38.13080360867914
1739209902.3917465;-45.120503652039325
1739209902.3917506;-35.57807855764607
1739209902.3917546;-31.141103565318915
1739209902.391759;-38.13080360867914
1739209902.391763;-38.13080360867914
1739209902.391767;-35.57807855764607
1739209902.3917713;-33.981070128970906
1739209902.3917754;-35.57807855764607
1739209902.3917794;-38.13080360867914
1739209902.3917837;-33.981070128970906
1739209902.3917878;-31.141103565318915
1739209902.3917918;-38.13080360867914
1739209902.391796;-45.120503652039325
1739209902.3918002;-45.120503652039325
1739209902.3918042;-45.120503652039325
1739209902.3918085;-45.120503652039325
1739209902.3918126;-45.120503652039325
1739209902.3918166;-45.120503652039325
1739209902.391821;-38.13080360867914
1739209902.391825;-45.120503652039325
1739209902.391829;-45.120503652039325
1739209902.3918333;-38.13080360867914
1739209902.3918374;-38.13080360867914
1739209902.3918414;-38.13080360867914
1739209902.3918457;-45.120503652039325
1739209902.3918498;-45.120503652039325
1739209902.3918538;-38.13080360867914
1739209902.391858;-45.120503652039325
1739209902.3918622;-45.120503652039325
1739209902.3918662;-38.13080360867914
1739209902.3918705;-35.57807855764607
1739209902.3918746;-38.13080360867914
1739209902.3918786;-45.120503652039325
1739209902.391883;-38.13080360867914
1739209902.391887;-38.13080360867914
1739209902.391891;-38.13080360867914
1739209902.3918953;-33.981070128970906
1739209902.3918993;-32.816014438256545
1739209902.3919034;-45.120503652039325
1739209902.3919077;-38.13080360867914
1739209902.3919117;-38.13080360867914
1739209902.3919158;-45.120503652039325
1739209902.39192;-45.120503652039325
1739209902.3919241;-45.120503652039325
1739209902.3919282;-45.120503652039325
1739209902.3919325;-35.57807855764607
1739209902.3919365;-38.13080360867914
1739209902.3919408;-45.120503652039325
1739209902.391945;-38.13080360867914
1739209902.391949;-38.13080360867914
1739209902.3919532;-38.13080360867914
1739209902.3919573;-38.13080360867914
1739209902.3919613;-35.57807855764607
1739209902.3919656;-38.13080360867914
1739209902.3919697;-33.981070128970906
1739209902.3919737;-38.13080360867914
1739209902.391978;-38.13080360867914
1739209902.391982;-31.141103565318893
1739209902.3919861;-45.120503652039325
1739209902.3919904;-45.120503652039325
1739209902.3919945;-38.13080360867914
1739209902.3919985;-35.57807855764607
1739209902.3920028;-45.120503652039325
1739209902.3920069;-45.120503652039325
1739209902.392011;-38.13080360867914
1739209902.3920152;-45.120503652039325
1739209902.3920193;-35.57807855764607
1739209902.3920233;-38.13080360867914
1739209902.3920276;-33.981070128970906
1739209902.3920317;-35.57807855764607
1739209902.3920357;-38.13080360867914
1739209902.39204;-35.57807855764607
1739209902.392044;-38.13080360867914
1739209902.3920481;-35.57807855764607
1739209902.3920524;-45.120503652039325
1739209902.3920565;-45.120503652039325
1739209902.3920605;-38.13080360867914
1739209902.3920648;-38.13080360867914
1739209902.3920689;-45.120503652039325
1739209902.392073;-45.120503652039325
1739209902.3920772;-38.13080360867914
1739209902.3920813;-38.13080360867914
1739209902.3920853;-38.13080360867914
1739209902.3920896;-38.13080360867914
1739209902.3920937;-38.13080360867914
1739209902.3920977;-38.13080360867914
1739209902.392102;-38.13080360867914
1739209902.392106;-38.13080360867914
1739209902.39211;-33.981070128970906
1739209902.3921144;-38.13080360867914
1739209902.3921185;-45.120503652039325
1739209902.3921225;-45.120503652039325
1739209902.3921268;-38.13080360867914
1739209902.3921309;-45.120503652039325
1739209902.392135;-45.120503652039325
1739209902.3921392;-45.120503652039325
1739209902.3921432;-38.13080360867914
1739209902.3921473;-35.57807855764607
1739209902.3921516;-45.120503652039325
1739209902.3921556;-45.120503652039325
1739209902.3921597;-38.13080360867914
1739209902.392164;-38.13080360867914
1739209902.392168;-38.13080360867914
1739209902.392172;-35.57807855764607
1739209902.3921764;-38.13080360867914
1739209902.3921804;-45.120503652039325
1739209902.3921845;-35.57807855764607
1739209902.3921888;-29.438486411369333
1739209902.3921928;-35.57807855764607
1739209902.392197;-35.57807855764607
1739209902.3922012;-45.120503652039325
1739209902.3922052;-38.13080360867914
1739209902.3922093;-45.120503652039325
1739209902.3922136;-38.13080360867914
1739209902.3922176;-45.120503652039325
1739209902.3922217;-45.120503652039325
1739209902.392226;-38.13080360867914
1739209902.39223;-35.57807855764607
1739209902.392234;-45.120503652039325
1739209902.3922384;-45.120503652039325
1739209902.3922424;-33.981070128970906
1739209902.3922465;-38.13080360867914
1739209902.3922508;-45.120503652039325
1739209902.3922548;-38.13080360867914
1739209902.392259;-38.13080360867914
1739209902.3922632;-38.13080360867914
1739209902.3922672;-45.120503652039325
1739209902.3922713;-38.13080360867914
1739209902.3922756;-38.13080360867914
1739209902.3922796;-38.13080360867914
1739209902.3922837;-38.13080360867914
1739209902.392288;-32.816014438256545
1739209902.392292;-38.13080360867914
1739209902.392296;-35.57807855764607
1739209902.3923004;-35.57807855764607
1739209902.3923044;-38.13080360867914
1739209902.3923085;-33.981070128970906
1739209902.3923128;-38.13080360867914
1739209902.3923168;-45.120503652039325
1739209902.392321;-33.981070128970956
1739209902.3923252;-38.13080360867914
1739209902.3923292;-32.816014438256545
1739209902.3923335;-45.120503652039325
1739209902.3923376;-45.120503652039325
1739209902.3923416;-38.13080360867914
1739209902.392346;-35.57807855764607
1739209902.39235;-38.13080360867914
1739209902.392354;-33.981070128970906
1739209902.3923583;-38.13080360867914
1739209902.3923624;-35.57807855764607
1739209902.3923664;-38.13080360867914
1739209902.3923707;-45.120503652039325
1739209902.3923748;-38.13080360867914
1739209902.3923788;-38.13080360867914
1739209902.392383;-38.13080360867914
1739209902.3923872;-38.13080360867914
1739209902.3923912;-38.13080360867914
1739209902.3923955;-35.57807855764607
1739209902.3923995;-45.120503652039325
1739209902.3924036;-45.120503652039325
1739209902.392408;-38.13080360867914
1739209902.392412;-38.13080360867914
1739209902.392416;-38.13080360867914
1739209902.3924203;-45.120503652039325
1739209902.3924243;-45.120503652039325
1739209902.3924284;-38.13080360867914
