CAN Message; 0x1b8:0300e5d34854a568
1739209835.7732537;-38.13080360867914
1739209835.7732615;-38.13080360867914
1739209835.7732692;-38.13080360867914
1739209835.7732768;-38.13080360867914
1739209835.7732844;-38.13080360867914
1739209835.7732923;-45.120503652039325
1739209835.7733;-38.13080360867914
1739209835.7733076;-45.120503652039325
1739209835.7733152;-38.13080360867914
1739209835.773323;-38.13080360867914
1739209835.7733307;-45.120503652039325
1739209835.7733383;-45.120503652039325
1739209835.773346;-38.13080360867914
1739209835.7733538;-38.13080360867914
1739209835.7733614;-38.13080360867914
1739209835.773369;-33.981070128970906
1739209835.773377;-45.120503652039325
1739209835.7733846;-45.120503652039325
1739209835.7733922;-38.13080360867914
1739209835.7733998;-38.13080360867914
1739209835.7734077;-35.57807855764607
1739209835.7734153;-31.141103565318915
1739209835.773423;-45.120503652039325
1739209835.7734306;-45.120503652039325
1739209835.7734385;-32.816014438256545
1739209835.773446;-45.120503652039325
1739209835.7734537;-45.120503652039325
1739209835.7734613;-45.120503652039325
1739209835.7734692;-38.13080360867914
1739209835.7734768;-38.13080360867914
1739209835.7734845;-38.13080360867914
1739209835.773492;-38.13080360867914
1739209835.7735;-45.120503652039325
1739209835.7735076;-45.120503652039325
1739209835.7735152;-45.120503652039325
1739209835.773523;-45.120503652039325
1739209835.7735307;-45.120503652039325
1739209835.7735384;-45.120503652039325
1739209835.773546;-38.13080360867914
1739209835.7735538;-38.13080360867914
1739209835.7735615;-45.120503652039325
1739209835.773569;-38.13080360867914
1739209835.7735767;-35.57807855764607
1739209835.7735846;-45.120503652039325
1739209835.7735922;-38.13080360867914
1739209835.7735999;-33.981070128970906
1739209835.7736075;-38.13080360867914
1739209835.7736154;-38.13080360867914
1739209835.773623;-45.120503652039325
1739209835.7736306;-38.13080360867914
1739209835.7736382;-38.13080360867914
1739209835.773646;-45.120503652039325
1739209835.7736537;-45.120503652039325
1739209835.7736614;-38.13080360867914
1739209835.773669;-35.57807855764607
1739209835.7736769;-38.13080360867914
1739209835.7736845;-45.120503652039325
1739209835.7736921;-38.13080360867914
1739209835.7737;-32.816014438256545
1739209835.7737076;-45.120503652039325
1739209835.7737153;-38.13080360867914
1739209835.773723;-27.267205301931607
1739209835.7737308;-38.13080360867914
1739209835.7737384;-45.120503652039325
1739209835.773746;-38.13080360867914
1739209835.7737536;-33.981070128970906
1739209835.7737615;-35.57807855764607
1739209835.7737691;-45.120503652039325
1739209835.7737768;-45.120503652039325
1739209835.7737844;-45.120503652039325
1739209835.7737923;-45.120503652039325
1739209835.7738;-45.120503652039325
1739209835.7738075;-45.120503652039325
1739209835.7738152;-38.13080360867914
1739209835.773823;-45.120503652039325
1739209835.7738307;-45.120503652039325
1739209835.7738383;-45.120503652039325
1739209835.7738461;-31.141103565318943
1739209835.7738538;-45.120503652039325
1739209835.7738614;-33.981070128970906
1739209835.773869;-45.120503652039325
1739209835.773877;-38.13080360867914
1739209835.7738845;-35.57807855764607
1739209835.7738922;-45.120503652039325
1739209835.7738998;-38.13080360867914
1739209835.7739077;-28.992665084841942
1739209835.7739153;-45.120503652039325
1739209835.773923;-45.120503652039325
1739209835.7739305;-35.57807855764607
1739209835.7739384;-45.120503652039325
1739209835.773946;-45.120503652039325
1739209835.7739537;-35.57807855764607
1739209835.7739613;-38.13080360867914
1739209835.7739692;-45.120503652039325
1739209835.7739768;-45.120503652039325
1739209835.7739844;-45.120503652039325
1739209835.7739923;-45.120503652039325
1739209835.774;-35.57807855764607
1739209835.7740076;-38.13080360867914
1739209835.7740152;-38.13080360867914
1739209835.774023;-45.120503652039325
1739209835.7740307;-45.120503652039325
1739209835.7740383;-45.120503652039325
1739209835.774046;-45.120503652039325
1739209835.7740538;-45.120503652039325
1739209835.7740614;-45.120503652039325
1739209835.774069;-38.13080360867914
1739209835.7740767;-45.120503652039325
1739209835.7740846;-45.120503652039325
1739209835.7740922;-33.981070128970906
1739209835.7740998;-45.120503652039325
1739209835.7741075;-38.13080360867914
1739209835.7741153;-45.120503652039325
1739209835.774123;-45.120503652039325
1739209835.7741306;-45.120503652039325
1739209835.7741385;-38.13080360867914
1739209835.774146;-45.120503652039325
1739209835.7741537;-45.120503652039325
1739209835.7741613;-38.13080360867914
1739209835.7741692;-45.120503652039325
1739209835.7741768;-45.120503652039325
1739209835.7741845;-45.120503652039325
1739209835.774192;-33.981070128970906
1739209835.7742;-45.120503652039325
1739209835.7742076;-45.120503652039325
1739209835.7742152;-38.13080360867914
1739209835.7742229;-45.120503652039325
1739209835.7742307;-45.120503652039325
1739209835.7742383;-45.120503652039325
1739209835.774246;-45.120503652039325
1739209835.7742536;-45.120503652039325
1739209835.7742615;-45.120503652039325
1739209835.774269;-45.120503652039325
1739209835.7742767;-45.120503652039325
1739209835.7742846;-45.120503652039325
1739209835.7742922;-35.57807855764607
1739209835.7742999;-38.13080360867914
1739209835.7743075;-35.57807855764607
1739209835.7743154;-38.13080360867914
1739209835.774323;-45.120503652039325
1739209835.7743306;-38.13080360867914
1739209835.7743382;-38.13080360867914
1739209835.774346;-33.981070128970906
1739209835.7743537;-45.120503652039325
1739209835.7743614;-33.981070128970906
1739209835.774369;-45.120503652039325
1739209835.7743769;-45.120503652039325
1739209835.7743845;-38.13080360867914
1739209835.7743921;-45.120503652039325
1739209835.7743998;-38.13080360867914
1739209835.7744076;-38.13080360867914
1739209835.7744153;-38.13080360867914
1739209835.774423;-38.13080360867914
1739209835.7744308;-32.816014438256545
1739209835.7744384;-45.120503652039325
1739209835.774446;-38.13080360867914
1739209835.7744536;-35.57807855764607
1739209835.7744615;-45.120503652039325
1739209835.7744691;-33.981070128970906
1739209835.7744768;-35.57807855764607
1739209835.7744844;-35.57807855764607
1739209835.7744923;-45.120503652039325
1739209835.7745;-38.13080360867914
1739209835.7745075;-38.13080360867914
1739209835.7745152;-45.120503652039325
1739209835.774523;-35.57807855764607
1739209835.7745306;-38.13080360867914
1739209835.7745383;-38.13080360867914
1739209835.774546;-45.120503652039325
1739209835.7745538;-45.120503652039325
1739209835.7745614;-45.120503652039325
1739209835.774569;-38.13080360867914
1739209835.7745767;-45.120503652039325
1739209835.7745845;-45.120503652039325
1739209835.7745922;-38.13080360867914
1739209835.7745998;-45.120503652039325
1739209835.7746077;-38.13080360867914
1739209835.7746153;-33.981070128970906
1739209835.774623;-38.13080360867914
1739209835.7746305;-38.13080360867914
1739209835.7746384;-45.120503652039325
1739209835.774646;-32.816014438256545
1739209835.7746537;-27.267205301931607
1739209835.7746613;-38.13080360867914
1739209835.7746692;-38.13080360867914
1739209835.7746768;-45.120503652039325
1739209835.7746844;-33.981070128970906
1739209835.774692;-38.13080360867914
1739209835.7747;-35.57807855764607
1739209835.7747076;-38.13080360867914
1739209835.7747152;-38.13080360867914
1739209835.7747228;-38.13080360867914
1739209835.7747307;-45.120503652039325
1739209835.7747383;-30.49652367304973
1739209835.774746;-38.13080360867914
1739209835.7747538;-38.13080360867914
1739209835.7747614;-45.120503652039325
1739209835.774769;-45.120503652039325
1739209835.7747767;-31.141103565318915
1739209835.7747846;-38.13080360867914
1739209835.7747922;-38.13080360867914
1739209835.7747998;-38.13080360867914
1739209835.7748075;-33.981070128970906
1739209835.7748153;-38.13080360867914
1739209835.774823;-35.57807855764607
1739209835.7748306;-38.13080360867914
1739209835.7748382;-38.13080360867914
1739209835.774846;-38.13080360867914
1739209835.7748537;-45.120503652039325
1739209835.7748613;-35.57807855764607
1739209835.774869;-45.120503652039325
1739209835.7748768;-38.13080360867914
1739209835.7748845;-45.120503652039325
1739209835.774892;-38.13080360867914
1739209835.7749;-31.141103565318915
1739209835.7749076;-33.981070128970906
1739209835.7749152;-45.120503652039325
1739209835.7749228;-45.120503652039325
1739209835.7749307;-38.13080360867914
1739209835.7749383;-45.120503652039325
1739209835.774946;-33.981070128970906
1739209835.7749536;-45.120503652039325
1739209835.7749615;-38.13080360867914
1739209835.774969;-38.13080360867914
1739209835.7749767;-45.120503652039325
1739209835.7749844;-38.13080360867914
1739209835.7749922;-38.13080360867914
1739209835.7749999;-38.13080360867914
1739209835.7750075;-45.120503652039325
1739209835.775015;-45.120503652039325
1739209835.775023;-45.120503652039325
1739209835.7750306;-35.57807855764607
1739209835.7750382;-35.57807855764607
1739209835.775046;-45.120503652039325
1739209835.7750537;-38.13080360867914
1739209835.7750614;-33.981070128970906
1739209835.775069;-35.57807855764607
1739209835.7750769;-38.13080360867914
1739209835.7750845;-38.13080360867914
1739209835.7750921;-45.120503652039325
1739209835.7750998;-45.120503652039325
1739209835.7751076;-38.13080360867914
1739209835.7751153;-38.13080360867914
1739209835.775123;-45.120503652039325
1739209835.7751305;-38.13080360867914
1739209835.7751384;-38.13080360867914
1739209835.775146;-38.13080360867914
1739209835.7751536;-38.13080360867914
1739209835.7751613;-45.120503652039325
1739209835.7751691;-38.13080360867914
1739209835.7751768;-38.13080360867914
1739209835.7751844;-45.120503652039325
1739209835.7751923;-45.120503652039325
1739209835.7752;-38.13080360867914
1739209835.7752075;-38.13080360867914
1739209835.7752151;-38.13080360867914
1739209835.775223;-38.13080360867914
1739209835.7752306;-38.13080360867914
1739209835.7752383;-38.13080360867914
1739209835.775246;-38.13080360867914
1739209835.7752538;-45.120503652039325
1739209835.7752614;-35.57807855764607
1739209835.775269;-38.13080360867914
1739209835.7752767;-45.120503652039325
1739209835.7752845;-45.120503652039325
1739209835.7752922;-38.13080360867914
1739209835.7752998;-38.13080360867914
1739209835.7753074;-45.120503652039325
1739209835.7753153;-45.120503652039325
1739209835.775323;-33.981070128970906
1739209835.7753305;-45.120503652039325
1739209835.7753384;-38.13080360867914
1739209835.775346;-38.13080360867914
1739209835.7753537;-45.120503652039325
1739209835.7753613;-45.120503652039325
1739209835.7753692;-38.13080360867914
1739209835.7753768;-35.57807855764607
1739209835.7753844;-45.120503652039325
1739209835.775392;-35.57807855764607
1739209835.7754;-45.120503652039325
1739209835.7754076;-45.120503652039325
1739209835.7754152;-45.120503652039325
1739209835.7754228;-45.120503652039325
1739209835.7754307;-45.120503652039325
1739209835.7754383;-45.120503652039325
1739209835.775446;-45.120503652039325
1739209835.7754536;-45.120503652039325
1739209835.7754614;-31.141103565318893
1739209835.775469;-32.816014438256545
1739209835.7754767;-45.120503652039325
1739209835.7754843;-45.120503652039325
1739209835.7754922;-38.13080360867914
1739209835.7754998;-35.57807855764607
1739209835.7755075;-38.13080360867914
1739209835.7755153;-45.120503652039325
1739209835.775523;-35.57807855764607
1739209835.7755306;-32.816014438256545
1739209835.7755382;-45.120503652039325
1739209835.775546;-45.120503652039325
1739209835.7755537;-45.120503652039325
1739209835.7755613;-33.981070128970906
1739209835.775569;-45.120503652039325
1739209835.7755768;-45.120503652039325
1739209835.7755845;-45.120503652039325
1739209835.775592;-45.120503652039325
1739209835.7755997;-38.13080360867914
1739209835.7756076;-45.120503652039325
1739209835.7756152;-33.981070128970906
1739209835.7756228;-45.120503652039325
1739209835.7756305;-38.13080360867914
1739209835.7756383;-45.120503652039325
1739209835.775646;-31.141103565318893
1739209835.7756536;-27.8777449560314
1739209835.7756615;-45.120503652039325
1739209835.775669;-45.120503652039325
1739209835.7756767;-35.57807855764607
1739209835.7756844;-35.57807855764607
1739209835.7756922;-45.120503652039325
1739209835.7756999;-38.13080360867914
1739209835.7757075;-45.120503652039325
1739209835.775715;-45.120503652039325
1739209835.775723;-33.981070128970906
1739209835.7757306;-38.13080360867914
1739209835.7757382;-45.120503652039325
1739209835.7757459;-45.120503652039325
1739209835.7757537;-45.120503652039325
1739209835.7757614;-45.120503652039325
1739209835.775769;-38.13080360867914
1739209835.7757766;-35.57807855764607
1739209835.7757845;-38.13080360867914
1739209835.7757921;-38.13080360867914
1739209835.7757998;-45.120503652039325
1739209835.7758076;-45.120503652039325
1739209835.7758152;-38.13080360867914
1739209835.7758229;-45.120503652039325
1739209835.7758305;-38.13080360867914
1739209835.7758384;-38.13080360867914
1739209835.775846;-35.57807855764607
1739209835.7758536;-33.981070128970906
1739209835.7758613;-38.13080360867914
1739209835.7758691;-38.13080360867914
1739209835.7758768;-38.13080360867914
1739209835.7758844;-38.13080360867914
1739209835.775892;-45.120503652039325
1739209835.7759;-31.141103565318943
1739209835.7759075;-35.57807855764607
1739209835.7759151;-30.49652367304973
1739209835.7759228;-45.120503652039325
1739209835.7759306;-45.120503652039325
1739209835.7759383;-38.13080360867914
1739209835.775946;-38.13080360867914
1739209835.7759538;-38.13080360867914
1739209835.7759614;-28.992665084841942
1739209835.775969;-45.120503652039325
1739209835.7759767;-45.120503652039325
1739209835.7759845;-38.13080360867914
1739209835.7759922;-38.13080360867914
1739209835.7759998;-33.981070128970906
1739209835.7760074;-38.13080360867914
1739209835.7760153;-45.120503652039325
1739209835.776023;-30.49652367304976
1739209835.7760305;-38.13080360867914
1739209835.7760382;-38.13080360867914
1739209835.776046;-45.120503652039325
1739209835.7760537;-45.120503652039325
1739209835.7760613;-38.13080360867914
1739209835.776069;-45.120503652039325
1739209835.7760768;-45.120503652039325
1739209835.7760844;-33.981070128970906
1739209835.776092;-45.120503652039325
1739209835.7761;-45.120503652039325
1739209835.7761075;-38.13080360867914
1739209835.7761152;-45.120503652039325
1739209835.7761228;-45.120503652039325
1739209835.7761307;-45.120503652039325
1739209835.7761383;-45.120503652039325
1739209835.776146;-45.120503652039325
1739209835.7761536;-38.13080360867914
1739209835.7761614;-45.120503652039325
1739209835.776169;-45.120503652039325
1739209835.7761767;-33.981070128970906
1739209835.7761843;-45.120503652039325
1739209835.7761922;-45.120503652039325
1739209835.7761998;-45.120503652039325
1739209835.7762074;-38.13080360867914
1739209835.776215;-45.120503652039325
1739209835.776223;-45.120503652039325
1739209835.7762306;-45.120503652039325
1739209835.7762382;-45.120503652039325
1739209835.776246;-38.13080360867914
1739209835.7762537;-35.57807855764607
1739209835.7762613;-45.120503652039325
1739209835.776269;-38.13080360867914
1739209835.7762768;-45.120503652039325
1739209835.7762845;-45.120503652039325
1739209835.776292;-45.120503652039325
1739209835.7762997;-45.120503652039325
1739209835.7763076;-33.981070128970906
1739209835.7763152;-45.120503652039325
1739209835.7763228;-45.120503652039325
1739209835.7763305;-38.13080360867914
1739209835.7763383;-38.13080360867914
1739209835.776346;-38.13080360867914
1739209835.7763536;-38.13080360867914
1739209835.7763612;-45.120503652039325
1739209835.776369;-38.13080360867914
1739209835.7763767;-38.13080360867914
1739209835.7763844;-45.120503652039325
1739209835.776392;-45.120503652039325
1739209835.7763999;-45.120503652039325
1739209835.7764075;-38.13080360867914
1739209835.776415;-38.13080360867914
1739209835.776423;-38.13080360867914
1739209835.7764306;-45.120503652039325
1739209835.7764382;-38.13080360867914
1739209835.7764459;-45.120503652039325
1739209835.7764537;-45.120503652039325
1739209835.7764614;-31.141103565318915
1739209835.776469;-45.120503652039325
1739209835.7764766;-45.120503652039325
1739209835.7764845;-38.13080360867914
1739209835.776492;-32.816014438256545
1739209835.7764997;-38.13080360867914
1739209835.7765074;-38.13080360867914
1739209835.7765152;-45.120503652039325
1739209835.7765229;-45.120503652039325
1739209835.7765305;-45.120503652039325
1739209835.7765381;-38.13080360867914
1739209835.776546;-45.120503652039325
1739209835.7765536;-45.120503652039325
1739209835.7765613;-38.13080360867914
1739209835.7765691;-38.13080360867914
1739209835.7765768;-45.120503652039325
1739209835.7765844;-45.120503652039325
1739209835.776592;-45.120503652039325
1739209835.7766;-38.13080360867914
1739209835.7766075;-35.57807855764607
1739209835.7766151;-38.13080360867914
1739209835.7766228;-38.13080360867914
1739209835.7766306;-38.13080360867914
1739209835.7766383;-38.13080360867914
1739209835.776646;-28.58837851428586
1739209835.7766535;-35.57807855764607
1739209835.7766614;-45.120503652039325
1739209835.776669;-38.13080360867914
1739209835.7766767;-38.13080360867914
1739209835.7766843;-38.13080360867914
1739209835.7766922;-38.13080360867914
1739209835.7766998;-38.13080360867914
1739209835.7767074;-33.981070128970956
1739209835.7767153;-45.120503652039325
1739209835.776723;-45.120503652039325
1739209835.7767305;-38.13080360867914
1739209835.7767382;-45.120503652039325
1739209835.776746;-38.13080360867914
1739209835.7767537;-35.57807855764607
1739209835.7767613;-45.120503652039325
1739209835.776769;-29.438486411369333
1739209835.7767768;-31.141103565318893
1739209835.7767844;-45.120503652039325
1739209835.776792;-38.13080360867914
1739209835.7767997;-33.981070128970906
1739209835.7768075;-38.13080360867914
1739209835.7768152;-45.120503652039325
1739209835.7768228;-45.120503652039325
1739209835.7768304;-45.120503652039325
1739209835.7768383;-45.120503652039325
1739209835.776846;-45.120503652039325
1739209835.7768536;-45.120503652039325
1739209835.7768614;-45.120503652039325
1739209835.776869;-38.13080360867914
1739209835.7768767;-38.13080360867914
1739209835.7768843;-45.120503652039325
1739209835.7768922;-45.120503652039325
1739209835.7768998;-38.13080360867914
1739209835.7769074;-45.120503652039325
1739209835.776915;-45.120503652039325
1739209835.776923;-38.13080360867914
1739209835.7769306;-38.13080360867914
1739209835.7769382;-45.120503652039325
1739209835.7769458;-45.120503652039325
1739209835.7769537;-31.141103565318893
1739209835.7769613;-35.57807855764607
1739209835.776969;-45.120503652039325
1739209835.7769766;-45.120503652039325
1739209835.7769845;-38.13080360867914
1739209835.776992;-32.816014438256545
1739209835.7769997;-45.120503652039325
1739209835.7770076;-45.120503652039325
1739209835.7770152;-45.120503652039325
1739209835.7770228;-45.120503652039325
1739209835.7770305;-38.13080360867914
1739209835.7770383;-38.13080360867914
1739209835.777046;-38.13080360867914
1739209835.7770536;-31.141103565318915
1739209835.7770612;-35.57807855764607
1739209835.777069;-45.120503652039325
1739209835.7770767;-32.816014438256545
1739209835.7770844;-35.57807855764607
1739209835.777092;-45.120503652039325
1739209835.7770998;-45.120503652039325
1739209835.7771075;-38.13080360867914
1739209835.777115;-35.57807855764607
1739209835.7771227;-45.120503652039325
1739209835.7771306;-35.57807855764607
1739209835.7771382;-45.120503652039325
1739209835.7771459;-38.13080360867914
1739209835.7771535;-38.13080360867914
1739209835.7771614;-45.120503652039325
1739209835.777169;-45.120503652039325
1739209835.7771766;-45.120503652039325
1739209835.7771845;-38.13080360867914
1739209835.777192;-45.120503652039325
1739209835.7771997;-32.816014438256545
1739209835.7772074;-30.49652367304973
1739209835.7772152;-38.13080360867914
1739209835.7772229;-38.13080360867914
1739209835.7772305;-38.13080360867914
1739209835.7772381;-38.13080360867914
1739209835.777246;-38.13080360867914
1739209835.7772536;-45.120503652039325
1739209835.7772613;-45.120503652039325
1739209835.777269;-45.120503652039325
1739209835.7772768;-38.13080360867914
1739209835.7772844;-38.13080360867914
1739209835.777292;-38.13080360867914
1739209835.7772996;-35.57807855764607
1739209835.7773075;-45.120503652039325
1739209835.7773151;-45.120503652039325
1739209835.7773228;-45.120503652039325
1739209835.7773306;-45.120503652039325
1739209835.7773383;-45.120503652039325
1739209835.777346;-45.120503652039325
1739209835.7773535;-38.13080360867914
1739209835.7773614;-45.120503652039325
1739209835.777369;-38.13080360867914
1739209835.7773767;-38.13080360867914
1739209835.7773843;-35.57807855764607
1739209835.7773921;-30.49652367304973
1739209835.7773998;-35.57807855764607
1739209835.7774074;-45.120503652039325
1739209835.777415;-35.57807855764607
1739209835.777423;-38.13080360867914
1739209835.7774305;-45.120503652039325
1739209835.7774382;-38.13080360867914
1739209835.7774458;-33.981070128970906
1739209835.7774537;-38.13080360867914
1739209835.7774613;-45.120503652039325
1739209835.777469;-45.120503652039325
1739209835.7774768;-33.981070128970906
1739209835.7774844;-33.981070128970906
1739209835.777492;-45.120503652039325
1739209835.7774997;-45.120503652039325
1739209835.7775075;-33.981070128970906
1739209835.7775152;-38.13080360867914
1739209835.7775228;-45.120503652039325
1739209835.7775304;-45.120503652039325
1739209835.7775383;-45.120503652039325
1739209835.777546;-45.120503652039325
1739209835.7775536;-45.120503652039325
1739209835.7775612;-45.120503652039325
1739209835.777569;-35.57807855764607
1739209835.7775767;-38.13080360867914
1739209835.7775843;-38.13080360867914
1739209835.777592;-45.120503652039325
1739209835.7775998;-38.13080360867914
1739209835.7776074;-33.981070128970906
1739209835.777615;-38.13080360867914
1739209835.777623;-45.120503652039325
1739209835.7776306;-38.13080360867914
1739209835.7776382;-33.981070128970906
1739209835.7776458;-38.13080360867914
1739209835.7776537;-45.120503652039325
1739209835.7776613;-38.13080360867914
1739209835.777669;-45.120503652039325
1739209835.7776766;-45.120503652039325
1739209835.7776845;-38.13080360867914
1739209835.777692;-45.120503652039325
1739209835.7776997;-38.13080360867914
1739209835.7777073;-38.13080360867914
1739209835.7777152;-38.13080360867914
1739209835.7777228;-45.120503652039325
1739209835.7777305;-45.120503652039325
1739209835.777738;-38.13080360867914
1739209835.777746;-45.120503652039325
1739209835.7777536;-45.120503652039325
1739209835.7777612;-38.13080360867914
1739209835.777769;-38.13080360867914
1739209835.7777767;-38.13080360867914
1739209835.7777843;-38.13080360867914
1739209835.777792;-38.13080360867914
1739209835.7777998;-38.13080360867914
1739209835.7778075;-45.120503652039325
1739209835.777815;-38.13080360867914
1739209835.7778227;-45.120503652039325
1739209835.7778306;-35.57807855764607
1739209835.7778382;-35.57807855764607
1739209835.7778459;-45.120503652039325
1739209835.7778535;-38.13080360867914
1739209835.7778614;-33.981070128970906
1739209835.777869;-38.13080360867914
1739209835.7778766;-35.57807855764607
1739209835.7778842;-35.57807855764607
1739209835.777892;-28.58837851428586
1739209835.7778997;-35.57807855764607
1739209835.7779074;-38.13080360867914
1739209835.7779152;-45.120503652039325
1739209835.7779229;-35.57807855764607
1739209835.7779305;-38.13080360867914
1739209835.7779381;-45.120503652039325
1739209835.777946;-38.13080360867914
1739209835.7779536;-38.13080360867914
1739209835.7779613;-38.13080360867914
1739209835.777969;-45.120503652039325
1739209835.7779768;-45.120503652039325
1739209835.7779844;-45.120503652039325
1739209835.777992;-45.120503652039325
1739209835.7779996;-45.120503652039325
1739209835.7780075;-38.13080360867914
1739209835.7780151;-26.991370085610722
1739209835.7780228;-35.57807855764607
1739209835.7780304;-45.120503652039325
1739209835.7780383;-45.120503652039325
1739209835.778046;-38.13080360867914
1739209835.7780535;-45.120503652039325
1739209835.7780612;-45.120503652039325
1739209835.778069;-45.120503652039325
1739209835.7780766;-33.981070128970956
1739209835.7780843;-45.120503652039325
1739209835.7780921;-38.13080360867914
1739209835.7780998;-45.120503652039325
1739209835.7781074;-45.120503652039325
1739209835.778115;-45.120503652039325
1739209835.778123;-35.57807855764607
1739209835.7781305;-45.120503652039325
1739209835.7781382;-28.58837851428586
1739209835.7781458;-35.57807855764607
1739209835.7781537;-45.120503652039325
1739209835.7781613;-33.981070128970906
1739209835.778169;-45.120503652039325
1739209835.7781765;-38.13080360867914
1739209835.7781844;-38.13080360867914
1739209835.778192;-45.120503652039325
1739209835.7781997;-45.120503652039325
1739209835.7782073;-45.120503652039325
1739209835.7782152;-45.120503652039325
1739209835.7782228;-45.120503652039325
1739209835.7782304;-45.120503652039325
1739209835.7782383;-45.120503652039325
1739209835.778246;-38.13080360867914
1739209835.7782536;-35.57807855764607
1739209835.7782612;-45.120503652039325
1739209835.778269;-45.120503652039325
1739209835.7782767;-35.57807855764607
1739209835.7782843;-35.57807855764607
1739209835.778292;-45.120503652039325
1739209835.7782998;-45.120503652039325
1739209835.7783074;-38.13080360867914
1739209835.778315;-38.13080360867914
1739209835.7783227;-35.57807855764607
1739209835.7783306;-38.13080360867914
1739209835.7783382;-45.120503652039325
1739209835.7783458;-45.120503652039325
