CAN Message; 0x77:33087c9b3890f440
1739209728.8618217;-45.120503652039325
1739209728.8618236;-33.981070128970906
1739209728.8618252;-38.13080360867914
1739209728.8618271;-45.120503652039325
1739209728.8618288;-32.816014438256545
1739209728.8618307;-38.13080360867914
1739209728.8618326;-38.13080360867914
1739209728.8618343;-45.120503652039325
1739209728.8618362;-45.120503652039325
1739209728.8618379;-38.13080360867914
1739209728.8618398;-35.57807855764607
1739209728.8618414;-45.120503652039325
1739209728.8618433;-32.81601443825658
1739209728.861845;-45.120503652039325
1739209728.861847;-38.13080360867914
1739209728.8618488;-38.13080360867914
1739209728.8618505;-45.120503652039325
1739209728.8618524;-38.13080360867914
1739209728.861854;-38.13080360867914
1739209728.861856;-45.120503652039325
1739209728.8618577;-26.991370085610736
1739209728.8618596;-38.13080360867914
1739209728.8618612;-45.120503652039325
1739209728.8618631;-45.120503652039325
1739209728.861865;-45.120503652039325
1739209728.8618667;-45.120503652039325
1739209728.8618686;-38.13080360867914
1739209728.8618703;-38.13080360867914
1739209728.8618722;-32.81601443825658
1739209728.8618739;-45.120503652039325
1739209728.8618758;-45.120503652039325
1739209728.8618774;-38.13080360867914
1739209728.8618793;-38.13080360867914
1739209728.8618813;-45.120503652039325
1739209728.861883;-45.120503652039325
1739209728.8618848;-38.13080360867914
1739209728.8618865;-25.826314394896354
1739209728.8618884;-33.981070128970906
1739209728.86189;-45.120503652039325
1739209728.861892;-38.13080360867914
1739209728.8618937;-35.57807855764607
1739209728.8618956;-38.13080360867914
1739209728.8618975;-45.120503652039325
1739209728.8618991;-38.13080360867914
1739209728.861901;-45.120503652039325
1739209728.8619027;-45.120503652039325
1739209728.8619046;-45.120503652039325
1739209728.8619063;-45.120503652039325
1739209728.8619082;-45.120503652039325
1739209728.8619099;-45.120503652039325
1739209728.8619118;-45.120503652039325
1739209728.8619137;-45.120503652039325
1739209728.8619153;-32.816014438256545
1739209728.8619173;-38.13080360867914
1739209728.861919;-45.120503652039325
1739209728.8619208;-38.13080360867914
1739209728.8619225;-32.816014438256545
1739209728.8619244;-38.13080360867914
1739209728.861926;-38.13080360867914
1739209728.861928;-32.816014438256545
1739209728.86193;-45.120503652039325
1739209728.8619316;-45.120503652039325
1739209728.8619335;-31.141103565318893
1739209728.8619351;-38.13080360867914
1739209728.861937;-45.120503652039325
1739209728.8619387;-45.120503652039325
1739209728.8619406;-38.13080360867914
1739209728.8619423;-38.13080360867914
1739209728.8619442;-38.13080360867914
1739209728.861946;-38.13080360867914
1739209728.8619478;-45.120503652039325
1739209728.8619497;-38.13080360867914
1739209728.8619514;-45.120503652039325
1739209728.8619533;-38.13080360867914
1739209728.861955;-35.57807855764607
1739209728.8619568;-45.120503652039325
1739209728.8619585;-38.13080360867914
1739209728.8619604;-33.981070128970906
1739209728.8619623;-45.120503652039325
1739209728.861964;-38.13080360867914
1739209728.861966;-38.13080360867914
1739209728.8619676;-35.57807855764607
1739209728.8619695;-45.120503652039325
1739209728.8619711;-35.57807855764607
1739209728.861973;-38.13080360867914
1739209728.8619747;-32.81601443825658
1739209728.8619766;-35.57807855764607
1739209728.8619785;-38.13080360867914
1739209728.8619802;-38.13080360867914
1739209728.861982;-45.120503652039325
1739209728.8619838;-45.120503652039325
1739209728.8619857;-38.13080360867914
1739209728.8619874;-32.816014438256545
1739209728.8619893;-31.141103565318915
1739209728.861991;-38.13080360867914
1739209728.8619928;-38.13080360867914
1739209728.8619945;-35.57807855764607
1739209728.8619964;-35.57807855764607
1739209728.8619983;-45.120503652039325
1739209728.862;-45.120503652039325
1739209728.862002;-38.13080360867914
1739209728.8620036;-38.13080360867914
1739209728.8620055;-45.120503652039325
1739209728.8620071;-45.120503652039325
1739209728.862009;-35.57807855764607
1739209728.8620107;-38.13080360867914
1739209728.8620126;-45.120503652039325
1739209728.8620145;-45.120503652039325
1739209728.8620162;-38.13080360867914
1739209728.862018;-31.141103565318915
1739209728.8620198;-45.120503652039325
1739209728.8620217;-38.13080360867914
1739209728.8620234;-35.57807855764607
1739209728.8620253;-35.57807855764607
1739209728.862027;-35.57807855764607
1739209728.8620288;-38.13080360867914
1739209728.8620307;-38.13080360867914
1739209728.8620324;-38.13080360867914
1739209728.8620343;-45.120503652039325
1739209728.862036;-45.120503652039325
1739209728.862038;-35.57807855764607
1739209728.8620396;-38.13080360867914
1739209728.8620415;-45.120503652039325
1739209728.8620431;-45.120503652039325
1739209728.862045;-38.13080360867914
1739209728.862047;-33.981070128970906
1739209728.8620486;-45.120503652039325
1739209728.8620505;-35.57807855764607
1739209728.8620522;-35.57807855764607
1739209728.862054;-38.13080360867914
1739209728.8620558;-45.120503652039325
1739209728.8620577;-38.13080360867914
1739209728.8620594;-45.120503652039325
1739209728.8620613;-33.981070128970906
1739209728.8620632;-35.57807855764607
1739209728.8620648;-38.13080360867914
1739209728.8620667;-45.120503652039325
1739209728.8620684;-38.13080360867914
1739209728.8620703;-38.13080360867914
1739209728.862072;-38.13080360867914
1739209728.862074;-35.57807855764607
1739209728.8620756;-38.13080360867914
1739209728.8620775;-45.120503652039325
1739209728.8620794;-38.13080360867914
1739209728.862081;-35.57807855764607
1739209728.862083;-33.981070128970906
1739209728.8620846;-45.120503652039325
1739209728.8620865;-38.13080360867914
1739209728.8620882;-45.120503652039325
1739209728.86209;-38.13080360867914
1739209728.8620918;-38.13080360867914
1739209728.8620937;-38.13080360867914
1739209728.8620956;-45.120503652039325
1739209728.8620973;-38.13080360867914
1739209728.8620992;-32.816014438256545
1739209728.8621008;-45.120503652039325
1739209728.8621027;-45.120503652039325
1739209728.8621044;-33.981070128970906
1739209728.8621063;-38.13080360867914
1739209728.862108;-45.120503652039325
1739209728.86211;-45.120503652039325
1739209728.8621118;-33.981070128970906
1739209728.8621135;-45.120503652039325
1739209728.8621154;-38.13080360867914
1739209728.862117;-45.120503652039325
1739209728.862119;-38.13080360867914
1739209728.8621206;-35.57807855764607
1739209728.8621225;-38.13080360867914
1739209728.8621242;-45.120503652039325
1739209728.862126;-38.13080360867914
1739209728.862128;-32.816014438256545
1739209728.8621297;-45.120503652039325
1739209728.8621316;-45.120503652039325
1739209728.8621333;-38.13080360867914
1739209728.8621352;-38.13080360867914
1739209728.8621368;-38.13080360867914
1739209728.8621387;-45.120503652039325
1739209728.8621404;-45.120503652039325
1739209728.8621423;-45.120503652039325
1739209728.8621442;-38.13080360867914
1739209728.862146;-38.13080360867914
1739209728.8621478;-38.13080360867914
1739209728.8621495;-35.57807855764607
1739209728.8621514;-38.13080360867914
1739209728.862153;-38.13080360867914
1739209728.862155;-35.57807855764607
1739209728.8621566;-45.120503652039325
1739209728.8621585;-38.13080360867914
1739209728.8621604;-35.57807855764607
1739209728.862162;-38.13080360867914
1739209728.862164;-35.57807855764607
1739209728.8621657;-38.13080360867914
1739209728.8621676;-45.120503652039325
1739209728.8621693;-45.120503652039325
1739209728.8621712;-45.120503652039325
1739209728.8621728;-38.13080360867914
1739209728.8621747;-45.120503652039325
1739209728.8621767;-38.13080360867914
1739209728.8621783;-45.120503652039325
1739209728.8621802;-38.13080360867914
1739209728.862182;-32.816014438256545
1739209728.8621838;-35.57807855764607
1739209728.8621855;-38.13080360867914
1739209728.8621874;-45.120503652039325
1739209728.862189;-35.57807855764607
1739209728.862191;-45.120503652039325
1739209728.8621929;-38.13080360867914
1739209728.8621945;-38.13080360867914
1739209728.8621964;-38.13080360867914
1739209728.862198;-45.120503652039325
1739209728.8622;-38.13080360867914
1739209728.8622017;-45.120503652039325
1739209728.8622036;-38.13080360867914
1739209728.8622053;-33.981070128970906
1739209728.8622072;-45.120503652039325
1739209728.8622088;-38.13080360867914
1739209728.8622108;-35.57807855764607
1739209728.8622127;-38.13080360867914
1739209728.8622143;-45.120503652039325
1739209728.8622162;-45.120503652039325
1739209728.862218;-38.13080360867914
1739209728.8622198;-38.13080360867914
1739209728.8622215;-38.13080360867914
1739209728.8622234;-35.57807855764607
1739209728.862225;-38.13080360867914
1739209728.862227;-35.57807855764607
1739209728.8622289;-32.816014438256545
1739209728.8622305;-38.13080360867914
1739209728.8622324;-38.13080360867914
1739209728.862234;-45.120503652039325
1739209728.862236;-38.13080360867914
1739209728.8622377;-38.13080360867914
1739209728.8622396;-45.120503652039325
1739209728.8622413;-45.120503652039325
1739209728.8622432;-45.120503652039325
1739209728.862245;-45.120503652039325
1739209728.8622468;-35.57807855764607
1739209728.8622487;-38.13080360867914
1739209728.8622503;-38.13080360867914
1739209728.8622522;-45.120503652039325
1739209728.862254;-38.13080360867914
1739209728.8622558;-45.120503652039325
1739209728.8622575;-35.57807855764607
1739209728.8622594;-45.120503652039325
1739209728.8622613;-35.57807855764607
1739209728.862263;-38.13080360867914
1739209728.8622649;-28.58837851428586
1739209728.8622665;-28.992665084841942
1739209728.8622684;-45.120503652039325
1739209728.86227;-38.13080360867914
1739209728.862272;-45.120503652039325
1739209728.8622737;-45.120503652039325
1739209728.8622756;-45.120503652039325
1739209728.8622775;-38.13080360867914
1739209728.8622792;-38.13080360867914
1739209728.862281;-45.120503652039325
1739209728.8622828;-45.120503652039325
1739209728.8622847;-38.13080360867914
1739209728.8622863;-38.13080360867914
1739209728.8622882;-45.120503652039325
1739209728.86229;-45.120503652039325
1739209728.8622918;-38.13080360867914
1739209728.8622937;-33.981070128970906
1739209728.8622954;-31.141103565318915
1739209728.8622973;-38.13080360867914
1739209728.862299;-45.120503652039325
1739209728.8623009;-38.13080360867914
1739209728.8623025;-38.13080360867914
1739209728.8623044;-45.120503652039325
1739209728.862306;-38.13080360867914
1739209728.862308;-32.816014438256545
1739209728.86231;-33.981070128970906
1739209728.8623116;-45.120503652039325
1739209728.8623135;-45.120503652039325
1739209728.8623152;-38.13080360867914
1739209728.862317;-38.13080360867914
1739209728.8623188;-45.120503652039325
1739209728.8623207;-38.13080360867914
1739209728.8623223;-38.13080360867914
1739209728.8623242;-35.57807855764607
1739209728.8623261;-38.13080360867914
1739209728.8623278;-35.57807855764607
1739209728.8623297;-38.13080360867914
1739209728.8623314;-45.120503652039325
1739209728.8623333;-35.57807855764607
1739209728.862335;-38.13080360867914
1739209728.8623369;-38.13080360867914
1739209728.8623385;-31.141103565318915
1739209728.8623405;-38.13080360867914
1739209728.8623424;-38.13080360867914
1739209728.862344;-45.120503652039325
1739209728.862346;-38.13080360867914
1739209728.8623476;-38.13080360867914
1739209728.8623495;-33.981070128970906
1739209728.8623512;-45.120503652039325
1739209728.862353;-38.13080360867914
1739209728.8623548;-32.816014438256545
1739209728.8623567;-38.13080360867914
1739209728.8623586;-45.120503652039325
1739209728.8623602;-45.120503652039325
1739209728.8623621;-38.13080360867914
1739209728.8623638;-38.13080360867914
1739209728.8623657;-45.120503652039325
1739209728.8623674;-38.13080360867914
1739209728.8623693;-38.13080360867914
1739209728.862371;-38.13080360867914
1739209728.8623729;-45.120503652039325
1739209728.8623748;-38.13080360867914
1739209728.8623765;-38.13080360867914
1739209728.8623784;-45.120503652039325
1739209728.86238;-45.120503652039325
1739209728.862382;-38.13080360867914
1739209728.8623836;-35.57807855764607
1739209728.8623855;-38.13080360867914
1739209728.8623872;-45.120503652039325
1739209728.862389;-45.120503652039325
1739209728.862391;-38.13080360867914
1739209728.8623927;-38.13080360867914
1739209728.8623946;-45.120503652039325
1739209728.8623962;-38.13080360867914
1739209728.8623981;-35.57807855764607
1739209728.8623998;-38.13080360867914
1739209728.8624017;-45.120503652039325
1739209728.8624034;-38.13080360867914
1739209728.8624053;-38.13080360867914
1739209728.8624072;-45.120503652039325
1739209728.8624089;-45.120503652039325
1739209728.8624108;-38.13080360867914
1739209728.8624125;-38.13080360867914
1739209728.8624144;-38.13080360867914
1739209728.862416;-38.13080360867914
1739209728.862418;-45.120503652039325
1739209728.8624196;-45.120503652039325
1739209728.8624215;-38.13080360867914
1739209728.8624234;-35.57807855764607
1739209728.862425;-38.13080360867914
1739209728.862427;-45.120503652039325
1739209728.8624287;-38.13080360867914
1739209728.8624306;-38.13080360867914
1739209728.8624322;-38.13080360867914
1739209728.8624341;-45.120503652039325
1739209728.8624358;-45.120503652039325
1739209728.8624377;-38.13080360867914
1739209728.8624396;-38.13080360867914
1739209728.8624413;-38.13080360867914
1739209728.8624432;-45.120503652039325
1739209728.8624449;-38.13080360867914
1739209728.8624468;-38.13080360867914
1739209728.8624485;-35.57807855764607
1739209728.8624504;-38.13080360867914
1739209728.862452;-38.13080360867914
1739209728.862454;-35.57807855764607
1739209728.8624556;-38.13080360867914
1739209728.8624575;-45.120503652039325
1739209728.8624594;-35.57807855764607
1739209728.862461;-38.13080360867914
1739209728.862463;-45.120503652039325
1739209728.8624647;-38.13080360867914
1739209728.8624666;-45.120503652039325
1739209728.8624682;-45.120503652039325
1739209728.8624701;-38.13080360867914
1739209728.8624718;-38.13080360867914
1739209728.8624737;-45.120503652039325
1739209728.8624756;-45.120503652039325
1739209728.8624773;-35.57807855764607
1739209728.8624792;-45.120503652039325
1739209728.8624809;-45.120503652039325
1739209728.8624828;-38.13080360867914
1739209728.8624845;-38.13080360867914
1739209728.8624864;-45.120503652039325
1739209728.862488;-45.120503652039325
1739209728.86249;-45.120503652039325
1739209728.8624918;-45.120503652039325
1739209728.8624935;-38.13080360867914
1739209728.8624954;-45.120503652039325
1739209728.862497;-38.13080360867914
1739209728.862499;-38.13080360867914
1739209728.8625007;-45.120503652039325
1739209728.8625026;-45.120503652039325
1739209728.8625042;-33.981070128970906
1739209728.8625062;-33.981070128970906
1739209728.862508;-45.120503652039325
1739209728.8625097;-45.120503652039325
1739209728.8625116;-45.120503652039325
1739209728.8625133;-31.141103565318893
1739209728.8625152;-45.120503652039325
1739209728.8625169;-45.120503652039325
1739209728.8625188;-38.13080360867914
1739209728.8625205;-45.120503652039325
1739209728.8625224;-38.13080360867914
1739209728.8625243;-38.13080360867914
1739209728.862526;-38.13080360867914
1739209728.8625278;-38.13080360867914
1739209728.8625295;-45.120503652039325
1739209728.8625314;-45.120503652039325
1739209728.862533;-38.13080360867914
1739209728.862535;-30.49652367304973
1739209728.8625367;-38.13080360867914
1739209728.8625386;-38.13080360867914
1739209728.8625405;-38.13080360867914
1739209728.8625422;-32.816014438256545
1739209728.862544;-33.981070128970906
1739209728.8625457;-45.120503652039325
1739209728.8625476;-45.120503652039325
1739209728.8625493;-38.13080360867914
1739209728.8625512;-38.13080360867914
1739209728.862553;-45.120503652039325
1739209728.8625548;-38.13080360867914
1739209728.8625567;-45.120503652039325
1739209728.8625584;-45.120503652039325
1739209728.8632522;-35.57807855764607
1739209728.8632581;-38.13080360867914
1739209728.8632638;-45.120503652039325
1739209728.8632698;-38.13080360867914
1739209728.8632755;-38.13080360867914
1739209728.8632812;-45.120503652039325
1739209728.8632872;-38.13080360867914
1739209728.863293;-38.13080360867914
1739209728.863299;-45.120503652039325
1739209728.8633046;-33.981070128970906
1739209728.8633103;-38.13080360867914
1739209728.8633163;-45.120503652039325
1739209728.863322;-45.120503652039325
1739209728.863328;-38.13080360867914
1739209728.8633337;-38.13080360867914
1739209728.8633394;-45.120503652039325
1739209728.8633454;-45.120503652039325
1739209728.863351;-38.13080360867914
1739209728.863357;-38.13080360867914
1739209728.8633628;-35.57807855764607
1739209728.8633685;-45.120503652039325
1739209728.8633745;-45.120503652039325
1739209728.8633802;-38.13080360867914
1739209728.8633862;-38.13080360867914
1739209728.8633919;-45.120503652039325
1739209728.8633978;-31.141103565318915
1739209728.8634036;-33.981070128970906
1739209728.8634093;-45.120503652039325
1739209728.8634152;-45.120503652039325
1739209728.863421;-38.13080360867914
1739209728.863427;-38.13080360867914
1739209728.8634326;-45.120503652039325
1739209728.8634384;-45.120503652039325
1739209728.8634443;-33.981070128970956
1739209728.86345;-38.13080360867914
1739209728.863456;-35.57807855764607
1739209728.8634617;-45.120503652039325
1739209728.8634675;-45.120503652039325
1739209728.8634734;-38.13080360867914
1739209728.8634791;-35.57807855764607
1739209728.863485;-45.120503652039325
1739209728.8634908;-33.981070128970906
1739209728.8634965;-33.981070128970906
1739209728.8635025;-45.120503652039325
1739209728.8635082;-45.120503652039325
1739209728.8635142;-31.141103565318915
1739209728.86352;-32.816014438256545
1739209728.8635256;-38.13080360867914
1739209728.8635316;-45.120503652039325
1739209728.8635373;-45.120503652039325
1739209728.8635433;-45.120503652039325
1739209728.863549;-45.120503652039325
1739209728.8635547;-45.120503652039325
1739209728.8635607;-38.13080360867914
1739209728.8635664;-35.57807855764607
1739209728.8635724;-38.13080360867914
1739209728.863578;-45.120503652039325
1739209728.8635838;-38.13080360867914
1739209728.8635898;-31.141103565318893
1739209728.8635955;-35.57807855764607
1739209728.8636014;-45.120503652039325
1739209728.8636072;-38.13080360867914
1739209728.863613;-38.13080360867914
1739209728.8636189;-45.120503652039325
1739209728.8636246;-45.120503652039325
1739209728.8636305;-38.13080360867914
1739209728.8636363;-35.57807855764607
1739209728.863642;-38.13080360867914
1739209728.863648;-45.120503652039325
1739209728.8636537;-45.120503652039325
1739209728.8636596;-38.13080360867914
1739209728.8636653;-38.13080360867914
1739209728.8636713;-45.120503652039325
1739209728.863677;-45.120503652039325
1739209728.8636827;-45.120503652039325
1739209728.8636887;-38.13080360867914
1739209728.8636944;-45.120503652039325
1739209728.8637004;-45.120503652039325
1739209728.863706;-45.120503652039325
1739209728.8637118;-45.120503652039325
1739209728.8637178;-45.120503652039325
1739209728.8637235;-38.13080360867914
1739209728.8637295;-35.57807855764607
1739209728.8637352;-38.13080360867914
1739209728.863741;-45.120503652039325
1739209728.863747;-45.120503652039325
1739209728.8637526;-45.120503652039325
1739209728.8637586;-45.120503652039325
1739209728.8637643;-45.120503652039325
1739209728.86377;-38.13080360867914
1739209728.863776;-45.120503652039325
1739209728.8637817;-45.120503652039325
1739209728.8637877;-45.120503652039325
1739209728.8637934;-45.120503652039325
1739209728.863799;-45.120503652039325
1739209728.863805;-45.120503652039325
1739209728.8638108;-45.120503652039325
1739209728.8638167;-38.13080360867914
1739209728.8638225;-29.438486411369333
1739209728.8638282;-35.57807855764607
1739209728.8638341;-45.120503652039325
1739209728.8638399;-38.13080360867914
1739209728.8638458;-32.816014438256545
1739209728.8638515;-45.120503652039325
1739209728.8638573;-38.13080360867914
1739209728.8638632;-38.13080360867914
1739209728.863869;-33.981070128970956
1739209728.863875;-45.120503652039325
1739209728.8638806;-45.120503652039325
1739209728.8638864;-45.120503652039325
1739209728.8638923;-45.120503652039325
1739209728.863898;-45.120503652039325
1739209728.863904;-38.13080360867914
1739209728.8639097;-45.120503652039325
1739209728.8639154;-27.8777449560314
1739209728.8639214;-38.13080360867914
1739209728.8639271;-45.120503652039325
1739209728.863933;-38.13080360867914
1739209728.8639388;-32.816014438256545
1739209728.8639448;-45.120503652039325
1739209728.8639505;-45.120503652039325
1739209728.8639562;-45.120503652039325
1739209728.8639622;-45.120503652039325
1739209728.863968;-45.120503652039325
1739209728.8639739;-45.120503652039325
1739209728.8639796;-45.120503652039325
1739209728.8639853;-38.13080360867914
1739209728.8639913;-38.13080360867914
1739209728.863997;-45.120503652039325
1739209728.864003;-38.13080360867914
1739209728.8640087;-35.57807855764607
1739209728.8640144;-38.13080360867914
1739209728.8640203;-45.120503652039325
1739209728.864026;-45.120503652039325
1739209728.864032;-45.120503652039325
1739209728.8640378;-38.13080360867914
1739209728.8640435;-38.13080360867914
1739209728.8640494;-38.13080360867914
1739209728.8640552;-33.981070128970906
1739209728.864061;-32.816014438256545
1739209728.8640668;-38.13080360867914
1739209728.8640726;-38.13080360867914
1739209728.8640785;-32.816014438256545
