CAN Message; 0x1b8:0300bbd884537034
1739209883.785216;-45.120503652039325
1739209883.7852235;-45.120503652039325
1739209883.7852306;-33.981070128970906
1739209883.785238;-38.13080360867914
1739209883.7852454;-45.120503652039325
1739209883.7852528;-45.120503652039325
1739209883.7852602;-38.13080360867914
1739209883.7852676;-38.13080360867914
1739209883.785275;-38.13080360867914
1739209883.7852824;-45.120503652039325
1739209883.7852895;-29.438486411369347
1739209883.785297;-33.981070128970906
1739209883.7853043;-33.981070128970906
1739209883.7853117;-45.120503652039325
1739209883.785319;-38.13080360867914
1739209883.7853265;-45.120503652039325
1739209883.7853339;-38.13080360867914
1739209883.7853413;-45.120503652039325
1739209883.7853484;-33.981070128970906
1739209883.7853558;-38.13080360867914
1739209883.7853632;-38.13080360867914
1739209883.7853706;-38.13080360867914
1739209883.785378;-38.13080360867914
1739209883.7853854;-38.13080360867914
1739209883.7853928;-38.13080360867914
1739209883.7854002;-32.816014438256545
1739209883.7854073;-35.57807855764607
1739209883.7854147;-45.120503652039325
1739209883.785422;-45.120503652039325
1739209883.7854295;-35.57807855764607
1739209883.7854369;-38.13080360867914
1739209883.7854443;-45.120503652039325
1739209883.7854517;-38.13080360867914
1739209883.785459;-38.13080360867914
1739209883.7854662;-38.13080360867914
1739209883.7854736;-38.13080360867914
1739209883.785481;-45.120503652039325
1739209883.7854884;-45.120503652039325
1739209883.7854958;-38.13080360867914
1739209883.7855031;-38.13080360867914
1739209883.7855105;-45.120503652039325
1739209883.785518;-38.13080360867914
1739209883.785525;-35.57807855764607
1739209883.7855325;-38.13080360867914
1739209883.7855399;-45.120503652039325
1739209883.7855473;-45.120503652039325
1739209883.7855546;-45.120503652039325
1739209883.785562;-38.13080360867914
1739209883.7855694;-38.13080360867914
1739209883.7855768;-38.13080360867914
1739209883.785584;-31.141103565318915
1739209883.7855914;-28.992665084841942
1739209883.7855988;-45.120503652039325
1739209883.7856061;-45.120503652039325
1739209883.7856135;-33.981070128970906
1739209883.785621;-45.120503652039325
1739209883.7856283;-38.13080360867914
1739209883.7856357;-38.13080360867914
1739209883.7856429;-45.120503652039325
1739209883.7856503;-45.120503652039325
1739209883.7856576;-45.120503652039325
1739209883.785665;-45.120503652039325
1739209883.7856724;-45.120503652039325
1739209883.7856798;-35.57807855764607
1739209883.7856872;-38.13080360867914
1739209883.7856946;-45.120503652039325
1739209883.785702;-38.13080360867914
1739209883.7857091;-33.981070128970906
1739209883.7857165;-38.13080360867914
1739209883.785724;-45.120503652039325
1739209883.7857313;-45.120503652039325
1739209883.7857387;-45.120503652039325
1739209883.785746;-45.120503652039325
1739209883.7857535;-45.120503652039325
1739209883.7857609;-45.120503652039325
1739209883.785768;-38.13080360867914
1739209883.7857754;-45.120503652039325
1739209883.7857828;-38.13080360867914
1739209883.7857902;-35.57807855764607
1739209883.7857976;-31.141103565318915
1739209883.785805;-45.120503652039325
1739209883.791776;-45.120503652039325
1739209883.7917767;-38.13080360867914
1739209883.7917774;-45.120503652039325
1739209883.791778;-45.120503652039325
1739209883.7917788;-38.13080360867914
1739209883.7917795;-45.120503652039325
1739209883.7917802;-38.13080360867914
1739209883.791781;-45.120503652039325
1739209883.7917814;-38.13080360867914
1739209883.7917821;-35.57807855764607
1739209883.7917829;-38.13080360867914
1739209883.7917836;-45.120503652039325
1739209883.7917843;-33.981070128970906
1739209883.791785;-38.13080360867914
1739209883.7917857;-45.120503652039325
1739209883.7917864;-45.120503652039325
1739209883.7917871;-45.120503652039325
1739209883.7917879;-38.13080360867914
1739209883.7917886;-33.981070128970906
1739209883.7917893;-45.120503652039325
1739209883.79179;-45.120503652039325
1739209883.7917907;-38.13080360867914
1739209883.7917914;-38.13080360867914
1739209883.7917922;-45.120503652039325
1739209883.7917929;-38.13080360867914
1739209883.7917933;-45.120503652039325
1739209883.791794;-38.13080360867914
1739209883.7917948;-45.120503652039325
1739209883.7917955;-38.13080360867914
1739209883.7917962;-35.57807855764607
1739209883.791797;-33.981070128970906
1739209883.7917976;-31.141103565318915
1739209883.7917984;-45.120503652039325
1739209883.791799;-45.120503652039325
1739209883.7917998;-38.13080360867914
1739209883.7918005;-35.57807855764607
1739209883.7918012;-38.13080360867914
1739209883.791802;-45.120503652039325
1739209883.7918026;-45.120503652039325
1739209883.7918034;-45.120503652039325
1739209883.791804;-38.13080360867914
1739209883.7918048;-38.13080360867914
1739209883.7918053;-45.120503652039325
1739209883.791806;-45.120503652039325
1739209883.7918067;-38.13080360867914
1739209883.7918074;-45.120503652039325
1739209883.7918081;-45.120503652039325
1739209883.7918088;-38.13080360867914
1739209883.7918096;-38.13080360867914
1739209883.7918103;-45.120503652039325
1739209883.791811;-38.13080360867914
1739209883.7918117;-38.13080360867914
1739209883.7918124;-33.981070128970906
1739209883.7918131;-45.120503652039325
1739209883.7918139;-38.13080360867914
1739209883.7918146;-32.816014438256545
1739209883.7918153;-38.13080360867914
1739209883.791816;-45.120503652039325
1739209883.7918167;-45.120503652039325
1739209883.7918172;-38.13080360867914
1739209883.791818;-45.120503652039325
1739209883.7918186;-45.120503652039325
1739209883.7918193;-45.120503652039325
1739209883.79182;-38.13080360867914
1739209883.7918208;-45.120503652039325
1739209883.7918215;-45.120503652039325
1739209883.7918222;-38.13080360867914
1739209883.791823;-35.57807855764607
1739209883.7918236;-35.57807855764607
1739209883.7918243;-45.120503652039325
1739209883.791825;-35.57807855764607
1739209883.7918258;-27.8777449560314
1739209883.7918265;-38.13080360867914
1739209883.7918272;-35.57807855764607
1739209883.791828;-38.13080360867914
1739209883.7918286;-45.120503652039325
1739209883.791829;-45.120503652039325
1739209883.7918298;-38.13080360867914
1739209883.7918305;-38.13080360867914
1739209883.7918313;-33.981070128970956
1739209883.791832;-38.13080360867914
1739209883.7918327;-38.13080360867914
1739209883.7918334;-45.120503652039325
1739209883.791834;-45.120503652039325
1739209883.7918348;-38.13080360867914
1739209883.7918355;-38.13080360867914
1739209883.7918363;-45.120503652039325
1739209883.791837;-29.438486411369333
1739209883.7918377;-45.120503652039325
1739209883.7918384;-45.120503652039325
1739209883.7918391;-38.13080360867914
1739209883.7918398;-38.13080360867914
1739209883.7918406;-45.120503652039325
1739209883.791841;-45.120503652039325
1739209883.7918417;-38.13080360867914
1739209883.7918425;-45.120503652039325
1739209883.7918432;-45.120503652039325
1739209883.791844;-45.120503652039325
1739209883.7918446;-45.120503652039325
1739209883.7918453;-38.13080360867914
1739209883.791846;-38.13080360867914
1739209883.7918468;-38.13080360867914
1739209883.7918475;-38.13080360867914
1739209883.7918482;-45.120503652039325
1739209883.791849;-45.120503652039325
1739209883.7918496;-35.57807855764607
1739209883.7918503;-35.57807855764607
1739209883.791851;-45.120503652039325
1739209883.7918518;-45.120503652039325
1739209883.7918525;-45.120503652039325
1739209883.791853;-45.120503652039325
1739209883.7918537;-28.21854285175415
1739209883.7918544;-35.57807855764607
1739209883.791855;-45.120503652039325
1739209883.7918558;-38.13080360867914
1739209883.7918565;-35.57807855764607
1739209883.7918572;-38.13080360867914
1739209883.791858;-45.120503652039325
1739209883.7918587;-45.120503652039325
1739209883.7918594;-45.120503652039325
1739209883.79186;-45.120503652039325
1739209883.7918608;-31.141103565318893
1739209883.7918615;-38.13080360867914
1739209883.7918622;-45.120503652039325
1739209883.791863;-38.13080360867914
1739209883.7918637;-38.13080360867914
1739209883.7918644;-45.120503652039325
1739209883.7918649;-45.120503652039325
1739209883.7918656;-38.13080360867914
1739209883.7918663;-45.120503652039325
1739209883.791867;-45.120503652039325
1739209883.7918677;-45.120503652039325
1739209883.7918684;-38.13080360867914
1739209883.7918692;-38.13080360867914
1739209883.7918699;-45.120503652039325
1739209883.7918706;-32.816014438256545
1739209883.7918713;-32.816014438256545
1739209883.791872;-38.13080360867914
1739209883.7918727;-38.13080360867914
1739209883.7918735;-38.13080360867914
1739209883.7918742;-38.13080360867914
1739209883.791875;-35.57807855764607
1739209883.7918756;-38.13080360867914
1739209883.7918763;-45.120503652039325
1739209883.791877;-38.13080360867914
1739209883.7918775;-45.120503652039325
1739209883.7918782;-38.13080360867914
1739209883.791879;-35.57807855764607
1739209883.7918797;-35.57807855764607
1739209883.7918804;-38.13080360867914
1739209883.791881;-45.120503652039325
1739209883.7918818;-38.13080360867914
1739209883.7918825;-45.120503652039325
1739209883.7918832;-38.13080360867914
1739209883.791884;-38.13080360867914
1739209883.7918847;-45.120503652039325
1739209883.7918854;-45.120503652039325
1739209883.791886;-35.57807855764607
1739209883.7918868;-45.120503652039325
1739209883.7918875;-38.13080360867914
1739209883.7918882;-33.981070128970906
1739209883.791889;-38.13080360867914
1739209883.7918894;-45.120503652039325
1739209883.7918901;-38.13080360867914
1739209883.7918909;-33.981070128970906
1739209883.7918916;-38.13080360867914
1739209883.7918923;-35.57807855764607
1739209883.791893;-45.120503652039325
1739209883.7918937;-33.981070128970906
1739209883.7918944;-38.13080360867914
1739209883.7918952;-38.13080360867914
1739209883.7918959;-45.120503652039325
1739209883.7918966;-45.120503652039325
1739209883.7918973;-38.13080360867914
1739209883.791898;-45.120503652039325
1739209883.7918987;-38.13080360867914
1739209883.7918994;-38.13080360867914
1739209883.7919002;-45.120503652039325
1739209883.7919009;-45.120503652039325
1739209883.7919014;-45.120503652039325
1739209883.791902;-38.13080360867914
1739209883.7919028;-35.57807855764607
1739209883.7919035;-45.120503652039325
1739209883.7919042;-45.120503652039325
1739209883.791905;-33.981070128970906
1739209883.7919056;-38.13080360867914
1739209883.7919064;-45.120503652039325
1739209883.791907;-45.120503652039325
1739209883.7919078;-38.13080360867914
1739209883.7919085;-45.120503652039325
1739209883.7919092;-45.120503652039325
1739209883.79191;-45.120503652039325
1739209883.7919106;-30.49652367304973
1739209883.7919114;-33.981070128970906
1739209883.791912;-38.13080360867914
1739209883.7919128;-38.13080360867914
1739209883.7919133;-33.981070128970906
1739209883.791914;-45.120503652039325
1739209883.7919147;-45.120503652039325
1739209883.7919154;-45.120503652039325
1739209883.7919161;-28.992665084841942
1739209883.7919168;-33.981070128970906
1739209883.7919176;-38.13080360867914
1739209883.7919183;-45.120503652039325
1739209883.791919;-38.13080360867914
1739209883.7919197;-38.13080360867914
1739209883.7919204;-45.120503652039325
1739209883.7919211;-45.120503652039325
1739209883.7919219;-38.13080360867914
1739209883.7919226;-45.120503652039325
1739209883.7919233;-38.13080360867914
1739209883.791924;-38.13080360867914
1739209883.7919247;-38.13080360867914
1739209883.7919252;-38.13080360867914
1739209883.791926;-45.120503652039325
1739209883.7919266;-45.120503652039325
1739209883.7919273;-45.120503652039325
1739209883.791928;-38.13080360867914
1739209883.7919288;-38.13080360867914
1739209883.7919295;-45.120503652039325
1739209883.7919302;-45.120503652039325
1739209883.791931;-45.120503652039325
1739209883.7919316;-45.120503652039325
1739209883.7919323;-45.120503652039325
1739209883.791933;-31.141103565318915
1739209883.7919338;-33.981070128970906
1739209883.7919345;-38.13080360867914
1739209883.7919352;-45.120503652039325
1739209883.791936;-38.13080360867914
1739209883.7919366;-38.13080360867914
1739209883.791937;-45.120503652039325
1739209883.7919378;-35.57807855764607
1739209883.7919385;-38.13080360867914
1739209883.7919393;-35.57807855764607
1739209883.79194;-35.57807855764607
1739209883.7919407;-45.120503652039325
1739209883.7919414;-38.13080360867914
1739209883.7919421;-35.57807855764607
1739209883.7919428;-38.13080360867914
1739209883.7919436;-45.120503652039325
1739209883.7919443;-33.981070128970906
1739209883.791945;-28.992665084841942
1739209883.7919457;-45.120503652039325
1739209883.7919464;-35.57807855764607
1739209883.7919471;-38.13080360867914
1739209883.7919478;-45.120503652039325
1739209883.7919486;-45.120503652039325
1739209883.791949;-38.13080360867914
1739209883.7919497;-38.13080360867914
1739209883.7919505;-45.120503652039325
1739209883.7919512;-38.13080360867914
1739209883.791952;-38.13080360867914
1739209883.7919526;-38.13080360867914
1739209883.7919533;-38.13080360867914
1739209883.791954;-38.13080360867914
1739209883.7919548;-38.13080360867914
1739209883.7919555;-38.13080360867914
1739209883.7919562;-38.13080360867914
1739209883.791957;-35.57807855764607
1739209883.7919576;-38.13080360867914
1739209883.7919583;-38.13080360867914
1739209883.791959;-38.13080360867914
1739209883.7919598;-33.981070128970906
1739209883.7919605;-38.13080360867914
1739209883.791961;-38.13080360867914
1739209883.7919617;-38.13080360867914
1739209883.7919624;-38.13080360867914
1739209883.791963;-45.120503652039325
1739209883.7919638;-33.981070128970906
1739209883.7919645;-45.120503652039325
1739209883.7919652;-45.120503652039325
1739209883.791966;-35.57807855764607
1739209883.7919667;-45.120503652039325
1739209883.7919674;-45.120503652039325
1739209883.791968;-38.13080360867914
1739209883.7919688;-38.13080360867914
1739209883.7919695;-45.120503652039325
1739209883.7919703;-45.120503652039325
1739209883.791971;-38.13080360867914
1739209883.7919717;-35.57807855764607
1739209883.7919724;-38.13080360867914
1739209883.7919729;-45.120503652039325
1739209883.7919736;-38.13080360867914
1739209883.7919743;-38.13080360867914
1739209883.791975;-45.120503652039325
1739209883.7919757;-45.120503652039325
1739209883.7919765;-45.120503652039325
1739209883.7919772;-38.13080360867914
1739209883.791978;-45.120503652039325
1739209883.7919786;-45.120503652039325
1739209883.7919793;-45.120503652039325
1739209883.79198;-38.13080360867914
1739209883.7919807;-38.13080360867914
1739209883.7919815;-38.13080360867914
1739209883.7919822;-45.120503652039325
1739209883.791983;-38.13080360867914
1739209883.7919836;-38.13080360867914
1739209883.7919843;-38.13080360867914
1739209883.7919848;-35.57807855764607
1739209883.7919855;-38.13080360867914
1739209883.7919862;-45.120503652039325
1739209883.791987;-45.120503652039325
1739209883.7919877;-38.13080360867914
1739209883.7919884;-32.816014438256545
1739209883.791989;-38.13080360867914
1739209883.7919898;-45.120503652039325
1739209883.7919905;-45.120503652039325
1739209883.7919912;-45.120503652039325
1739209883.791992;-45.120503652039325
1739209883.7919927;-38.13080360867914
1739209883.7919934;-38.13080360867914
1739209883.791994;-45.120503652039325
1739209883.7919948;-38.13080360867914
1739209883.7919955;-38.13080360867914
1739209883.7919962;-38.13080360867914
1739209883.7919967;-38.13080360867914
1739209883.7919974;-38.13080360867914
1739209883.7919981;-38.13080360867914
1739209883.7919989;-38.13080360867914
1739209883.7919996;-33.981070128970906
1739209883.7920003;-33.981070128970906
1739209883.792001;-45.120503652039325
1739209883.7920017;-38.13080360867914
1739209883.7920024;-45.120503652039325
1739209883.7920032;-45.120503652039325
1739209883.7920039;-45.120503652039325
1739209883.7920046;-38.13080360867914
1739209883.7920053;-45.120503652039325
1739209883.792006;-38.13080360867914
1739209883.7920067;-35.57807855764607
1739209883.7920074;-33.981070128970906
1739209883.7920082;-45.120503652039325
1739209883.7920086;-38.13080360867914
1739209883.7920094;-35.57807855764607
1739209883.79201;-38.13080360867914
1739209883.7920108;-45.120503652039325
1739209883.7920115;-45.120503652039325
1739209883.7920122;-35.57807855764607
1739209883.792013;-38.13080360867914
1739209883.7920136;-38.13080360867914
1739209883.7920144;-38.13080360867914
1739209883.792015;-38.13080360867914
1739209883.7920158;-38.13080360867914
1739209883.7920165;-45.120503652039325
1739209883.7920172;-38.13080360867914
1739209883.792018;-45.120503652039325
1739209883.7920187;-45.120503652039325
1739209883.7920194;-45.120503652039325
1739209883.79202;-45.120503652039325
1739209883.7920206;-38.13080360867914
1739209883.7920213;-35.57807855764607
1739209883.792022;-45.120503652039325
1739209883.7920227;-45.120503652039325
1739209883.7920234;-38.13080360867914
1739209883.7920241;-31.141103565318915
1739209883.7920249;-45.120503652039325
1739209883.7920256;-38.13080360867914
1739209883.7920263;-45.120503652039325
1739209883.792027;-38.13080360867914
1739209883.7920277;-38.13080360867914
1739209883.7920284;-35.57807855764607
1739209883.7920291;-38.13080360867914
1739209883.7920299;-30.49652367304973
1739209883.7920306;-38.13080360867914
1739209883.7920313;-45.120503652039325
1739209883.792032;-38.13080360867914
1739209883.7920325;-45.120503652039325
1739209883.7920332;-38.13080360867914
1739209883.792034;-38.13080360867914
1739209883.7920346;-38.13080360867914
1739209883.7920353;-38.13080360867914
1739209883.792036;-38.13080360867914
1739209883.7920368;-38.13080360867914
1739209883.7920375;-45.120503652039325
1739209883.7920382;-45.120503652039325
1739209883.792039;-38.13080360867914
1739209883.7920396;-38.13080360867914
1739209883.7920403;-45.120503652039325
1739209883.792041;-38.13080360867914
1739209883.7920418;-38.13080360867914
1739209883.7920425;-38.13080360867914
1739209883.7920432;-45.120503652039325
1739209883.792044;-45.120503652039325
1739209883.7920446;-32.816014438256545
1739209883.792045;-38.13080360867914
1739209883.7920458;-38.13080360867914
1739209883.7920465;-31.141103565318915
1739209883.7920473;-33.981070128970906
1739209883.792048;-33.981070128970906
1739209883.7920487;-38.13080360867914
1739209883.7920494;-38.13080360867914
1739209883.7920501;-45.120503652039325
1739209883.7920508;-45.120503652039325
1739209883.7920516;-45.120503652039325
1739209883.7920523;-30.49652367304973
1739209883.792053;-38.13080360867914
1739209883.7920537;-38.13080360867914
1739209883.7920544;-45.120503652039325
1739209883.7920551;-45.120503652039325
1739209883.7920558;-35.57807855764607
1739209883.7920566;-38.13080360867914
1739209883.792057;-45.120503652039325
1739209883.7920578;-45.120503652039325
1739209883.7920585;-38.13080360867914
1739209883.7920592;-38.13080360867914
1739209883.79206;-45.120503652039325
1739209883.7920606;-45.120503652039325
1739209883.7920613;-45.120503652039325
1739209883.792062;-38.13080360867914
1739209883.7920628;-45.120503652039325
1739209883.7920635;-38.13080360867914
1739209883.7920642;-38.13080360867914
1739209883.792065;-38.13080360867914
1739209883.7920656;-35.57807855764607
1739209883.7920663;-33.981070128970906
1739209883.792067;-38.13080360867914
1739209883.7920678;-38.13080360867914
1739209883.7920685;-45.120503652039325
1739209883.792069;-45.120503652039325
1739209883.7920697;-35.57807855764607
1739209883.7920704;-38.13080360867914
1739209883.792071;-45.120503652039325
1739209883.7920718;-45.120503652039325
1739209883.7920725;-32.816014438256545
1739209883.7920732;-35.57807855764607
1739209883.792074;-45.120503652039325
1739209883.7920747;-38.13080360867914
1739209883.7920754;-38.13080360867914
1739209883.792076;-33.981070128970906
1739209883.7920768;-38.13080360867914
1739209883.7920775;-38.13080360867914
1739209883.7920783;-45.120503652039325
1739209883.792079;-38.13080360867914
1739209883.7920797;-45.120503652039325
1739209883.7920804;-45.120503652039325
1739209883.7920809;-38.13080360867914
1739209883.7920816;-45.120503652039325
1739209883.7920823;-45.120503652039325
1739209883.792083;-45.120503652039325
1739209883.7920837;-31.141103565318893
1739209883.7920845;-33.981070128970906
1739209883.7920852;-38.13080360867914
1739209883.792086;-38.13080360867914
1739209883.7920866;-35.57807855764607
1739209883.7920873;-38.13080360867914
1739209883.792088;-45.120503652039325
1739209883.7920887;-38.13080360867914
1739209883.7920895;-45.120503652039325
1739209883.7920902;-38.13080360867914
1739209883.792091;-45.120503652039325
1739209883.7920916;-45.120503652039325
1739209883.7920923;-45.120503652039325
1739209883.7920928;-45.120503652039325
1739209883.7920935;-45.120503652039325
1739209883.7920942;-45.120503652039325
1739209883.792095;-38.13080360867914
1739209883.7920957;-45.120503652039325
1739209883.7920964;-45.120503652039325
1739209883.792097;-45.120503652039325
1739209883.7920978;-32.816014438256545
1739209883.7920985;-33.981070128970906
1739209883.7920992;-45.120503652039325
1739209883.7921;-45.120503652039325
1739209883.7921007;-35.57807855764607
1739209883.7921014;-35.57807855764607
1739209883.792102;-45.120503652039325
1739209883.7921028;-38.13080360867914
1739209883.7921035;-45.120503652039325
1739209883.7921042;-45.120503652039325
1739209883.7921047;-38.13080360867914
1739209883.7921054;-38.13080360867914
1739209883.7921062;-45.120503652039325
1739209883.7921069;-45.120503652039325
1739209883.7921076;-45.120503652039325
1739209883.7921083;-38.13080360867914
1739209883.792109;-35.57807855764607
1739209883.7921097;-45.120503652039325
1739209883.7921104;-45.120503652039325
1739209883.7921112;-33.981070128970906
1739209883.7921119;-45.120503652039325
1739209883.7921126;-38.13080360867914
1739209883.7921133;-45.120503652039325
1739209883.792114;-45.120503652039325
1739209883.7921147;-45.120503652039325
1739209883.7921154;-35.57807855764607
1739209883.7921162;-38.13080360867914
1739209883.7921166;-38.13080360867914
1739209883.7921174;-45.120503652039325
1739209883.792118;-45.120503652039325
1739209883.7921188;-38.13080360867914
1739209883.7921195;-38.13080360867914
1739209883.7921202;-45.120503652039325
1739209883.792121;-35.57807855764607
1739209883.7921216;-29.438486411369333
1739209883.7921224;-38.13080360867914
1739209883.792123;-35.57807855764607
1739209883.7921238;-38.13080360867914
1739209883.7921245;-38.13080360867914
1739209883.7921252;-38.13080360867914
1739209883.792126;-33.981070128970906
1739209883.7921267;-30.49652367304973
1739209883.7921274;-35.57807855764607
1739209883.792128;-35.57807855764607
1739209883.7921286;-45.120503652039325
1739209883.7921293;-38.13080360867914
1739209883.79213;-33.981070128970906
1739209883.7921307;-38.13080360867914
1739209883.7921314;-38.13080360867914
1739209883.7921321;-32.81601443825658
1739209883.7921329;-45.120503652039325
1739209883.7921336;-33.981070128970906
1739209883.7921343;-38.13080360867914
1739209883.792135;-45.120503652039325
1739209883.7921357;-38.13080360867914
1739209883.7921364;-38.13080360867914
1739209883.7921371;-31.141103565318915
1739209883.7921379;-28.992665084841942
1739209883.7921386;-45.120503652039325
1739209883.7921393;-38.13080360867914
1739209883.79214;-38.13080360867914
1739209883.7921405;-38.13080360867914
1739209883.7921412;-45.120503652039325
1739209883.792142;-38.13080360867914
1739209883.7921426;-45.120503652039325
1739209883.7921433;-38.13080360867914
1739209883.792144;-45.120503652039325
1739209883.7921448;-38.13080360867914
1739209883.7921455;-45.120503652039325
1739209883.7921462;-45.120503652039325
1739209883.792147;-35.57807855764607
1739209883.7921476;-38.13080360867914
1739209883.7921484;-38.13080360867914
1739209883.792149;-45.120503652039325
1739209883.7921498;-45.120503652039325
1739209883.7921505;-45.120503652039325
1739209883.7921512;-38.13080360867914
1739209883.792152;-38.13080360867914
1739209883.7921524;-45.120503652039325
1739209883.7921531;-38.13080360867914
1739209883.7921538;-35.57807855764607
1739209883.7921546;-28.992665084841942
1739209883.7921553;-45.120503652039325
1739209883.792156;-38.13080360867914
1739209883.7921567;-35.57807855764607
1739209883.7921574;-38.13080360867914
1739209883.7921581;-45.120503652039325
1739209883.7921588;-45.120503652039325
1739209883.7921596;-38.13080360867914
1739209883.7921603;-33.981070128970906
1739209883.792161;-38.13080360867914
1739209883.7921617;-45.120503652039325
1739209883.7921624;-35.57807855764607
1739209883.7921631;-38.13080360867914
1739209883.7921638;-45.120503652039325
1739209883.7921643;-38.13080360867914
1739209883.792165;-35.57807855764607
1739209883.7921658;-28.58837851428586
1739209883.7921665;-38.13080360867914
1739209883.7921672;-33.981070128970906
1739209883.792168;-38.13080360867914
1739209883.7921686;-33.981070128970906
1739209883.7921693;-45.120503652039325
1739209883.79217;-38.13080360867914
1739209883.7921708;-38.13080360867914
1739209883.7921715;-31.141103565318915
1739209883.7921722;-38.13080360867914
1739209883.792173;-45.120503652039325
1739209883.7921736;-33.981070128970906
1739209883.7921743;-45.120503652039325
1739209883.792175;-45.120503652039325
1739209883.7921758;-33.981070128970906
