CAN Message; 0x1a7:0000cfb879748b76
Timestamp;Amplitude
1739209868.7543344;-38.13080360867914
1739209868.7543416;-45.120503652039325
1739209868.7543485;-32.816014438256545
1739209868.7543557;-32.816014438256545
1739209868.7543626;-45.120503652039325
1739209868.7543695;-38.13080360867914
1739209868.7543766;-45.120503652039325
1739209868.7543836;-45.120503652039325
1739209868.7543907;-45.120503652039325
1739209868.7543976;-45.120503652039325
1739209868.7544045;-45.120503652039325
1739209868.7544117;-45.120503652039325
1739209868.7544186;-45.120503652039325
1739209868.7544258;-45.120503652039325
1739209868.7544327;-27.8777449560314
1739209868.7544398;-38.13080360867914
1739209868.7544467;-45.120503652039325
1739209868.7544537;-45.120503652039325
1739209868.7544608;-38.13080360867914
1739209868.7544677;-38.13080360867914
1739209868.7544749;-38.13080360867914
1739209868.7544818;-38.13080360867914
1739209868.7544887;-45.120503652039325
1739209868.7544959;-38.13080360867914
1739209868.7545028;-35.57807855764607
1739209868.75451;-45.120503652039325
1739209868.7545168;-45.120503652039325
1739209868.754524;-45.120503652039325
1739209868.754531;-38.13080360867914
1739209868.7545378;-38.13080360867914
1739209868.754545;-45.120503652039325
1739209868.754552;-45.120503652039325
1739209868.754559;-35.57807855764607
1739209868.754566;-38.13080360867914
1739209868.7545729;-33.981070128970906
1739209868.75458;-45.120503652039325
1739209868.754587;-38.13080360867914
1739209868.754594;-45.120503652039325
1739209868.754601;-26.487275050834715
1739209868.754608;-32.816014438256545
1739209868.754615;-38.13080360867914
1739209868.754622;-38.13080360867914
1739209868.7546291;-35.57807855764607
1739209868.754636;-35.57807855764607
1739209868.7546432;-45.120503652039325
1739209868.75465;-45.120503652039325
1739209868.754657;-38.13080360867914
1739209868.7546642;-38.13080360867914
1739209868.754671;-38.13080360867914
1739209868.7546782;-45.120503652039325
1739209868.7546852;-45.120503652039325
1739209868.754692;-38.13080360867914
1739209868.7546992;-38.13080360867914
1739209868.7547061;-38.13080360867914
1739209868.7547133;-32.816014438256545
1739209868.7547202;-32.816014438256545
1739209868.7547274;-45.120503652039325
1739209868.7547343;-38.13080360867914
1739209868.7547412;-32.816014438256545
1739209868.7547483;-38.13080360867914
1739209868.7547553;-45.120503652039325
1739209868.7547624;-38.13080360867914
1739209868.7547693;-45.120503652039325
1739209868.7547762;-38.13080360867914
1739209868.7547834;-45.120503652039325
1739209868.7547903;-45.120503652039325
1739209868.7547975;-38.13080360867914
1739209868.7548044;-45.120503652039325
1739209868.7548113;-45.120503652039325
1739209868.7548184;-38.13080360867914
1739209868.7548254;-38.13080360867914
1739209868.7548325;-45.120503652039325
1739209868.7548394;-45.120503652039325
1739209868.7548466;-45.120503652039325
1739209868.7548535;-38.13080360867914
1739209868.7548604;-33.981070128970906
1739209868.7548676;-35.57807855764607
1739209868.7548745;-45.120503652039325
1739209868.7548816;-31.141103565318893
1739209868.7548885;-29.438486411369333
1739209868.7548954;-38.13080360867914
1739209868.7549026;-45.120503652039325
1739209868.7549095;-45.120503652039325
1739209868.7549167;-33.981070128970906
1739209868.7549236;-45.120503652039325
1739209868.7549305;-38.13080360867914
1739209868.7549376;-45.120503652039325
1739209868.7549446;-45.120503652039325
1739209868.7549517;-45.120503652039325
1739209868.7549586;-45.120503652039325
1739209868.7549658;-45.120503652039325
1739209868.7549727;-38.13080360867914
1739209868.7549796;-45.120503652039325
1739209868.7549868;-45.120503652039325
1739209868.7549937;-38.13080360867914
1739209868.7550008;-38.13080360867914
1739209868.7550077;-45.120503652039325
1739209868.7550147;-45.120503652039325
1739209868.7550218;-38.13080360867914
1739209868.7550287;-45.120503652039325
1739209868.7550359;-38.13080360867914
1739209868.7550428;-45.120503652039325
1739209868.75505;-38.13080360867914
1739209868.7550569;-38.13080360867914
1739209868.7550638;-45.120503652039325
1739209868.755071;-38.13080360867914
1739209868.7550778;-35.57807855764607
1739209868.755085;-38.13080360867914
1739209868.755092;-33.981070128970906
1739209868.7550988;-33.981070128970906
1739209868.755106;-45.120503652039325
1739209868.755113;-45.120503652039325
1739209868.75512;-38.13080360867914
1739209868.755127;-38.13080360867914
1739209868.7551339;-45.120503652039325
1739209868.755141;-38.13080360867914
1739209868.755148;-38.13080360867914
1739209868.755155;-38.13080360867914
1739209868.755162;-32.816014438256545
1739209868.7551692;-35.57807855764607
1739209868.755176;-45.120503652039325
1739209868.755183;-38.13080360867914
1739209868.7551901;-35.57807855764607
1739209868.755197;-35.57807855764607
1739209868.7552042;-38.13080360867914
1739209868.755211;-45.120503652039325
1739209868.755218;-45.120503652039325
1739209868.7552252;-45.120503652039325
1739209868.755232;-38.13080360867914
1739209868.7552392;-45.120503652039325
1739209868.7552462;-45.120503652039325
1739209868.755253;-38.13080360867914
1739209868.7552602;-45.120503652039325
1739209868.7552671;-38.13080360867914
1739209868.7552743;-35.57807855764607
1739209868.7552812;-45.120503652039325
1739209868.7552884;-45.120503652039325
1739209868.7552953;-45.120503652039325
1739209868.7553022;-38.13080360867914
1739209868.7553093;-38.13080360867914
1739209868.7553163;-38.13080360867914
1739209868.7553234;-38.13080360867914
1739209868.7553303;-38.13080360867914
1739209868.7553372;-35.57807855764607
1739209868.7553444;-45.120503652039325
1739209868.7553513;-45.120503652039325
1739209868.7553585;-38.13080360867914
1739209868.7553654;-33.981070128970906
1739209868.7553725;-35.57807855764607
1739209868.7553794;-38.13080360867914
1739209868.7553864;-45.120503652039325
1739209868.7553935;-45.120503652039325
1739209868.7554004;-45.120503652039325
1739209868.7554076;-45.120503652039325
1739209868.7554145;-38.13080360867914
1739209868.7554214;-45.120503652039325
1739209868.7554286;-45.120503652039325
1739209868.7554355;-45.120503652039325
1739209868.7554426;-45.120503652039325
1739209868.7554495;-38.13080360867914
1739209868.7554564;-38.13080360867914
1739209868.7554636;-45.120503652039325
1739209868.7554705;-35.57807855764607
1739209868.7554777;-35.57807855764607
1739209868.7554846;-45.120503652039325
1739209868.7554917;-45.120503652039325
1739209868.7554986;-45.120503652039325
1739209868.7555056;-45.120503652039325
1739209868.7555127;-45.120503652039325
1739209868.7555196;-45.120503652039325
1739209868.7555268;-33.981070128970906
1739209868.7555337;-45.120503652039325
1739209868.7555406;-38.13080360867914
1739209868.7555478;-45.120503652039325
1739209868.7555547;-45.120503652039325
1739209868.7555618;-45.120503652039325
1739209868.7555687;-38.13080360867914
1739209868.7555757;-38.13080360867914
1739209868.7555828;-45.120503652039325
1739209868.7555897;-33.981070128970906
1739209868.7555969;-38.13080360867914
1739209868.7556038;-45.120503652039325
1739209868.755611;-45.120503652039325
1739209868.7556179;-33.981070128970906
1739209868.7556248;-27.267205301931607
1739209868.755632;-33.981070128970906
1739209868.7556388;-45.120503652039325
1739209868.755646;-38.13080360867914
1739209868.755653;-38.13080360867914
1739209868.7556598;-45.120503652039325
1739209868.755667;-38.13080360867914
1739209868.755674;-38.13080360867914
1739209868.755681;-28.992665084841967
1739209868.755688;-38.13080360867914
1739209868.755695;-35.57807855764607
1739209868.755702;-45.120503652039325
1739209868.755709;-45.120503652039325
1739209868.755716;-45.120503652039325
1739209868.755723;-45.120503652039325
1739209868.7557302;-38.13080360867914
1739209868.755737;-31.141103565318915
1739209868.755744;-33.981070128970906
1739209868.7557511;-45.120503652039325
1739209868.755758;-45.120503652039325
1739209868.7557652;-35.57807855764607
1739209868.755772;-38.13080360867914
1739209868.755779;-45.120503652039325
1739209868.7557862;-33.981070128970906
1739209868.755793;-35.57807855764607
1739209868.7558002;-38.13080360867914
1739209868.7558072;-35.57807855764607
1739209868.7558143;-32.816014438256545
1739209868.7558212;-38.13080360867914
1739209868.7558281;-45.120503652039325
1739209868.7558353;-38.13080360867914
1739209868.7558422;-38.13080360867914
1739209868.7558494;-33.981070128970956
1739209868.7558563;-45.120503652039325
1739209868.7558632;-32.816014438256545
1739209868.7558703;-38.13080360867914
1739209868.7558773;-45.120503652039325
1739209868.7558844;-38.13080360867914
1739209868.7558913;-45.120503652039325
1739209868.7558982;-45.120503652039325
1739209868.7559054;-25.62660358559016
1739209868.7559123;-35.57807855764607
1739209868.7559195;-45.120503652039325
1739209868.7559264;-45.120503652039325
1739209868.7559335;-38.13080360867914
1739209868.7559404;-45.120503652039325
1739209868.7559474;-45.120503652039325
1739209868.7559545;-38.13080360867914
1739209868.7559614;-45.120503652039325
1739209868.7559686;-45.120503652039325
1739209868.7559755;-33.981070128970906
1739209868.7559824;-45.120503652039325
1739209868.7559896;-38.13080360867914
1739209868.7559965;-35.57807855764607
1739209868.7560036;-38.13080360867914
1739209868.7560105;-45.120503652039325
1739209868.7560177;-35.57807855764607
1739209868.7560246;-45.120503652039325
1739209868.7560315;-38.13080360867914
1739209868.7560387;-32.816014438256545
1739209868.7560456;-45.120503652039325
1739209868.7560527;-45.120503652039325
1739209868.7560596;-45.120503652039325
1739209868.7560666;-45.120503652039325
1739209868.7560737;-32.816014438256545
1739209868.7560806;-35.57807855764607
1739209868.7560878;-45.120503652039325
1739209868.7560947;-35.57807855764607
1739209868.7561016;-32.816014438256545
1739209868.7561088;-35.57807855764607
1739209868.7561157;-45.120503652039325
1739209868.7561228;-38.13080360867914
1739209868.7561297;-45.120503652039325
1739209868.756137;-38.13080360867914
1739209868.7561438;-35.57807855764607
1739209868.7561507;-38.13080360867914
1739209868.7561579;-45.120503652039325
1739209868.7561648;-33.981070128970906
1739209868.756172;-35.57807855764607
1739209868.7561789;-35.57807855764607
1739209868.7561858;-35.57807855764607
1739209868.756193;-35.57807855764607
1739209868.7561998;-38.13080360867914
1739209868.756207;-38.13080360867914
1739209868.756214;-35.57807855764607
1739209868.7562208;-38.13080360867914
1739209868.756228;-45.120503652039325
1739209868.756235;-38.13080360867914
1739209868.756242;-45.120503652039325
1739209868.756249;-38.13080360867914
1739209868.756256;-45.120503652039325
1739209868.756263;-45.120503652039325
1739209868.75627;-38.13080360867914
1739209868.756277;-38.13080360867914
1739209868.756284;-45.120503652039325
1739209868.7562912;-45.120503652039325
1739209868.756298;-38.13080360867914
1739209868.756305;-38.13080360867914
1739209868.7563121;-45.120503652039325
1739209868.756319;-38.13080360867914
1739209868.7563262;-45.120503652039325
1739209868.756333;-45.120503652039325
1739209868.7563403;-35.57807855764607
1739209868.7563472;-35.57807855764607
1739209868.756354;-38.13080360867914
1739209868.7563612;-38.13080360867914
1739209868.7563682;-38.13080360867914
1739209868.7563753;-38.13080360867914
1739209868.7563822;-38.13080360867914
1739209868.7563891;-38.13080360867914
1739209868.7563963;-45.120503652039325
1739209868.7564032;-38.13080360867914
1739209868.7564104;-45.120503652039325
1739209868.7564173;-33.981070128970906
1739209868.7564242;-45.120503652039325
1739209868.7564313;-45.120503652039325
1739209868.7564383;-38.13080360867914
1739209868.7564454;-38.13080360867914
1739209868.7564523;-38.13080360867914
1739209868.7564595;-38.13080360867914
1739209868.7564664;-45.120503652039325
1739209868.7564733;-38.13080360867914
1739209868.7564805;-45.120503652039325
1739209868.7564874;-45.120503652039325
1739209868.7564945;-45.120503652039325
1739209868.7565014;-38.13080360867914
1739209868.7565084;-38.13080360867914
1739209868.7565155;-35.57807855764607
1739209868.7565224;-45.120503652039325
1739209868.7565296;-45.120503652039325
1739209868.7565365;-38.13080360867914
1739209868.7565434;-38.13080360867914
1739209868.7565506;-38.13080360867914
1739209868.7565575;-35.57807855764607
1739209868.7565646;-33.981070128970906
1739209868.7565715;-38.13080360867914
1739209868.7565787;-45.120503652039325
1739209868.7565856;-33.981070128970906
1739209868.7565925;-38.13080360867914
1739209868.7565997;-38.13080360867914
1739209868.7566066;-45.120503652039325
1739209868.7566137;-45.120503652039325
1739209868.7566206;-38.13080360867914
1739209868.7566276;-38.13080360867914
1739209868.7566347;-38.13080360867914
