CAN Message; 0x77:a9beaae6a2e380c7
1739209860.674671;-38.13080360867914
1739209860.674674;-45.120503652039325
1739209860.674677;-33.981070128970906
1739209860.67468;-28.992665084841942
1739209860.674683;-33.981070128970906
1739209860.6746862;-45.120503652039325
1739209860.6746893;-38.13080360867914
1739209860.6746924;-38.13080360867914
1739209860.6746955;-38.13080360867914
1739209860.6746986;-45.120503652039325
1739209860.6747017;-45.120503652039325
1739209860.6747048;-38.13080360867914
1739209860.6747077;-38.13080360867914
1739209860.6747108;-38.13080360867914
1739209860.6747139;-45.120503652039325
1739209860.674717;-35.57807855764607
1739209860.67472;-35.57807855764607
1739209860.6747231;-45.120503652039325
1739209860.6747262;-45.120503652039325
1739209860.6747293;-45.120503652039325
1739209860.6747324;-45.120503652039325
1739209860.6747355;-38.13080360867914
1739209860.6747384;-33.981070128970906
1739209860.6747415;-45.120503652039325
1739209860.6747446;-45.120503652039325
1739209860.6747477;-45.120503652039325
1739209860.6747508;-45.120503652039325
1739209860.674754;-38.13080360867914
1739209860.674757;-45.120503652039325
1739209860.67476;-38.13080360867914
1739209860.6747632;-38.13080360867914
1739209860.6747663;-45.120503652039325
1739209860.6747692;-45.120503652039325
1739209860.6747723;-45.120503652039325
1739209860.6747754;-38.13080360867914
1739209860.6747785;-45.120503652039325
1739209860.6747816;-45.120503652039325
1739209860.6747847;-38.13080360867914
1739209860.6747878;-45.120503652039325
1739209860.6747909;-35.57807855764607
1739209860.674794;-35.57807855764607
1739209860.674797;-38.13080360867914
1739209860.6748002;-38.13080360867914
1739209860.674803;-38.13080360867914
1739209860.674806;-35.57807855764607
1739209860.6748092;-45.120503652039325
1739209860.6748123;-45.120503652039325
1739209860.6748154;-45.120503652039325
1739209860.6748185;-45.120503652039325
1739209860.6748216;-32.816014438256545
1739209860.6748247;-35.57807855764607
1739209860.6748278;-45.120503652039325
1739209860.674831;-45.120503652039325
1739209860.6748338;-45.120503652039325
1739209860.6748369;-38.13080360867914
1739209860.67484;-38.13080360867914
1739209860.674843;-45.120503652039325
1739209860.6748462;-38.13080360867914
1739209860.6748493;-45.120503652039325
1739209860.6748524;-35.57807855764607
1739209860.6748555;-32.816014438256545
1739209860.6748586;-45.120503652039325
1739209860.6748617;-45.120503652039325
1739209860.6748645;-38.13080360867914
1739209860.6748676;-32.816014438256545
1739209860.6748707;-45.120503652039325
1739209860.6748738;-38.13080360867914
1739209860.674877;-45.120503652039325
1739209860.67488;-45.120503652039325
1739209860.6748831;-38.13080360867914
1739209860.6748862;-45.120503652039325
1739209860.6748893;-38.13080360867914
1739209860.6748924;-45.120503652039325
1739209860.6748953;-45.120503652039325
1739209860.6748984;-45.120503652039325
1739209860.6749015;-45.120503652039325
1739209860.6749046;-45.120503652039325
1739209860.6749077;-38.13080360867914
1739209860.6749108;-38.13080360867914
1739209860.674914;-38.13080360867914
1739209860.674917;-33.981070128970906
1739209860.67492;-38.13080360867914
1739209860.6749232;-45.120503652039325
1739209860.6749263;-38.13080360867914
1739209860.6749291;-35.57807855764607
1739209860.6749322;-38.13080360867914
1739209860.6749353;-35.57807855764607
1739209860.6749384;-45.120503652039325
1739209860.6749415;-45.120503652039325
1739209860.6749446;-45.120503652039325
1739209860.6749477;-45.120503652039325
1739209860.6749508;-45.120503652039325
1739209860.674954;-38.13080360867914
1739209860.674957;-45.120503652039325
1739209860.67496;-45.120503652039325
1739209860.674963;-38.13080360867914
1739209860.674966;-45.120503652039325
1739209860.6749692;-38.13080360867914
1739209860.6749723;-45.120503652039325
1739209860.6749754;-35.57807855764607
1739209860.6749785;-26.991370085610722
1739209860.6749816;-38.13080360867914
1739209860.6749847;-38.13080360867914
1739209860.6749878;-38.13080360867914
1739209860.6749907;-32.816014438256545
1739209860.6749938;-35.57807855764607
1739209860.6749969;-35.57807855764607
1739209860.675;-45.120503652039325
1739209860.675003;-45.120503652039325
1739209860.6750062;-38.13080360867914
1739209860.6750093;-45.120503652039325
1739209860.6750124;-45.120503652039325
1739209860.6750154;-33.981070128970906
1739209860.6750185;-45.120503652039325
1739209860.6750214;-45.120503652039325
1739209860.6750245;-38.13080360867914
1739209860.6750276;-35.57807855764607
1739209860.6750307;-45.120503652039325
1739209860.6750338;-45.120503652039325
1739209860.675037;-33.981070128970906
1739209860.67504;-45.120503652039325
1739209860.675043;-45.120503652039325
1739209860.6750462;-45.120503652039325
1739209860.6750493;-38.13080360867914
1739209860.6750524;-25.62660358559016
1739209860.6750553;-38.13080360867914
1739209860.6750584;-45.120503652039325
1739209860.6750615;-45.120503652039325
1739209860.6750646;-45.120503652039325
1739209860.6750677;-45.120503652039325
1739209860.6750708;-38.13080360867914
1739209860.6750739;-38.13080360867914
1739209860.675077;-33.981070128970956
1739209860.67508;-45.120503652039325
1739209860.6750832;-45.120503652039325
1739209860.675086;-45.120503652039325
1739209860.6750891;-45.120503652039325
1739209860.6750922;-35.57807855764607
1739209860.6750953;-35.57807855764607
1739209860.6750984;-45.120503652039325
1739209860.6751015;-31.141103565318915
1739209860.6751046;-38.13080360867914
1739209860.6751077;-45.120503652039325
1739209860.6751108;-38.13080360867914
1739209860.675114;-35.57807855764607
1739209860.6751168;-38.13080360867914
1739209860.6751199;-45.120503652039325
1739209860.675123;-38.13080360867914
1739209860.675126;-38.13080360867914
1739209860.6751292;-45.120503652039325
1739209860.6751323;-38.13080360867914
1739209860.6751354;-38.13080360867914
1739209860.6751385;-33.981070128970906
1739209860.6751416;-45.120503652039325
1739209860.6751447;-33.981070128970906
1739209860.6751475;-38.13080360867914
1739209860.6751506;-45.120503652039325
1739209860.6751537;-38.13080360867914
1739209860.6751568;-38.13080360867914
1739209860.67516;-45.120503652039325
1739209860.675163;-45.120503652039325
1739209860.6751661;-45.120503652039325
1739209860.6751692;-38.13080360867914
1739209860.6751723;-45.120503652039325
1739209860.6751754;-38.13080360867914
1739209860.6751785;-38.13080360867914
1739209860.6751814;-38.13080360867914
1739209860.6751845;-45.120503652039325
1739209860.6751876;-38.13080360867914
1739209860.6751907;-33.981070128970906
1739209860.6751938;-45.120503652039325
1739209860.675197;-35.57807855764607
1739209860.6752;-35.57807855764607
1739209860.675203;-45.120503652039325
1739209860.6752062;-45.120503652039325
1739209860.6752093;-35.57807855764607
1739209860.6752121;-35.57807855764607
1739209860.6752152;-45.120503652039325
1739209860.6752183;-38.13080360867914
1739209860.6752214;-38.13080360867914
1739209860.6752245;-38.13080360867914
1739209860.6752276;-45.120503652039325
1739209860.6752307;-45.120503652039325
1739209860.6752338;-45.120503652039325
1739209860.675237;-45.120503652039325
1739209860.67524;-38.13080360867914
1739209860.675243;-38.13080360867914
1739209860.675246;-38.13080360867914
1739209860.675249;-38.13080360867914
1739209860.6752522;-38.13080360867914
1739209860.6752553;-38.13080360867914
1739209860.6752584;-45.120503652039325
1739209860.6752615;-45.120503652039325
1739209860.6752646;-35.57807855764607
1739209860.6752677;-38.13080360867914
1739209860.6752708;-45.120503652039325
1739209860.6752737;-45.120503652039325
1739209860.6752768;-45.120503652039325
1739209860.6752799;-45.120503652039325
1739209860.675283;-45.120503652039325
1739209860.675286;-38.13080360867914
1739209860.6752892;-45.120503652039325
1739209860.6752923;-45.120503652039325
1739209860.6752954;-33.981070128970906
1739209860.6752985;-32.816014438256545
1739209860.6753016;-31.141103565318893
1739209860.6753047;-35.57807855764607
1739209860.6753075;-38.13080360867914
1739209860.6753106;-33.981070128970906
1739209860.6753137;-38.13080360867914
1739209860.6753168;-38.13080360867914
1739209860.67532;-35.57807855764607
1739209860.675323;-32.816014438256545
1739209860.675326;-45.120503652039325
1739209860.6753292;-38.13080360867914
1739209860.6753323;-38.13080360867914
1739209860.6753354;-45.120503652039325
1739209860.6753383;-45.120503652039325
1739209860.6753414;-38.13080360867914
1739209860.6753445;-38.13080360867914
1739209860.6753476;-45.120503652039325
1739209860.6753507;-32.816014438256545
1739209860.6753538;-32.816014438256545
1739209860.6753569;-38.13080360867914
1739209860.67536;-45.120503652039325
1739209860.675363;-35.57807855764607
1739209860.6753662;-35.57807855764607
1739209860.675369;-45.120503652039325
1739209860.6753721;-45.120503652039325
1739209860.6753752;-45.120503652039325
1739209860.6753783;-45.120503652039325
1739209860.6753814;-45.120503652039325
1739209860.6753845;-45.120503652039325
1739209860.6753876;-45.120503652039325
1739209860.6753907;-45.120503652039325
1739209860.6753938;-38.13080360867914
1739209860.675397;-45.120503652039325
1739209860.6753998;-38.13080360867914
1739209860.6754029;-45.120503652039325
1739209860.675406;-45.120503652039325
1739209860.675409;-38.13080360867914
1739209860.6754122;-33.981070128970906
1739209860.6754153;-38.13080360867914
1739209860.6754184;-35.57807855764607
1739209860.6754215;-45.120503652039325
1739209860.6754246;-32.816014438256545
1739209860.6754277;-32.816014438256545
1739209860.6754308;-45.120503652039325
1739209860.6754336;-38.13080360867914
1739209860.6754367;-45.120503652039325
1739209860.6754398;-45.120503652039325
1739209860.675443;-38.13080360867914
1739209860.675446;-35.57807855764607
1739209860.6754491;-45.120503652039325
1739209860.6754522;-38.13080360867914
1739209860.6754553;-38.13080360867914
1739209860.6754584;-45.120503652039325
1739209860.6754615;-45.120503652039325
1739209860.6754644;-45.120503652039325
1739209860.6754675;-38.13080360867914
1739209860.6754706;-45.120503652039325
1739209860.6754737;-31.141103565318893
1739209860.6754768;-28.21854285175415
1739209860.67548;-45.120503652039325
1739209860.675483;-45.120503652039325
1739209860.675486;-35.57807855764607
1739209860.6754892;-38.13080360867914
1739209860.6754923;-45.120503652039325
1739209860.6754951;-32.816014438256545
1739209860.6754982;-45.120503652039325
1739209860.6755013;-45.120503652039325
1739209860.6755044;-35.57807855764607
1739209860.6755075;-38.13080360867914
1739209860.6755106;-45.120503652039325
1739209860.6755137;-45.120503652039325
1739209860.6755168;-35.57807855764607
1739209860.67552;-38.13080360867914
1739209860.675523;-38.13080360867914
1739209860.675526;-45.120503652039325
1739209860.675529;-38.13080360867914
1739209860.675532;-38.13080360867914
1739209860.6755352;-38.13080360867914
1739209860.6755383;-45.120503652039325
1739209860.6755414;-38.13080360867914
1739209860.6755445;-38.13080360867914
1739209860.6755476;-35.57807855764607
1739209860.6755507;-26.991370085610722
1739209860.6755538;-45.120503652039325
1739209860.6755567;-35.57807855764607
1739209860.6755598;-35.57807855764607
1739209860.6755629;-35.57807855764607
1739209860.675566;-45.120503652039325
1739209860.675569;-38.13080360867914
1739209860.6755722;-45.120503652039325
1739209860.6755753;-31.141103565318943
1739209860.6755784;-38.13080360867914
1739209860.6755815;-38.13080360867914
1739209860.6755846;-45.120503652039325
1739209860.6755877;-45.120503652039325
1739209860.6755905;-32.816014438256545
1739209860.6755936;-38.13080360867914
1739209860.6755967;-38.13080360867914
1739209860.6755998;-28.58837851428586
1739209860.675603;-45.120503652039325
1739209860.675606;-45.120503652039325
1739209860.675609;-45.120503652039325
1739209860.6756122;-45.120503652039325
1739209860.6756153;-45.120503652039325
1739209860.6756184;-38.13080360867914
1739209860.6756213;-45.120503652039325
1739209860.6756244;-45.120503652039325
1739209860.6756275;-45.120503652039325
1739209860.6756306;-45.120503652039325
1739209860.6756337;-45.120503652039325
1739209860.6756368;-45.120503652039325
1739209860.6756399;-33.981070128970906
1739209860.675643;-38.13080360867914
1739209860.675646;-45.120503652039325
1739209860.6756492;-45.120503652039325
1739209860.675652;-45.120503652039325
1739209860.6756551;-38.13080360867914
1739209860.6756582;-38.13080360867914
1739209860.6756613;-45.120503652039325
1739209860.6756644;-38.13080360867914
1739209860.6756675;-38.13080360867914
1739209860.6756706;-38.13080360867914
1739209860.6756737;-35.57807855764607
1739209860.6756768;-33.981070128970906
1739209860.67568;-45.120503652039325
1739209860.6756828;-38.13080360867914
1739209860.675686;-35.57807855764607
1739209860.675689;-45.120503652039325
1739209860.675692;-45.120503652039325
1739209860.6756952;-45.120503652039325
1739209860.6756983;-45.120503652039325
1739209860.6757014;-45.120503652039325
1739209860.6757045;-45.120503652039325
1739209860.6757076;-45.120503652039325
1739209860.6757107;-45.120503652039325
1739209860.6757138;-45.120503652039325
1739209860.6757166;-45.120503652039325
1739209860.6757197;-45.120503652039325
1739209860.6757228;-45.120503652039325
1739209860.675726;-38.13080360867914
1739209860.675729;-38.13080360867914
1739209860.6757321;-45.120503652039325
1739209860.6757352;-45.120503652039325
1739209860.6757383;-45.120503652039325
1739209860.6757414;-45.120503652039325
1739209860.6757445;-45.120503652039325
1739209860.6757474;-38.13080360867914
1739209860.6757505;-31.141103565318915
1739209860.6757536;-33.981070128970906
1739209860.6757567;-45.120503652039325
1739209860.6757598;-38.13080360867914
1739209860.675763;-38.13080360867914
1739209860.675766;-38.13080360867914
1739209860.675769;-45.120503652039325
1739209860.6757722;-38.13080360867914
1739209860.6757753;-32.81601443825658
1739209860.6757782;-45.120503652039325
1739209860.6757812;-45.120503652039325
1739209860.6757843;-33.981070128970906
1739209860.6757874;-38.13080360867914
1739209860.6757905;-45.120503652039325
1739209860.6757936;-45.120503652039325
1739209860.6757967;-38.13080360867914
1739209860.6757998;-33.981070128970906
1739209860.675803;-45.120503652039325
1739209860.675806;-38.13080360867914
1739209860.675809;-38.13080360867914
1739209860.675812;-33.981070128970906
1739209860.675815;-38.13080360867914
1739209860.6758182;-38.13080360867914
1739209860.6758213;-45.120503652039325
1739209860.6758244;-33.981070128970906
1739209860.6758275;-38.13080360867914
1739209860.6758306;-38.13080360867914
1739209860.6758337;-38.13080360867914
1739209860.6758368;-38.13080360867914
1739209860.67584;-45.120503652039325
1739209860.6758428;-33.981070128970906
1739209860.6758459;-38.13080360867914
1739209860.675849;-32.81601443825658
1739209860.675852;-38.13080360867914
1739209860.6758552;-35.57807855764607
1739209860.6758583;-45.120503652039325
1739209860.6758614;-45.120503652039325
1739209860.6758645;-38.13080360867914
1739209860.6758676;-38.13080360867914
1739209860.6758707;-35.57807855764607
1739209860.6758735;-27.267205301931607
1739209860.6758766;-38.13080360867914
1739209860.6758797;-45.120503652039325
1739209860.6758828;-45.120503652039325
1739209860.675886;-33.981070128970906
1739209860.675889;-45.120503652039325
1739209860.675892;-45.120503652039325
1739209860.6758952;-45.120503652039325
1739209860.6758983;-38.13080360867914
1739209860.6759014;-38.13080360867914
1739209860.6759043;-45.120503652039325
1739209860.6759074;-45.120503652039325
1739209860.6759105;-45.120503652039325
1739209860.6759136;-45.120503652039325
1739209860.6759167;-45.120503652039325
1739209860.6759198;-38.13080360867914
1739209860.6759229;-38.13080360867914
1739209860.675926;-45.120503652039325
1739209860.675929;-45.120503652039325
1739209860.6759322;-45.120503652039325
1739209860.675935;-38.13080360867914
1739209860.6759381;-45.120503652039325
1739209860.6759412;-35.57807855764607
1739209860.6759443;-35.57807855764607
1739209860.6759474;-32.816014438256545
1739209860.6759505;-30.49652367304973
1739209860.6759536;-45.120503652039325
1739209860.6759567;-45.120503652039325
1739209860.6759598;-32.816014438256545
1739209860.675963;-38.13080360867914
1739209860.675966;-45.120503652039325
1739209860.675969;-38.13080360867914
1739209860.675972;-45.120503652039325
1739209860.675975;-38.13080360867914
1739209860.6759782;-38.13080360867914
1739209860.6759813;-45.120503652039325
1739209860.6759844;-45.120503652039325
1739209860.6759875;-35.57807855764607
1739209860.6759906;-33.981070128970906
1739209860.6759937;-45.120503652039325
1739209860.6759968;-29.438486411369333
1739209860.6759996;-32.816014438256545
1739209860.6760027;-45.120503652039325
1739209860.6760058;-38.13080360867914
1739209860.676009;-45.120503652039325
1739209860.676012;-45.120503652039325
1739209860.6760151;-45.120503652039325
1739209860.6760182;-38.13080360867914
1739209860.6760213;-45.120503652039325
1739209860.6760244;-45.120503652039325
1739209860.6760275;-38.13080360867914
1739209860.6760304;-45.120503652039325
1739209860.6760335;-38.13080360867914
1739209860.6760366;-35.57807855764607
1739209860.6760397;-38.13080360867914
1739209860.6760428;-45.120503652039325
1739209860.676046;-35.57807855764607
1739209860.676049;-35.57807855764607
1739209860.676052;-45.120503652039325
1739209860.6760552;-45.120503652039325
1739209860.6760583;-38.13080360867914
1739209860.6760612;-45.120503652039325
1739209860.6760643;-45.120503652039325
1739209860.6760674;-45.120503652039325
1739209860.6760705;-38.13080360867914
1739209860.6760736;-38.13080360867914
1739209860.6760767;-38.13080360867914
1739209860.6760798;-38.13080360867914
1739209860.6760828;-35.57807855764607
1739209860.676086;-38.13080360867914
1739209860.676089;-30.49652367304973
1739209860.6760921;-31.141103565318893
1739209860.676095;-45.120503652039325
1739209860.676098;-45.120503652039325
1739209860.6761012;-33.981070128970906
1739209860.6761043;-38.13080360867914
1739209860.6761074;-45.120503652039325
1739209860.6761105;-38.13080360867914
1739209860.6761136;-35.57807855764607
1739209860.6761167;-45.120503652039325
1739209860.6761198;-35.57807855764607
1739209860.676123;-32.816014438256545
1739209860.6761258;-38.13080360867914
1739209860.6761289;-38.13080360867914
1739209860.676132;-38.13080360867914
1739209860.676135;-45.120503652039325
1739209860.6761382;-45.120503652039325
1739209860.6761413;-45.120503652039325
1739209860.6761444;-38.13080360867914
1739209860.6761475;-45.120503652039325
1739209860.6761506;-38.13080360867914
1739209860.6761537;-45.120503652039325
1739209860.6761565;-45.120503652039325
1739209860.6761596;-38.13080360867914
1739209860.6761627;-45.120503652039325
1739209860.6761658;-45.120503652039325
1739209860.676169;-45.120503652039325
1739209860.676172;-45.120503652039325
1739209860.676175;-45.120503652039325
1739209860.6761782;-38.13080360867914
1739209860.6761813;-45.120503652039325
1739209860.6761844;-45.120503652039325
1739209860.6761873;-45.120503652039325
1739209860.6761904;-45.120503652039325
1739209860.6761935;-38.13080360867914
1739209860.6761966;-38.13080360867914
1739209860.6761997;-38.13080360867914
1739209860.6762028;-38.13080360867914
1739209860.6762059;-38.13080360867914
1739209860.676209;-35.57807855764607
1739209860.676212;-38.13080360867914
1739209860.6762152;-45.120503652039325
1739209860.676218;-33.981070128970906
1739209860.6762211;-33.981070128970906
1739209860.6762242;-38.13080360867914
1739209860.6762273;-45.120503652039325
1739209860.6762304;-38.13080360867914
1739209860.6762335;-38.13080360867914
1739209860.6762366;-38.13080360867914
1739209860.6762397;-35.57807855764607
1739209860.6762428;-38.13080360867914
1739209860.676246;-33.981070128970906
1739209860.676249;-31.141103565318915
1739209860.676252;-38.13080360867914
1739209860.676255;-45.120503652039325
1739209860.676258;-45.120503652039325
1739209860.6762612;-38.13080360867914
1739209860.6762643;-38.13080360867914
1739209860.6762674;-45.120503652039325
1739209860.6762705;-45.120503652039325
1739209860.6762736;-38.13080360867914
1739209860.6762767;-35.57807855764607
1739209860.6762798;-38.13080360867914
1739209860.6762826;-38.13080360867914
1739209860.6762857;-38.13080360867914
1739209860.6762888;-38.13080360867914
1739209860.676292;-38.13080360867914
1739209860.676295;-38.13080360867914
1739209860.6762981;-38.13080360867914
1739209860.6763012;-45.120503652039325
1739209860.6763043;-45.120503652039325
1739209860.6763074;-45.120503652039325
1739209860.6763105;-45.120503652039325
1739209860.6763134;-38.13080360867914
1739209860.6763165;-45.120503652039325
1739209860.6763196;-33.981070128970906
1739209860.6763227;-31.141103565318915
1739209860.6763258;-45.120503652039325
1739209860.676329;-45.120503652039325
1739209860.676332;-45.120503652039325
1739209860.676335;-45.120503652039325
1739209860.6763382;-45.120503652039325
1739209860.6763413;-45.120503652039325
1739209860.6763442;-31.141103565318915
1739209860.6763473;-32.816014438256545
1739209860.6763504;-45.120503652039325
1739209860.6763535;-45.120503652039325
1739209860.6763566;-45.120503652039325
1739209860.6763597;-38.13080360867914
1739209860.6763628;-45.120503652039325
1739209860.6763659;-38.13080360867914
1739209860.676369;-33.981070128970906
1739209860.676372;-28.992665084841942
1739209860.6763752;-45.120503652039325
1739209860.676378;-35.57807855764607
1739209860.676381;-32.816014438256545
1739209860.6763842;-33.981070128970906
1739209860.6763873;-38.13080360867914
1739209860.6763904;-38.13080360867914
1739209860.6763935;-38.13080360867914
1739209860.6763966;-35.57807855764607
1739209860.6763997;-38.13080360867914
1739209860.6764028;-45.120503652039325
1739209860.676406;-45.120503652039325
1739209860.6764088;-38.13080360867914
1739209860.6764119;-38.13080360867914
1739209860.676415;-38.13080360867914
1739209860.676418;-38.13080360867914
1739209860.6764212;-33.981070128970906
1739209860.6764243;-38.13080360867914
1739209860.6764274;-38.13080360867914
1739209860.6764305;-38.13080360867914
1739209860.6764336;-38.13080360867914
1739209860.6764367;-45.120503652039325
1739209860.6764395;-45.120503652039325
1739209860.6764426;-45.120503652039325
1739209860.6764457;-38.13080360867914
1739209860.6764488;-45.120503652039325
1739209860.676452;-45.120503652039325
1739209860.676455;-38.13080360867914
1739209860.6764581;-38.13080360867914
1739209860.6764612;-45.120503652039325
1739209860.6764643;-45.120503652039325
1739209860.6764674;-35.57807855764607
1739209860.6764703;-45.120503652039325
1739209860.6764734;-45.120503652039325
1739209860.6764765;-33.981070128970906
1739209860.6764796;-38.13080360867914
1739209860.6764827;-38.13080360867914
1739209860.6764858;-45.120503652039325
1739209860.6764889;-45.120503652039325
1739209860.676492;-33.981070128970906
1739209860.676495;-28.58837851428586
1739209860.6764982;-38.13080360867914
1739209860.6765013;-45.120503652039325
1739209860.6765041;-45.120503652039325
1739209860.6765072;-45.120503652039325
1739209860.6765103;-45.120503652039325
1739209860.6765134;-45.120503652039325
1739209860.6765165;-45.120503652039325
1739209860.6765196;-45.120503652039325
1739209860.6765227;-45.120503652039325
1739209860.6765258;-45.120503652039325
1739209860.676529;-45.120503652039325
1739209860.676532;-38.13080360867914
1739209860.676535;-33.981070128970906
1739209860.676538;-38.13080360867914
1739209860.676541;-38.13080360867914
1739209860.6765442;-32.816014438256545
1739209860.6765473;-33.981070128970906
1739209860.6765504;-38.13080360867914
1739209860.6765535;-35.57807855764607
1739209860.6765566;-45.120503652039325
1739209860.6765597;-45.120503652039325
1739209860.6765628;-35.57807855764607
1739209860.6765656;-33.981070128970906
1739209860.6765687;-38.13080360867914
1739209860.6765718;-38.13080360867914
1739209860.676575;-38.13080360867914
1739209860.676578;-33.981070128970906
1739209860.6765811;-35.57807855764607
1739209860.6765842;-45.120503652039325
1739209860.6765873;-38.13080360867914
1739209860.6765904;-38.13080360867914
1739209860.6765935;-45.120503652039325
1739209860.6765964;-38.13080360867914
1739209860.6765995;-45.120503652039325
1739209860.6766026;-45.120503652039325
1739209860.6766057;-45.120503652039325
1739209860.6766088;-38.13080360867914
1739209860.676612;-38.13080360867914
1739209860.676615;-45.120503652039325
1739209860.676618;-38.13080360867914
1739209860.6766212;-38.13080360867914
1739209860.6766243;-45.120503652039325
1739209860.6766274;-45.120503652039325
1739209860.6766303;-35.57807855764607
1739209860.6766334;-38.13080360867914
1739209860.6766365;-45.120503652039325
1739209860.6766396;-38.13080360867914
1739209860.6766427;-45.120503652039325
1739209860.6766458;-45.120503652039325
1739209860.6766489;-38.13080360867914
1739209860.676652;-38.13080360867914
1739209860.676655;-35.57807855764607
1739209860.6766582;-38.13080360867914
1739209860.676661;-38.13080360867914
