CAN Message; 0x24:0d992ea885a4f601
1739209623.4137535;-45.120503652039325
1739209623.413759;-33.981070128970906
1739209623.4137645;-30.49652367304973
1739209623.4137702;-45.120503652039325
1739209623.4137757;-45.120503652039325
1739209623.4137812;-33.981070128970906
1739209623.4137866;-33.981070128970906
1739209623.4137921;-45.120503652039325
1739209623.4137976;-45.120503652039325
1739209623.413803;-45.120503652039325
1739209623.4138086;-33.981070128970956
1739209623.413814;-38.13080360867914
1739209623.4138196;-38.13080360867914
1739209623.413825;-45.120503652039325
1739209623.4138305;-45.120503652039325
1739209623.413836;-38.13080360867914
1739209623.4138415;-45.120503652039325
1739209623.413847;-38.13080360867914
1739209623.4138525;-27.8777449560314
1739209623.4138582;-45.120503652039325
1739209623.4138637;-38.13080360867914
1739209623.4138691;-45.120503652039325
1739209623.4138746;-45.120503652039325
1739209623.41388;-38.13080360867914
1739209623.4138856;-45.120503652039325
1739209623.413891;-45.120503652039325
1739209623.4138966;-45.120503652039325
1739209623.413902;-38.13080360867914
1739209623.4139075;-45.120503652039325
1739209623.413913;-38.13080360867914
1739209623.4139185;-38.13080360867914
1739209623.413924;-45.120503652039325
1739209623.4139295;-38.13080360867914
1739209623.413935;-35.57807855764607
1739209623.4139404;-45.120503652039325
1739209623.413946;-38.13080360867914
1739209623.4139516;-45.120503652039325
1739209623.413957;-45.120503652039325
1739209623.4139626;-45.120503652039325
1739209623.413968;-33.981070128970906
1739209623.4139736;-45.120503652039325
1739209623.413979;-45.120503652039325
1739209623.4139845;-38.13080360867914
1739209623.41399;-45.120503652039325
1739209623.4139955;-38.13080360867914
1739209623.414001;-32.816014438256545
1739209623.4140065;-33.981070128970906
1739209623.414012;-45.120503652039325
1739209623.4140174;-45.120503652039325
1739209623.414023;-45.120503652039325
1739209623.4140284;-45.120503652039325
1739209623.414034;-45.120503652039325
1739209623.4140396;-45.120503652039325
1739209623.414045;-38.13080360867914
1739209623.4140506;-45.120503652039325
1739209623.414056;-38.13080360867914
1739209623.4140615;-45.120503652039325
1739209623.414067;-38.13080360867914
1739209623.4140725;-35.57807855764607
1739209623.414078;-38.13080360867914
1739209623.4140835;-38.13080360867914
1739209623.414089;-38.13080360867914
1739209623.4140944;-38.13080360867914
1739209623.4141;-45.120503652039325
1739209623.4141054;-38.13080360867914
1739209623.414111;-38.13080360867914
1739209623.4141164;-45.120503652039325
1739209623.4141219;-38.13080360867914
1739209623.4141276;-38.13080360867914
1739209623.414133;-45.120503652039325
1739209623.4141386;-45.120503652039325
1739209623.414144;-45.120503652039325
1739209623.4141495;-32.816014438256545
1739209623.414155;-38.13080360867914
1739209623.4141605;-45.120503652039325
1739209623.414166;-38.13080360867914
1739209623.4141715;-32.816014438256545
1739209623.414177;-38.13080360867914
1739209623.4141824;-45.120503652039325
1739209623.414188;-45.120503652039325
1739209623.4141934;-45.120503652039325
1739209623.4141989;-45.120503652039325
1739209623.4142044;-45.120503652039325
1739209623.4142098;-38.13080360867914
1739209623.4142156;-35.57807855764607
1739209623.414221;-38.13080360867914
1739209623.4142265;-45.120503652039325
1739209623.414232;-38.13080360867914
1739209623.4142375;-32.816014438256545
1739209623.414243;-38.13080360867914
1739209623.4142485;-45.120503652039325
1739209623.414254;-38.13080360867914
1739209623.4142594;-35.57807855764607
1739209623.414265;-33.981070128970906
1739209623.4142704;-45.120503652039325
1739209623.414276;-45.120503652039325
1739209623.4142814;-35.57807855764607
1739209623.4142869;-38.13080360867914
1739209623.4142923;-45.120503652039325
1739209623.4142978;-33.981070128970906
1739209623.4143033;-32.816014438256545
1739209623.414309;-38.13080360867914
1739209623.4143145;-38.13080360867914
1739209623.41432;-33.981070128970906
1739209623.4143255;-45.120503652039325
1739209623.414331;-38.13080360867914
1739209623.4143364;-38.13080360867914
1739209623.414342;-38.13080360867914
1739209623.4143474;-45.120503652039325
1739209623.414353;-38.13080360867914
1739209623.4143584;-45.120503652039325
1739209623.4143639;-38.13080360867914
1739209623.4143693;-38.13080360867914
1739209623.4143748;-38.13080360867914
1739209623.4143803;-45.120503652039325
1739209623.4143858;-33.981070128970906
1739209623.4143913;-32.816014438256545
1739209623.414397;-33.981070128970906
1739209623.4144025;-45.120503652039325
1739209623.414408;-38.13080360867914
1739209623.4144135;-35.57807855764607
1739209623.414419;-45.120503652039325
1739209623.4144244;-45.120503652039325
1739209623.41443;-38.13080360867914
1739209623.4144354;-45.120503652039325
1739209623.4144409;-45.120503652039325
1739209623.4144464;-38.13080360867914
1739209623.4144518;-38.13080360867914
1739209623.4144573;-38.13080360867914
1739209623.4144628;-38.13080360867914
1739209623.4144683;-45.120503652039325
1739209623.4144738;-33.981070128970906
1739209623.4144793;-33.981070128970906
1739209623.414485;-35.57807855764607
1739209623.4144905;-45.120503652039325
1739209623.414496;-45.120503652039325
1739209623.4145014;-35.57807855764607
1739209623.414507;-45.120503652039325
1739209623.4145124;-45.120503652039325
1739209623.4145179;-26.487275050834725
1739209623.4145234;-38.13080360867914
1739209623.4145288;-33.981070128970906
1739209623.4145343;-45.120503652039325
1739209623.4145398;-38.13080360867914
1739209623.4145453;-38.13080360867914
1739209623.4145508;-45.120503652039325
1739209623.4145563;-45.120503652039325
1739209623.4145617;-33.981070128970906
1739209623.4145672;-31.141103565318915
1739209623.414573;-33.981070128970906
1739209623.4145784;-45.120503652039325
1739209623.414584;-38.13080360867914
1739209623.4145894;-35.57807855764607
1739209623.414595;-38.13080360867914
1739209623.4146004;-45.120503652039325
1739209623.4146059;-31.141103565318915
1739209623.4146113;-33.981070128970906
1739209623.4146168;-38.13080360867914
1739209623.4146223;-45.120503652039325
1739209623.4146278;-38.13080360867914
1739209623.4146333;-45.120503652039325
1739209623.4146388;-33.981070128970906
1739209623.4146442;-45.120503652039325
1739209623.4146497;-38.13080360867914
1739209623.4146552;-38.13080360867914
1739209623.4146607;-38.13080360867914
1739209623.4146664;-45.120503652039325
1739209623.414672;-45.120503652039325
1739209623.4146774;-45.120503652039325
1739209623.4146829;-45.120503652039325
1739209623.4146883;-45.120503652039325
1739209623.4146938;-38.13080360867914
1739209623.4146993;-35.57807855764607
1739209623.4147048;-35.57807855764607
1739209623.4147103;-38.13080360867914
1739209623.4147158;-38.13080360867914
1739209623.4147213;-38.13080360867914
1739209623.4147267;-35.57807855764607
1739209623.4147322;-38.13080360867914
1739209623.4147377;-38.13080360867914
1739209623.4147432;-35.57807855764607
1739209623.4147487;-45.120503652039325
1739209623.4147544;-35.57807855764607
1739209623.4147599;-35.57807855764607
1739209623.4147654;-38.13080360867914
1739209623.4147708;-45.120503652039325
1739209623.4147763;-38.13080360867914
1739209623.4147818;-45.120503652039325
1739209623.4147873;-38.13080360867914
1739209623.4147928;-35.57807855764607
1739209623.4147983;-45.120503652039325
1739209623.4148037;-45.120503652039325
1739209623.4148092;-38.13080360867914
1739209623.4148147;-38.13080360867914
1739209623.4148202;-45.120503652039325
1739209623.4148257;-38.13080360867914
1739209623.4148312;-28.58837851428586
1739209623.4148366;-45.120503652039325
1739209623.4148424;-38.13080360867914
1739209623.4148479;-33.981070128970906
1739209623.4148533;-32.816014438256545
1739209623.4148588;-38.13080360867914
1739209623.4148643;-45.120503652039325
1739209623.4148698;-45.120503652039325
1739209623.4148753;-38.13080360867914
1739209623.4148808;-45.120503652039325
1739209623.4148862;-45.120503652039325
1739209623.4148917;-45.120503652039325
1739209623.4148972;-38.13080360867914
1739209623.4149027;-38.13080360867914
1739209623.4149082;-45.120503652039325
1739209623.4149137;-38.13080360867914
1739209623.4149191;-32.816014438256545
1739209623.4149246;-38.13080360867914
1739209623.4149303;-45.120503652039325
1739209623.4149358;-45.120503652039325
1739209623.4149413;-35.57807855764607
1739209623.4149468;-38.13080360867914
1739209623.4149523;-45.120503652039325
1739209623.4149578;-38.13080360867914
1739209623.4149632;-35.57807855764607
1739209623.4149687;-38.13080360867914
1739209623.4149742;-45.120503652039325
1739209623.4149797;-38.13080360867914
1739209623.4149852;-32.816014438256545
1739209623.4149907;-38.13080360867914
1739209623.4149961;-45.120503652039325
1739209623.4150016;-45.120503652039325
1739209623.415007;-45.120503652039325
1739209623.4150126;-33.981070128970906
1739209623.415018;-45.120503652039325
1739209623.4150238;-45.120503652039325
1739209623.4150293;-38.13080360867914
1739209623.4150348;-38.13080360867914
1739209623.4150403;-45.120503652039325
1739209623.4150457;-38.13080360867914
1739209623.4150512;-38.13080360867914
1739209623.4150567;-45.120503652039325
1739209623.4150622;-45.120503652039325
1739209623.4150677;-45.120503652039325
1739209623.4150732;-38.13080360867914
1739209623.4150786;-45.120503652039325
1739209623.4150841;-38.13080360867914
1739209623.4150896;-45.120503652039325
1739209623.415095;-45.120503652039325
1739209623.4151006;-45.120503652039325
1739209623.415106;-45.120503652039325
1739209623.4151118;-45.120503652039325
1739209623.4151173;-32.816014438256545
1739209623.4151227;-38.13080360867914
1739209623.4151282;-45.120503652039325
1739209623.4151337;-33.981070128970906
1739209623.4151392;-38.13080360867914
1739209623.4151447;-38.13080360867914
1739209623.4151502;-35.57807855764607
1739209623.4151556;-35.57807855764607
1739209623.4151611;-45.120503652039325
1739209623.4151666;-38.13080360867914
1739209623.415172;-35.57807855764607
1739209623.4151776;-38.13080360867914
1739209623.415183;-45.120503652039325
1739209623.4151886;-38.13080360867914
1739209623.415194;-38.13080360867914
1739209623.4151998;-35.57807855764607
1739209623.4152052;-45.120503652039325
1739209623.4152107;-38.13080360867914
1739209623.4152162;-38.13080360867914
1739209623.4152217;-45.120503652039325
1739209623.4152272;-45.120503652039325
1739209623.4152327;-35.57807855764607
1739209623.4152381;-35.57807855764607
1739209623.4152436;-38.13080360867914
1739209623.415249;-45.120503652039325
1739209623.4152546;-33.981070128970906
1739209623.41526;-35.57807855764607
1739209623.4152656;-38.13080360867914
1739209623.415271;-45.120503652039325
1739209623.4152765;-38.13080360867914
1739209623.415282;-45.120503652039325
1739209623.4152877;-45.120503652039325
1739209623.4152932;-45.120503652039325
1739209623.4152987;-45.120503652039325
1739209623.4153042;-45.120503652039325
1739209623.4153097;-45.120503652039325
1739209623.4153152;-45.120503652039325
1739209623.4153206;-38.13080360867914
1739209623.415326;-45.120503652039325
1739209623.4153316;-45.120503652039325
1739209623.415337;-45.120503652039325
1739209623.4153426;-38.13080360867914
1739209623.415348;-35.57807855764607
1739209623.4153535;-38.13080360867914
1739209623.415359;-45.120503652039325
1739209623.4153645;-38.13080360867914
1739209623.41537;-32.816014438256545
1739209623.4153755;-45.120503652039325
1739209623.4153812;-45.120503652039325
1739209623.4153867;-38.13080360867914
1739209623.4153922;-38.13080360867914
1739209623.4153976;-38.13080360867914
1739209623.4154031;-45.120503652039325
1739209623.4154086;-45.120503652039325
1739209623.415414;-45.120503652039325
1739209623.4154196;-45.120503652039325
1739209623.415425;-38.13080360867914
1739209623.4154305;-35.57807855764607
1739209623.415436;-38.13080360867914
1739209623.4154415;-38.13080360867914
1739209623.415447;-45.120503652039325
1739209623.4154525;-45.120503652039325
1739209623.415458;-45.120503652039325
1739209623.4154634;-45.120503652039325
1739209623.4154692;-38.13080360867914
1739209623.4154747;-38.13080360867914
1739209623.4154801;-45.120503652039325
1739209623.4154856;-45.120503652039325
1739209623.415491;-45.120503652039325
1739209623.4154966;-33.981070128970906
1739209623.415502;-38.13080360867914
1739209623.4155076;-38.13080360867914
1739209623.415513;-45.120503652039325
1739209623.4155185;-33.981070128970906
1739209623.415524;-38.13080360867914
1739209623.4155295;-45.120503652039325
1739209623.415535;-45.120503652039325
1739209623.4155405;-31.141103565318915
1739209623.415546;-38.13080360867914
1739209623.4155514;-38.13080360867914
1739209623.4155571;-38.13080360867914
1739209623.4155626;-45.120503652039325
1739209623.415568;-38.13080360867914
1739209623.4155736;-35.57807855764607
1739209623.415579;-45.120503652039325
1739209623.4155846;-28.992665084841942
1739209623.41559;-38.13080360867914
1739209623.4155955;-45.120503652039325
1739209623.415601;-38.13080360867914
1739209623.4156065;-33.981070128970906
1739209623.415612;-38.13080360867914
1739209623.4156175;-38.13080360867914
1739209623.415623;-38.13080360867914
1739209623.4156284;-33.981070128970906
1739209623.415634;-45.120503652039325
1739209623.4156394;-38.13080360867914
1739209623.4156451;-45.120503652039325
1739209623.4156506;-38.13080360867914
1739209623.415656;-45.120503652039325
1739209623.4156616;-38.13080360867914
1739209623.415667;-38.13080360867914
1739209623.4156725;-38.13080360867914
1739209623.415678;-35.57807855764607
1739209623.4156835;-33.981070128970906
1739209623.415689;-45.120503652039325
1739209623.4156945;-35.57807855764607
1739209623.4157;-38.13080360867914
1739209623.4157054;-45.120503652039325
1739209623.415711;-45.120503652039325
1739209623.4157164;-38.13080360867914
1739209623.415722;-38.13080360867914
1739209623.4157274;-38.13080360867914
1739209623.4157329;-38.13080360867914
1739209623.4157386;-38.13080360867914
1739209623.415744;-38.13080360867914
1739209623.4157495;-45.120503652039325
1739209623.415755;-45.120503652039325
1739209623.4157605;-38.13080360867914
1739209623.415766;-38.13080360867914
1739209623.4157715;-38.13080360867914
1739209623.415777;-45.120503652039325
1739209623.4157825;-45.120503652039325
1739209623.415788;-35.57807855764607
1739209623.4157934;-35.57807855764607
1739209623.415799;-45.120503652039325
1739209623.4158044;-31.141103565318915
1739209623.4158099;-30.49652367304973
1739209623.4158154;-38.13080360867914
1739209623.4158208;-45.120503652039325
1739209623.4158266;-38.13080360867914
1739209623.415832;-45.120503652039325
1739209623.4158375;-45.120503652039325
1739209623.415843;-45.120503652039325
1739209623.4158485;-38.13080360867914
1739209623.415854;-45.120503652039325
1739209623.4158595;-45.120503652039325
1739209623.415865;-45.120503652039325
1739209623.4158704;-38.13080360867914
1739209623.415876;-32.816014438256545
1739209623.4158814;-38.13080360867914
1739209623.4158869;-45.120503652039325
1739209623.4158924;-45.120503652039325
1739209623.4158978;-38.13080360867914
1739209623.4159033;-38.13080360867914
1739209623.4159088;-45.120503652039325
1739209623.4159145;-45.120503652039325
1739209623.41592;-38.13080360867914
1739209623.4159255;-33.981070128970906
1739209623.415931;-45.120503652039325
1739209623.4159365;-38.13080360867914
1739209623.415942;-33.981070128970906
1739209623.4159474;-45.120503652039325
1739209623.415953;-45.120503652039325
1739209623.4159584;-38.13080360867914
1739209623.415964;-38.13080360867914
1739209623.4159694;-45.120503652039325
1739209623.4159749;-38.13080360867914
1739209623.4159803;-45.120503652039325
1739209623.4159858;-38.13080360867914
1739209623.4159913;-33.981070128970906
1739209623.4159968;-45.120503652039325
1739209623.4160023;-38.13080360867914
1739209623.416008;-35.57807855764607
1739209623.4160135;-35.57807855764607
1739209623.416019;-38.13080360867914
1739209623.4160244;-45.120503652039325
1739209623.41603;-35.57807855764607
1739209623.4160354;-38.13080360867914
1739209623.416041;-38.13080360867914
1739209623.4160464;-38.13080360867914
1739209623.4160519;-45.120503652039325
1739209623.4160573;-38.13080360867914
1739209623.4160628;-38.13080360867914
1739209623.4160683;-45.120503652039325
1739209623.4160738;-45.120503652039325
1739209623.4160793;-45.120503652039325
1739209623.4160848;-38.13080360867914
1739209623.4160903;-38.13080360867914
1739209623.416096;-38.13080360867914
1739209623.4161015;-45.120503652039325
1739209623.416107;-35.57807855764607
1739209623.4161124;-38.13080360867914
1739209623.416118;-31.141103565318915
1739209623.4161234;-31.141103565318915
1739209623.4161289;-45.120503652039325
1739209623.4161344;-38.13080360867914
1739209623.4161398;-45.120503652039325
1739209623.4161453;-33.981070128970906
1739209623.4161508;-45.120503652039325
1739209623.4161563;-38.13080360867914
1739209623.4161618;-38.13080360867914
1739209623.4161673;-45.120503652039325
1739209623.4161727;-38.13080360867914
1739209623.4161782;-35.57807855764607
1739209623.416184;-38.13080360867914
1739209623.4161894;-45.120503652039325
1739209623.416195;-45.120503652039325
1739209623.4162004;-38.13080360867914
1739209623.416206;-35.57807855764607
1739209623.4162114;-33.981070128970906
1739209623.4162169;-45.120503652039325
1739209623.4162223;-45.120503652039325
1739209623.4162278;-33.981070128970906
1739209623.4162333;-33.981070128970906
1739209623.4162388;-45.120503652039325
1739209623.4162443;-35.57807855764607
1739209623.4162498;-32.816014438256545
1739209623.4162552;-38.13080360867914
1739209623.4162607;-45.120503652039325
1739209623.4162662;-38.13080360867914
1739209623.416272;-45.120503652039325
1739209623.4162774;-45.120503652039325
1739209623.416283;-45.120503652039325
1739209623.4162884;-45.120503652039325
1739209623.4162939;-45.120503652039325
1739209623.4162993;-38.13080360867914
1739209623.4163048;-32.816014438256545
1739209623.4163103;-38.13080360867914
1739209623.4163158;-38.13080360867914
1739209623.4163213;-35.57807855764607
1739209623.4163268;-45.120503652039325
1739209623.4163322;-45.120503652039325
1739209623.4163377;-38.13080360867914
1739209623.4163432;-28.992665084841942
1739209623.4163487;-35.57807855764607
1739209623.4163542;-38.13080360867914
1739209623.4163597;-45.120503652039325
1739209623.4163654;-35.57807855764607
1739209623.4163709;-38.13080360867914
1739209623.4163764;-38.13080360867914
1739209623.4163818;-45.120503652039325
1739209623.4163873;-35.57807855764607
1739209623.4163928;-35.57807855764607
1739209623.4163983;-38.13080360867914
1739209623.4164038;-45.120503652039325
1739209623.4164093;-38.13080360867914
1739209623.4164147;-38.13080360867914
1739209623.4164202;-45.120503652039325
1739209623.4164257;-45.120503652039325
1739209623.4164312;-38.13080360867914
1739209623.4164367;-45.120503652039325
1739209623.4164422;-45.120503652039325
1739209623.4164476;-45.120503652039325
1739209623.4164534;-38.13080360867914
1739209623.4164588;-38.13080360867914
1739209623.4164643;-38.13080360867914
1739209623.4164698;-38.13080360867914
1739209623.4164753;-28.992665084841942
1739209623.4164808;-45.120503652039325
1739209623.4164863;-45.120503652039325
1739209623.4164917;-38.13080360867914
1739209623.4164972;-38.13080360867914
1739209623.4165027;-45.120503652039325
1739209623.4165082;-38.13080360867914
1739209623.4165137;-45.120503652039325
1739209623.4165192;-29.438486411369347
1739209623.4165246;-38.13080360867914
1739209623.4165301;-38.13080360867914
1739209623.4165356;-38.13080360867914
1739209623.4165413;-45.120503652039325
1739209623.4165468;-45.120503652039325
1739209623.4165523;-38.13080360867914
1739209623.4165578;-45.120503652039325
1739209623.4165633;-33.981070128970906
1739209623.4165688;-45.120503652039325
1739209623.4165742;-38.13080360867914
1739209623.4165797;-45.120503652039325
1739209623.4165852;-38.13080360867914
1739209623.4165907;-35.57807855764607
1739209623.4165962;-38.13080360867914
1739209623.4166017;-45.120503652039325
1739209623.4166071;-33.981070128970906
1739209623.4166126;-35.57807855764607
1739209623.416618;-35.57807855764607
1739209623.4166236;-45.120503652039325
1739209623.4166293;-38.13080360867914
1739209623.4166348;-32.816014438256545
1739209623.4166403;-38.13080360867914
1739209623.4166458;-45.120503652039325
1739209623.4166512;-38.13080360867914
1739209623.4166567;-35.57807855764607
1739209623.4166622;-38.13080360867914
1739209623.4166677;-45.120503652039325
1739209623.4166732;-38.13080360867914
1739209623.4166787;-45.120503652039325
1739209623.4166842;-38.13080360867914
1739209623.4166896;-45.120503652039325
1739209623.416695;-38.13080360867914
1739209623.4167006;-35.57807855764607
1739209623.416706;-35.57807855764607
1739209623.4167116;-45.120503652039325
1739209623.416717;-38.13080360867914
1739209623.4167228;-29.438486411369333
1739209623.4167283;-38.13080360867914
1739209623.4167337;-45.120503652039325
1739209623.4167392;-33.981070128970906
1739209623.4167447;-45.120503652039325
1739209623.4167502;-38.13080360867914
1739209623.4167557;-38.13080360867914
1739209623.4167612;-38.13080360867914
1739209623.4167666;-45.120503652039325
1739209623.4167721;-33.981070128970906
1739209623.4167776;-45.120503652039325
1739209623.416783;-45.120503652039325
1739209623.4167886;-35.57807855764607
1739209623.416794;-38.13080360867914
1739209623.4167995;-45.120503652039325
1739209623.416805;-35.57807855764607
1739209623.4168108;-30.49652367304973
1739209623.4168162;-38.13080360867914
1739209623.4168217;-45.120503652039325
1739209623.4168272;-38.13080360867914
1739209623.4168327;-35.57807855764607
1739209623.4168382;-35.57807855764607
1739209623.4168437;-38.13080360867914
1739209623.4168491;-45.120503652039325
1739209623.4168546;-35.57807855764607
1739209623.41686;-45.120503652039325
1739209623.4168656;-45.120503652039325
1739209623.416871;-45.120503652039325
1739209623.4168766;-45.120503652039325
1739209623.416882;-38.13080360867914
1739209623.4168875;-45.120503652039325
1739209623.416893;-33.981070128970906
1739209623.4168987;-38.13080360867914
1739209623.4169042;-45.120503652039325
1739209623.4169097;-45.120503652039325
1739209623.4169152;-45.120503652039325
1739209623.4169207;-31.141103565318893
1739209623.4169261;-38.13080360867914
1739209623.4169316;-45.120503652039325
1739209623.416937;-45.120503652039325
1739209623.4169426;-32.816014438256545
1739209623.416948;-45.120503652039325
1739209623.4169536;-45.120503652039325
1739209623.416959;-38.13080360867914
1739209623.4169645;-45.120503652039325
1739209623.41697;-38.13080360867914
1739209623.4169755;-45.120503652039325
1739209623.416981;-38.13080360867914
1739209623.4169867;-38.13080360867914
1739209623.4169922;-38.13080360867914
1739209623.4169977;-45.120503652039325
1739209623.4170032;-38.13080360867914
1739209623.4170086;-38.13080360867914
1739209623.4170141;-45.120503652039325
1739209623.4170196;-45.120503652039325
1739209623.417025;-38.13080360867914
1739209623.4170306;-31.141103565318893
1739209623.417036;-33.981070128970906
1739209623.4170415;-45.120503652039325
1739209623.417047;-38.13080360867914
1739209623.4170525;-31.141103565318893
1739209623.417058;-35.57807855764607
1739209623.4170635;-45.120503652039325
1739209623.417069;-38.13080360867914
1739209623.4170744;-45.120503652039325
1739209623.4170802;-35.57807855764607
1739209623.4170856;-45.120503652039325
1739209623.4170911;-45.120503652039325
1739209623.4170966;-38.13080360867914
1739209623.417102;-38.13080360867914
1739209623.4171076;-45.120503652039325
1739209623.417113;-38.13080360867914
1739209623.4171185;-38.13080360867914
1739209623.417124;-45.120503652039325
1739209623.4171295;-38.13080360867914
1739209623.417135;-45.120503652039325
1739209623.4171405;-29.438486411369333
1739209623.417146;-33.981070128970906
1739209623.4171515;-45.120503652039325
1739209623.417157;-38.13080360867914
1739209623.4171624;-38.13080360867914
1739209623.4171681;-38.13080360867914
1739209623.4171736;-45.120503652039325
1739209623.417179;-38.13080360867914
1739209623.4171846;-35.57807855764607
1739209623.41719;-33.981070128970906
1739209623.4171956;-45.120503652039325
1739209623.417201;-38.13080360867914
1739209623.4172065;-35.57807855764607
1739209623.417212;-38.13080360867914
1739209623.4172175;-45.120503652039325
1739209623.417223;-38.13080360867914
1739209623.4172285;-45.120503652039325
1739209623.417234;-45.120503652039325
1739209623.4172394;-38.13080360867914
1739209623.417245;-38.13080360867914
1739209623.4172504;-38.13080360867914
1739209623.417256;-38.13080360867914
1739209623.4172616;-45.120503652039325
1739209623.417267;-45.120503652039325
1739209623.4172726;-33.981070128970906
1739209623.417278;-28.992665084841942
1739209623.4172835;-45.120503652039325
1739209623.417289;-45.120503652039325
1739209623.4172945;-33.981070128970906
1739209623.4173;-32.816014438256545
1739209623.4173055;-45.120503652039325
1739209623.417311;-38.13080360867914
1739209623.4173164;-38.13080360867914
1739209623.417322;-45.120503652039325
1739209623.4173274;-38.13080360867914
1739209623.417333;-38.13080360867914
1739209623.4173384;-35.57807855764607
1739209623.417344;-38.13080360867914
1739209623.4173496;-45.120503652039325
1739209623.417355;-38.13080360867914
1739209623.4173605;-38.13080360867914
1739209623.417366;-38.13080360867914
1739209623.4173715;-45.120503652039325
1739209623.417377;-38.13080360867914
1739209623.4173825;-45.120503652039325
1739209623.417388;-38.13080360867914
1739209623.4173934;-45.120503652039325
1739209623.417399;-38.13080360867914
1739209623.4174044;-38.13080360867914
1739209623.41741;-38.13080360867914
1739209623.4174154;-32.816014438256545
1739209623.4174209;-45.120503652039325
1739209623.4174263;-38.13080360867914
1739209623.4174318;-38.13080360867914
1739209623.4174376;-45.120503652039325
1739209623.417443;-45.120503652039325
1739209623.4174485;-45.120503652039325
1739209623.417454;-45.120503652039325
1739209623.4174595;-45.120503652039325
1739209623.417465;-38.13080360867914
1739209623.4174705;-33.981070128970906
1739209623.417476;-45.120503652039325
1739209623.4174814;-45.120503652039325
1739209623.417487;-38.13080360867914
1739209623.4174924;-35.57807855764607
1739209623.4174979;-38.13080360867914
1739209623.4175034;-45.120503652039325
