CAN Message; 0x24:0b0accc0b8490a5a
1739209648.45672;-38.13080360867914
1739209648.4567294;-45.120503652039325
1739209648.4567387;-35.57807855764607
1739209648.456748;-45.120503652039325
1739209648.4567573;-45.120503652039325
1739209648.4567666;-38.13080360867914
1739209648.456776;-45.120503652039325
1739209648.4567852;-45.120503652039325
1739209648.4567945;-38.13080360867914
1739209648.456804;-45.120503652039325
1739209648.4568133;-45.120503652039325
1739209648.4568226;-45.120503652039325
1739209648.456832;-33.981070128970906
1739209648.4568412;-45.120503652039325
1739209648.4568505;-33.981070128970906
1739209648.4568598;-45.120503652039325
1739209648.4568691;-35.57807855764607
1739209648.4568787;-35.57807855764607
1739209648.456888;-32.816014438256545
1739209648.4568973;-32.816014438256545
1739209648.4569066;-45.120503652039325
1739209648.4569159;-35.57807855764607
1739209648.4569252;-45.120503652039325
1739209648.4569345;-45.120503652039325
1739209648.4569438;-38.13080360867914
1739209648.4569533;-38.13080360867914
1739209648.4569626;-45.120503652039325
1739209648.456972;-45.120503652039325
1739209648.4569812;-35.57807855764607
1739209648.4569905;-38.13080360867914
1739209648.4569998;-45.120503652039325
1739209648.457009;-45.120503652039325
1739209648.4570184;-32.816014438256545
1739209648.4570277;-35.57807855764607
1739209648.4570372;-32.816014438256545
1739209648.4570465;-38.13080360867914
1739209648.4570558;-45.120503652039325
1739209648.457065;-45.120503652039325
1739209648.4570744;-32.816014438256545
1739209648.4570837;-33.981070128970906
1739209648.457093;-45.120503652039325
1739209648.4571023;-38.13080360867914
1739209648.4571118;-38.13080360867914
1739209648.4571211;-33.981070128970906
1739209648.4571304;-33.981070128970906
1739209648.4571397;-35.57807855764607
1739209648.457149;-31.141103565318943
1739209648.4571583;-45.120503652039325
1739209648.4571676;-38.13080360867914
1739209648.457177;-45.120503652039325
1739209648.4571865;-45.120503652039325
1739209648.4571958;-45.120503652039325
1739209648.457205;-38.13080360867914
1739209648.4572144;-38.13080360867914
1739209648.4572237;-35.57807855764607
1739209648.457233;-35.57807855764607
1739209648.4572423;-45.120503652039325
1739209648.4572515;-38.13080360867914
1739209648.4572608;-38.13080360867914
1739209648.4572704;-45.120503652039325
1739209648.4572797;-45.120503652039325
1739209648.457289;-45.120503652039325
1739209648.4572983;-45.120503652039325
1739209648.4573076;-45.120503652039325
1739209648.4573169;-45.120503652039325
1739209648.4573262;-45.120503652039325
1739209648.4573355;-45.120503652039325
1739209648.457345;-38.13080360867914
1739209648.4573543;-38.13080360867914
1739209648.4573636;-38.13080360867914
1739209648.457373;-45.120503652039325
1739209648.4573822;-45.120503652039325
1739209648.4573915;-35.57807855764607
1739209648.4574008;-45.120503652039325
1739209648.45741;-38.13080360867914
1739209648.4574196;-35.57807855764607
1739209648.457429;-38.13080360867914
1739209648.4574382;-35.57807855764607
1739209648.4574475;-38.13080360867914
1739209648.4574568;-38.13080360867914
1739209648.4574661;-45.120503652039325
1739209648.4574754;-45.120503652039325
1739209648.4574847;-45.120503652039325
1739209648.4574943;-38.13080360867914
1739209648.4575036;-45.120503652039325
1739209648.4575129;-45.120503652039325
1739209648.4575222;-45.120503652039325
1739209648.4575315;-45.120503652039325
1739209648.4575408;-45.120503652039325
1739209648.45755;-38.13080360867914
1739209648.4575593;-38.13080360867914
1739209648.4575686;-38.13080360867914
1739209648.4575782;-38.13080360867914
1739209648.4575875;-45.120503652039325
1739209648.4575968;-32.816014438256545
1739209648.457606;-27.8777449560314
1739209648.4576154;-38.13080360867914
1739209648.4576247;-45.120503652039325
1739209648.457634;-35.57807855764607
1739209648.4576433;-32.816014438256545
1739209648.4576528;-45.120503652039325
1739209648.457662;-45.120503652039325
1739209648.4576714;-45.120503652039325
1739209648.4576807;-38.13080360867914
1739209648.45769;-45.120503652039325
1739209648.4576993;-45.120503652039325
1739209648.4577086;-45.120503652039325
1739209648.457718;-45.120503652039325
1739209648.4577274;-38.13080360867914
1739209648.4577367;-45.120503652039325
1739209648.457746;-38.13080360867914
1739209648.4577553;-28.58837851428586
1739209648.4577646;-35.57807855764607
1739209648.457774;-45.120503652039325
1739209648.4577832;-35.57807855764607
1739209648.4577925;-35.57807855764607
1739209648.4578018;-45.120503652039325
1739209648.4578114;-38.13080360867914
1739209648.4578207;-45.120503652039325
1739209648.45783;-32.81601443825658
1739209648.4578393;-45.120503652039325
1739209648.4578485;-33.981070128970906
1739209648.4578578;-45.120503652039325
1739209648.4578671;-45.120503652039325
1739209648.4578764;-38.13080360867914
1739209648.457886;-45.120503652039325
1739209648.4578953;-45.120503652039325
1739209648.4579046;-45.120503652039325
1739209648.4579139;-35.57807855764607
1739209648.4579232;-35.57807855764607
1739209648.4579325;-38.13080360867914
1739209648.4579418;-45.120503652039325
1739209648.457951;-45.120503652039325
1739209648.4579606;-38.13080360867914
1739209648.45797;-38.13080360867914
1739209648.4579792;-45.120503652039325
1739209648.4579885;-38.13080360867914
1739209648.4579978;-38.13080360867914
1739209648.458007;-38.13080360867914
1739209648.4580164;-33.981070128970906
1739209648.4580257;-38.13080360867914
1739209648.458035;-45.120503652039325
1739209648.4580445;-45.120503652039325
1739209648.4580538;-45.120503652039325
1739209648.4580631;-45.120503652039325
1739209648.4580724;-38.13080360867914
1739209648.4580817;-38.13080360867914
1739209648.458091;-45.120503652039325
1739209648.4581003;-45.120503652039325
1739209648.4581096;-38.13080360867914
1739209648.4581192;-38.13080360867914
1739209648.4581285;-33.981070128970906
1739209648.4581378;-38.13080360867914
1739209648.458147;-38.13080360867914
1739209648.4581563;-45.120503652039325
1739209648.4581656;-38.13080360867914
1739209648.458175;-33.981070128970906
1739209648.4581842;-45.120503652039325
1739209648.4581938;-38.13080360867914
1739209648.458203;-38.13080360867914
1739209648.4582124;-45.120503652039325
1739209648.4582217;-45.120503652039325
1739209648.458231;-35.57807855764607
1739209648.4582403;-38.13080360867914
1739209648.4582496;-45.120503652039325
1739209648.4582589;-45.120503652039325
1739209648.4582682;-45.120503652039325
1739209648.4582777;-38.13080360867914
1739209648.458287;-38.13080360867914
1739209648.4582963;-38.13080360867914
1739209648.4583056;-45.120503652039325
1739209648.458315;-38.13080360867914
1739209648.4583242;-32.816014438256545
1739209648.4583335;-45.120503652039325
1739209648.4583428;-45.120503652039325
1739209648.4583523;-38.13080360867914
1739209648.4583616;-38.13080360867914
1739209648.458371;-45.120503652039325
1739209648.4583802;-45.120503652039325
1739209648.4583895;-45.120503652039325
1739209648.4583988;-45.120503652039325
1739209648.458408;-38.13080360867914
1739209648.4584174;-45.120503652039325
1739209648.458427;-38.13080360867914
1739209648.4584363;-35.57807855764607
1739209648.4584455;-38.13080360867914
1739209648.4584548;-38.13080360867914
1739209648.4584641;-45.120503652039325
1739209648.4584734;-32.816014438256545
1739209648.4584827;-35.57807855764607
1739209648.458492;-45.120503652039325
1739209648.4585013;-38.13080360867914
1739209648.4585109;-38.13080360867914
1739209648.4585202;-38.13080360867914
1739209648.4585295;-38.13080360867914
1739209648.4585388;-45.120503652039325
1739209648.458548;-45.120503652039325
1739209648.4585574;-45.120503652039325
1739209648.4585667;-45.120503652039325
1739209648.458576;-45.120503652039325
1739209648.4585855;-38.13080360867914
1739209648.4585948;-38.13080360867914
1739209648.458604;-32.816014438256545
1739209648.4586134;-38.13080360867914
1739209648.4586227;-31.141103565318915
1739209648.458632;-38.13080360867914
1739209648.4586413;-38.13080360867914
1739209648.4586506;-38.13080360867914
1739209648.4586601;-32.816014438256545
1739209648.4586694;-32.816014438256545
1739209648.4586787;-45.120503652039325
1739209648.458688;-45.120503652039325
1739209648.4586973;-38.13080360867914
1739209648.4587066;-35.57807855764607
1739209648.458716;-45.120503652039325
1739209648.4587252;-45.120503652039325
1739209648.4587345;-45.120503652039325
1739209648.458744;-38.13080360867914
1739209648.4587533;-38.13080360867914
1739209648.4587626;-45.120503652039325
1739209648.458772;-33.981070128970906
1739209648.4587812;-45.120503652039325
1739209648.4587905;-38.13080360867914
1739209648.4587998;-45.120503652039325
1739209648.4588091;-33.981070128970906
1739209648.4588187;-31.141103565318893
1739209648.458828;-38.13080360867914
1739209648.4588373;-45.120503652039325
1739209648.4588466;-38.13080360867914
1739209648.4588559;-35.57807855764607
1739209648.4588652;-45.120503652039325
1739209648.4588745;-38.13080360867914
1739209648.4588838;-45.120503652039325
1739209648.4588933;-45.120503652039325
1739209648.4589026;-45.120503652039325
1739209648.458912;-38.13080360867914
1739209648.4589212;-33.981070128970906
1739209648.4589305;-45.120503652039325
1739209648.4589398;-38.13080360867914
1739209648.458949;-45.120503652039325
1739209648.4589584;-33.981070128970906
1739209648.4589677;-32.816014438256545
1739209648.4589772;-38.13080360867914
1739209648.4589865;-38.13080360867914
1739209648.4589958;-45.120503652039325
1739209648.459005;-38.13080360867914
1739209648.4590144;-45.120503652039325
1739209648.4590237;-45.120503652039325
1739209648.459033;-45.120503652039325
1739209648.4590423;-45.120503652039325
1739209648.4590518;-35.57807855764607
1739209648.4590611;-38.13080360867914
1739209648.4590704;-38.13080360867914
1739209648.4590797;-45.120503652039325
1739209648.459089;-38.13080360867914
1739209648.4590983;-38.13080360867914
1739209648.4591076;-38.13080360867914
1739209648.459117;-30.49652367304973
1739209648.4591265;-38.13080360867914
1739209648.4591358;-45.120503652039325
1739209648.459145;-38.13080360867914
1739209648.4591544;-35.57807855764607
1739209648.4591637;-45.120503652039325
1739209648.459173;-38.13080360867914
1739209648.4591823;-38.13080360867914
1739209648.4591916;-45.120503652039325
1739209648.4592009;-33.981070128970906
1739209648.4592104;-38.13080360867914
1739209648.4592197;-45.120503652039325
1739209648.459229;-45.120503652039325
1739209648.4592383;-38.13080360867914
1739209648.4592476;-38.13080360867914
1739209648.459257;-45.120503652039325
1739209648.4592662;-38.13080360867914
1739209648.4592755;-33.981070128970906
1739209648.459285;-38.13080360867914
1739209648.4592943;-38.13080360867914
1739209648.4593036;-38.13080360867914
1739209648.459313;-38.13080360867914
1739209648.4593222;-35.57807855764607
1739209648.4593315;-45.120503652039325
1739209648.4593408;-45.120503652039325
1739209648.45935;-45.120503652039325
1739209648.4593596;-45.120503652039325
1739209648.459369;-45.120503652039325
1739209648.4593782;-45.120503652039325
1739209648.4593875;-38.13080360867914
1739209648.4593968;-35.57807855764607
1739209648.4594061;-45.120503652039325
1739209648.4594154;-45.120503652039325
1739209648.4594247;-45.120503652039325
1739209648.459434;-45.120503652039325
1739209648.4594436;-45.120503652039325
1739209648.4594529;-35.57807855764607
1739209648.4594622;-45.120503652039325
1739209648.4594715;-45.120503652039325
1739209648.4594808;-45.120503652039325
1739209648.45949;-38.13080360867914
1739209648.4594994;-38.13080360867914
1739209648.4595087;-45.120503652039325
1739209648.4595182;-45.120503652039325
1739209648.4595275;-45.120503652039325
1739209648.4595368;-45.120503652039325
1739209648.459546;-45.120503652039325
1739209648.4595554;-35.57807855764607
1739209648.4595647;-35.57807855764607
1739209648.459574;-45.120503652039325
1739209648.4595833;-38.13080360867914
1739209648.4595928;-45.120503652039325
1739209648.459602;-31.141103565318915
1739209648.4596114;-38.13080360867914
1739209648.4596207;-45.120503652039325
1739209648.45963;-45.120503652039325
1739209648.4596393;-38.13080360867914
1739209648.4596486;-38.13080360867914
1739209648.459658;-45.120503652039325
1739209648.4596672;-45.120503652039325
1739209648.4596767;-38.13080360867914
1739209648.459686;-45.120503652039325
1739209648.4596953;-38.13080360867914
1739209648.4597046;-35.57807855764607
1739209648.459714;-38.13080360867914
1739209648.4597232;-38.13080360867914
1739209648.4597325;-45.120503652039325
1739209648.4597418;-38.13080360867914
1739209648.4597514;-32.816014438256545
1739209648.4597607;-45.120503652039325
1739209648.45977;-45.120503652039325
1739209648.4597793;-45.120503652039325
1739209648.4597886;-28.992665084841942
1739209648.4597979;-32.816014438256545
1739209648.4598072;-38.13080360867914
1739209648.4598165;-38.13080360867914
1739209648.459826;-38.13080360867914
1739209648.4598353;-45.120503652039325
1739209648.4598446;-38.13080360867914
1739209648.459854;-33.981070128970906
1739209648.4598632;-31.141103565318915
1739209648.4598725;-33.981070128970906
1739209648.4598818;-45.120503652039325
1739209648.459891;-38.13080360867914
1739209648.4599004;-35.57807855764607
1739209648.45991;-38.13080360867914
1739209648.4599192;-45.120503652039325
1739209648.4599285;-33.981070128970906
1739209648.4599378;-31.141103565318915
1739209648.459947;-32.816014438256545
1739209648.4599564;-45.120503652039325
1739209648.4599657;-38.13080360867914
1739209648.459975;-35.57807855764607
1739209648.4599845;-45.120503652039325
1739209648.4599938;-38.13080360867914
1739209648.4600031;-38.13080360867914
1739209648.4600124;-33.981070128970906
1739209648.4600217;-31.141103565318915
1739209648.460031;-45.120503652039325
1739209648.4600403;-45.120503652039325
1739209648.4600496;-38.13080360867914
1739209648.4600592;-38.13080360867914
1739209648.4600685;-45.120503652039325
1739209648.4600778;-38.13080360867914
1739209648.460087;-38.13080360867914
1739209648.4600964;-32.816014438256545
1739209648.4601057;-45.120503652039325
1739209648.460115;-38.13080360867914
1739209648.4601243;-38.13080360867914
1739209648.4601336;-38.13080360867914
1739209648.460143;-38.13080360867914
1739209648.4601524;-45.120503652039325
1739209648.4601617;-38.13080360867914
1739209648.460171;-33.981070128970906
1739209648.4601803;-38.13080360867914
1739209648.4601896;-38.13080360867914
1739209648.4601989;-38.13080360867914
1739209648.4602082;-33.981070128970906
1739209648.4602177;-45.120503652039325
1739209648.460227;-45.120503652039325
1739209648.4602363;-38.13080360867914
1739209648.4602456;-38.13080360867914
1739209648.460255;-45.120503652039325
1739209648.4602642;-45.120503652039325
1739209648.4602735;-38.13080360867914
1739209648.4602828;-38.13080360867914
1739209648.4602923;-45.120503652039325
1739209648.4603016;-45.120503652039325
1739209648.460311;-45.120503652039325
1739209648.4603202;-35.57807855764607
1739209648.4603295;-32.816014438256545
1739209648.4603388;-45.120503652039325
1739209648.4603481;-38.13080360867914
1739209648.4603574;-38.13080360867914
1739209648.4603667;-38.13080360867914
1739209648.4603763;-38.13080360867914
1739209648.4603856;-45.120503652039325
1739209648.4603949;-31.141103565318915
1739209648.4604042;-45.120503652039325
1739209648.4604135;-45.120503652039325
1739209648.4604228;-45.120503652039325
1739209648.460432;-38.13080360867914
1739209648.4604414;-38.13080360867914
1739209648.460451;-45.120503652039325
1739209648.4604602;-45.120503652039325
1739209648.4604695;-45.120503652039325
1739209648.4604788;-45.120503652039325
1739209648.460488;-45.120503652039325
1739209648.4604974;-45.120503652039325
1739209648.4605067;-38.13080360867914
1739209648.460516;-38.13080360867914
1739209648.4605255;-45.120503652039325
1739209648.4605348;-38.13080360867914
1739209648.460544;-28.58837851428586
1739209648.4605534;-38.13080360867914
1739209648.4605627;-45.120503652039325
1739209648.460572;-45.120503652039325
1739209648.4605813;-33.981070128970906
1739209648.4605906;-45.120503652039325
1739209648.4606;-45.120503652039325
1739209648.4606094;-45.120503652039325
1739209648.4606187;-33.981070128970956
1739209648.460628;-45.120503652039325
1739209648.4606373;-38.13080360867914
1739209648.4606466;-45.120503652039325
1739209648.460656;-45.120503652039325
1739209648.4606652;-38.13080360867914
1739209648.4606745;-38.13080360867914
1739209648.460684;-45.120503652039325
1739209648.4606934;-26.991370085610736
1739209648.4607027;-31.141103565318893
1739209648.460712;-45.120503652039325
1739209648.4607213;-45.120503652039325
1739209648.4607306;-38.13080360867914
1739209648.4607399;-45.120503652039325
1739209648.4607491;-45.120503652039325
1739209648.4607587;-38.13080360867914
1739209648.460768;-45.120503652039325
1739209648.4607773;-45.120503652039325
1739209648.4607866;-38.13080360867914
1739209648.4607959;-45.120503652039325
1739209648.4608052;-45.120503652039325
1739209648.4608145;-38.13080360867914
1739209648.4608238;-38.13080360867914
1739209648.4608333;-45.120503652039325
1739209648.4608426;-29.438486411369333
1739209648.460852;-32.816014438256545
1739209648.4608612;-45.120503652039325
1739209648.4608705;-38.13080360867914
1739209648.4608798;-38.13080360867914
1739209648.460889;-35.57807855764607
1739209648.4608984;-45.120503652039325
1739209648.4609077;-38.13080360867914
1739209648.4609172;-45.120503652039325
1739209648.4609265;-45.120503652039325
1739209648.4609358;-38.13080360867914
1739209648.4609451;-45.120503652039325
1739209648.4609544;-45.120503652039325
1739209648.4609637;-45.120503652039325
1739209648.460973;-38.13080360867914
1739209648.4609823;-45.120503652039325
1739209648.4609919;-32.816014438256545
1739209648.4610012;-32.816014438256545
1739209648.4610105;-45.120503652039325
1739209648.4610198;-38.13080360867914
1739209648.461029;-38.13080360867914
1739209648.4610384;-38.13080360867914
1739209648.4610476;-45.120503652039325
1739209648.461057;-38.13080360867914
1739209648.4610665;-38.13080360867914
1739209648.4610758;-45.120503652039325
1739209648.461085;-45.120503652039325
1739209648.4610944;-38.13080360867914
1739209648.4611037;-38.13080360867914
1739209648.461113;-38.13080360867914
1739209648.4611223;-38.13080360867914
1739209648.4611316;-38.13080360867914
1739209648.4611409;-35.57807855764607
1739209648.4611504;-32.816014438256545
1739209648.4611597;-45.120503652039325
1739209648.461169;-45.120503652039325
1739209648.4611783;-38.13080360867914
1739209648.4611876;-45.120503652039325
1739209648.461197;-35.57807855764607
1739209648.4612062;-35.57807855764607
1739209648.4612155;-45.120503652039325
1739209648.461225;-45.120503652039325
1739209648.4612343;-38.13080360867914
1739209648.4612436;-45.120503652039325
1739209648.461253;-38.13080360867914
1739209648.4612622;-38.13080360867914
1739209648.4612715;-45.120503652039325
1739209648.4612808;-35.57807855764607
1739209648.4612901;-38.13080360867914
1739209648.4612997;-45.120503652039325
1739209648.461309;-45.120503652039325
1739209648.4613183;-38.13080360867914
1739209648.4613276;-38.13080360867914
1739209648.4613369;-45.120503652039325
1739209648.4613461;-45.120503652039325
1739209648.4613554;-45.120503652039325
1739209648.4613647;-38.13080360867914
1739209648.461374;-32.816014438256545
1739209648.4613836;-38.13080360867914
1739209648.4613929;-45.120503652039325
1739209648.4614022;-38.13080360867914
1739209648.4614115;-33.981070128970906
1739209648.4614208;-45.120503652039325
1739209648.46143;-45.120503652039325
1739209648.4614394;-38.13080360867914
1739209648.4614487;-45.120503652039325
1739209648.4614582;-45.120503652039325
1739209648.4614675;-45.120503652039325
1739209648.4614768;-45.120503652039325
1739209648.461486;-45.120503652039325
1739209648.4614954;-38.13080360867914
1739209648.4615047;-45.120503652039325
1739209648.461514;-38.13080360867914
1739209648.4615233;-32.816014438256545
1739209648.4615328;-35.57807855764607
1739209648.4615421;-45.120503652039325
1739209648.4615514;-45.120503652039325
1739209648.4615607;-38.13080360867914
1739209648.46157;-38.13080360867914
1739209648.4615793;-45.120503652039325
1739209648.4615886;-38.13080360867914
1739209648.461598;-38.13080360867914
1739209648.4616072;-45.120503652039325
1739209648.4616168;-38.13080360867914
1739209648.461626;-45.120503652039325
1739209648.4616354;-45.120503652039325
1739209648.4616446;-45.120503652039325
1739209648.461654;-45.120503652039325
1739209648.4616632;-45.120503652039325
1739209648.4616725;-38.13080360867914
1739209648.4616818;-35.57807855764607
1739209648.4616914;-45.120503652039325
1739209648.4617007;-45.120503652039325
1739209648.46171;-45.120503652039325
1739209648.4617193;-38.13080360867914
1739209648.4617286;-45.120503652039325
1739209648.4617379;-38.13080360867914
1739209648.4617472;-38.13080360867914
1739209648.4617565;-38.13080360867914
1739209648.461766;-38.13080360867914
1739209648.4617753;-45.120503652039325
1739209648.4617846;-45.120503652039325
1739209648.461794;-35.57807855764607
1739209648.4618032;-35.57807855764607
1739209648.4618125;-38.13080360867914
1739209648.4618218;-45.120503652039325
1739209648.461831;-45.120503652039325
1739209648.4618404;-38.13080360867914
1739209648.46185;-45.120503652039325
1739209648.4618592;-45.120503652039325
1739209648.4618685;-45.120503652039325
1739209648.4618778;-38.13080360867914
1739209648.4618871;-32.816014438256545
1739209648.4618964;-38.13080360867914
1739209648.4619057;-30.49652367304973
1739209648.461915;-38.13080360867914
1739209648.4619246;-45.120503652039325
1739209648.4619339;-38.13080360867914
1739209648.4619431;-35.57807855764607
1739209648.4619524;-45.120503652039325
1739209648.4619617;-38.13080360867914
1739209648.461971;-45.120503652039325
1739209648.4619803;-45.120503652039325
1739209648.4619896;-38.13080360867914
1739209648.4619992;-38.13080360867914
1739209648.4620085;-38.13080360867914
1739209648.4620178;-45.120503652039325
1739209648.462027;-38.13080360867914
1739209648.4620364;-45.120503652039325
1739209648.4620457;-45.120503652039325
1739209648.462055;-28.58837851428586
1739209648.4620643;-35.57807855764607
1739209648.4620736;-45.120503652039325
1739209648.462083;-45.120503652039325
1739209648.4620924;-35.57807855764607
1739209648.4621017;-35.57807855764607
1739209648.462111;-45.120503652039325
1739209648.4621203;-45.120503652039325
1739209648.4621296;-45.120503652039325
1739209648.462139;-38.13080360867914
1739209648.4621482;-38.13080360867914
1739209648.4621577;-45.120503652039325
1739209648.462167;-45.120503652039325
1739209648.4621763;-38.13080360867914
1739209648.4621856;-45.120503652039325
1739209648.462195;-45.120503652039325
1739209648.4622042;-33.981070128970906
1739209648.4622135;-33.981070128970906
1739209648.4622228;-45.120503652039325
1739209648.4622324;-38.13080360867914
1739209648.4622416;-31.141103565318915
1739209648.462251;-35.57807855764607
1739209648.4622602;-45.120503652039325
1739209648.4622695;-45.120503652039325
1739209648.4622788;-38.13080360867914
1739209648.4622881;-32.816014438256545
1739209648.4622974;-45.120503652039325
1739209648.4623067;-45.120503652039325
1739209648.4623163;-38.13080360867914
1739209648.4623256;-38.13080360867914
1739209648.4623349;-45.120503652039325
1739209648.4623442;-38.13080360867914
1739209648.4623535;-38.13080360867914
1739209648.4623628;-38.13080360867914
1739209648.462372;-45.120503652039325
1739209648.4623814;-45.120503652039325
1739209648.462391;-32.816014438256545
1739209648.4624002;-45.120503652039325
1739209648.4624095;-35.57807855764607
1739209648.4624188;-38.13080360867914
1739209648.462428;-32.816014438256545
1739209648.4624374;-35.57807855764607
1739209648.4624467;-45.120503652039325
1739209648.462456;-32.816014438256545
1739209648.4624655;-45.120503652039325
1739209648.4624748;-38.13080360867914
1739209648.4624841;-38.13080360867914
1739209648.4624934;-33.981070128970906
1739209648.4625027;-38.13080360867914
1739209648.462512;-45.120503652039325
1739209648.4625213;-38.13080360867914
1739209648.4625306;-38.13080360867914
1739209648.46254;-35.57807855764607
1739209648.4625494;-38.13080360867914
1739209648.4625587;-35.57807855764607
1739209648.462568;-38.13080360867914
1739209648.4625773;-31.141103565318893
1739209648.4625866;-29.438486411369333
1739209648.462596;-45.120503652039325
1739209648.4626052;-35.57807855764607
1739209648.4626145;-38.13080360867914
1739209648.462624;-38.13080360867914
1739209648.4626334;-38.13080360867914
1739209648.4626427;-45.120503652039325
1739209648.462652;-45.120503652039325
1739209648.4626613;-45.120503652039325
1739209648.4626706;-35.57807855764607
1739209648.4626799;-38.13080360867914
1739209648.4626892;-45.120503652039325
1739209648.4626987;-45.120503652039325
1739209648.462708;-35.57807855764607
1739209648.4627173;-45.120503652039325
1739209648.4627266;-31.141103565318893
1739209648.462736;-28.21854285175415
1739209648.4627452;-38.13080360867914
1739209648.4627545;-38.13080360867914
1739209648.4627638;-38.13080360867914
1739209648.462773;-32.816014438256545
1739209648.4627826;-38.13080360867914
1739209648.462792;-45.120503652039325
1739209648.4628012;-45.120503652039325
1739209648.4628105;-33.981070128970956
1739209648.4628198;-38.13080360867914
1739209648.462829;-38.13080360867914
1739209648.4628384;-45.120503652039325
1739209648.4628477;-45.120503652039325
1739209648.4628572;-38.13080360867914
1739209648.4628665;-33.981070128970906
1739209648.4628758;-35.57807855764607
1739209648.4628851;-30.49652367304973
1739209648.4628944;-45.120503652039325
1739209648.4629037;-45.120503652039325
1739209648.462913;-38.13080360867914
1739209648.4629223;-32.816014438256545
1739209648.4629319;-38.13080360867914
1739209648.4629412;-38.13080360867914
1739209648.4629505;-45.120503652039325
1739209648.4629598;-33.981070128970956
1739209648.462969;-38.13080360867914
1739209648.4629784;-38.13080360867914
1739209648.4629877;-45.120503652039325
1739209648.462997;-45.120503652039325
1739209648.4630063;-38.13080360867914
1739209648.4630158;-45.120503652039325
1739209648.463025;-38.13080360867914
1739209648.4630344;-35.57807855764607
1739209648.4630437;-38.13080360867914
1739209648.463053;-45.120503652039325
1739209648.4630623;-45.120503652039325
1739209648.4630716;-38.13080360867914
1739209648.463081;-38.13080360867914
1739209648.4630904;-45.120503652039325
1739209648.4630997;-45.120503652039325
1739209648.463109;-45.120503652039325
1739209648.4631183;-38.13080360867914
1739209648.4631276;-45.120503652039325
1739209648.463137;-38.13080360867914
