CAN Message; 0x150:050011bf70dd1481
1739209585.7934966;-31.141103565318915
1739209585.7935045;-38.13080360867914
1739209585.7935126;-45.120503652039325
1739209585.7935207;-38.13080360867914
1739209585.7935286;-33.981070128970906
1739209585.7935367;-35.57807855764607
1739209585.7935445;-45.120503652039325
1739209585.7935526;-38.13080360867914
1739209585.7935605;-35.57807855764607
1739209585.7935686;-45.120503652039325
1739209585.7935767;-38.13080360867914
1739209585.7935846;-45.120503652039325
1739209585.7935927;-45.120503652039325
1739209585.7936006;-45.120503652039325
1739209585.7936087;-38.13080360867914
1739209585.7936168;-45.120503652039325
1739209585.7936246;-45.120503652039325
1739209585.7936327;-45.120503652039325
1739209585.7936406;-45.120503652039325
1739209585.7936487;-38.13080360867914
1739209585.7936566;-38.13080360867914
1739209585.7936647;-45.120503652039325
1739209585.7936728;-45.120503652039325
1739209585.7936807;-38.13080360867914
1739209585.7936888;-38.13080360867914
1739209585.7936966;-45.120503652039325
1739209585.7937047;-45.120503652039325
1739209585.7937129;-45.120503652039325
1739209585.7937207;-45.120503652039325
1739209585.7937288;-32.816014438256545
1739209585.7937367;-35.57807855764607
1739209585.7937448;-38.13080360867914
1739209585.7937527;-45.120503652039325
1739209585.7937608;-35.57807855764607
1739209585.793769;-38.13080360867914
1739209585.7937768;-45.120503652039325
1739209585.7937849;-38.13080360867914
1739209585.7937927;-45.120503652039325
1739209585.7938008;-45.120503652039325
1739209585.7938087;-38.13080360867914
1739209585.7938168;-33.981070128970906
1739209585.793825;-35.57807855764607
1739209585.7938328;-38.13080360867914
1739209585.793841;-35.57807855764607
1739209585.7938488;-45.120503652039325
1739209585.7938569;-35.57807855764607
1739209585.793865;-35.57807855764607
1739209585.7938728;-45.120503652039325
1739209585.793881;-45.120503652039325
1739209585.7938888;-35.57807855764607
1739209585.793897;-38.13080360867914
1739209585.7939048;-45.120503652039325
1739209585.793913;-38.13080360867914
1739209585.793921;-45.120503652039325
1739209585.7939289;-45.120503652039325
1739209585.793937;-35.57807855764607
1739209585.7939448;-35.57807855764607
1739209585.793953;-45.120503652039325
1739209585.793961;-38.13080360867914
1739209585.793969;-35.57807855764607
1739209585.793977;-38.13080360867914
1739209585.793985;-38.13080360867914
1739209585.793993;-38.13080360867914
1739209585.7940009;-45.120503652039325
1739209585.794009;-45.120503652039325
1739209585.794017;-45.120503652039325
1739209585.794025;-45.120503652039325
1739209585.794033;-35.57807855764607
1739209585.794041;-38.13080360867914
1739209585.794049;-45.120503652039325
1739209585.794057;-45.120503652039325
1739209585.794065;-45.120503652039325
1739209585.794073;-38.13080360867914
1739209585.794081;-38.13080360867914
1739209585.794089;-35.57807855764607
1739209585.794097;-38.13080360867914
1739209585.794105;-45.120503652039325
1739209585.7941132;-38.13080360867914
1739209585.794121;-33.981070128970906
1739209585.7941291;-38.13080360867914
1739209585.794137;-38.13080360867914
1739209585.794145;-38.13080360867914
1739209585.794153;-38.13080360867914
1739209585.794161;-38.13080360867914
1739209585.7941692;-45.120503652039325
1739209585.794177;-35.57807855764607
1739209585.7941852;-38.13080360867914
1739209585.794193;-38.13080360867914
1739209585.7942011;-38.13080360867914
1739209585.7942092;-38.13080360867914
1739209585.794217;-38.13080360867914
1739209585.7942252;-38.13080360867914
1739209585.794233;-38.13080360867914
1739209585.7942412;-45.120503652039325
1739209585.794249;-33.981070128970906
1739209585.7942572;-38.13080360867914
1739209585.7942653;-35.57807855764607
1739209585.7942731;-45.120503652039325
1739209585.7942812;-38.13080360867914
1739209585.794289;-33.981070128970906
1739209585.7942972;-45.120503652039325
1739209585.7943053;-35.57807855764607
1739209585.7943132;-33.981070128970906
1739209585.7943213;-45.120503652039325
1739209585.7943292;-38.13080360867914
1739209585.7943373;-38.13080360867914
1739209585.7943451;-38.13080360867914
1739209585.7943532;-33.981070128970906
1739209585.7943614;-33.981070128970906
1739209585.7943692;-38.13080360867914
1739209585.7943773;-45.120503652039325
1739209585.7943852;-35.57807855764607
1739209585.7943933;-35.57807855764607
1739209585.7944012;-45.120503652039325
1739209585.7944093;-38.13080360867914
1739209585.7944174;-38.13080360867914
1739209585.7944252;-38.13080360867914
1739209585.7944334;-45.120503652039325
1739209585.7944412;-45.120503652039325
1739209585.7944493;-38.13080360867914
1739209585.7944574;-38.13080360867914
1739209585.7944653;-45.120503652039325
1739209585.7944734;-38.13080360867914
1739209585.7944813;-38.13080360867914
1739209585.7944894;-38.13080360867914
1739209585.7944973;-45.120503652039325
1739209585.7945054;-45.120503652039325
1739209585.7945135;-33.981070128970906
1739209585.7945213;-32.816014438256545
1739209585.7945294;-45.120503652039325
1739209585.7945373;-38.13080360867914
1739209585.7945454;-35.57807855764607
1739209585.7945535;-38.13080360867914
1739209585.7945614;-38.13080360867914
1739209585.7945695;-38.13080360867914
1739209585.7945774;-45.120503652039325
1739209585.7945855;-38.13080360867914
1739209585.7945933;-45.120503652039325
1739209585.7946014;-38.13080360867914
1739209585.7946095;-38.13080360867914
1739209585.7946174;-45.120503652039325
1739209585.7946255;-45.120503652039325
1739209585.7946334;-45.120503652039325
1739209585.7946415;-45.120503652039325
1739209585.7946494;-45.120503652039325
1739209585.7946575;-32.816014438256545
1739209585.7946656;-26.991370085610722
1739209585.7946734;-38.13080360867914
1739209585.7946815;-38.13080360867914
1739209585.7946894;-45.120503652039325
1739209585.7946975;-45.120503652039325
1739209585.7947056;-38.13080360867914
1739209585.7947135;-38.13080360867914
1739209585.7947216;-45.120503652039325
1739209585.7947295;-38.13080360867914
1739209585.7947376;-38.13080360867914
1739209585.7947454;-45.120503652039325
1739209585.7947536;-35.57807855764607
1739209585.7947617;-35.57807855764607
1739209585.7947695;-33.981070128970906
1739209585.7947776;-45.120503652039325
1739209585.7947855;-45.120503652039325
1739209585.7947936;-38.13080360867914
1739209585.7948017;-38.13080360867914
1739209585.7948096;-35.57807855764607
1739209585.7948177;-45.120503652039325
1739209585.7948256;-45.120503652039325
1739209585.7948337;-38.13080360867914
1739209585.7948415;-38.13080360867914
1739209585.7948496;-45.120503652039325
1739209585.7948577;-38.13080360867914
1739209585.7948656;-38.13080360867914
1739209585.7948737;-38.13080360867914
1739209585.7948816;-38.13080360867914
1739209585.7948897;-38.13080360867914
1739209585.7948978;-31.141103565318915
1739209585.7949057;-38.13080360867914
1739209585.7949138;-38.13080360867914
1739209585.7949216;-33.981070128970906
1739209585.7949297;-45.120503652039325
1739209585.7949376;-45.120503652039325
1739209585.7949457;-35.57807855764607
1739209585.7949538;-35.57807855764607
1739209585.7949617;-33.981070128970956
1739209585.7949698;-38.13080360867914
1739209585.7949777;-38.13080360867914
1739209585.7949858;-45.120503652039325
1739209585.7949936;-45.120503652039325
1739209585.7950017;-38.13080360867914
1739209585.7950099;-45.120503652039325
1739209585.7950177;-38.13080360867914
1739209585.7950258;-26.991370085610722
1739209585.7950337;-35.57807855764607
1739209585.7950418;-45.120503652039325
1739209585.79505;-45.120503652039325
1739209585.7950578;-38.13080360867914
1739209585.7950659;-45.120503652039325
1739209585.7950737;-38.13080360867914
1739209585.7950819;-38.13080360867914
1739209585.7950897;-45.120503652039325
1739209585.7950978;-45.120503652039325
1739209585.795106;-45.120503652039325
1739209585.7951138;-45.120503652039325
1739209585.795122;-45.120503652039325
1739209585.7951298;-38.13080360867914
1739209585.795138;-45.120503652039325
1739209585.795146;-45.120503652039325
1739209585.7951539;-38.13080360867914
1739209585.795162;-38.13080360867914
1739209585.7951698;-45.120503652039325
1739209585.795178;-45.120503652039325
1739209585.7951858;-38.13080360867914
1739209585.795194;-45.120503652039325
1739209585.795202;-35.57807855764607
1739209585.79521;-35.57807855764607
1739209585.795218;-38.13080360867914
1739209585.7952259;-38.13080360867914
1739209585.795234;-38.13080360867914
1739209585.7952418;-45.120503652039325
1739209585.79525;-38.13080360867914
1739209585.795258;-35.57807855764607
1739209585.795266;-45.120503652039325
1739209585.795274;-45.120503652039325
1739209585.795282;-45.120503652039325
1739209585.79529;-45.120503652039325
1739209585.795298;-45.120503652039325
1739209585.795306;-38.13080360867914
1739209585.795314;-45.120503652039325
1739209585.795322;-45.120503652039325
1739209585.79533;-35.57807855764607
1739209585.795338;-38.13080360867914
1739209585.795346;-32.816014438256545
1739209585.7953541;-29.438486411369333
1739209585.795362;-38.13080360867914
1739209585.79537;-45.120503652039325
1739209585.795378;-35.57807855764607
1739209585.795386;-32.816014438256545
1739209585.7953942;-45.120503652039325
1739209585.795402;-45.120503652039325
1739209585.7954102;-45.120503652039325
1739209585.795418;-45.120503652039325
1739209585.7954261;-38.13080360867914
1739209585.795434;-38.13080360867914
1739209585.795442;-38.13080360867914
1739209585.7954502;-38.13080360867914
1739209585.795458;-38.13080360867914
1739209585.7954662;-45.120503652039325
1739209585.795474;-32.816014438256545
1739209585.7954822;-28.58837851428586
1739209585.7954903;-45.120503652039325
1739209585.7954981;-38.13080360867914
1739209585.7955062;-30.49652367304973
1739209585.795514;-38.13080360867914
1739209585.7955222;-45.120503652039325
1739209585.79553;-38.13080360867914
1739209585.7955382;-45.120503652039325
1739209585.7955463;-38.13080360867914
1739209585.7955542;-45.120503652039325
1739209585.7955623;-45.120503652039325
1739209585.7955701;-45.120503652039325
1739209585.7955782;-38.13080360867914
1739209585.795586;-38.13080360867914
1739209585.7955942;-45.120503652039325
1739209585.7956023;-35.57807855764607
1739209585.7956102;-31.141103565318915
1739209585.7956183;-38.13080360867914
1739209585.7956262;-45.120503652039325
1739209585.7956343;-45.120503652039325
1739209585.7956424;-45.120503652039325
1739209585.7956502;-38.13080360867914
1739209585.7956583;-38.13080360867914
1739209585.7956662;-45.120503652039325
1739209585.7956743;-45.120503652039325
1739209585.7956822;-33.981070128970906
1739209585.7956903;-38.13080360867914
1739209585.7956984;-45.120503652039325
1739209585.7957063;-38.13080360867914
1739209585.7957144;-45.120503652039325
1739209585.7957222;-45.120503652039325
1739209585.7957304;-33.981070128970906
1739209585.7957385;-45.120503652039325
1739209585.7957463;-45.120503652039325
1739209585.7957544;-45.120503652039325
1739209585.7957623;-38.13080360867914
1739209585.7957704;-45.120503652039325
1739209585.7957783;-38.13080360867914
1739209585.7957864;-38.13080360867914
1739209585.7957945;-38.13080360867914
1739209585.7958024;-30.49652367304973
1739209585.7958105;-38.13080360867914
1739209585.7958183;-33.981070128970906
1739209585.7958264;-38.13080360867914
1739209585.7958343;-35.57807855764607
1739209585.7958424;-38.13080360867914
1739209585.7958505;-38.13080360867914
1739209585.7958584;-45.120503652039325
1739209585.7958665;-38.13080360867914
1739209585.7958744;-45.120503652039325
1739209585.7958825;-38.13080360867914
1739209585.7958906;-38.13080360867914
1739209585.7958984;-45.120503652039325
1739209585.7959065;-45.120503652039325
1739209585.7959144;-45.120503652039325
1739209585.7959225;-38.13080360867914
1739209585.7959304;-31.141103565318915
1739209585.7959385;-45.120503652039325
1739209585.7959466;-45.120503652039325
1739209585.7959545;-38.13080360867914
1739209585.7959626;-33.981070128970906
1739209585.7959704;-38.13080360867914
1739209585.7959785;-38.13080360867914
1739209585.7959867;-45.120503652039325
1739209585.7959945;-45.120503652039325
1739209585.7960026;-45.120503652039325
1739209585.7960105;-33.981070128970906
1739209585.7960186;-38.13080360867914
1739209585.7960265;-38.13080360867914
1739209585.7960346;-38.13080360867914
1739209585.7960427;-45.120503652039325
1739209585.7960505;-38.13080360867914
1739209585.7960587;-31.141103565318915
1739209585.7960665;-38.13080360867914
1739209585.7960746;-45.120503652039325
1739209585.7960827;-45.120503652039325
1739209585.7960906;-45.120503652039325
1739209585.7960987;-38.13080360867914
1739209585.7961066;-45.120503652039325
1739209585.7961147;-45.120503652039325
1739209585.7961226;-38.13080360867914
1739209585.7961307;-38.13080360867914
1739209585.7961388;-38.13080360867914
1739209585.7961466;-38.13080360867914
1739209585.7961547;-38.13080360867914
1739209585.7961626;-38.13080360867914
1739209585.7961707;-45.120503652039325
1739209585.7961786;-45.120503652039325
1739209585.7961867;-38.13080360867914
1739209585.7961948;-45.120503652039325
1739209585.7962027;-45.120503652039325
1739209585.7962108;-35.57807855764607
1739209585.7962186;-35.57807855764607
1739209585.7962267;-38.13080360867914
1739209585.7962348;-45.120503652039325
1739209585.7962427;-35.57807855764607
1739209585.7962508;-35.57807855764607
1739209585.7962587;-33.981070128970906
1739209585.7962668;-45.120503652039325
1739209585.7962747;-45.120503652039325
1739209585.7962828;-38.13080360867914
1739209585.7962909;-35.57807855764607
1739209585.7962987;-35.57807855764607
1739209585.7963068;-38.13080360867914
1739209585.7963147;-45.120503652039325
1739209585.7963228;-45.120503652039325
1739209585.796331;-45.120503652039325
1739209585.7963388;-35.57807855764607
1739209585.796347;-38.13080360867914
1739209585.7963548;-45.120503652039325
1739209585.7963629;-45.120503652039325
1739209585.7963707;-45.120503652039325
1739209585.7963789;-45.120503652039325
1739209585.796387;-35.57807855764607
1739209585.7963948;-38.13080360867914
1739209585.796403;-33.981070128970906
1739209585.7964108;-45.120503652039325
1739209585.796419;-32.816014438256545
1739209585.7964268;-35.57807855764607
1739209585.7964349;-45.120503652039325
1739209585.796443;-38.13080360867914
1739209585.7964509;-45.120503652039325
1739209585.796459;-45.120503652039325
1739209585.7964668;-38.13080360867914
1739209585.796475;-45.120503652039325
1739209585.796483;-45.120503652039325
1739209585.796491;-45.120503652039325
1739209585.796499;-33.981070128970906
1739209585.796507;-33.981070128970906
1739209585.796515;-45.120503652039325
1739209585.7965229;-38.13080360867914
1739209585.796531;-45.120503652039325
1739209585.796539;-45.120503652039325
1739209585.796547;-38.13080360867914
1739209585.796555;-35.57807855764607
1739209585.796563;-45.120503652039325
1739209585.796571;-45.120503652039325
1739209585.7965791;-45.120503652039325
1739209585.796587;-38.13080360867914
1739209585.796595;-45.120503652039325
1739209585.796603;-38.13080360867914
1739209585.796611;-45.120503652039325
1739209585.796619;-45.120503652039325
1739209585.796627;-31.141103565318915
1739209585.7966352;-38.13080360867914
1739209585.796643;-45.120503652039325
1739209585.7966511;-45.120503652039325
1739209585.796659;-38.13080360867914
1739209585.796667;-38.13080360867914
1739209585.7966752;-35.57807855764607
1739209585.796683;-38.13080360867914
1739209585.7966912;-38.13080360867914
1739209585.796699;-45.120503652039325
1739209585.7967072;-30.49652367304973
1739209585.796715;-32.816014438256545
1739209585.7967231;-45.120503652039325
1739209585.7967312;-45.120503652039325
1739209585.796739;-38.13080360867914
1739209585.7967472;-38.13080360867914
1739209585.796755;-45.120503652039325
1739209585.7967632;-32.816014438256545
1739209585.796771;-38.13080360867914
1739209585.7967792;-38.13080360867914
1739209585.7967873;-35.57807855764607
1739209585.7967951;-38.13080360867914
1739209585.7968032;-38.13080360867914
1739209585.796811;-45.120503652039325
1739209585.7968192;-38.13080360867914
1739209585.7968273;-45.120503652039325
1739209585.7968352;-33.981070128970906
1739209585.7968433;-31.141103565318893
1739209585.7968512;-45.120503652039325
1739209585.7968593;-38.13080360867914
1739209585.7968671;-45.120503652039325
1739209585.7968752;-38.13080360867914
1739209585.7968833;-38.13080360867914
1739209585.7968912;-38.13080360867914
1739209585.7968993;-45.120503652039325
1739209585.7969072;-38.13080360867914
1739209585.7969153;-38.13080360867914
1739209585.7969234;-38.13080360867914
1739209585.7969313;-35.57807855764607
1739209585.7969394;-38.13080360867914
1739209585.7969472;-45.120503652039325
1739209585.7969553;-38.13080360867914
1739209585.7969632;-35.57807855764607
1739209585.7969713;-30.49652367304973
1739209585.7969794;-45.120503652039325
1739209585.7969873;-45.120503652039325
1739209585.7969954;-45.120503652039325
1739209585.7970033;-38.13080360867914
1739209585.7970114;-45.120503652039325
1739209585.7970192;-45.120503652039325
1739209585.7970273;-45.120503652039325
1739209585.7970355;-38.13080360867914
1739209585.7970433;-45.120503652039325
1739209585.7970514;-45.120503652039325
1739209585.7970593;-45.120503652039325
1739209585.7970674;-45.120503652039325
1739209585.7970755;-38.13080360867914
1739209585.7970834;-38.13080360867914
1739209585.7970915;-38.13080360867914
1739209585.7970994;-26.991370085610722
1739209585.7971075;-38.13080360867914
1739209585.7971153;-45.120503652039325
1739209585.7971234;-45.120503652039325
1739209585.7971315;-45.120503652039325
1739209585.7971394;-38.13080360867914
1739209585.7971475;-45.120503652039325
1739209585.7971554;-45.120503652039325
1739209585.7971635;-33.981070128970956
1739209585.7971716;-45.120503652039325
1739209585.7971795;-45.120503652039325
1739209585.7971876;-35.57807855764607
1739209585.7971954;-33.981070128970906
1739209585.7972035;-45.120503652039325
1739209585.7972114;-38.13080360867914
1739209585.7972195;-45.120503652039325
1739209585.7972276;-31.141103565318915
1739209585.7972355;-32.816014438256545
1739209585.7972436;-38.13080360867914
1739209585.7972515;-45.120503652039325
1739209585.7972596;-45.120503652039325
1739209585.7972674;-35.57807855764607
1739209585.7972755;-38.13080360867914
1739209585.7972836;-45.120503652039325
1739209585.7972915;-35.57807855764607
1739209585.7972996;-38.13080360867914
1739209585.7973075;-45.120503652039325
1739209585.7973156;-38.13080360867914
1739209585.7973237;-45.120503652039325
1739209585.7973316;-45.120503652039325
1739209585.7973397;-38.13080360867914
1739209585.7973475;-38.13080360867914
1739209585.7973557;-33.981070128970906
1739209585.7973635;-38.13080360867914
1739209585.7973716;-35.57807855764607
1739209585.7973797;-45.120503652039325
1739209585.7973876;-32.816014438256545
1739209585.7973957;-38.13080360867914
1739209585.7974036;-38.13080360867914
1739209585.7974117;-38.13080360867914
1739209585.7974198;-38.13080360867914
1739209585.7974277;-45.120503652039325
1739209585.7974358;-38.13080360867914
1739209585.7974436;-38.13080360867914
1739209585.7974517;-38.13080360867914
1739209585.7974596;-45.120503652039325
1739209585.7974677;-45.120503652039325
1739209585.7974758;-33.981070128970906
1739209585.7974837;-33.981070128970906
1739209585.7974918;-33.981070128970906
1739209585.7974997;-38.13080360867914
1739209585.7975078;-45.120503652039325
1739209585.7975159;-38.13080360867914
1739209585.7975237;-38.13080360867914
1739209585.7975318;-33.981070128970906
1739209585.7975397;-45.120503652039325
1739209585.7975478;-38.13080360867914
1739209585.7975557;-33.981070128970906
1739209585.7975638;-45.120503652039325
1739209585.797572;-38.13080360867914
1739209585.7975798;-38.13080360867914
1739209585.7975879;-45.120503652039325
1739209585.7975957;-38.13080360867914
1739209585.7976038;-38.13080360867914
1739209585.7976117;-38.13080360867914
1739209585.7976198;-33.981070128970906
1739209585.797628;-38.13080360867914
1739209585.7976358;-38.13080360867914
1739209585.797644;-45.120503652039325
1739209585.7976518;-38.13080360867914
1739209585.7976599;-38.13080360867914
1739209585.797668;-45.120503652039325
1739209585.7976758;-45.120503652039325
1739209585.797684;-31.141103565318915
1739209585.7976918;-38.13080360867914
1739209585.7977;-45.120503652039325
1739209585.7977078;-38.13080360867914
1739209585.797716;-38.13080360867914
1739209585.797724;-35.57807855764607
1739209585.7977319;-38.13080360867914
1739209585.79774;-33.981070128970906
1739209585.7977479;-31.141103565318915
1739209585.797756;-45.120503652039325
1739209585.797764;-38.13080360867914
1739209585.797772;-38.13080360867914
1739209585.79778;-33.981070128970906
1739209585.797788;-38.13080360867914
1739209585.797796;-38.13080360867914
1739209585.7978039;-45.120503652039325
1739209585.797812;-31.14110356531892
1739209585.79782;-38.13080360867914
1739209585.797828;-38.13080360867914
1739209585.797836;-38.13080360867914
1739209585.797844;-38.13080360867914
1739209585.797852;-33.981070128970906
1739209585.79786;-45.120503652039325
1739209585.797868;-38.13080360867914
1739209585.7978761;-31.141103565318915
1739209585.797884;-45.120503652039325
1739209585.797892;-38.13080360867914
1739209585.7979;-35.57807855764607
1739209585.797908;-38.13080360867914
1739209585.7979162;-45.120503652039325
1739209585.797924;-32.816014438256545
1739209585.7979321;-45.120503652039325
1739209585.79794;-38.13080360867914
1739209585.7979481;-45.120503652039325
1739209585.797956;-45.120503652039325
1739209585.797964;-45.120503652039325
1739209585.7979722;-45.120503652039325
1739209585.79798;-38.13080360867914
1739209585.7979882;-45.120503652039325
1739209585.797996;-45.120503652039325
1739209585.7980042;-31.141103565318915
1739209585.7980123;-45.120503652039325
1739209585.7980201;-45.120503652039325
1739209585.7980282;-38.13080360867914
1739209585.798036;-38.13080360867914
1739209585.7980442;-38.13080360867914
1739209585.798052;-45.120503652039325
1739209585.7980602;-38.13080360867914
1739209585.7980683;-45.120503652039325
1739209585.7980762;-45.120503652039325
1739209585.7980843;-45.120503652039325
1739209585.7980921;-45.120503652039325
1739209585.7981002;-38.13080360867914
1739209585.7981083;-38.13080360867914
1739209585.7981162;-45.120503652039325
1739209585.7981243;-45.120503652039325
1739209585.7981322;-45.120503652039325
1739209585.7981403;-45.120503652039325
1739209585.7981482;-45.120503652039325
1739209585.7981563;-45.120503652039325
1739209585.7981644;-38.13080360867914
1739209585.7981722;-35.57807855764607
1739209585.7981803;-33.981070128970906
1739209585.7981882;-38.13080360867914
1739209585.7981963;-38.13080360867914
1739209585.7982042;-45.120503652039325
1739209585.7982123;-45.120503652039325
1739209585.7982204;-38.13080360867914
1739209585.7982283;-45.120503652039325
1739209585.7982364;-45.120503652039325
1739209585.7982442;-45.120503652039325
1739209585.7982523;-45.120503652039325
1739209585.7982605;-38.13080360867914
1739209585.7982683;-35.57807855764607
1739209585.7982764;-45.120503652039325
1739209585.7982843;-45.120503652039325
1739209585.7982924;-38.13080360867914
1739209585.7983003;-38.13080360867914
1739209585.7983084;-38.13080360867914
1739209585.7983165;-38.13080360867914
1739209585.7983243;-38.13080360867914
1739209585.7983325;-45.120503652039325
1739209585.7983403;-35.57807855764607
1739209585.7983484;-35.57807855764607
1739209585.7983565;-45.120503652039325
1739209585.7983644;-45.120503652039325
1739209585.7983725;-38.13080360867914
1739209585.7983804;-45.120503652039325
1739209585.7983885;-32.816014438256545
1739209585.7983963;-32.816014438256545
1739209585.7984045;-45.120503652039325
1739209585.7984126;-38.13080360867914
1739209585.7984204;-33.981070128970906
1739209585.7984285;-38.13080360867914
1739209585.7984364;-38.13080360867914
1739209585.7984445;-38.13080360867914
1739209585.7984524;-45.120503652039325
1739209585.7984605;-35.57807855764607
1739209585.7984686;-38.13080360867914
1739209585.7984765;-38.13080360867914
1739209585.7984846;-45.120503652039325
1739209585.7984924;-38.13080360867914
1739209585.7985005;-38.13080360867914
1739209585.7985086;-45.120503652039325
1739209585.7985165;-38.13080360867914
1739209585.7985246;-38.13080360867914
1739209585.7985325;-45.120503652039325
1739209585.7985406;-45.120503652039325
1739209585.7985485;-32.816014438256545
1739209585.7985566;-38.13080360867914
1739209585.7985647;-45.120503652039325
1739209585.7985725;-38.13080360867914
1739209585.7985806;-38.13080360867914
1739209585.7985885;-33.981070128970906
1739209585.7985966;-38.13080360867914
1739209585.7986047;-38.13080360867914
1739209585.7986126;-45.120503652039325
1739209585.7986207;-38.13080360867914
1739209585.7986286;-38.13080360867914
1739209585.7986367;-45.120503652039325
1739209585.7986445;-38.13080360867914
1739209585.7986526;-38.13080360867914
1739209585.7986608;-45.120503652039325
1739209585.7986686;-38.13080360867914
1739209585.7986767;-38.13080360867914
1739209585.7986846;-35.57807855764607
1739209585.7986927;-38.13080360867914
1739209585.7987008;-38.13080360867914
1739209585.7987087;-38.13080360867914
1739209585.7987168;-33.981070128970906
1739209585.7987247;-38.13080360867914
1739209585.7987328;-45.120503652039325
1739209585.7987406;-38.13080360867914
1739209585.7987487;-45.120503652039325
1739209585.7987568;-38.13080360867914
1739209585.7987647;-38.13080360867914
1739209585.7987728;-45.120503652039325
1739209585.7987807;-38.13080360867914
1739209585.7987888;-32.816014438256545
1739209585.7987967;-38.13080360867914
1739209585.7988048;-38.13080360867914
1739209585.7988129;-38.13080360867914
1739209585.7988207;-35.57807855764607
1739209585.7988288;-30.49652367304973
1739209585.7988367;-38.13080360867914
1739209585.7988448;-38.13080360867914
1739209585.798853;-35.57807855764607
1739209585.7988608;-35.57807855764607
