CAN Message; 0x98:0000eb4dea818041
1739209721.1077442;-45.120503652039325
1739209721.1077518;-45.120503652039325
1739209721.1077595;-45.120503652039325
1739209721.1077673;-28.58837851428586
1739209721.107775;-32.816014438256545
1739209721.1077826;-45.120503652039325
1739209721.1077905;-38.13080360867914
1739209721.107798;-32.816014438256545
1739209721.1078057;-35.57807855764607
1739209721.1078134;-45.120503652039325
1739209721.1078212;-38.13080360867914
1739209721.1078289;-45.120503652039325
1739209721.1078365;-45.120503652039325
1739209721.1078444;-38.13080360867914
1739209721.107852;-38.13080360867914
1739209721.1078596;-35.57807855764607
1739209721.1078675;-38.13080360867914
1739209721.107875;-38.13080360867914
1739209721.1078827;-35.57807855764607
1739209721.1078906;-32.816014438256545
1739209721.1078982;-33.981070128970906
1739209721.1079059;-45.120503652039325
1739209721.1079137;-45.120503652039325
1739209721.1079214;-45.120503652039325
1739209721.107929;-38.13080360867914
1739209721.1079366;-45.120503652039325
1739209721.1079445;-45.120503652039325
1739209721.107952;-33.981070128970906
1739209721.1079597;-32.816014438256545
1739209721.1079676;-45.120503652039325
1739209721.1079752;-38.13080360867914
1739209721.1079829;-32.816014438256545
1739209721.1079907;-31.141103565318915
1739209721.1079984;-45.120503652039325
1739209721.108006;-38.13080360867914
1739209721.1080139;-32.816014438256545
1739209721.1080215;-45.120503652039325
1739209721.1080291;-45.120503652039325
1739209721.108037;-38.13080360867914
1739209721.1080446;-38.13080360867914
1739209721.1080523;-38.13080360867914
1739209721.10806;-45.120503652039325
1739209721.1080678;-38.13080360867914
1739209721.1080754;-35.57807855764607
1739209721.108083;-38.13080360867914
1739209721.1080909;-45.120503652039325
1739209721.1080985;-38.13080360867914
1739209721.1081061;-35.57807855764607
1739209721.108114;-38.13080360867914
1739209721.1081216;-45.120503652039325
1739209721.1081293;-45.120503652039325
1739209721.1081371;-45.120503652039325
1739209721.1081448;-45.120503652039325
1739209721.1081524;-45.120503652039325
1739209721.10816;-45.120503652039325
1739209721.108168;-38.13080360867914
1739209721.1081755;-38.13080360867914
1739209721.1081831;-45.120503652039325
1739209721.108191;-45.120503652039325
1739209721.1081986;-32.816014438256545
1739209721.1082063;-38.13080360867914
1739209721.1082141;-45.120503652039325
1739209721.1082218;-38.13080360867914
1739209721.1082294;-45.120503652039325
1739209721.1082373;-45.120503652039325
1739209721.108245;-38.13080360867914
1739209721.1082525;-38.13080360867914
1739209721.1082604;-35.57807855764607
1739209721.108268;-32.816014438256545
1739209721.1082757;-38.13080360867914
1739209721.1082833;-45.120503652039325
1739209721.1082911;-33.981070128970906
1739209721.1082988;-31.141103565318915
1739209721.1083064;-38.13080360867914
1739209721.1083143;-45.120503652039325
1739209721.108322;-35.57807855764607
1739209721.1083295;-38.13080360867914
1739209721.1083374;-45.120503652039325
1739209721.108345;-38.13080360867914
1739209721.1083527;-45.120503652039325
1739209721.1083605;-45.120503652039325
1739209721.1083682;-45.120503652039325
1739209721.1083758;-38.13080360867914
1739209721.1083834;-45.120503652039325
1739209721.1083913;-38.13080360867914
1739209721.108399;-32.816014438256545
1739209721.1084065;-38.13080360867914
1739209721.1084144;-45.120503652039325
1739209721.108422;-33.981070128970906
1739209721.1084297;-45.120503652039325
1739209721.1084375;-45.120503652039325
1739209721.1084452;-45.120503652039325
1739209721.1084528;-33.981070128970906
1739209721.1084607;-32.816014438256545
1739209721.1084683;-38.13080360867914
1739209721.108476;-45.120503652039325
1739209721.1084838;-45.120503652039325
1739209721.1084914;-38.13080360867914
1739209721.108499;-45.120503652039325
1739209721.1085067;-38.13080360867914
1739209721.1085145;-45.120503652039325
1739209721.1085222;-38.13080360867914
1739209721.1085298;-38.13080360867914
1739209721.1085377;-45.120503652039325
1739209721.1085453;-38.13080360867914
1739209721.108553;-45.120503652039325
1739209721.1085608;-33.981070128970906
1739209721.1085684;-45.120503652039325
1739209721.108576;-31.141103565318915
1739209721.108584;-27.267205301931607
1739209721.1085916;-45.120503652039325
1739209721.1085992;-45.120503652039325
1739209721.1086068;-38.13080360867914
1739209721.1086147;-32.816014438256545
1739209721.1086223;-38.13080360867914
1739209721.10863;-38.13080360867914
1739209721.1086378;-38.13080360867914
1739209721.1086454;-33.981070128970906
1739209721.108653;-33.981070128970906
1739209721.108661;-45.120503652039325
1739209721.1086686;-38.13080360867914
1739209721.1086762;-38.13080360867914
1739209721.108684;-45.120503652039325
1739209721.1086917;-45.120503652039325
1739209721.1086993;-45.120503652039325
1739209721.1087072;-38.13080360867914
1739209721.1087148;-38.13080360867914
1739209721.1087224;-45.120503652039325
1739209721.10873;-38.13080360867914
1739209721.108738;-45.120503652039325
1739209721.1087456;-35.57807855764607
1739209721.1087532;-45.120503652039325
1739209721.108761;-32.816014438256545
1739209721.1087687;-26.991370085610722
1739209721.1087763;-45.120503652039325
1739209721.1087842;-38.13080360867914
1739209721.1087918;-35.57807855764607
1739209721.1087995;-32.816014438256545
1739209721.1088073;-45.120503652039325
1739209721.108815;-35.57807855764607
1739209721.1088226;-45.120503652039325
1739209721.1088302;-38.13080360867914
1739209721.108838;-38.13080360867914
1739209721.1088457;-45.120503652039325
1739209721.1088533;-38.13080360867914
1739209721.1088612;-35.57807855764607
1739209721.1088688;-38.13080360867914
1739209721.1088765;-45.120503652039325
1739209721.1088843;-38.13080360867914
1739209721.108892;-35.57807855764607
1739209721.1088996;-38.13080360867914
1739209721.1089075;-45.120503652039325
1739209721.108915;-38.13080360867914
1739209721.1089227;-45.120503652039325
1739209721.1089306;-38.13080360867914
1739209721.1089382;-45.120503652039325
1739209721.1089458;-38.13080360867914
1739209721.1089535;-35.57807855764607
1739209721.1089613;-45.120503652039325
1739209721.108969;-38.13080360867914
1739209721.1089766;-38.13080360867914
1739209721.1089845;-38.13080360867914
1739209721.108992;-45.120503652039325
1739209721.1089997;-38.13080360867914
1739209721.1090076;-38.13080360867914
1739209721.1090152;-45.120503652039325
1739209721.1090229;-38.13080360867914
1739209721.1090307;-35.57807855764607
1739209721.1090384;-45.120503652039325
1739209721.109046;-45.120503652039325
1739209721.1090536;-33.981070128970906
1739209721.1090615;-38.13080360867914
1739209721.109069;-38.13080360867914
1739209721.1090767;-38.13080360867914
1739209721.1090846;-45.120503652039325
1739209721.1090922;-38.13080360867914
1739209721.1090999;-38.13080360867914
1739209721.1091077;-45.120503652039325
1739209721.1091154;-45.120503652039325
1739209721.109123;-45.120503652039325
1739209721.1091309;-45.120503652039325
1739209721.1091385;-45.120503652039325
1739209721.109146;-45.120503652039325
1739209721.109154;-45.120503652039325
1739209721.1091616;-45.120503652039325
1739209721.1091692;-35.57807855764607
1739209721.1091769;-38.13080360867914
1739209721.1091847;-45.120503652039325
1739209721.1091924;-38.13080360867914
1739209721.1092;-45.120503652039325
1739209721.1092079;-32.816014438256545
1739209721.1092155;-45.120503652039325
1739209721.1092231;-38.13080360867914
1739209721.109231;-45.120503652039325
1739209721.1092386;-45.120503652039325
1739209721.1092463;-45.120503652039325
1739209721.1092541;-38.13080360867914
1739209721.1092618;-45.120503652039325
1739209721.1092694;-45.120503652039325
1739209721.1092772;-38.13080360867914
1739209721.1092849;-33.981070128970906
1739209721.1092925;-45.120503652039325
1739209721.1093001;-45.120503652039325
1739209721.109308;-45.120503652039325
1739209721.1093156;-33.981070128970906
1739209721.1093233;-45.120503652039325
1739209721.1093311;-38.13080360867914
1739209721.1093388;-35.57807855764607
1739209721.1093464;-38.13080360867914
1739209721.1093543;-38.13080360867914
1739209721.109362;-38.13080360867914
1739209721.1093695;-45.120503652039325
1739209721.1093774;-38.13080360867914
1739209721.109385;-38.13080360867914
1739209721.1093926;-33.981070128970906
1739209721.1094003;-45.120503652039325
1739209721.1094081;-45.120503652039325
1739209721.1094158;-45.120503652039325
1739209721.1094234;-38.13080360867914
1739209721.1094313;-38.13080360867914
1739209721.109439;-45.120503652039325
1739209721.1094465;-45.120503652039325
1739209721.1094544;-27.877744956031414
1739209721.109462;-35.57807855764607
1739209721.1094697;-38.13080360867914
1739209721.1094775;-45.120503652039325
1739209721.1094851;-38.13080360867914
1739209721.1094928;-45.120503652039325
1739209721.1095006;-38.13080360867914
1739209721.1095083;-38.13080360867914
1739209721.109516;-27.267205301931607
1739209721.1095235;-35.57807855764607
1739209721.1095314;-38.13080360867914
1739209721.109539;-45.120503652039325
1739209721.1095467;-38.13080360867914
1739209721.1095545;-32.816014438256545
1739209721.1095622;-45.120503652039325
1739209721.1095698;-45.120503652039325
1739209721.1095777;-31.141103565318915
1739209721.1095853;-32.816014438256545
1739209721.109593;-38.13080360867914
1739209721.1096008;-38.13080360867914
1739209721.1096084;-33.981070128970906
1739209721.109616;-35.57807855764607
1739209721.1096237;-38.13080360867914
1739209721.1096315;-45.120503652039325
1739209721.1096392;-38.13080360867914
1739209721.1096468;-38.13080360867914
1739209721.1096547;-45.120503652039325
1739209721.1096623;-45.120503652039325
1739209721.10967;-45.120503652039325
1739209721.1096778;-45.120503652039325
1739209721.1096854;-33.981070128970906
1739209721.109693;-45.120503652039325
1739209721.109701;-45.120503652039325
1739209721.1097085;-35.57807855764607
1739209721.1097162;-38.13080360867914
1739209721.109724;-45.120503652039325
1739209721.1097317;-45.120503652039325
1739209721.1097393;-38.13080360867914
1739209721.109747;-38.13080360867914
1739209721.1097548;-45.120503652039325
1739209721.1097624;-33.981070128970906
1739209721.10977;-32.816014438256545
1739209721.109778;-38.13080360867914
1739209721.1097856;-45.120503652039325
1739209721.1097932;-33.981070128970906
1739209721.109801;-38.13080360867914
1739209721.1098087;-45.120503652039325
1739209721.1098163;-45.120503652039325
1739209721.1098242;-38.13080360867914
1739209721.1098318;-33.981070128970906
1739209721.1098394;-38.13080360867914
1739209721.109847;-45.120503652039325
1739209721.109855;-38.13080360867914
1739209721.1098626;-38.13080360867914
1739209721.1098702;-45.120503652039325
1739209721.109878;-45.120503652039325
1739209721.1098857;-28.992665084841942
1739209721.1098933;-31.141103565318915
1739209721.1099012;-45.120503652039325
1739209721.1099088;-45.120503652039325
1739209721.1099164;-33.981070128970906
1739209721.1099243;-45.120503652039325
1739209721.109932;-45.120503652039325
1739209721.1099396;-45.120503652039325
1739209721.1099474;-38.13080360867914
1739209721.109955;-45.120503652039325
1739209721.1099627;-38.13080360867914
1739209721.1099703;-45.120503652039325
1739209721.1099782;-38.13080360867914
1739209721.1099858;-38.13080360867914
1739209721.1099935;-45.120503652039325
1739209721.1100013;-38.13080360867914
1739209721.110009;-33.981070128970906
1739209721.1100166;-35.57807855764607
1739209721.1100245;-33.981070128970906
1739209721.110032;-45.120503652039325
1739209721.1100397;-45.120503652039325
1739209721.1100476;-38.13080360867914
1739209721.1100552;-38.13080360867914
1739209721.1100628;-45.120503652039325
1739209721.1100705;-31.141103565318915
1739209721.1100783;-31.141103565318915
1739209721.110086;-38.13080360867914
1739209721.1100936;-45.120503652039325
1739209721.1101015;-38.13080360867914
1739209721.110109;-38.13080360867914
1739209721.1101167;-45.120503652039325
1739209721.1101246;-45.120503652039325
1739209721.1101322;-45.120503652039325
1739209721.1101398;-38.13080360867914
1739209721.1101477;-38.13080360867914
1739209721.1101553;-45.120503652039325
1739209721.110163;-45.120503652039325
1739209721.1101708;-33.981070128970906
1739209721.1101785;-38.13080360867914
1739209721.110186;-45.120503652039325
1739209721.1101937;-33.981070128970906
1739209721.1102016;-45.120503652039325
1739209721.1102092;-45.120503652039325
1739209721.1102169;-35.57807855764607
1739209721.1102247;-38.13080360867914
1739209721.1102324;-45.120503652039325
1739209721.11024;-45.120503652039325
1739209721.1102479;-38.13080360867914
1739209721.1102555;-38.13080360867914
1739209721.110263;-45.120503652039325
1739209721.110271;-38.13080360867914
1739209721.1102786;-38.13080360867914
1739209721.1102862;-38.13080360867914
1739209721.1102939;-38.13080360867914
1739209721.1103017;-38.13080360867914
1739209721.1103094;-38.13080360867914
1739209721.110317;-45.120503652039325
1739209721.1103249;-32.816014438256545
1739209721.1103325;-38.13080360867914
1739209721.11034;-38.13080360867914
1739209721.110348;-45.120503652039325
1739209721.1103556;-45.120503652039325
1739209721.1103632;-33.981070128970906
1739209721.110371;-45.120503652039325
1739209721.1103787;-38.13080360867914
1739209721.1103864;-45.120503652039325
1739209721.1103942;-38.13080360867914
1739209721.1104019;-45.120503652039325
1739209721.1104095;-45.120503652039325
1739209721.1104171;-45.120503652039325
1739209721.110425;-45.120503652039325
1739209721.1104326;-38.13080360867914
1739209721.1104403;-33.981070128970906
1739209721.1104481;-33.981070128970906
1739209721.1104558;-45.120503652039325
1739209721.1104634;-45.120503652039325
1739209721.1104712;-45.120503652039325
1739209721.1104789;-35.57807855764607
1739209721.1104865;-38.13080360867914
1739209721.1104944;-38.13080360867914
1739209721.110502;-45.120503652039325
1739209721.1105096;-33.981070128970906
1739209721.1105173;-33.981070128970906
1739209721.1105251;-45.120503652039325
1739209721.1105328;-45.120503652039325
1739209721.1105404;-45.120503652039325
1739209721.1105483;-45.120503652039325
1739209721.110556;-45.120503652039325
1739209721.1105635;-33.981070128970906
1739209721.1105714;-33.981070128970956
1739209721.110579;-38.13080360867914
1739209721.1105866;-35.57807855764607
1739209721.1105945;-45.120503652039325
1739209721.1106021;-45.120503652039325
1739209721.1106098;-45.120503652039325
1739209721.1106176;-45.120503652039325
1739209721.1106253;-45.120503652039325
1739209721.110633;-32.816014438256545
1739209721.1106405;-33.981070128970906
1739209721.1106484;-45.120503652039325
1739209721.110656;-45.120503652039325
1739209721.1106637;-35.57807855764607
1739209721.1106715;-38.13080360867914
1739209721.1106791;-45.120503652039325
1739209721.1106868;-45.120503652039325
1739209721.1106946;-38.13080360867914
1739209721.1107023;-35.57807855764607
1739209721.11071;-45.120503652039325
1739209721.1107178;-45.120503652039325
1739209721.1107254;-38.13080360867914
1739209721.110733;-35.57807855764607
1739209721.110741;-38.13080360867914
1739209721.1107485;-38.13080360867914
1739209721.1107562;-45.120503652039325
1739209721.1107638;-35.57807855764607
1739209721.1107717;-38.13080360867914
1739209721.1107793;-33.981070128970906
1739209721.110787;-33.981070128970906
1739209721.1107948;-45.120503652039325
1739209721.1108024;-38.13080360867914
1739209721.11081;-38.13080360867914
1739209721.110818;-32.816014438256545
1739209721.1108255;-28.992665084841942
1739209721.1108332;-45.120503652039325
1739209721.110841;-45.120503652039325
1739209721.1108487;-35.57807855764607
1739209721.1108563;-35.57807855764607
1739209721.110864;-38.13080360867914
1739209721.1108718;-45.120503652039325
1739209721.1108794;-45.120503652039325
1739209721.110887;-45.120503652039325
1739209721.110895;-45.120503652039325
1739209721.1109025;-45.120503652039325
1739209721.1109102;-45.120503652039325
1739209721.110918;-45.120503652039325
1739209721.1109257;-45.120503652039325
1739209721.1109333;-38.13080360867914
1739209721.1109412;-38.13080360867914
1739209721.1109488;-33.981070128970906
1739209721.1109564;-45.120503652039325
1739209721.1109643;-38.13080360867914
1739209721.110972;-38.13080360867914
1739209721.1109796;-45.120503652039325
1739209721.1109872;-45.120503652039325
1739209721.110995;-45.120503652039325
1739209721.1110027;-45.120503652039325
1739209721.1110103;-45.120503652039325
1739209721.1110182;-45.120503652039325
1739209721.1110258;-38.13080360867914
1739209721.1110334;-45.120503652039325
1739209721.1110413;-38.13080360867914
1739209721.111049;-45.120503652039325
1739209721.1110566;-45.120503652039325
1739209721.1110644;-35.57807855764607
1739209721.111072;-38.13080360867914
1739209721.1110797;-45.120503652039325
1739209721.1110873;-45.120503652039325
1739209721.1110952;-38.13080360867914
1739209721.1111028;-45.120503652039325
1739209721.1111104;-45.120503652039325
1739209721.1111183;-38.13080360867914
1739209721.111126;-35.57807855764607
1739209721.1111336;-38.13080360867914
1739209721.1111414;-45.120503652039325
1739209721.111149;-38.13080360867914
1739209721.1111567;-38.13080360867914
1739209721.1111646;-38.13080360867914
1739209721.1111722;-38.13080360867914
1739209721.1111798;-38.13080360867914
1739209721.1111877;-38.13080360867914
1739209721.1111953;-45.120503652039325
1739209721.111203;-45.120503652039325
1739209721.1112106;-38.13080360867914
1739209721.1112185;-35.57807855764607
1739209721.111226;-38.13080360867914
1739209721.1112337;-45.120503652039325
1739209721.1112416;-38.13080360867914
1739209721.1112492;-45.120503652039325
1739209721.1112568;-45.120503652039325
1739209721.1112647;-45.120503652039325
1739209721.1112723;-38.13080360867914
1739209721.11128;-38.13080360867914
1739209721.1112878;-38.13080360867914
1739209721.1112955;-45.120503652039325
1739209721.111303;-45.120503652039325
1739209721.1113107;-35.57807855764607
1739209721.1113186;-35.57807855764607
1739209721.1113262;-38.13080360867914
1739209721.1113338;-38.13080360867914
1739209721.1113417;-35.57807855764607
1739209721.1113493;-38.13080360867914
1739209721.111357;-38.13080360867914
1739209721.1113648;-45.120503652039325
1739209721.1113725;-35.57807855764607
1739209721.11138;-38.13080360867914
1739209721.111388;-45.120503652039325
1739209721.1113956;-38.13080360867914
1739209721.1114032;-45.120503652039325
1739209721.111411;-45.120503652039325
1739209721.1114187;-45.120503652039325
1739209721.1114264;-38.13080360867914
1739209721.111434;-38.13080360867914
1739209721.1114419;-38.13080360867914
1739209721.1114495;-32.816014438256545
1739209721.111457;-38.13080360867914
1739209721.111465;-38.13080360867914
1739209721.1114726;-38.13080360867914
1739209721.1114802;-45.120503652039325
1739209721.111488;-45.120503652039325
1739209721.1114957;-38.13080360867914
1739209721.1115034;-38.13080360867914
1739209721.1115112;-45.120503652039325
1739209721.1115189;-38.13080360867914
1739209721.1115265;-35.57807855764607
1739209721.111534;-38.13080360867914
1739209721.111542;-45.120503652039325
1739209721.1115496;-38.13080360867914
1739209721.1115572;-45.120503652039325
1739209721.111565;-38.13080360867914
1739209721.1115727;-45.120503652039325
1739209721.1115804;-45.120503652039325
1739209721.1115882;-35.57807855764607
1739209721.1115959;-38.13080360867914
1739209721.1116035;-45.120503652039325
1739209721.1116114;-38.13080360867914
1739209721.111619;-38.13080360867914
1739209721.1116266;-35.57807855764607
1739209721.1116345;-27.8777449560314
1739209721.1116421;-45.120503652039325
1739209721.1116498;-38.13080360867914
1739209721.1116574;-38.13080360867914
1739209721.1116652;-38.13080360867914
1739209721.1116729;-38.13080360867914
1739209721.1116805;-35.57807855764607
1739209721.1116884;-45.120503652039325
1739209721.111696;-38.13080360867914
1739209721.1117036;-38.13080360867914
1739209721.1117115;-45.120503652039325
1739209721.1117191;-45.120503652039325
1739209721.1117268;-45.120503652039325
1739209721.1117346;-45.120503652039325
1739209721.1117423;-38.13080360867914
1739209721.11175;-35.57807855764607
1739209721.1117575;-29.438486411369333
1739209721.1117654;-38.13080360867914
1739209721.111773;-45.120503652039325
1739209721.1117806;-38.13080360867914
1739209721.1117885;-35.57807855764607
1739209721.1117961;-38.13080360867914
1739209721.1118038;-45.120503652039325
1739209721.1118116;-38.13080360867914
1739209721.1118193;-45.120503652039325
1739209721.111827;-45.120503652039325
1739209721.1118348;-45.120503652039325
1739209721.1118424;-38.13080360867914
1739209721.11185;-45.120503652039325
1739209721.111858;-38.13080360867914
1739209721.1118655;-45.120503652039325
1739209721.1118731;-45.120503652039325
1739209721.1118808;-45.120503652039325
1739209721.1118886;-38.13080360867914
1739209721.1118963;-45.120503652039325
1739209721.111904;-45.120503652039325
1739209721.1119118;-45.120503652039325
1739209721.1119194;-45.120503652039325
1739209721.111927;-45.120503652039325
1739209721.111935;-45.120503652039325
1739209721.1119425;-27.8777449560314
1739209721.1119502;-32.816014438256545
1739209721.111958;-45.120503652039325
1739209721.1119657;-38.13080360867914
1739209721.1119733;-32.816014438256545
1739209721.1119812;-38.13080360867914
1739209721.1119888;-45.120503652039325
1739209721.1119964;-38.13080360867914
1739209721.112004;-38.13080360867914
1739209721.112012;-45.120503652039325
1739209721.1120195;-45.120503652039325
1739209721.1120272;-38.13080360867914
1739209721.112035;-38.13080360867914
1739209721.1120427;-38.13080360867914
1739209721.1120503;-35.57807855764607
1739209721.1120582;-33.981070128970906
1739209721.1120658;-28.58837851428586
1739209721.1120734;-30.49652367304973
1739209721.1120813;-35.57807855764607
1739209721.112089;-38.13080360867914
1739209721.1120965;-45.120503652039325
1739209721.1121042;-45.120503652039325
1739209721.112112;-45.120503652039325
1739209721.1121197;-45.120503652039325
1739209721.1121273;-45.120503652039325
1739209721.1121352;-38.13080360867914
1739209721.1121428;-38.13080360867914
1739209721.1121504;-45.120503652039325
1739209721.1121583;-45.120503652039325
1739209721.112166;-33.981070128970906
1739209721.1121736;-35.57807855764607
1739209721.1121814;-33.981070128970906
1739209721.112189;-45.120503652039325
1739209721.1121967;-38.13080360867914
1739209721.1122046;-32.816014438256545
1739209721.1122122;-38.13080360867914
1739209721.1122198;-45.120503652039325
1739209721.1122274;-45.120503652039325
1739209721.1122353;-32.816014438256545
1739209721.112243;-45.120503652039325
1739209721.1122506;-45.120503652039325
1739209721.1122584;-38.13080360867914
1739209721.112266;-38.13080360867914
1739209721.1122737;-45.120503652039325
1739209721.1122816;-45.120503652039325
1739209721.1122892;-33.981070128970906
1739209721.1122968;-38.13080360867914
1739209721.1123047;-32.816014438256545
1739209721.1123123;-38.13080360867914
1739209721.11232;-45.120503652039325
1739209721.1123276;-38.13080360867914
1739209721.1123354;-38.13080360867914
1739209721.112343;-45.120503652039325
1739209721.1123507;-45.120503652039325
1739209721.1123586;-38.13080360867914
1739209721.1123662;-38.13080360867914
1739209721.1123738;-38.13080360867914
1739209721.1123817;-38.13080360867914
1739209721.1123893;-38.13080360867914
1739209721.112397;-38.13080360867914
1739209721.1124048;-35.57807855764607
1739209721.1124125;-38.13080360867914
1739209721.11242;-45.120503652039325
1739209721.112428;-45.120503652039325
1739209721.1124356;-38.13080360867914
1739209721.1124432;-35.57807855764607
1739209721.1124508;-45.120503652039325
1739209721.1124587;-45.120503652039325
1739209721.1124663;-45.120503652039325
1739209721.112474;-32.816014438256545
1739209721.1124818;-38.13080360867914
1739209721.1124895;-45.120503652039325
1739209721.112497;-38.13080360867914
1739209721.112505;-45.120503652039325
1739209721.1125126;-45.120503652039325
1739209721.1125202;-45.120503652039325
1739209721.112528;-45.120503652039325
1739209721.1125357;-45.120503652039325
1739209721.1125433;-45.120503652039325
1739209721.112551;-45.120503652039325
1739209721.1125588;-38.13080360867914
1739209721.1125665;-31.141103565318915
1739209721.112574;-33.981070128970906
1739209721.112582;-38.13080360867914
1739209721.1125896;-38.13080360867914
1739209721.1125972;-38.13080360867914
1739209721.112605;-38.13080360867914
1739209721.1126127;-45.120503652039325
1739209721.1126204;-32.816014438256545
1739209721.1126282;-45.120503652039325
1739209721.1126359;-45.120503652039325
1739209721.1126435;-38.13080360867914
1739209721.1126513;-38.13080360867914
1739209721.112659;-45.120503652039325
1739209721.1126666;-45.120503652039325
1739209721.1126742;-38.13080360867914
1739209721.112682;-45.120503652039325
1739209721.1126897;-45.120503652039325
1739209721.1126974;-45.120503652039325
1739209721.1127052;-38.13080360867914
1739209721.1127129;-35.57807855764607
1739209721.1127205;-35.57807855764607
1739209721.1127284;-38.13080360867914
1739209721.112736;-45.120503652039325
1739209721.1127436;-35.57807855764607
1739209721.1127515;-45.120503652039325
1739209721.112759;-38.13080360867914
1739209721.1127667;-45.120503652039325
1739209721.1127744;-38.13080360867914
1739209721.1127822;-38.13080360867914
1739209721.1127899;-45.120503652039325
1739209721.1127975;-38.13080360867914
1739209721.1128054;-38.13080360867914
1739209721.112813;-45.120503652039325
1739209721.1128206;-45.120503652039325
1739209721.1128285;-35.57807855764607
1739209721.1128361;-45.120503652039325
1739209721.1128438;-45.120503652039325
1739209721.1128516;-45.120503652039325
1739209721.1128592;-33.981070128970906
1739209721.1128669;-32.816014438256545
1739209721.1128747;-32.816014438256545
1739209721.1128824;-28.58837851428586
1739209721.11289;-38.13080360867914
1739209721.1128976;-33.981070128970906
1739209721.1129055;-38.13080360867914
1739209721.1129131;-35.57807855764607
1739209721.1129208;-45.120503652039325
1739209721.1129286;-35.57807855764607
1739209721.1129363;-38.13080360867914
1739209721.112944;-38.13080360867914
1739209721.1129518;-45.120503652039325
1739209721.1129594;-38.13080360867914
1739209721.112967;-38.13080360867914
1739209721.112975;-45.120503652039325
1739209721.1129825;-45.120503652039325
1739209721.1129901;-45.120503652039325
1739209721.1129978;-38.13080360867914
1739209721.1130056;-30.49652367304973
1739209721.1130133;-33.981070128970906
1739209721.113021;-38.13080360867914
1739209721.1130288;-45.120503652039325
1739209721.1130364;-38.13080360867914
1739209721.113044;-38.13080360867914
1739209721.113052;-38.13080360867914
1739209721.1130595;-45.120503652039325
1739209721.1130672;-35.57807855764607
1739209721.113075;-38.13080360867914
1739209721.1130826;-45.120503652039325
1739209721.1130903;-38.13080360867914
1739209721.1130981;-32.816014438256545
1739209721.1131058;-45.120503652039325
1739209721.1131134;-45.120503652039325
1739209721.113121;-45.120503652039325
1739209721.113129;-45.120503652039325
1739209721.1131365;-38.13080360867914
1739209721.1131442;-45.120503652039325
1739209721.113152;-45.120503652039325
1739209721.1131597;-38.13080360867914
1739209721.1131673;-38.13080360867914
1739209721.1131752;-45.120503652039325
1739209721.1131828;-38.13080360867914
1739209721.1131904;-26.991370085610736
1739209721.1131983;-32.816014438256545
1739209721.113206;-45.120503652039325
1739209721.1132135;-38.13080360867914
1739209721.1132212;-33.981070128970906
1739209721.113229;-45.120503652039325
1739209721.1132367;-45.120503652039325
1739209721.1132443;-45.120503652039325
1739209721.1132522;-45.120503652039325
1739209721.1132598;-38.13080360867914
1739209721.1132674;-45.120503652039325
1739209721.1132753;-45.120503652039325
1739209721.113283;-31.141103565318893
1739209721.1132905;-38.13080360867914
1739209721.1132984;-45.120503652039325
1739209721.113306;-38.13080360867914
1739209721.1133137;-45.120503652039325
1739209721.1133215;-38.13080360867914
1739209721.1133292;-38.13080360867914
1739209721.1133368;-45.120503652039325
1739209721.1133444;-45.120503652039325
1739209721.1133523;-38.13080360867914
