CAN Message; 0x1b8:0300db52c752e74e
1739209651.0810137;-33.981070128970906
1739209651.08102;-35.57807855764607
1739209651.0810268;-45.120503652039325
1739209651.0810335;-45.120503652039325
1739209651.08104;-33.981070128970906
1739209651.0810466;-38.13080360867914
1739209651.0810533;-38.13080360867914
1739209651.08106;-45.120503652039325
1739209651.0810664;-38.13080360867914
1739209651.081073;-33.981070128970906
1739209651.0810797;-33.981070128970906
1739209651.0810864;-38.13080360867914
1739209651.0810928;-45.120503652039325
1739209651.0810995;-45.120503652039325
1739209651.0811062;-38.13080360867914
1739209651.0811129;-38.13080360867914
1739209651.0811193;-38.13080360867914
1739209651.081126;-38.13080360867914
1739209651.0811327;-33.981070128970906
1739209651.081139;-45.120503652039325
1739209651.0811458;-38.13080360867914
1739209651.0811524;-45.120503652039325
1739209651.081159;-38.13080360867914
1739209651.0811656;-45.120503652039325
1739209651.0811722;-45.120503652039325
1739209651.081179;-45.120503652039325
1739209651.0811856;-31.14110356531892
1739209651.081192;-38.13080360867914
1739209651.0811987;-38.13080360867914
1739209651.0812054;-38.13080360867914
1739209651.081212;-38.13080360867914
1739209651.0812185;-45.120503652039325
1739209651.0812252;-38.13080360867914
1739209651.0812318;-35.57807855764607
1739209651.0812383;-27.267205301931607
1739209651.081245;-38.13080360867914
1739209651.0812516;-45.120503652039325
1739209651.0812583;-38.13080360867914
1739209651.0812647;-38.13080360867914
1739209651.0812714;-45.120503652039325
1739209651.081278;-45.120503652039325
1739209651.0812848;-45.120503652039325
1739209651.0812912;-33.981070128970956
1739209651.0812979;-45.120503652039325
1739209651.0813046;-38.13080360867914
1739209651.0813112;-45.120503652039325
1739209651.0813177;-38.13080360867914
1739209651.0813243;-38.13080360867914
1739209651.081331;-38.13080360867914
1739209651.0813375;-45.120503652039325
1739209651.0813441;-28.58837851428586
1739209651.0813508;-31.141103565318893
1739209651.0813575;-45.120503652039325
1739209651.081364;-35.57807855764607
1739209651.0813706;-45.120503652039325
1739209651.0813773;-38.13080360867914
1739209651.081384;-32.816014438256545
1739209651.0813904;-45.120503652039325
1739209651.081397;-38.13080360867914
1739209651.0814037;-45.120503652039325
1739209651.0814104;-38.13080360867914
1739209651.0814168;-35.57807855764607
1739209651.0814235;-38.13080360867914
1739209651.0814302;-32.816014438256545
1739209651.0814366;-45.120503652039325
1739209651.0814433;-45.120503652039325
1739209651.08145;-45.120503652039325
1739209651.0814567;-38.13080360867914
1739209651.081463;-45.120503652039325
1739209651.0814698;-45.120503652039325
1739209651.0814764;-38.13080360867914
1739209651.0814831;-35.57807855764607
1739209651.0814896;-38.13080360867914
1739209651.0814962;-45.120503652039325
1739209651.081503;-35.57807855764607
1739209651.0815096;-35.57807855764607
1739209651.081516;-45.120503652039325
1739209651.0815227;-38.13080360867914
1739209651.0815294;-35.57807855764607
1739209651.0815358;-38.13080360867914
1739209651.0815425;-45.120503652039325
1739209651.0815492;-38.13080360867914
1739209651.0815558;-45.120503652039325
1739209651.0815623;-38.13080360867914
1739209651.081569;-38.13080360867914
1739209651.0815756;-45.120503652039325
1739209651.0815823;-45.120503652039325
1739209651.0815887;-33.981070128970906
1739209651.0815954;-38.13080360867914
1739209651.081602;-45.120503652039325
1739209651.0816088;-38.13080360867914
1739209651.0816152;-38.13080360867914
1739209651.081622;-45.120503652039325
1739209651.0816286;-45.120503652039325
1739209651.081635;-33.981070128970906
1739209651.0816417;-38.13080360867914
1739209651.0816483;-38.13080360867914
1739209651.081655;-45.120503652039325
1739209651.0816615;-45.120503652039325
1739209651.0816681;-45.120503652039325
1739209651.0816748;-45.120503652039325
1739209651.0816815;-38.13080360867914
1739209651.081688;-35.57807855764607
1739209651.0816946;-35.57807855764607
1739209651.0817013;-45.120503652039325
1739209651.081708;-45.120503652039325
1739209651.0817144;-38.13080360867914
1739209651.081721;-35.57807855764607
1739209651.0817277;-38.13080360867914
1739209651.0817342;-38.13080360867914
1739209651.0817409;-38.13080360867914
1739209651.0817475;-45.120503652039325
1739209651.0817542;-45.120503652039325
1739209651.0817606;-45.120503652039325
1739209651.0817673;-38.13080360867914
1739209651.081774;-38.13080360867914
1739209651.0817807;-45.120503652039325
1739209651.081787;-38.13080360867914
1739209651.0817938;-38.13080360867914
1739209651.0818005;-35.57807855764607
1739209651.0818071;-45.120503652039325
1739209651.0818136;-38.13080360867914
1739209651.0818202;-38.13080360867914
1739209651.081827;-31.141103565318915
1739209651.0818334;-35.57807855764607
1739209651.08184;-38.13080360867914
1739209651.0818467;-38.13080360867914
1739209651.0818534;-38.13080360867914
1739209651.0818598;-38.13080360867914
1739209651.0818665;-35.57807855764607
1739209651.0818732;-35.57807855764607
1739209651.0818799;-45.120503652039325
1739209651.0818863;-38.13080360867914
1739209651.081893;-35.57807855764607
1739209651.0818996;-38.13080360867914
1739209651.0819063;-38.13080360867914
1739209651.0819128;-45.120503652039325
1739209651.0819194;-45.120503652039325
1739209651.081926;-45.120503652039325
1739209651.0819325;-45.120503652039325
1739209651.0819392;-45.120503652039325
1739209651.081946;-45.120503652039325
1739209651.0819526;-35.57807855764607
1739209651.081959;-30.49652367304973
1739209651.0819657;-45.120503652039325
1739209651.0819724;-38.13080360867914
1739209651.081979;-38.13080360867914
1739209651.0819855;-33.981070128970906
1739209651.0819921;-38.13080360867914
1739209651.0819988;-45.120503652039325
1739209651.0820055;-38.13080360867914
1739209651.082012;-45.120503652039325
1739209651.0820186;-38.13080360867914
1739209651.0820253;-35.57807855764607
1739209651.0820317;-38.13080360867914
1739209651.0820384;-38.13080360867914
1739209651.082045;-38.13080360867914
1739209651.0820518;-38.13080360867914
1739209651.0820582;-38.13080360867914
1739209651.0820649;-32.816014438256545
1739209651.0820715;-38.13080360867914
1739209651.0820782;-38.13080360867914
1739209651.0820847;-31.141103565318915
1739209651.0820913;-27.267205301931607
1739209651.082098;-30.49652367304973
1739209651.0821047;-38.13080360867914
1739209651.0821111;-45.120503652039325
1739209651.0821178;-38.13080360867914
1739209651.0821245;-35.57807855764607
1739209651.082131;-35.57807855764607
1739209651.0821376;-38.13080360867914
1739209651.0821443;-32.816014438256545
1739209651.082151;-33.981070128970906
1739209651.0821574;-35.57807855764607
1739209651.082164;-45.120503652039325
1739209651.0821707;-45.120503652039325
1739209651.0821774;-33.981070128970906
1739209651.0821838;-38.13080360867914
1739209651.0821905;-45.120503652039325
1739209651.0821972;-33.981070128970906
1739209651.0822039;-33.981070128970906
1739209651.0822103;-35.57807855764607
1739209651.082217;-45.120503652039325
1739209651.0822237;-38.13080360867914
1739209651.08223;-38.13080360867914
1739209651.0822368;-38.13080360867914
1739209651.0822434;-45.120503652039325
1739209651.08225;-38.13080360867914
1739209651.0822566;-33.981070128970906
1739209651.0822632;-38.13080360867914
1739209651.08227;-38.13080360867914
1739209651.0822766;-38.13080360867914
1739209651.082283;-38.13080360867914
1739209651.0822897;-38.13080360867914
1739209651.0822964;-45.120503652039325
1739209651.082303;-45.120503652039325
1739209651.0823095;-45.120503652039325
1739209651.0823162;-38.13080360867914
1739209651.0823228;-45.120503652039325
1739209651.0823293;-45.120503652039325
1739209651.082336;-38.13080360867914
1739209651.0823426;-38.13080360867914
1739209651.0823493;-45.120503652039325
1739209651.0823557;-45.120503652039325
1739209651.0823624;-38.13080360867914
1739209651.082369;-38.13080360867914
1739209651.0823758;-38.13080360867914
1739209651.0823822;-45.120503652039325
1739209651.0823889;-45.120503652039325
1739209651.0823956;-35.57807855764607
1739209651.0824022;-45.120503652039325
1739209651.0824087;-38.13080360867914
1739209651.0824153;-27.267205301931607
1739209651.082422;-38.13080360867914
1739209651.0824285;-38.13080360867914
1739209651.0824351;-38.13080360867914
1739209651.0824418;-33.981070128970906
1739209651.0824485;-45.120503652039325
1739209651.082455;-45.120503652039325
1739209651.0824616;-45.120503652039325
1739209651.0824683;-33.981070128970956
1739209651.082475;-45.120503652039325
1739209651.0824814;-45.120503652039325
1739209651.082488;-45.120503652039325
1739209651.0824947;-38.13080360867914
1739209651.0825014;-35.57807855764607
1739209651.0825078;-45.120503652039325
1739209651.0825145;-45.120503652039325
1739209651.0825212;-25.826314394896357
1739209651.0825276;-38.13080360867914
1739209651.0825343;-45.120503652039325
1739209651.082541;-45.120503652039325
1739209651.0825477;-38.13080360867914
1739209651.082554;-45.120503652039325
1739209651.0825608;-38.13080360867914
1739209651.0825675;-38.13080360867914
1739209651.0825741;-38.13080360867914
1739209651.0825806;-45.120503652039325
1739209651.0825872;-45.120503652039325
1739209651.082594;-45.120503652039325
1739209651.0826006;-38.13080360867914
1739209651.082607;-35.57807855764607
1739209651.0826137;-38.13080360867914
1739209651.0826204;-45.120503652039325
1739209651.0826268;-28.58837851428586
1739209651.0826335;-31.141103565318893
1739209651.0826402;-45.120503652039325
1739209651.0826468;-45.120503652039325
1739209651.0826533;-45.120503652039325
1739209651.08266;-45.120503652039325
1739209651.0826666;-35.57807855764607
1739209651.0826733;-38.13080360867914
1739209651.0826797;-45.120503652039325
1739209651.0826864;-45.120503652039325
1739209651.082693;-45.120503652039325
1739209651.0826998;-45.120503652039325
1739209651.0827062;-45.120503652039325
1739209651.082713;-38.13080360867914
1739209651.0827196;-45.120503652039325
1739209651.082726;-45.120503652039325
1739209651.0827327;-38.13080360867914
1739209651.0827394;-45.120503652039325
1739209651.082746;-45.120503652039325
1739209651.0827525;-45.120503652039325
1739209651.0827591;-45.120503652039325
1739209651.0827658;-38.13080360867914
1739209651.0827725;-45.120503652039325
1739209651.082779;-45.120503652039325
1739209651.0827856;-32.816014438256545
1739209651.0827923;-38.13080360867914
1739209651.082799;-38.13080360867914
1739209651.0828054;-35.57807855764607
1739209651.082812;-35.57807855764607
1739209651.0828187;-38.13080360867914
1739209651.0828252;-45.120503652039325
1739209651.0828319;-38.13080360867914
1739209651.0828385;-45.120503652039325
1739209651.0828452;-38.13080360867914
1739209651.0828516;-38.13080360867914
1739209651.0828583;-45.120503652039325
1739209651.082865;-45.120503652039325
1739209651.0828717;-38.13080360867914
1739209651.082878;-38.13080360867914
1739209651.0828848;-38.13080360867914
1739209651.0828915;-35.57807855764607
1739209651.0828981;-32.816014438256545
1739209651.0829046;-38.13080360867914
1739209651.0829113;-35.57807855764607
1739209651.082918;-38.13080360867914
1739209651.0829244;-38.13080360867914
1739209651.082931;-38.13080360867914
1739209651.0829377;-32.816014438256545
1739209651.0829444;-38.13080360867914
1739209651.0829508;-45.120503652039325
1739209651.0829575;-38.13080360867914
1739209651.0829642;-38.13080360867914
1739209651.0829709;-38.13080360867914
1739209651.0829773;-32.816014438256545
1739209651.082984;-38.13080360867914
1739209651.0829906;-38.13080360867914
1739209651.0829973;-38.13080360867914
1739209651.0830038;-35.57807855764607
1739209651.0830104;-45.120503652039325
1739209651.083017;-35.57807855764607
1739209651.0830235;-45.120503652039325
1739209651.0830302;-45.120503652039325
1739209651.083037;-38.13080360867914
1739209651.0830436;-35.57807855764607
1739209651.08305;-45.120503652039325
1739209651.0830567;-45.120503652039325
1739209651.0830634;-33.981070128970906
1739209651.08307;-45.120503652039325
1739209651.0830765;-38.13080360867914
1739209651.0830832;-38.13080360867914
1739209651.0830898;-38.13080360867914
1739209651.0830965;-35.57807855764607
1739209651.083103;-45.120503652039325
1739209651.0831096;-38.13080360867914
1739209651.0831163;-35.57807855764607
1739209651.0831227;-35.57807855764607
1739209651.0831294;-45.120503652039325
1739209651.083136;-45.120503652039325
1739209651.0831428;-38.13080360867914
1739209651.0831492;-38.13080360867914
1739209651.0831559;-38.13080360867914
1739209651.0831625;-35.57807855764607
1739209651.0831692;-45.120503652039325
1739209651.0831757;-38.13080360867914
1739209651.0831823;-45.120503652039325
1739209651.083189;-35.57807855764607
1739209651.0831957;-33.981070128970906
1739209651.0832021;-38.13080360867914
1739209651.0832088;-45.120503652039325
1739209651.0832155;-38.13080360867914
1739209651.083222;-38.13080360867914
1739209651.0832286;-38.13080360867914
1739209651.0832353;-45.120503652039325
1739209651.083242;-45.120503652039325
1739209651.0832484;-45.120503652039325
1739209651.083255;-45.120503652039325
1739209651.0832617;-38.13080360867914
1739209651.0832684;-33.981070128970906
1739209651.0832748;-33.981070128970906
1739209651.0832815;-45.120503652039325
1739209651.0832882;-38.13080360867914
1739209651.0832949;-35.57807855764607
1739209651.0833013;-38.13080360867914
1739209651.083308;-38.13080360867914
1739209651.0833147;-38.13080360867914
1739209651.083321;-38.13080360867914
1739209651.0833278;-38.13080360867914
1739209651.0833344;-45.120503652039325
1739209651.0833411;-38.13080360867914
1739209651.0833476;-38.13080360867914
1739209651.0833542;-38.13080360867914
1739209651.083361;-38.13080360867914
1739209651.0833676;-38.13080360867914
1739209651.083374;-38.13080360867914
1739209651.0833807;-38.13080360867914
1739209651.0833874;-45.120503652039325
1739209651.083394;-45.120503652039325
1739209651.0834005;-38.13080360867914
1739209651.0834072;-45.120503652039325
1739209651.0834138;-38.13080360867914
1739209651.0834203;-38.13080360867914
1739209651.083427;-45.120503652039325
1739209651.0834336;-38.13080360867914
1739209651.0834403;-45.120503652039325
1739209651.0834467;-38.13080360867914
1739209651.0834534;-38.13080360867914
1739209651.08346;-38.13080360867914
1739209651.0834668;-45.120503652039325
1739209651.0834732;-45.120503652039325
1739209651.08348;-38.13080360867914
1739209651.0834866;-38.13080360867914
1739209651.0834932;-38.13080360867914
1739209651.0834997;-45.120503652039325
1739209651.0835063;-45.120503652039325
1739209651.083513;-33.981070128970906
1739209651.0835195;-45.120503652039325
1739209651.0835261;-38.13080360867914
1739209651.0835328;-38.13080360867914
1739209651.0835395;-33.981070128970906
1739209651.083546;-35.57807855764607
1739209651.0835526;-38.13080360867914
1739209651.0835593;-38.13080360867914
1739209651.083566;-38.13080360867914
1739209651.0835724;-38.13080360867914
1739209651.083579;-38.13080360867914
1739209651.0835857;-38.13080360867914
1739209651.0835924;-35.57807855764607
1739209651.0835989;-45.120503652039325
1739209651.0836055;-38.13080360867914
1739209651.0836122;-45.120503652039325
1739209651.0836186;-45.120503652039325
1739209651.0836253;-45.120503652039325
1739209651.083632;-38.13080360867914
1739209651.0836387;-32.816014438256545
1739209651.083645;-31.141103565318915
1739209651.0836518;-45.120503652039325
1739209651.0836585;-38.13080360867914
1739209651.0836651;-38.13080360867914
1739209651.0836716;-38.13080360867914
1739209651.0836782;-45.120503652039325
1739209651.083685;-38.13080360867914
1739209651.0836916;-45.120503652039325
1739209651.083698;-30.49652367304976
1739209651.0837047;-45.120503652039325
1739209651.0837114;-38.13080360867914
1739209651.0837178;-45.120503652039325
1739209651.0837245;-38.13080360867914
1739209651.0837312;-38.13080360867914
1739209651.0837379;-38.13080360867914
1739209651.0837443;-35.57807855764607
1739209651.083751;-31.141103565318915
1739209651.0837576;-45.120503652039325
1739209651.0837643;-45.120503652039325
1739209651.0837708;-38.13080360867914
1739209651.0837774;-32.816014438256545
1739209651.083784;-45.120503652039325
1739209651.0837908;-38.13080360867914
1739209651.0837972;-35.57807855764607
1739209651.083804;-33.981070128970956
1739209651.0838106;-45.120503652039325
1739209651.083817;-38.13080360867914
1739209651.0838237;-38.13080360867914
1739209651.0838304;-45.120503652039325
1739209651.083837;-45.120503652039325
1739209651.0838435;-38.13080360867914
1739209651.0838501;-45.120503652039325
1739209651.0838568;-28.58837851428586
1739209651.0838635;-38.13080360867914
1739209651.08387;-45.120503652039325
1739209651.0838766;-35.57807855764607
1739209651.0838833;-35.57807855764607
1739209651.08389;-38.13080360867914
1739209651.0838964;-38.13080360867914
1739209651.083903;-38.13080360867914
1739209651.0839097;-38.13080360867914
1739209651.0839162;-45.120503652039325
1739209651.0839229;-45.120503652039325
1739209651.0839295;-38.13080360867914
1739209651.0839362;-45.120503652039325
1739209651.0839427;-45.120503652039325
1739209651.0839493;-38.13080360867914
1739209651.083956;-45.120503652039325
1739209651.0839627;-32.816014438256545
1739209651.083969;-32.816014438256545
1739209651.0839758;-45.120503652039325
1739209651.0839825;-45.120503652039325
1739209651.0839891;-33.981070128970906
1739209651.0839956;-45.120503652039325
1739209651.0840023;-38.13080360867914
1739209651.084009;-38.13080360867914
1739209651.0840154;-45.120503652039325
1739209651.084022;-38.13080360867914
1739209651.0840287;-38.13080360867914
1739209651.0840354;-45.120503652039325
1739209651.0840418;-35.57807855764607
1739209651.0840485;-32.816014438256545
1739209651.0840552;-33.981070128970906
1739209651.0840619;-38.13080360867914
1739209651.0840683;-45.120503652039325
1739209651.084075;-45.120503652039325
1739209651.0840816;-33.981070128970906
1739209651.0840883;-45.120503652039325
1739209651.0840948;-45.120503652039325
1739209651.0841014;-45.120503652039325
1739209651.084108;-45.120503652039325
1739209651.0841148;-45.120503652039325
1739209651.0841212;-31.141103565318893
1739209651.084128;-28.21854285175415
1739209651.0841346;-45.120503652039325
1739209651.084141;-45.120503652039325
1739209651.0841477;-35.57807855764607
1739209651.0841544;-32.816014438256545
1739209651.084161;-45.120503652039325
1739209651.0841675;-35.57807855764607
1739209651.0841742;-38.13080360867914
1739209651.0841808;-45.120503652039325
1739209651.0841875;-45.120503652039325
1739209651.084194;-45.120503652039325
1739209651.0842006;-45.120503652039325
1739209651.0842073;-38.13080360867914
1739209651.084214;-38.13080360867914
1739209651.0842204;-45.120503652039325
1739209651.084227;-35.57807855764607
1739209651.0842338;-38.13080360867914
1739209651.0842402;-38.13080360867914
1739209651.0842469;-45.120503652039325
1739209651.0842535;-45.120503652039325
1739209651.0842602;-45.120503652039325
1739209651.0842667;-45.120503652039325
1739209651.0842733;-45.120503652039325
1739209651.08428;-35.57807855764607
1739209651.0842867;-32.816014438256545
1739209651.0842931;-45.120503652039325
1739209651.0842998;-45.120503652039325
1739209651.0843065;-35.57807855764607
1739209651.0843132;-35.57807855764607
1739209651.0843196;-45.120503652039325
1739209651.0843263;-38.13080360867914
1739209651.084333;-38.13080360867914
1739209651.0843394;-45.120503652039325
1739209651.084346;-45.120503652039325
1739209651.0843527;-45.120503652039325
1739209651.0843594;-45.120503652039325
1739209651.0843658;-38.13080360867914
1739209651.0843725;-38.13080360867914
1739209651.0843792;-35.57807855764607
1739209651.0843859;-38.13080360867914
1739209651.0843923;-30.49652367304973
1739209651.084399;-45.120503652039325
1739209651.0844057;-45.120503652039325
1739209651.0844123;-38.13080360867914
1739209651.0844188;-32.816014438256545
1739209651.0844254;-33.981070128970906
1739209651.0844321;-38.13080360867914
1739209651.0844386;-33.981070128970906
1739209651.0844452;-45.120503652039325
1739209651.084452;-45.120503652039325
1739209651.0844586;-45.120503652039325
1739209651.084465;-38.13080360867914
1739209651.0844717;-45.120503652039325
1739209651.0844784;-38.13080360867914
1739209651.084485;-38.13080360867914
1739209651.0844915;-38.13080360867914
1739209651.0844982;-38.13080360867914
1739209651.0845048;-38.13080360867914
1739209651.0845115;-38.13080360867914
1739209651.084518;-38.13080360867914
1739209651.0845246;-38.13080360867914
1739209651.0845313;-33.981070128970906
1739209651.0845377;-38.13080360867914
1739209651.0845444;-45.120503652039325
1739209651.084551;-45.120503652039325
1739209651.0845578;-45.120503652039325
1739209651.0845642;-38.13080360867914
1739209651.084571;-38.13080360867914
1739209651.0845776;-45.120503652039325
1739209651.0845842;-33.981070128970906
1739209651.0845907;-38.13080360867914
1739209651.0845973;-45.120503652039325
1739209651.084604;-45.120503652039325
1739209651.0846107;-38.13080360867914
1739209651.0846171;-45.120503652039325
1739209651.0846238;-38.13080360867914
1739209651.0846305;-38.13080360867914
1739209651.084637;-33.981070128970906
1739209651.0846436;-45.120503652039325
1739209651.0846503;-45.120503652039325
1739209651.084657;-38.13080360867914
1739209651.0846634;-38.13080360867914
1739209651.08467;-45.120503652039325
1739209651.0846767;-45.120503652039325
1739209651.0846834;-45.120503652039325
1739209651.0846899;-38.13080360867914
1739209651.0846965;-38.13080360867914
1739209651.0847032;-38.13080360867914
1739209651.08471;-45.120503652039325
1739209651.0847163;-38.13080360867914
1739209651.084723;-38.13080360867914
1739209651.0847297;-45.120503652039325
1739209651.084736;-38.13080360867914
1739209651.0847428;-38.13080360867914
1739209651.0847495;-38.13080360867914
1739209651.0847561;-38.13080360867914
1739209651.0847626;-45.120503652039325
1739209651.0847692;-38.13080360867914
1739209651.084776;-45.120503652039325
1739209651.0847826;-45.120503652039325
1739209651.084789;-45.120503652039325
1739209651.0847957;-45.120503652039325
1739209651.0848024;-45.120503652039325
1739209651.084809;-45.120503652039325
1739209651.0848155;-38.13080360867914
1739209651.0848222;-35.57807855764607
1739209651.0848289;-38.13080360867914
1739209651.0848353;-45.120503652039325
1739209651.084842;-45.120503652039325
1739209651.0848486;-31.141103565318915
1739209651.0848553;-33.981070128970906
1739209651.0848618;-45.120503652039325
1739209651.0848684;-38.13080360867914
1739209651.084875;-35.57807855764607
1739209651.0848818;-38.13080360867914
1739209651.0848882;-38.13080360867914
1739209651.084895;-45.120503652039325
1739209651.0849016;-35.57807855764607
1739209651.0849082;-35.57807855764607
1739209651.0849147;-38.13080360867914
1739209651.0849214;-45.120503652039325
1739209651.084928;-45.120503652039325
1739209651.0849345;-38.13080360867914
1739209651.0849411;-45.120503652039325
1739209651.0849478;-45.120503652039325
1739209651.0849545;-33.981070128970906
1739209651.084961;-38.13080360867914
1739209651.0849676;-35.57807855764607
1739209651.0849743;-38.13080360867914
1739209651.084981;-38.13080360867914
1739209651.0849874;-35.57807855764607
1739209651.084994;-38.13080360867914
1739209651.0850008;-45.120503652039325
1739209651.0850074;-38.13080360867914
1739209651.0850139;-38.13080360867914
1739209651.0850205;-38.13080360867914
1739209651.0850272;-38.13080360867914
1739209651.0850337;-38.13080360867914
1739209651.0850403;-45.120503652039325
1739209651.085047;-45.120503652039325
1739209651.0850537;-38.13080360867914
1739209651.0850601;-33.981070128970906
1739209651.0850668;-45.120503652039325
1739209651.0850735;-45.120503652039325
1739209651.0850801;-45.120503652039325
1739209651.0850866;-35.57807855764607
1739209651.0850933;-45.120503652039325
1739209651.0851;-45.120503652039325
1739209651.0851066;-45.120503652039325
1739209651.085113;-35.57807855764607
1739209651.0851197;-38.13080360867914
1739209651.0851264;-45.120503652039325
1739209651.0851328;-45.120503652039325
1739209651.0851395;-45.120503652039325
1739209651.0851462;-45.120503652039325
1739209651.0851529;-45.120503652039325
1739209651.0851593;-45.120503652039325
1739209651.085166;-33.981070128970906
1739209651.0851727;-38.13080360867914
1739209651.0851793;-38.13080360867914
1739209651.0851858;-45.120503652039325
1739209651.0851924;-32.816014438256545
1739209651.085199;-32.816014438256545
1739209651.0852058;-45.120503652039325
1739209651.0852122;-38.13080360867914
1739209651.085219;-45.120503652039325
1739209651.0852256;-32.816014438256545
1739209651.085232;-45.120503652039325
1739209651.0852387;-45.120503652039325
1739209651.0852454;-38.13080360867914
1739209651.085252;-45.120503652039325
1739209651.0852585;-38.13080360867914
1739209651.0852652;-45.120503652039325
1739209651.0852718;-33.981070128970906
1739209651.0852785;-38.13080360867914
1739209651.085285;-38.13080360867914
1739209651.0852916;-45.120503652039325
1739209651.0852983;-32.816014438256545
1739209651.085305;-30.49652367304973
1739209651.0853114;-45.120503652039325
1739209651.085318;-45.120503652039325
1739209651.0853248;-38.13080360867914
1739209651.0853312;-32.816014438256545
1739209651.0853379;-38.13080360867914
1739209651.0853446;-38.13080360867914
1739209651.0853512;-38.13080360867914
1739209651.0853577;-45.120503652039325
1739209651.0853643;-38.13080360867914
1739209651.085371;-38.13080360867914
1739209651.0853777;-35.57807855764607
1739209651.0853841;-38.13080360867914
1739209651.0853908;-45.120503652039325
1739209651.0853975;-45.120503652039325
1739209651.0854042;-38.13080360867914
1739209651.0854106;-33.981070128970906
1739209651.0854173;-38.13080360867914
1739209651.085424;-38.13080360867914
1739209651.0854304;-38.13080360867914
1739209651.085437;-30.49652367304973
1739209651.0854437;-45.120503652039325
1739209651.0854504;-45.120503652039325
1739209651.0854568;-38.13080360867914
1739209651.0854635;-45.120503652039325
1739209651.0854702;-45.120503652039325
1739209651.0854769;-45.120503652039325
1739209651.0854833;-45.120503652039325
1739209651.08549;-45.120503652039325
1739209651.0854967;-45.120503652039325
1739209651.0855033;-38.13080360867914
1739209651.0855098;-38.13080360867914
1739209651.0855165;-38.13080360867914
1739209651.0855231;-38.13080360867914
1739209651.0855296;-38.13080360867914
1739209651.0855362;-38.13080360867914
1739209651.085543;-38.13080360867914
1739209651.0855496;-38.13080360867914
1739209651.085556;-33.981070128970906
1739209651.0855627;-38.13080360867914
1739209651.0855694;-38.13080360867914
1739209651.085576;-35.57807855764607
1739209651.0855825;-38.13080360867914
1739209651.0855892;-45.120503652039325
1739209651.0855958;-45.120503652039325
1739209651.0856025;-38.13080360867914
1739209651.085609;-38.13080360867914
1739209651.0856156;-38.13080360867914
1739209651.0856223;-32.81601443825658
1739209651.0856287;-38.13080360867914
1739209651.0856354;-38.13080360867914
1739209651.085642;-38.13080360867914
1739209651.0856488;-35.57807855764607
1739209651.0856552;-38.13080360867914
1739209651.085662;-33.981070128970906
1739209651.0856686;-38.13080360867914
1739209651.0856752;-28.992665084841942
1739209651.0856817;-35.57807855764607
1739209651.0856884;-35.57807855764607
1739209651.085695;-45.120503652039325
1739209651.0857017;-45.120503652039325
1739209651.0857081;-38.13080360867914
1739209651.0857148;-33.981070128970906
1739209651.0857215;-38.13080360867914
1739209651.085728;-35.57807855764607
1739209651.0857346;-38.13080360867914
1739209651.0857413;-38.13080360867914
1739209651.085748;-45.120503652039325
1739209651.0857544;-45.120503652039325
1739209651.085761;-45.120503652039325
1739209651.0857677;-38.13080360867914
1739209651.0857744;-38.13080360867914
1739209651.0857809;-45.120503652039325
1739209651.0857875;-38.13080360867914
1739209651.0857942;-38.13080360867914
1739209651.085801;-45.120503652039325
1739209651.0858073;-45.120503652039325
1739209651.085814;-38.13080360867914
