CAN Message; 0x1bb:0000be3b9efb30d5
1739209804.975591;-45.120503652039325
1739209804.9755929;-45.120503652039325
1739209804.975595;-38.13080360867914
1739209804.9755971;-38.13080360867914
1739209804.9755993;-45.120503652039325
1739209804.9756012;-38.13080360867914
1739209804.9756033;-38.13080360867914
1739209804.9756055;-38.13080360867914
1739209804.9756074;-38.13080360867914
1739209804.9756095;-35.57807855764607
1739209804.9756117;-45.120503652039325
1739209804.9756136;-45.120503652039325
1739209804.9756157;-31.141103565318893
1739209804.975618;-45.120503652039325
1739209804.9756198;-45.120503652039325
1739209804.975622;-33.981070128970906
1739209804.975624;-45.120503652039325
1739209804.975626;-38.13080360867914
1739209804.9756281;-45.120503652039325
1739209804.9756303;-45.120503652039325
1739209804.9756324;-38.13080360867914
1739209804.9756343;-38.13080360867914
1739209804.9756365;-45.120503652039325
1739209804.9756386;-38.13080360867914
1739209804.9756405;-35.57807855764607
1739209804.9756427;-38.13080360867914
1739209804.9756448;-45.120503652039325
1739209804.9756467;-38.13080360867914
1739209804.9756489;-33.981070128970906
1739209804.975651;-38.13080360867914
1739209804.975653;-45.120503652039325
1739209804.975655;-38.13080360867914
1739209804.9756572;-32.816014438256545
1739209804.9756594;-38.13080360867914
1739209804.9756613;-45.120503652039325
1739209804.9756634;-45.120503652039325
1739209804.9756656;-33.981070128970906
1739209804.9756675;-45.120503652039325
1739209804.9756696;-45.120503652039325
1739209804.9756718;-38.13080360867914
1739209804.9756737;-45.120503652039325
1739209804.9756758;-38.13080360867914
1739209804.975678;-32.816014438256545
1739209804.9756799;-33.981070128970906
1739209804.975682;-45.120503652039325
1739209804.9756842;-45.120503652039325
1739209804.9756863;-45.120503652039325
1739209804.9756882;-45.120503652039325
1739209804.9756904;-32.816014438256545
1739209804.9756925;-38.13080360867914
1739209804.9756944;-38.13080360867914
1739209804.9756966;-38.13080360867914
1739209804.9756987;-45.120503652039325
1739209804.9757006;-38.13080360867914
1739209804.9757028;-45.120503652039325
1739209804.975705;-38.13080360867914
1739209804.9757068;-45.120503652039325
1739209804.975709;-45.120503652039325
1739209804.975711;-45.120503652039325
1739209804.975713;-45.120503652039325
1739209804.9757152;-45.120503652039325
1739209804.9757173;-45.120503652039325
1739209804.9757195;-35.57807855764607
1739209804.9757214;-38.13080360867914
1739209804.9757235;-45.120503652039325
1739209804.9757257;-45.120503652039325
1739209804.9757276;-38.13080360867914
1739209804.9757297;-38.13080360867914
1739209804.9757318;-45.120503652039325
1739209804.9757338;-38.13080360867914
1739209804.975736;-45.120503652039325
1739209804.975738;-38.13080360867914
1739209804.97574;-35.57807855764607
1739209804.975742;-38.13080360867914
1739209804.9757442;-45.120503652039325
1739209804.9757464;-45.120503652039325
1739209804.9757483;-45.120503652039325
1739209804.9757504;-38.13080360867914
1739209804.9757526;-45.120503652039325
1739209804.9757545;-38.13080360867914
1739209804.9757566;-38.13080360867914
1739209804.9757588;-45.120503652039325
1739209804.9757607;-38.13080360867914
1739209804.9757628;-38.13080360867914
1739209804.975765;-33.981070128970906
1739209804.975767;-38.13080360867914
1739209804.975769;-38.13080360867914
1739209804.9757712;-38.13080360867914
1739209804.9757733;-28.21854285175415
1739209804.9757752;-28.58837851428586
1739209804.9757774;-45.120503652039325
1739209804.9757795;-45.120503652039325
1739209804.9757814;-35.57807855764607
1739209804.9757836;-35.57807855764607
1739209804.9757857;-45.120503652039325
1739209804.9757876;-38.13080360867914
1739209804.9757898;-38.13080360867914
1739209804.975792;-45.120503652039325
1739209804.9757938;-45.120503652039325
1739209804.975796;-38.13080360867914
1739209804.9757981;-38.13080360867914
1739209804.9758;-45.120503652039325
1739209804.9758022;-35.57807855764607
1739209804.9758043;-38.13080360867914
1739209804.9758065;-35.57807855764607
1739209804.9758084;-32.816014438256545
1739209804.9758105;-45.120503652039325
1739209804.9758127;-45.120503652039325
1739209804.9758146;-38.13080360867914
1739209804.9758167;-38.13080360867914
1739209804.9758189;-38.13080360867914
1739209804.9758208;-45.120503652039325
1739209804.975823;-45.120503652039325
1739209804.975825;-38.13080360867914
1739209804.975827;-38.13080360867914
1739209804.9758291;-38.13080360867914
1739209804.9758313;-45.120503652039325
1739209804.9758334;-38.13080360867914
1739209804.9758353;-35.57807855764607
1739209804.9758375;-38.13080360867914
1739209804.9758396;-45.120503652039325
1739209804.9758415;-35.57807855764607
1739209804.9758437;-45.120503652039325
1739209804.9758458;-38.13080360867914
1739209804.9758477;-45.120503652039325
1739209804.9758499;-45.120503652039325
1739209804.975852;-45.120503652039325
1739209804.975854;-45.120503652039325
1739209804.975856;-38.13080360867914
1739209804.9758582;-28.992665084841942
1739209804.9758604;-35.57807855764607
1739209804.9758623;-45.120503652039325
1739209804.9758644;-45.120503652039325
1739209804.9758666;-35.57807855764607
1739209804.9758685;-38.13080360867914
1739209804.9758706;-45.120503652039325
1739209804.9758728;-38.13080360867914
1739209804.9758747;-38.13080360867914
1739209804.9758768;-38.13080360867914
1739209804.975879;-38.13080360867914
1739209804.9758809;-45.120503652039325
1739209804.975883;-38.13080360867914
1739209804.9758852;-38.13080360867914
1739209804.975887;-33.981070128970906
1739209804.9758892;-33.981070128970906
1739209804.9758914;-38.13080360867914
1739209804.9758935;-45.120503652039325
1739209804.9758954;-45.120503652039325
1739209804.9758976;-38.13080360867914
1739209804.9758997;-45.120503652039325
1739209804.9759016;-45.120503652039325
1739209804.9759037;-38.13080360867914
1739209804.975906;-38.13080360867914
1739209804.9759078;-33.981070128970906
1739209804.97591;-35.57807855764607
1739209804.975912;-45.120503652039325
1739209804.975914;-38.13080360867914
1739209804.9759161;-35.57807855764607
1739209804.9759183;-38.13080360867914
1739209804.9759204;-45.120503652039325
1739209804.9759223;-38.13080360867914
1739209804.9759245;-45.120503652039325
1739209804.9759266;-45.120503652039325
1739209804.9759285;-45.120503652039325
1739209804.9759307;-35.57807855764607
1739209804.9759328;-45.120503652039325
1739209804.9759347;-38.13080360867914
1739209804.975937;-38.13080360867914
1739209804.975939;-38.13080360867914
1739209804.975941;-33.981070128970906
1739209804.975943;-45.120503652039325
1739209804.9759452;-38.13080360867914
1739209804.9759474;-38.13080360867914
1739209804.9759493;-38.13080360867914
1739209804.9759514;-45.120503652039325
1739209804.9759536;-38.13080360867914
1739209804.9759555;-38.13080360867914
1739209804.9759576;-45.120503652039325
1739209804.9759598;-33.981070128970906
1739209804.9759617;-45.120503652039325
1739209804.9759638;-35.57807855764607
1739209804.975966;-33.981070128970906
1739209804.975968;-35.57807855764607
1739209804.97597;-38.13080360867914
1739209804.9759722;-45.120503652039325
1739209804.975974;-38.13080360867914
1739209804.9759762;-45.120503652039325
1739209804.9759784;-38.13080360867914
1739209804.9759805;-45.120503652039325
1739209804.9759824;-38.13080360867914
1739209804.9759846;-45.120503652039325
1739209804.9759867;-45.120503652039325
1739209804.9759886;-45.120503652039325
1739209804.9759908;-38.13080360867914
1739209804.975993;-30.49652367304973
1739209804.9759948;-45.120503652039325
1739209804.975997;-45.120503652039325
1739209804.975999;-35.57807855764607
1739209804.976001;-35.57807855764607
1739209804.9760032;-45.120503652039325
1739209804.9760053;-45.120503652039325
1739209804.9760075;-45.120503652039325
1739209804.9760094;-45.120503652039325
1739209804.9760115;-38.13080360867914
1739209804.9760137;-45.120503652039325
1739209804.9760156;-45.120503652039325
1739209804.9760177;-45.120503652039325
1739209804.9760199;-45.120503652039325
1739209804.9760218;-45.120503652039325
1739209804.976024;-45.120503652039325
1739209804.976026;-45.120503652039325
1739209804.976028;-38.13080360867914
1739209804.97603;-38.13080360867914
1739209804.9760323;-38.13080360867914
1739209804.9760344;-38.13080360867914
1739209804.9760363;-38.13080360867914
1739209804.9760385;-45.120503652039325
1739209804.9760406;-45.120503652039325
1739209804.9760425;-29.438486411369333
1739209804.9760447;-38.13080360867914
1739209804.9760468;-38.13080360867914
1739209804.9760487;-45.120503652039325
1739209804.9760509;-45.120503652039325
1739209804.976053;-45.120503652039325
1739209804.976055;-35.57807855764607
1739209804.976057;-45.120503652039325
1739209804.9760592;-33.981070128970956
1739209804.976061;-45.120503652039325
1739209804.9760633;-38.13080360867914
1739209804.9760654;-45.120503652039325
1739209804.9760675;-45.120503652039325
1739209804.9760695;-38.13080360867914
1739209804.9760716;-35.57807855764607
1739209804.9760737;-38.13080360867914
1739209804.9760756;-29.438486411369333
1739209804.9760778;-35.57807855764607
1739209804.97608;-38.13080360867914
1739209804.9760818;-38.13080360867914
1739209804.976084;-38.13080360867914
1739209804.9760861;-38.13080360867914
1739209804.976088;-38.13080360867914
1739209804.9760902;-45.120503652039325
1739209804.9760923;-45.120503652039325
1739209804.9760945;-45.120503652039325
1739209804.9760964;-45.120503652039325
1739209804.9760985;-45.120503652039325
1739209804.9761007;-45.120503652039325
1739209804.9761026;-38.13080360867914
1739209804.9761047;-38.13080360867914
1739209804.976107;-45.120503652039325
1739209804.9761088;-45.120503652039325
1739209804.976111;-45.120503652039325
1739209804.976113;-32.816014438256545
1739209804.976115;-33.981070128970906
1739209804.9761171;-45.120503652039325
1739209804.9761193;-38.13080360867914
1739209804.9761214;-35.57807855764607
1739209804.9761233;-45.120503652039325
1739209804.9761255;-26.991370085610736
1739209804.9761276;-32.816014438256545
1739209804.9761295;-45.120503652039325
1739209804.9761317;-35.57807855764607
1739209804.9761338;-35.57807855764607
1739209804.9761357;-38.13080360867914
1739209804.9761379;-45.120503652039325
1739209804.97614;-35.57807855764607
1739209804.976142;-45.120503652039325
1739209804.976144;-45.120503652039325
1739209804.9761462;-45.120503652039325
1739209804.9761481;-45.120503652039325
1739209804.9761503;-33.981070128970906
1739209804.9761524;-33.981070128970906
1739209804.9761546;-45.120503652039325
1739209804.9761565;-45.120503652039325
1739209804.9761586;-33.981070128970906
1739209804.9761608;-28.992665084841942
1739209804.9761627;-24.589719217205094
1739209804.9761648;-25.826314394896357
1739209804.976167;-26.991370085610722
1739209804.9761689;-32.816014438256545
1739209804.976171;-31.141103565318915
1739209804.9761732;-45.120503652039325
1739209804.976175;-31.141103565318915
1739209804.9761772;-35.57807855764607
1739209804.9761794;-45.120503652039325
1739209804.9761815;-33.981070128970906
1739209804.9761834;-29.438486411369333
1739209804.9761856;-45.120503652039325
1739209804.9761877;-22.54371790334745
1739209804.9761896;-20.6957059613948
1739209804.9761918;-29.438486411369354
1739209804.976194;-38.13080360867914
1739209804.9761958;-27.267205301931607
1739209804.976198;-35.57807855764607
1739209804.9762;-31.141103565318915
1739209804.976202;-38.13080360867914
1739209804.9762042;-38.13080360867914
1739209804.9762063;-38.13080360867914
1739209804.9762084;-45.120503652039325
1739209804.9762104;-31.141103565318915
1739209804.9762125;-29.438486411369375
1739209804.9762146;-21.676580915188197
1739209804.9762166;-25.077289914212862
1739209804.9762187;-28.992665084841942
1739209804.9762208;-31.141103565318915
1739209804.9762228;-45.120503652039325
1739209804.976225;-33.981070128970906
1739209804.976227;-33.981070128970906
1739209804.976229;-38.13080360867914
1739209804.976231;-38.13080360867914
1739209804.9762332;-45.120503652039325
1739209804.9762352;-38.13080360867914
1739209804.9762373;-25.826314394896357
1739209804.9762394;-25.62660358559016
1739209804.9762416;-28.588378514285886
1739209804.9762435;-38.13080360867914
1739209804.9762456;-33.981070128970956
1739209804.9762478;-38.13080360867914
1739209804.9762497;-32.816014438256545
1739209804.9762518;-38.13080360867914
1739209804.976254;-33.981070128970906
1739209804.976256;-38.13080360867914
1739209804.976258;-30.49652367304973
1739209804.9762602;-31.141103565318915
1739209804.976262;-31.141103565318915
1739209804.9762642;-20.6957059613948
1739209804.9762664;-23.38864096791655
1739209804.9762685;-38.13080360867914
1739209804.9762704;-33.981070128970906
1739209804.9762726;-45.120503652039325
1739209804.9762747;-31.141103565318893
1739209804.9762766;-45.120503652039325
1739209804.9762788;-38.13080360867914
1739209804.976281;-38.13080360867914
1739209804.9762828;-32.816014438256545
1739209804.976285;-38.13080360867914
1739209804.9762871;-45.120503652039325
1739209804.976289;-25.25278630937684
1739209804.9762912;-21.300333226290604
1739209804.9762933;-30.49652367304976
1739209804.9762955;-38.13080360867914
1739209804.9762974;-27.267205301931607
1739209804.9762995;-38.13080360867914
1739209804.9763017;-38.13080360867914
1739209804.9763036;-45.120503652039325
1739209804.9763057;-38.13080360867914
1739209804.9763079;-33.981070128970906
1739209804.9763098;-45.120503652039325
1739209804.976312;-33.981070128970906
1739209804.976314;-27.267205301931607
1739209804.976316;-23.75329798047522
1739209804.9763181;-22.54371790334745
1739209804.9763203;-33.981070128970956
1739209804.9763222;-33.981070128970906
1739209804.9763243;-33.981070128970906
1739209804.9763265;-45.120503652039325
1739209804.9763286;-30.49652367304973
1739209804.9763305;-32.816014438256545
1739209804.9763327;-45.120503652039325
1739209804.9763348;-27.267205301931607
1739209804.9763367;-32.816014438256545
1739209804.9763389;-28.992665084841967
1739209804.976341;-20.822980852015213
1739209804.976343;-20.16506027657481
1739209804.976345;-26.991370085610747
1739209804.9763472;-45.120503652039325
1739209804.976349;-45.120503652039325
1739209804.9763513;-33.981070128970906
1739209804.9763534;-45.120503652039325
1739209804.9763556;-45.120503652039325
1739209804.9763575;-45.120503652039325
1739209804.9763596;-45.120503652039325
1739209804.9763618;-28.588378514285886
1739209804.9763637;-31.141103565318915
1739209804.9763658;-24.151403521958734
1739209804.976368;-22.84163660590256
1739209804.9763699;-30.49652367304973
1739209804.976372;-32.816014438256545
1739209804.9763741;-31.14110356531892
1739209804.976376;-31.141103565318915
1739209804.9763782;-31.141103565318915
1739209804.9763803;-38.13080360867914
1739209804.9763823;-45.120503652039325
1739209804.9763844;-38.13080360867914
1739209804.9763865;-38.13080360867914
1739209804.9763887;-38.13080360867914
1739209804.9763906;-38.13080360867914
1739209804.9763927;-38.13080360867914
1739209804.976395;-45.120503652039325
1739209804.9763968;-38.13080360867914
1739209804.976399;-45.120503652039325
1739209804.976401;-45.120503652039325
1739209804.976403;-38.13080360867914
1739209804.9764051;-45.120503652039325
1739209804.9764073;-32.816014438256545
1739209804.9764092;-45.120503652039325
1739209804.9764113;-38.13080360867914
1739209804.9764135;-38.13080360867914
1739209804.9764156;-35.57807855764607
1739209804.9764175;-45.120503652039325
1739209804.9764197;-45.120503652039325
1739209804.9764218;-38.13080360867914
1739209804.9764237;-45.120503652039325
1739209804.976426;-38.13080360867914
1739209804.976428;-28.58837851428586
1739209804.97643;-45.120503652039325
1739209804.976432;-45.120503652039325
1739209804.9764342;-45.120503652039325
1739209804.9764361;-45.120503652039325
1739209804.9764383;-45.120503652039325
1739209804.9764404;-45.120503652039325
1739209804.9764426;-45.120503652039325
1739209804.9764445;-45.120503652039325
1739209804.9764466;-38.13080360867914
1739209804.9764488;-45.120503652039325
1739209804.9764507;-45.120503652039325
1739209804.9764528;-35.57807855764607
1739209804.976455;-45.120503652039325
1739209804.9764569;-35.57807855764607
1739209804.976459;-38.13080360867914
1739209804.9764612;-38.13080360867914
1739209804.976463;-45.120503652039325
1739209804.9764652;-38.13080360867914
1739209804.9764674;-33.981070128970906
1739209804.9764693;-38.13080360867914
1739209804.9764714;-38.13080360867914
1739209804.9764736;-38.13080360867914
1739209804.9764757;-45.120503652039325
1739209804.9764776;-35.57807855764607
1739209804.9764798;-38.13080360867914
1739209804.976482;-45.120503652039325
1739209804.9764838;-38.13080360867914
1739209804.976486;-33.981070128970906
1739209804.976488;-45.120503652039325
1739209804.97649;-45.120503652039325
1739209804.9764922;-45.120503652039325
1739209804.9764943;-35.57807855764607
1739209804.9764962;-33.981070128970906
1739209804.9764984;-45.120503652039325
1739209804.9765005;-45.120503652039325
1739209804.9765027;-38.13080360867914
1739209804.9765046;-32.816014438256545
1739209804.9765067;-38.13080360867914
1739209804.9765089;-45.120503652039325
1739209804.9765108;-38.13080360867914
1739209804.976513;-38.13080360867914
1739209804.976515;-45.120503652039325
1739209804.976517;-33.981070128970906
1739209804.976519;-45.120503652039325
1739209804.9765213;-45.120503652039325
1739209804.9765232;-38.13080360867914
1739209804.9765253;-35.57807855764607
1739209804.9765275;-38.13080360867914
1739209804.9765296;-45.120503652039325
1739209804.9765315;-45.120503652039325
1739209804.9765337;-45.120503652039325
1739209804.9765358;-38.13080360867914
1739209804.9765377;-33.981070128970906
1739209804.9765399;-38.13080360867914
1739209804.976542;-38.13080360867914
1739209804.976544;-35.57807855764607
1739209804.976546;-32.816014438256545
1739209804.9765482;-45.120503652039325
1739209804.97655;-35.57807855764607
1739209804.9765522;-45.120503652039325
1739209804.9765544;-26.487275050834725
1739209804.9765563;-26.035653463252796
1739209804.9765584;-38.13080360867914
1739209804.9765606;-33.981070128970906
1739209804.9765627;-26.487275050834725
1739209804.9765646;-45.120503652039325
1739209804.9765668;-30.49652367304973
1739209804.976569;-22.44878636800916
1739209804.9765708;-33.981070128970956
1739209804.976573;-25.62660358559016
1739209804.9765751;-26.991370085610722
1739209804.976577;-38.13080360867914
1739209804.9765792;-33.981070128970906
1739209804.9765813;-31.141103565318915
1739209804.9765832;-32.816014438256545
1739209804.9765854;-33.981070128970956
1739209804.9765875;-29.438486411369347
1739209804.9765897;-30.49652367304976
1739209804.9765916;-45.120503652039325
1739209804.9765937;-29.438486411369354
1739209804.9765959;-27.267205301931607
1739209804.9765978;-45.120503652039325
1739209804.9766;-33.981070128970906
1739209804.976602;-45.120503652039325
1739209804.976604;-33.981070128970906
1739209804.9766061;-27.267205301931607
1739209804.9766083;-28.992665084841967
1739209804.9766102;-28.992665084841942
1739209804.9766123;-45.120503652039325
1739209804.9766145;-35.57807855764607
1739209804.9766166;-30.49652367304973
1739209804.9766185;-28.992665084841942
1739209804.9766207;-31.141103565318915
1739209804.9766228;-35.57807855764607
1739209804.9766247;-28.992665084841942
1739209804.9766269;-26.991370085610736
1739209804.976629;-28.58837851428586
1739209804.976631;-27.267205301931607
1739209804.976633;-25.826314394896357
1739209804.9766352;-31.141103565318915
1739209804.9766371;-32.816014438256545
1739209804.9766393;-26.487275050834715
1739209804.9766414;-26.487275050834725
1739209804.9766433;-31.141103565318943
1739209804.9766455;-33.981070128970906
1739209804.9766476;-32.816014438256545
1739209804.9766498;-45.120503652039325
1739209804.9766517;-38.13080360867914
1739209804.9766538;-33.981070128970956
1739209804.976656;-35.57807855764607
1739209804.9766579;-26.991370085610754
1739209804.97666;-22.841636605902558
1739209804.9766622;-31.141103565318915
1739209804.976664;-33.981070128970906
1739209804.9766662;-28.58837851428586
1739209804.9766684;-45.120503652039325
1739209804.9766703;-35.57807855764607
1739209804.9766724;-33.981070128970956
1739209804.9766746;-45.120503652039325
1739209804.9766767;-25.826314394896357
1739209804.9766786;-27.267205301931607
1739209804.9766808;-29.438486411369375
1739209804.976683;-26.991370085610754
1739209804.9766848;-27.8777449560314
1739209804.976687;-32.81601443825658
1739209804.976689;-31.141103565318943
1739209804.976691;-38.13080360867914
1739209804.9766932;-28.58837851428586
1739209804.9766953;-22.002965041481755
1739209804.9766972;-31.141103565318943
1739209804.9766994;-31.141103565318915
1739209804.9767015;-35.57807855764607
1739209804.9767036;-27.877744956031414
1739209804.9767056;-45.120503652039325
1739209804.9767077;-30.49652367304973
1739209804.9767098;-45.120503652039325
1739209804.9767118;-27.267205301931607
1739209804.976714;-38.13080360867914
1739209804.976716;-45.120503652039325
1739209804.976718;-38.13080360867914
1739209804.97672;-27.267205301931607
1739209804.9767222;-31.141103565318915
1739209804.9767241;-38.13080360867914
1739209804.9767263;-25.826314394896357
1739209804.9767284;-23.38864096791655
1739209804.9767303;-45.120503652039325
1739209804.9767325;-29.438486411369333
1739209804.9767346;-32.816014438256545
1739209804.9767368;-29.438486411369347
1739209804.9767387;-31.141103565318915
1739209804.9767408;-38.13080360867914
1739209804.976743;-38.13080360867914
1739209804.976745;-32.816014438256545
1739209804.976747;-28.58837851428586
1739209804.9767492;-38.13080360867914
1739209804.976751;-31.141103565318915
1739209804.9767532;-38.13080360867914
1739209804.9767554;-38.13080360867914
1739209804.9767573;-31.141103565318943
1739209804.9767594;-26.487275050834715
1739209804.9767616;-32.816014438256545
1739209804.9767637;-31.141103565318943
1739209804.9767656;-32.816014438256545
1739209804.9767678;-31.141103565318915
1739209804.97677;-26.991370085610722
1739209804.9767718;-24.151403521958727
1739209804.976774;-33.981070128970906
1739209804.9767761;-28.992665084841942
1739209804.976778;-25.077289914212862
1739209804.9767802;-45.120503652039325
1739209804.9767823;-38.13080360867914
1739209804.9767842;-38.13080360867914
1739209804.9767864;-29.438486411369333
1739209804.9767885;-38.13080360867914
1739209804.9767907;-28.992665084841942
1739209804.9767926;-32.81601443825658
1739209804.9767947;-45.120503652039325
1739209804.9767969;-32.81601443825658
1739209804.9767988;-29.438486411369333
1739209804.976801;-30.49652367304973
1739209804.976803;-28.21854285175415
1739209804.976805;-31.14110356531892
1739209804.976807;-38.13080360867914
1739209804.9768093;-31.141103565318915
1739209804.9768112;-25.826314394896357
1739209804.9768133;-31.14110356531892
1739209804.9768155;-35.57807855764607
1739209804.9768174;-45.120503652039325
1739209804.9768195;-45.120503652039325
1739209804.9768217;-29.438486411369354
1739209804.9768238;-32.816014438256545
1739209804.9768257;-45.120503652039325
1739209804.9768279;-31.141103565318915
1739209804.97683;-31.141103565318893
1739209804.976832;-31.141103565318915
1739209804.976834;-29.438486411369347
1739209804.9768362;-25.826314394896357
1739209804.976838;-45.120503652039325
1739209804.9768403;-38.13080360867914
1739209804.9768424;-35.57807855764607
1739209804.9768443;-28.58837851428586
1739209804.9768465;-27.877744956031414
1739209804.9768486;-38.13080360867914
1739209804.9768507;-35.57807855764607
1739209804.9768527;-33.981070128970906
1739209804.9768548;-45.120503652039325
1739209804.976857;-45.120503652039325
1739209804.9768589;-33.981070128970956
