CAN Message; 0x77:24a9fc654949fd20
1739209615.399663;-38.13080360867914
1739209615.3996692;-38.13080360867914
1739209615.3996751;-45.120503652039325
1739209615.3996813;-29.438486411369333
1739209615.3996875;-26.991370085610736
1739209615.3996935;-45.120503652039325
1739209615.3996997;-45.120503652039325
1739209615.399706;-33.981070128970906
1739209615.399712;-38.13080360867914
1739209615.399718;-45.120503652039325
1739209615.3997242;-38.13080360867914
1739209615.3997304;-45.120503652039325
1739209615.3997364;-45.120503652039325
1739209615.3997426;-38.13080360867914
1739209615.3997488;-45.120503652039325
1739209615.3997548;-38.13080360867914
1739209615.399761;-32.816014438256545
1739209615.3997672;-38.13080360867914
1739209615.3997734;-38.13080360867914
1739209615.3997793;-38.13080360867914
1739209615.3997855;-38.13080360867914
1739209615.3997917;-45.120503652039325
1739209615.3997977;-45.120503652039325
1739209615.3998039;-33.981070128970906
1739209615.39981;-31.141103565318915
1739209615.399816;-32.816014438256545
1739209615.3998222;-45.120503652039325
1739209615.3998284;-32.816014438256545
1739209615.3998346;-30.49652367304973
1739209615.3998406;-45.120503652039325
1739209615.3998468;-45.120503652039325
1739209615.399853;-35.57807855764607
1739209615.399859;-38.13080360867914
1739209615.3998652;-45.120503652039325
1739209615.3998713;-38.13080360867914
1739209615.3998773;-45.120503652039325
1739209615.3998835;-38.13080360867914
1739209615.3998897;-38.13080360867914
1739209615.399896;-45.120503652039325
1739209615.3999019;-38.13080360867914
1739209615.399908;-33.981070128970906
1739209615.3999143;-45.120503652039325
1739209615.3999202;-45.120503652039325
1739209615.3999264;-45.120503652039325
1739209615.3999326;-38.13080360867914
1739209615.3999386;-38.13080360867914
1739209615.3999448;-45.120503652039325
1739209615.399951;-38.13080360867914
1739209615.3999572;-38.13080360867914
1739209615.3999631;-35.57807855764607
1739209615.3999693;-45.120503652039325
1739209615.3999755;-38.13080360867914
1739209615.3999815;-45.120503652039325
1739209615.3999877;-45.120503652039325
1739209615.399994;-45.120503652039325
1739209615.3999999;-38.13080360867914
1739209615.400006;-31.141103565318893
1739209615.4000123;-45.120503652039325
1739209615.4000185;-45.120503652039325
1739209615.4000244;-33.981070128970906
1739209615.4000306;-38.13080360867914
1739209615.4000368;-38.13080360867914
1739209615.4000428;-45.120503652039325
1739209615.400049;-45.120503652039325
1739209615.4000552;-31.141103565318915
1739209615.4000611;-38.13080360867914
1739209615.4000673;-45.120503652039325
1739209615.4000735;-38.13080360867914
1739209615.4000797;-35.57807855764607
1739209615.4000857;-45.120503652039325
1739209615.400092;-38.13080360867914
1739209615.400098;-45.120503652039325
1739209615.400104;-45.120503652039325
1739209615.4001102;-45.120503652039325
1739209615.4001164;-45.120503652039325
1739209615.4001226;-33.981070128970906
1739209615.4001286;-38.13080360867914
1739209615.4001348;-33.981070128970906
1739209615.400141;-38.13080360867914
1739209615.400147;-38.13080360867914
1739209615.4001532;-38.13080360867914
1739209615.4001594;-45.120503652039325
1739209615.4001653;-45.120503652039325
1739209615.4001715;-45.120503652039325
1739209615.4001777;-33.981070128970906
1739209615.400184;-28.992665084841942
1739209615.4001899;-45.120503652039325
1739209615.400196;-45.120503652039325
1739209615.4002023;-38.13080360867914
1739209615.4002082;-35.57807855764607
1739209615.4002144;-38.13080360867914
1739209615.4002206;-38.13080360867914
1739209615.4002266;-45.120503652039325
1739209615.4002328;-33.981070128970906
1739209615.400239;-38.13080360867914
1739209615.4002452;-38.13080360867914
1739209615.4002512;-38.13080360867914
1739209615.4002573;-38.13080360867914
1739209615.4002635;-38.13080360867914
1739209615.4002695;-45.120503652039325
1739209615.4002757;-35.57807855764607
1739209615.400282;-32.816014438256545
1739209615.4002879;-38.13080360867914
1739209615.400294;-45.120503652039325
1739209615.4003003;-38.13080360867914
1739209615.4003065;-38.13080360867914
1739209615.4003124;-33.981070128970906
1739209615.4003186;-38.13080360867914
1739209615.4003248;-38.13080360867914
1739209615.4003308;-31.141103565318915
1739209615.400337;-35.57807855764607
1739209615.4003432;-45.120503652039325
1739209615.4003491;-38.13080360867914
1739209615.4003553;-35.57807855764607
1739209615.4003615;-38.13080360867914
1739209615.4003677;-38.13080360867914
1739209615.4003737;-38.13080360867914
1739209615.40038;-28.992665084841942
1739209615.400386;-35.57807855764607
1739209615.400392;-45.120503652039325
1739209615.4003983;-38.13080360867914
1739209615.4004045;-45.120503652039325
1739209615.4004104;-38.13080360867914
1739209615.4004166;-45.120503652039325
1739209615.4004228;-38.13080360867914
1739209615.400429;-45.120503652039325
1739209615.400435;-45.120503652039325
1739209615.4004412;-38.13080360867914
1739209615.4004474;-38.13080360867914
1739209615.4004533;-31.141103565318915
1739209615.4004595;-32.816014438256545
1739209615.4004657;-45.120503652039325
1739209615.4004717;-45.120503652039325
1739209615.400478;-38.13080360867914
1739209615.400484;-38.13080360867914
1739209615.4004903;-38.13080360867914
1739209615.4004962;-45.120503652039325
1739209615.4005024;-31.141103565318893
1739209615.4005086;-29.438486411369333
1739209615.4005146;-45.120503652039325
1739209615.4005208;-38.13080360867914
1739209615.400527;-38.13080360867914
1739209615.400533;-38.13080360867914
1739209615.4005392;-38.13080360867914
1739209615.4005454;-35.57807855764607
1739209615.4005516;-45.120503652039325
1739209615.4005575;-45.120503652039325
1739209615.4005637;-45.120503652039325
1739209615.40057;-45.120503652039325
1739209615.4005759;-45.120503652039325
1739209615.400582;-45.120503652039325
1739209615.4005883;-45.120503652039325
1739209615.4005942;-45.120503652039325
1739209615.4006004;-38.13080360867914
1739209615.4006066;-38.13080360867914
1739209615.4006128;-38.13080360867914
1739209615.4006188;-38.13080360867914
1739209615.400625;-32.816014438256545
1739209615.4006312;-35.57807855764607
1739209615.4006371;-45.120503652039325
1739209615.4006433;-45.120503652039325
1739209615.4006495;-45.120503652039325
1739209615.4006557;-45.120503652039325
1739209615.4006617;-45.120503652039325
1739209615.400668;-45.120503652039325
1739209615.400674;-45.120503652039325
1739209615.40068;-38.13080360867914
1739209615.4006863;-38.13080360867914
1739209615.4006925;-45.120503652039325
1739209615.4006984;-31.141103565318915
1739209615.4007046;-45.120503652039325
1739209615.4007108;-38.13080360867914
1739209615.400717;-45.120503652039325
1739209615.400723;-35.57807855764607
1739209615.4007292;-31.141103565318893
1739209615.4007354;-45.120503652039325
1739209615.4007413;-38.13080360867914
1739209615.4007475;-35.57807855764607
1739209615.4007537;-35.57807855764607
1739209615.4007597;-45.120503652039325
1739209615.400766;-45.120503652039325
1739209615.400772;-45.120503652039325
1739209615.4007783;-45.120503652039325
1739209615.4007843;-38.13080360867914
1739209615.4007905;-38.13080360867914
1739209615.4007967;-45.120503652039325
1739209615.4008026;-45.120503652039325
1739209615.4008088;-45.120503652039325
1739209615.400815;-45.120503652039325
1739209615.400821;-33.981070128970906
1739209615.4008272;-38.13080360867914
1739209615.4008334;-38.13080360867914
1739209615.4008396;-45.120503652039325
1739209615.4008455;-33.981070128970906
1739209615.4008517;-32.816014438256545
1739209615.400858;-38.13080360867914
1739209615.400864;-45.120503652039325
1739209615.40087;-32.816014438256545
1739209615.4008763;-27.8777449560314
1739209615.4008822;-45.120503652039325
1739209615.4008884;-38.13080360867914
1739209615.4008946;-45.120503652039325
1739209615.4009008;-45.120503652039325
1739209615.4009068;-45.120503652039325
1739209615.400913;-38.13080360867914
1739209615.4009192;-45.120503652039325
1739209615.4009252;-45.120503652039325
1739209615.4009314;-38.13080360867914
1739209615.4009376;-38.13080360867914
1739209615.4009435;-38.13080360867914
1739209615.4009497;-45.120503652039325
1739209615.400956;-45.120503652039325
1739209615.400962;-45.120503652039325
1739209615.400968;-35.57807855764607
1739209615.4009743;-26.487275050834715
1739209615.4009805;-45.120503652039325
1739209615.4009864;-45.120503652039325
1739209615.4009926;-35.57807855764607
1739209615.4009988;-32.816014438256545
1739209615.4010048;-38.13080360867914
1739209615.401011;-38.13080360867914
1739209615.4010172;-45.120503652039325
1739209615.4010234;-33.981070128970956
1739209615.4010293;-45.120503652039325
1739209615.4010355;-45.120503652039325
1739209615.4010417;-45.120503652039325
1739209615.4010477;-45.120503652039325
1739209615.401054;-45.120503652039325
1739209615.40106;-38.13080360867914
1739209615.401066;-38.13080360867914
1739209615.4010723;-38.13080360867914
1739209615.4010785;-33.981070128970906
1739209615.4010847;-38.13080360867914
1739209615.4010906;-38.13080360867914
1739209615.4010968;-33.981070128970906
1739209615.401103;-38.13080360867914
1739209615.401109;-45.120503652039325
1739209615.4011152;-38.13080360867914
1739209615.4011214;-30.49652367304973
1739209615.4011276;-38.13080360867914
1739209615.4011335;-45.120503652039325
1739209615.4011397;-38.13080360867914
1739209615.401146;-38.13080360867914
1739209615.401152;-45.120503652039325
1739209615.401158;-45.120503652039325
1739209615.4011643;-38.13080360867914
1739209615.4011703;-38.13080360867914
1739209615.4011765;-45.120503652039325
1739209615.4011827;-45.120503652039325
1739209615.4011889;-38.13080360867914
1739209615.4011948;-38.13080360867914
1739209615.401201;-45.120503652039325
1739209615.4012072;-45.120503652039325
1739209615.4012132;-45.120503652039325
1739209615.4012194;-27.267205301931607
1739209615.4012256;-31.141103565318915
1739209615.4012315;-45.120503652039325
1739209615.4012377;-45.120503652039325
1739209615.401244;-32.816014438256545
1739209615.4012501;-38.13080360867914
1739209615.401256;-45.120503652039325
1739209615.4012623;-45.120503652039325
1739209615.4012685;-45.120503652039325
1739209615.4012744;-45.120503652039325
1739209615.4012806;-45.120503652039325
1739209615.4012868;-33.981070128970906
1739209615.4012928;-35.57807855764607
1739209615.401299;-38.13080360867914
1739209615.4013052;-45.120503652039325
1739209615.4013114;-38.13080360867914
1739209615.4013174;-38.13080360867914
1739209615.4013236;-45.120503652039325
1739209615.4013298;-45.120503652039325
1739209615.4013357;-45.120503652039325
1739209615.401342;-38.13080360867914
1739209615.401348;-38.13080360867914
1739209615.401354;-38.13080360867914
1739209615.4013603;-38.13080360867914
1739209615.4013665;-32.816014438256545
1739209615.4013727;-38.13080360867914
1739209615.4013786;-45.120503652039325
1739209615.4013848;-45.120503652039325
1739209615.401391;-38.13080360867914
1739209615.401397;-38.13080360867914
1739209615.4014032;-45.120503652039325
1739209615.4014094;-33.981070128970906
1739209615.4014153;-45.120503652039325
1739209615.4014215;-35.57807855764607
1739209615.4014277;-35.57807855764607
1739209615.401434;-45.120503652039325
1739209615.40144;-38.13080360867914
1739209615.401446;-45.120503652039325
1739209615.4014523;-38.13080360867914
1739209615.4014583;-45.120503652039325
1739209615.4014645;-45.120503652039325
1739209615.4014707;-38.13080360867914
1739209615.4014766;-38.13080360867914
1739209615.4014828;-38.13080360867914
1739209615.401489;-38.13080360867914
1739209615.4014952;-45.120503652039325
1739209615.4015012;-45.120503652039325
1739209615.4015074;-45.120503652039325
1739209615.4015136;-45.120503652039325
1739209615.4015195;-38.13080360867914
1739209615.4015257;-38.13080360867914
1739209615.401532;-38.13080360867914
1739209615.401538;-38.13080360867914
1739209615.401544;-35.57807855764607
1739209615.4015503;-35.57807855764607
1739209615.4015565;-38.13080360867914
1739209615.4015625;-45.120503652039325
1739209615.4015687;-45.120503652039325
1739209615.4015749;-38.13080360867914
1739209615.4015808;-38.13080360867914
1739209615.401587;-45.120503652039325
1739209615.4015932;-45.120503652039325
1739209615.4015992;-38.13080360867914
1739209615.4016054;-35.57807855764607
1739209615.4016116;-45.120503652039325
1739209615.4016178;-32.816014438256545
1739209615.4016237;-32.816014438256545
1739209615.40163;-38.13080360867914
1739209615.4016361;-45.120503652039325
1739209615.401642;-35.57807855764607
1739209615.4016483;-38.13080360867914
1739209615.4016545;-38.13080360867914
1739209615.4016607;-45.120503652039325
1739209615.4016666;-45.120503652039325
1739209615.4016728;-38.13080360867914
1739209615.401679;-38.13080360867914
1739209615.401685;-45.120503652039325
1739209615.4016912;-45.120503652039325
1739209615.4016974;-38.13080360867914
1739209615.4017034;-38.13080360867914
1739209615.4017096;-38.13080360867914
1739209615.4017158;-38.13080360867914
1739209615.401722;-38.13080360867914
1739209615.401728;-38.13080360867914
1739209615.401734;-45.120503652039325
1739209615.4017403;-31.141103565318915
1739209615.4017463;-45.120503652039325
1739209615.4017525;-45.120503652039325
1739209615.4017587;-45.120503652039325
1739209615.4017646;-35.57807855764607
1739209615.4017708;-35.57807855764607
1739209615.401777;-38.13080360867914
1739209615.4017832;-32.816014438256545
1739209615.4017892;-35.57807855764607
1739209615.4017954;-38.13080360867914
1739209615.4018016;-38.13080360867914
1739209615.4018075;-35.57807855764607
1739209615.4018137;-38.13080360867914
1739209615.40182;-45.120503652039325
1739209615.401826;-45.120503652039325
1739209615.401832;-38.13080360867914
1739209615.4018383;-38.13080360867914
1739209615.4018445;-45.120503652039325
1739209615.4018505;-33.981070128970906
1739209615.4018567;-45.120503652039325
1739209615.4018629;-28.58837851428586
1739209615.4018688;-26.991370085610736
1739209615.401875;-45.120503652039325
1739209615.4018812;-45.120503652039325
1739209615.4018872;-35.57807855764607
1739209615.4018934;-32.816014438256545
1739209615.4018996;-38.13080360867914
1739209615.4019058;-32.816014438256545
1739209615.4019117;-45.120503652039325
1739209615.401918;-45.120503652039325
1739209615.4019241;-45.120503652039325
1739209615.40193;-45.120503652039325
1739209615.4019363;-45.120503652039325
1739209615.4019425;-45.120503652039325
1739209615.4019485;-45.120503652039325
1739209615.4019547;-45.120503652039325
1739209615.4019608;-45.120503652039325
1739209615.401967;-45.120503652039325
1739209615.401973;-38.13080360867914
1739209615.4019792;-45.120503652039325
1739209615.4019854;-45.120503652039325
1739209615.4019914;-38.13080360867914
1739209615.4019976;-38.13080360867914
1739209615.4020038;-45.120503652039325
1739209615.4020097;-32.816014438256545
1739209615.402016;-28.21854285175415
1739209615.4020221;-38.13080360867914
1739209615.4020283;-45.120503652039325
1739209615.4020343;-35.57807855764607
1739209615.4020405;-33.981070128970906
1739209615.4020467;-45.120503652039325
1739209615.4020526;-45.120503652039325
1739209615.4020588;-45.120503652039325
1739209615.402065;-38.13080360867914
1739209615.402071;-38.13080360867914
1739209615.4020772;-38.13080360867914
1739209615.4020834;-38.13080360867914
1739209615.4020896;-45.120503652039325
1739209615.4020956;-38.13080360867914
1739209615.4021018;-38.13080360867914
1739209615.402108;-35.57807855764607
1739209615.402114;-35.57807855764607
1739209615.40212;-38.13080360867914
1739209615.4021263;-45.120503652039325
1739209615.4021323;-45.120503652039325
1739209615.4021385;-45.120503652039325
1739209615.4021447;-38.13080360867914
1739209615.4021509;-33.981070128970906
1739209615.4021568;-38.13080360867914
1739209615.402163;-38.13080360867914
1739209615.4021692;-38.13080360867914
1739209615.4021752;-45.120503652039325
1739209615.4021814;-45.120503652039325
1739209615.4021876;-32.816014438256545
1739209615.4021938;-38.13080360867914
1739209615.4021997;-45.120503652039325
1739209615.402206;-45.120503652039325
1739209615.4022121;-45.120503652039325
1739209615.402218;-38.13080360867914
1739209615.4022243;-35.57807855764607
1739209615.4022305;-38.13080360867914
1739209615.4022365;-45.120503652039325
1739209615.4022427;-38.13080360867914
1739209615.4022489;-45.120503652039325
1739209615.402255;-45.120503652039325
1739209615.402261;-33.981070128970906
1739209615.4022672;-38.13080360867914
1739209615.4022734;-35.57807855764607
1739209615.4022794;-38.13080360867914
1739209615.4022856;-38.13080360867914
1739209615.4022918;-45.120503652039325
1739209615.4022977;-45.120503652039325
1739209615.402304;-45.120503652039325
1739209615.4023101;-45.120503652039325
1739209615.4023163;-45.120503652039325
1739209615.4023223;-38.13080360867914
1739209615.4023285;-35.57807855764607
1739209615.4023347;-33.981070128970906
1739209615.4023407;-35.57807855764607
1739209615.4023468;-38.13080360867914
1739209615.402353;-38.13080360867914
1739209615.402359;-38.13080360867914
1739209615.4023652;-45.120503652039325
1739209615.4023714;-33.981070128970906
1739209615.4023776;-45.120503652039325
1739209615.4023836;-45.120503652039325
1739209615.4023898;-38.13080360867914
1739209615.402396;-35.57807855764607
1739209615.402402;-38.13080360867914
1739209615.4024081;-38.13080360867914
1739209615.4024143;-33.981070128970906
1739209615.4024203;-33.981070128970906
1739209615.4024265;-38.13080360867914
1739209615.4024327;-45.120503652039325
1739209615.4024389;-33.981070128970906
1739209615.4024448;-33.981070128970906
1739209615.402451;-38.13080360867914
1739209615.4024572;-38.13080360867914
1739209615.4024632;-33.981070128970906
1739209615.4024694;-38.13080360867914
1739209615.4024756;-38.13080360867914
1739209615.4024816;-45.120503652039325
1739209615.4024878;-45.120503652039325
1739209615.402494;-45.120503652039325
1739209615.4025002;-38.13080360867914
1739209615.402506;-38.13080360867914
1739209615.4025123;-33.981070128970906
1739209615.4025185;-45.120503652039325
1739209615.4025245;-45.120503652039325
1739209615.4025307;-35.57807855764607
1739209615.4025369;-33.981070128970906
1739209615.4025428;-45.120503652039325
1739209615.402549;-38.13080360867914
1739209615.4025552;-45.120503652039325
1739209615.4025614;-38.13080360867914
1739209615.4025674;-38.13080360867914
1739209615.4025736;-38.13080360867914
1739209615.4025798;-33.981070128970906
1739209615.4025857;-38.13080360867914
1739209615.402592;-45.120503652039325
1739209615.4025981;-33.981070128970906
1739209615.402604;-38.13080360867914
1739209615.4026103;-31.14110356531892
1739209615.4026165;-45.120503652039325
1739209615.4026227;-45.120503652039325
1739209615.4026287;-45.120503652039325
1739209615.4026349;-45.120503652039325
1739209615.402641;-38.13080360867914
1739209615.402647;-38.13080360867914
1739209615.4026532;-38.13080360867914
1739209615.4026594;-28.992665084841942
1739209615.4026654;-45.120503652039325
1739209615.4026716;-45.120503652039325
1739209615.4026778;-45.120503652039325
1739209615.402684;-38.13080360867914
1739209615.40269;-45.120503652039325
1739209615.4026961;-35.57807855764607
1739209615.4027023;-32.816014438256545
1739209615.4027083;-32.816014438256545
1739209615.4027145;-45.120503652039325
1739209615.4027207;-38.13080360867914
1739209615.402727;-38.13080360867914
1739209615.4027328;-45.120503652039325
1739209615.402739;-45.120503652039325
1739209615.4027452;-38.13080360867914
1739209615.4027512;-38.13080360867914
1739209615.4027574;-38.13080360867914
1739209615.4027636;-45.120503652039325
1739209615.4027696;-38.13080360867914
1739209615.4027758;-38.13080360867914
1739209615.402782;-45.120503652039325
1739209615.4027882;-45.120503652039325
1739209615.4027941;-38.13080360867914
1739209615.4028003;-38.13080360867914
1739209615.4028065;-31.141103565318915
1739209615.4028125;-45.120503652039325
1739209615.4028187;-38.13080360867914
1739209615.4028249;-38.13080360867914
1739209615.4028308;-38.13080360867914
1739209615.402837;-45.120503652039325
1739209615.4028432;-38.13080360867914
1739209615.4028494;-38.13080360867914
1739209615.4028554;-31.141103565318943
1739209615.4028616;-45.120503652039325
1739209615.4028678;-38.13080360867914
1739209615.4028738;-33.981070128970906
1739209615.40288;-38.13080360867914
1739209615.4028862;-45.120503652039325
1739209615.402892;-33.981070128970906
1739209615.4028983;-45.120503652039325
1739209615.4029045;-28.992665084841942
1739209615.4029107;-38.13080360867914
1739209615.4029167;-38.13080360867914
1739209615.4029229;-35.57807855764607
1739209615.402929;-45.120503652039325
1739209615.402935;-45.120503652039325
1739209615.4029412;-38.13080360867914
1739209615.4029474;-35.57807855764607
1739209615.4029534;-38.13080360867914
1739209615.4053013;-45.120503652039325
1739209615.4053023;-45.120503652039325
1739209615.4053032;-38.13080360867914
1739209615.4053042;-38.13080360867914
1739209615.4053054;-38.13080360867914
1739209615.4053063;-45.120503652039325
1739209615.4053073;-45.120503652039325
1739209615.4053082;-45.120503652039325
1739209615.4053092;-38.13080360867914
1739209615.4053102;-35.57807855764607
1739209615.405311;-45.120503652039325
1739209615.405312;-45.120503652039325
1739209615.4053133;-45.120503652039325
1739209615.4053142;-38.13080360867914
1739209615.4053152;-38.13080360867914
1739209615.405316;-45.120503652039325
1739209615.405317;-45.120503652039325
1739209615.405318;-33.981070128970906
1739209615.405319;-38.13080360867914
1739209615.40532;-45.120503652039325
1739209615.4053211;-38.13080360867914
1739209615.405322;-38.13080360867914
1739209615.405323;-45.120503652039325
1739209615.405324;-45.120503652039325
1739209615.405325;-35.57807855764607
1739209615.405326;-33.981070128970906
1739209615.4053268;-45.120503652039325
1739209615.4053278;-45.120503652039325
1739209615.405329;-38.13080360867914
1739209615.40533;-45.120503652039325
1739209615.405331;-38.13080360867914
1739209615.4053319;-45.120503652039325
1739209615.4053328;-38.13080360867914
1739209615.4053338;-33.981070128970906
1739209615.4053347;-38.13080360867914
1739209615.4053357;-45.120503652039325
1739209615.4053366;-35.57807855764607
1739209615.4053378;-32.816014438256545
1739209615.4053388;-45.120503652039325
1739209615.4053397;-38.13080360867914
1739209615.4053407;-38.13080360867914
1739209615.4053416;-38.13080360867914
1739209615.4053426;-45.120503652039325
1739209615.4053435;-45.120503652039325
1739209615.4053445;-45.120503652039325
1739209615.4053457;-45.120503652039325
1739209615.4053466;-45.120503652039325
1739209615.4053476;-45.120503652039325
1739209615.4053485;-38.13080360867914
1739209615.4053495;-35.57807855764607
1739209615.4053504;-45.120503652039325
1739209615.4053514;-45.120503652039325
1739209615.4053524;-38.13080360867914
1739209615.4053535;-33.981070128970906
1739209615.4053545;-38.13080360867914
1739209615.4053555;-38.13080360867914
1739209615.4053564;-38.13080360867914
1739209615.4053574;-45.120503652039325
1739209615.4053583;-38.13080360867914
1739209615.4053593;-45.120503652039325
1739209615.4053602;-35.57807855764607
1739209615.4053614;-38.13080360867914
1739209615.4053624;-45.120503652039325
1739209615.4053633;-38.13080360867914
1739209615.4053643;-38.13080360867914
1739209615.4053652;-38.13080360867914
1739209615.4053662;-38.13080360867914
1739209615.4053671;-38.13080360867914
1739209615.405368;-38.13080360867914
1739209615.405369;-33.981070128970906
1739209615.4053702;-33.981070128970906
1739209615.4053712;-45.120503652039325
1739209615.4053721;-45.120503652039325
1739209615.405373;-38.13080360867914
1739209615.405374;-38.13080360867914
1739209615.405375;-33.981070128970906
1739209615.405376;-45.120503652039325
1739209615.405377;-38.13080360867914
1739209615.405378;-38.13080360867914
1739209615.405379;-45.120503652039325
1739209615.40538;-35.57807855764607
1739209615.405381;-38.13080360867914
1739209615.405382;-38.13080360867914
1739209615.4053829;-45.120503652039325
1739209615.4053838;-33.981070128970906
1739209615.4053848;-33.981070128970906
1739209615.405386;-38.13080360867914
1739209615.405387;-45.120503652039325
1739209615.4053879;-33.981070128970906
1739209615.4053888;-33.981070128970906
1739209615.4053898;-33.981070128970906
1739209615.4053907;-38.13080360867914
1739209615.4053917;-45.120503652039325
1739209615.4053926;-45.120503652039325
1739209615.4053938;-45.120503652039325
1739209615.4053948;-45.120503652039325
1739209615.4053957;-35.57807855764607
1739209615.4053967;-35.57807855764607
1739209615.4053977;-38.13080360867914
1739209615.4053986;-38.13080360867914
1739209615.4053996;-38.13080360867914
1739209615.4054005;-38.13080360867914
1739209615.4054015;-38.13080360867914
1739209615.4054027;-45.120503652039325
1739209615.4054036;-38.13080360867914
1739209615.4054046;-38.13080360867914
1739209615.4054055;-38.13080360867914
1739209615.4054065;-38.13080360867914
1739209615.4054074;-38.13080360867914
1739209615.4054084;-45.120503652039325
1739209615.4054093;-38.13080360867914
1739209615.4054105;-38.13080360867914
1739209615.4054115;-38.13080360867914
1739209615.4054124;-32.816014438256545
1739209615.4054134;-38.13080360867914
1739209615.4054143;-38.13080360867914
1739209615.4054153;-38.13080360867914
1739209615.4054163;-35.57807855764607
1739209615.4054172;-38.13080360867914
1739209615.4054184;-45.120503652039325
1739209615.4054193;-45.120503652039325
1739209615.4054203;-45.120503652039325
1739209615.4054213;-45.120503652039325
1739209615.4054222;-45.120503652039325
1739209615.4054232;-45.120503652039325
1739209615.405424;-45.120503652039325
1739209615.405425;-38.13080360867914
1739209615.405426;-33.981070128970906
1739209615.4054272;-38.13080360867914
1739209615.4054282;-45.120503652039325
1739209615.4054291;-38.13080360867914
1739209615.40543;-45.120503652039325
1739209615.405431;-45.120503652039325
1739209615.405432;-45.120503652039325
1739209615.405433;-27.267205301931607
1739209615.405434;-35.57807855764607
1739209615.405435;-45.120503652039325
1739209615.405436;-45.120503652039325
1739209615.405437;-35.57807855764607
1739209615.405438;-38.13080360867914
1739209615.405439;-45.120503652039325
1739209615.4054399;-45.120503652039325
1739209615.4054408;-33.981070128970956
1739209615.4054418;-38.13080360867914
