CAN Message; 0x98:000049d5086b3d3e
1739209748.6517453;-38.13080360867914
1739209748.651771;-38.13080360867914
1739209748.6517968;-45.120503652039325
1739209748.6518226;-35.57807855764607
1739209748.6518483;-38.13080360867914
1739209748.6518743;-38.13080360867914
1739209748.6519;-38.13080360867914
1739209748.6519258;-38.13080360867914
1739209748.6519516;-38.13080360867914
1739209748.6519773;-33.981070128970906
1739209748.652003;-45.120503652039325
1739209748.652029;-45.120503652039325
1739209748.6520548;-33.981070128970906
1739209748.6520805;-45.120503652039325
1739209748.6521063;-38.13080360867914
1739209748.652132;-45.120503652039325
1739209748.6521578;-45.120503652039325
1739209748.6521835;-38.13080360867914
1739209748.6522095;-38.13080360867914
1739209748.6522353;-45.120503652039325
1739209748.652261;-45.120503652039325
1739209748.6522868;-38.13080360867914
1739209748.6523125;-35.57807855764607
1739209748.6523383;-45.120503652039325
1739209748.652364;-33.981070128970906
1739209748.65239;-27.267205301931607
1739209748.6524158;-38.13080360867914
1739209748.6524415;-45.120503652039325
1739209748.6524673;-38.13080360867914
1739209748.652493;-33.981070128970906
1739209748.6525187;-45.120503652039325
1739209748.6525445;-45.120503652039325
1739209748.6525705;-45.120503652039325
1739209748.6525962;-38.13080360867914
1739209748.652622;-35.57807855764607
1739209748.6526477;-45.120503652039325
1739209748.6526735;-38.13080360867914
1739209748.6526992;-38.13080360867914
1739209748.652725;-38.13080360867914
1739209748.652751;-38.13080360867914
1739209748.6527767;-38.13080360867914
1739209748.6528025;-31.141103565318915
1739209748.6528282;-38.13080360867914
1739209748.652854;-45.120503652039325
1739209748.6528797;-38.13080360867914
1739209748.6529057;-38.13080360867914
1739209748.6529315;-45.120503652039325
1739209748.6529572;-45.120503652039325
1739209748.652983;-38.13080360867914
1739209748.6530087;-26.991370085610722
1739209748.6530344;-45.120503652039325
1739209748.6530602;-45.120503652039325
1739209748.6530862;-45.120503652039325
1739209748.653112;-31.141103565318915
1739209748.6531377;-45.120503652039325
1739209748.6531634;-38.13080360867914
1739209748.6531892;-45.120503652039325
1739209748.653215;-33.981070128970956
1739209748.6532407;-45.120503652039325
1739209748.6532667;-38.13080360867914
1739209748.6532924;-45.120503652039325
1739209748.6533182;-38.13080360867914
1739209748.653344;-35.57807855764607
1739209748.6533697;-45.120503652039325
1739209748.6533954;-33.981070128970906
1739209748.6534212;-38.13080360867914
1739209748.6534472;-45.120503652039325
1739209748.653473;-38.13080360867914
1739209748.6534986;-45.120503652039325
1739209748.6535244;-45.120503652039325
1739209748.6535501;-38.13080360867914
1739209748.653576;-38.13080360867914
1739209748.653602;-38.13080360867914
1739209748.6536276;-38.13080360867914
1739209748.6536534;-38.13080360867914
1739209748.6536791;-45.120503652039325
1739209748.653705;-38.13080360867914
1739209748.6537306;-45.120503652039325
1739209748.6537564;-45.120503652039325
1739209748.6537824;-38.13080360867914
1739209748.653808;-38.13080360867914
1739209748.6538339;-45.120503652039325
1739209748.6538596;-45.120503652039325
1739209748.6538854;-38.13080360867914
1739209748.653911;-45.120503652039325
1739209748.6539369;-38.13080360867914
1739209748.6539629;-35.57807855764607
1739209748.6539886;-45.120503652039325
1739209748.6540143;-33.981070128970906
1739209748.65404;-38.13080360867914
1739209748.6540658;-38.13080360867914
1739209748.6540916;-38.13080360867914
1739209748.6541173;-45.120503652039325
1739209748.6541433;-45.120503652039325
1739209748.654169;-38.13080360867914
1739209748.6541948;-38.13080360867914
1739209748.6542206;-35.57807855764607
1739209748.6542463;-38.13080360867914
1739209748.654272;-45.120503652039325
1739209748.6542978;-45.120503652039325
1739209748.6543238;-38.13080360867914
1739209748.6543496;-35.57807855764607
1739209748.6543753;-38.13080360867914
1739209748.654401;-45.120503652039325
1739209748.6544268;-38.13080360867914
1739209748.6544526;-38.13080360867914
1739209748.6544785;-31.141103565318915
1739209748.6545043;-45.120503652039325
1739209748.65453;-38.13080360867914
1739209748.6545558;-38.13080360867914
1739209748.6545815;-33.981070128970906
1739209748.6546073;-38.13080360867914
1739209748.654633;-45.120503652039325
1739209748.654659;-45.120503652039325
1739209748.6546848;-45.120503652039325
1739209748.6547105;-38.13080360867914
1739209748.6547363;-38.13080360867914
1739209748.654762;-33.981070128970906
1739209748.6547878;-45.120503652039325
1739209748.6548135;-45.120503652039325
1739209748.6548395;-45.120503652039325
1739209748.6548653;-35.57807855764607
1739209748.654891;-38.13080360867914
1739209748.6549168;-45.120503652039325
1739209748.6549425;-45.120503652039325
1739209748.6549683;-35.57807855764607
1739209748.654994;-32.816014438256545
1739209748.65502;-45.120503652039325
1739209748.6550457;-38.13080360867914
1739209748.6550715;-38.13080360867914
1739209748.6550972;-38.13080360867914
1739209748.655123;-45.120503652039325
1739209748.6551487;-45.120503652039325
1739209748.6551747;-33.981070128970906
1739209748.6552005;-45.120503652039325
1739209748.6552262;-45.120503652039325
1739209748.655252;-45.120503652039325
1739209748.6552777;-45.120503652039325
1739209748.6553035;-35.57807855764607
1739209748.6553292;-38.13080360867914
1739209748.6553552;-45.120503652039325
1739209748.655381;-38.13080360867914
1739209748.6554067;-35.57807855764607
1739209748.6554325;-45.120503652039325
1739209748.6554582;-38.13080360867914
1739209748.655484;-38.13080360867914
1739209748.6555097;-28.992665084841942
1739209748.6555357;-38.13080360867914
1739209748.6555614;-45.120503652039325
1739209748.6555872;-45.120503652039325
1739209748.655613;-38.13080360867914
1739209748.6556387;-38.13080360867914
1739209748.6556644;-38.13080360867914
1739209748.6556902;-45.120503652039325
1739209748.6557162;-32.81601443825658
1739209748.655742;-38.13080360867914
1739209748.6557677;-38.13080360867914
1739209748.6557934;-38.13080360867914
1739209748.6558192;-33.981070128970906
1739209748.655845;-45.120503652039325
1739209748.6558707;-45.120503652039325
1739209748.6558967;-38.13080360867914
1739209748.6559224;-38.13080360867914
1739209748.6559482;-45.120503652039325
1739209748.655974;-38.13080360867914
1739209748.6559997;-45.120503652039325
1739209748.6560254;-38.13080360867914
1739209748.6560514;-45.120503652039325
1739209748.6560771;-45.120503652039325
1739209748.656103;-45.120503652039325
1739209748.6561286;-38.13080360867914
1739209748.6561544;-38.13080360867914
1739209748.6561801;-45.120503652039325
1739209748.656206;-45.120503652039325
1739209748.6562319;-38.13080360867914
1739209748.6562576;-38.13080360867914
1739209748.6562834;-45.120503652039325
1739209748.6563091;-38.13080360867914
1739209748.6563349;-30.49652367304973
1739209748.6563606;-38.13080360867914
1739209748.6563864;-33.981070128970906
1739209748.6564124;-35.57807855764607
1739209748.656438;-38.13080360867914
1739209748.6564639;-45.120503652039325
1739209748.6564896;-45.120503652039325
1739209748.6565154;-38.13080360867914
1739209748.656541;-31.141103565318915
1739209748.6565669;-38.13080360867914
1739209748.6565928;-45.120503652039325
1739209748.6566186;-38.13080360867914
1739209748.6566443;-35.57807855764607
1739209748.65667;-45.120503652039325
1739209748.6566958;-45.120503652039325
1739209748.6567216;-33.981070128970906
1739209748.6567476;-38.13080360867914
1739209748.6567733;-38.13080360867914
1739209748.656799;-45.120503652039325
1739209748.6568248;-35.57807855764607
1739209748.6568506;-33.981070128970906
1739209748.6568763;-35.57807855764607
1739209748.656902;-38.13080360867914
1739209748.656928;-38.13080360867914
1739209748.6569538;-33.981070128970906
1739209748.6569796;-45.120503652039325
1739209748.6570053;-45.120503652039325
1739209748.657031;-45.120503652039325
1739209748.6570568;-38.13080360867914
1739209748.6570826;-45.120503652039325
1739209748.6571085;-45.120503652039325
1739209748.6571343;-38.13080360867914
1739209748.65716;-38.13080360867914
1739209748.6571858;-35.57807855764607
1739209748.6572115;-35.57807855764607
1739209748.6572373;-35.57807855764607
1739209748.657263;-38.13080360867914
1739209748.657289;-32.816014438256545
1739209748.6573148;-33.981070128970906
1739209748.6573405;-38.13080360867914
1739209748.6573663;-33.981070128970906
1739209748.657392;-33.981070128970906
1739209748.6574178;-38.13080360867914
1739209748.6574435;-45.120503652039325
1739209748.6574695;-45.120503652039325
1739209748.6574953;-35.57807855764607
1739209748.657521;-38.13080360867914
1739209748.6575468;-45.120503652039325
1739209748.6575725;-38.13080360867914
1739209748.6575983;-45.120503652039325
1739209748.6576242;-38.13080360867914
1739209748.65765;-35.57807855764607
1739209748.6576757;-38.13080360867914
1739209748.6577015;-38.13080360867914
1739209748.6577272;-45.120503652039325
1739209748.657753;-38.13080360867914
1739209748.6577787;-38.13080360867914
1739209748.6578047;-35.57807855764607
1739209748.6578305;-35.57807855764607
1739209748.6578562;-45.120503652039325
1739209748.657882;-45.120503652039325
1739209748.6579077;-38.13080360867914
1739209748.6579335;-35.57807855764607
1739209748.6579592;-45.120503652039325
1739209748.6579852;-45.120503652039325
1739209748.658011;-45.120503652039325
1739209748.6580367;-45.120503652039325
1739209748.6580625;-45.120503652039325
1739209748.6580882;-45.120503652039325
1739209748.658114;-45.120503652039325
1739209748.6581397;-45.120503652039325
1739209748.6581657;-45.120503652039325
1739209748.6581914;-38.13080360867914
1739209748.6582172;-38.13080360867914
1739209748.658243;-38.13080360867914
1739209748.6582687;-45.120503652039325
1739209748.6582944;-45.120503652039325
1739209748.6583202;-32.816014438256545
1739209748.6583462;-45.120503652039325
1739209748.658372;-45.120503652039325
1739209748.6583977;-45.120503652039325
1739209748.6584234;-32.816014438256545
1739209748.6584492;-33.981070128970906
1739209748.658475;-45.120503652039325
1739209748.658501;-45.120503652039325
1739209748.6585267;-45.120503652039325
1739209748.6585524;-38.13080360867914
1739209748.6585782;-45.120503652039325
1739209748.658604;-32.816014438256545
1739209748.6586297;-38.13080360867914
1739209748.6586554;-45.120503652039325
1739209748.6586814;-35.57807855764607
1739209748.6587071;-45.120503652039325
1739209748.658733;-45.120503652039325
1739209748.6587586;-45.120503652039325
1739209748.6587844;-45.120503652039325
1739209748.6588101;-45.120503652039325
1739209748.658836;-29.438486411369333
1739209748.6588619;-32.816014438256545
1739209748.6588876;-45.120503652039325
1739209748.6589134;-38.13080360867914
1739209748.6589391;-32.816014438256545
1739209748.6589649;-38.13080360867914
1739209748.6589906;-38.13080360867914
1739209748.6590164;-38.13080360867914
1739209748.6590424;-45.120503652039325
1739209748.659068;-38.13080360867914
1739209748.6590939;-38.13080360867914
1739209748.6591196;-38.13080360867914
1739209748.6591454;-38.13080360867914
1739209748.659171;-38.13080360867914
1739209748.659197;-38.13080360867914
1739209748.6592228;-38.13080360867914
1739209748.6592486;-45.120503652039325
1739209748.6592743;-45.120503652039325
1739209748.6593;-35.57807855764607
1739209748.6593258;-35.57807855764607
1739209748.6593516;-45.120503652039325
1739209748.6593776;-45.120503652039325
1739209748.6594033;-32.816014438256545
1739209748.659429;-45.120503652039325
1739209748.6594548;-32.816014438256545
1739209748.6594806;-30.49652367304973
1739209748.6595063;-45.120503652039325
1739209748.659532;-38.13080360867914
1739209748.659558;-33.981070128970906
1739209748.6595838;-38.13080360867914
1739209748.6596096;-38.13080360867914
1739209748.6596353;-33.981070128970906
1739209748.659661;-45.120503652039325
1739209748.6596868;-45.120503652039325
1739209748.6597126;-45.120503652039325
1739209748.6597385;-45.120503652039325
1739209748.6597643;-45.120503652039325
1739209748.65979;-38.13080360867914
1739209748.6598158;-45.120503652039325
1739209748.6598415;-38.13080360867914
1739209748.6598673;-38.13080360867914
1739209748.659893;-38.13080360867914
1739209748.659919;-45.120503652039325
1739209748.6599448;-38.13080360867914
1739209748.6599705;-38.13080360867914
1739209748.6599963;-45.120503652039325
1739209748.660022;-45.120503652039325
1739209748.6600478;-45.120503652039325
1739209748.6600738;-38.13080360867914
1739209748.6600995;-33.981070128970906
1739209748.6601253;-45.120503652039325
1739209748.660151;-38.13080360867914
1739209748.6601768;-35.57807855764607
1739209748.6602025;-35.57807855764607
1739209748.6602283;-45.120503652039325
1739209748.6602542;-45.120503652039325
1739209748.66028;-38.13080360867914
1739209748.6603057;-45.120503652039325
1739209748.6603315;-45.120503652039325
1739209748.6603572;-38.13080360867914
1739209748.660383;-38.13080360867914
1739209748.6604087;-45.120503652039325
1739209748.6604347;-38.13080360867914
1739209748.6604605;-33.981070128970906
1739209748.6604862;-45.120503652039325
1739209748.660512;-33.981070128970906
1739209748.6605377;-45.120503652039325
1739209748.6605635;-45.120503652039325
1739209748.6605892;-35.57807855764607
1739209748.6606152;-38.13080360867914
1739209748.660641;-45.120503652039325
1739209748.6606667;-38.13080360867914
1739209748.6606925;-45.120503652039325
1739209748.6607182;-38.13080360867914
1739209748.660744;-38.13080360867914
1739209748.66077;-35.57807855764607
1739209748.6607957;-45.120503652039325
1739209748.6608214;-38.13080360867914
1739209748.6608472;-38.13080360867914
1739209748.660873;-38.13080360867914
1739209748.6608987;-38.13080360867914
1739209748.6609244;-45.120503652039325
1739209748.6609504;-38.13080360867914
1739209748.6609762;-38.13080360867914
1739209748.661002;-45.120503652039325
1739209748.6610277;-45.120503652039325
1739209748.6610534;-45.120503652039325
1739209748.6610792;-38.13080360867914
1739209748.661105;-45.120503652039325
1739209748.661131;-33.981070128970906
1739209748.6611567;-33.981070128970906
1739209748.6611824;-38.13080360867914
1739209748.6612082;-45.120503652039325
1739209748.661234;-38.13080360867914
1739209748.6612597;-32.816014438256545
1739209748.6612854;-33.981070128970906
1739209748.6613114;-45.120503652039325
1739209748.6613371;-45.120503652039325
1739209748.661363;-38.13080360867914
1739209748.6613886;-38.13080360867914
1739209748.6614144;-45.120503652039325
1739209748.6614401;-45.120503652039325
1739209748.661466;-38.13080360867914
1739209748.6614919;-38.13080360867914
1739209748.6615176;-38.13080360867914
1739209748.6615434;-38.13080360867914
1739209748.661569;-45.120503652039325
1739209748.6615949;-38.13080360867914
1739209748.6616206;-45.120503652039325
1739209748.6616466;-38.13080360867914
1739209748.6616724;-33.981070128970906
1739209748.661698;-38.13080360867914
1739209748.6617239;-38.13080360867914
1739209748.6617496;-33.981070128970906
1739209748.6617754;-28.992665084841942
1739209748.661801;-45.120503652039325
1739209748.661827;-45.120503652039325
1739209748.6618528;-45.120503652039325
1739209748.6618786;-35.57807855764607
1739209748.6619043;-38.13080360867914
1739209748.66193;-45.120503652039325
1739209748.6619558;-38.13080360867914
1739209748.6619816;-35.57807855764607
1739209748.6620076;-35.57807855764607
1739209748.6620333;-45.120503652039325
1739209748.662059;-45.120503652039325
1739209748.6620848;-38.13080360867914
1739209748.6621106;-35.57807855764607
1739209748.6621363;-45.120503652039325
1739209748.662162;-38.13080360867914
1739209748.662188;-26.991370085610722
1739209748.6622138;-38.13080360867914
1739209748.6622396;-45.120503652039325
1739209748.6622653;-45.120503652039325
1739209748.662291;-38.13080360867914
1739209748.6623168;-45.120503652039325
1739209748.6623425;-33.981070128970906
1739209748.6623685;-45.120503652039325
1739209748.6623943;-45.120503652039325
1739209748.66242;-45.120503652039325
1739209748.6624458;-45.120503652039325
1739209748.6624715;-45.120503652039325
1739209748.6624973;-38.13080360867914
1739209748.6625233;-45.120503652039325
1739209748.662549;-38.13080360867914
1739209748.6625748;-38.13080360867914
1739209748.6626005;-38.13080360867914
1739209748.6626263;-38.13080360867914
1739209748.662652;-45.120503652039325
1739209748.6626778;-45.120503652039325
1739209748.6627038;-45.120503652039325
1739209748.6627295;-38.13080360867914
1739209748.6627553;-38.13080360867914
1739209748.662781;-45.120503652039325
1739209748.6628067;-29.438486411369333
1739209748.6628325;-35.57807855764607
1739209748.6628582;-45.120503652039325
1739209748.6628842;-45.120503652039325
1739209748.66291;-38.13080360867914
1739209748.6629357;-45.120503652039325
1739209748.6629615;-38.13080360867914
1739209748.6629872;-45.120503652039325
1739209748.663013;-38.13080360867914
1739209748.6630387;-38.13080360867914
1739209748.6630647;-38.13080360867914
1739209748.6630905;-38.13080360867914
1739209748.6631162;-45.120503652039325
1739209748.663142;-35.57807855764607
1739209748.6631677;-33.981070128970906
1739209748.6631935;-45.120503652039325
1739209748.6632195;-29.438486411369333
1739209748.6632452;-35.57807855764607
1739209748.663271;-45.120503652039325
1739209748.6632967;-45.120503652039325
1739209748.6633224;-45.120503652039325
1739209748.6633482;-45.120503652039325
1739209748.663374;-45.120503652039325
1739209748.6634;-45.120503652039325
1739209748.6634257;-45.120503652039325
1739209748.6634514;-45.120503652039325
1739209748.6634772;-45.120503652039325
1739209748.663503;-45.120503652039325
1739209748.6635287;-32.816014438256545
1739209748.6635544;-35.57807855764607
1739209748.6635804;-45.120503652039325
1739209748.6636062;-45.120503652039325
1739209748.663632;-45.120503652039325
1739209748.6636577;-38.13080360867914
1739209748.6636834;-45.120503652039325
1739209748.6637092;-45.120503652039325
1739209748.663735;-38.13080360867914
1739209748.663761;-45.120503652039325
1739209748.6637866;-45.120503652039325
1739209748.6638124;-45.120503652039325
1739209748.6638381;-31.141103565318893
1739209748.663864;-38.13080360867914
1739209748.6638896;-45.120503652039325
1739209748.6639154;-38.13080360867914
1739209748.6639414;-33.981070128970906
1739209748.6639671;-45.120503652039325
1739209748.663993;-45.120503652039325
1739209748.6640186;-45.120503652039325
1739209748.6640444;-45.120503652039325
1739209748.6640701;-38.13080360867914
1739209748.664096;-35.57807855764607
1739209748.6641219;-45.120503652039325
1739209748.6641476;-38.13080360867914
1739209748.6641734;-35.57807855764607
1739209748.664199;-38.13080360867914
1739209748.6642249;-38.13080360867914
1739209748.6642506;-38.13080360867914
1739209748.6642766;-45.120503652039325
1739209748.6643023;-38.13080360867914
1739209748.664328;-38.13080360867914
1739209748.6643538;-45.120503652039325
1739209748.6643796;-45.120503652039325
1739209748.6644053;-38.13080360867914
1739209748.664431;-45.120503652039325
1739209748.664457;-45.120503652039325
1739209748.6644828;-38.13080360867914
1739209748.6645086;-38.13080360867914
1739209748.6645343;-38.13080360867914
1739209748.66456;-38.13080360867914
1739209748.6645858;-38.13080360867914
1739209748.6646116;-45.120503652039325
1739209748.6646376;-38.13080360867914
1739209748.6646633;-45.120503652039325
1739209748.664689;-33.981070128970906
1739209748.6647148;-35.57807855764607
1739209748.6647406;-38.13080360867914
1739209748.6647663;-45.120503652039325
1739209748.6647923;-38.13080360867914
1739209748.664818;-35.57807855764607
1739209748.6648438;-35.57807855764607
1739209748.6648695;-38.13080360867914
1739209748.6648953;-33.981070128970906
1739209748.664921;-45.120503652039325
1739209748.6649468;-38.13080360867914
1739209748.6649728;-38.13080360867914
1739209748.6649985;-38.13080360867914
1739209748.6650243;-45.120503652039325
1739209748.66505;-38.13080360867914
1739209748.6650758;-38.13080360867914
1739209748.6651015;-38.13080360867914
1739209748.6651273;-45.120503652039325
1739209748.6651533;-45.120503652039325
1739209748.665179;-35.57807855764607
1739209748.6652048;-31.141103565318915
1739209748.6652305;-45.120503652039325
1739209748.6652563;-45.120503652039325
1739209748.665282;-38.13080360867914
1739209748.6653078;-31.141103565318915
1739209748.6653337;-38.13080360867914
1739209748.6653595;-38.13080360867914
1739209748.6653852;-35.57807855764607
1739209748.665411;-38.13080360867914
1739209748.6654367;-45.120503652039325
1739209748.6654625;-45.120503652039325
1739209748.6654882;-35.57807855764607
1739209748.6655142;-31.141103565318915
1739209748.66554;-38.13080360867914
1739209748.6655657;-45.120503652039325
1739209748.6655915;-38.13080360867914
1739209748.6656172;-38.13080360867914
1739209748.665643;-45.120503652039325
1739209748.665669;-38.13080360867914
1739209748.6656947;-38.13080360867914
1739209748.6657205;-30.49652367304973
1739209748.6657462;-38.13080360867914
1739209748.665772;-38.13080360867914
1739209748.6657977;-45.120503652039325
1739209748.6658235;-38.13080360867914
1739209748.6658494;-35.57807855764607
1739209748.6658752;-33.981070128970906
1739209748.665901;-45.120503652039325
1739209748.6659267;-38.13080360867914
1739209748.6659524;-38.13080360867914
1739209748.6659782;-45.120503652039325
1739209748.666004;-45.120503652039325
1739209748.66603;-38.13080360867914
1739209748.6660557;-38.13080360867914
1739209748.6660814;-45.120503652039325
1739209748.6661072;-45.120503652039325
1739209748.666133;-38.13080360867914
1739209748.6661587;-38.13080360867914
1739209748.6661844;-38.13080360867914
1739209748.6662104;-38.13080360867914
1739209748.6662362;-38.13080360867914
1739209748.666262;-38.13080360867914
1739209748.6662877;-38.13080360867914
1739209748.6663134;-38.13080360867914
1739209748.6663392;-45.120503652039325
1739209748.6663651;-38.13080360867914
1739209748.666391;-38.13080360867914
1739209748.6664166;-45.120503652039325
1739209748.6664424;-38.13080360867914
1739209748.6664681;-38.13080360867914
1739209748.666494;-45.120503652039325
1739209748.6665196;-38.13080360867914
1739209748.6665456;-31.141103565318915
1739209748.6665714;-27.267205301931607
1739209748.6665971;-38.13080360867914
1739209748.6666229;-45.120503652039325
1739209748.6666486;-45.120503652039325
1739209748.6666744;-45.120503652039325
1739209748.6667001;-45.120503652039325
1739209748.666726;-38.13080360867914
1739209748.6667519;-38.13080360867914
1739209748.6667776;-38.13080360867914
1739209748.6668034;-38.13080360867914
1739209748.666829;-45.120503652039325
1739209748.6668549;-45.120503652039325
1739209748.6668806;-45.120503652039325
1739209748.6669066;-45.120503652039325
1739209748.6669323;-35.57807855764607
1739209748.666958;-35.57807855764607
1739209748.6669838;-45.120503652039325
1739209748.6670096;-45.120503652039325
1739209748.6670353;-38.13080360867914
1739209748.667061;-45.120503652039325
1739209748.667087;-38.13080360867914
1739209748.6671128;-38.13080360867914
1739209748.6671386;-45.120503652039325
1739209748.6671643;-45.120503652039325
1739209748.66719;-45.120503652039325
1739209748.6672158;-45.120503652039325
1739209748.6672418;-45.120503652039325
1739209748.6672676;-38.13080360867914
1739209748.6672933;-45.120503652039325
1739209748.667319;-45.120503652039325
1739209748.6673448;-32.816014438256545
1739209748.6673706;-38.13080360867914
1739209748.6673963;-38.13080360867914
1739209748.6674223;-38.13080360867914
1739209748.667448;-32.816014438256545
1739209748.6674738;-33.981070128970906
1739209748.6674995;-45.120503652039325
1739209748.6675253;-38.13080360867914
1739209748.667551;-38.13080360867914
1739209748.6675768;-38.13080360867914
1739209748.6676028;-45.120503652039325
1739209748.6676285;-45.120503652039325
1739209748.6676543;-45.120503652039325
1739209748.66768;-38.13080360867914
1739209748.6677058;-45.120503652039325
1739209748.6677315;-45.120503652039325
1739209748.6677573;-45.120503652039325
1739209748.6677833;-38.13080360867914
1739209748.667809;-45.120503652039325
1739209748.6678348;-38.13080360867914
1739209748.6678605;-35.57807855764607
1739209748.6678863;-38.13080360867914
1739209748.667912;-45.120503652039325
1739209748.6679378;-45.120503652039325
1739209748.6679637;-32.816014438256545
1739209748.6679895;-45.120503652039325
1739209748.6680152;-35.57807855764607
1739209748.668041;-38.13080360867914
1739209748.6680667;-38.13080360867914
1739209748.6680925;-38.13080360867914
1739209748.6681185;-38.13080360867914
1739209748.6681442;-35.57807855764607
1739209748.66817;-45.120503652039325
1739209748.6681957;-45.120503652039325
1739209748.6682215;-45.120503652039325
1739209748.6682472;-45.120503652039325
1739209748.668273;-35.57807855764607
1739209748.668299;-38.13080360867914
1739209748.6683247;-45.120503652039325
1739209748.6683505;-45.120503652039325
1739209748.6683762;-45.120503652039325
1739209748.668402;-38.13080360867914
1739209748.6684277;-45.120503652039325
1739209748.6684535;-38.13080360867914
1739209748.6684794;-35.57807855764607
1739209748.6685052;-38.13080360867914
1739209748.668531;-45.120503652039325
1739209748.6685567;-45.120503652039325
1739209748.6685824;-35.57807855764607
1739209748.6686082;-45.120503652039325
1739209748.668634;-29.438486411369333
1739209748.66866;-27.8777449560314
1739209748.6686857;-38.13080360867914
1739209748.6687114;-45.120503652039325
1739209748.6687372;-38.13080360867914
1739209748.668763;-33.981070128970906
1739209748.6687887;-45.120503652039325
1739209748.6688147;-33.981070128970906
1739209748.6688404;-45.120503652039325
1739209748.6688662;-45.120503652039325
1739209748.668892;-38.13080360867914
1739209748.6689177;-45.120503652039325
1739209748.6689434;-45.120503652039325
1739209748.6689692;-45.120503652039325
1739209748.6689951;-45.120503652039325
1739209748.669021;-38.13080360867914
1739209748.6690466;-38.13080360867914
1739209748.6690724;-45.120503652039325
1739209748.6690981;-38.13080360867914
1739209748.669124;-38.13080360867914
1739209748.6691496;-38.13080360867914
1739209748.6691756;-45.120503652039325
1739209748.6692014;-38.13080360867914
1739209748.6692271;-38.13080360867914
1739209748.6692529;-38.13080360867914
1739209748.6692786;-30.49652367304973
1739209748.6693044;-38.13080360867914
1739209748.6693301;-38.13080360867914
1739209748.669356;-45.120503652039325
1739209748.6693819;-38.13080360867914
