CAN Message; 0x1a7:0000609903776e45
Timestamp;Amplitude
1739209823.0909686;-38.13080360867914
1739209823.090972;-45.120503652039325
1739209823.0909753;-45.120503652039325
1739209823.0909789;-35.57807855764607
1739209823.0909822;-35.57807855764607
1739209823.0909855;-38.13080360867914
1739209823.0909889;-45.120503652039325
1739209823.0909922;-38.13080360867914
1739209823.0909956;-38.13080360867914
1739209823.0909991;-38.13080360867914
1739209823.0910025;-45.120503652039325
1739209823.0910058;-45.120503652039325
1739209823.0910091;-45.120503652039325
1739209823.0910125;-38.13080360867914
1739209823.0910158;-38.13080360867914
1739209823.0910194;-45.120503652039325
1739209823.0910227;-38.13080360867914
1739209823.091026;-38.13080360867914
1739209823.0910294;-45.120503652039325
1739209823.0910327;-45.120503652039325
1739209823.091036;-38.13080360867914
1739209823.0910394;-38.13080360867914
1739209823.091043;-45.120503652039325
1739209823.0910463;-45.120503652039325
1739209823.0910497;-33.981070128970906
1739209823.091053;-38.13080360867914
1739209823.0910563;-45.120503652039325
1739209823.0910597;-45.120503652039325
1739209823.0910633;-38.13080360867914
1739209823.0910666;-45.120503652039325
1739209823.09107;-45.120503652039325
1739209823.0910733;-45.120503652039325
1739209823.0910766;-33.981070128970906
1739209823.09108;-38.13080360867914
1739209823.0910835;-38.13080360867914
1739209823.0910869;-38.13080360867914
1739209823.0910902;-38.13080360867914
1739209823.0910935;-38.13080360867914
1739209823.0910969;-38.13080360867914
1739209823.0911002;-45.120503652039325
1739209823.0911036;-31.141103565318915
1739209823.0911071;-31.141103565318915
1739209823.0911105;-38.13080360867914
1739209823.0911138;-45.120503652039325
1739209823.0911171;-38.13080360867914
1739209823.0911205;-38.13080360867914
1739209823.0911238;-38.13080360867914
1739209823.0911274;-38.13080360867914
1739209823.0911307;-38.13080360867914
1739209823.091134;-35.57807855764607
1739209823.0911374;-38.13080360867914
1739209823.0911407;-45.120503652039325
1739209823.091144;-38.13080360867914
1739209823.0911477;-38.13080360867914
1739209823.091151;-38.13080360867914
1739209823.0911543;-45.120503652039325
1739209823.0911577;-38.13080360867914
1739209823.091161;-33.981070128970906
1739209823.0911644;-45.120503652039325
1739209823.0911677;-45.120503652039325
1739209823.0911713;-38.13080360867914
1739209823.0911746;-38.13080360867914
1739209823.091178;-45.120503652039325
1739209823.0911813;-45.120503652039325
1739209823.0911846;-33.981070128970906
1739209823.091188;-31.141103565318915
1739209823.0911915;-45.120503652039325
1739209823.0911949;-38.13080360867914
1739209823.0911982;-38.13080360867914
1739209823.0912015;-35.57807855764607
1739209823.091205;-45.120503652039325
1739209823.0912082;-32.816014438256545
1739209823.0912118;-38.13080360867914
1739209823.0912151;-32.81601443825658
1739209823.0912185;-38.13080360867914
1739209823.0912218;-38.13080360867914
1739209823.0912251;-38.13080360867914
1739209823.0912285;-38.13080360867914
1739209823.0912318;-38.13080360867914
1739209823.0912354;-38.13080360867914
1739209823.0912387;-35.57807855764607
1739209823.091242;-31.141103565318915
1739209823.0912454;-38.13080360867914
1739209823.0912488;-45.120503652039325
1739209823.091252;-38.13080360867914
1739209823.0912557;-38.13080360867914
1739209823.091259;-45.120503652039325
1739209823.0912623;-38.13080360867914
1739209823.0912657;-38.13080360867914
1739209823.091269;-45.120503652039325
1739209823.0912724;-38.13080360867914
1739209823.091276;-38.13080360867914
1739209823.0912793;-38.13080360867914
1739209823.0912826;-35.57807855764607
1739209823.091286;-38.13080360867914
1739209823.0912893;-35.57807855764607
1739209823.0912926;-38.13080360867914
1739209823.0912962;-45.120503652039325
1739209823.0912995;-38.13080360867914
1739209823.0913029;-35.57807855764607
1739209823.0913062;-45.120503652039325
1739209823.0913095;-38.13080360867914
1739209823.091313;-35.57807855764607
1739209823.0913162;-38.13080360867914
1739209823.0913198;-38.13080360867914
1739209823.0913231;-32.816014438256545
1739209823.0913265;-38.13080360867914
1739209823.0913298;-45.120503652039325
1739209823.0913332;-38.13080360867914
1739209823.0913365;-33.981070128970906
1739209823.09134;-45.120503652039325
1739209823.0913434;-35.57807855764607
1739209823.0913467;-38.13080360867914
1739209823.09135;-45.120503652039325
1739209823.0913534;-45.120503652039325
1739209823.0913568;-45.120503652039325
1739209823.0913603;-38.13080360867914
1739209823.0913637;-38.13080360867914
1739209823.091367;-38.13080360867914
1739209823.0913703;-45.120503652039325
1739209823.0913737;-45.120503652039325
1739209823.091377;-35.57807855764607
1739209823.0913804;-38.13080360867914
1739209823.091384;-35.57807855764607
1739209823.0913873;-38.13080360867914
1739209823.0913906;-45.120503652039325
1739209823.091394;-38.13080360867914
1739209823.0913973;-38.13080360867914
1739209823.0914006;-35.57807855764607
1739209823.0914042;-45.120503652039325
1739209823.0914075;-45.120503652039325
1739209823.0914109;-35.57807855764607
1739209823.0914142;-38.13080360867914
1739209823.0914176;-45.120503652039325
1739209823.091421;-38.13080360867914
1739209823.0914245;-35.57807855764607
1739209823.0914278;-38.13080360867914
1739209823.0914311;-38.13080360867914
1739209823.0914345;-35.57807855764607
1739209823.0914378;-38.13080360867914
1739209823.0914412;-38.13080360867914
1739209823.0914445;-38.13080360867914
1739209823.091448;-35.57807855764607
1739209823.0914514;-38.13080360867914
1739209823.0914547;-38.13080360867914
1739209823.091458;-45.120503652039325
1739209823.0914614;-45.120503652039325
1739209823.0914648;-38.13080360867914
1739209823.0914683;-38.13080360867914
1739209823.0914717;-45.120503652039325
1739209823.091475;-45.120503652039325
1739209823.0914783;-38.13080360867914
1739209823.0914817;-38.13080360867914
1739209823.091485;-45.120503652039325
1739209823.0914886;-45.120503652039325
1739209823.091492;-38.13080360867914
1739209823.0914953;-35.57807855764607
1739209823.0914986;-45.120503652039325
1739209823.091502;-45.120503652039325
1739209823.0915053;-35.57807855764607
1739209823.0915086;-45.120503652039325
1739209823.0915122;-38.13080360867914
1739209823.0915155;-31.141103565318915
1739209823.0915189;-32.816014438256545
1739209823.0915222;-38.13080360867914
1739209823.0915256;-38.13080360867914
1739209823.091529;-35.57807855764607
1739209823.0915325;-38.13080360867914
1739209823.0915358;-38.13080360867914
1739209823.0915391;-45.120503652039325
1739209823.0915425;-45.120503652039325
1739209823.0915458;-32.816014438256545
1739209823.0915492;-38.13080360867914
1739209823.0915527;-45.120503652039325
1739209823.091556;-45.120503652039325
1739209823.0915594;-45.120503652039325
1739209823.0915627;-38.13080360867914
1739209823.091566;-45.120503652039325
1739209823.0915694;-45.120503652039325
1739209823.0915728;-45.120503652039325
1739209823.0915763;-33.981070128970906
1739209823.0915797;-45.120503652039325
1739209823.091583;-38.13080360867914
1739209823.0915864;-35.57807855764607
1739209823.0915897;-45.120503652039325
1739209823.091593;-38.13080360867914
1739209823.0915966;-27.267205301931607
1739209823.0916;-38.13080360867914
1739209823.0916033;-38.13080360867914
1739209823.0916066;-45.120503652039325
1739209823.09161;-38.13080360867914
1739209823.0916133;-38.13080360867914
1739209823.0916169;-45.120503652039325
1739209823.0916202;-45.120503652039325
1739209823.0916235;-32.816014438256545
1739209823.091627;-45.120503652039325
1739209823.0916302;-45.120503652039325
1739209823.0916336;-38.13080360867914
1739209823.091637;-45.120503652039325
1739209823.0916405;-38.13080360867914
1739209823.0916438;-35.57807855764607
1739209823.0916471;-35.57807855764607
1739209823.0916505;-38.13080360867914
1739209823.0916538;-45.120503652039325
1739209823.0916572;-38.13080360867914
1739209823.0916607;-38.13080360867914
1739209823.091664;-38.13080360867914
1739209823.0916674;-38.13080360867914
1739209823.0916708;-38.13080360867914
1739209823.091674;-38.13080360867914
1739209823.0916774;-33.981070128970906
1739209823.091681;-45.120503652039325
1739209823.0916843;-45.120503652039325
1739209823.0916877;-35.57807855764607
1739209823.091691;-33.981070128970906
1739209823.0916944;-45.120503652039325
1739209823.0916977;-45.120503652039325
1739209823.091701;-45.120503652039325
1739209823.0917046;-38.13080360867914
1739209823.091708;-45.120503652039325
1739209823.0917113;-45.120503652039325
1739209823.0917146;-38.13080360867914
1739209823.091718;-45.120503652039325
1739209823.0917213;-45.120503652039325
1739209823.0917249;-38.13080360867914
1739209823.0917282;-38.13080360867914
1739209823.0917315;-33.981070128970906
1739209823.091735;-38.13080360867914
1739209823.0917382;-38.13080360867914
1739209823.0917416;-45.120503652039325
1739209823.0917451;-38.13080360867914
1739209823.0917485;-45.120503652039325
1739209823.0917518;-38.13080360867914
1739209823.0917552;-35.57807855764607
1739209823.0917585;-35.57807855764607
1739209823.0917618;-45.120503652039325
1739209823.0917652;-38.13080360867914
1739209823.0917687;-45.120503652039325
1739209823.091772;-45.120503652039325
1739209823.0917754;-32.816014438256545
1739209823.0917788;-38.13080360867914
1739209823.091782;-45.120503652039325
1739209823.0917854;-45.120503652039325
1739209823.091789;-45.120503652039325
1739209823.0917923;-38.13080360867914
1739209823.0917957;-45.120503652039325
1739209823.091799;-38.13080360867914
1739209823.0918024;-38.13080360867914
1739209823.0918057;-38.13080360867914
1739209823.0918093;-45.120503652039325
1739209823.0918126;-45.120503652039325
1739209823.091816;-29.438486411369333
1739209823.0918193;-38.13080360867914
1739209823.0918226;-45.120503652039325
1739209823.091826;-45.120503652039325
1739209823.0918293;-35.57807855764607
1739209823.0918329;-35.57807855764607
1739209823.0918362;-45.120503652039325
1739209823.0918396;-45.120503652039325
1739209823.091843;-45.120503652039325
1739209823.0918462;-45.120503652039325
1739209823.0918496;-45.120503652039325
1739209823.0918531;-45.120503652039325
1739209823.0918565;-45.120503652039325
1739209823.0918598;-38.13080360867914
1739209823.0918632;-45.120503652039325
1739209823.0918665;-45.120503652039325
1739209823.0918698;-45.120503652039325
1739209823.0918734;-45.120503652039325
1739209823.0918767;-35.57807855764607
1739209823.09188;-35.57807855764607
1739209823.0918834;-38.13080360867914
1739209823.0918868;-45.120503652039325
1739209823.09189;-38.13080360867914
1739209823.0918937;-38.13080360867914
1739209823.091897;-32.816014438256545
1739209823.0919003;-38.13080360867914
1739209823.0919037;-35.57807855764607
1739209823.091907;-38.13080360867914
1739209823.0919104;-45.120503652039325
1739209823.0919137;-45.120503652039325
1739209823.0919173;-38.13080360867914
1739209823.0919206;-45.120503652039325
1739209823.091924;-33.981070128970956
1739209823.0919273;-45.120503652039325
1739209823.0919306;-38.13080360867914
1739209823.091934;-45.120503652039325
1739209823.0919375;-45.120503652039325
1739209823.0919409;-45.120503652039325
1739209823.0919442;-38.13080360867914
1739209823.0919476;-45.120503652039325
1739209823.091951;-29.438486411369333
1739209823.0919542;-38.13080360867914
1739209823.0919578;-45.120503652039325
1739209823.0919611;-45.120503652039325
1739209823.0919645;-45.120503652039325
1739209823.0919678;-38.13080360867914
1739209823.0919712;-45.120503652039325
1739209823.0919745;-45.120503652039325
1739209823.0919778;-32.816014438256545
1739209823.0919814;-38.13080360867914
1739209823.0919847;-45.120503652039325
1739209823.091988;-38.13080360867914
1739209823.0919914;-35.57807855764607
1739209823.0919948;-35.57807855764607
1739209823.091998;-45.120503652039325
1739209823.0920017;-38.13080360867914
1739209823.092005;-45.120503652039325
1739209823.0920084;-45.120503652039325
1739209823.0920117;-45.120503652039325
1739209823.092015;-45.120503652039325
1739209823.0920184;-45.120503652039325
1739209823.092022;-33.981070128970906
1739209823.0920253;-38.13080360867914
1739209823.0920286;-38.13080360867914
1739209823.092032;-29.438486411369333
1739209823.0920353;-28.992665084841942
1739209823.0920386;-45.120503652039325
1739209823.092042;-45.120503652039325
1739209823.0920455;-45.120503652039325
1739209823.092049;-45.120503652039325
1739209823.0920522;-45.120503652039325
1739209823.0920556;-45.120503652039325
1739209823.092059;-45.120503652039325
1739209823.0920622;-45.120503652039325
1739209823.0920658;-45.120503652039325
1739209823.0920691;-45.120503652039325
1739209823.0920725;-35.57807855764607
1739209823.0920758;-35.57807855764607
1739209823.0920792;-45.120503652039325
1739209823.0920825;-45.120503652039325
1739209823.092086;-45.120503652039325
1739209823.0920894;-45.120503652039325
1739209823.0920928;-38.13080360867914
1739209823.092096;-45.120503652039325
1739209823.0920994;-45.120503652039325
1739209823.0921028;-45.120503652039325
1739209823.092106;-45.120503652039325
1739209823.0921097;-45.120503652039325
1739209823.092113;-35.57807855764607
1739209823.0921164;-38.13080360867914
1739209823.0921197;-45.120503652039325
1739209823.092123;-38.13080360867914
1739209823.0921264;-38.13080360867914
1739209823.09213;-38.13080360867914
1739209823.0921333;-38.13080360867914
1739209823.0921366;-33.981070128970906
1739209823.09214;-45.120503652039325
1739209823.0921433;-38.13080360867914
1739209823.0921466;-38.13080360867914
1739209823.0921502;-38.13080360867914
1739209823.0921535;-45.120503652039325
1739209823.092157;-38.13080360867914
1739209823.0921602;-33.981070128970906
1739209823.0921636;-38.13080360867914
1739209823.092167;-45.120503652039325
1739209823.0921702;-38.13080360867914
1739209823.0921738;-38.13080360867914
1739209823.0921772;-38.13080360867914
1739209823.0921805;-45.120503652039325
1739209823.0921838;-38.13080360867914
1739209823.0921872;-35.57807855764607
1739209823.0921905;-45.120503652039325
1739209823.092194;-45.120503652039325
1739209823.0921974;-38.13080360867914
1739209823.0922008;-45.120503652039325
1739209823.092204;-45.120503652039325
1739209823.0922074;-38.13080360867914
1739209823.0922108;-35.57807855764607
1739209823.0922143;-38.13080360867914
1739209823.0922177;-45.120503652039325
1739209823.092221;-45.120503652039325
1739209823.0922244;-33.981070128970906
1739209823.0922277;-45.120503652039325
1739209823.092231;-38.13080360867914
1739209823.0922344;-35.57807855764607
1739209823.092238;-38.13080360867914
1739209823.0922413;-38.13080360867914
1739209823.0922446;-38.13080360867914
1739209823.092248;-35.57807855764607
1739209823.0922513;-35.57807855764607
1739209823.0922546;-45.120503652039325
1739209823.0922582;-45.120503652039325
1739209823.0922616;-45.120503652039325
1739209823.092265;-38.13080360867914
1739209823.0922682;-38.13080360867914
1739209823.0922716;-45.120503652039325
1739209823.092275;-35.57807855764607
1739209823.0922785;-35.57807855764607
1739209823.0922818;-45.120503652039325
1739209823.0922852;-45.120503652039325
1739209823.0922885;-35.57807855764607
1739209823.0922918;-33.981070128970906
1739209823.0922952;-45.120503652039325
1739209823.0922985;-45.120503652039325
1739209823.092302;-38.13080360867914
1739209823.0923054;-30.49652367304973
1739209823.0923088;-32.816014438256545
1739209823.092312;-33.981070128970906
1739209823.0923154;-35.57807855764607
1739209823.0923188;-38.13080360867914
1739209823.0923223;-45.120503652039325
1739209823.0923257;-45.120503652039325
1739209823.092329;-45.120503652039325
1739209823.0923324;-31.141103565318915
1739209823.0923357;-33.981070128970906
1739209823.092339;-45.120503652039325
1739209823.0923426;-38.13080360867914
1739209823.092346;-35.57807855764607
1739209823.0923493;-45.120503652039325
1739209823.0923526;-45.120503652039325
1739209823.092356;-38.13080360867914
1739209823.0923593;-45.120503652039325
1739209823.0923626;-35.57807855764607
1739209823.0923662;-38.13080360867914
1739209823.0923696;-45.120503652039325
1739209823.092373;-38.13080360867914
1739209823.0923762;-38.13080360867914
1739209823.0923796;-45.120503652039325
1739209823.092383;-38.13080360867914
1739209823.0923865;-33.981070128970906
1739209823.0923898;-33.981070128970906
1739209823.0923932;-45.120503652039325
1739209823.0923965;-35.57807855764607
1739209823.0923998;-38.13080360867914
