CAN Message; 0x98:0000bb723d9fdf41
Timestamp;Amplitude
1739209654.152238;-35.57807855764607
1739209654.1522415;-38.13080360867914
1739209654.1522448;-38.13080360867914
1739209654.1522481;-38.13080360867914
1739209654.1522517;-45.120503652039325
1739209654.152255;-45.120503652039325
1739209654.1522586;-45.120503652039325
1739209654.152262;-33.981070128970906
1739209654.1522653;-35.57807855764607
1739209654.152269;-38.13080360867914
1739209654.1522722;-45.120503652039325
1739209654.1522756;-45.120503652039325
1739209654.1522791;-33.981070128970906
1739209654.1522825;-38.13080360867914
1739209654.1522858;-38.13080360867914
1739209654.1522894;-45.120503652039325
1739209654.1522927;-35.57807855764607
1739209654.1522963;-38.13080360867914
1739209654.1522996;-45.120503652039325
1739209654.152303;-32.816014438256545
1739209654.1523066;-32.816014438256545
1739209654.15231;-45.120503652039325
1739209654.1523132;-45.120503652039325
1739209654.1523168;-45.120503652039325
1739209654.1523201;-38.13080360867914
1739209654.1523237;-38.13080360867914
1739209654.152327;-45.120503652039325
1739209654.1523304;-38.13080360867914
1739209654.152334;-45.120503652039325
1739209654.1523373;-33.981070128970906
1739209654.1523407;-38.13080360867914
1739209654.1523442;-38.13080360867914
1739209654.1523476;-45.120503652039325
1739209654.152351;-38.13080360867914
1739209654.1523545;-45.120503652039325
1739209654.1523578;-35.57807855764607
1739209654.1523614;-35.57807855764607
1739209654.1523647;-45.120503652039325
1739209654.152368;-45.120503652039325
1739209654.1523716;-33.981070128970906
1739209654.152375;-38.13080360867914
1739209654.1523783;-45.120503652039325
1739209654.152382;-38.13080360867914
1739209654.1523852;-45.120503652039325
1739209654.1523886;-38.13080360867914
1739209654.1523921;-38.13080360867914
1739209654.1523955;-45.120503652039325
1739209654.152399;-45.120503652039325
1739209654.1524024;-35.57807855764607
1739209654.1524057;-35.57807855764607
1739209654.1524093;-45.120503652039325
1739209654.1524127;-35.57807855764607
1739209654.152416;-35.57807855764607
1739209654.1524196;-38.13080360867914
1739209654.152423;-45.120503652039325
1739209654.1524265;-38.13080360867914
1739209654.1524298;-35.57807855764607
1739209654.1524332;-45.120503652039325
1739209654.1524367;-45.120503652039325
1739209654.15244;-45.120503652039325
1739209654.1524434;-35.57807855764607
1739209654.152447;-38.13080360867914
1739209654.1524503;-45.120503652039325
1739209654.1524537;-38.13080360867914
1739209654.1524572;-38.13080360867914
1739209654.1524606;-35.57807855764607
1739209654.1524642;-32.816014438256545
1739209654.1524675;-45.120503652039325
1739209654.1524708;-38.13080360867914
1739209654.1524744;-38.13080360867914
1739209654.1524777;-45.120503652039325
1739209654.152481;-38.13080360867914
1739209654.1524847;-38.13080360867914
1739209654.152488;-45.120503652039325
1739209654.1524913;-45.120503652039325
1739209654.152495;-45.120503652039325
1739209654.1524982;-45.120503652039325
1739209654.1525018;-45.120503652039325
1739209654.1525052;-45.120503652039325
1739209654.1525085;-38.13080360867914
1739209654.152512;-38.13080360867914
1739209654.1525154;-35.57807855764607
1739209654.1525187;-35.57807855764607
1739209654.1525223;-38.13080360867914
1739209654.1525257;-45.120503652039325
1739209654.152529;-45.120503652039325
1739209654.1525326;-32.816014438256545
1739209654.152536;-45.120503652039325
1739209654.1525395;-33.981070128970906
1739209654.1525428;-38.13080360867914
1739209654.1525462;-45.120503652039325
1739209654.1525497;-38.13080360867914
1739209654.152553;-32.816014438256545
1739209654.1525564;-45.120503652039325
1739209654.15256;-45.120503652039325
1739209654.1525633;-38.13080360867914
1739209654.152567;-32.816014438256545
1739209654.1525702;-38.13080360867914
1739209654.1525736;-45.120503652039325
1739209654.1525772;-33.981070128970906
1739209654.1525805;-45.120503652039325
1739209654.1525838;-35.57807855764607
1739209654.1525874;-33.981070128970906
1739209654.1525908;-38.13080360867914
1739209654.152594;-38.13080360867914
1739209654.1525977;-45.120503652039325
1739209654.152601;-38.13080360867914
1739209654.1526046;-45.120503652039325
1739209654.152608;-35.57807855764607
1739209654.1526113;-45.120503652039325
1739209654.1526148;-45.120503652039325
1739209654.1526182;-45.120503652039325
1739209654.1526215;-45.120503652039325
1739209654.152625;-45.120503652039325
1739209654.1526284;-38.13080360867914
1739209654.1526318;-45.120503652039325
1739209654.1526353;-33.981070128970906
1739209654.1526387;-32.816014438256545
1739209654.1526423;-45.120503652039325
1739209654.1526456;-38.13080360867914
1739209654.152649;-38.13080360867914
1739209654.1526525;-35.57807855764607
1739209654.1526558;-26.991370085610722
1739209654.1526592;-38.13080360867914
1739209654.1526628;-45.120503652039325
1739209654.152666;-45.120503652039325
1739209654.1526697;-45.120503652039325
1739209654.152673;-38.13080360867914
1739209654.1526763;-35.57807855764607
1739209654.15268;-38.13080360867914
1739209654.1526833;-33.981070128970956
1739209654.1526866;-45.120503652039325
1739209654.1526902;-45.120503652039325
1739209654.1526935;-38.13080360867914
1739209654.1526968;-45.120503652039325
1739209654.1527004;-45.120503652039325
1739209654.1527038;-45.120503652039325
1739209654.1527073;-35.57807855764607
1739209654.1527107;-26.991370085610722
1739209654.152714;-33.981070128970906
1739209654.1527176;-45.120503652039325
1739209654.152721;-38.13080360867914
1739209654.1527243;-32.816014438256545
1739209654.1527278;-38.13080360867914
1739209654.1527312;-45.120503652039325
1739209654.1527345;-45.120503652039325
1739209654.152738;-45.120503652039325
1739209654.1527414;-45.120503652039325
1739209654.152745;-45.120503652039325
1739209654.1527483;-38.13080360867914
1739209654.1527517;-45.120503652039325
1739209654.1527553;-38.13080360867914
1739209654.1527586;-38.13080360867914
1739209654.152762;-38.13080360867914
1739209654.1527655;-33.981070128970906
1739209654.1527689;-38.13080360867914
1739209654.1527722;-38.13080360867914
1739209654.1527758;-38.13080360867914
1739209654.152779;-45.120503652039325
1739209654.1527827;-32.816014438256545
1739209654.152786;-38.13080360867914
1739209654.1527894;-33.981070128970906
1739209654.152793;-30.49652367304973
1739209654.1527963;-45.120503652039325
1739209654.1527996;-45.120503652039325
1739209654.1528032;-33.981070128970906
1739209654.1528065;-33.981070128970906
1739209654.15281;-35.57807855764607
1739209654.1528134;-38.13080360867914
1739209654.1528168;-38.13080360867914
1739209654.1528203;-33.981070128970906
1739209654.1528237;-45.120503652039325
1739209654.152827;-45.120503652039325
1739209654.1528306;-38.13080360867914
1739209654.152834;-45.120503652039325
1739209654.1528373;-45.120503652039325
1739209654.1528409;-45.120503652039325
1739209654.1528442;-45.120503652039325
1739209654.1528478;-31.141103565318915
1739209654.152851;-31.141103565318915
1739209654.1528544;-38.13080360867914
1739209654.152858;-38.13080360867914
1739209654.1528614;-38.13080360867914
1739209654.1528647;-35.57807855764607
1739209654.1528683;-45.120503652039325
1739209654.1528716;-38.13080360867914
1739209654.152875;-38.13080360867914
1739209654.1528785;-35.57807855764607
1739209654.1528819;-38.13080360867914
1739209654.1528854;-35.57807855764607
1739209654.1528888;-32.816014438256545
1739209654.152892;-45.120503652039325
1739209654.1528957;-45.120503652039325
1739209654.152899;-33.981070128970906
1739209654.1529024;-33.981070128970906
1739209654.152906;-30.49652367304973
1739209654.1529093;-45.120503652039325
1739209654.1529129;-45.120503652039325
1739209654.1529162;-31.141103565318915
