CAN Message; 0x150:0600a5a500ad6fff
Timestamp;Amplitude
1739209672.1594775;-38.13080360867914
1739209672.1594856;-45.120503652039325
1739209672.1594937;-45.120503652039325
1739209672.1595018;-38.13080360867914
1739209672.15951;-38.13080360867914
1739209672.159518;-38.13080360867914
1739209672.159526;-38.13080360867914
1739209672.1595342;-45.120503652039325
1739209672.1595426;-45.120503652039325
1739209672.1595507;-45.120503652039325
1739209672.1595588;-45.120503652039325
1739209672.1595669;-45.120503652039325
1739209672.159575;-45.120503652039325
1739209672.159583;-45.120503652039325
1739209672.1595912;-38.13080360867914
1739209672.1595993;-38.13080360867914
1739209672.1596074;-45.120503652039325
1739209672.1596155;-45.120503652039325
1739209672.1596236;-38.13080360867914
1739209672.1596317;-32.816014438256545
1739209672.1596398;-45.120503652039325
1739209672.159648;-45.120503652039325
1739209672.159656;-38.13080360867914
1739209672.1596642;-38.13080360867914
1739209672.1596723;-38.13080360867914
1739209672.1596806;-45.120503652039325
1739209672.1596887;-45.120503652039325
1739209672.1596968;-45.120503652039325
1739209672.159705;-45.120503652039325
1739209672.159713;-45.120503652039325
1739209672.1597211;-32.816014438256545
1739209672.1597292;-32.816014438256545
1739209672.1597373;-38.13080360867914
1739209672.1597455;-45.120503652039325
1739209672.1597536;-45.120503652039325
1739209672.1597617;-45.120503652039325
1739209672.1597698;-38.13080360867914
1739209672.1597779;-38.13080360867914
1739209672.159786;-38.13080360867914
1739209672.159794;-38.13080360867914
1739209672.1598022;-38.13080360867914
1739209672.1598103;-45.120503652039325
1739209672.1598186;-45.120503652039325
1739209672.1598268;-45.120503652039325
1739209672.1598349;-38.13080360867914
1739209672.159843;-45.120503652039325
1739209672.159851;-32.816014438256545
1739209672.1598592;-38.13080360867914
1739209672.1598673;-45.120503652039325
1739209672.1598754;-45.120503652039325
1739209672.1598835;-45.120503652039325
1739209672.1598916;-45.120503652039325
1739209672.1598997;-45.120503652039325
1739209672.1599078;-38.13080360867914
1739209672.159916;-38.13080360867914
1739209672.159924;-33.981070128970906
1739209672.1599321;-45.120503652039325
1739209672.1599402;-38.13080360867914
1739209672.1599483;-45.120503652039325
1739209672.1599567;-45.120503652039325
1739209672.1599648;-35.57807855764607
1739209672.159973;-35.57807855764607
1739209672.159981;-33.981070128970906
1739209672.159989;-45.120503652039325
1739209672.1599972;-38.13080360867914
1739209672.1600053;-32.816014438256545
1739209672.1600134;-38.13080360867914
1739209672.1600215;-45.120503652039325
1739209672.1600296;-38.13080360867914
1739209672.1600378;-32.816014438256545
1739209672.1600459;-45.120503652039325
1739209672.160054;-38.13080360867914
1739209672.160062;-38.13080360867914
1739209672.1600702;-45.120503652039325
1739209672.1600783;-45.120503652039325
1739209672.1600864;-38.13080360867914
1739209672.1600947;-35.57807855764607
1739209672.1601028;-35.57807855764607
1739209672.160111;-45.120503652039325
1739209672.160119;-45.120503652039325
1739209672.1601272;-35.57807855764607
1739209672.1601353;-33.981070128970906
1739209672.1601434;-33.981070128970906
1739209672.1601515;-38.13080360867914
1739209672.1601596;-45.120503652039325
1739209672.1601677;-45.120503652039325
1739209672.1601758;-38.13080360867914
1739209672.160184;-38.13080360867914
1739209672.160192;-38.13080360867914
1739209672.1602;-38.13080360867914
1739209672.1602082;-45.120503652039325
1739209672.1602163;-35.57807855764607
1739209672.1602244;-45.120503652039325
1739209672.1602328;-45.120503652039325
1739209672.160241;-45.120503652039325
1739209672.160249;-38.13080360867914
1739209672.160257;-31.141103565318915
1739209672.1602652;-45.120503652039325
1739209672.1602733;-45.120503652039325
1739209672.1602814;-45.120503652039325
1739209672.1602895;-38.13080360867914
1739209672.1602976;-38.13080360867914
1739209672.1603057;-38.13080360867914
1739209672.1603138;-33.981070128970906
1739209672.160322;-33.981070128970906
1739209672.16033;-38.13080360867914
1739209672.1603382;-45.120503652039325
1739209672.1603463;-38.13080360867914
1739209672.1603544;-35.57807855764607
1739209672.1603625;-38.13080360867914
1739209672.1603708;-45.120503652039325
1739209672.160379;-38.13080360867914
1739209672.160387;-31.141103565318915
1739209672.1603951;-38.13080360867914
1739209672.1604033;-38.13080360867914
1739209672.1604114;-45.120503652039325
1739209672.1604195;-45.120503652039325
1739209672.1604276;-45.120503652039325
1739209672.1604357;-38.13080360867914
1739209672.1604438;-38.13080360867914
1739209672.160452;-28.992665084841942
1739209672.16046;-45.120503652039325
1739209672.160468;-45.120503652039325
1739209672.1604762;-32.816014438256545
1739209672.1604843;-45.120503652039325
1739209672.1604924;-38.13080360867914
1739209672.1605005;-45.120503652039325
1739209672.1605086;-33.981070128970906
1739209672.160517;-30.49652367304973
1739209672.160525;-45.120503652039325
1739209672.1605332;-38.13080360867914
1739209672.1605413;-38.13080360867914
1739209672.1605494;-33.981070128970906
1739209672.1605575;-38.13080360867914
1739209672.1605656;-45.120503652039325
1739209672.1605737;-38.13080360867914
1739209672.1605818;-38.13080360867914
1739209672.16059;-45.120503652039325
1739209672.160598;-45.120503652039325
1739209672.1606061;-38.13080360867914
1739209672.1606143;-31.141103565318915
1739209672.1606224;-45.120503652039325
1739209672.1606305;-38.13080360867914
1739209672.1606386;-38.13080360867914
1739209672.1606467;-38.13080360867914
1739209672.160655;-45.120503652039325
1739209672.1606631;-38.13080360867914
1739209672.1606712;-38.13080360867914
1739209672.1606793;-38.13080360867914
1739209672.1606874;-45.120503652039325
1739209672.1606956;-45.120503652039325
1739209672.1607037;-38.13080360867914
1739209672.1607118;-45.120503652039325
1739209672.1607199;-45.120503652039325
1739209672.160728;-38.13080360867914
1739209672.160736;-45.120503652039325
1739209672.1607442;-38.13080360867914
1739209672.1607523;-38.13080360867914
1739209672.1607604;-45.120503652039325
1739209672.1607685;-45.120503652039325
1739209672.1607766;-38.13080360867914
1739209672.1607847;-38.13080360867914
1739209672.160793;-35.57807855764607
1739209672.1608012;-35.57807855764607
1739209672.1608093;-38.13080360867914
1739209672.1608174;-45.120503652039325
1739209672.1608255;-38.13080360867914
1739209672.1608336;-38.13080360867914
1739209672.1608417;-32.81601443825658
1739209672.1608498;-45.120503652039325
1739209672.160858;-45.120503652039325
1739209672.160866;-38.13080360867914
1739209672.1608741;-38.13080360867914
1739209672.1608822;-45.120503652039325
1739209672.1608903;-45.120503652039325
1739209672.1608984;-45.120503652039325
1739209672.1609066;-30.49652367304973
1739209672.1609147;-33.981070128970906
1739209672.1609228;-45.120503652039325
1739209672.160931;-38.13080360867914
1739209672.1609392;-35.57807855764607
1739209672.1609473;-45.120503652039325
1739209672.1609554;-38.13080360867914
1739209672.1609635;-32.816014438256545
1739209672.1609716;-38.13080360867914
1739209672.1609797;-45.120503652039325
1739209672.1609879;-33.981070128970906
1739209672.160996;-45.120503652039325
1739209672.161004;-38.13080360867914
1739209672.1610122;-35.57807855764607
1739209672.1610203;-38.13080360867914
1739209672.1610284;-38.13080360867914
1739209672.1610365;-33.981070128970906
1739209672.1610446;-35.57807855764607
1739209672.1610527;-38.13080360867914
1739209672.1610608;-38.13080360867914
1739209672.1610692;-45.120503652039325
1739209672.1610773;-45.120503652039325
1739209672.1610854;-38.13080360867914
1739209672.1610935;-45.120503652039325
1739209672.1611016;-45.120503652039325
1739209672.1611097;-45.120503652039325
1739209672.1611178;-35.57807855764607
1739209672.161126;-45.120503652039325
1739209672.161134;-35.57807855764607
1739209672.161142;-38.13080360867914
1739209672.1611502;-45.120503652039325
1739209672.1611583;-38.13080360867914
1739209672.1611664;-45.120503652039325
1739209672.1611745;-38.13080360867914
1739209672.1611826;-38.13080360867914
1739209672.1611907;-45.120503652039325
1739209672.1611989;-45.120503652039325
1739209672.1612072;-33.981070128970906
1739209672.1612153;-45.120503652039325
1739209672.1612234;-45.120503652039325
1739209672.1612315;-30.49652367304973
1739209672.1612396;-32.816014438256545
1739209672.1612477;-45.120503652039325
1739209672.1612558;-45.120503652039325
1739209672.161264;-33.981070128970906
1739209672.161272;-38.13080360867914
1739209672.1612802;-45.120503652039325
1739209672.1612883;-45.120503652039325
1739209672.1612964;-45.120503652039325
1739209672.1613045;-45.120503652039325
1739209672.1613126;-45.120503652039325
1739209672.1613207;-45.120503652039325
1739209672.1613288;-38.13080360867914
1739209672.161337;-32.816014438256545
1739209672.1613452;-38.13080360867914
1739209672.1613533;-45.120503652039325
1739209672.1613615;-32.816014438256545
1739209672.1613696;-35.57807855764607
1739209672.1613777;-38.13080360867914
1739209672.1613858;-38.13080360867914
1739209672.161394;-45.120503652039325
1739209672.161402;-38.13080360867914
1739209672.16141;-38.13080360867914
1739209672.1614182;-45.120503652039325
1739209672.1614263;-32.816014438256545
1739209672.1614344;-35.57807855764607
1739209672.1614425;-45.120503652039325
1739209672.1614506;-38.13080360867914
1739209672.1614587;-38.13080360867914
1739209672.1614668;-32.816014438256545
1739209672.161475;-45.120503652039325
1739209672.1614833;-45.120503652039325
1739209672.1614914;-38.13080360867914
1739209672.1614995;-31.141103565318915
1739209672.1615076;-33.981070128970906
1739209672.1615157;-45.120503652039325
1739209672.1615238;-45.120503652039325
1739209672.161532;-45.120503652039325
1739209672.16154;-38.13080360867914
1739209672.1615481;-38.13080360867914
1739209672.1615562;-38.13080360867914
1739209672.1615644;-38.13080360867914
1739209672.1615725;-38.13080360867914
1739209672.1615806;-45.120503652039325
1739209672.1615887;-45.120503652039325
1739209672.1615968;-35.57807855764607
1739209672.161605;-38.13080360867914
1739209672.161613;-38.13080360867914
1739209672.1616213;-45.120503652039325
1739209672.1616294;-38.13080360867914
1739209672.1616375;-33.981070128970906
1739209672.1616457;-38.13080360867914
1739209672.1616538;-45.120503652039325
1739209672.1616619;-45.120503652039325
1739209672.16167;-38.13080360867914
1739209672.161678;-45.120503652039325
1739209672.1616862;-45.120503652039325
1739209672.1616943;-38.13080360867914
1739209672.1617024;-38.13080360867914
1739209672.1617105;-45.120503652039325
1739209672.1617186;-38.13080360867914
1739209672.1617267;-38.13080360867914
1739209672.1617348;-38.13080360867914
1739209672.161743;-35.57807855764607
1739209672.161751;-45.120503652039325
1739209672.1617594;-45.120503652039325
1739209672.1617675;-38.13080360867914
1739209672.1617756;-38.13080360867914
1739209672.1617837;-45.120503652039325
1739209672.1617918;-38.13080360867914
1739209672.1618;-38.13080360867914
1739209672.161808;-33.981070128970906
1739209672.1618161;-38.13080360867914
1739209672.1618242;-38.13080360867914
1739209672.1618323;-38.13080360867914
1739209672.1618404;-38.13080360867914
1739209672.1618485;-38.13080360867914
1739209672.1618567;-38.13080360867914
1739209672.1618648;-38.13080360867914
1739209672.1618729;-35.57807855764607
1739209672.161881;-38.13080360867914
1739209672.161889;-38.13080360867914
1739209672.1618974;-31.141103565318915
1739209672.1619055;-33.981070128970906
1739209672.1619136;-38.13080360867914
1739209672.1619217;-38.13080360867914
1739209672.1619298;-38.13080360867914
1739209672.161938;-45.120503652039325
1739209672.161946;-38.13080360867914
1739209672.1619542;-33.981070128970906
1739209672.1619623;-32.816014438256545
1739209672.1619704;-38.13080360867914
1739209672.1619785;-35.57807855764607
1739209672.1619866;-38.13080360867914
1739209672.1619947;-45.120503652039325
1739209672.1620028;-45.120503652039325
1739209672.162011;-45.120503652039325
1739209672.162019;-33.981070128970906
1739209672.1620271;-31.141103565318915
1739209672.1620355;-45.120503652039325
1739209672.1620436;-38.13080360867914
1739209672.1620517;-38.13080360867914
1739209672.1620598;-38.13080360867914
1739209672.162068;-45.120503652039325
1739209672.162076;-33.981070128970906
1739209672.162084;-33.981070128970906
1739209672.1620922;-31.14110356531892
1739209672.1621003;-45.120503652039325
1739209672.1621084;-45.120503652039325
1739209672.1621165;-38.13080360867914
1739209672.1621246;-38.13080360867914
1739209672.1621327;-38.13080360867914
1739209672.1621408;-38.13080360867914
1739209672.162149;-38.13080360867914
1739209672.162157;-33.981070128970906
1739209672.1621652;-45.120503652039325
1739209672.1621735;-38.13080360867914
1739209672.1621816;-38.13080360867914
1739209672.1621897;-38.13080360867914
1739209672.1621978;-45.120503652039325
1739209672.162206;-45.120503652039325
1739209672.162214;-45.120503652039325
1739209672.1622221;-33.981070128970906
1739209672.1622303;-45.120503652039325
1739209672.1622384;-45.120503652039325
1739209672.1622465;-38.13080360867914
1739209672.1622546;-38.13080360867914
1739209672.1622627;-45.120503652039325
1739209672.1622708;-38.13080360867914
1739209672.162279;-45.120503652039325
1739209672.162287;-29.438486411369354
1739209672.162295;-38.13080360867914
1739209672.1623032;-38.13080360867914
1739209672.1623116;-45.120503652039325
1739209672.1623197;-45.120503652039325
1739209672.1623278;-33.981070128970906
1739209672.1623359;-45.120503652039325
1739209672.162344;-45.120503652039325
1739209672.162352;-27.267205301931607
1739209672.1623602;-38.13080360867914
1739209672.1623683;-45.120503652039325
1739209672.1623764;-38.13080360867914
1739209672.1623845;-33.981070128970906
1739209672.1623926;-38.13080360867914
1739209672.1624007;-35.57807855764607
1739209672.1624088;-38.13080360867914
1739209672.162417;-45.120503652039325
1739209672.162425;-38.13080360867914
1739209672.1624331;-45.120503652039325
1739209672.1624413;-45.120503652039325
1739209672.1624496;-35.57807855764607
1739209672.1624577;-35.57807855764607
1739209672.1624658;-45.120503652039325
1739209672.162474;-38.13080360867914
1739209672.162482;-38.13080360867914
1739209672.1624901;-33.981070128970906
1739209672.1624982;-45.120503652039325
1739209672.1625063;-38.13080360867914
1739209672.1625144;-38.13080360867914
1739209672.1625226;-38.13080360867914
1739209672.1625307;-38.13080360867914
1739209672.1625388;-45.120503652039325
1739209672.1625469;-45.120503652039325
1739209672.162555;-38.13080360867914
1739209672.162563;-38.13080360867914
1739209672.1625712;-45.120503652039325
1739209672.1625793;-32.816014438256545
1739209672.1625876;-35.57807855764607
1739209672.1625957;-45.120503652039325
1739209672.1626039;-45.120503652039325
1739209672.162612;-45.120503652039325
1739209672.16262;-38.13080360867914
1739209672.1626282;-38.13080360867914
1739209672.1626363;-45.120503652039325
1739209672.1626444;-45.120503652039325
1739209672.1626525;-38.13080360867914
1739209672.1626606;-45.120503652039325
1739209672.1626687;-38.13080360867914
1739209672.1626768;-35.57807855764607
1739209672.162685;-35.57807855764607
1739209672.162693;-45.120503652039325
1739209672.1627011;-45.120503652039325
1739209672.1627092;-33.981070128970906
1739209672.1627173;-45.120503652039325
1739209672.1627254;-38.13080360867914
1739209672.1627338;-38.13080360867914
1739209672.162742;-45.120503652039325
1739209672.16275;-45.120503652039325
1739209672.162758;-38.13080360867914
1739209672.1627662;-38.13080360867914
1739209672.1627743;-45.120503652039325
1739209672.1627824;-31.141103565318915
1739209672.1627905;-32.816014438256545
1739209672.1627986;-45.120503652039325
1739209672.1628067;-35.57807855764607
1739209672.1628149;-38.13080360867914
1739209672.162823;-45.120503652039325
1739209672.162831;-45.120503652039325
1739209672.1628392;-38.13080360867914
1739209672.1628473;-45.120503652039325
1739209672.1628554;-38.13080360867914
1739209672.1628635;-35.57807855764607
1739209672.1628718;-45.120503652039325
1739209672.16288;-45.120503652039325
