CAN Message; 0x1d3:00004b26ad21d818
Timestamp;Amplitude
1739209807.1011255;-32.816014438256545
1739209807.1011302;-33.981070128970906
1739209807.1011353;-38.13080360867914
1739209807.10114;-45.120503652039325
1739209807.1011448;-45.120503652039325
1739209807.1011496;-33.981070128970906
1739209807.1011543;-38.13080360867914
1739209807.101159;-45.120503652039325
1739209807.1011639;-45.120503652039325
1739209807.1011689;-33.981070128970906
1739209807.1011736;-35.57807855764607
1739209807.1011784;-38.13080360867914
1739209807.1011832;-38.13080360867914
1739209807.101188;-33.981070128970906
1739209807.1011927;-38.13080360867914
1739209807.1011975;-45.120503652039325
1739209807.1012025;-38.13080360867914
1739209807.1012073;-31.141103565318915
1739209807.101212;-35.57807855764607
1739209807.1012168;-38.13080360867914
1739209807.1012216;-45.120503652039325
1739209807.1012263;-38.13080360867914
1739209807.101231;-35.57807855764607
1739209807.101236;-38.13080360867914
1739209807.1012409;-33.981070128970906
1739209807.1012456;-30.49652367304973
1739209807.1012504;-38.13080360867914
1739209807.1012552;-45.120503652039325
1739209807.10126;-45.120503652039325
1739209807.1012647;-38.13080360867914
1739209807.1012695;-33.981070128970906
1739209807.1012745;-45.120503652039325
1739209807.1012793;-45.120503652039325
1739209807.101284;-38.13080360867914
1739209807.1012888;-32.816014438256545
1739209807.1012936;-38.13080360867914
1739209807.1012983;-45.120503652039325
1739209807.101303;-32.816014438256545
1739209807.101308;-35.57807855764607
1739209807.1013129;-45.120503652039325
1739209807.1013176;-38.13080360867914
1739209807.1013224;-33.981070128970906
1739209807.1013272;-38.13080360867914
1739209807.101332;-45.120503652039325
1739209807.1013367;-45.120503652039325
1739209807.1013417;-45.120503652039325
1739209807.1013465;-38.13080360867914
1739209807.1013513;-38.13080360867914
1739209807.101356;-45.120503652039325
1739209807.1013608;-38.13080360867914
1739209807.1013656;-38.13080360867914
1739209807.1013703;-45.120503652039325
1739209807.1013753;-45.120503652039325
1739209807.10138;-38.13080360867914
1739209807.1013849;-38.13080360867914
1739209807.1013896;-38.13080360867914
1739209807.1013944;-38.13080360867914
1739209807.1013992;-38.13080360867914
1739209807.101404;-45.120503652039325
1739209807.101409;-38.13080360867914
1739209807.1014137;-38.13080360867914
1739209807.1014185;-38.13080360867914
1739209807.1014233;-35.57807855764607
1739209807.101428;-38.13080360867914
1739209807.1014328;-32.816014438256545
1739209807.1014376;-33.981070128970906
1739209807.1014423;-45.120503652039325
1739209807.1014473;-38.13080360867914
1739209807.101452;-38.13080360867914
1739209807.1014569;-45.120503652039325
1739209807.1014616;-45.120503652039325
1739209807.1014664;-38.13080360867914
1739209807.1014712;-45.120503652039325
1739209807.101476;-45.120503652039325
1739209807.101481;-45.120503652039325
1739209807.1014857;-45.120503652039325
1739209807.1014905;-45.120503652039325
1739209807.1014953;-38.13080360867914
1739209807.1015;-31.141103565318893
1739209807.1015048;-31.141103565318915
1739209807.1015096;-38.13080360867914
1739209807.1015146;-38.13080360867914
1739209807.1015193;-38.13080360867914
1739209807.101524;-38.13080360867914
1739209807.101529;-38.13080360867914
1739209807.1015337;-45.120503652039325
1739209807.1015384;-45.120503652039325
1739209807.1015432;-45.120503652039325
1739209807.1015482;-45.120503652039325
1739209807.101553;-45.120503652039325
1739209807.1015577;-38.13080360867914
1739209807.1015625;-38.13080360867914
1739209807.1015673;-38.13080360867914
1739209807.101572;-33.981070128970906
1739209807.1015768;-38.13080360867914
1739209807.1015818;-45.120503652039325
1739209807.1015866;-45.120503652039325
1739209807.1015913;-45.120503652039325
1739209807.101596;-32.816014438256545
1739209807.101601;-45.120503652039325
1739209807.1016057;-45.120503652039325
1739209807.1016104;-38.13080360867914
1739209807.1016152;-35.57807855764607
1739209807.1016202;-38.13080360867914
1739209807.101625;-45.120503652039325
1739209807.1016297;-45.120503652039325
1739209807.1016345;-45.120503652039325
1739209807.1016393;-38.13080360867914
1739209807.101644;-38.13080360867914
1739209807.1016488;-32.816014438256545
1739209807.1016538;-38.13080360867914
1739209807.1016586;-45.120503652039325
1739209807.1016634;-38.13080360867914
1739209807.1016681;-45.120503652039325
1739209807.101673;-30.49652367304973
1739209807.1016777;-38.13080360867914
1739209807.1016824;-45.120503652039325
1739209807.1016874;-38.13080360867914
1739209807.1016922;-38.13080360867914
1739209807.101697;-45.120503652039325
1739209807.1017017;-38.13080360867914
1739209807.1017065;-45.120503652039325
1739209807.1017113;-45.120503652039325
1739209807.101716;-45.120503652039325
1739209807.101721;-38.13080360867914
1739209807.1017258;-35.57807855764607
1739209807.1017306;-38.13080360867914
1739209807.1017354;-45.120503652039325
1739209807.1017401;-38.13080360867914
1739209807.101745;-35.57807855764607
1739209807.1017497;-32.816014438256545
1739209807.1017547;-38.13080360867914
1739209807.1017594;-45.120503652039325
1739209807.1017642;-35.57807855764607
1739209807.101769;-28.58837851428586
1739209807.1017737;-38.13080360867914
1739209807.1017785;-38.13080360867914
1739209807.1017833;-38.13080360867914
1739209807.101788;-38.13080360867914
1739209807.101793;-38.13080360867914
1739209807.1017978;-38.13080360867914
1739209807.1018026;-45.120503652039325
1739209807.1018074;-45.120503652039325
1739209807.1018121;-45.120503652039325
1739209807.101817;-38.13080360867914
1739209807.1018217;-38.13080360867914
1739209807.1018267;-38.13080360867914
1739209807.1018314;-38.13080360867914
1739209807.1018362;-38.13080360867914
1739209807.101841;-38.13080360867914
1739209807.1018457;-35.57807855764607
1739209807.1018505;-38.13080360867914
1739209807.1018553;-38.13080360867914
1739209807.1018603;-45.120503652039325
1739209807.101865;-31.141103565318915
1739209807.1018698;-38.13080360867914
1739209807.1018746;-45.120503652039325
1739209807.1018794;-38.13080360867914
1739209807.1018841;-45.120503652039325
1739209807.101889;-45.120503652039325
1739209807.101894;-45.120503652039325
1739209807.1018987;-35.57807855764607
1739209807.1019034;-35.57807855764607
1739209807.1019082;-38.13080360867914
1739209807.101913;-45.120503652039325
1739209807.1019177;-38.13080360867914
1739209807.1019225;-35.57807855764607
1739209807.1019273;-38.13080360867914
1739209807.1019323;-45.120503652039325
1739209807.101937;-33.981070128970906
1739209807.1019418;-27.267205301931607
1739209807.1019466;-33.981070128970906
1739209807.1019514;-45.120503652039325
1739209807.1019561;-35.57807855764607
1739209807.101961;-33.981070128970906
1739209807.101966;-38.13080360867914
1739209807.1019707;-45.120503652039325
1739209807.1019754;-35.57807855764607
1739209807.1019802;-33.981070128970906
1739209807.101985;-38.13080360867914
1739209807.1019897;-45.120503652039325
1739209807.1019945;-38.13080360867914
1739209807.1019995;-35.57807855764607
1739209807.1020043;-45.120503652039325
1739209807.102009;-45.120503652039325
1739209807.1020138;-45.120503652039325
1739209807.1020186;-28.992665084841942
1739209807.1020234;-30.49652367304973
1739209807.1020281;-38.13080360867914
1739209807.1020331;-31.141103565318915
1739209807.102038;-33.981070128970906
1739209807.1020427;-38.13080360867914
1739209807.1020474;-45.120503652039325
1739209807.1020522;-38.13080360867914
1739209807.102057;-38.13080360867914
1739209807.1020617;-38.13080360867914
1739209807.1020668;-45.120503652039325
1739209807.1020715;-38.13080360867914
1739209807.1020763;-45.120503652039325
1739209807.102081;-45.120503652039325
1739209807.1020858;-45.120503652039325
1739209807.1020906;-45.120503652039325
1739209807.1020954;-45.120503652039325
1739209807.1021001;-35.57807855764607
1739209807.1021051;-38.13080360867914
1739209807.10211;-38.13080360867914
1739209807.1021147;-35.57807855764607
1739209807.1021194;-38.13080360867914
1739209807.1021242;-45.120503652039325
1739209807.102129;-45.120503652039325
1739209807.1021338;-45.120503652039325
1739209807.1021388;-33.981070128970906
1739209807.1021435;-45.120503652039325
1739209807.1021483;-45.120503652039325
1739209807.102153;-45.120503652039325
1739209807.1021578;-45.120503652039325
1739209807.1021626;-35.57807855764607
1739209807.1021674;-45.120503652039325
1739209807.1021724;-38.13080360867914
1739209807.1021771;-28.992665084841942
1739209807.102182;-33.981070128970906
1739209807.1021867;-38.13080360867914
1739209807.1021914;-38.13080360867914
1739209807.1021962;-33.981070128970906
1739209807.102201;-38.13080360867914
1739209807.102206;-45.120503652039325
1739209807.1022108;-45.120503652039325
1739209807.1022155;-32.816014438256545
1739209807.1022203;-38.13080360867914
1739209807.102225;-35.57807855764607
1739209807.1022298;-38.13080360867914
1739209807.1022346;-38.13080360867914
1739209807.1022396;-35.57807855764607
1739209807.1022444;-38.13080360867914
1739209807.1022491;-38.13080360867914
1739209807.102254;-33.981070128970906
1739209807.1022587;-38.13080360867914
1739209807.1022635;-45.120503652039325
1739209807.1022682;-38.13080360867914
1739209807.102273;-38.13080360867914
1739209807.102278;-45.120503652039325
1739209807.1022828;-38.13080360867914
1739209807.1022875;-35.57807855764607
1739209807.1022923;-45.120503652039325
1739209807.102297;-45.120503652039325
1739209807.1023018;-35.57807855764607
1739209807.1023066;-38.13080360867914
1739209807.1023116;-35.57807855764607
1739209807.1023164;-45.120503652039325
1739209807.1023211;-38.13080360867914
1739209807.102326;-38.13080360867914
1739209807.1023307;-38.13080360867914
1739209807.1023355;-45.120503652039325
1739209807.1023402;-45.120503652039325
1739209807.1023452;-38.13080360867914
1739209807.10235;-45.120503652039325
1739209807.1023548;-45.120503652039325
1739209807.1023595;-38.13080360867914
1739209807.1023643;-38.13080360867914
1739209807.102369;-45.120503652039325
1739209807.1023738;-45.120503652039325
1739209807.1023788;-45.120503652039325
1739209807.1023836;-35.57807855764607
1739209807.1023884;-38.13080360867914
1739209807.1023932;-45.120503652039325
1739209807.102398;-35.57807855764607
1739209807.1024027;-38.13080360867914
1739209807.1024075;-45.120503652039325
1739209807.1024122;-38.13080360867914
1739209807.1024172;-33.981070128970906
1739209807.102422;-35.57807855764607
1739209807.1024268;-38.13080360867914
1739209807.1024315;-38.13080360867914
1739209807.1024363;-45.120503652039325
1739209807.102441;-35.57807855764607
1739209807.1024458;-35.57807855764607
1739209807.1024508;-38.13080360867914
1739209807.1024556;-38.13080360867914
1739209807.1024604;-35.57807855764607
1739209807.1024652;-35.57807855764607
1739209807.10247;-38.13080360867914
1739209807.1024747;-38.13080360867914
1739209807.1024795;-45.120503652039325
1739209807.1024845;-45.120503652039325
1739209807.1024892;-45.120503652039325
1739209807.102494;-45.120503652039325
1739209807.1024988;-45.120503652039325
1739209807.1025035;-38.13080360867914
1739209807.1025083;-35.57807855764607
1739209807.102513;-45.120503652039325
1739209807.102518;-45.120503652039325
1739209807.1025229;-38.13080360867914
1739209807.1025276;-38.13080360867914
1739209807.1025324;-38.13080360867914
1739209807.1025372;-29.438486411369333
1739209807.102542;-45.120503652039325
1739209807.1025467;-38.13080360867914
1739209807.1025517;-45.120503652039325
1739209807.1025565;-45.120503652039325
1739209807.1025612;-45.120503652039325
1739209807.102566;-45.120503652039325
1739209807.1025708;-38.13080360867914
1739209807.1025755;-45.120503652039325
1739209807.1025803;-32.816014438256545
1739209807.102585;-35.57807855764607
1739209807.10259;-45.120503652039325
1739209807.1025949;-38.13080360867914
1739209807.1025996;-38.13080360867914
1739209807.1026044;-31.141103565318915
1739209807.1026092;-38.13080360867914
1739209807.102614;-38.13080360867914
1739209807.1026187;-45.120503652039325
1739209807.1026237;-38.13080360867914
1739209807.1026285;-38.13080360867914
1739209807.1026332;-45.120503652039325
1739209807.102638;-45.120503652039325
1739209807.1026428;-45.120503652039325
1739209807.1026475;-45.120503652039325
1739209807.1026523;-45.120503652039325
1739209807.1026573;-38.13080360867914
1739209807.102662;-38.13080360867914
1739209807.1026669;-45.120503652039325
1739209807.1026716;-45.120503652039325
1739209807.1026764;-45.120503652039325
1739209807.1026812;-33.981070128970906
1739209807.102686;-38.13080360867914
1739209807.102691;-45.120503652039325
1739209807.1026957;-45.120503652039325
1739209807.1027005;-38.13080360867914
1739209807.1027052;-38.13080360867914
1739209807.10271;-38.13080360867914
1739209807.1027148;-38.13080360867914
1739209807.1027195;-45.120503652039325
1739209807.1027246;-38.13080360867914
1739209807.1027293;-35.57807855764607
1739209807.102734;-45.120503652039325
1739209807.1027389;-38.13080360867914
1739209807.1027436;-38.13080360867914
1739209807.1027484;-38.13080360867914
1739209807.1027532;-38.13080360867914
1739209807.102758;-45.120503652039325
1739209807.102763;-45.120503652039325
1739209807.1027677;-45.120503652039325
1739209807.1027725;-45.120503652039325
1739209807.1027772;-38.13080360867914
1739209807.102782;-35.57807855764607
1739209807.1027868;-38.13080360867914
1739209807.1027915;-45.120503652039325
1739209807.1027966;-38.13080360867914
1739209807.1028013;-35.57807855764607
1739209807.102806;-35.57807855764607
1739209807.1028109;-45.120503652039325
1739209807.1028156;-45.120503652039325
1739209807.1028204;-45.120503652039325
1739209807.1028252;-38.13080360867914
1739209807.1028302;-38.13080360867914
1739209807.102835;-33.981070128970906
1739209807.1028397;-38.13080360867914
1739209807.1028445;-38.13080360867914
1739209807.1028492;-45.120503652039325
1739209807.102854;-45.120503652039325
1739209807.1028588;-38.13080360867914
1739209807.1028638;-33.981070128970906
1739209807.1028686;-45.120503652039325
1739209807.1028733;-33.981070128970906
1739209807.102878;-31.141103565318915
1739209807.1028829;-38.13080360867914
1739209807.1028876;-45.120503652039325
1739209807.1028924;-45.120503652039325
1739209807.1028974;-38.13080360867914
1739209807.1029022;-45.120503652039325
1739209807.102907;-38.13080360867914
1739209807.1029117;-33.981070128970906
1739209807.1029165;-33.981070128970906
1739209807.1029212;-38.13080360867914
1739209807.102926;-45.120503652039325
1739209807.1029308;-38.13080360867914
1739209807.1029358;-38.13080360867914
1739209807.1029406;-45.120503652039325
1739209807.1029453;-38.13080360867914
1739209807.10295;-31.141103565318915
1739209807.1029549;-31.141103565318915
1739209807.1029596;-38.13080360867914
1739209807.1029644;-35.57807855764607
1739209807.1029694;-31.141103565318915
1739209807.1029742;-38.13080360867914
1739209807.102979;-45.120503652039325
1739209807.1029837;-38.13080360867914
1739209807.1029885;-38.13080360867914
1739209807.1029932;-31.141103565318915
1739209807.102998;-38.13080360867914
1739209807.103003;-38.13080360867914
1739209807.1030078;-45.120503652039325
1739209807.1030126;-38.13080360867914
1739209807.1030173;-35.57807855764607
1739209807.103022;-45.120503652039325
1739209807.1030269;-38.13080360867914
1739209807.1030316;-33.981070128970906
1739209807.1030366;-38.13080360867914
1739209807.1030414;-45.120503652039325
1739209807.1030462;-45.120503652039325
1739209807.103051;-35.57807855764607
1739209807.1030557;-35.57807855764607
1739209807.1030605;-45.120503652039325
1739209807.1030653;-38.13080360867914
1739209807.10307;-32.81601443825658
1739209807.103075;-45.120503652039325
1739209807.1030798;-33.981070128970906
1739209807.1030846;-38.13080360867914
1739209807.1030893;-38.13080360867914
1739209807.103094;-38.13080360867914
1739209807.1030989;-45.120503652039325
1739209807.1031036;-45.120503652039325
1739209807.1031086;-31.141103565318915
1739209807.1031134;-38.13080360867914
1739209807.1031182;-38.13080360867914
1739209807.103123;-45.120503652039325
1739209807.1031277;-45.120503652039325
1739209807.1031325;-45.120503652039325
1739209807.1031373;-38.13080360867914
1739209807.1031423;-35.57807855764607
1739209807.103147;-45.120503652039325
1739209807.1031518;-45.120503652039325
1739209807.1031566;-45.120503652039325
1739209807.1031613;-45.120503652039325
1739209807.103166;-33.981070128970906
1739209807.1031709;-38.13080360867914
1739209807.1031759;-38.13080360867914
1739209807.1031806;-45.120503652039325
1739209807.1031854;-45.120503652039325
1739209807.1031902;-45.120503652039325
1739209807.103195;-45.120503652039325
1739209807.1031997;-45.120503652039325
1739209807.1032045;-33.981070128970906
1739209807.1032095;-31.141103565318893
1739209807.1032143;-45.120503652039325
1739209807.103219;-45.120503652039325
1739209807.1032238;-31.141103565318915
1739209807.1032286;-35.57807855764607
1739209807.1032333;-45.120503652039325
1739209807.103238;-45.120503652039325
1739209807.1032429;-33.981070128970906
1739209807.103248;-38.13080360867914
1739209807.1032526;-38.13080360867914
1739209807.1032574;-45.120503652039325
1739209807.1032622;-45.120503652039325
1739209807.103267;-38.13080360867914
1739209807.1032717;-45.120503652039325
1739209807.1032765;-45.120503652039325
1739209807.1032815;-38.13080360867914
1739209807.1032863;-32.816014438256545
1739209807.103291;-38.13080360867914
1739209807.1032958;-38.13080360867914
1739209807.1033006;-32.816014438256545
1739209807.1033053;-38.13080360867914
1739209807.10331;-45.120503652039325
1739209807.103315;-45.120503652039325
1739209807.10332;-38.13080360867914
1739209807.1033247;-45.120503652039325
1739209807.1033294;-38.13080360867914
1739209807.1033342;-45.120503652039325
1739209807.103339;-45.120503652039325
1739209807.1033437;-38.13080360867914
1739209807.1033487;-35.57807855764607
1739209807.1033535;-38.13080360867914
1739209807.1033583;-45.120503652039325
1739209807.103363;-32.816014438256545
1739209807.1033678;-38.13080360867914
1739209807.1033726;-45.120503652039325
1739209807.1033773;-38.13080360867914
1739209807.1033823;-35.57807855764607
1739209807.103387;-38.13080360867914
1739209807.103392;-45.120503652039325
1739209807.1033967;-45.120503652039325
1739209807.1034014;-45.120503652039325
1739209807.1034062;-45.120503652039325
1739209807.103411;-45.120503652039325
1739209807.1034157;-45.120503652039325
1739209807.1034207;-45.120503652039325
1739209807.1034255;-45.120503652039325
1739209807.1034303;-45.120503652039325
1739209807.103435;-35.57807855764607
1739209807.1034398;-38.13080360867914
1739209807.1034446;-38.13080360867914
1739209807.1034493;-38.13080360867914
1739209807.1034544;-38.13080360867914
1739209807.1034591;-33.981070128970906
1739209807.103464;-35.57807855764607
1739209807.1034687;-35.57807855764607
1739209807.1034734;-45.120503652039325
1739209807.1034782;-38.13080360867914
1739209807.103483;-38.13080360867914
1739209807.103488;-38.13080360867914
1739209807.1034927;-45.120503652039325
1739209807.1034975;-45.120503652039325
1739209807.1035023;-45.120503652039325
1739209807.103507;-45.120503652039325
1739209807.1035118;-45.120503652039325
1739209807.1035166;-45.120503652039325
1739209807.1035216;-33.981070128970906
1739209807.1035264;-38.13080360867914
1739209807.1035311;-38.13080360867914
1739209807.103536;-30.49652367304973
1739209807.1035407;-35.57807855764607
1739209807.1035454;-33.981070128970906
1739209807.1035502;-38.13080360867914
1739209807.1035552;-32.816014438256545
1739209807.10356;-45.120503652039325
1739209807.1035647;-38.13080360867914
1739209807.1035695;-45.120503652039325
1739209807.1035743;-33.981070128970906
1739209807.103579;-45.120503652039325
1739209807.1035838;-45.120503652039325
1739209807.1035886;-45.120503652039325
1739209807.1035936;-45.120503652039325
1739209807.1035984;-38.13080360867914
1739209807.1036031;-45.120503652039325
1739209807.103608;-33.981070128970906
1739209807.1036127;-35.57807855764607
1739209807.1036174;-38.13080360867914
1739209807.1036222;-45.120503652039325
1739209807.1036272;-45.120503652039325
1739209807.103632;-38.13080360867914
1739209807.1036367;-45.120503652039325
1739209807.1036415;-45.120503652039325
1739209807.1036453;-45.120503652039325
1739209807.1036494;-25.826314394896357
1739209807.1036532;-33.981070128970906
1739209807.1036572;-45.120503652039325
1739209807.103661;-35.57807855764607
1739209807.103665;-30.49652367304973
1739209807.103669;-38.13080360867914
1739209807.1036727;-38.13080360867914
1739209807.1036768;-38.13080360867914
1739209807.1036806;-45.120503652039325
1739209807.1036847;-38.13080360867914
1739209807.1036885;-38.13080360867914
1739209807.1036925;-38.13080360867914
1739209807.1036963;-45.120503652039325
1739209807.1037004;-38.13080360867914
1739209807.1037042;-38.13080360867914
1739209807.103708;-38.13080360867914
1739209807.103712;-33.981070128970906
1739209807.103716;-38.13080360867914
1739209807.10372;-45.120503652039325
1739209807.1037238;-45.120503652039325
1739209807.1037278;-38.13080360867914
1739209807.1037316;-38.13080360867914
1739209807.1037354;-38.13080360867914
1739209807.1037395;-45.120503652039325
1739209807.1037433;-28.992665084841942
1739209807.1037474;-31.141103565318915
1739209807.1037512;-38.13080360867914
1739209807.1037552;-45.120503652039325
1739209807.103759;-38.13080360867914
1739209807.1037629;-38.13080360867914
1739209807.103767;-45.120503652039325
1739209807.1037707;-38.13080360867914
1739209807.1037748;-33.981070128970906
1739209807.1037786;-33.981070128970906
1739209807.1037827;-45.120503652039325
1739209807.1037865;-45.120503652039325
1739209807.1037903;-45.120503652039325
1739209807.1037943;-45.120503652039325
1739209807.1037982;-38.13080360867914
1739209807.1038022;-38.13080360867914
1739209807.103806;-38.13080360867914
1739209807.10381;-45.120503652039325
1739209807.103814;-45.120503652039325
1739209807.103818;-45.120503652039325
1739209807.1038218;-45.120503652039325
1739209807.1038256;-45.120503652039325
1739209807.1038296;-45.120503652039325
1739209807.1038334;-45.120503652039325
1739209807.1038375;-38.13080360867914
1739209807.1038413;-38.13080360867914
1739209807.1038454;-45.120503652039325
1739209807.1038492;-38.13080360867914
1739209807.103853;-33.981070128970906
1739209807.103857;-38.13080360867914
1739209807.1038609;-45.120503652039325
1739209807.103865;-35.57807855764607
1739209807.1038687;-35.57807855764607
1739209807.1038728;-38.13080360867914
1739209807.1038766;-45.120503652039325
1739209807.1038804;-38.13080360867914
1739209807.1038845;-38.13080360867914
1739209807.1038883;-38.13080360867914
1739209807.1038923;-33.981070128970906
1739209807.1038961;-45.120503652039325
1739209807.1039002;-45.120503652039325
1739209807.103904;-35.57807855764607
1739209807.1039078;-35.57807855764607
1739209807.1039119;-45.120503652039325
1739209807.1039157;-45.120503652039325
1739209807.1039197;-38.13080360867914
1739209807.1039236;-38.13080360867914
1739209807.1039276;-38.13080360867914
1739209807.1039314;-45.120503652039325
1739209807.1039355;-35.57807855764607
1739209807.1039393;-35.57807855764607
1739209807.103943;-45.120503652039325
1739209807.1039472;-45.120503652039325
1739209807.103951;-38.13080360867914
1739209807.103955;-45.120503652039325
1739209807.1039588;-38.13080360867914
1739209807.103963;-38.13080360867914
1739209807.1039667;-38.13080360867914
1739209807.1039705;-35.57807855764607
1739209807.1039746;-38.13080360867914
1739209807.1039784;-33.981070128970906
1739209807.1039824;-45.120503652039325
1739209807.1039863;-45.120503652039325
1739209807.1039903;-38.13080360867914
1739209807.1039941;-45.120503652039325
1739209807.103998;-35.57807855764607
1739209807.104002;-38.13080360867914
1739209807.1040058;-45.120503652039325
1739209807.1040099;-38.13080360867914
1739209807.1040137;-38.13080360867914
1739209807.1040177;-38.13080360867914
1739209807.1040215;-45.120503652039325
1739209807.1040254;-45.120503652039325
1739209807.1040294;-45.120503652039325
1739209807.1040332;-45.120503652039325
1739209807.1040373;-38.13080360867914
1739209807.104041;-38.13080360867914
1739209807.1040452;-45.120503652039325
1739209807.104049;-45.120503652039325
1739209807.104053;-32.816014438256545
1739209807.1040568;-38.13080360867914
1739209807.1040606;-45.120503652039325
1739209807.1040647;-45.120503652039325
1739209807.1040685;-38.13080360867914
1739209807.1040726;-45.120503652039325
1739209807.1040764;-38.13080360867914
1739209807.1040804;-38.13080360867914
1739209807.1040843;-38.13080360867914
1739209807.104088;-45.120503652039325
1739209807.1040921;-45.120503652039325
1739209807.104096;-45.120503652039325
1739209807.1041;-45.120503652039325
1739209807.1041038;-38.13080360867914
1739209807.1041079;-45.120503652039325
1739209807.1041117;-45.120503652039325
1739209807.1041155;-45.120503652039325
1739209807.1041195;-45.120503652039325
1739209807.1041234;-45.120503652039325
1739209807.1041274;-45.120503652039325
1739209807.1041312;-38.13080360867914
1739209807.1041353;-45.120503652039325
1739209807.104139;-32.816014438256545
1739209807.1041431;-35.57807855764607
1739209807.104147;-45.120503652039325
1739209807.1041508;-45.120503652039325
1739209807.1041548;-35.57807855764607
1739209807.1041586;-30.49652367304973
1739209807.1041627;-45.120503652039325
1739209807.1041665;-45.120503652039325
1739209807.1041706;-45.120503652039325
1739209807.1041744;-38.13080360867914
1739209807.1041782;-45.120503652039325
1739209807.1041822;-45.120503652039325
1739209807.104186;-45.120503652039325
1739209807.10419;-45.120503652039325
1739209807.104194;-38.13080360867914
1739209807.104198;-45.120503652039325
1739209807.1042018;-45.120503652039325
1739209807.1042056;-38.13080360867914
1739209807.1042097;-38.13080360867914
1739209807.1042135;-45.120503652039325
1739209807.1042175;-31.141103565318893
1739209807.1042213;-25.826314394896354
1739209807.1042254;-45.120503652039325
1739209807.1042292;-45.120503652039325
1739209807.104233;-38.13080360867914
1739209807.104237;-33.981070128970906
1739209807.104241;-38.13080360867914
1739209807.104245;-38.13080360867914
1739209807.1042488;-45.120503652039325
1739209807.1042528;-45.120503652039325
1739209807.1042566;-38.13080360867914
1739209807.1042607;-38.13080360867914
1739209807.1042645;-45.120503652039325
1739209807.1042683;-38.13080360867914
1739209807.1042724;-38.13080360867914
1739209807.1042762;-45.120503652039325
1739209807.1042802;-38.13080360867914
1739209807.104284;-45.120503652039325
1739209807.104288;-45.120503652039325
1739209807.104292;-38.13080360867914
1739209807.1042957;-38.13080360867914
1739209807.1042998;-45.120503652039325
1739209807.1043036;-45.120503652039325
1739209807.1043077;-45.120503652039325
1739209807.1043115;-38.13080360867914
1739209807.1043155;-32.816014438256545
1739209807.1043193;-45.120503652039325
1739209807.1043231;-35.57807855764607
1739209807.1043272;-45.120503652039325
1739209807.104331;-38.13080360867914
1739209807.104335;-38.13080360867914
1739209807.104339;-45.120503652039325
1739209807.104343;-45.120503652039325
1739209807.1043468;-33.981070128970956
1739209807.1043506;-45.120503652039325
1739209807.1043546;-38.13080360867914
1739209807.1043584;-45.120503652039325
1739209807.1043625;-45.120503652039325
1739209807.1043663;-38.13080360867914
1739209807.1043704;-38.13080360867914
1739209807.1043742;-45.120503652039325
1739209807.1043782;-28.992665084841942
1739209807.104382;-45.120503652039325
1739209807.1043859;-38.13080360867914
1739209807.10439;-38.13080360867914
1739209807.1043937;-38.13080360867914
1739209807.1043978;-38.13080360867914
1739209807.1044016;-38.13080360867914
1739209807.1044056;-45.120503652039325
1739209807.1044095;-32.81601443825658
1739209807.1044133;-38.13080360867914
1739209807.1044173;-45.120503652039325
1739209807.1044211;-45.120503652039325
1739209807.1044252;-45.120503652039325
1739209807.104429;-38.13080360867914
1739209807.104433;-38.13080360867914
1739209807.1044369;-38.13080360867914
1739209807.1044407;-45.120503652039325
1739209807.1044447;-45.120503652039325
1739209807.1044486;-38.13080360867914
1739209807.1044526;-35.57807855764607
1739209807.1044564;-45.120503652039325
1739209807.1044605;-38.13080360867914
1739209807.1044643;-38.13080360867914
1739209807.104468;-45.120503652039325
1739209807.1044722;-38.13080360867914
1739209807.104476;-38.13080360867914
1739209807.10448;-45.120503652039325
1739209807.1044838;-38.13080360867914
1739209807.104488;-32.816014438256545
1739209807.1044917;-38.13080360867914
1739209807.1044958;-45.120503652039325
1739209807.1044996;-35.57807855764607
1739209807.1045034;-38.13080360867914
1739209807.1045074;-38.13080360867914
1739209807.1045113;-45.120503652039325
1739209807.1045153;-45.120503652039325
1739209807.1045191;-45.120503652039325
1739209807.1045232;-38.13080360867914
1739209807.104527;-38.13080360867914
1739209807.1045308;-45.120503652039325
1739209807.1045349;-45.120503652039325
1739209807.1045387;-35.57807855764607
1739209807.1045427;-35.57807855764607
1739209807.1045465;-45.120503652039325
1739209807.1045506;-38.13080360867914
1739209807.1045544;-38.13080360867914
1739209807.1045582;-38.13080360867914
1739209807.1045623;-38.13080360867914
1739209807.104566;-45.120503652039325
1739209807.1045702;-38.13080360867914
1739209807.104574;-33.981070128970906
1739209807.104578;-45.120503652039325
1739209807.1045818;-45.120503652039325
1739209807.1045856;-38.13080360867914
1739209807.1045897;-45.120503652039325
1739209807.1045935;-38.13080360867914
1739209807.1045976;-38.13080360867914
1739209807.1046014;-45.120503652039325
1739209807.1046054;-45.120503652039325
1739209807.1046093;-45.120503652039325
1739209807.1046133;-38.13080360867914
1739209807.104617;-45.120503652039325
1739209807.104621;-33.981070128970906
1739209807.104625;-38.13080360867914
1739209807.1046288;-45.120503652039325
1739209807.1046329;-30.49652367304973
1739209807.1046367;-32.816014438256545
1739209807.1046407;-38.13080360867914
1739209807.1046445;-38.13080360867914
1739209807.1046484;-35.57807855764607
1739209807.1046524;-35.57807855764607
1739209807.1046562;-38.13080360867914
1739209807.1046603;-38.13080360867914
1739209807.104664;-45.120503652039325
