CAN Message; 0x1bb:0000ead619009552
Timestamp;Amplitude
1739209773.997196;-45.120503652039325
1739209773.9972074;-45.120503652039325
1739209773.9972186;-45.120503652039325
1739209773.9972298;-45.120503652039325
1739209773.997241;-45.120503652039325
1739209773.9972525;-45.120503652039325
1739209773.9972637;-45.120503652039325
1739209773.9972749;-45.120503652039325
1739209773.997286;-38.13080360867914
1739209773.9972975;-38.13080360867914
1739209773.9973087;-45.120503652039325
1739209773.99732;-45.120503652039325
1739209773.9973311;-38.13080360867914
1739209773.9973426;-38.13080360867914
1739209773.9973538;-45.120503652039325
1739209773.997365;-38.13080360867914
1739209773.9973762;-38.13080360867914
1739209773.9973876;-32.816014438256545
1739209773.9973989;-25.62660358559016
1739209773.99741;-45.120503652039325
1739209773.9974215;-45.120503652039325
1739209773.9974327;-38.13080360867914
1739209773.997444;-38.13080360867914
1739209773.9974551;-45.120503652039325
1739209773.9974666;-38.13080360867914
1739209773.9974778;-38.13080360867914
1739209773.997489;-45.120503652039325
1739209773.9975002;-38.13080360867914
1739209773.9975116;-38.13080360867914
1739209773.9975228;-38.13080360867914
1739209773.997534;-38.13080360867914
1739209773.9975452;-45.120503652039325
1739209773.9975567;-38.13080360867914
1739209773.997568;-35.57807855764607
1739209773.997579;-35.57807855764607
1739209773.9975905;-45.120503652039325
1739209773.9976017;-33.981070128970906
1739209773.997613;-45.120503652039325
1739209773.9976242;-45.120503652039325
1739209773.9976356;-45.120503652039325
1739209773.9976468;-45.120503652039325
1739209773.997658;-45.120503652039325
1739209773.9976692;-38.13080360867914
1739209773.9976807;-38.13080360867914
1739209773.9976919;-45.120503652039325
1739209773.997703;-38.13080360867914
1739209773.9977143;-38.13080360867914
1739209773.9977257;-33.981070128970906
1739209773.997737;-38.13080360867914
1739209773.9977481;-45.120503652039325
1739209773.9977593;-45.120503652039325
1739209773.9977708;-45.120503652039325
1739209773.997782;-35.57807855764607
1739209773.9977932;-38.13080360867914
1739209773.9978046;-45.120503652039325
1739209773.9978158;-45.120503652039325
1739209773.997827;-38.13080360867914
1739209773.9978383;-38.13080360867914
1739209773.9978497;-38.13080360867914
1739209773.997861;-38.13080360867914
1739209773.997872;-45.120503652039325
1739209773.9978833;-38.13080360867914
1739209773.9978948;-35.57807855764607
1739209773.997906;-31.141103565318915
1739209773.9979172;-35.57807855764607
1739209773.9979284;-38.13080360867914
1739209773.9979398;-45.120503652039325
1739209773.997951;-38.13080360867914
1739209773.9979622;-32.816014438256545
1739209773.9979737;-38.13080360867914
1739209773.997985;-45.120503652039325
1739209773.997996;-32.816014438256545
1739209773.9980073;-35.57807855764607
1739209773.9980187;-45.120503652039325
1739209773.99803;-38.13080360867914
1739209773.9980412;-38.13080360867914
1739209773.9980524;-45.120503652039325
1739209773.9980638;-45.120503652039325
1739209773.998075;-45.120503652039325
1739209773.9980862;-35.57807855764607
1739209773.9980974;-35.57807855764607
1739209773.9981089;-45.120503652039325
1739209773.99812;-45.120503652039325
1739209773.9981313;-33.981070128970906
1739209773.9981425;-38.13080360867914
1739209773.998154;-38.13080360867914
1739209773.9981651;-38.13080360867914
1739209773.9981763;-35.57807855764607
1739209773.9981878;-38.13080360867914
1739209773.998199;-45.120503652039325
1739209773.9982102;-45.120503652039325
1739209773.9982214;-38.13080360867914
1739209773.9982328;-45.120503652039325
1739209773.998244;-45.120503652039325
1739209773.9982553;-38.13080360867914
1739209773.9982665;-45.120503652039325
1739209773.998278;-38.13080360867914
1739209773.998289;-45.120503652039325
1739209773.9983003;-45.120503652039325
1739209773.9983115;-31.141103565318915
1739209773.998323;-35.57807855764607
1739209773.9983342;-45.120503652039325
1739209773.9983454;-38.13080360867914
1739209773.9983568;-35.57807855764607
1739209773.998368;-38.13080360867914
1739209773.9983792;-38.13080360867914
1739209773.9983904;-38.13080360867914
1739209773.9984019;-45.120503652039325
1739209773.998413;-38.13080360867914
1739209773.9984243;-38.13080360867914
1739209773.9984355;-45.120503652039325
1739209773.998447;-38.13080360867914
1739209773.9984581;-38.13080360867914
1739209773.9984694;-45.120503652039325
1739209773.9984806;-45.120503652039325
1739209773.998492;-45.120503652039325
1739209773.9985032;-45.120503652039325
1739209773.9985144;-45.120503652039325
1739209773.9985256;-38.13080360867914
1739209773.998537;-33.981070128970906
1739209773.9985483;-45.120503652039325
1739209773.9985595;-38.13080360867914
1739209773.998571;-38.13080360867914
1739209773.9985821;-28.58837851428586
1739209773.9985933;-38.13080360867914
1739209773.9986045;-45.120503652039325
1739209773.998616;-33.981070128970906
1739209773.9986272;-45.120503652039325
1739209773.9986384;-45.120503652039325
1739209773.9986496;-45.120503652039325
1739209773.998661;-38.13080360867914
1739209773.9986722;-33.981070128970956
1739209773.9986835;-45.120503652039325
1739209773.9986947;-45.120503652039325
1739209773.998706;-38.13080360867914
1739209773.9987173;-45.120503652039325
1739209773.9987285;-45.120503652039325
1739209773.99874;-38.13080360867914
1739209773.9987512;-38.13080360867914
1739209773.9987624;-28.58837851428586
1739209773.9987736;-35.57807855764607
1739209773.998785;-35.57807855764607
1739209773.9987962;-35.57807855764607
1739209773.9988074;-38.13080360867914
1739209773.9988186;-38.13080360867914
1739209773.99883;-45.120503652039325
1739209773.9988413;-45.120503652039325
1739209773.9988525;-45.120503652039325
1739209773.9988637;-45.120503652039325
1739209773.9988751;-38.13080360867914
1739209773.9988863;-38.13080360867914
1739209773.9988976;-45.120503652039325
1739209773.9989088;-45.120503652039325
1739209773.9989202;-38.13080360867914
1739209773.9989314;-38.13080360867914
1739209773.9989426;-38.13080360867914
1739209773.998954;-45.120503652039325
1739209773.9989653;-38.13080360867914
1739209773.9989765;-38.13080360867914
1739209773.9989877;-45.120503652039325
1739209773.998999;-35.57807855764607
1739209773.9990103;-38.13080360867914
1739209773.9990215;-45.120503652039325
1739209773.9990327;-30.49652367304973
1739209773.9990442;-32.816014438256545
1739209773.9990554;-45.120503652039325
1739209773.9990666;-45.120503652039325
1739209773.9990778;-35.57807855764607
1739209773.9990892;-38.13080360867914
1739209773.9991004;-38.13080360867914
1739209773.9991117;-38.13080360867914
1739209773.999123;-45.120503652039325
1739209773.9991343;-45.120503652039325
1739209773.9991455;-45.120503652039325
1739209773.9991567;-45.120503652039325
1739209773.9991682;-45.120503652039325
1739209773.9991794;-45.120503652039325
1739209773.9991906;-35.57807855764607
1739209773.9992018;-45.120503652039325
1739209773.9992132;-29.438486411369333
1739209773.9992244;-29.438486411369333
1739209773.9992356;-45.120503652039325
1739209773.9992468;-45.120503652039325
1739209773.9992583;-38.13080360867914
1739209773.9992695;-38.13080360867914
1739209773.9992807;-45.120503652039325
1739209773.999292;-45.120503652039325
1739209773.9993033;-45.120503652039325
1739209773.9993145;-45.120503652039325
1739209773.9993258;-45.120503652039325
1739209773.9993372;-45.120503652039325
1739209773.9993484;-45.120503652039325
1739209773.9993596;-38.13080360867914
1739209773.9993708;-38.13080360867914
1739209773.9993823;-45.120503652039325
1739209773.9993935;-32.816014438256545
1739209773.9994047;-30.49652367304973
1739209773.9994159;-45.120503652039325
1739209773.9994273;-45.120503652039325
1739209773.9994385;-32.816014438256545
1739209773.9994497;-38.13080360867914
1739209773.999461;-45.120503652039325
1739209773.9994724;-45.120503652039325
1739209773.9994836;-38.13080360867914
1739209773.9994948;-45.120503652039325
1739209773.9995062;-38.13080360867914
1739209773.9995174;-38.13080360867914
1739209773.9995286;-38.13080360867914
1739209773.9995399;-32.816014438256545
1739209773.9995513;-45.120503652039325
1739209773.9995625;-45.120503652039325
1739209773.9995737;-38.13080360867914
1739209773.999585;-45.120503652039325
1739209773.9995964;-45.120503652039325
1739209773.9996076;-45.120503652039325
1739209773.9996188;-38.13080360867914
1739209773.99963;-38.13080360867914
1739209773.9996414;-38.13080360867914
1739209773.9996526;-45.120503652039325
1739209773.9996638;-38.13080360867914
1739209773.999675;-33.981070128970906
1739209773.9996865;-38.13080360867914
1739209773.9996977;-38.13080360867914
1739209773.999709;-38.13080360867914
